wind_speed,Krogmann 15-50
3.24,0.3411234812593024
3.25,0.3649315603359584
3.26,0.3890742545727731
3.27,0.4135250703296311
3.28,0.4382575139664131
3.29,0.4632450918430045
3.3,0.4884613103192861
3.31,0.5138796757551432
3.32,0.5394736945104562
3.33,0.565216872945111
3.34,0.5910827174189881
3.35,0.6170447342919732
3.36,0.6430764299239462
3.37,0.6691513106747933
3.38,0.6952428829043951
3.39,0.7213246529726366
3.4,0.7473701272393987
3.41,0.773352812064567
3.42,0.7992462138080223
3.43,0.8250238388296496
3.44,0.8506591934893296
3.45,0.8761257841469479
3.46,0.9013971171623856
3.47,0.9264466988955272
3.48,0.951248035706254
3.49,0.9757746339544512
3.5,1.0
3.51,1.0239034188724925
3.52,1.0474872902803538
3.53,1.0707597926017152
3.54,1.093729104214711
3.55,1.116403403497472
3.56,1.138790868828133
3.57,1.1608996785848242
3.58,1.182738011145681
3.59,1.2043140448888332
3.6,1.2256359581924166
3.61,1.2467119294345608
3.62,1.2675501369934008
3.63,1.2881587592470674
3.64,1.3085459745736956
3.65,1.328719961351416
3.66,1.3486888979583629
3.67,1.3684609627726665
3.68,1.3880443341724629
3.69,1.4074471905358814
3.7,1.4266777102410575
3.71,1.4457440716661218
3.72,1.4646544531892085
3.73,1.4834170331884489
3.74,1.5020399900419772
3.75,1.5205315021279249
3.76,1.5388997478244246
3.77,1.55715290550961
3.78,1.575299153561613
3.79,1.593346670358567
3.8,1.6113036342786031
3.81,1.629178223699856
3.82,1.6469786170004568
3.83,1.6647129925585398
3.84,1.6823895287522352
3.85,1.700016403959679
3.86,1.7176017965590007
3.87,1.7351538849283348
3.88,1.752680847445813
3.89,1.7701908624895697
3.9,1.7876921084377353
3.91,1.8051927636684448
3.92,1.822701006559828
3.93,1.8402250154900204
3.94,1.8577729688371527
3.95,1.875353044979359
3.96,1.8929734222947707
3.97,1.9106422791615216
3.98,1.928367793957744
3.99,1.9461581450615704
4.0,1.9640215108511336
4.01,1.9819660697045656
4.02,2.0
4.03,2.018130116326745
4.04,2.0363577781188025
4.05,2.054682981021351
4.06,2.073105720679572
4.07,2.0916259927386425
4.08,2.1102437928437405
4.09,2.128959116640044
4.1,2.147771959772734
4.11,2.16668231788699
4.12,2.185690186627986
4.13,2.2047955616409043
4.14,2.2239984385709217
4.15,2.2432988130632205
4.16,2.2626966807629745
4.17,2.282192037315365
4.18,2.301784878365569
4.19,2.32147519955877
4.2,2.34126299654014
4.21,2.3611482649548603
4.22,2.3811310004481108
4.23,2.4012111986650706
4.24,2.421388855250916
4.25,2.4416639658508257
4.26,2.46203652610998
4.27,2.4825065316735566
4.28,2.5030739781867366
4.29,2.5237388612946945
4.3,2.544501176642612
4.31,2.565360919875665
4.32,2.5863180866390367
4.33,2.6073726725779007
4.34,2.6285246733374383
4.35,2.649774084562828
4.36,2.6711209018992497
4.37,2.6925651209918797
4.38,2.714106737485896
4.39,2.73574574702648
4.4,2.75748214525881
4.41,2.7793159278280624
4.42,2.801247090379418
4.43,2.8232756285580543
4.44,2.845401538009152
4.45,2.867624814377886
4.46,2.8899454533094384
4.47,2.9123634504489857
4.48,2.9348788014417098
4.49,2.9574915019327848
4.5,2.980201547567391
4.51,3.0030089339907087
4.52,3.0259136568479144
4.53,3.0489157117841903
4.54,3.0720150944447107
4.55,3.0952118004746563
4.56,3.1185058255192053
4.57,3.141897165223538
4.58,3.165385815232831
4.59,3.1889717711922634
4.6,3.2126550287470144
4.61,3.236435583542264
4.62,3.2603134312231865
4.63,3.2842885674349644
4.64,3.3083609878227747
4.65,3.332530688031799
4.66,3.356797663707211
4.67,3.381161910494193
4.68,3.4056234240379224
4.69,3.43018219998358
4.7,3.45483823397634
4.71,3.479591521661382
4.72,3.50444205868389
4.73,3.529389840689038
4.74,3.5544348633220046
4.75,3.579577122227969
4.76,3.60481661305211
4.77,3.630153331439608
4.78,3.655587273035641
4.79,3.681118433485386
4.8,3.706746808434021
4.81,3.732472393526727
4.82,3.758295184408684
4.83,3.784215176725066
4.84,3.8102323661210544
4.85,3.836346748241827
4.86,3.862558318732566
4.87,3.888867073238445
4.88,3.915273007404644
4.89,3.9417761168763423
4.9,3.968376397298722
4.91,3.995073844316956
4.92,4.021868453576225
4.93,4.048760220721708
4.94,4.075749141398586
4.95,4.1028352112520325
4.96,4.13001842592723
4.97,4.157298781069357
4.98,4.184676272323593
4.99,4.212150895335111
5.0,4.239722645749096
5.01,4.267391519210722
5.02,4.295157511365172
5.03,4.323020617857624
5.04,4.350980834333254
5.05,4.379038156437241
5.06,4.407192579814765
5.07,4.435444100111007
5.08,4.4637927129711406
5.09,4.4922384140403455
5.1,4.520781198963802
5.11,4.549421063386692
5.12,4.578158002954187
5.13,4.60699201331147
5.14,4.635923090103718
5.15,4.664951228976114
5.16,4.694076425573831
5.17,4.723298675542049
5.18,4.752617974525947
5.19,4.782034318170708
5.2,4.811547702121504
5.21,4.841158122023515
5.22,4.870865573521923
5.23,4.900670052261906
5.24,4.93057155388864
5.25,4.960570074047306
5.26,4.99066560838308
5.27,5.020858152541142
5.28,5.051147702166676
5.29,5.081534252904851
5.3,5.112017800400852
5.31,5.142598340299855
5.32,5.1732758682470426
5.33,5.2040503798875895
5.34,5.234921870866673
5.35,5.265890336829475
5.36,5.2969557734211765
5.37,5.32811817628695
5.38,5.359377541071978
5.39,5.390733863421438
5.4,5.422187138980512
5.41,5.453737363394371
5.42,5.4853845323082
5.43,5.517128641367178
5.44,5.548969686216481
5.45,5.580907662501287
5.46,5.612942565866776
5.47,5.645074391958126
5.48,5.677303136420518
5.49,5.709628794899127
5.5,5.742051363039135
5.51,5.774570836485718
5.52,5.807187210884055
5.53,5.839900481879331
5.54,5.872710645116714
5.55,5.905617696241388
5.56,5.938621630898534
5.57,5.971722444733329
5.58,6.004920133390948
5.59,6.038214692516574
5.6,6.0716061177553815
5.61,6.105094404752557
5.62,6.138679549153269
5.63,6.172361546602704
5.64,6.206140392746035
5.65,6.240016083228449
5.66,6.2739886136951135
5.67,6.308057979791214
5.68,6.342224177161929
5.69,6.376487201452438
5.7,6.410847048307915
5.71,6.445303713373542
5.72,6.479857192294495
5.73,6.51450748071596
5.74,6.549254574283107
5.75,6.584098468641118
5.76,6.619039159435172
5.77,6.654076642310445
5.78,6.689210912912123
5.79,6.724441966885377
5.8,6.759769799875386
5.81,6.795194407527334
5.82,6.830715785486397
5.83,6.866333929397753
5.84,6.902048834906579
5.85,6.937860497658058
5.86,6.9737689132973655
5.87,7.00977407746968
5.88,7.045875985820183
5.89,7.082074633994048
5.9,7.118370017636462
5.91,7.154762132392593
5.92,7.1912509739076285
5.93,7.227836537826742
5.94,7.264518819795118
5.95,7.301297815457927
5.96,7.338173520460352
5.97,7.375145930447572
5.98,7.412215041064769
5.99,7.449380847957114
6.0,7.486643346769789
6.01,7.524002533147975
6.02,7.561458402736847
6.03,7.599010951181589
6.04,7.636660174127373
6.05,7.674406067219381
6.06,7.712248626102792
6.07,7.750187846422786
6.08,7.788223723824538
6.09,7.826356253953229
6.1,7.864585432454033
6.11,7.902911254972141
6.12,7.941333717152715
6.13,7.979852814640947
6.14,8.01846854308201
6.15,8.057180898121084
6.16,8.095989875403344
6.17,8.134895470573973
6.18,8.173897679278149
6.19,8.212996497161052
6.2,8.252191919867856
6.21,8.291483943043744
6.22,8.33087256233389
6.23,8.37035777338348
6.24,8.409939571837686
6.25,8.449617953341685
6.26,8.489392913540666
6.27,8.529264448079797
6.28,8.569232552604264
6.29,8.609297222759242
6.3,8.649458454189908
6.31,8.689716242541444
6.32,8.73007058345903
6.33,8.770521472587838
6.34,8.811068905573054
6.35,8.851712878059852
6.36,8.892453385693416
6.37,8.933290424118915
6.38,8.974223988981535
6.39,9.015254075926457
6.4,9.056380680598853
6.41,9.097603798643904
6.42,9.138923425706787
6.43,9.180339557432688
6.44,9.22185218946678
6.45,9.263461317454238
6.46,9.305166937040246
6.47,9.346969043869985
6.48,9.388867633588628
6.49,9.430862701841356
6.5,9.472954244273344
6.51,9.515142256529774
6.52,9.557426734255827
6.53,9.599807673096686
6.54,9.642285068697516
6.55,9.6848589167035
6.56,9.727529212759825
6.57,9.770295952511663
6.58,9.813159131604191
6.59,9.856118745682592
6.6,9.899174790392042
6.61,9.942327261377724
6.62,9.985576154284807
6.63,10.028921464758485
6.64,10.07236318844392
6.65,10.1159013209863
6.66,10.159535858030804
6.67,10.203266795222609
6.68,10.24709412820689
6.69,10.291017852628832
6.7,10.335037964133608
6.71,10.3791544583664
6.72,10.423367330972386
6.73,10.467676577596746
6.74,10.512082193884655
6.75,10.556584175481296
6.76,10.601182518031845
6.77,10.64587721718148
6.78,10.690668268575385
6.79,10.73555566785873
6.8,10.780539410676695
6.81,10.825619492674466
6.82,10.870795909497224
6.83,10.91606865679013
6.84,10.96143773019838
6.85,11.006903125367144
6.86,11.052464837941605
6.87,11.098122863566935
6.88,11.143877197888322
6.89,11.189727836550937
6.9,11.23567477519997
6.91,11.28171800948058
6.92,11.327857535037968
6.93,11.374093347517295
6.94,11.420425442563747
6.95,11.466853815822503
6.96,11.51337846293874
6.97,11.559999379557638
6.98,11.606716561324376
6.99,11.65353000388413
7.0,11.70043970288208
7.01,11.747445653963403
7.02,11.794547852773285
7.03,11.841746294956897
7.04,11.88904097615942
7.05,11.93643189202603
7.06,11.98391903820191
7.07,12.03150241033224
7.08,12.07918200406219
7.09,12.126957815036947
7.1,12.174829838901688
7.11,12.222798071301591
7.12,12.270862507881832
7.13,12.319023144287597
7.14,12.367279976164047
7.15,12.415632999156388
7.16,12.464082208909778
7.17,12.5126276010694
7.18,12.561269171280433
7.19,12.610006915188062
7.2,12.658840828437455
7.21,12.707770906673796
7.22,12.756797145542269
7.23,12.805919540688048
7.24,12.855138087756306
7.25,12.904452782392228
7.26,12.95386362024099
7.27,13.003370596947777
7.28,13.052973708157763
7.29,13.10267294951612
7.3,13.152468316668037
7.31,13.202359805258684
7.32,13.252347410933254
7.33,13.302431129336908
7.34,13.352610956114836
7.35,13.40288688691221
7.36,13.45325891737422
7.37,13.503727043146032
7.38,13.554291259872826
7.39,13.604951563199789
7.4,13.655707948772092
7.41,13.706560412234918
7.42,13.75750894923344
7.43,13.808553555412844
7.44,13.859694226418307
7.45,13.910930957895005
7.46,13.962263745488114
7.47,14.013692584842817
7.48,14.0652174716043
7.49,14.116838401417722
7.5,14.168555369928278
7.51,14.220368372781138
7.52,14.272277405621493
7.53,14.324282464094512
7.54,14.376383543845373
7.55,14.42858064051925
7.56,14.480873749761331
7.57,14.5332628672168
7.58,14.585747988530818
7.59,14.63832910934858
7.6,14.691006225315254
7.61,14.743779332076029
7.62,14.796648425276068
7.63,14.849613500560562
7.64,14.902674553574684
7.65,14.955831579963618
7.66,15.00908457537254
7.67,15.06243353544663
7.68,15.11587845583106
7.69,15.169419332171024
7.7,15.22305616011168
7.71,15.276788935298216
7.72,15.330617653375814
7.73,15.38454230998966
7.74,15.438562900784916
7.75,15.492679421406764
7.76,15.546891867500388
7.77,15.601200234710968
7.78,15.65560451868368
7.79,15.7101047150637
7.8,15.764700819496207
7.81,15.81939282762638
7.82,15.874180735099412
7.83,15.92906453756046
7.84,15.984044230654709
7.85,16.039119810027344
7.86,16.094291271323538
7.87,16.14955861018848
7.88,16.20492182226733
7.89,16.260380903205277
7.9,16.31593584864751
7.91,16.371586654239184
7.92,16.427333315625496
7.93,16.48317582845162
7.94,16.53911418836274
7.95,16.595148391004017
7.96,16.65127843202065
7.97,16.707504307057807
7.98,16.76382601176067
7.99,16.820243541774417
8.0,16.876756892744226
8.01,16.933366060315272
8.02,16.990071040132737
8.03,17.0468718278418
8.04,17.10376841908764
8.05,17.160760809515445
8.06,17.21784899477038
8.07,17.275032970497627
8.08,17.33231273234236
8.09,17.389688275949766
8.1,17.44715959696502
8.11,17.504726691033298
8.12,17.562389553799793
8.13,17.620148180909673
8.14,17.678002568008107
8.15,17.735952710740285
8.16,17.79399860475138
8.17,17.852140245686584
8.18,17.910377629191053
8.19,17.968710750909988
8.2,18.027139606488557
8.21,18.085664191571947
8.22,18.144284501805323
8.23,18.20300053283387
8.24,18.261812280302763
8.25,18.320719739857186
8.26,18.37972290714232
8.27,18.438821777803334
8.28,18.49801634748541
8.29,18.55730661183374
8.3,18.616692566493494
8.31,18.676174207109845
8.32,18.73575152932797
8.33,18.795424528793063
8.34,18.85519320115028
8.35,18.915057542044817
8.36,18.975017547121848
8.37,19.035073212026543
8.38,19.095224532404117
8.39,19.155471503899697
8.4,19.21581412215849
8.41,19.276252382825668
8.42,19.336786281546416
8.43,19.397415813965907
8.44,19.45814097572932
8.45,19.51896176248183
8.46,19.579878169868635
8.47,19.640890193534894
8.48,19.70199782912578
8.49,19.76320107228649
8.5,19.824499918662195
8.51,19.885894363898068
8.52,19.947384403639298
8.53,20.008970033531064
8.54,20.07065124921853
8.55,20.13242804634689
8.56,20.194300420561326
8.57,20.256268367507
8.58,20.31833188282909
8.59,20.38049096217279
8.6,20.44274560118327
8.61,20.50509579550571
8.62,20.56754154078529
8.63,20.6300828326672
8.64,20.69271966679659
8.65,20.75545203881866
8.66,20.81827994437858
8.67,20.881203379121533
8.68,20.9442223386927
8.69,21.007336818737254
8.7,21.07054681490037
8.71,21.13385232282726
8.72,21.19725333816305
8.73,21.260749856552955
8.74,21.324341873642133
8.75,21.38802938507577
8.76,21.451812386499064
8.77,21.51569087355716
8.78,21.579664841895266
8.79,21.643734287158544
8.8,21.70789920499218
8.81,21.77215959104135
8.82,21.83651544095122
8.83,21.900966750366997
8.84,21.96551351493383
8.85,22.03015573029692
8.86,22.09489339210143
8.87,22.159726495992544
8.88,22.224655037615456
8.89,22.289679012615323
8.9,22.35479841663733
8.91,22.42001324532665
8.92,22.48532349432848
8.93,22.550729159287982
8.94,22.61623023585033
8.95,22.681826719660727
8.96,22.747518606364345
8.97,22.813305891606348
8.98,22.87918857103191
8.99,22.945166640286228
9.0,23.01124009501447
9.01,23.07740893086183
9.02,23.143673143473464
9.03,23.210032728494568
9.04,23.27648768157031
9.05,23.34303799834589
9.06,23.409683674466454
9.07,23.476424705577195
9.08,23.54326108732329
9.09,23.61019281534994
9.1,23.67721988530229
9.11,23.74434229282553
9.12,23.81156003356485
9.13,23.87887310316543
9.14,23.946281497272423
9.15,24.01378521153103
9.16,24.08138424158642
9.17,24.149078583083774
9.18,24.21686823166828
9.19,24.2847531829851
9.2,24.352733432679425
9.21,24.42080897639644
9.22,24.4889798097813
9.23,24.5572459284792
9.24,24.625607328135317
9.25,24.694064004394814
9.26,24.7626159529029
9.27,24.831263169304734
9.28,24.900005649245504
9.29,24.968843388370374
9.3,25.037776382324544
9.31,25.10680462675317
9.32,25.17592811730145
9.33,25.245146849614542
9.34,25.31446081933764
9.35,25.38387002211592
9.36,25.45337445359456
9.37,25.52297410941874
9.38,25.592668985233644
9.39,25.662459076684435
9.4,25.732344379416297
9.41,25.802324889074416
9.42,25.87240060130397
9.43,25.942571511750124
9.44,26.01283761605808
9.45,26.083198909872998
9.46,26.153655388840065
9.47,26.22420704860445
9.48,26.29485388481134
9.49,26.36559589310592
9.5,26.436433069133344
9.51,26.507365408538824
9.52,26.578392906967515
9.53,26.649515560064604
9.54,26.720733363475265
9.55,26.7920463128447
9.56,26.863454403818047
9.57,26.934957632040508
9.58,27.006555993157264
9.59,27.078249482813487
9.6,27.150038096654352
9.61,27.22192183032505
9.62,27.293900679470752
9.63,27.36597463973665
9.64,27.43814370676789
9.65,27.51040787620968
9.66,27.582767143707187
9.67,27.65522150490559
9.68,27.72777095545007
9.69,27.800415490985795
9.7,27.873155107157974
9.71,27.94598979961177
9.72,28.018919563992338
9.73,28.09194439594489
9.74,28.16506429111457
9.75,28.2382792451466
9.76,28.31158925368612
9.77,28.38499431237833
9.78,28.45849441686841
9.79,28.53208956280152
9.8,28.60577974582287
9.81,28.679564961577608
9.82,28.753445205710925
9.83,28.82742047386799
9.84,28.901490761694
9.85,28.97565606483412
9.86,29.049916378933528
9.87,29.12427169963741
9.88,29.19872202259096
9.89,29.27326734343933
9.9,29.34790765782769
9.91,29.422642961401245
9.92,29.497473249805168
9.93,29.57239851868463
9.94,29.64741876368481
9.95,29.7225339804509
9.96,29.79774416462808
9.97,29.873049311861493
9.98,29.94844941779636
9.99,30.02394447807783
10.0,30.099534488351097
10.01,30.175219444261334
10.02,30.25099934145373
10.03,30.32687417557345
10.04,30.40284394226568
10.05,30.47890863717561
10.06,30.555068255948395
10.07,30.63132279422922
10.08,30.70767224766327
10.09,30.78411661189572
10.1,30.860655882571752
10.11,30.93729005533654
10.12,31.01401912583527
10.13,31.09084308971312
10.14,31.16776194261527
10.15,31.24477568018688
10.16,31.321884298073147
10.17,31.399087791919246
10.18,31.476386157370342
10.19,31.553779390071647
10.2,31.63126748566831
10.21,31.70885043980553
10.22,31.78652824812846
10.23,31.864300906282296
10.24,31.942168409912213
10.25,32.020130754663384
10.26,32.098187936181006
10.27,32.17633995011023
10.28,32.25458679209627
10.29,32.33292845778426
10.3,32.41136494281944
10.31,32.48989624284693
10.32,32.56852235351193
10.33,32.64724327045962
10.34,32.72605898933518
10.35,32.80496950578379
10.36,32.883974815450614
10.37,32.963074913980854
10.38,33.042269797019685
10.39,33.12155946021227
10.4,33.200943899203786
10.41,33.280423109639415
10.42,33.35999708716435
10.43,33.43966582742376
10.44,33.519429326062834
10.45,33.59928757872673
10.46,33.67924058106066
10.47,33.75928832870976
10.48,33.83943081731923
10.49,33.91966804253425
10.5,34.0
10.51,34.080425008459265
10.52,34.16093467904526
10.53,34.241518945988815
10.54,34.32216774352076
10.55,34.40287100587192
10.56,34.483618667273134
10.57,34.564400661955226
10.58,34.64520692414901
10.59,34.72602738808531
10.6,34.80685198799498
10.61,34.887670658108824
10.62,34.968473332657695
10.63,35.04924994587242
10.64,35.1299904319838
10.65,35.21068472522267
10.66,35.29132275981986
10.67,35.371894470006225
10.68,35.45238979001254
10.69,35.532798654069694
10.7,35.61311099640847
10.71,35.69331675125973
10.72,35.77340585285427
10.73,35.85336823542293
10.74,35.933193833196526
10.75,36.012872580405904
10.76,36.09239441128189
10.77,36.171749260055314
10.78,36.25092706095701
10.79,36.32991774821777
10.8,36.408711256068464
10.81,36.48729751873989
10.82,36.565666470462894
10.83,36.6438080454683
10.84,36.72171217798693
10.85,36.79936880224962
10.86,36.87676785248719
10.87,36.95389926293049
10.88,37.03075296781032
10.89,37.10731890135752
10.9,37.183586997802905
10.91,37.25954719137733
10.92,37.3351894163116
10.93,37.41050360683656
10.94,37.485479697183
10.95,37.56010762158179
10.96,37.634377314263766
10.97,37.70827870945972
10.98,37.78180174140049
10.99,37.8549363443169
11.0,37.9276724524398
11.01,38.0
11.02,38.07191188708191
11.03,38.14341287718426
11.04,38.21451069965937
11.05,38.28521308385956
11.06,38.355527759137104
11.07,38.42546245484433
11.08,38.49502490033357
11.09,38.56422282495709
11.1,38.63306395806724
11.11,38.70155602901631
11.12,38.76970676715663
11.13,38.837523901840505
11.14,38.905015162420206
11.15,38.972188278248105
11.16,39.03905097867647
11.17,39.10561099305762
11.18,39.17187605074389
11.19,39.23785388108756
11.2,39.30355221344094
11.21,39.36897877715637
11.22,39.43414130158614
11.23,39.49904751608256
11.24,39.56370514999794
11.25,39.62812193268461
11.26,39.69230559349485
11.27,39.75626386178098
11.28,39.82000446689531
11.29,39.88353513819019
11.3,39.94686360501788
11.31,40.00999759673071
11.32,40.07294484268098
11.33,40.13571307222101
11.34,40.198310014703104
11.35,40.26074339947958
11.36,40.32302095590276
11.37,40.38515041332492
11.38,40.44713950109842
11.39,40.50899594857552
11.4,40.57072748510855
11.41,40.63234184004983
11.42,40.69384674275166
11.43,40.75524992256636
11.44,40.81655910884622
11.45,40.87778203094357
11.46,40.938926418210734
11.47,41.0
11.48,41.06100792040655
11.49,41.12194498249706
11.5,41.18280340408111
11.51,41.243575402968254
11.52,41.30425319696805
11.53,41.36482900389006
11.54,41.42529504154381
11.55,41.48564352773892
11.56,41.54586668028489
11.57,41.60595671699129
11.58,41.6659058556677
11.59,41.725706314123656
11.6,41.78535031016873
11.61,41.84483006161248
11.62,41.90413778626445
11.63,41.96326570193422
11.64,42.02220602643133
11.65,42.08095097756535
11.66,42.13949277314582
11.67,42.19782363098232
11.68,42.25593576888439
11.69,42.31382140466161
11.7,42.37147275612352
11.71,42.42888204107968
11.72,42.48604147733965
11.73,42.542943282712976
11.74,42.599579675009245
11.75,42.655942872038
11.76,42.71202509160879
11.77,42.76781855153118
11.78,42.823315469614734
11.79,42.878508063669
11.8,42.93338855150356
11.81,42.98794915092793
11.82,43.0421820797517
11.83,43.09607955578442
11.84,43.14963379683565
11.85,43.20283702071495
11.86,43.25568144523186
11.87,43.30815928819597
11.88,43.360262767416806
11.89,43.411984100703954
11.9,43.463315505866944
11.91,43.51424920071536
11.92,43.56477740305873
11.93,43.61489233070663
11.94,43.66458620146864
11.95,43.71385123315428
11.96,43.76267964357314
11.97,43.81106365053477
11.98,43.85899547184869
11.99,43.90646732532452
12.0,43.95347142877176
12.01,44.0
12.02,44.04604920662795
12.03,44.09163101551075
12.04,44.13676134331276
12.05,44.181456106698285
12.06,44.22573122233167
12.07,44.26960260687722
12.08,44.313086176999256
12.09,44.35619784936212
12.1,44.39895354063012
12.11,44.44136916746759
12.12,44.483460646538845
12.13,44.52524389450822
12.14,44.56673482804001
12.15,44.607949363798575
12.16,44.64890341844821
12.17,44.68961290865328
12.18,44.73009375107805
12.19,44.77036186238688
12.2,44.810433159244106
12.21,44.85032355831401
12.22,44.890048976260935
12.23,44.92962532974922
12.24,44.96906853544318
12.25,45.00839451000711
12.26,45.04761917010538
12.27,45.08675843240228
12.28,45.12582821356214
12.29,45.164844430249296
12.3,45.20382299912807
12.31,45.242779836862766
12.32,45.281730860117726
12.33,45.32069198555727
12.34,45.35967912984572
12.35,45.39870820964739
12.36,45.43779514162662
12.37,45.47695584244772
12.38,45.51620622877503
12.39,45.55556221727286
12.4,45.595039724605535
12.41,45.634654667437374
12.42,45.67442296243272
12.43,45.71436052625587
12.44,45.75448327557117
12.45,45.79480712704292
12.46,45.83534799733547
12.47,45.87612180311312
12.48,45.91714446104022
12.49,45.95843188778107
12.5,46.0
12.51,46.04185841005832
12.52,46.08399151310526
12.53,46.12637739998708
12.54,46.16899416154995
12.55,46.21181988864015
12.56,46.25483267210387
