wind_speed,Enercon E-33 / 300
2.43,2.068959749063109
2.44,2.122267886444452
2.45,2.17567552688648
2.46,2.22917356818602
2.47,2.2827529081399103
2.48,2.336404444544982
2.49,2.3901190751980703
2.5,2.443887697896007
2.51,2.497701210435627
2.52,2.551550510613766
2.53,2.605426496227252
2.54,2.659320065072926
2.55,2.7132221149476146
2.56,2.7671235436481574
2.57,2.821015248971383
2.58,2.874888128714129
2.59,2.9287330806732266
2.6,2.982541002645512
2.61,3.036302792427814
2.62,3.0900093478169737
2.63,3.143651566609817
2.64,3.197220346603183
2.65,3.2507065855939024
2.66,3.304101181378812
2.67,3.3573950317547405
2.68,3.4105790345185283
2.69,3.463644087467001
2.7,3.5165810883970003
2.71,3.569380935105352
2.72,3.622034525388898
2.73,3.674532757044464
2.74,3.726866527868892
2.75,3.779026735659007
2.76,3.831004278211647
2.77,3.8827900533236472
2.78,3.934374958791838
2.79,3.985749892413057
2.8,4.036905751984133
2.81,4.087833435301905
2.82,4.138523840163199
2.83,4.188967864364858
2.84,4.239156405703709
2.85,4.289080361976589
2.86,4.338730630980329
2.87,4.388098110511765
2.88,4.437173698367729
2.89,4.485948292345056
2.9,4.534412790240578
2.91,4.582558089851133
2.92,4.630375088973548
2.93,4.677854685404663
2.94,4.724987776941306
2.95,4.771765261380314
2.96,4.81817803651852
2.97,4.86421700015276
2.98,4.909873050079862
2.99,4.955137084096666
3.0,5.0
3.01,5.044457797789868
3.02,5.088526886278936
3.03,5.13222877648303
3.04,5.175584979417989
3.05,5.218617006099637
3.06,5.261346367543814
3.07,5.303794574766344
3.08,5.345983138783065
3.09,5.387933570609805
3.1,5.429667381262397
3.11,5.47120608175667
3.12,5.51257118310846
3.13,5.553784196333595
3.14,5.594866632447909
3.15,5.6358400024672335
3.16,5.676725817407401
3.17,5.717545588284238
3.18,5.758320826113583
3.19,5.799073041911262
3.2,5.839823746693112
3.21,5.880594451474961
3.22,5.921406667272642
3.23,5.962281905101984
3.24,6.003241675978824
3.25,6.04430749091899
3.26,6.085500860938312
3.27,6.126843297052628
3.28,6.168356310277762
3.29,6.210061411629553
3.3,6.251980112123825
3.31,6.294133922776417
3.32,6.3365443546031575
3.33,6.379232918619878
3.34,6.422221125842409
3.35,6.465530487286586
3.36,6.509182513968234
3.37,6.553198716903193
3.38,6.597600607107287
3.39,6.6424096955963545
3.4,6.687647493386223
3.41,6.733335511492726
3.42,6.779495260931691
3.43,6.826148252718957
3.44,6.873315997870347
3.45,6.921020007401703
3.46,6.969281792328845
3.47,7.0181228636676165
3.48,7.067564732433838
3.49,7.11762890964335
3.5,7.168336906311979
3.51,7.219710233455558
3.52,7.271770402089922
3.53,7.324538923230898
3.54,7.378037307894321
3.55,7.432287067096018
3.56,7.487309711851826
3.57,7.543126753177574
3.58,7.599759702089094
3.59,7.6572300696022175
3.6,7.715559366732781
3.61,7.774769104496604
3.62,7.834880793909532
3.63,7.8959159459873876
3.64,7.957896071746006
3.65,8.020842682201218
3.66,8.084777288368858
3.67,8.149721401264753
3.68,8.215696531904738
3.69,8.282724191304641
3.7,8.350825890480301
3.71,8.42002314044754
3.72,8.4903374522222
3.73,8.561790336820103
3.74,8.63440330525709
3.75,8.708197868548982
3.76,8.783195537711617
3.77,8.85941782376083
3.78,8.936886237712445
3.79,9.0156222905823
3.8,9.095647493386222
3.81,9.176983357140047
3.82,9.259651392859602
3.83,9.343673111560726
3.84,9.42907002425924
3.85,9.515863641970988
3.86,9.60407547571179
3.87,9.693727036497483
3.88,9.7848398353439
3.89,9.877435383266873
3.9,9.971535191282229
3.91,10.067160770405806
3.92,10.16433363165343
3.93,10.263075286040936
3.94,10.363407244584153
3.95,10.465351018298918
3.96,10.568928118201054
3.97,10.674160055306402
3.98,10.781068340630783
3.99,10.889674485190044
4.0,11.0
4.01,11.11206211892302
4.02,11.225860967207566
4.03,11.34139239294865
4.04,11.458652244241232
4.05,11.577636369180334
4.06,11.69834061586094
4.07,11.820760832378053
4.08,11.944892866826656
4.09,12.070732567301745
4.1,12.198275781898316
4.11,12.327518358711371
4.12,12.458456145835896
4.13,12.591084991366882
4.14,12.72540074339933
4.15,12.861399250028242
4.16,12.999076359348596
4.17,13.138427919455388
4.18,13.279449778443622
4.19,13.422137784408292
4.2,13.56648778544438
4.21,13.712495629646892
4.22,13.860157165110817
4.23,14.00946823993116
4.24,14.160424702202898
4.25,14.31302240002103
4.26,14.467257181480557
4.27,14.623124894676469
4.28,14.780621387703771
4.29,14.939742508657442
4.3,15.100484105632471
4.31,15.262842026723876
4.32,15.426812120026645
4.33,15.592390233635758
4.34,15.759572215646209
4.35,15.928353914153004
4.36,16.098731177251146
4.37,16.27069985303561
4.38,16.44425578960139
4.39,16.61939483504349
4.4,16.796112837456917
4.41,16.97440564493664
4.42,17.154269105577658
4.43,17.335699067474977
4.44,17.518691378723588
4.45,17.703241887418475
4.46,17.88934644165464
4.47,18.07700088952708
4.48,18.2662010791308
4.49,18.45694285856076
4.5,18.64922207591198
4.51,18.84303457927945
4.52,19.038376216758163
4.53,19.235242836443128
4.54,19.43363028642931
4.55,19.633534414811717
4.56,19.834951069685346
4.57,20.037876099145205
4.58,20.24230535128626
4.59,20.448234674203515
4.6,20.65565991599197
4.61,20.86457692474664
4.62,21.07498154856247
4.63,21.286869635534483
4.64,21.50023703375767
4.65,21.71507959132705
4.66,21.93139315633757
4.67,22.149173576884248
4.68,22.36841670106209
4.69,22.58911837696608
4.7,22.811274452691205
4.71,23.034880776332457
4.72,23.259933195984846
4.73,23.48642755974337
4.74,23.714359715703008
4.75,23.943725511958743
4.76,24.174520796605584
4.77,24.406741417738537
4.78,24.6403832234526
4.79,24.875442061842733
4.8,25.111913781003945
4.81,25.34979422903124
4.82,25.589079254019627
4.83,25.82976470406406
4.84,26.07184642725955
4.85,26.315320271701104
4.86,26.560182085483724
4.87,26.80642771670237
4.88,27.05405301345205
4.89,27.30305382382776
4.9,27.553425995924528
4.91,27.80516537783729
4.92,28.05826781766107
4.93,28.31272916349085
4.94,28.56854526342167
4.95,28.825711965548454
4.96,29.084225117966238
4.97,29.34408056877001
4.98,29.605274166054784
4.99,29.86780175791551
5.0,30.131659192447213
5.01,30.396842317744863
5.02,30.66334698190348
5.03,30.93116903301808
5.04,31.200304319183594
5.05,31.470748688495053
5.06,31.742497989047457
5.07,32.0155480689358
5.08,32.28989477625505
5.09,32.565533959100215
5.1,32.8424614655663
5.11,33.12067314374831
5.12,33.400164841741194
5.13,33.680932407639986
5.14,33.96297168953966
5.15,34.24627853553525
5.16,34.53084879372168
5.17,34.816678312193986
5.18,35.103762939047165
5.19,35.39209852237623
5.2,35.68168091027613
5.21,35.97250595084188
5.22,36.26456949216847
5.23,36.55786738235092
5.24,36.85239546948418
5.25,37.14814960166326
5.26,37.44512562698318
5.27,37.7433193935389
5.28,38.04272674942546
5.29,38.343343542737806
5.3,38.64516562157094
5.31,38.948188834019874
5.32,39.25240902817963
5.33,39.55782205214513
5.34,39.8644237540114
5.35,40.17220998187344
5.36,40.48117658382628
5.37,40.791319407964856
5.38,41.10263430238419
5.39,41.41511711517924
5.4,41.72876369444509
5.41,42.04356988827664
5.42,42.35953154476891
5.43,42.67664451201692
5.44,42.99490463811567
5.45,43.3143077711601
5.46,43.634849759245256
5.47,43.9565264504661
5.48,44.27933369291766
5.49,44.603267334694905
5.5,44.92832322389282
5.51,45.2544972086064
5.52,45.58178513693069
5.53,45.91018285696065
5.54,46.23968621679124
5.55,46.57029106451749
5.56,46.9019932482344
5.57,47.23478861603698
5.58,47.56867301602016
5.59,47.90364229627899
5.6,48.239692304908445
5.61,48.57681889000354
5.62,48.915017899659226
5.63,49.25428518197052
5.64,49.594616585032426
5.65,49.93600795693996
5.66,50.27845514578806
5.67,50.62195399967175
5.68,50.966500366686
5.69,51.31209009492587
5.7,51.658719032486296
5.71,52.00638302746226
5.72,52.3550779279488
5.73,52.70479958204093
5.74,53.05554383783356
5.75,53.40730654342174
5.76,53.76008354690045
5.77,54.1138706963647
5.78,54.46866383990951
5.79,54.8244588256298
5.8,55.1812515016206
5.81,55.53903771597691
5.82,55.897813316793766
5.83,56.25757415216607
5.84,56.61831607018887
5.85,56.98003491895717
5.86,57.34272654656596
5.87,57.7063868011102
5.88,58.07101153068491
5.89,58.43659658338508
5.9,58.80313780730575
5.91,59.17063105054183
5.92,59.53907216118834
5.93,59.9084569873403
5.94,60.278781377092734
5.95,60.65004117854056
5.96,61.0222322397788
5.97,61.39535040890247
5.98,61.76939153400658
5.99,62.144351463186055
6.0,62.52022604453593
6.01,62.89701112615121
6.02,63.27470255612687
6.03,63.65329618255795
6.04,64.03278785353936
6.05,64.41317341716616
6.06,64.79444872153331
6.07,65.17660961473587
6.08,65.55965194486873
6.09,65.94357156002695
6.1,66.32836430830551
6.11,66.71402603779944
6.12,67.10055259660368
6.13,67.48793983281324
6.14,67.8761835945231
6.15,68.26527972982832
6.16,68.65522408682384
6.17,69.04601251360462
6.18,69.43764085826572
6.19,69.83010496890215
6.2,70.22340069360882
6.21,70.61752388048076
6.22,71.012470377613
6.23,71.40823603310054
6.24,71.8048166950383
6.25,72.2022082115213
6.26,72.60040643064455
6.27,72.99940720050307
6.28,73.39920636919184
6.29,73.79979978480584
6.3,74.20118329544006
6.31,74.6033527491895
6.32,75.00630399414918
6.33,75.41003287841404
6.34,75.81453525007912
6.35,76.21980695723938
6.36,76.6258438479899
6.37,77.03264177042556
6.38,77.44019657264138
6.39,77.84850410273239
6.4,78.2575602087936
6.41,78.66736073891997
6.42,79.07790154120647
6.43,79.48917846374815
6.44,79.90118735463997
6.45,80.31392406197696
6.46,80.72738443385406
6.47,81.14156431836626
6.48,81.55645956360866
6.49,81.97206601767613
6.5,82.3883795286637
6.51,82.8053959446664
6.52,83.2231111137792
6.53,83.64152088409713
6.54,84.0606211037151
6.55,84.48040762072819
6.56,84.90087628323134
6.57,85.3220229393196
6.58,85.74384343708789
6.59,86.16633362463125
6.6,86.58948935004467
6.61,87.01330646142317
6.62,87.4377808068617
6.63,87.86290823445523
6.64,88.28868459229884
6.65,88.71510572848749
6.66,89.14216749111611
6.67,89.56986572827978
6.68,89.99819628807346
6.69,90.42715501859216
6.7,90.85673776793084
6.71,91.2869403841845
6.72,91.71775871544816
6.73,92.14918860981685
6.74,92.5812259153855
6.75,93.01386648024906
6.76,93.44710615250264
6.77,93.88094078024116
6.78,94.31536621155966
6.79,94.75037829455307
6.8,95.18597287731644
6.81,95.62214580794476
6.82,96.05889293453302
6.83,96.49621010517616
6.84,96.93409316796928
6.85,97.37253797100728
6.86,97.8115403623852
6.87,98.251096190198
6.88,98.6912013025407
6.89,99.13185154750832
6.9,99.57304277319584
6.91,100.0147708276982
6.92,100.45703155911046
6.93,100.89982081552756
6.94,101.34313444504458
6.95,101.7869682957564
6.96,102.2313182157581
6.97,102.67618005314462
6.98,103.12154965601104
6.99,103.56742287245224
7.0,104.01379555056327
7.01,104.46066353843914
7.02,104.90802268417478
7.03,105.35586883586532
7.04,105.8041978416056
7.05,106.25300554949072
7.06,106.7022878076156
7.07,107.15204046407534
7.08,107.6022593669648
7.09,108.052940364379
7.1,108.50407930441304
7.11,108.95567203516184
7.12,109.4077144047204
7.13,109.86020226118372
7.14,110.31313145264672
7.15,110.76649782720456
7.16,111.22029723295208
7.17,111.67452551798436
7.18,112.12917853039636
7.19,112.58425211828308
7.2,113.03974212973952
7.21,113.49564441286064
7.22,113.95195481574147
7.23,114.40866918647706
7.24,114.86578337316227
7.25,115.3232932238922
7.26,115.7811945867618
7.27,116.23948330986605
7.28,116.6981552413
7.29,117.15720622915865
7.3,117.61663212153688
7.31,118.0764287665298
7.32,118.5365920122324
7.33,118.9971177067396
7.34,119.45800169814645
7.35,119.9192398345479
7.36,120.38082796403904
7.37,120.84276193471472
7.38,121.30503759467004
7.39,121.76765079199998
7.4,122.23059737479956
7.41,122.6938731911637
7.42,123.1574740891874
7.43,123.6213959169657
7.44,124.0856345225936
7.45,124.55018575416604
7.46,125.01504545977808
7.47,125.48020948752468
7.48,125.94567368550082
7.49,126.4114339018015
7.5,126.87748598452174
7.51,127.34382578175646
7.52,127.81044914160078
7.53,128.27735191214967
7.54,128.744529941498
7.55,129.21197907774086
7.56,129.67969516897324
7.57,130.14767406329017
7.58,130.61591160878652
7.59,131.0844036535574
7.6,131.55314604569776
7.61,132.0221346333026
7.62,132.49136526446694
7.63,132.96083378728574
7.64,133.43053604985397
7.65,133.9004679002667
7.66,134.37062518661887
7.67,134.84100375700547
7.68,135.31159945952152
7.69,135.78240814226206
7.7,136.25342565332193
7.71,136.72464784079625
7.72,137.19607055278004
7.73,137.66768963736826
7.74,138.1395009426558
7.75,138.61150031673782
7.76,139.0836836077092
7.77,139.55604666366492
7.78,140.02858533270012
7.79,140.50129546290964
7.8,140.97417290238857
7.81,141.4472134992318
7.82,141.92041310153445
7.83,142.39376755739147
7.84,142.8672727148978
7.85,143.34092442214848
7.86,143.8147185272385
7.87,144.28865087826284
7.88,144.76271732331656
7.89,145.23691371049455
7.9,145.71123588789192
7.91,146.1856797036035
7.92,146.66024100572446
7.93,147.13491564234968
7.94,147.60969946157425
7.95,148.08458831149306
7.96,148.55957804020116
7.97,149.0346644957935
7.98,149.50984352636522
7.99,149.9851109800111
8.0,150.46046270482626
8.01,150.9358945489057
8.02,151.41140236034434
8.03,151.88698198723725
8.04,152.36262927767936
8.05,152.83834007976583
8.06,153.31411024159144
8.07,153.78993561125125
8.08,154.2658120368403
8.09,154.7417353664535
8.1,155.21770144818592
8.11,155.69370613013257
8.12,156.16974526038837
8.13,156.6458146870485
8.14,157.1219102582077
8.15,157.59802782196107
8.16,158.07416322640358
8.17,158.55031231963025
8.18,159.0264709497361
8.19,159.5026349648161
8.2,159.97880021296524
8.21,160.4549625422786
8.22,160.93111780085104
8.23,161.40726183677756
8.24,161.88339049815326
8.25,162.359499633073
8.26,162.83558508963193
8.27,163.3116427159249
8.28,163.787668360047
8.29,164.26365787009317
8.3,164.73960709415854
8.31,165.2155118803379
8.32,165.69136807672635
8.33,166.16717153141886
8.34,166.64291809251046
8.35,167.11860360809607
8.36,167.59422392627076
8.37,168.06977489512948
8.38,168.54525236276734
8.39,169.02065217727915
8.4,169.49597018676002
8.41,169.97120223930486
8.42,170.44634418300876
8.43,170.92139186596663
8.44,171.39634113627358
8.45,171.87118784202448
8.46,172.34592783131447
8.47,172.8205569522384
8.48,173.29507105289127
8.49,173.7694659813681
8.5,174.2437375857639
8.51,174.7178817141738
8.52,175.19189421469252
8.53,175.6657709354153
8.54,176.13950772443695
8.55,176.61310042985264
8.56,177.0865448997572
8.57,177.5598369822457
8.58,178.03297252541313
8.59,178.5059473773545
8.6,178.97875738616472
8.61,179.4513983999389
8.62,179.92386626677197
8.63,180.39615683475904
8.64,180.8682659519949
8.65,181.34018946657469
8.66,181.8119232265933
8.67,182.28346308014585
8.68,182.75480487532724
8.69,183.2259444602325
8.7,183.6968776829566
8.71,184.16760039159468
8.72,184.6381084342415
8.73,185.10839765899215
8.74,185.57846391394168
8.75,186.048303047185
8.76,186.5179109068172
8.77,186.98728334093315
8.78,187.4564161976279
8.79,187.92530532499651
8.8,188.393946571134
8.81,188.8623357841352
8.82,189.3304688120952
8.83,189.798341503109
8.84,190.2659497052715
8.85,190.73328926667784
8.86,191.2003560354229
8.87,191.66714585960185
8.88,192.13365458730948
8.89,192.59987806664088
8.9,193.06581214569096
8.91,193.53145267255485
8.92,193.99679549532743
8.93,194.46183646210372
8.94,194.9265714209788
8.95,195.3909962200476
8.96,195.85510670740516
8.97,196.31889873114628
8.98,196.78236813936616
8.99,197.24551078015972
9.0,197.708322501622
9.01,198.17079915184792
9.02,198.63293657893257
9.03,199.09473063097084
9.04,199.5561771560578
9.05,200.0172720022885
9.06,200.47801101775775
9.07,200.9383900505607
9.08,201.39840494879223
9.09,201.85805156054747
9.1,202.31732573392128
9.11,202.7762233170088
9.12,203.2347401579048
9.13,203.69287210470455
9.14,204.1506150055029
9.15,204.60796470839483
9.16,205.06491706147528
9.17,205.5214679128394
9.18,205.97761311058207
9.19,206.4333485027984
9.2,206.8886699375832
9.21,207.3435732630317
9.22,207.79805432723865
9.23,208.25210897829916
9.24,208.70573306430825
9.25,209.15892243336089
9.26,209.61167293355203
9.27,210.06398041297672
9.28,210.5158407197299
9.29,210.9672497019067
9.3,211.4182032076021
9.31,211.8686970849108
9.32,212.31872718192807
9.33,212.7682893467489
9.34,213.21737942746813
9.35,213.66599327218097
9.36,214.11412672898223
9.37,214.56177564596692
9.38,215.00893587123025
9.39,215.4556032528669
9.4,215.90177363897203
9.41,216.3474428776406
9.42,216.79260681696763
9.43,217.2372613050481
9.44,217.68140218997704
9.45,218.12502531984936
9.46,218.56812654276015
9.47,219.0107017068044
9.48,219.45274666007708
9.49,219.89425725067304
9.5,220.33522932668745
9.51,220.7756587362153
9.52,221.2155413273515
9.53,221.6548729481911
9.54,222.0936494468291
9.55,222.5318666713605
9.56,222.96952046988025
9.57,223.40660669048333
9.58,223.8431211812648
9.59,224.2790597903196
9.6,224.71441836574277
9.61,225.1491927556292
9.62,225.58337880807403
9.63,226.01697237117224
9.64,226.4499692930187
9.65,226.88236542170853
9.66,227.3141566053366
9.67,227.74533869199803
9.68,228.1759075297877
9.69,228.60585896680072
9.7,229.03518885113203
9.71,229.46389303087676
9.72,229.89196735412952
9.73,230.3194076689857
9.74,230.74620982354008
9.75,231.17236966588771
9.76,231.59788304412365
9.77,232.0227458063428
9.78,232.44695380064024
9.79,232.87050287511084
9.8,233.29338887784985
9.81,233.71560765695196
9.82,234.1371550605122
9.83,234.55802693662585
9.84,234.97821913338757
9.85,235.3977274988925
9.86,235.8165478812356
9.87,236.234676128512
9.88,236.65210808881665
9.89,237.06883961024425
9.9,237.4848665408902
9.91,237.90018472884924
9.92,238.3147900222165
9.93,238.72867826908688
9.94,239.14184531755532
9.95,239.55428701571705
9.96,239.9659992116669
9.97,240.37697775349997
9.98,240.78721848931104
9.99,241.1967172671952
10.0,241.6054699352476
10.01,242.013472341563
10.02,242.4207203342365
10.03,242.8272097613632
10.04,243.23293647103796
10.05,243.63789631135583
10.06,244.04208513041172
10.07,244.44549877630075
10.08,244.84813309711785
10.09,245.24998394095795
10.1,245.65104715591613
10.11,246.05131859008745
10.12,246.4507940915667
10.13,246.84946950844915
10.14,247.2473406888296
10.15,247.64440348080296
10.16,248.0406537324644
10.17,248.43608729190888
10.18,248.8307000072313
10.19,249.22448772652683
10.2,249.61744629789035
10.21,250.00957156941692
10.22,250.4008593892014
10.23,250.7913056053389
10.24,251.1809060659244
10.25,251.5696566190528
10.26,251.95755311281923
10.27,252.3445913953185
10.28,252.73076731464585
10.29,253.11607671889607
10.3,253.5005154561645
10.31,253.88407937454565
10.32,254.2667643221347
10.33,254.6485661470268
10.34,255.02948069731676
10.35,255.40950382109963
10.36,255.78863136647044
10.37,256.16685918152405
10.38,256.54418311435575
10.39,256.92059901306027
10.4,257.2961027257326
10.41,257.67069010046794
10.42,258.0443569853611
10.43,258.4170992285071
10.44,258.788912678001
10.45,259.15979318193774
10.46,259.5297365884125
10.47,259.8987387455199
10.48,260.2667955013552
10.49,260.63390270401334
10.5,261.00005620158936
10.51,261.36525184217817
10.52,261.7294854738748
10.53,262.0927529447742
10.54,262.4550501029714
10.55,262.81637279656155
10.56,263.1767168736394
10.57,263.5360781823001
10.58,263.8944525706386
10.59,264.25183588674975
10.6,264.60822397872874
10.61,264.96361269467053
10.62,265.31799788267006
10.63,265.6713753908224
10.64,266.0237410672225
10.65,266.37509075996525
10.66,266.7254203171458
10.67,267.0747255868591
10.68,267.4230024172001
10.69,267.7702466562638
10.7,268.11645415214525
10.71,268.46162075293944
10.72,268.8057423067413
10.73,269.1488146616459
10.74,269.49083366574814
10.75,269.8317951671431
10.76,270.1716950139257
10.77,270.51052905419107
10.78,270.84829313603404
10.79,271.18498310754967
10.8,271.52059481683307
10.81,271.8551241119791
10.82,272.1885668410828
10.83,272.520918852239
10.84,272.8521759935429
10.85,273.1823341130895
10.86,273.51138905897363
10.87,273.83933667929045
10.88,274.1661728221349
10.89,274.491893335602
10.9,274.8164940677866
10.91,275.13997086678376
10.92,275.46231958068864
10.93,275.783536057596
10.94,276.1036161456011
10.95,276.4225556927986
10.96,276.7403505472838
10.97,277.05699655715154
10.98,277.3724895704968
10.99,277.6868254354146
11.0,278.0
11.01,278.3120063723402
11.02,278.6228267004918
11.03,278.93244039250374
11.04,279.2408268564247
11.05,279.54796550030363
11.06,279.85383573218934
11.07,280.1584169601308
11.08,280.4616885921768
11.09,280.763630036376
11.1,281.06422070077747
11.11,281.36343999343006
11.12,281.66126732238257
11.13,281.9576820956839
11.14,282.2526637213828
11.15,282.5461916075282
11.16,282.8382451621689
11.17,283.1288037933538
11.18,283.41784690913187
11.19,283.7053539175517
11.2,283.99130422666235
11.21,284.27567724451274
11.22,284.55845237915145
11.23,284.8396090386275
11.24,285.1191266309897
11.25,285.3969845642869
11.26,285.6731622465679
11.27,285.9476390858818
11.28,286.2203944902772
11.29,286.491407867803
11.3,286.76065862650813
11.31,287.0281261744413
11.32,287.29378991965166
11.33,287.55762927018776
11.34,287.8196236340985
11.35,288.07975241943285
11.36,288.3379950342396
11.37,288.59433088656755
11.38,288.8487393844658
11.39,289.10119993598283
11.4,289.3516919491678
11.41,289.6001948320693
11.42,289.8466879927364
11.43,290.091150839218
11.44,290.3335627795626
11.45,290.57390322181936
11.46,290.8121515740373
11.47,291.04828724426466
11.48,291.2822896405509
11.49,291.5141381709446
11.5,291.7438122434946
11.51,291.9712912662498
11.52,292.1965546472591
11.53,292.4195817945713
11.54,292.64035211623525
11.55,292.8588450202999
11.56,293.07503991481394
11.57,293.2889162078263
11.58,293.5004533073858
11.59,293.7096306215413
11.6,293.91642755834187
11.61,294.12082352583604
11.62,294.32279793207283
11.63,294.5223301851011
11.64,294.71939969296966
11.65,294.9139858637273
11.66,295.10606810542305
11.67,295.29562582610555
11.68,295.4826384338237
11.69,295.6670853366266
11.7,295.8489459425628
11.71,296.02819965968126
11.72,296.2048258960309
11.73,296.3788040596605
11.74,296.55011355861893
11.75,296.718733800955
11.76,296.88464419471774
11.77,297.0478241479556
11.78,297.208253068718
11.79,297.3659103650533
11.8,297.5207754450107
11.81,297.6728277166388
11.82,297.82204658798656
11.83,297.9684114671028
11.84,298.1119017620364
11.85,298.2524968808363
11.86,298.3901762315512
11.87,298.5249192222301
11.88,298.65670526092174
11.89,298.7855137556749
11.9,298.9113241145386
11.91,299.03411574556173
11.92,299.15386805679293
11.93,299.27056045628126
11.94,299.3841723520754
11.95,299.49468315222435
11.96,299.6020722647769
11.97,299.70631909778183
11.98,299.80740305928816
11.99,299.9053035573446
12.0,300.0
12.01,300.0914820417769
12.02,300.1797803230916
12.03,300.2649357308341
12.04,300.3469891518945
12.05,300.4259814731625
12.06,300.5019535815285
12.07,300.57494636388213
12.08,300.6450007071135
12.09,300.7121574981126
12.1,300.7764576237694
12.11,300.8379419709738
12.12,300.896651426616
12.13,300.9526268775858
12.14,301.0059092107732
12.15,301.0565393130682
12.16,301.1045580713608
12.17,301.150006372541
12.18,301.19292510349874
12.19,301.233355151124
12.2,301.27133740230664
12.21,301.30691274393695
12.22,301.3401220629046
12.23,301.3710062460998
12.24,301.3996061804124
12.25,301.42596275273235
12.26,301.45011684994984
12.27,301.47210935895464
12.28,301.4919811666367
12.29,301.5097731598862
12.3,301.5255262255931
12.31,301.5392812506472
12.32,301.5510791219386
12.33,301.5609607263573
12.34,301.56896695079325
12.35,301.5751386821363
12.36,301.5795168072767
12.37,301.58214221310425
12.38,301.583055786509
12.39,301.58229841438083
12.4,301.5799109836099
12.41,301.575934381086
12.42,301.5704094936993
12.43,301.5633772083396
12.44,301.55487841189694
12.45,301.5449539912613
12.46,301.5336448333228
12.47,301.5209918249712
12.48,301.5070358530967
12.49,301.49181780458906
12.5,301.47537856633835
12.51,301.4577590252346
12.52,301.43900006816784
12.53,301.41914258202786
12.54,301.3982274537048
12.55,301.37629557008864
12.56,301.3533878180693
12.57,301.32954508453673
12.58,301.30480825638097
12.59,301.27921822049194
12.6,301.2528158637598
12.61,301.2256420730743
12.62,301.1977377353256
12.63,301.1691437374035
12.64,301.1399009661982
12.65,301.1100503085995
12.66,301.0796326514975
12.67,301.04868888178214
12.68,301.01725988634325
12.69,300.985386552071
12.7,300.95310976585546
12.71,300.9204704145863
12.72,300.8875093851538
12.73,300.8542675644477
12.74,300.8207858393582
12.75,300.7871050967751
12.76,300.7532662235886
12.77,300.7193101066885
12.78,300.6852776329648
12.79,300.6512096893074
12.8,300.6171471626065
12.81,300.5831309397519
12.82,300.5492019076337
12.83,300.51540095314186
12.84,300.48176896316625
12.85,300.44834682459697
12.86,300.41517542432393
12.87,300.3822956492372
12.88,300.3497483862267
12.89,300.3175745221823
12.9,300.28581494399424
12.91,300.2545105385523
12.92,300.2237021927466
12.93,300.19343079346703
12.94,300.1637372276035
12.95,300.13466238204614
12.96,300.1062471436848
