wind_speed,Braun Windturbinen ANTARIS 5.5kW
2.34,0.0336437535489125
2.35,0.0344629366825955
2.36,0.0352887092612819
2.37,0.0361210309834004
2.38,0.0369598615473795
2.39,0.0378051606516479
2.4,0.0386568879946344
2.41,0.0395150032747676
2.42,0.0403794661904761
2.43,0.0412502364401887
2.44,0.0421272737223339
2.45,0.0430105377353406
2.46,0.0438999881776372
2.47,0.0447955847476525
2.48,0.0456972871438152
2.49,0.046605055064554
2.5,0.0475188482082973
2.51,0.0484386262734741
2.52,0.0493643489585129
2.53,0.0502959759618424
2.54,0.0512334669818913
2.55,0.0521767817170882
2.56,0.0531258798658618
2.57,0.0540807211266407
2.58,0.0550412651978537
2.59,0.0560074717779294
2.6,0.0569793005652965
2.61,0.0579567112583836
2.62,0.0589396635556194
2.63,0.0599281171554325
2.64,0.0609220317562518
2.65,0.0619213670565056
2.66,0.0629260827546229
2.67,0.0639361385490322
2.68,0.0649514941381623
2.69,0.0659721092204417
2.7,0.0669979434942991
2.71,0.0680289566581632
2.72,0.0690651084104627
2.73,0.0701063584496263
2.74,0.0711526664740826
2.75,0.0722039921822602
2.76,0.0732602952725878
2.77,0.0743215354434942
2.78,0.075387672393408
2.79,0.0764586658207578
2.8,0.0775344754239723
2.81,0.0786150609014803
2.82,0.0797003819517102
2.83,0.0807903982730909
2.84,0.0818850695640509
2.85,0.082984355523019
2.86,0.0840882158484238
2.87,0.085196610238694
2.88,0.0863094983922583
2.89,0.0874268400075452
2.9,0.0885485947829836
2.91,0.089674722417002
2.92,0.0908051826080291
2.93,0.0919399350544936
2.94,0.0930789394548241
2.95,0.0942221555074494
2.96,0.0953695429107981
2.97,0.0965210613632988
2.98,0.0976766705633802
2.99,0.0988363302094711
3.0,0.1
3.01,0.1011676599349669
3.02,0.1023393712206572
3.03,0.1035152153649276
3.04,0.1046952738756347
3.05,0.1058796282606352
3.06,0.1070683600277857
3.07,0.1082615506849429
3.08,0.1094592817399636
3.09,0.1106616347007042
3.1,0.1118686910750215
3.11,0.1130805323707722
3.12,0.1142972400958129
3.13,0.1155188957580003
3.14,0.1167455808651911
3.15,0.1179773769252419
3.16,0.1192143654460094
3.17,0.1204566279353501
3.18,0.121704245901121
3.19,0.1229573008511785
3.2,0.1242158742933793
3.21,0.1254800477355801
3.22,0.1267499026856376
3.23,0.1280255206514084
3.24,0.1293069831407493
3.25,0.1305943716615167
3.26,0.1318877677215675
3.27,0.1331872528287583
3.28,0.1344929084909456
3.29,0.1358048162159864
3.3,0.137123057511737
3.31,0.1384477138860544
3.32,0.139778866846795
3.33,0.1411165979018157
3.34,0.1424609885589728
3.35,0.1438121203261234
3.36,0.1451700747111239
3.37,0.146534933221831
3.38,0.1479067773661013
3.39,0.1492856886517917
3.4,0.1506717485867586
3.41,0.1520650386788589
3.42,0.153465640435949
3.43,0.1548736353658858
3.44,0.1562891049765258
3.45,0.1577121307757258
3.46,0.1591427942713423
3.47,0.1605811769712322
3.48,0.1620273603832519
3.49,0.1634814260152582
3.5,0.1649434553751078
3.51,0.1664135299706572
3.52,0.1678917313097634
3.53,0.1693781409002826
3.54,0.1708728402500719
3.55,0.1723759108669876
3.56,0.1738874342588866
3.57,0.1754074919336255
3.58,0.1769361653990611
3.59,0.1784735361630497
3.6,0.1800196857334484
3.61,0.1815746956181134
3.62,0.1831386473249018
3.63,0.18471162236167
3.64,0.1862937022362748
3.65,0.1878849684565728
3.66,0.1894855025304206
3.67,0.191095385965675
3.68,0.1927147002701926
3.69,0.19434352695183
3.7,0.195981947518444
3.71,0.1976300434778911
3.72,0.1992878963380282
3.73,0.2009555876067117
3.74,0.2026331987917985
3.75,0.204320811401145
3.76,0.206018506942608
3.77,0.2077263669240443
3.78,0.2094444728533103
3.79,0.2111729062382629
3.8,0.2129117485867586
3.81,0.2146610814066542
3.82,0.2164209862058062
3.83,0.2181915444920715
3.84,0.2199728377733065
3.85,0.2217649475573681
3.86,0.2235679553521127
3.87,0.2253819426653972
3.88,0.2272069910050781
3.89,0.2290431818790122
3.9,0.230890596795056
3.91,0.2327493172610664
3.92,0.2346194247848999
3.93,0.2365010008744132
3.94,0.2383941270374629
3.95,0.2402988847819058
3.96,0.2422153556155983
3.97,0.2441436210463975
3.98,0.2460837625821596
3.99,0.2480358617307416
4.0,0.25
4.01,0.2519762464831677
4.02,0.2539646206149824
4.03,0.2559651294155581
4.04,0.2579777799050082
4.05,0.2600025791034472
4.06,0.2620395340309886
4.07,0.2640886517077465
4.08,0.2661499391538346
4.09,0.2682234033893668
4.1,0.270309051434457
4.11,0.2724068903092194
4.12,0.2745169270337673
4.13,0.2766391686282149
4.14,0.2787736221126761
4.15,0.2809202945072647
4.16,0.2830791928320947
4.17,0.2852503241072797
4.18,0.287433695352934
4.19,0.2896293135891712
4.2,0.2918371858361052
4.21,0.2940573191138498
4.22,0.296289720442519
4.23,0.298534396842227
4.24,0.3007913553330871
4.25,0.3030606029352134
4.26,0.3053421466687198
4.27,0.3076359935537202
4.28,0.3099421506103287
4.29,0.3122606248586588
4.3,0.3145914233188245
4.31,0.3169345530109398
4.32,0.3192900209551186
4.33,0.3216578341714745
4.34,0.3240379996801216
4.35,0.3264305245011736
4.36,0.3288354156547449
4.37,0.3312526801609488
4.38,0.3336823250398992
4.39,0.3361243573117103
4.4,0.3385787839964961
4.41,0.34104561211437
4.42,0.3435248486854461
4.43,0.3460165007298383
4.44,0.3485205752676606
4.45,0.3510370793190265
4.46,0.3535660199040502
4.47,0.3561074040428455
4.48,0.3586612387555265
4.49,0.3612275310622067
4.5,0.3638062879830001
4.51,0.3663975165380207
4.52,0.3690012237473822
4.53,0.3716174166311989
4.54,0.3742461022095841
4.55,0.3768872875026519
4.56,0.3795409795305164
4.57,0.3822071853132914
4.58,0.3848859118710905
4.59,0.3875771662240279
4.6,0.3902809553922172
4.61,0.3929972863957728
4.62,0.3957261662548079
4.63,0.3984676019894366
4.64,0.4012216006197731
4.65,0.4039881691659311
4.66,0.4067673146480243
4.67,0.4095590440861666
4.68,0.4123633645004723
4.69,0.4151802829110549
4.7,0.4180098063380283
4.71,0.4208519418015064
4.72,0.4237066963216032
4.73,0.4265740769184325
4.74,0.4294540906121082
4.75,0.4323467444227441
4.76,0.4352520453704541
4.77,0.4381700004753521
4.78,0.4411006167575523
4.79,0.4440439012371679
4.8,0.4469998609343134
4.81,0.4499685028691023
4.82,0.4529498340616489
4.83,0.4559438615320667
4.84,0.4589505923004695
4.85,0.4619700333869715
4.86,0.4650021918116866
4.87,0.4680470745947284
4.88,0.4711046887562108
4.89,0.4741750413162477
4.9,0.4772581392949536
4.91,0.4803539897124414
4.92,0.4834625995888255
4.93,0.4865839759442197
4.94,0.4897181257987382
4.95,0.4928650561724943
4.96,0.4960247740856021
4.97,0.4991972865581757
4.98,0.5023826006103289
4.99,0.5055807232621753
5.0,0.508791661533829
5.01,0.5120154224454038
5.02,0.5152520130170136
5.03,0.5185014402687728
5.04,0.5217637112207943
5.05,0.5250388328931925
5.06,0.5283268123060815
5.07,0.531627656479575
5.08,0.5349413724337866
5.09,0.5382679671888304
5.1,0.5416074477648202
5.11,0.5449598211818705
5.12,0.548325094460094
5.13,0.5517032746196056
5.14,0.5550943686805185
5.15,0.5584983836629474
5.16,0.5619153265870053
5.17,0.5653452044728062
5.18,0.5687880243404646
5.19,0.5722437932100942
5.2,0.5757125181018083
5.21,0.5791942060357214
5.22,0.5826888640319469
5.23,0.5861964991105992
5.24,0.5897171182917917
5.25,0.5932507285956385
5.26,0.5967973370422536
5.27,0.6003569506517507
5.28,0.6039295764442438
5.29,0.6075152214398466
5.3,0.6111138926586732
5.31,0.6147255971208373
5.32,0.6183503418464532
5.33,0.621988133855634
5.34,0.6256389801684941
5.35,0.6293028878051472
5.36,0.6329798637857077
5.37,0.6366699151302887
5.38,0.6403730488590046
5.39,0.6440892719919689
5.4,0.6478185915492961
5.41,0.6515610145510994
5.42,0.655316548017493
5.43,0.6590851989685904
5.44,0.6628669744245065
5.45,0.6666618814053541
5.46,0.6704699269312475
5.47,0.6742911180223006
5.48,0.6781254616986275
5.49,0.6819729649803414
5.5,0.6858336348875568
5.51,0.6897074784403873
5.52,0.693594502658947
5.53,0.6974947145633499
5.54,0.7014081211737091
5.55,0.7053347295101391
5.56,0.7092745465927538
5.57,0.7132275794416673
5.58,0.7171938350769927
5.59,0.7211733205188443
5.6,0.7251660427873363
5.61,0.7291720089025825
5.62,0.7331912258846962
5.63,0.7372237007537915
5.64,0.7412694405299827
5.65,0.7453284522333837
5.66,0.7494007428841076
5.67,0.753486319502269
5.68,0.7575851891079812
5.69,0.7616973587213591
5.7,0.7658228353625155
5.71,0.7699616260515647
5.72,0.7741137378086206
5.73,0.7782791776537974
5.74,0.7824579526072082
5.75,0.7866500696889674
5.76,0.7908555359191887
5.77,0.7950743583179861
5.78,0.7993065439054741
5.79,0.8035520997017652
5.8,0.8078110327269742
5.81,0.8120833500012149
5.82,0.8163690585446013
5.83,0.8206681653772466
5.84,0.8249806775192654
5.85,0.8293066019907713
5.86,0.8336459458118786
5.87,0.8379987160027
5.88,0.8423649195833506
5.89,0.8467445635739437
5.9,0.8511376549945938
5.91,0.8555442008654139
5.92,0.8599642082065182
5.93,0.8643976840380206
5.94,0.8688446353800356
5.95,0.8733050692526761
5.96,0.8777789926760564
5.97,0.8822664126702906
5.98,0.8867673362554928
5.99,0.8912817704517756
6.0,0.895809722279254
6.01,0.9003511987580415
6.02,0.9049062069082522
6.03,0.9094747537500004
6.04,0.914056846303399
6.05,0.9186524915885622
6.06,0.923261696625604
6.07,0.9278844684346388
6.08,0.9325208140357796
6.09,0.9371707404491406
6.1,0.9418342546948356
6.11,0.9465113637929794
6.12,0.9512020747636843
6.13,0.9559063946270654
6.14,0.9606243304032358
6.15,0.9653558891123104
6.16,0.970101077774402
6.17,0.9748599034096248
6.18,0.9796323730380928
6.19,0.98441849367992
6.2,0.98921827235522
6.21,0.9940317160841068
6.22,0.9988588318866944
6.23,1.003699626783097
6.24,1.0085541077934277
6.25,1.0134222819378005
6.26,1.0183041562363295
6.27,1.0231997377091289
6.28,1.0281090333763128
6.29,1.0330320502579935
6.3,1.0379687953742869
6.31,1.0429192757453054
6.32,1.0478834983911636
6.33,1.0528614703319752
6.34,1.057853198587854
6.35,1.0628586901789137
6.36,1.067877952125269
6.37,1.072910991447033
6.38,1.0779578151643194
6.39,1.0830184302972428
6.4,1.088092843865917
6.41,1.0931810628904552
6.42,1.0982830943909718
6.43,1.1033989453875803
6.44,1.108528622900396
6.45,1.1136721339495308
6.46,1.1188294855550995
6.47,1.124000684737216
6.48,1.1291857385159945
6.49,1.134384653911548
6.5,1.1395974379439906
6.51,1.1448240976334367
6.52,1.15006464
6.53,1.1553190720637947
6.54,1.1605874008449335
6.55,1.1658696333635317
6.56,1.1711657766397023
6.57,1.1764758376935596
6.58,1.181799823545217
6.59,1.1871377412147888
6.6,1.1924895977223886
6.61,1.1978554000881312
6.62,1.2032351553321292
6.63,1.2086288704744967
6.64,1.2140365525353485
6.65,1.2194582085347978
6.66,1.224893845492958
6.67,1.230343470429944
6.68,1.2358070903658689
6.69,1.2412847123208477
6.7,1.2467763433149923
6.71,1.252281990368418
6.72,1.2578016605012388
6.73,1.2633353607335684
6.74,1.2688830980855204
6.75,1.2744448795772083
6.76,1.280020712228747
6.77,1.2856106030602494
6.78,1.2912145590918305
6.79,1.2968325873436028
6.8,1.3024646948356808
6.81,1.3081108885881787
6.82,1.3137711756212107
6.83,1.3194455629548894
6.84,1.3251340576093298
6.85,1.3308366666046452
6.86,1.3365533969609498
6.87,1.3422842556983572
6.88,1.3480292498369812
6.89,1.3537883863969362
6.9,1.359561672398336
6.91,1.365349114861294
6.92,1.3711507208059244
6.93,1.3769664972523408
6.94,1.382796451220658
6.95,1.388640589730988
6.96,1.394498919803447
6.97,1.400371448458147
6.98,1.4062581827152034
6.99,1.412159129594729
7.0,1.418074296116837
7.01,1.4240036893016434
7.02,1.4299473161692604
7.03,1.4359051837398031
7.04,1.4418772990333844
7.05,1.4478636690701183
7.06,1.4538643008701189
7.07,1.4598792014535005
7.08,1.465908377840376
7.09,1.47195183705086
7.1,1.478009586105066
7.11,1.4840816320231085
7.12,1.490167981825101
7.13,1.4962686425311569
7.14,1.5023836211613903
7.15,1.508512924735916
7.16,1.5146565602748463
7.17,1.520814534798297
7.18,1.5269868553263803
7.19,1.5331735288792112
7.2,1.5393745624769024
7.21,1.545589963139569
7.22,1.5518197378873242
7.23,1.5580638937402824
7.24,1.564322437718557
7.25,1.5705953768422616
7.26,1.5768827181315102
7.27,1.5831844686064174
7.28,1.589500635287097
7.29,1.5958312251936624
7.3,1.602176245346227
7.31,1.6085357027649057
7.32,1.6149096044698126
7.33,1.6212979574810602
7.34,1.6277007688187632
7.35,1.6341180455030353
7.36,1.6405497945539913
7.37,1.6469960229917433
7.38,1.6534567378364065
7.39,1.659931946108094
7.4,1.6664216548269213
7.41,1.6729258710130004
7.42,1.6794446016864455
7.43,1.685977853867371
7.44,1.6925256345758912
7.45,1.6990879508321188
7.46,1.7056648096561686
7.47,1.7122562180681542
7.48,1.7188621830881896
7.49,1.725482711736388
7.5,1.7321178110328643
7.51,1.7387674879977313
7.52,1.7454317496511038
7.53,1.7521106030130964
7.54,1.7588040551038209
7.55,1.7655121129433915
7.56,1.772234783551924
7.57,1.7789720739495312
7.58,1.785723991156326
7.59,1.792490542192423
7.6,1.7992717340779372
7.61,1.8060675738329808
7.62,1.812878068477669
7.63,1.8197032250321148
7.64,1.826543050516432
7.65,1.833397551950736
7.66,1.840266736355138
7.67,1.847150610749754
7.68,1.854049182154697
7.69,1.8609624575900816
7.7,1.867890444076021
7.71,1.8748331486326293
7.72,1.8817905782800208
7.73,1.888762740038309
7.74,1.895749640927607
7.75,1.9027512879680295
7.76,1.9097676881796903
7.77,1.916798848582704
7.78,1.923844776197184
7.79,1.9309054780432424
7.8,1.937980961140996
7.81,1.9450712325105568
7.82,1.9521762991720395
7.83,1.9592961681455576
7.84,1.9664308464512248
7.85,1.9735803411091557
7.86,1.980744659139463
7.87,1.9879238075622616
7.88,1.9951177933976652
7.89,2.0023266236657875
7.9,2.009550305386743
7.91,2.016788845580644
7.92,2.024042251267606
7.93,2.031310529467742
7.94,2.0385936872011667
7.95,2.045891731487993
7.96,2.0532046693483355
7.97,2.0605325078023067
7.98,2.067875253870024
7.99,2.0752329145715964
8.0,2.0826054969271417
8.01,2.089993007956772
8.02,2.097395454680601
8.03,2.104812844118743
8.04,2.112245183291312
8.05,2.119692479218424
8.06,2.1271547389201886
8.07,2.1346319694167217
8.08,2.1421241777281383
8.09,2.14963137087455
8.1,2.1571535558760733
8.11,2.1646907397528192
8.12,2.172242929524904
8.13,2.1798101322124426
8.14,2.187392354835545
8.15,2.1949896044143267
8.16,2.2026018879689024
8.17,2.210229212519385
8.18,2.2178715850858897
8.19,2.225529012688529
8.2,2.2332015023474177
8.21,2.24088906108267
8.22,2.2485916959143992
8.23,2.2563094138627178
8.24,2.2640422219477414
8.25,2.2717901271895835
8.26,2.2795531366083583
8.27,2.2873312572241784
8.28,2.2951244960571597
8.29,2.302932860127413
8.3,2.310756356455057
8.31,2.318594992060202
8.32,2.3264487739629622
8.33,2.3343177091834515
8.34,2.342201804741785
8.35,2.3501010676580742
8.36,2.358015504952436
8.37,2.3659451236449818
8.38,2.3738899307558285
8.39,2.3818499333050864
8.4,2.3898251383128715
8.41,2.3978155527992966
8.42,2.405821183784476
8.43,2.413842038288524
8.44,2.421878123331554
8.45,2.42992944593368
8.46,2.4379960131150176
8.47,2.446077831895678
8.48,2.454174909295776
8.49,2.4622872523354244
8.5,2.470414868034739
8.51,2.478557763413834
8.52,2.486715945492821
8.53,2.494889421291816
8.54,2.5030781978309307
8.55,2.5112822821302823
8.56,2.5195016812099817
8.57,2.5277364020901434
8.58,2.535986451790881
8.59,2.54425183733231
8.6,2.5525325657345435
8.61,2.5608286440176946
8.62,2.569140079201877
8.63,2.577466878307208
8.64,2.585809048353797
8.65,2.5941665963617595
8.66,2.6025395293512097
8.67,2.610927854342261
8.68,2.619331578355028
8.69,2.6277507084096245
8.7,2.6361852515261632
8.71,2.644635214724761
8.72,2.653100605025528
8.73,2.66158142944858
8.74,2.6700776950140304
8.75,2.678589408741993
8.76,2.6871165776525823
8.77,2.695659208765912
8.78,2.704217309102096
8.79,2.7127908856812475
8.8,2.721379945523482
8.81,2.729984495648911
8.82,2.73860454307765
8.83,2.747240094829813
8.84,2.7558911579255128
8.85,2.7645577393848635
8.86,2.7732398462279804
8.87,2.7819374854749754
8.88,2.790650664145965
8.89,2.7993793892610603
8.9,2.8081236678403765
8.91,2.816883506904027
8.92,2.8256589134721257
8.93,2.834449894564787
8.94,2.8432564572021244
8.95,2.852078608404252
8.96,2.860916355191285
8.97,2.869769704583334
8.98,2.8786386636005155
8.99,2.887523239262942
9.0,2.896423438590728
9.01,2.905339268603988
9.02,2.914270736322835
9.03,2.9232178487673828
9.04,2.932180612957746
9.05,2.94115903591404
9.06,2.9501531246563744
9.07,2.959162886204866
9.08,2.9681883275796275
9.09,2.9772294558007744
9.1,2.9862862778884187
9.11,2.995358800862676
9.12,3.004447031743659
9.13,3.013550977551483
9.14,3.02267064530626
9.15,3.031806042028105
9.16,3.0409571747371307
9.17,3.050124050453452
9.18,3.059306676197183
9.19,3.0685050589884373
9.2,3.0777192058473286
9.21,3.086949123793972
9.22,3.0961948198484794
9.23,3.1054563010309653
9.24,3.114733574361544
9.25,3.124026646860329
9.26,3.1333355255474347
9.27,3.142660217442974
9.28,3.152000729567062
9.29,3.161357068939812
9.3,3.17072924258134
9.31,3.1801172575117547
9.32,3.1895211207511744
9.33,3.198940839319711
9.34,3.208376420237479
9.35,3.217827870524593
9.36,3.227295197201166
9.37,3.236778407287312
9.38,3.2462775078031467
9.39,3.25579250576878
9.4,3.265323408204329
9.41,3.274870222129905
9.42,3.284432954565625
9.43,3.294011612531601
9.44,3.303606203047948
9.45,3.313216733134777
9.46,3.322843209812208
9.47,3.332485640100348
9.48,3.3421440310193145
9.49,3.35181838958922
9.5,3.3615087228301785
9.51,3.3712150377623056
9.52,3.380937341405713
9.53,3.3906756407805165
9.54,3.4004299429068285
9.55,3.410200254804765
9.56,3.4199865834944365
9.57,3.4297889359959592
9.58,3.439607319329447
9.59,3.449441740515012
9.6,3.459292206572771
9.61,3.469158724522834
9.62,3.479041301385319
9.63,3.4889399441803386
9.64,3.4988546599280044
9.65,3.508785455648432
9.66,3.518732338361735
9.67,3.5286953150880285
9.68,3.538674392847425
9.69,3.5486695786600384
9.7,3.5586808795459826
9.71,3.568708302525375
9.72,3.578751854618323
9.73,3.5888115428449447
9.74,3.598887374225353
9.75,3.608979355779661
9.76,3.619087494527984
9.77,3.629211797490435
9.78,3.6393522716871294
9.79,3.6495089241381775
9.8,3.6596817618637
9.81,3.669870791883804
9.82,3.680076021218604
9.83,3.690297456888217
9.84,3.700535105912756
9.85,3.7107889753123335
9.86,3.7210590721070633
9.87,3.7313454033170617
9.88,3.741647975962443
9.89,3.7519667970633153
9.9,3.762301873639799
9.91,3.772653212712004
9.92,3.783020821300045
9.93,3.7934047064240377
9.94,3.8038048751040936
9.95,3.814221334360328
9.96,3.824654091212856
9.97,3.835103152681789
9.98,3.8455685257872414
9.99,3.856050217549327
10.0,3.866548234988161
10.01,3.877062585123856
10.02,3.887593274976526
10.03,3.898140311566285
10.04,3.908703701913248
10.05,3.919283453037529
10.06,3.92987957195924
10.07,3.940492065698494
10.08,3.951120941275408
10.09,3.961766205710093
10.1,3.9724278660226666
10.11,3.98310592923324
10.12,3.9938004023619262
10.13,4.004511292428843
10.14,4.0152386064541
10.15,4.025982351457812
10.16,4.036742534460094
10.17,4.04751916248106
10.18,4.058312242540823
10.19,4.069121781659497
10.2,4.079947786857197
10.21,4.0907902651540375
10.22,4.10164922357013
10.23,4.112524669125588
10.24,4.123416608840527
10.25,4.13432504973506
10.26,4.145249998829303
10.27,4.156191463143366
10.28,4.167149449697368
10.29,4.178123965511418
10.3,4.189115017605635
10.31,4.200122613000128
10.32,4.211146758715011
10.33,4.222187461770402
10.34,4.233244729186412
10.35,4.244318567983154
10.36,4.255408985180744
10.37,4.266515987799295
10.38,4.277639582858923
10.39,4.288779777379739
10.4,4.299936578381856
10.41,4.311109992885391
10.42,4.322300027910456
10.43,4.333506690477165
10.44,4.344729987605634
10.45,4.355969926315973
10.46,4.367226513628302
10.47,4.378499756562728
10.48,4.389789662139369
10.49,4.401096237378336
10.5,4.412419489299745
10.51,4.423759424923709
10.52,4.435116051270343
10.53,4.44648937535976
10.54,4.457879404212074
10.55,4.469286144847402
10.56,4.480709604285852
10.57,4.4921497895475415
10.58,4.503606707652583
10.59,4.51508036562109
10.6,4.526570770473178
10.61,4.538077929228962
10.62,4.549601848908552
10.63,4.561142536532068
10.64,4.572699999119617
10.65,4.584274243691316
10.66,4.595865277267277
10.67,4.607473106867618
10.68,4.6190977395124495
10.69,4.630739182221886
10.7,4.642397442016041
10.71,4.654072525915032
10.72,4.665764440938968
10.73,4.677473194107965
10.74,4.689198792442136
10.75,4.700941242961597
10.76,4.712700552686459
10.77,4.724476728636838
10.78,4.736269777832847
10.79,4.7480797072946
10.8,4.759906524042213
10.81,4.771750235095797
10.82,4.783610847475466
10.83,4.795488368201334
10.84,4.807382804293516
10.85,4.819294162772126
10.86,4.831222450657277
10.87,4.843167674969084
10.88,4.85512984272766
10.89,4.867108960953118
10.9,4.879105036665573
10.91,4.891118076885138
10.92,4.903148088631927
10.93,4.915195078926056
10.94,4.927259054787638
10.95,4.939340023236784
10.96,4.951437991293613
10.97,4.963552965978234
10.98,4.975684954310763
10.99,4.987833963311314
11.0,5.0
11.01,5.012182767598089
11.02,5.024380754131455
11.03,5.0365921438271295
11.04,5.048815120912138
11.05,5.061047869613515
11.06,5.073288574158283
11.07,5.085535418773476
11.08,5.097786587686118
11.09,5.11004026512324
11.1,5.122294635311872
11.11,5.134547882479041
11.12,5.1467981908517775
11.13,5.159043744657111
11.14,5.171282728122066
11.15,5.183513325473676
11.16,5.195733720938968
11.17,5.20794209874497
11.18,5.220136643118712
11.19,5.232315538287223
11.2,5.244476968477531
11.21,5.256619117916668
11.22,5.268740170831659
11.23,5.280838311449531
11.24,5.292911723997319
11.25,5.304958592702047
11.26,5.316977101790744
11.27,5.328965435490443
11.28,5.340921778028168
11.29,5.352844313630952
11.3,5.364731226525823
11.31,5.376580700939805
11.32,5.388390921099934
11.33,5.400160071233234
11.34,5.4118863355667335
11.35,5.423567898327465
11.36,5.435202943742454
11.37,5.446789656038731
11.38,5.458326219443327
11.39,5.469810818183268
11.4,5.481241636485582
11.41,5.492616858577297
11.42,5.503934668685446
11.43,5.515193251037056
11.44,5.526390789859154
11.45,5.537525469378773
11.46,5.54859547382294
11.47,5.55959898741868
11.48,5.5705341943930256
11.49,5.581399278973005
11.5,5.592192425385647
11.51,5.602911817857981
11.52,5.613555640617037
11.53,5.6241220778898375
11.54,5.634609313903421
11.55,5.645015532884809
11.56,5.655338919061033
11.57,5.6655776566591225
11.58,5.675729929906104
11.59,5.685793923029007
11.6,5.695767820254864
11.61,5.7056498058106975
11.62,5.715438063923542
11.63,5.725130778820424
11.64,5.734726134728371
11.65,5.7442223158744135
11.66,5.753617506485582
11.67,5.762909890788901
11.68,5.772097653011401
11.69,5.781178977380114
11.7,5.790152048122065
11.71,5.799015049464288
11.72,5.807766165633804
11.73,5.816403580857647
11.74,5.824925479362844
11.75,5.833330045376425
11.76,5.841615463125422
11.77,5.849779916836854
11.78,5.85782159073776
11.79,5.865738669055165
11.8,5.873529336016097
11.81,5.8811917758475865
11.82,5.888724172776661
11.83,5.896124711030348
11.84,5.90339157483568
11.85,5.910522948419684
11.86,5.91751701600939
11.87,5.924371961831824
11.88,5.931085970114018
11.89,5.937657225082998
11.9,5.944083910965794
11.91,5.950364211989437
11.92,5.956496312380952
11.93,5.962478396367373
11.94,5.968308648175721
11.95,5.973985252033032
11.96,5.979506392166332
11.97,5.984870252802649
11.98,5.990075018169015
11.99,5.995118872492456
12.0,6.0
12.01,6.004717230344569
12.02,6.009271974882629
12.03,6.013666290396546
12.04,6.017902233668678
12.05,6.021981861481388
12.06,6.025907230617037
12.07,6.029680397857982
12.08,6.033303419986587
12.09,6.036778353785212
12.1,6.040107256036217
12.11,6.043292183521965
12.12,6.046335193024815
12.13,6.04923834132713
12.14,6.052003685211266
12.15,6.0546332814595925
12.16,6.057129186854459
12.17,6.0594934581782365
12.18,6.061728152213281
12.19,6.063835325741952
12.2,6.065817035546614
12.21,6.067675338409625
12.22,6.069412291113346
12.23,6.071029950440141
12.24,6.072530373172368
12.25,6.073915616092387
12.26,6.075187735982563
12.27,6.076348789625252
12.28,6.077400833802816
12.29,6.07834592529762
12.3,6.079186120892018
12.31,6.079923477368379
12.32,6.080560051509054
12.33,6.081097900096412
12.34,6.08153907991281
12.35,6.08188564774061
12.36,6.082139660362173
12.37,6.08230317455986
