wind_speed,TURBOWINDS T400-34
2.42,0.8764091212882585
2.43,0.9039182148861152
2.44,0.9317408762315696
2.45,0.9598774208536394
2.46,0.9883281642813346
2.47,1.0170934220436727
2.48,1.046173509669665
2.49,1.0755687426883274
2.5,1.1052794366286716
2.51,1.1353059070197131
2.52,1.1656484693904667
2.53,1.196307439269944
2.54,1.2272831321871611
2.55,1.2585758636711306
2.56,1.2901859492508674
2.57,1.322113704455384
2.58,1.3543594448136966
2.59,1.3869234858548165
2.6,1.41980614310776
2.61,1.4530077321015389
2.62,1.4865285683651692
2.63,1.5203689674276628
2.64,1.554529244818036
2.65,1.5890097160652998
2.66,1.6238106966984716
2.67,1.6589325022465615
2.68,1.6943754482385882
2.69,1.7301398502035603
2.7,1.766226023670496
2.71,1.802634284168406
2.72,1.839364947226308
2.73,1.8764183283732117
2.74,1.9137947431381348
2.75,1.951494507050088
2.76,1.9895179356380863
2.77,2.027865344431146
2.78,2.0665370489582777
2.79,2.105533364748499
2.8,2.144854607330819
2.81,2.1845010922342567
2.82,2.2244731349878206
2.83,2.264771051120531
2.84,2.305395156161397
2.85,2.3463457656394344
2.86,2.3876231950836564
2.87,2.4292277600230783
2.88,2.4711597759867105
2.89,2.513419558503573
2.9,2.556007423102674
2.91,2.598923685313031
2.92,2.642168660663655
2.93,2.685742664683564
2.94,2.729646012901767
2.95,2.773879020847282
2.96,2.8184420040491203
2.97,2.8633352780362995
2.98,2.908559158337828
2.99,2.954113960482725
3.0,3.0
3.01,3.046219276889655
3.02,3.092780529035637
3.03,3.139694178792871
3.04,3.1869706485162936
3.05,3.234620360560827
3.06,3.282653737281409
3.07,3.331081201032966
3.08,3.379913174170431
3.09,3.42916007904873
3.1,3.478832338022797
3.11,3.52894037344756
3.12,3.5794946076779515
3.13,3.630505463068899
3.14,3.6819833619753366
3.15,3.733938726752191
3.16,3.7863819797543967
3.17,3.839323543336876
3.18,3.8927738398545695
3.19,3.9467432916623992
3.2,4.001242321115301
3.21,4.0562813505682
3.22,4.111870802376032
3.23,4.168021098893721
3.24,4.224742662476205
3.25,4.282045915478408
3.26,4.339941280255261
3.27,4.3984391791617
3.28,4.457550034552647
3.29,4.51728426878304
3.3,4.577652304207803
3.31,4.6386645631818695
3.32,4.7003314680601695
3.33,4.762663441197634
3.34,4.82567090494919
3.35,4.889364281669773
3.36,4.953753993714307
3.37,5.018850463437728
3.38,5.084664113194963
3.39,5.151205365340945
3.4,5.2184846422306
3.41,5.2865123662188624
3.42,5.355298959660661
3.43,5.424854844910928
3.44,5.495190444324587
3.45,5.566316180256577
3.46,5.638242475061821
3.47,5.710979751095258
3.48,5.784538430711806
3.49,5.858928936266407
3.5,5.934161690113984
3.51,6.01024711460947
3.52,6.087195632107799
3.53,6.165017664963893
3.54,6.24372363553269
3.55,6.323323966169113
3.56,6.4038290792281
3.57,6.485249397064575
3.58,6.567595342033473
3.59,6.65087733648972
3.6,6.735105802788253
3.61,6.820291163283991
3.62,6.906443840331876
3.63,6.993574256286831
3.64,7.081692833503791
3.65,7.170809994337681
3.66,7.260936161143437
3.67,7.352081756275982
3.68,7.444257202090258
3.69,7.53747292094118
3.7,7.631739335183694
3.71,7.727066867172716
3.72,7.823465939263188
3.73,7.920946973810031
3.74,8.019520393168186
3.75,8.119196619692568
3.76,8.21998607573812
3.77,8.321899183659772
3.78,8.424946365812445
3.79,8.52913804455108
3.8,8.6344846422306
3.81,8.74099658120594
3.82,8.848684283832023
3.83,8.95755817246379
3.84,9.06762866945616
3.85,9.178906197164071
3.86,9.291401177942452
3.87,9.405124034146237
3.88,9.52008518813034
3.89,9.636295062249712
3.9,9.753764078859271
3.91,9.872502660313955
3.92,9.992521228968684
3.93,10.1138302071784
3.94,10.23644001729802
3.95,10.360361081682488
3.96,10.485603822686723
3.97,10.612178662665665
3.98,10.740096023974235
3.99,10.869366328967374
4.0,11.0
4.01,11.13200530399665
4.02,11.26538188616027
4.03,11.400127236263408
4.04,11.536238844078577
4.05,11.673714199378342
4.06,11.81255079193524
4.07,11.95274611152182
4.08,12.094297647910617
4.09,12.237202890874164
4.1,12.381459330185011
4.11,12.527064455615715
4.12,12.674015756938797
4.13,12.822310723926796
4.14,12.971946846352267
4.15,13.122921613987764
4.16,13.2752325166058
4.17,13.428877043978927
4.18,13.583852685879696
4.19,13.740156932080648
4.2,13.89778727235431
4.21,14.056741196473238
4.22,14.217016194209966
4.23,14.378609755337058
4.24,14.541519369627018
4.25,14.705742526852411
4.26,14.871276716785776
4.27,15.038119429199652
4.28,15.2062681538666
4.29,15.375720380559134
4.3,15.5464735990498
4.31,15.718525299111151
4.32,15.891872970515742
4.33,16.06651410303608
4.34,16.242446186444724
4.35,16.41966671051422
4.36,16.598173165017126
4.37,16.777963039725943
4.38,16.959033824413236
4.39,17.141383008851545
4.4,17.325008082813426
4.41,17.509906536071405
4.42,17.69607585839801
4.43,17.88351353956581
4.44,18.07221706934735
4.45,18.26218393751514
4.46,18.45341163384174
4.47,18.64589764809969
4.48,18.83963947006156
4.49,19.03463458949984
4.5,19.230880496187098
4.51,19.42837467989588
4.52,19.62711463039873
4.53,19.827097837468184
4.54,20.028321790876777
4.55,20.230783980397057
4.56,20.434481895801564
4.57,20.63941302686286
4.58,20.84557486335345
4.59,21.0529648950459
4.6,21.261580611712745
4.61,21.471419503126548
4.62,21.682479059059816
4.63,21.894756769285102
4.64,22.10825012357495
4.65,22.322956611701933
4.66,22.53887372343854
4.67,22.755998948557338
4.68,22.97432977683087
4.69,23.1938636980317
4.7,23.41459820193232
4.71,23.636530778305296
4.72,23.859658916923177
4.73,24.08398010755852
4.74,24.309491839983828
4.75,24.536191603971663
4.76,24.76407688929456
4.77,24.993145185725076
4.78,25.223393983035752
4.79,25.45482077099911
4.8,25.6874230393877
4.81,25.92119827797407
4.82,26.156143976530775
4.83,26.39225762483033
4.84,26.62953671264528
4.85,26.86797872974818
4.86,27.107581165911583
4.87,27.348341510908
4.88,27.59025725450999
4.89,27.833325886490087
4.9,28.07754489662086
4.91,28.32291177467481
4.92,28.569424010424505
4.93,28.817079093642477
4.94,29.06587451410128
4.95,29.315807761573435
4.96,29.5668763258315
4.97,29.81907769664802
4.98,30.072409363795543
4.99,30.326868817046574
5.0,30.58245354617368
5.01,30.839161040949406
5.02,31.096988791146288
5.03,31.355934286536893
5.04,31.61599501689372
5.05,31.877168471989325
5.06,32.139452141596266
5.07,32.402843515487085
5.08,32.6673400834343
5.09,32.93293933521046
5.1,33.19963876058811
5.11,33.46743584933983
5.12,33.73632809123809
5.13,34.00631297605548
5.14,34.27738799356453
5.15,34.54955063353781
5.16,34.8227983857478
5.17,35.09712873996708
5.18,35.37253918596819
5.19,35.64902721352371
5.2,35.926590312406105
5.21,36.20522597238796
5.22,36.4849316832418
5.23,36.76570493474021
5.24,37.04754321665567
5.25,37.33044401876076
5.26,37.61440483082802
5.27,37.89942314262997
5.28,38.1854964439392
5.29,38.4726222245282
5.3,38.76079797416952
5.31,39.05002118263573
5.32,39.34028933969937
5.33,39.63159993513296
5.34,39.923950458709015
5.35,40.21733840020013
5.36,40.511761249378864
5.37,40.80721649601769
5.38,41.10370162988919
5.39,41.40121414076588
5.4,41.69975151842036
5.41,41.99931125262511
5.42,42.29989083315269
5.43,42.60148774977565
5.44,42.90409949226655
5.45,43.20772355039789
5.46,43.51235741394223
5.47,43.81799857267212
5.48,44.124644516360114
5.49,44.43229273477871
5.5,44.74094071770048
5.51,45.05058595489797
5.52,45.3612259361437
5.53,45.67285815121026
5.54,45.98548008987014
5.55,46.299089241895885
5.56,46.61368309706005
5.57,46.92925914513523
5.58,47.24581487589387
5.59,47.56334777910856
5.6,47.88185534455184
5.61,48.20133506199628
5.62,48.52178442121437
5.63,48.84320091197866
5.64,49.165582024061735
5.65,49.488925247236125
5.66,49.81322807127432
5.67,50.138487985948906
5.68,50.4647024810324
5.69,50.79186904629741
5.7,51.1199851715164
5.71,51.44904834646193
5.72,51.77905606090656
5.73,52.11000580462286
5.74,52.44189506738329
5.75,52.77472133896045
5.76,53.10848210912687
5.77,53.44317486765508
5.78,53.77879710431768
5.79,54.11534630888713
5.8,54.452819971136
5.81,54.79121558083686
5.82,55.130530627762255
5.83,55.470762601684655
5.84,55.81190899237667
5.85,56.15396728961084
5.86,56.49693498315969
5.87,56.84080956279574
5.88,57.185588518291546
5.89,57.53126933941967
5.9,57.87784951595267
5.91,58.22532653766303
5.92,58.57369789432332
5.93,58.92296107570607
5.94,59.27311357158388
5.95,59.624152871729216
5.96,59.976076465914645
5.97,60.32888184391272
5.98,60.68256649549602
5.99,61.03712791043699
6.0,61.39256357850823
6.01,61.7488709894823
6.02,62.106047633131695
6.03,62.46409099922904
6.04,62.82299857754677
6.05,63.18276785785748
6.06,63.5433963299337
6.07,63.90488148354802
6.08,64.26722080847293
6.09,64.63041179448095
6.1,64.99445193134467
6.11,65.35933870883666
6.12,65.72506961672939
6.13,66.09164214479541
6.14,66.45905378280729
6.15,66.8273020205376
6.16,67.19638434775882
6.17,67.56629825424352
6.18,67.93704122976425
6.19,68.30861076409356
6.2,68.68100434700393
6.21,69.05421946826797
6.22,69.4282536176582
6.23,69.8031042849472
6.24,70.17876895990742
6.25,70.55524513231146
6.26,70.93253029193185
6.27,71.31062192854115
6.28,71.68951753191192
6.29,72.06921459181663
6.3,72.4497105980279
6.31,72.83100304031821
6.32,73.21308940846015
6.33,73.59596719222623
6.34,73.97963388138898
6.35,74.36408696572099
6.36,74.74932393499479
6.37,75.13534227898289
6.38,75.52213948745782
6.39,75.90971305019218
6.4,76.29806045695852
6.41,76.6871791975293
6.42,77.07706676167712
6.43,77.4677206391745
6.44,77.859138319794
6.45,78.25131729330816
6.46,78.6442550494895
6.47,79.03794907811059
6.48,79.43239686894397
6.49,79.82759591176215
6.5,80.22354369633767
6.51,80.62023771244314
6.52,81.01767544985103
6.53,81.41585439833392
6.54,81.81477204766436
6.55,82.21442588761482
6.56,82.61481340795794
6.57,83.01593209846622
6.58,83.41777944891217
6.59,83.82035294906835
6.6,84.22365008870734
6.61,84.62766835760168
6.62,85.03240524552385
6.63,85.4378582422464
6.64,85.84402483754195
6.65,86.25090252118301
6.66,86.65848878294206
6.67,87.06678111259167
6.68,87.47577699990441
6.69,87.88547393465286
6.7,88.29586940660947
6.71,88.70696090554681
6.72,89.11874592123745
6.73,89.53122194345393
6.74,89.94438646196879
6.75,90.3582369665545
6.76,90.77277094698373
6.77,91.1879858930289
6.78,91.60387929446269
6.79,92.02044864105748
6.8,92.43769142258589
6.81,92.85560512882049
6.82,93.2741872495338
6.83,93.69343527449834
6.84,94.1133466934867
6.85,94.53391899627135
6.86,94.95514967262493
6.87,95.37703621231988
6.88,95.79957610512876
6.89,96.22276684082416
6.9,96.64660590917865
6.91,97.07109079996464
6.92,97.49621900295482
6.93,97.92198800792164
6.94,98.34839530463768
6.95,98.77543838287544
6.96,99.20311473240751
6.97,99.63142184300642
6.98,100.06035720444471
6.99,100.48991830649491
7.0,100.92010263892956
7.01,101.3509076915212
7.02,101.78233095404238
7.03,102.21436991626568
7.04,102.64702206796362
7.05,103.08028489890869
7.06,103.51415589887348
7.07,103.94863255763056
7.08,104.38371236495236
7.09,104.81939281061152
7.1,105.25567138438058
7.11,105.69254557603207
7.12,106.13001287533854
7.13,106.56807077207246
7.14,107.00671675600644
7.15,107.44594831691305
7.16,107.88576294456472
7.17,108.32615812873412
7.18,108.76713135919368
7.19,109.20868012571609
7.2,109.6508019180737
7.21,110.09349422603918
7.22,110.53675453938504
7.23,110.98058034788389
7.24,111.42496914130813
7.25,111.8699184094304
7.26,112.31542564202316
7.27,112.76148832885907
7.28,113.20810395971064
7.29,113.65527002435036
7.3,114.10298401255076
7.31,114.55124341408444
7.32,115.00004571872398
7.33,115.4493884162418
7.34,115.89926899641053
7.35,116.34968494900264
7.36,116.80063376379078
7.37,117.2521129305474
7.38,117.70411993904509
7.39,118.15665227905632
7.4,118.6097074403538
7.41,119.06328291270988
7.42,119.51737618589716
7.43,119.9719847496882
7.44,120.42710609385564
7.45,120.88273770817182
7.46,121.33887708240944
7.47,121.79552170634096
7.48,122.252669069739
7.49,122.710316662376
7.5,123.1684619740246
7.51,123.62710249445723
7.52,124.08623571344654
7.53,124.5458591207651
7.54,125.00597020618528
7.55,125.46656645947976
7.56,125.92764537042105
7.57,126.38920442878172
7.58,126.85124112433424
7.59,127.3137529468512
7.6,127.77673738610513
7.61,128.2401919318686
7.62,128.70411407391413
7.63,129.16850130201422
7.64,129.63335110594147
7.65,130.09866097546848
7.66,130.56442840036763
7.67,131.0306508704115
7.68,131.49732587537278
7.69,131.9644509050239
7.7,132.43202344913738
7.71,132.90004099748583
7.72,133.3685010398417
7.73,133.8374010659777
7.74,134.30673856566614
7.75,134.77651102867978
7.76,135.246715944791
7.77,135.71735080377238
7.78,136.18841309539658
7.79,136.659900309436
7.8,137.13180993566323
7.81,137.60413946385083
7.82,138.07688638377135
7.83,138.5500481851973
7.84,139.0236223579012
7.85,139.4976063916556
7.86,139.97199777623314
7.87,140.44679400140626
7.88,140.92199255694752
7.89,141.39759093262944
7.9,141.87358661822466
7.91,142.3499771035056
7.92,142.82675987824487
7.93,143.303932432215
7.94,143.78149225518857
7.95,144.25943683693802
7.96,144.73776366723598
7.97,145.21647023585493
7.98,145.69555403256754
7.99,146.17501254714617
8.0,146.65484326936348
8.01,147.13504368899203
8.02,147.61561129580423
8.03,148.09654357957274
8.04,148.57783803007007
8.05,149.05949213706884
8.06,149.54150339034146
8.07,150.0238692796605
8.08,150.50658729479852
8.09,150.98965492552807
8.1,151.4730696616217
8.11,151.95682899285197
8.12,152.44093040899136
8.13,152.92537139981255
8.14,153.4101494550879
8.15,153.89526206459
8.16,154.38070671809143
8.17,154.8664809053647
8.18,155.35258211618245
8.19,155.8390078403171
8.2,156.32575556754125
8.21,156.81282278762748
8.22,157.30020699034827
8.23,157.78790566547613
8.24,158.27591630278368
8.25,158.76423639204336
8.26,159.2528634230279
8.27,159.7417948855096
8.28,160.2310282692612
8.29,160.72056106405515
8.3,161.2103907596641
8.31,161.7005148458604
8.32,162.1909308124167
8.33,162.68163614910554
8.34,163.17262834569948
8.35,163.663904891971
8.36,164.1554632776927
8.37,164.6473009926371
8.38,165.13941552657684
8.39,165.63180436928425
8.4,166.12446501053202
8.41,166.61739494009265
8.42,167.11059164773872
8.43,167.6040526232427
8.44,168.0977753563772
8.45,168.59175733691472
8.46,169.0859960546279
8.47,169.58048899928917
8.48,170.0752336606711
8.49,170.57022752854618
8.5,171.065468092687
8.51,171.5609528428662
8.52,172.05667926885616
8.53,172.55264486042955
8.54,173.0488471073588
8.55,173.5452834994166
8.56,174.04195152637533
8.57,174.53884867800758
8.58,175.03597244408598
8.59,175.53332031438293
8.6,176.03088977867108
8.61,176.52867832672294
8.62,177.02668344831102
8.63,177.524902633208
8.64,178.02333337118623
8.65,178.52197315201838
8.66,179.0208194654769
8.67,179.51986980133438
8.68,180.0191216493634
8.69,180.51857249933644
8.7,181.018219841026
8.71,181.51806116420488
8.72,182.0180939586453
8.73,182.51831571412
8.74,183.01872392040136
8.75,183.51931606726205
8.76,184.02008964447455
8.77,184.5210421418115
8.78,185.0221710490453
8.79,185.52347385594865
8.8,186.024948052294
8.81,186.5265911278538
8.82,187.0284005724008
8.83,187.5303738757073
8.84,188.0325085275461
8.85,188.53480201768951
8.86,189.03725183591024
8.87,189.5398554719808
8.88,190.0426104156737
8.89,190.54551415676144
8.9,191.04856418501663
8.91,191.5517579902117
8.92,192.0550930621194
8.93,192.55856689051203
8.94,193.0621769651624
8.95,193.5659207758428
8.96,194.069795812326
8.97,194.57379956438427
8.98,195.0779295217904
8.99,195.58218317431675
9.0,196.08655801173597
9.01,196.59105152382057
9.02,197.0956612003431
9.03,197.6003845310761
9.04,198.10521900579212
9.05,198.6101621142638
9.06,199.1152113462635
9.07,199.6203641915638
9.08,200.12561813993725
9.09,200.6309706811565
9.1,201.13641930499392
9.11,201.64196150122223
9.12,202.14759475961387
9.13,202.65331656994147
9.14,203.15912442197745
9.15,203.6650158054944
9.16,204.1709882102648
9.17,204.67703912606123
9.18,205.18316604265635
9.19,205.6893664498226
9.2,206.1956378373325
9.21,206.70197769495877
9.22,207.2083835124737
9.23,207.71485277964985
9.24,208.22138298625995
9.25,208.7279716220764
9.26,209.23461617687184
9.27,209.7413141404187
9.28,210.24806300248957
9.29,210.75486025285704
9.3,211.26170338129367
9.31,211.76858987757183
9.32,212.27551723146428
9.33,212.78248293274336
9.34,213.2894844711817
9.35,213.796519336552
9.36,214.30358501862648
9.37,214.81067900717795
9.38,215.31779879197893
9.39,215.82494186280175
9.4,216.3321057094192
9.41,216.8392878216036
9.42,217.34648568912763
9.43,217.85369680176385
9.44,218.3609186492847
9.45,218.86814872146283
9.46,219.3753845080708
9.47,219.88262349888103
9.48,220.3898631836661
9.49,220.8971010521986
9.5,221.4043345942509
9.51,221.9115612995959
9.52,222.41877865800572
9.53,222.9259841592533
9.54,223.43317529311085
9.55,223.9403495493512
9.56,224.4475044177466
9.57,224.95463738806976
9.58,225.4617459500932
9.59,225.96882759358945
9.6,226.47587980833111
9.61,226.98290008409052
9.62,227.4898859106406
9.63,227.99683477775363
9.64,228.5037441752021
9.65,229.0106115927586
9.66,229.51743452019576
9.67,230.0242104472861
9.68,230.53093686380208
9.69,231.03761125951635
9.7,231.54423112420136
9.71,232.05079394762987
9.72,232.557297219574
9.73,233.06373842980665
9.74,233.57011506810025
9.75,234.0764246242273
9.76,234.58266458796032
9.77,235.088832449072
9.78,235.5949256973348
9.79,236.10094182252112
9.8,236.6068783144039
9.81,237.1127326627553
9.82,237.6185023573479
9.83,238.1241848879544
9.84,238.6297777443472
9.85,239.13527841629892
9.86,239.6406843935821
9.87,240.1459931659693
9.88,240.6512022232332
9.89,241.15630905514595
9.9,241.6613111514804
9.91,242.16620600200892
9.92,242.67099109650425
9.93,243.1756639247388
9.94,243.68022197648503
9.95,244.18466274151567
9.96,244.6889837096033
9.97,245.19318237052025
9.98,245.6972562140391
9.99,246.20120272993245
10.0,246.70501940797283
10.01,247.20870373793284
10.02,247.7122532095849
10.03,248.21566531270167
10.04,248.71893753705564
10.05,249.22206737241947
10.06,249.72505230856547
10.07,250.2278898352663
10.08,250.73057744229448
10.09,251.23311261942257
10.1,251.73549285642315
10.11,252.2377156430688
10.12,252.73977846913183
10.13,253.2416788243852
10.14,253.74341419860104
10.15,254.244982081552
10.16,254.74637996301067
10.17,255.24760533274963
10.18,255.74865568054133
10.19,256.2495284961584
10.2,256.75022126937336
10.21,257.25073148995887
10.22,257.7510566476871
10.23,258.25119423233093
10.24,258.75114173366285
10.25,259.2508966414553
10.26,259.7504564454809
10.27,260.24981863551204
10.28,260.7489807013216
10.29,261.2479401326818
10.3,261.74669441936544
10.31,262.2452410511447
10.32,262.7435775177924
10.33,263.2417013090811
10.34,263.7396099147833
10.35,264.23730082467137
10.36,264.734771528518
10.37,265.2320195160957
10.38,265.7290422771772
10.39,266.22583730153474
10.4,266.72240207894095
10.41,267.2187340991685
10.42,267.71483085198986
10.43,268.2106898271775
10.44,268.70630851450403
10.45,269.201684403742
10.46,269.69681498466406
10.47,270.19169774704244
10.48,270.68633018065
10.49,271.180709775259
10.5,271.67483402064227
10.51,272.16870040657216
10.52,272.6623064228212
10.53,273.15564955916204
10.54,273.6487273053673
10.55,274.1415371512094
10.56,274.6340765864607
10.57,275.1263431008941
10.58,275.6183341842819
10.59,276.1100473263966
10.6,276.601480017011
10.61,277.09262974589745
10.62,277.58349400282856
10.63,278.0740702775769
10.64,278.56435605991487
10.65,279.0543488396151
10.66,279.54404610645014
10.67,280.0334453501925
10.68,280.52254406061485
10.69,281.01133972748954
10.7,281.4998298405892
10.71,281.9880118896865
10.72,282.47588336455374
10.73,282.9634417549636
10.74,283.4506845506885
10.75,283.93760924150126
10.76,284.4242133171742
10.77,284.91049426747986
10.78,285.3964495821908
10.79,285.8820767510796
10.8,286.3673732639189
10.81,286.8523366104811
10.82,287.3369642805387
10.83,287.82125376386426
10.84,288.3052025502305
10.85,288.7888081294098
10.86,289.2720679911747
10.87,289.7549796252979
10.88,290.2375405215517
10.89,290.7197481697089
10.9,291.2016000595418
10.91,291.68309368082305
10.92,292.1642265233253
10.93,292.64499607682086
10.94,293.1253998310825
10.95,293.60543527588254
10.96,294.0850999009938
10.97,294.56439119618864
10.98,295.0433066512396
10.99,295.5218437559191
11.0,296.0
11.01,296.4777744119823
11.02,296.95517217527686
11.03,297.4322000120224
11.04,297.9088646443574
11.05,298.38517279442044
11.06,298.86113118435
11.07,299.3367465362848
11.08,299.81202557236327
11.09,300.286975014724
11.1,300.7616015855055
11.11,301.23591200684655
11.12,301.7099130008855
11.13,302.1836112897611
11.14,302.6570135956116
11.15,303.1301266405759
11.16,303.6029571467923
11.17,304.0755118363996
11.18,304.54779743153625
11.19,305.01982065434066
11.2,305.4915882269517
11.21,305.9631068715079
11.22,306.4343833101475
11.23,306.90542426500934
11.24,307.37623645823186
11.25,307.84682661195376
11.26,308.3172014483134
11.27,308.7873676894496
11.28,309.25733205750066
11.29,309.7271012746053
11.3,310.1966820629021
11.31,310.6660811445295
11.32,311.13530524162627
11.33,311.6043610763308
11.34,312.0732553707815
11.35,312.54199484711734
11.36,313.0105862274766
11.37,313.4790362339979
11.38,313.94735158882
11.39,314.41553901408105
11.4,314.88360523192
11.41,315.35155696447515
11.42,315.8194009338852
11.43,316.2871438622888
11.44,316.75479247182415
11.45,317.2223534846302
11.46,317.6898336228455
11.47,318.15723960860834
11.48,318.6245781640576
11.49,319.0918560113315
11.5,319.5590798725688
11.51,320.0262564699081
11.52,320.49339252548793
11.53,320.9604947614468
11.54,321.4275698999233
11.55,321.894624663056
11.56,322.3616657729835
11.57,322.82869995184427
11.58,323.295733921777
11.59,323.76277440492004
11.6,324.22982812341223
11.61,324.696901799392
11.62,325.16400215499783
11.63,325.6311359123684
11.64,326.0983097936424
11.65,326.565530520958
11.66,327.0328048164541
11.67,327.5001394022691
11.68,327.9675410005416
11.69,328.43501633341026
11.7,328.9025721230135
11.71,329.3702150914901
11.72,329.8379519609784
11.73,330.3057894536171
11.74,330.77373429154454
11.75,331.24179319689955
11.76,331.70997289182066
11.77,332.1782800984462
11.78,332.646721538915
11.79,333.11530393536555
11.8,333.5840340099364
11.81,334.05291848476605
11.82,334.5219640819931
11.83,334.99117752375605
11.84,335.46056553219364
11.85,335.93013482944434
11.86,336.3998921376467
11.87,336.86984417893933
11.88,337.33999767546067
11.89,337.81035934934937
11.9,338.28093592274405
11.91,338.75173411778314
11.92,339.2227606566054
11.93,339.6940222613492
11.94,340.16552565415304
11.95,340.6372775571557
11.96,341.1092846924957
11.97,341.58155378231163
11.98,342.05409154874195
11.99,342.52690471392526
12.0,343.0
12.01,343.47337624067467
12.02,343.9470007159362
12.03,344.42083281734136
12.04,344.8948319364469
12.05,345.3689574648096
12.06,345.8431687939862
12.07,346.31742531553346
12.08,346.79168642100814
12.09,347.265911501967
12.1,347.7400599499667
12.11,348.21409115656405
12.12,348.687964513316
12.13,349.1616394117791
12.14,349.63507524351013
12.15,350.10823140006585
12.16,350.58106727300304
12.17,351.0535422538785
12.18,351.5256157342488
12.19,351.99724710567097
12.2,352.46839575970154
12.21,352.93902108789746
12.22,353.40908248181535
12.23,353.878539333012
12.24,354.34735103304405
12.25,354.8154769734684
12.26,355.282876545842
12.27,355.7495091417211
12.28,356.2153341526628
12.29,356.68031097022384
12.3,357.14439898596106
12.31,357.607557591431
12.32,358.0697461781904
12.33,358.53092413779626
12.34,358.9910508618051
12.35,359.4500857417738
12.36,359.90798816925906
12.37,360.36471753581776
12.38,360.82023323300655
12.39,361.27449465238215
12.4,361.7274611855014
12.41,362.179092223921
12.42,362.6293471591978
12.43,363.0781853828883
12.44,363.5255662865496
12.45,363.9714492617383
12.46,364.4157937000112
12.47,364.8585589929249
12.48,365.2997045320362
12.49,365.7391897089021
12.5,366.1769739150791
12.51,366.613016542124
12.52,367.04727698159365
12.53,367.4797146250447
12.54,367.910288864034
12.55,368.3389590901183
12.56,368.7656846948543
12.57,369.1904250697987
12.58,369.6131396065083
12.59,370.03378769654
12.6,370.4523287314505
12.61,370.8687221027963
12.62,371.2829272021344
12.63,371.6949034210217
12.64,372.1046101510147
12.65,372.5120067836701
12.66,372.9170527105449
12.67,373.3197073231957
12.68,373.7199300131792
12.69,374.1176801720524
12.7,374.5129171913719
12.71,374.9056004626943
12.72,375.2956893775767
12.73,375.6831433275756
12.74,376.0679217042479
12.75,376.4499838991501
12.76,376.8292893038394
12.77,377.20579730987214
12.78,377.5794673088052
12.79,377.9502586921955
12.8,378.3181308515997
12.81,378.6830431785744
12.82,379.0449550646766
12.83,379.4038259014628
12.84,379.7596150804901
12.85,380.11228199331487
12.86,380.46178603149406
12.87,380.8080865865844
12.88,381.1511430501429
12.89,381.49091481372585
12.9,381.82736126889023
12.91,382.1604418071929
12.92,382.49011582019057
12.93,382.8163426994398
12.94,383.1390818364976
