wind_speed,WindMaster / HMZ WM 600 VS45
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0048845838862433
2.55,0.0453449611345243
2.56,0.0883590529319732
2.57,0.1339850227099713
2.58,0.1822810338999073
2.59,0.2333052499331626
2.6,0.2871158342411262
2.61,0.3437709502551782
2.62,0.4033287614067089
2.63,0.4658474311270973
2.64,0.5313851228477348
2.65,0.6
2.66,0.6717199822132166
2.67,0.7464520139084242
2.68,0.8240727957046101
2.69,0.9044590282207464
2.7,0.9874874120758188
2.71,1.0730346478887989
2.72,1.1609774362786751
2.73,1.2511924778644177
2.74,1.3435564732650151
2.75,1.4379461230994366
2.76,1.5342381279866677
2.77,1.6323091885456895
2.78,1.7320360053954749
2.79,1.8332952791550117
2.8,1.9359637104432683
2.81,2.0399179998792354
2.82,2.145034848081882
2.83,2.251190955670197
2.84,2.358263023263149
2.85,2.4661277514797284
2.86,2.574661840938904
2.87,2.683741992259665
2.88,2.7932449060609827
2.89,2.903047282961844
2.9,3.013025823581218
2.91,3.1230572285380958
2.92,3.233018198451445
2.93,3.342785433940255
2.94,3.452235635623496
2.95,3.5612455041201563
2.96,3.669691740049207
2.97,3.777451044029636
2.98,3.884400116680412
2.99,3.9904156586205257
3.0,4.095374370468946
3.01,4.199152952844655
3.02,4.30162810636664
3.03,4.402676531653872
3.04,4.502174929325333
3.05,4.6
3.06,4.696065636463588
3.07,4.790434500168729
3.08,4.883206444734804
3.09,4.974481323781172
3.1,5.064358990927211
3.11,5.152939299792283
3.12,5.240322103995769
3.13,5.32660725715703
3.14,5.411894612895442
3.15,5.49628402483037
3.16,5.579875346581191
3.17,5.662768431767267
3.18,5.745063134007975
3.19,5.826859306922684
3.2,5.908256804130763
3.21,5.989355479251578
3.22,6.070255185904509
3.23,6.151055777708916
3.24,6.231857108284178
3.25,6.312759031249656
3.26,6.393861400224729
3.27,6.475264068828765
3.28,6.557066890681129
3.29,6.639369719401199
3.3,6.722272408608337
3.31,6.80587481192192
3.32,6.8902767829613145
3.33,6.975578175345894
3.34,7.061878842695022
3.35,7.149278638628079
3.36,7.237877416764425
3.37,7.327775030723438
3.38,7.419071334124482
3.39,7.511866180586935
3.4,7.6062594237301555
3.41,7.7023509171735265
3.42,7.800240514536407
3.43,7.90002806943818
3.44,8.0018134354982
3.45,8.105696466335852
3.46,8.211777015570494
3.47,8.320154936821504
3.48,8.430930083708251
3.49,8.544202309850105
3.5,8.660071468866432
3.51,8.778637414376607
3.52,8.9
3.53,9.02423531426604
3.54,9.151324385344392
3.55,9.28122447631477
3.56,9.41389285025691
3.57,9.549286770250523
3.58,9.687363499375342
3.59,9.828080300711084
3.6,9.971394437337477
3.61,10.117263172334228
3.62,10.265643768781082
3.63,10.416493489757745
3.64,10.569769598343951
3.65,10.725429357619412
3.66,10.883430030663868
3.67,11.04372888055702
3.68,11.206283170378606
3.69,11.37105016320834
3.7,11.537987122125957
3.71,11.707051310211163
3.72,11.878199990543695
3.73,12.05139042620327
3.74,12.226579880269613
3.75,12.403725615822443
3.76,12.58278489594148
3.77,12.763714983706464
3.78,12.946473142197096
3.79,13.13101663449311
3.8,13.317302723674228
3.81,13.505288672820177
3.82,13.694931745010663
3.83,13.886189203325436
3.84,14.079018310844193
3.85,14.273376330646675
3.86,14.469220525812588
3.87,14.666508159421673
3.88,14.865196494553636
3.89,15.065242794288215
3.9,15.266604321705117
3.91,15.469238339884084
3.92,15.673102111904818
3.93,15.878152900847065
3.94,16.084347969790525
3.95,16.291644581814936
3.96,16.5
3.97,16.709379121794054
3.98,16.91977738211972
3.99,17.131197850268244
4.0,17.34364359553082
4.01,17.5571176871987
4.02,17.7716231945631
4.03,17.98716318691527
4.04,18.203740733546404
4.05,18.42135890374773
4.06,18.6400207668105
4.07,18.859729392025947
4.08,19.08048784868525
4.09,19.302299206079667
4.1,19.52516653350042
4.11,19.749092900238757
4.12,19.974081375585865
4.13,20.20013502883299
4.14,20.42725692927136
4.15,20.65545014619222
4.16,20.88471774888676
4.17,21.11506280664621
4.18,21.34648838876182
4.19,21.57899756452483
4.2,21.812593403226412
4.21,22.04727897415784
4.22,22.28305734661031
4.23,22.51993158987509
4.24,22.75790477324336
4.25,22.996979966006364
4.26,23.23716023745533
4.27,23.478448656881486
4.28,23.72084829357608
4.29,23.96436221683029
4.3,24.20899349593538
4.31,24.454745200182565
4.32,24.701620398863085
4.33,24.94962216126813
4.34,25.198753556688967
4.35,25.449017654416792
4.36,25.700417523742868
4.37,25.95295623395839
4.38,26.20663685435459
4.39,26.461462454222687
4.4,26.71743610285396
4.41,26.974560869539552
4.42,27.23283982357075
4.43,27.492276034238756
4.44,27.752872570834825
4.45,28.014632502650148
4.46,28.277558898975958
4.47,28.54165482910349
4.48,28.806923362324
4.49,29.07336756792865
4.5,29.34099051520871
4.51,29.609795273455397
4.52,29.87978491195993
4.53,30.150962500013577
4.54,30.42333110690751
4.55,30.696893801932976
4.56,30.971653654381203
4.57,31.247613733543435
4.58,31.524777108710868
4.59,31.803146849174738
4.6,32.08272602422627
4.61,32.363517703156724
4.62,32.64552495525727
4.63,32.928750849819174
4.64,33.21319845613363
4.65,33.498870843491936
4.66,33.78577108118523
4.67,34.073902238504786
4.68,34.36326738474182
4.69,34.65386958918759
4.7,34.94571192113327
4.71,35.238797449870106
4.72,35.53312924468932
4.73,35.828710374882185
4.74,36.12554390973985
4.75,36.4236329185536
4.76,36.72298047061463
4.77,37.023589635214186
4.78,37.32546348164351
4.79,37.628605079193775
4.8,37.93301749715626
4.81,38.23870380482216
4.82,38.54566707148274
4.83,38.853910366429176
4.84,39.16343675895271
4.85,39.474249318344576
4.86,39.78635111389603
4.87,40.09974521489825
4.88,40.41443469064248
4.89,40.73042261041995
4.9,41.04771204352191
4.91,41.36630605923953
4.92,41.68620772686408
4.93,42.00742011568677
4.94,42.329946294998855
4.95,42.65378933409152
4.96,42.978952302256005
4.97,43.30543826878355
4.98,43.63325030296538
4.99,43.96239147409271
5.0,44.29286485145676
5.01,44.62467350434878
5.02,44.95782050205997
5.03,45.292308913881605
5.04,45.62814180910485
5.05,45.96532225702096
5.06,46.30385332692118
5.07,46.64373808809673
5.08,46.98497960983878
5.09,47.32758096143863
5.1,47.67154521218746
5.11,48.01687543137656
5.12,48.36357468829707
5.13,48.711646052240255
5.14,49.06109259249735
5.15,49.4119173783596
5.16,49.764123479118176
5.17,50.11771396406435
5.18,50.47269190248932
5.19,50.82906036368438
5.2,51.18682241694065
5.21,51.54598113154941
5.22,51.906539576801904
5.23,52.26850082198936
5.24,52.63186793640296
5.25,52.996643989333954
5.26,53.36283205007357
5.27,53.730435187913045
5.28,54.09945647214362
5.29,54.46989897205647
5.3,54.841765756942856
5.31,55.215059896093976
5.32,55.58978445880114
5.33,55.96594251435547
5.34,56.34353713204824
5.35,56.72257138117066
5.36,57.103048331014016
5.37,57.48497105086946
5.38,57.86834261002823
5.39,58.25316607778159
5.4,58.63944452342076
5.41,59.02718101623692
5.42,59.41637862552135
5.43,59.80704042056524
5.44,60.19916947065986
5.45,60.59276884509639
5.46,60.98784161316606
5.47,61.38439084416012
5.48,61.78241960736983
5.49,62.18193097208632
5.5,62.582928007600906
5.51,62.98541378320476
5.52,63.38939136818914
5.53,63.79486383184527
5.54,64.20183424346436
5.55,64.61030567233765
5.56,65.02028118775634
5.57,65.43176385901172
5.58,65.84475675539494
5.59,66.25926294619728
5.6,66.67528550070992
5.61,67.09282748822417
5.62,67.51189197803116
5.63,67.93248203942215
5.64,68.35460074168839
5.65,68.77825115412111
5.66,69.2034363460115
5.67,69.63015938665079
5.68,70.05842334533023
5.69,70.48823129134108
5.7,70.91958629397445
5.71,71.35249142252168
5.72,71.78694974627396
5.73,72.22296433452253
5.74,72.66053825655857
5.75,73.09967458167333
5.76,73.54037637915806
5.77,73.98264671830397
5.78,74.42648866840231
5.79,74.87190529874427
5.8,75.31889967862107
5.81,75.76747487732396
5.82,76.21763396414421
5.83,76.66938000837295
5.84,77.12271607930145
5.85,77.57764524622097
5.86,78.03417057842275
5.87,78.49229514519791
5.88,78.95202201583777
5.89,79.41335425963351
5.9,79.87629494587642
5.91,80.34084714385764
5.92,80.80701392286844
5.93,81.27479835220004
5.94,81.74420350114374
5.95,82.21523243899064
5.96,82.68788823503203
5.97,83.16217395855912
5.98,83.63809267886322
5.99,84.11564746523541
6.0,84.59484138696703
6.01,85.07567751334925
6.02,85.5581589136733
6.03,86.04228865723049
6.04,86.52806981331192
6.05,87.01550545120888
6.06,87.50459864021259
6.07,87.99535244961433
6.08,88.48776994870522
6.09,88.98185420677656
6.1,89.47760829311956
6.11,89.97503527702546
6.12,90.47413822778545
6.13,90.97492021469075
6.14,91.47738430703264
6.15,91.98153357410236
6.16,92.48737108519109
6.17,92.99489990959005
6.18,93.50412311659043
6.19,94.0150437754836
6.2,94.52766495556064
6.21,95.0419897261128
6.22,95.5580211564314
6.23,96.07576231580762
6.24,96.59521627353264
6.25,97.11638609889768
6.26,97.639274861194
6.27,98.16388562971288
6.28,98.69022147374552
6.29,99.21828546258308
6.3,99.74808066551682
6.31,100.27961015183796
6.32,100.81287699083784
6.33,101.34788425180751
6.34,101.8846350040383
6.35,102.42313231682138
6.36,102.96337925944808
6.37,103.50537890120953
6.38,104.04913431139695
6.39,104.5946485593016
6.4,105.14192471421478
6.41,105.69096584542756
6.42,106.24177502223128
6.43,106.79435531391717
6.44,107.3487097897764
6.45,107.9048415191002
6.46,108.4627535711798
6.47,109.02244901530648
6.48,109.58393092077146
6.49,110.14720235686588
6.5,110.71226639288103
6.51,111.27912609810816
6.52,111.8477845418384
6.53,112.41824479336314
6.54,112.99050992197346
6.55,113.5645829969606
6.56,114.14046708761586
6.57,114.71816526323045
6.58,115.29768059309552
6.59,115.8790161465024
6.6,116.46217499274223
6.61,117.04716020110637
6.62,117.63397484088586
6.63,118.222621981372
6.64,118.81310469185608
6.65,119.40542604162933
6.66,119.99958909998286
6.67,120.59559693620798
6.68,121.19345261959586
6.69,121.79315921943784
6.7,122.39471980502503
6.71,122.99813744564874
6.72,123.60341521060012
6.73,124.2105561691705
6.74,124.81956339065098
6.75,125.43043994433286
6.76,126.04318889950731
6.77,126.65781332546564
6.78,127.2743162914991
6.79,127.89270086689878
6.8,128.51297012095603
6.81,129.13512712296196
6.82,129.75917494220795
6.83,130.38511664798506
6.84,131.01295530958464
6.85,131.64269399629785
6.86,132.27433577741598
6.87,132.9078837222302
6.88,133.54334090003172
6.89,134.1807103801118
6.9,134.81999523176177
6.91,135.46119852427265
6.92,136.1043233269358
6.93,136.7493727090424
6.94,137.39634973988373
6.95,138.0452574887509
6.96,138.69609902493534
6.97,139.34887741772806
6.98,140.00359573642044
6.99,140.66025705030364
7.0,141.31886442866886
7.01,141.97942094080736
7.02,142.64192965601035
7.03,143.30639364356915
7.04,143.97281597277484
7.05,144.64119971291873
7.06,145.31154793329202
7.07,145.983863703186
7.08,146.6581500918918
7.09,147.3344101687007
7.1,148.01264700290392
7.11,148.69286366379274
7.12,149.37506322065826
7.13,150.0592487427918
7.14,150.74542329948457
7.15,151.43358996002783
7.16,152.1237517937127
7.17,152.8159118698305
7.18,153.51007325767245
7.19,154.2062390265298
7.2,154.90441224569366
7.21,155.60459598445533
7.22,156.30679331210607
7.23,157.01100729793706
7.24,157.7172410112396
7.25,158.4254975213048
7.26,159.13577989742393
7.27,159.8480912088882
7.28,160.562434524989
7.29,161.2788129150173
7.3,161.99722944826448
7.31,162.71768719402175
7.32,163.44018922158045
7.33,164.16473860023152
7.34,164.89133839926637
7.35,165.6199916879762
7.36,166.35070153565235
7.37,167.08347101158583
7.38,167.818303185068
7.39,168.55520112539006
7.4,169.29416790184325
7.41,170.0352065837188
7.42,170.77832024030786
7.43,171.52351194090173
7.44,172.2707847547917
7.45,173.02014175126885
7.46,173.77158599962445
7.47,174.52512056914986
7.48,175.28074852913613
7.49,176.03847294887453
7.5,176.79829689765637
7.51,177.5602234447728
7.52,178.32425565951505
7.53,179.0903966111744
7.54,179.858649369042
7.55,180.62901700240917
7.56,181.40150258056696
7.57,182.1761091728069
7.58,182.95283984841996
7.59,183.7316976766974
7.6,184.5126857269305
7.61,185.2958070684105
7.62,186.0810647704286
7.63,186.868461902276
7.64,187.658001533244
7.65,188.44968673262383
7.66,189.24352056970656
7.67,190.0395061137836
7.68,190.837646434146
7.69,191.63794460008523
7.7,192.4404036808923
7.71,193.24502674585847
7.72,194.05181686427508
7.73,194.8607771054333
7.74,195.67191053862436
7.75,196.4852202331394
7.76,197.3007092582697
7.77,198.11838068330653
7.78,198.9382375775411
7.79,199.76028301026457
7.8,200.5845200507683
7.81,201.4109517683434
7.82,202.2395812322812
7.83,203.0704115118728
7.84,203.90344567640943
7.85,204.73868679518245
7.86,205.57613793748305
7.87,206.41580217260235
7.88,207.2576825698316
7.89,208.10178219846216
7.9,208.9481041277852
7.91,209.7966514270919
7.92,210.6474271656734
7.93,211.50043441282105
7.94,212.35567623782612
7.95,213.21315570997973
7.96,214.0728758985732
7.97,214.9348398728976
7.98,215.7990507022444
7.99,216.6655114559046
8.0,217.5342252031695
8.01,218.40519501333037
8.02,219.2784239556784
8.03,220.15391509950476
8.04,221.0316715141008
8.05,221.91169626875785
8.06,222.79399243276677
8.07,223.67856307541905
8.08,224.5654112660058
8.09,225.45454007381835
8.1,226.34595256814788
8.11,227.23965181828555
8.12,228.1356408935227
8.13,229.03392286315068
8.14,229.9345007964604
8.15,230.83737776274316
8.16,231.7425568312904
8.17,232.65004107139305
8.18,233.55983355234255
8.19,234.47193734343008
8.2,235.38635551394688
8.21,236.30309113318427
8.22,237.2221472704332
8.23,238.14352699498508
8.24,239.06723337613116
8.25,239.9932694831625
8.26,240.9216383853705
8.27,241.8523431520464
8.28,242.78538685248128
8.29,243.72077255596645
8.3,244.65850333179333
8.31,245.5985822492528
8.32,246.54101237763612
8.33,247.48579678623477
8.34,248.43293854433972
8.35,249.3824407212424
8.36,250.334306386234
8.37,251.2885386086055
8.38,252.24514045764863
8.39,253.2041150026541
8.4,254.16546531291343
8.41,255.1291944577178
8.42,256.0953055063584
8.43,257.0638015281263
8.44,258.03468559231294
8.45,259.0079607682095
8.46,259.9836301251074
8.47,260.96169673229747
8.48,261.94216365907107
8.49,262.9250339747196
8.5,263.91031074853413
8.51,264.89799704980595
8.52,265.88809594782623
8.53,266.8806105118863
8.54,267.8755438112772
8.55,268.87289891529053
8.56,269.87267889321714
8.57,270.8748868143483
8.58,271.8795257479753
8.59,272.88659876338943
8.6,273.896108929882
8.61,274.9080593167438
8.62,275.92245299326663
8.63,276.9392930287415
8.64,277.95858249245947
8.65,278.98032445371183
8.66,280.0045219817899
8.67,281.0311781459849
8.68,282.0602960155879
8.69,283.0918786598903
8.7,284.12592914818333
8.71,285.1624505497583
8.72,286.2014459339062
8.73,287.24291836991824
8.74,288.28687092708583
8.75,289.3333066747002
8.76,290.3822286820524
8.77,291.4336400184337
8.78,292.48754375313547
8.79,293.54394295544887
8.8,294.6028406946653
8.81,295.6642400400756
8.82,296.7281440609712
8.83,297.7945558266434
8.84,298.86347840638314
8.85,299.93491486948204
8.86,301.0088682852312
8.87,302.0853417229216
8.88,303.16433825184487
8.89,304.2458609412919
8.9,305.329912860554
8.91,306.4164970789225
8.92,307.5056166656884
8.93,308.5972746901432
8.94,309.69147422157806
8.95,310.7882183292842
8.96,311.88751008255286
8.97,312.98935255067505
8.98,314.0937488029423
8.99,315.2007019086456
9.0,316.31021493707624
9.01,317.4222909575255
9.02,318.5369330392846
9.03,319.65414425164465
9.04,320.77392766389715
9.05,321.8962863453333
9.06,323.02122336524394
9.07,324.14874179292053
9.08,325.2788446976545
9.09,326.4115351487367
9.1,327.5468162154586
9.11,328.6846909671113
9.12,329.82516247298616
9.13,330.9682338023745
9.14,332.1139080245672
9.15,333.2621882088557
9.16,334.41307742453114
9.17,335.56657874088484
9.18,336.7226952272081
9.19,337.881429952792
9.2,339.0427859869277
9.21,340.2067663989068
9.22,341.37337425802
9.23,342.5426126335588
9.24,343.7144845948145
9.25,344.8889932110782
9.26,346.06614155164107
9.27,347.2459326857945
9.28,348.4283696828297
9.29,349.61345561203785
9.3,350.8011935427103
9.31,351.99158654413804
9.32,353.1846376856123
9.33,354.38035003642443
9.34,355.5787266658657
9.35,356.77977064322727
9.36,357.98348503780034
9.37,359.1898729188762
9.38,360.39893735574617
9.39,361.6106814177012
9.4,362.8251081740327
9.41,364.0422206940318
9.42,365.2620220469898
9.43,366.484515302198
9.44,367.7097035289476
9.45,368.9375897965296
9.46,370.1681771742356
9.47,371.4014687313565
9.48,372.6374675371837
9.49,373.87617666100834
9.5,375.1175991721217
9.51,376.36173813981486
9.52,377.6085966333793
9.53,378.85817772210606
9.54,380.1104844752865
9.55,381.3655199622119
9.56,382.62328725217327
9.57,383.88378941446194
9.58,385.147029518369
9.59,386.4130106331859
9.6,387.6817358282037
9.61,388.95320817271374
9.62,390.2274307360073
9.63,391.5044065873756
9.64,392.7841387961096
9.65,394.0666304315007
9.66,395.3518845628401
9.67,396.63990425941904
9.68,397.9306925905289
9.69,399.2242526254606
9.7,400.5205874335056
9.71,401.8197000839553
9.72,403.1215936461005
9.73,404.4262711892326
9.74,405.7337357826428
9.75,407.0439904956225
9.76,408.3570383974626
9.77,409.6728825574546
9.78,410.99152604488967
9.79,412.312971929059
9.8,413.63722327925416
9.81,414.9642831647657
9.82,416.2941546548853
9.83,417.626840818904
9.84,418.9623447261131
9.85,420.3006694458039
9.86,421.6418180472676
9.87,422.9857935997952
9.88,424.33259917267856
9.89,425.6822378352081
9.9,427.0347126566755
9.91,428.3900267063718
9.92,429.7481830535883
9.93,431.10918476761634
9.94,432.47303491774704
9.95,433.8397365732717
9.96,435.2092928034816
9.97,436.5817066776676
9.98,437.95698126512127
9.99,439.33511963513376
10.0,440.7161248569963
10.01,442.1
10.02,443.48668316897033
10.03,444.87585261086895
10.04,446.2671216081915
10.05,447.6601034434341
10.06,449.0544113990919
10.07,450.449658757661
10.08,451.84545880163694
10.09,453.2414248135158
10.1,454.6371700757931
10.11,456.0323078709647
10.12,457.4264514815262
10.13,458.81921418997393
10.14,460.21020927880267
10.15,461.59905003050886
10.16,462.985349727588
10.17,464.3687216525359
10.18,465.74877908784833
10.19,467.1251353160208
10.2,468.4974036195497
10.21,469.8651972809303
10.22,471.2281295826584
10.23,472.5858138072296
10.24,473.93786323713977
10.25,475.2838911548849
10.26,476.62351084296057
10.27,477.9563355838624
10.28,479.2819786600864
10.29,480.6000533541281
10.3,481.91017294848353
10.31,483.21195072564814
10.32,484.5049999681177
10.33,485.788933958388
10.34,487.063365978955
10.35,488.3279093123142
10.36,489.5821772409615
10.37,490.82578304739246
10.38,492.05834001410335
10.39,493.2794614235893
10.4,494.4887605583464
10.41,495.6858507008701
10.42,496.8703451336565
10.43,498.0418571392011
10.44,499.2
10.45,500.3445078459098
10.46,501.47559819623336
10.47,502.5936094176338
10.48,503.69887987677504
10.49,504.7917479403207
10.5,505.87255197493454
10.51,506.94163034728
10.52,507.9993214240209
10.53,509.0459635718209
10.54,510.0818951573434
10.55,511.10745454725264
10.56,512.1229801082116
10.57,513.1288102068843
10.58,514.1252832099342
10.59,515.112737484025
10.6,516.0915113958207
10.61,517.0619433119846
10.62,518.0243715991803
10.63,518.9791346240718
10.64,519.9265707533225
10.65,520.8670183535958
10.66,521.8008157915558
10.67,522.7283014338659
10.68,523.6498136471901
10.69,524.5656907981917
10.7,525.4762712535343
10.71,526.3818933798821
10.72,527.2828955438979
10.73,528.1796161122461
10.74,529.07239345159
10.75,529.9615659285932
10.76,530.8474719099197
10.77,531.7304497622328
10.78,532.6108378521963
10.79,533.4889745464739
10.8,534.3651982117292
10.81,535.2398472146258
10.82,536.1132599218274
10.83,536.9857746999976
10.84,537.8577299158002
10.85,538.7294639358987
10.86,539.6013151269568
10.87,540.4736218556382
10.88,541.3467224886067
10.89,542.2209553925256
10.9,543.0966589340587
10.91,543.9741714798696
10.92,544.8538313966222
10.93,545.73597705098
10.94,546.6209468096065
10.95,547.5090790391656
10.96,548.4007121063211
10.97,549.2961843777362
10.98,550.1958342200745
10.99,551.1
11.0,552.0088898897916
11.01,552.9221912841881
11.02,553.8394613835443
11.03,554.7602573882141
11.04,555.6841364985519
11.05,556.6106559149123
11.06,557.5393728376494
11.07,558.4698444671175
11.08,559.4016280036709
11.09,560.3342806476643
11.1,561.2673595994515
11.11,562.2004220593873
11.12,563.1330252278259
11.13,564.0647263051214
11.14,564.9950824916283
11.15,565.9236509877011
11.16,566.8499889936937
11.17,567.7736537099609
11.18,568.6942023368566
11.19,569.6111920747353
11.2,570.5241801239516
11.21,571.4327236848598
11.22,572.3363799578135
11.23,573.2347061431678
11.24,574.1272594412769
11.25,575.0135970524949
11.26,575.8932761771763
11.27,576.7658540156754
11.28,577.6308877683466
11.29,578.4879346355439
11.3,579.3365518176223
11.31,580.1762965149353
11.32,581.0067259278378
11.33,581.827397256684
11.34,582.6378677018281
11.35,583.4376944636247
11.36,584.2264347424276
11.37,585.0036457385919
11.38,585.7688846524713
11.39,586.5217086844204
11.4,587.2616750347934
11.41,587.9883409039448
11.42,588.7012634922289
11.43,589.4
11.44,590.0841968835226
11.45,590.753857622702
11.46,591.4090749533543
11.47,592.0499416112948
11.48,592.6765503323395
11.49,593.2889938523039
11.5,593.8873649070038
11.51,594.4717562322547
11.52,595.0422605638727
11.53,595.598970637673
11.54,596.1419791894715
11.55,596.6713789550843
11.56,597.1872626703262
11.57,597.6897230710138
11.58,598.178852892962
11.59,598.6547448719872
11.6,599.1174917439045
11.61,599.56718624453
11.62,600.0039211096791
11.63,600.427789075168
11.64,600.8388828768117
11.65,601.2372952504263
11.66,601.6231189318274
11.67,601.9964466568308
11.68,602.357371161252
11.69,602.705985180907
11.7,603.0423814516109
11.71,603.3666527091801
11.72,603.6788916894297
11.73,603.9791911281758
11.74,604.2676437612339
11.75,604.5443423244199
11.76,604.8093795535491
11.77,605.0628481844376
11.78,605.3048409529009
11.79,605.5354505947547
11.8,605.7547698458146
11.81,605.9628914418964
11.82,606.1599081188158
11.83,606.3459126123884
11.84,606.52099765843
11.85,606.6852559927563
11.86,606.838780351183
11.87,606.9816634695255
11.88,607.1139980836001
11.89,607.2358769292218
11.9,607.3473927422067
11.91,607.4486382583704
11.92,607.5397062135287
11.93,607.620689343497
11.94,607.6916803840912
11.95,607.7527720711271
11.96,607.8040571404201
11.97,607.8456283277862
11.98,607.8775783690409
11.99,607.9
12.0,607.9130250080757
12.01,607.9169413870676
12.02,607.9120761823717
12.03,607.8987564393842
12.04,607.8773092035013
12.05,607.848061520119
12.06,607.8113404346336
12.07,607.7674729924408
12.08,607.7167862389373
12.09,607.6596072195186
12.1,607.5962629795812
12.11,607.5270805645214
12.12,607.4523870197348
12.13,607.3725093906178
12.14,607.2877747225666
12.15,607.1985100609775
12.16,607.105042451246
12.17,607.0076989387687
12.18,606.9068065689416
12.19,606.8026923871608
12.2,606.6956834388226
12.21,606.5861067693228
12.22,606.4742894240578
12.23,606.3605584484235
12.24,606.2452408878163
12.25,606.1286637876321
12.26,606.011154193267
12.27,605.8930391501173
12.28,605.7746457035789
12.29,605.656300899048
12.3,605.5383317819211
12.31,605.4210653975937
12.32,605.3048287914622
12.33,605.1899490089228
12.34,605.0767530953716
12.35,604.9655680962046
12.36,604.856721056818
12.37,604.7505390226079
12.38,604.6473490389704
12.39,604.5474781513016
12.4,604.4512534049977
12.41,604.3590018454549
12.42,604.2710505180692
12.43,604.1877264682366
12.44,604.1093567413535
12.45,604.0362683828159
12.46,603.9687884380198
12.47,603.9072439523616
12.48,603.8519619712371
12.49,603.8032695400426
12.5,603.7614937041742
12.51,603.7269615090279
12.52,603.7
12.53,603.680862807916
12.54,603.669509905318
12.55,603.6658278501781
12.56,603.6697032004679
12.57,603.681022514159
12.58,603.6996723492238
12.59,603.7255392636333
12.6,603.7585098153595
12.61,603.7984705623745
12.62,603.8453080626497
12.63,603.898908874157
12.64,603.959159554868
12.65,604.0259466627548
12.66,604.0991567557888
12.67,604.1786763919418
12.68,604.2643921291859
12.69,604.3561905254925
12.7,604.4539581388336
12.71,604.5575815271809
12.72,604.6669472485061
12.73,604.7819418607809
12.74,604.9024519219772
12.75,605.0283639900667
12.76,605.1595646230212
12.77,605.2959403788124
12.78,605.437377815412
12.79,605.583763490792
12.8,605.734983962924
12.81,605.8909257897798
12.82,606.051475529331
12.83,606.2165197395495
12.84,606.3859449784072
12.85,606.5596378038757
12.86,606.7374847739268
12.87,606.9193724465323
12.88,607.1051873796638
12.89,607.2948161312933
12.9,607.4881452593921
12.91,607.6850613219326
12.92,607.8854508768861
12.93,608.0892004822247
12.94,608.2961966959201
12.95,608.5063260759435
12.96,608.7194751802674
12.97,608.9355305668632
