wind_speed,Vestas V19-90
2.43,0.0673258972324415
2.44,0.068156298563526
2.45,0.0689359883629414
2.46,0.0696638140958767
2.47,0.0703386232275215
2.48,0.070959263223065
2.49,0.0715245815476965
2.5,0.0720334256666055
2.51,0.072484643044981
2.52,0.0728770811480128
2.53,0.0732095874408897
2.54,0.0734810093888016
2.55,0.0736901944569374
2.56,0.0738359901104866
2.57,0.0739172438146385
2.58,0.0739328030345825
2.59,0.073881515235508
2.6,0.0737622278826039
2.61,0.0735737884410602
2.62,0.0733150443760657
2.63,0.07298484315281
2.64,0.0725820322364823
2.65,0.072105459092272
2.66,0.0715539711853686
2.67,0.0709264159809612
2.68,0.070221640944239
2.69,0.0694384935403916
2.7,0.0685758212346084
2.71,0.0676324714920784
2.72,0.0666072917779914
2.73,0.0654991295575363
2.74,0.0643068322959027
2.75,0.0630292474582797
2.76,0.061665222509857
2.77,0.0602136049158235
2.78,0.0586732421413688
2.79,0.0570429816516822
2.8,0.0553216709119531
2.81,0.0535081573873705
2.82,0.0516012885431241
2.83,0.0495999118444031
2.84,0.047502874756397
2.85,0.0453090247442949
2.86,0.0430172092732862
2.87,0.0406262758085601
2.88,0.0381350718153063
2.89,0.0355424447587137
2.9,0.0328472421039721
2.91,0.0300483113162705
2.92,0.0271444998607983
2.93,0.0241346552027448
2.94,0.0210176248072995
2.95,0.0177922561396515
2.96,0.0144573966649904
2.97,0.0110118938485052
2.98,0.0074545951553857
2.99,0.0037843480508207
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,0.0
4.01,0.0136765876421174
4.02,0.0278132365418122
4.03,0.0424089940323962
4.04,0.0574629074471774
4.05,0.0729740241194681
4.06,0.0889413913825791
4.07,0.105364056569823
4.08,0.1222410670145068
4.09,0.1395714700499435
4.1,0.1573543130094438
4.11,0.1755886432263198
4.12,0.1942735080338798
4.13,0.2134079547654351
4.14,0.2329910307542975
4.15,0.2530217833337793
4.16,0.2734992598371877
4.17,0.2944225075978348
4.18,0.3157905739490319
4.19,0.3376025062240919
4.2,0.3598573517563214
4.21,0.3825541578790335
4.22,0.4056919719255384
4.23,0.4292698412291498
4.24,0.4532868131231736
4.25,0.4777419349409229
4.26,0.5026342540157088
4.27,0.5279628176808417
4.28,0.5537266732696349
4.29,0.5799248681153946
4.3,0.6065564495514338
4.31,0.6336204649110639
4.32,0.6611159615275972
4.33,0.68904198673434
4.34,0.7173975878646056
4.35,0.7461818122517048
4.36,0.7753937072289518
4.37,0.8050323201296505
4.38,0.8350966982871156
4.39,0.8655858890346574
4.4,0.8964989397055899
4.41,0.9278348976332182
4.42,0.9595928101508552
4.43,0.9917717245918128
4.44,1.0243706882894037
4.45,1.0573887485769335
4.46,1.090824952787716
4.47,1.1246783482550615
4.48,1.1589479823122844
4.49,1.1936329022926886
4.5,1.2287321555295887
4.51,1.2642447893562958
4.52,1.3001698511061193
4.53,1.3365063881123749
4.54,1.373253447708366
4.55,1.4104100772274066
4.56,1.4479753240028082
4.57,1.4859482353678837
4.58,1.5243278586559383
4.59,1.5631132412002862
4.6,1.6023034303342374
4.61,1.641897473391107
4.62,1.681894417704198
4.63,1.722293310606826
4.64,1.7630931994322998
4.65,1.804293131513936
4.66,1.8458921541850364
4.67,1.887889314778916
4.68,1.930283660628887
4.69,1.9730742390682616
4.7,2.0162600974303446
4.71,2.05984028304845
4.72,2.103813843255889
4.73,2.148179825385976
4.74,2.1929372767720143
4.75,2.238085244747319
4.76,2.283622776645198
4.77,2.329548919798967
4.78,2.375862721541937
4.79,2.4225632292074124
4.8,2.469649490128707
4.81,2.5171205516391337
4.82,2.564975461072005
4.83,2.613213265760624
4.84,2.6618330130383057
4.85,2.7108337502383626
4.86,2.760214524694107
4.87,2.809974383738844
4.88,2.8601123747058868
4.89,2.9106275449285457
4.9,2.9615189417401377
4.91,3.0127856124739645
4.92,3.0644266044633395
4.93,3.1164409650415763
4.94,3.168827741541988
4.95,3.2215859812978764
4.96,3.274714731642558
4.97,3.328213039909344
4.98,3.382079953431547
4.99,3.436314519542472
5.0,3.490915785575433
5.01,3.54588279886374
5.02,3.601214606740705
5.03,3.6569102565396414
5.04,3.712968795593854
5.05,3.769389271236656
5.06,3.82617073080136
5.07,3.883312221621279
5.08,3.940812791029716
5.09,3.998671486359985
5.1,4.056887354945399
5.11,4.115459444119274
5.12,4.174386801214907
5.13,4.233668473565619
5.14,4.293303508504716
5.15,4.353290953365518
5.16,4.4136298554813225
5.17,4.474319262185446
5.18,4.535358220811201
5.19,4.5967457786919015
5.2,4.65848098316085
5.21,4.720562881551361
5.22,4.782990521196744
5.23,4.845762949430317
5.24,4.908879213585383
5.25,4.972338360995252
5.26,5.03613943899324
5.27,5.100281494912653
5.28,5.164763576086813
5.29,5.229584729849014
5.3,5.294744003532576
5.31,5.360240444470809
5.32,5.426073099997029
5.33,5.492241017444537
5.34,5.558743244146647
5.35,5.625578827436671
5.36,5.692746814647926
5.37,5.760246253113712
5.38,5.828076190167344
5.39,5.89623567314213
5.4,5.9647237493713945
5.41,6.03353946618843
5.42,6.102681870926556
5.43,6.172150010919082
5.44,6.241942933499326
5.45,6.312059686000585
5.46,6.382499315756177
5.47,6.453260870099413
5.48,6.5243433963636095
5.49,6.5957459418820665
5.5,6.667467553988098
5.51,6.739507280015017
5.52,6.811864167296135
5.53,6.884537263164766
5.54,6.957525614954211
5.55,7.0308282699977855
5.56,7.1044442756288015
5.57,7.178372679180575
5.58,7.252612527986405
5.59,7.32716286937961
5.6,7.402022750693497
5.61,7.477191219261387
5.62,7.552667322416575
5.63,7.62845010749238
5.64,7.704538621822114
5.65,7.780931912739091
5.66,7.857629027576612
5.67,7.934629013667991
5.68,8.01193091834654
5.69,8.089533788945579
5.7,8.167436672798404
5.71,8.245638617238333
5.72,8.324138669598671
5.73,8.402935877212744
5.74,8.482029287413845
5.75,8.561417947535292
5.76,8.641100904910397
5.77,8.721077206872469
5.78,8.801345900754828
5.79,8.881906033890766
5.8,8.962756653613607
5.81,9.043896807256658
5.82,9.12532554215324
5.83,9.207041905636643
5.84,9.289044945040196
5.85,9.3713337076972
5.86,9.453907240940978
5.87,9.53676459210482
5.88,9.619904808522053
5.89,9.703326937525985
5.9,9.78703002644993
5.91,9.871013122627184
5.92,9.955275273391072
5.93,10.039815526074896
5.94,10.124632928011984
5.95,10.209726526535627
5.96,10.295095368979142
5.97,10.38073850267584
5.98,10.46665497495904
5.99,10.55284383316204
6.0,10.639304124618157
6.01,10.726034896660698
6.02,10.813035196622977
6.03,10.900304071838312
6.04,10.987840569640005
6.05,11.075643737361364
6.06,11.1637126223357
6.07,11.252046271896342
6.08,11.340643733376575
6.09,11.429504054109724
6.1,11.5186262814291
6.11,11.608009462668017
6.12,11.69765264515977
6.13,11.787554876237682
6.14,11.87771520323506
6.15,11.968132673485224
6.16,12.05880633432147
6.17,12.149735233077116
6.18,12.240918417085476
6.19,12.332354933679865
6.2,12.424043830193575
6.21,12.515984153959929
6.22,12.608174952312238
6.23,12.70061527258382
6.24,12.793304162107969
6.25,12.886240668218004
6.26,12.97942383824724
6.27,13.072852719528978
6.28,13.16652635939655
6.29,13.260443805183236
6.3,13.354604104222371
6.31,13.449006303847252
6.32,13.543649451391202
6.33,13.63853259418752
6.34,13.73365477956952
6.35,13.829015054870514
6.36,13.924612467423824
6.37,14.020446064562742
6.38,14.116514893620586
6.39,14.212818001930666
6.4,14.309354436826302
6.41,14.406123245640792
6.42,14.503123475707453
6.43,14.600354174359593
6.44,14.697814388930531
6.45,14.79550316675357
6.46,14.893419555162016
6.47,14.99156260148919
6.48,15.089931353068405
6.49,15.18852485723296
6.5,15.287342161316165
6.51,15.386382312651346
6.52,15.4856443585718
6.53,15.585127346410852
6.54,15.684830323501796
6.55,15.784752337177949
6.56,15.884892434772627
6.57,15.985249663619143
6.58,16.085823071050793
6.59,16.186611704400896
6.6,16.28761461100277
6.61,16.388830838189726
6.62,16.49025943329506
6.63,16.591899443652085
6.64,16.693749916594122
6.65,16.795809899454486
6.66,16.898078439566472
6.67,17.000554584263398
6.68,17.10323738087857
6.69,17.206125876745322
6.7,17.30921911919693
6.71,17.41251615556672
6.72,17.516016033188013
6.73,17.61971779939411
6.74,17.723620501518326
6.75,17.82772318689396
6.76,17.932024902854337
6.77,18.03652469673276
6.78,18.14122161586255
6.79,18.246114707577
6.8,18.351203019209425
6.81,18.456485598093156
6.82,18.561961491561487
6.83,18.66762974694772
6.84,18.773489411585192
6.85,18.879539532807183
6.86,18.98577915794704
6.87,19.09220733433804
6.88,19.1988231093135
6.89,19.305625530206747
6.9,19.41261364435109
6.91,19.519786499079824
6.92,19.62714314172627
6.93,19.734682619623733
6.94,19.84240398010554
6.95,19.95030627050498
6.96,20.058388538155373
6.97,20.16664983039003
6.98,20.275089194542268
6.99,20.38370567794539
7.0,20.492498327932708
7.01,20.60146619183753
7.02,20.71060831699317
7.03,20.819923750732947
7.04,20.929411540390163
7.05,21.039070733298125
7.06,21.148900376790145
7.07,21.25889951819956
7.08,21.369067204859636
7.09,21.4794024841037
7.1,21.58990440326508
7.11,21.70057200967708
7.12,21.81140435067301
7.13,21.92240047358617
7.14,22.033559425749864
7.15,22.144880254497444
7.16,22.25636200716217
7.17,22.368003731077398
7.18,22.479804473576397
7.19,22.591763281992517
7.2,22.703879203659035
7.21,22.81615128590928
7.22,22.928578576076564
7.23,23.041160121494197
7.24,23.15389496949548
7.25,23.266782167413727
7.26,23.37982076258225
7.27,23.493009802334363
7.28,23.606348334003386
7.29,23.719835404922613
7.3,23.83347006242535
7.31,23.94725135384493
7.32,24.06117832651466
7.33,24.17525002776783
7.34,24.28946550493777
7.35,24.403823805357774
7.36,24.518323976361188
7.37,24.63296506528128
7.38,24.747746119451374
7.39,24.8626661862048
7.4,24.97772431287486
7.41,25.09291954679485
7.42,25.20825093529809
7.43,25.323717525717885
7.44,25.439318365387567
7.45,25.555052501640425
7.46,25.67091898180977
7.47,25.78691685322893
7.48,25.903045163231205
7.49,26.0193029591499
7.5,26.13568928831834
7.51,26.252203198069807
7.52,26.36884373573765
7.53,26.48560994865517
7.54,26.602500884155663
7.55,26.71951558957244
7.56,26.836653112238825
7.57,26.953912499488133
7.58,27.071292798653648
7.59,27.1887930570687
7.6,27.3064123220666
7.61,27.42414964098066
7.62,27.54200406114418
7.63,27.65997462989048
7.64,27.778060394552867
7.65,27.896260402464662
7.66,28.014573700959158
7.67,28.132999337369668
7.68,28.25153635902952
7.69,28.370183813272018
7.7,28.48894074743045
7.71,28.607806208838166
7.72,28.72677924482845
7.73,28.845858902734637
7.74,28.965044229889983
7.75,29.084334273627867
7.76,29.203728081281547
7.77,29.32322470018436
7.78,29.442823177669634
7.79,29.56252256107064
7.8,29.682321897720712
7.81,29.80222023495315
7.82,29.922216620101285
7.83,30.042310100498405
7.84,30.162499723477826
7.85,30.28278453637286
7.86,30.403163586516836
7.87,30.52363592124303
7.88,30.644200587884782
7.89,30.76485663377538
7.9,30.88560310624817
7.91,31.006439052636424
7.92,31.12736352027347
7.93,31.24837555649262
7.94,31.36947420862719
7.95,31.49065852401047
7.96,31.6119275499758
7.97,31.733280333856445
7.98,31.85471592298578
7.99,31.97623336469706
8.0,32.097831706323625
8.01,32.219509995198784
8.02,32.34126727865582
8.03,32.46310260402808
8.04,32.58501501864886
8.05,32.707003569851494
8.06,32.82906730496924
8.07,32.95120527133544
8.08,33.07341651628342
8.09,33.195700087146456
8.1,33.318055031257884
8.11,33.44048039595101
8.12,33.56297522855914
8.13,33.68553857641562
8.14,33.8081694868537
8.15,33.930867007206714
8.16,34.05363018480798
8.17,34.176458066990804
8.18,34.2993497010885
8.19,34.422304134434384
8.2,34.54532041436177
8.21,34.66839758820396
8.22,34.79153470329427
8.23,34.91473080696598
8.24,35.03798494655244
8.25,35.161296169386944
8.26,35.28466352280281
8.27,35.40808605413334
8.28,35.531562810711854
8.29,35.65509283987165
8.3,35.77867518894608
8.31,35.9023089052684
8.32,36.02599303617193
8.33,36.14972662899001
8.34,36.273508731055934
8.35,36.397338389703
8.36,36.52121465226454
8.37,36.64513656607386
8.38,36.76910317846428
8.39,36.893113536769086
8.4,37.0171666883216
8.41,37.14126168045512
8.42,37.26539756050299
8.43,37.3895733757985
8.44,37.51378817367496
8.45,37.63804100146568
8.46,37.76233090650399
8.47,37.88665693612318
8.48,38.01101813765656
8.49,38.13541355843744
8.5,38.259842245799135
8.51,38.384303247074975
8.52,38.50879560959824
8.53,38.63331838070226
8.54,38.75787060772034
8.55,38.882451337985806
8.56,39.00705961883194
8.57,39.13169449759207
8.58,39.256355021599504
8.59,39.38104023818755
8.6,39.50574919468952
8.61,39.63048093843872
8.62,39.75523451676848
8.63,39.88000897701211
8.64,40.0048033665029
8.65,40.12961673257416
8.66,40.25444812255921
8.67,40.37929658379136
8.68,40.504161163603925
8.69,40.629040909330215
8.7,40.75393486830352
8.71,40.87884208785721
8.72,41.003761615324535
8.73,41.12869249803882
8.74,41.25363378333339
8.75,41.37858451854153
8.76,41.503543750996585
8.77,41.62851052803185
8.78,41.75348389698063
8.79,41.87846290517624
8.8,42.00344659995201
8.81,42.12843402864121
8.82,42.253424238577175
8.83,42.37841627709322
8.84,42.50340919152265
8.85,42.62840202919876
8.86,42.753393837454894
8.87,42.878383663624334
8.88,43.003370555040426
8.89,43.12835355903644
8.9,43.2533317229457
8.91,43.37830409410152
8.92,43.50326971983722
8.93,43.62822764748609
8.94,43.75317692438147
8.95,43.87811659785664
8.96,44.003045715244944
8.97,44.127963323879655
8.98,44.25286847109411
8.99,44.3777602042216
9.0,44.502637570595454
9.01,44.62749961754897
9.02,44.75234539241548
9.03,44.87717394252826
9.04,45.00198431522066
9.05,45.12677555782598
9.06,45.25154671767751
9.07,45.37629684210857
9.08,45.50102497845247
9.09,45.62573017404253
9.1,45.75041147621205
9.11,45.87506793229437
9.12,45.99969858962275
9.13,46.12430249553056
9.14,46.248878697351046
9.15,46.373426242417565
9.16,46.497944178063406
9.17,46.6224315516219
9.18,46.74688741042634
9.19,46.87131080181004
9.2,46.99570077310632
9.21,47.1200563716485
9.22,47.24437664476986
9.23,47.368660639803714
9.24,47.4929074040834
9.25,47.61711598494221
9.26,47.74128542971346
9.27,47.86541478573045
9.28,47.9895031003265
9.29,48.113549420834936
9.3,48.23755279458907
9.31,48.36151226892216
9.32,48.48542689116758
9.33,48.60929570865859
9.34,48.73311776872853
9.35,48.85689211871073
9.36,48.98061780593845
9.37,49.10429387774504
9.38,49.227919381463806
9.39,49.35149336442804
9.4,49.47501487397106
9.41,49.598482957426185
9.42,49.72189666212671
9.43,49.84525503540597
9.44,49.96855712459727
9.45,50.091801977033896
9.46,50.2149886400492
9.47,50.33811616097647
9.48,50.461183587149
9.49,50.58418996590011
9.5,50.70713434456313
9.51,50.83001577047136
9.52,50.9528332909581
9.53,51.07558595335667
9.54,51.19827280500039
9.55,51.32089289322258
9.56,51.4434452653565
9.57,51.56592896873551
9.58,51.68834305069291
9.59,51.81068655856198
9.6,51.93295853967608
9.61,52.05515804136847
9.62,52.17728411097252
9.63,52.29933579582151
9.64,52.42131214324873
9.65,52.543212200587504
9.66,52.66503501517116
9.67,52.786779634333
9.68,52.90844510540632
9.69,53.03003047572445
9.7,53.15153479262069
9.71,53.2729571034284
9.72,53.394296455480784
9.73,53.51555189611125
9.74,53.63672247265305
9.75,53.75780723243953
9.76,53.878805222803976
9.77,53.999715491079726
9.78,54.12053708460009
9.79,54.24126905069832
9.8,54.36191043670783
9.81,54.48246028996184
9.82,54.6029176577937
9.83,54.72328158753671
9.84,54.84355112652419
9.85,54.96372532208944
9.86,55.08380322156576
9.87,55.20378387228651
9.88,55.32366632158498
9.89,55.443449616794425
9.9,55.56313280524823
9.91,55.68271493427967
9.92,55.80219505122206
9.93,55.92157220340872
9.94,56.04084543817292
9.95,56.16001380284803
9.96,56.27907634476736
9.97,56.398032111264165
9.98,56.51688014967179
9.99,56.63561950732354
10.0,56.75424923155274
10.01,56.87276836969268
10.02,56.99117596907666
10.03,57.10947107703804
10.04,57.22765274091009
10.05,57.34572000802616
10.06,57.4636719257195
10.07,57.58150754132346
10.08,57.69922590217135
10.09,57.81682605559646
10.1,57.934307048932126
10.11,58.05166792951167
10.12,58.168907744668346
10.13,58.28602554173553
10.14,58.403020368046505
10.15,58.51989127093456
10.16,58.636637297733024
10.17,58.753257495775216
10.18,58.86975091239444
10.19,58.986116594924006
10.2,59.102353590697234
10.21,59.21846094704745
10.22,59.33443771130791
10.23,59.45028293081195
10.24,59.5659956528929
10.25,59.68157492488405
10.26,59.79701979411874
10.27,59.91232930793024
10.28,60.02750251365188
10.29,60.142538458616976
10.3,60.25743619015887
10.31,60.3721947556108
10.32,60.48681320230611
10.33,60.601290577578126
10.34,60.71562592876015
10.35,60.82981830318548
10.36,60.94386674818744
10.37,61.05777031109933
10.38,61.1715280392545
10.39,61.285138979986215
10.4,61.39860218062778
10.41,61.51191668851254
10.42,61.6250815509738
10.43,61.73809581534485
10.44,61.85095852895903
10.45,61.9636687391496
10.46,62.07622549324997
10.47,62.18862783859333
10.48,62.300874822513066
10.49,62.41296549234246
10.5,62.52489889541484
10.51,62.636674079063496
10.52,62.74829009062176
10.53,62.85974597742293
10.54,62.97104078680033
10.55,63.08217356608728
10.56,63.19314336261705
10.57,63.30394922372299
10.58,63.41459019673839
10.59,63.52506532899653
10.6,63.6353736678308
10.61,63.74551426057445
10.62,63.855486154560815
10.63,63.9652883971232
10.64,64.07492003559491
10.65,64.18438011730927
10.66,64.29366768959956
10.67,64.40278179979914
10.68,64.51172149524126
10.69,64.62048582325929
10.7,64.7290738311865
10.71,64.83748456635624
10.72,64.94571707610177
10.73,65.05377040775643
10.74,65.16164360865352
10.75,65.26933572612637
10.76,65.37684580750827
10.77,65.48417290013256
10.78,65.59131605133251
10.79,65.69827430844146
10.8,65.80504671879274
10.81,65.91163232971961
10.82,66.0180301885554
10.83,66.12423934263342
10.84,66.23025883928699
10.85,66.33608772584941
10.86,66.44172504965401
10.87,66.5471698580341
10.88,66.65242119832297
10.89,66.75747811785392
10.9,66.8623396639603
10.91,66.96700488397539
10.92,67.07147282523252
10.93,67.17574253506498
10.94,67.27981306080612
10.95,67.38368344978919
10.96,67.48735274934758
10.97,67.59082000681452
10.98,67.69408426952337
10.99,67.79714458480743
11.0,67.9
11.01,68.00264977521122
11.02,68.10509402165845
11.03,68.2073330633359
11.04,68.30936722423775
11.05,68.41119682835819
11.06,68.51282219969141
11.07,68.6142436622316
11.08,68.71546153997295
11.09,68.81647615690966
11.1,68.9172878370359
11.11,69.01789690434589
11.12,69.1183036828338
11.13,69.21850849649383
11.14,69.31851166932015
11.15,69.41831352530696
11.16,69.51791438844846
11.17,69.61731458273883
11.18,69.71651443217227
11.19,69.81551426074294
11.2,69.9143143924451
11.21,70.01291515127292
11.22,70.11131686122052
11.23,70.20951984628213
11.24,70.30752443045196
11.25,70.4053309377242
11.26,70.50293969209301
11.27,70.6003510175526
11.28,70.69756523809717
11.29,70.79458267772091
11.3,70.89140366041798
11.31,70.9880285101826
11.32,71.08445755100894
11.33,71.18069110689122
11.34,71.27672950182357
11.35,71.37257305980026
11.36,71.46822210481544
11.37,71.56367696086326
11.38,71.65893795193803
11.39,71.75400540203381
11.4,71.84887963514485
11.41,71.94356097526533
11.42,72.03804974638943
11.43,72.13234627251141
11.44,72.22645087762535
11.45,72.32036388572551
11.46,72.41408562080609
11.47,72.50761640686122
11.48,72.60095656788516
11.49,72.69410642787203
11.5,72.78706631081607
11.51,72.87983654071147
11.52,72.9724174415524
11.53,73.06480933733305
11.54,73.15701255204763
11.55,73.24902740969031
11.56,73.3408542342553
11.57,73.43249334973677
11.58,73.52394508012893
11.59,73.61520974942594
11.6,73.70628768162203
11.61,73.79717920071135
11.62,73.88788463068812
11.63,73.97840429554654
11.64,74.06873851928077
11.65,74.158887625885
11.66,74.24885193935344
11.67,74.33863178368027
11.68,74.42822748285968
11.69,74.51763936088588
11.7,74.60686774175302
11.71,74.69591294945533
11.72,74.78477530798699
11.73,74.87345514134219
11.74,74.9619527735151
11.75,75.05026852849991
11.76,75.13840273029086
11.77,75.22635570288207
11.78,75.31412777026779
11.79,75.4017192564422
11.8,75.48913048539947
11.81,75.57636178113378
11.82,75.66341346763937
11.83,75.75028586891034
11.84,75.83697930894098
11.85,75.92349411172543
11.86,76.00983060125792
11.87,76.09598910153258
11.88,76.18196993654364
11.89,76.26777343028526
11.9,76.35339990675166
11.91,76.43884968993704
11.92,76.52412310383556
11.93,76.60922047244144
11.94,76.6941421197488
11.95,76.77888836975193
11.96,76.86345954644496
11.97,76.9478559738221
11.98,77.03207797587751
11.99,77.11612587660544
12.0,77.2
12.01,77.28370030458885
12.02,77.3672252870331
12.03,77.45057307852728
12.04,77.53374181026594
12.05,77.61672961344364
12.06,77.69953461925489
12.07,77.78215495889421
12.08,77.8645887635562
12.09,77.94683416443533
12.1,78.02888929272619
12.11,78.11075227962328
12.12,78.19242125632117
12.13,78.2738943540144
12.14,78.35516970389747
12.15,78.43624543716497
12.16,78.51711968501141
12.17,78.59779057863132
12.18,78.67825624921925
12.19,78.75851482796972
12.2,78.8385644460773
12.21,78.91840323473653
12.22,78.99802932514191
12.23,79.07744084848802
12.24,79.15663593596936
12.25,79.23561271878049
12.26,79.31436932811596
12.27,79.39290389517028
12.28,79.47121455113802
12.29,79.54929942721367
12.3,79.62715665459186
12.31,79.70478436446702
12.32,79.78218068803373
12.33,79.85934375648657
12.34,79.93627170102003
12.35,80.01296265282865
12.36,80.089414743107
12.37,80.16562610304959
12.38,80.24159486385098
12.39,80.31731915670566
12.4,80.39279711280824
12.41,80.46802686335322
12.42,80.54300653953514
12.43,80.61773427254853
12.44,80.69220819358796
12.45,80.76642643384791
12.46,80.840387124523
12.47,80.91408839680771
12.48,80.98752838189657
12.49,81.06070521098415
12.5,81.133617015265
12.51,81.20626192593362
12.52,81.27863807418457
12.53,81.35074359121238
12.54,81.4225766082116
12.55,81.49413525637677
12.56,81.56541766690242
12.57,81.63642197098308
12.58,81.70714629981327
12.59,81.77758878458758
12.6,81.84774755650054
12.61,81.91762074674665
12.62,81.98720648652048
12.63,82.05650290701657
12.64,82.12550813942944
12.65,82.19422031495364
12.66,82.26263756478369
12.67,82.33075802011416
12.68,82.39857981213956
12.69,82.46610107205443
12.7,82.53331993105336
12.71,82.6002345203308
12.72,82.66684297108135
12.73,82.73314341449955
12.74,82.79913398177993
12.75,82.86481280411698
12.76,82.93017801270531
12.77,82.99522773873944
12.78,83.05996011341387
12.79,83.12437326792318
12.8,83.18846533346189
12.81,83.25223444122454
12.82,83.31567872240566
12.83,83.37879630819982
12.84,83.44158532980153
12.85,83.50404391840533
12.86,83.56617020520575
12.87,83.62796232139736
12.88,83.6894183981747
12.89,83.75053656673225
12.9,83.8113149582646
12.91,83.8717517039663
12.92,83.93184493503186
12.93,83.99159278265583
12.94,84.05099337803271
12.95,84.11004485235708
12.96,84.16874533682349
12.97,84.22709296262643
12.98,84.28508586096046
12.99,84.34272216302016
13.0,84.4
13.01,84.45691830643344
13.02,84.51347923020921
13.03,84.56968572255502
13.04,84.6255407346985
13.05,84.68104721786735
13.06,84.73620812328916
13.07,84.79102640219162
13.08,84.84550500580237
13.09,84.89964688534907
13.1,84.95345499205939
13.11,85.006932277161
13.12,85.06008169188152
13.13,85.11290618744864
13.14,85.16540871508998
13.15,85.21759222603322
13.16,85.269459671506
13.17,85.32101400273596
13.18,85.37225817095083
