wind_speed,Cannon 26/250
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,0.0
4.01,0.0
4.02,0.0
4.03,0.0
4.04,0.0
4.05,0.0
4.06,0.0
4.07,0.0
4.08,0.0
4.09,0.0
4.1,0.0
4.11,0.0
4.12,0.0
4.13,0.0
4.14,0.0
4.15,0.0
4.16,0.0
4.17,0.0
4.18,0.0
4.19,0.0
4.2,0.0
4.21,0.0
4.22,0.0
4.23,0.0
4.24,0.0
4.25,0.0
4.26,0.0
4.27,0.0
4.28,0.0
4.29,0.0
4.3,0.0
4.31,0.0
4.32,0.0
4.33,0.0
4.34,0.0
4.35,0.0
4.36,0.0
4.37,0.0
4.38,0.0
4.39,0.0
4.4,0.0
4.41,0.0
4.42,0.0
4.43,0.0
4.44,0.0
4.45,0.0
4.46,0.0
4.47,0.0
4.48,0.0
4.49,0.0
4.5,5.0
4.51,5.298548805096389
4.52,5.596135520030081
4.53,5.892763522167643
4.54,6.188436188875572
4.55,6.48315689752043
4.56,6.776929025468768
4.57,7.069755950087156
4.58,7.361641048742078
4.59,7.652587698800109
4.6,7.942599277627791
4.61,8.231679162591698
4.62,8.519830731058313
4.63,8.807057360394213
4.64,9.09336242796594
4.65,9.37874931114006
4.66,9.66322138728307
4.67,9.946782033761536
4.68,10.229434627942004
4.69,10.511182547191035
4.7,10.79202916887514
4.71,11.071977870360868
4.72,11.351032029014778
4.73,11.629195022203428
4.74,11.906470227293314
4.75,12.182861021651004
4.76,12.45837078264305
4.77,12.733002887635983
4.78,13.006760713996382
4.79,13.27964763909074
4.8,13.551667040285617
4.81,13.822822294947564
4.82,14.093116780443143
4.83,14.362553874138856
4.84,14.631136953401269
4.85,14.898869395596922
4.86,15.165754578092388
4.87,15.431795878254151
4.88,15.6969966734488
4.89,15.961360341042854
4.9,16.2248902584029
4.91,16.487589802895425
4.92,16.749462351886997
4.93,17.01051128274416
4.94,17.270739972833475
4.95,17.53015179952145
4.96,17.788750140174653
4.97,18.04653837215962
4.98,18.30351987284292
4.99,18.55969801959104
5.0,18.81507618977056
5.01,19.069657760748026
5.02,19.32344610988998
5.03,19.57644461456297
5.04,19.82865665213352
5.05,20.08008559996818
5.06,20.330734835433507
5.07,20.580607735896045
5.08,20.829707678722315
5.09,21.078038041278877
5.1,21.325602200932263
5.11,21.57240353504905
5.12,21.818445420995737
5.13,22.06373123613889
5.14,22.308264357845047
5.15,22.552048163480777
5.16,22.795086030412584
5.17,23.037381336007027
5.18,23.27893745763065
5.19,23.519757772650024
5.2,23.759845658431647
5.21,23.99920449234208
5.22,24.237837651747864
5.23,24.47574851401557
5.24,24.712940456511703
5.25,24.949416856602827
5.26,25.18518109165548
5.27,25.420236539036203
5.28,25.65458657611157
5.29,25.88823458024807
5.3,26.12118392881229
5.31,26.35343799917075
5.32,26.58500016869002
5.33,26.81587381473661
5.34,27.04606231467708
5.35,27.27556904587797
5.36,27.504397385705857
5.37,27.732550711527217
5.38,27.96003240070865
5.39,28.186845830616672
5.4,28.412994378617853
5.41,28.63848142207871
5.42,28.863310338365785
5.43,29.08748450484564
5.44,29.31100729888483
5.45,29.53388209784986
5.46,29.75611227910728
5.47,29.97770122002367
5.48,30.19865229796556
5.49,30.418968890299464
5.5,30.63865437439195
5.51,30.857712127609545
5.52,31.07614552731882
5.53,31.29395795088631
5.54,31.511152775678543
5.55,31.72773337906208
5.56,31.94370313840344
5.57,32.1590654310692
5.58,32.37382363442588
5.59,32.58798112584003
5.6,32.8015412826782
5.61,33.01450748230693
5.62,33.22688310209276
5.63,33.43867151940222
5.64,33.64987611160187
5.65,33.86050025605829
5.66,34.07054733013794
5.67,34.280020711207435
5.68,34.48892377663327
5.69,34.69725990378204
5.7,34.905032470020245
5.71,35.11224485271444
5.72,35.31890042923117
5.73,35.52500257693702
5.74,35.73055467319846
5.75,35.935560095382066
5.76,36.140022220854384
5.77,36.34394442698197
5.78,36.54733009113137
5.79,36.75018259066909
5.8,36.9525053029617
5.81,37.154301605375736
5.82,37.35557487527777
5.83,37.556328490034296
5.84,37.75656582701189
5.85,37.95629026357709
5.86,38.15550517709645
5.87,38.35421394493648
5.88,38.55241994446376
5.89,38.75012655304481
5.9,38.9473371480462
5.91,39.14405510683444
5.92,39.3402838067761
5.93,39.53602662523771
5.94,39.73128693958583
5.95,39.92606812718697
5.96,40.1203735654077
5.97,40.31420663161455
5.98,40.5075707031741
5.99,40.70046915745285
6.0,40.89290537181735
6.01,41.08488272363416
6.02,41.27640459026981
6.03,41.46747434909088
6.04,41.65809537746384
6.05,41.84827105275531
6.06,42.03800475233179
6.07,42.22729985355984
6.08,42.416159733806
6.09,42.6045877704368
6.1,42.79258734081879
6.11,42.98016182231855
6.12,43.16731459230257
6.13,43.35404902813742
6.14,43.540368507189626
6.15,43.726276406825775
6.16,43.911776104412354
6.17,44.09687097731594
6.18,44.28156440290308
6.19,44.46585975854031
6.2,44.649760421594166
6.21,44.83326976943119
6.22,45.01639117941794
6.23,45.19912802892097
6.24,45.38148369530678
6.25,45.56346155594194
6.26,45.74506498819299
6.27,45.92629736942649
6.28,46.107162077008994
6.29,46.28766248830699
6.3,46.46780198068706
6.31,46.64758393151575
6.32,46.8270117181596
6.33,47.006088717985136
6.34,47.1848183083589
6.35,47.36320386664748
6.36,47.541248770217386
6.37,47.71895639643513
6.38,47.89633012266734
6.39,48.07337332628048
6.4,48.25008938464114
6.41,48.42648167511584
6.42,48.602553575071134
6.43,48.77830846187355
6.44,48.95374971288968
6.45,49.12888070548599
6.46,49.30370481702908
6.47,49.47822542488548
6.48,49.65244590642176
6.49,49.826369639004405
6.5,50.0
6.51,50.17334036677508
6.52,50.346394116696175
6.53,50.51916462712988
6.54,50.69165527544266
6.55,50.8638694390011
6.56,51.03581049517176
6.57,51.20748182132117
6.58,51.37888679481586
6.59,51.55002879302238
6.6,51.72091119330728
6.61,51.8915373730371
6.62,52.06191070957839
6.63,52.23203458029767
6.64,52.40191236256152
6.65,52.57154743373647
6.66,52.74094317118904
6.67,52.9101029522858
6.68,53.07903015439328
6.69,53.24772815487805
6.7,53.41620033110661
6.71,53.58445006044553
6.72,53.75248072026135
6.73,53.92029568792063
6.74,54.08789834078989
6.75,54.25529205623567
6.76,54.42248021162453
6.77,54.589466184323
6.78,54.75625335169765
6.79,54.92284509111501
6.8,55.0892447799416
6.81,55.25545579554398
6.82,55.42148151528872
6.83,55.58732531654234
6.84,55.75299057667135
6.85,55.918480673042346
6.86,56.08379898302187
6.87,56.248948883976446
6.88,56.4139337532726
6.89,56.5787569682769
6.9,56.74342190635589
6.91,56.90793194487611
6.92,57.072290461204105
6.93,57.236500832706405
6.94,57.40056643674958
6.95,57.564490650700165
6.96,57.72827685192467
6.97,57.89192841778969
6.98,58.05544872566174
6.99,58.218841152907366
7.0,58.3821090768931
7.01,58.54525587498552
7.02,58.70828492455114
7.03,58.87119960295651
7.04,59.03400328756818
7.05,59.196699355752685
7.06,59.359291184876575
7.07,59.5217821523064
7.08,59.684175635408685
7.09,59.84647501154999
7.1,60.00868365809685
7.11,60.17080495241585
7.12,60.33284227187344
7.13,60.49479899383624
7.14,60.65667849567076
7.15,60.81848415474359
7.16,60.98021934842121
7.17,61.14188745407019
7.18,61.303491849057096
7.19,61.46503591074844
7.2,61.6265230165108
7.21,61.78795654371068
7.22,61.94933986971464
7.23,62.11067637188923
7.24,62.27196942760099
7.25,62.43322241421646
7.26,62.59443870910218
7.27,62.75562168962469
7.28,62.916774733150575
7.29,63.077901217046346
7.3,63.23900451867853
7.31,63.40008801541369
7.32,63.56115508461836
7.33,63.722209103659104
7.34,63.88325344990245
7.35,64.04429150071493
7.36,64.20532663346314
7.37,64.36636222551356
7.38,64.52740165423275
7.39,64.68844829698727
7.4,64.84950553114368
7.41,65.01057673406848
7.42,65.17166528312822
7.43,65.33277455568948
7.44,65.4939079291188
7.45,65.65506878078267
7.46,65.81626048804767
7.47,65.97748642828036
7.48,66.13874997884726
7.49,66.30005451711492
7.5,66.46140342044987
7.51,66.62280006621869
7.52,66.78424783178788
7.53,66.94575009452402
7.54,67.10731023179363
7.55,67.26893162096324
7.56,67.43061763939943
7.57,67.59237166446876
7.58,67.75419707353772
7.59,67.91609724397287
7.6,68.07807555314075
7.61,68.24013537840794
7.62,68.40228009714093
7.63,68.5645130867063
7.64,68.72683772447058
7.65,68.88925738780031
7.66,69.0517754540621
7.67,69.21439530062237
7.68,69.37712030484774
7.69,69.53995384410476
7.7,69.70289929575993
7.71,69.86596003717983
7.72,70.029139445731
7.73,70.19244089877999
7.74,70.35586777369332
7.75,70.51942344783751
7.76,70.68311129857918
7.77,70.8469347032848
7.78,71.01089703932098
7.79,71.1750016840542
7.8,71.33925201485103
7.81,71.50365140907803
7.82,71.66820324410173
7.83,71.83291089728867
7.84,71.9977777460054
7.85,72.16280716761842
7.86,72.3280025394944
7.87,72.49336723899974
7.88,72.65890464350102
7.89,72.82461813036484
7.9,72.9905110769577
7.91,73.15658686064616
7.92,73.32284885879675
7.93,73.489300448776
7.94,73.65594500795049
7.95,73.82278591368674
7.96,73.98982654335131
7.97,74.15707027431073
7.98,74.32452048393154
7.99,74.49218054958028
8.0,74.66005384862355
8.01,74.82814375842781
8.02,74.99645365635965
8.03,75.1649869197856
8.04,75.3337469260722
8.05,75.50273705258604
8.06,75.6719606766936
8.07,75.84142117576145
8.08,76.01112192715613
8.09,76.18106630824417
8.1,76.35125769639217
8.11,76.52169946896662
8.12,76.69239500333407
8.13,76.86334767686111
8.14,77.0345608669142
8.15,77.20603795085995
8.16,77.37778230606486
8.17,77.54979730989551
8.18,77.72208633971842
8.19,77.89465277290014
8.2,78.06749998680723
8.21,78.24063135880624
8.22,78.41405026626367
8.23,78.5877600865461
8.24,78.76176419702004
8.25,78.93606597505209
8.26,79.1106687980087
8.27,79.28557604325653
8.28,79.46079108816204
8.29,79.6363173100918
8.3,79.81215808641238
8.31,79.98831679449027
8.32,80.16479681169206
8.33,80.34160151538424
8.34,80.51873428293341
8.35,80.69619849170608
8.36,80.87399751906881
8.37,81.05213474238813
8.38,81.23061353903066
8.39,81.4094372863628
8.4,81.5886093617512
8.41,81.76813314256235
8.42,81.94801200616283
8.43,82.12824932991914
8.44,82.3088484911979
8.45,82.48981286736559
8.46,82.67114583578878
8.47,82.852850773834
8.48,83.03493105886781
8.49,83.2173900682567
8.5,83.4002311793673
8.51,83.58345776956608
8.52,83.76707321621961
8.53,83.95108089669446
8.54,84.13548418835715
8.55,84.32028646857424
8.56,84.50549111471223
8.57,84.69110150413769
8.58,84.87712101421717
8.59,85.0635530223172
8.6,85.25040090580433
8.61,85.43766804204512
8.62,85.62535780840608
8.63,85.81347358225382
8.64,86.00201874095478
8.65,86.1909966618756
8.66,86.38041072238275
8.67,86.57026429984283
8.68,86.76056077162235
8.69,86.95130351508787
8.7,87.14249590760593
8.71,87.3341413265431
8.72,87.52624314926585
8.73,87.7188047531408
8.74,87.91182951553445
8.75,88.10532081381335
8.76,88.29928202534404
8.77,88.49371652749308
8.78,88.68862769762701
8.79,88.88401891311237
8.8,89.07989355131573
8.81,89.27625498960361
8.82,89.47310660534251
8.83,89.67045177589904
8.84,89.8682938786397
8.85,90.06663629093106
8.86,90.26548239013964
8.87,90.46483555363204
8.88,90.66469915877478
8.89,90.86507658293436
8.9,91.06597120347732
8.91,91.26738639777028
8.92,91.4693255431797
8.93,91.67179201707218
8.94,91.87478919681422
8.95,92.07832045977244
8.96,92.28238918331331
8.97,92.4869987448034
8.98,92.69215252160924
8.99,92.89785389109736
9.0,93.10410623063436
9.01,93.31091291758672
9.02,93.51827732932104
9.03,93.72620284320382
9.04,93.93469283660166
9.05,94.14375068688108
9.06,94.35337977140856
9.07,94.56358346755069
9.08,94.77436515267402
9.09,94.98572820414508
9.1,95.19767599933044
9.11,95.41021191559663
9.12,95.62333933031016
9.13,95.83706162083767
9.14,96.0513821645456
9.15,96.26630433880054
9.16,96.481831520969
9.17,96.69796708841756
9.18,96.91471441851276
9.19,97.1320768886211
9.2,97.35005787610922
9.21,97.5686607583436
9.22,97.78788891269076
9.23,98.00774571651726
9.24,98.22823454718969
9.25,98.44935878207453
9.26,98.67112179853834
9.27,98.89352697394769
9.28,99.11657768566909
9.29,99.34027731106912
9.3,99.56462922751432
9.31,99.7896368123712
9.32,100.01530344300636
9.33,100.24163249678624
9.34,100.4686273510775
9.35,100.6962913832466
9.36,100.92462797066015
9.37,101.15364049068464
9.38,101.38333232068668
9.39,101.61370683803273
9.4,101.84476742008935
9.41,102.07651744422311
9.42,102.3089602878006
9.43,102.54209932818829
9.44,102.7759379427527
9.45,103.01047950886048
9.46,103.2457274038781
9.47,103.48168500517212
9.48,103.71835569010906
9.49,103.95574283605548
9.5,104.19384982037796
9.51,104.43268002044296
9.52,104.67223681361712
9.53,104.91252357726694
9.54,105.15354368875894
9.55,105.39530052545976
9.56,105.63779746473578
9.57,105.88103788395368
9.58,106.12502516047992
9.59,106.3697626716811
9.6,106.61525379492372
9.61,106.86150190757438
9.62,107.10851038699955
9.63,107.35628261056593
9.64,107.60482195563984
9.65,107.85413179958796
9.66,108.10421551977682
9.67,108.35507649357294
9.68,108.60671809834284
9.69,108.85914371145316
9.7,109.1123567102703
9.71,109.366360472161
9.72,109.6211583744916
9.73,109.87675379462875
9.74,110.133150109939
9.75,110.39035069778882
9.76,110.64835893554483
9.77,110.90717820057354
9.78,111.1668118702415
9.79,111.42726332191526
9.8,111.6885359329614
9.81,111.95063308074636
9.82,112.21355814263678
9.83,112.47731449599912
9.84,112.7419055182
9.85,113.00733458660594
9.86,113.27360507858349
9.87,113.54072037149912
9.88,113.80868384271952
9.89,114.07749886961112
9.9,114.3471688295405
9.91,114.61769709987416
9.92,114.88908705797871
9.93,115.16134208122064
9.94,115.43446554696656
9.95,115.70846083258292
9.96,115.9833313154364
9.97,116.2590803728934
9.98,116.5357113823205
9.99,116.8132277210843
10.0,117.0916327665513
10.01,117.37092989608804
10.02,117.65112248706107
10.03,117.93221391683696
10.04,118.21420756278224
10.05,118.49710680226347
10.06,118.78091501264714
10.07,119.06563557129984
10.08,119.35127185558808
10.09,119.63782724287842
10.1,119.9253051105374
10.11,120.21370883593156
10.12,120.50304179642748
10.13,120.79330736939173
10.14,121.08450893219072
10.15,121.37664986219112
10.16,121.66973353675938
10.17,121.96376333326212
10.18,122.25874262906584
10.19,122.5546748015371
10.2,122.85156322804248
10.21,123.14941128594846
10.22,123.44822235262164
10.23,123.74799980542844
10.24,124.04874702173558
10.25,124.35046737890951
10.26,124.65316425431672
10.27,124.95684102532388
10.28,125.26150106929744
10.29,125.56714776360398
10.3,125.87378448561012
10.31,126.18141461268226
10.32,126.490041522187
10.33,126.79966859149084
10.34,127.11029919796042
10.35,127.42193671896226
10.36,127.73458453186284
10.37,128.04824601402876
10.38,128.3629245428266
10.39,128.6786234956228
10.4,128.99534624978395
10.41,129.3130961826766
10.42,129.63187667166727
10.43,129.95169109412254
10.44,130.27254282740896
10.45,130.59443524889303
10.46,130.91737173594137
10.47,131.24135566592042
10.48,131.56639041619678
10.49,131.892479364137
10.5,132.21962588710758
10.51,132.5478333624751
10.52,132.8771051676061
10.53,133.2074446798671
10.54,133.5388552766247
10.55,133.8713403352455
10.56,134.20490323309585
10.57,134.5395473475424
10.58,134.8752760559517
10.59,135.21209273569025
10.6,135.55000076412466
10.61,135.88900351862142
10.62,136.2291043765471
10.63,136.57030671526832
10.64,136.91261391215147
10.65,137.25602934456316
10.66,137.60055638986992
10.67,137.94619842543835
10.68,138.29295882863494
10.69,138.64084097682624
10.7,138.98984824737883
10.71,139.33998401765928
10.72,139.69125166503397
10.73,140.04365456686963
10.74,140.39719610053265
10.75,140.7518796433897
10.76,141.10770857280727
10.77,141.46468626615192
10.78,141.8228161007902
10.79,142.18210145408855
10.8,142.5425457034137
10.81,142.9041522261321
10.82,143.26692439961022
10.83,143.63086560121468
10.84,143.995979208312
10.85,144.36226859826877
10.86,144.72973714845148
10.87,145.0983882362267
10.88,145.46822523896105
10.89,145.8392515340209
10.9,146.21147049877288
10.91,146.5848855105836
10.92,146.95949994681948
10.93,147.33531718484716
10.94,147.71234060203312
10.95,148.09057357574395
10.96,148.47001948334628
10.97,148.85068170220643
10.98,149.2325636096911
10.99,149.61566858316675
11.0,150.0
11.01,150.38555845588934
11.02,150.77233341986062
11.03,151.1603115792719
11.04,151.5494796214812
11.05,151.9398242338464
11.06,152.33133210372526
11.07,152.72398991847592
11.08,153.1177843654563
11.09,153.51270213202426
11.1,153.90872990553774
11.11,154.30585437335475
11.12,154.7040622228332
11.13,155.10334014133107
11.14,155.50367481620614
11.15,155.90505293481652
11.16,156.30746118452004
11.17,156.7108862526747
11.18,157.11531482663838
11.19,157.5207335937691
11.2,157.92712924142478
11.21,158.33448845696333
11.22,158.74279792774269
11.23,159.1520443411207
11.24,159.56221438445544
11.25,159.97329474510485
11.26,160.38527211042677
11.27,160.79813316777918
11.28,161.21186460452003
11.29,161.62645310800727
11.3,162.04188536559886
11.31,162.45814806465268
11.32,162.8752278925266
11.33,163.29311153657872
11.34,163.7117856841669
11.35,164.13123702264906
11.36,164.55145223938314
11.37,164.9724180217271
11.38,165.39412105703894
11.39,165.81654803267645
11.4,166.2396856359977
11.41,166.66352055436053
11.42,167.0880394751229
11.43,167.5132290856428
11.44,167.93907607327813
11.45,168.3655671253868
11.46,168.7926889293269
11.47,169.22042817245625
11.48,169.64877154213266
11.49,170.07770572571422
11.5,170.50721741055895
11.51,170.93729328402458
11.52,171.36792003346918
11.53,171.79908434625068
11.54,172.23077290972694
11.55,172.6629724112561
11.56,173.0956695381958
11.57,173.52885097790417
11.58,173.9625034177391
11.59,174.39661354505853
11.6,174.83116804722044
11.61,175.26615361158258
11.62,175.70155692550318
11.63,176.13736467634016
11.64,176.57356355145114
11.65,177.01014023819425
11.66,177.4470814239275
11.67,177.88437379600865
11.68,178.3220040417959
11.69,178.7599588486469
11.7,179.19822490391974
11.71,179.63678889497248
11.72,180.0756375091628
11.73,180.51475743384876
11.74,180.95413535638824
11.75,181.39375796413927
11.76,181.8336119444597
11.77,182.2736839847076
11.78,182.71396077224077
11.79,183.1544289944172
11.8,183.59507533859485
11.81,184.03588649213165
11.82,184.47684914238545
11.83,184.9179499767143
11.84,185.3591756824761
11.85,185.8005129470288
11.86,186.24194845773027
11.87,186.6834689019385
11.88,187.12506096701156
11.89,187.5667113403072
11.9,188.00840670918328
11.91,188.45013376099797
11.92,188.8918791831091
11.93,189.33362966287456
11.94,189.7753718876524
11.95,190.2170925448005
11.96,190.6587783216769
11.97,191.1004159056393
11.98,191.54199198404575
11.99,191.98349324425436
12.0,192.42490637362283
12.01,192.86621805950915
12.02,193.3074149892713
12.03,193.7484838502673
12.04,194.18941132985495
12.05,194.63018411539227
12.06,195.07078889423715
12.07,195.51121235374757
12.08,195.95144118128135
12.09,196.39146206419656
12.1,196.83126168985115
12.11,197.27082674560293
12.12,197.71014391881
12.13,198.14919989683017
12.14,198.58798136702143
12.15,199.02647501674164
12.16,199.4646675333489
12.17,199.90254560420092
12.18,200.34009591665588
12.19,200.7773051580716
12.2,201.214160015806
12.21,201.65064717721708
12.22,202.0867533296628
12.23,202.5224651605009
12.24,202.95776935708943
12.25,203.39265260678644
12.26,203.82710159694977
12.27,204.26110301493736
12.28,204.69464354810717
12.29,205.1277098838171
12.3,205.5602887094252
12.31,205.99236671228925
12.32,206.42393057976724
12.33,206.8549669992171
12.34,207.28546265799685
12.35,207.71540424346443
12.36,208.14477844297755
12.37,208.5735719438944
12.38,209.00177143357297
12.39,209.4293635993709
12.4,209.85633512864635
12.41,210.2826727087572
12.42,210.70836302706127
12.43,211.13339277091677
12.44,211.55774862768135
12.45,211.9814172847132
12.46,212.4043854293701
12.47,212.82663974901
12.48,213.2481669309909
12.49,213.66895366267065
12.5,214.08898663140724
12.51,214.50825252455857
12.52,214.92673802948264
12.53,215.34442983353745
12.54,215.7613146240807
12.55,216.1773790884706
12.56,216.59260991406492
12.57,217.0069937882216
12.58,217.4205173982987
12.59,217.83316743165403
12.6,218.24493057564547
12.61,218.6557935176312
12.62,219.06574294496895
12.63,219.47476554501688
12.64,219.88284800513264
12.65,220.2899770126743
12.66,220.6961392549998
12.67,221.1013214194671
12.68,221.5055101934341
12.69,221.90869226425875
12.7,222.31085431929893
12.71,222.7119830459129
12.72,223.1120651314581
12.73,223.51108726329272
12.74,223.90903612877472
12.75,224.305898415262
12.76,224.7016608101125
12.77,225.09631000068416
12.78,225.4898326743348
12.79,225.8822155184226
12.8,226.27344522030543
12.81,226.6635084673411
12.82,227.0523919468876
12.83,227.44008234630283
12.84,227.82656635294484
12.85,228.21183065417148
12.86,228.59586193734071
12.87,228.97864688981048
12.88,229.3601721989388
12.89,229.74042455208345
12.9,230.1193906366024
12.91,230.4970571398537
12.92,230.8734107491952
12.93,231.24843815198489
12.94,231.62212603558064
12.95,231.99446108734043
12.96,232.36542999462225
12.97,232.73501944478383
12.98,233.10321612518345
12.99,233.4700067231788
13.0,233.83537792612773
13.01,234.19931642138843
13.02,234.56180889631872
13.03,234.9228420382765
13.04,235.28240253461988
13.05,235.64047707270663
13.06,235.9970523398947
13.07,236.35211502354207
13.08,236.70565181100665
13.09,237.05764938964631
13.1,237.4080944468192
13.11,237.75697366988305
13.12,238.10427374619584
13.13,238.44998136311568
13.14,238.7940832080003
13.15,239.1365659682077
13.16,239.47741633109587
13.17,239.81662098402265
13.18,240.154166614346
13.19,240.490039909424
13.2,240.8242275566144
13.21,241.15671624327527
13.22,241.4874926567645
13.23,241.8165434844399
13.24,242.1438554136596
13.25,242.4694151317815
13.26,242.79320932616343
13.27,243.11522468416345
13.28,243.43544789313944
13.29,243.75386564044933
13.3,244.0704646134512
13.31,244.3852314995027
13.32,244.69815298596197
13.33,245.00921576018692
13.34,245.31840650953544
13.35,245.6257119213656
13.36,245.93111868303515
13.37,246.23461348190216
13.38,246.53618300532463
13.39,246.83581394066024
13.4,247.13349297526716
13.41,247.4292067965032
13.42,247.72294209172637
13.43,248.01468554829452
13.44,248.3044238535657
13.45,248.59214369489783
13.46,248.87783175964884
13.47,249.16147473517657
13.48,249.4430593088391
13.49,249.72257216799423
13.5,250.0
13.51,250.2753331723156
13.52,250.5485767728042
13.53,250.81973956943096
13.54,251.08883033016053
13.55,251.3558578229577
13.56,251.6208308157869
13.57,251.8837580766132
13.58,252.14464837340117
13.59,252.4035104741156
13.6,252.6603531467213
13.61,252.9151851591828
13.62,253.16801527946504
13.63,253.4188522755328
13.64,253.6677049153507
13.65,253.91458196688345
13.66,254.15949219809576
13.67,254.40244437695256
13.68,254.64344727141832
13.69,254.8825096494581
13.7,255.1196402790364
13.71,255.35484792811803
13.72,255.5881413646678
13.73,255.81952935665024
13.74,256.0490206720304
13.75,256.2766240787727
13.76,256.5023483448421
13.77,256.7262022382032
13.78,256.9481945268209
13.79,257.1683339786598
13.8,257.38662936168464
13.81,257.6030894438603
13.82,257.81772299315145
