wind_speed,Wind Turbine Company WTC 100
2.61,1.459874646376983
2.62,1.5007548112091167
2.63,1.5415016748386583
2.64,1.5821201147266353
2.65,1.6226150083340658
2.66,1.6629912331219772
2.67,1.7032536665513882
2.68,1.743407186083327
2.69,1.7834566691788103
2.7,1.8234069932988677
2.71,1.8632630359045157
2.72,1.9030296744567832
2.73,1.9427117864166883
2.74,1.982314249245258
2.75,2.021841940403512
2.76,2.061299737352474
2.77,2.1006925175531705
2.78,2.14002515846662
2.79,2.1793025375538493
2.8,2.218529532275876
2.81,2.2577110200937294
2.82,2.296851878468427
2.83,2.3359569848609967
2.84,2.3750312167324568
2.85,2.4140794515438357
2.86,2.4531065667561496
2.87,2.492117439830427
2.88,2.5311169482276883
2.89,2.5701099694089584
2.9,2.609101380835257
2.91,2.648096059967613
2.92,2.6870988842670416
2.93,2.726114731194573
2.94,2.7651484782112243
2.95,2.804205002778023
2.96,2.8432891823559885
2.97,2.882405894406148
2.98,2.9215600163895195
2.99,2.96075642576713
3.0,3.0
3.01,3.039295616549153
3.02,3.078648152875615
3.03,3.1180624864404054
3.04,3.1575434947045484
3.05,3.197096055129065
3.06,3.2367250451749827
3.07,3.2764353423033192
3.08,3.316231823975103
3.09,3.356119367651352
3.1,3.3961028507930937
3.11,3.436187150861347
3.12,3.4763771453171377
3.13,3.5166777116214853
3.14,3.5570937272354177
3.15,3.597630069619954
3.16,3.638291616236121
3.17,3.6790832445449375
3.18,3.720009832007429
3.19,3.7610762560846167
3.2,3.802287394237527
3.21,3.843648123927178
3.22,3.8851633226145967
3.23,3.926837867760804
3.24,3.968676636826825
3.25,4.010684507273679
3.26,4.052866356562392
3.27,4.095227062153987
3.28,4.137771501509485
3.29,4.180504552089912
3.3,4.223431091356288
3.31,4.266555996769638
3.32,4.309884145790983
3.33,4.353420415881349
3.34,4.397169684501755
3.35,4.441136829113228
3.36,4.485326727176789
3.37,4.52974425615346
3.38,4.574394293504265
3.39,4.619281716690228
3.4,4.66441140317237
3.41,4.709788230411716
3.42,4.755417075869288
3.43,4.80130281700611
3.44,4.847450331283202
3.45,4.8938644961615925
3.46,4.9405501891022965
3.47,4.987512287566346
3.48,5.034755669014756
3.49,5.082285210908555
3.5,5.130105790708763
3.51,5.1782222858764015
3.52,5.226639573872501
3.53,5.275362532158077
3.54,5.324396038194156
3.55,5.373744969441758
3.56,5.42341420336191
3.57,5.47340861741563
3.58,5.523733089063948
3.59,5.5743924957678805
3.6,5.625391714988455
3.61,5.676735624186688
3.62,5.728429100823611
3.63,5.78047702236024
3.64,5.832884266257603
3.65,5.885655709976719
3.66,5.938796230978615
3.67,5.992310706724309
3.68,6.046204014674832
3.69,6.100481032291196
3.7,6.155146637034432
3.71,6.21020570636556
3.72,6.265663117745608
3.73,6.321523748635589
3.74,6.377792476496536
3.75,6.434474178789463
3.76,6.491573732975401
3.77,6.549096016515372
3.78,6.607045906870392
3.79,6.665428281501491
3.8,6.724248017869687
3.81,6.783509993436011
3.82,6.8432190856614765
3.83,6.903380172007115
3.84,6.96399812993394
3.85,7.025077836902983
3.86,7.086624170375261
3.87,7.1486420078118025
3.88,7.211136226673626
3.89,7.274111704421756
3.9,7.337573318517215
3.91,7.40152594642103
3.92,7.465974465594215
3.93,7.530923753497805
3.94,7.596378687592811
3.95,7.662344145340266
3.96,7.728825004201184
3.97,7.795826141636596
3.98,7.863352435107519
3.99,7.931408762074981
4.0,8.0
4.01,8.069129946814229
4.02,8.138798082331833
4.03,8.209002806837614
4.04,8.279742520616347
4.05,8.351015623952835
4.06,8.42282051713187
4.07,8.49515560043825
4.08,8.568019274156754
4.09,8.641409938572187
4.1,8.715325993969337
4.11,8.789765840633
4.12,8.864727878847965
4.13,8.940210508899026
4.14,9.016212131070976
4.15,9.092731145648614
4.16,9.16976595291672
4.17,9.247314953160096
4.18,9.32537654666353
4.19,9.403949133711826
4.2,9.48303111458976
4.21,9.562620889582137
4.22,9.642716858973742
4.23,9.72331742304938
4.24,9.804420982093829
4.25,9.886025936391889
4.26,9.96813068622835
4.27,10.050733631888008
4.28,10.133833173655663
4.29,10.217427711816091
4.3,10.301515646654098
4.31,10.38609537845447
4.32,10.471165307502009
4.33,10.556723834081492
4.34,10.642769358477723
4.35,10.729300280975494
4.36,10.816315001859603
4.37,10.90381192141483
4.38,10.991789439925974
4.39,11.080245957677828
4.4,11.16917987495519
4.41,11.258589592042846
4.42,11.348473509225588
4.43,11.438830026788212
4.44,11.529657545015516
4.45,11.62095446419228
4.46,11.712719184603303
4.47,11.80495010653338
4.48,11.897645630267313
4.49,11.990804156089876
4.5,12.084424084285866
4.51,12.178503815140084
4.52,12.273041748937317
4.53,12.36803628596237
4.54,12.46348582650002
4.55,12.55938877083506
4.56,12.655743519252292
4.57,12.75254847203651
4.58,12.849802029472498
4.59,12.947502591845051
4.6,13.045648559438964
4.61,13.14423833253904
4.62,13.243270311430049
4.63,13.342742896396798
4.64,13.44265448772408
4.65,13.54300348569669
4.66,13.643788290599414
4.67,13.74500730271704
4.68,13.846658922334374
4.69,13.948741549736209
4.7,14.051253585207323
4.71,14.154193429032524
4.72,14.257559481496592
4.73,14.36135014288434
4.74,14.465563813480536
4.75,14.570198893569982
4.76,14.675253783437482
4.77,14.780726883367809
4.78,14.886616593645783
4.79,14.99292131455617
4.8,15.099639446383769
4.81,15.206769389413385
4.82,15.314309543929808
4.83,15.422258310217815
4.84,15.53061408856221
4.85,15.639375279247789
4.86,15.74854028255935
4.87,15.858107498781669
4.88,15.968075328199545
4.89,16.07844217109777
4.9,16.189206427761153
4.91,16.300366498474464
4.92,16.411920783522504
4.93,16.523867683190065
4.94,16.636205597761958
4.95,16.748932927522947
4.96,16.862048072757833
4.97,16.975549433751425
4.98,17.089435410788504
4.99,17.20370440415386
5.0,17.318354814132285
5.01,17.433385041008577
5.02,17.54879348506753
5.03,17.664578546593944
5.04,17.780738625872587
5.05,17.89727212318827
5.06,18.014177438825786
5.07,18.131452973069937
5.08,18.249097126205488
5.09,18.36710829851725
5.1,18.485484890290014
5.11,18.604225301808583
5.12,18.72332793335773
5.13,18.84279118522225
5.14,18.962613457686956
5.15,19.08279315103663
5.16,19.20332866555605
5.17,19.324218401530025
5.18,19.44546075924334
5.19,19.5670541389808
5.2,19.688996941027188
5.21,19.811287565667293
5.22,19.93392441318592
5.23,20.056905883867856
5.24,20.18023037799789
5.25,20.303896295860813
5.26,20.427902037741436
5.27,20.552246003924523
5.28,20.67692659469489
5.29,20.801942210337327
5.3,20.92729125113661
5.31,21.052972117377557
5.32,21.178983209344945
5.33,21.30532292732357
5.34,21.43198967159821
5.35,21.558981842453683
5.36,21.686297840174788
5.37,21.813936065046285
5.38,21.94189491735298
5.39,22.070172797379666
5.4,22.198768105411155
5.41,22.32767924173221
5.42,22.45690460662763
5.43,22.586442600382227
5.44,22.716291623280792
5.45,22.846450075608097
5.46,22.976916357648932
5.47,23.10768886968812
5.48,23.23876601201044
5.49,23.370146184900666
5.5,23.50182778864362
5.51,23.633809223524068
5.52,23.76608888982683
5.53,23.898665187836688
5.54,24.031536517838425
5.55,24.16470128011684
5.56,24.29815787495672
5.57,24.43190470264288
5.58,24.56594016346009
5.59,24.70026265769315
5.6,24.83487058562685
5.61,24.969762347546
5.62,25.104936343735368
5.63,25.24039097447976
5.64,25.37612464006396
5.65,25.51213574077278
5.66,25.64842267689099
5.67,25.784983848703398
5.68,25.921817656494785
5.69,26.05892250054996
5.7,26.19629678115371
5.71,26.33393889859081
5.72,26.471847253146063
5.73,26.610020245104295
5.74,26.748456274750247
5.75,26.887153742368746
5.76,27.02611104824455
5.77,27.165326592662492
5.78,27.304798775907365
5.79,27.444525998263927
5.8,27.58450666001699
5.81,27.72473916145134
5.82,27.86522190285179
5.83,28.00595328450311
5.84,28.146931706690104
5.85,28.288155569697555
5.86,28.429623273810275
5.87,28.571333219313036
5.88,28.71328380649064
5.89,28.855473435627875
5.9,28.99790050700956
5.91,29.140563420920444
5.92,29.283460577645343
5.93,29.42659037746905
5.94,29.569951220676376
5.95,29.713541507552076
5.96,29.85735963838096
5.97,30.00140401344782
5.98,30.145673033037475
5.99,30.290165097434663
6.0,30.434878606924222
6.01,30.57981196179093
6.02,30.724963562319573
6.03,30.870331808794965
6.04,31.015915101501875
6.05,31.16171184072511
6.06,31.30772042674945
6.07,31.45393925985972
6.08,31.60036674034067
6.09,31.747001268477103
6.1,31.89384124455384
6.11,32.04088506885565
6.12,32.188131141667334
6.13,32.33557786327366
6.14,32.483223633959454
6.15,32.63106685400952
6.16,32.77910592370861
6.17,32.92733924334153
6.18,33.07576521319309
6.19,33.224382233548056
6.2,33.37318870469124
6.21,33.522183026907435
6.22,33.67136360048142
6.23,33.82072882569802
6.24,33.970277102841976
6.25,34.120006832198115
6.26,34.26991641405123
6.27,34.4200042486861
6.28,34.57026873638755
6.29,34.72070827744033
6.3,34.87132127212925
6.31,35.0221061207391
6.32,35.173061223554704
6.33,35.32418498086081
6.34,35.47547579294222
6.35,35.626932060083746
6.36,35.77855218257019
6.37,35.9303345606863
6.38,36.0822775947169
6.39,36.23437968494677
6.4,36.38663923166073
6.41,36.53905463514353
6.42,36.69162429568
6.43,36.8443466135549
6.44,36.997219989053065
6.45,37.15024282245927
6.46,37.30341351405827
6.47,37.4567304641349
6.48,37.61019207297396
6.49,37.763796740860215
6.5,37.91754286807847
6.51,38.07142885491351
6.52,38.22545310165013
6.53,38.37961400857315
6.54,38.53390997596732
6.55,38.68833940411746
6.56,38.84290069330834
6.57,38.9975922438248
6.58,39.15241245595157
6.59,39.30735972997349
6.6,39.46243246617533
6.61,39.61762906484191
6.62,39.77294792625797
6.63,39.92838745070834
6.64,40.08394603847783
6.65,40.2396220898512
6.66,40.39541400511325
6.67,40.55132018454879
6.68,40.707339028442576
6.69,40.86346893707945
6.7,41.01970831074416
6.71,41.17605554972152
6.72,41.33250905429632
6.73,41.48906722475336
6.74,41.64572846137744
6.75,41.80249116445332
6.76,41.95935373426581
6.77,42.11631457109971
6.78,42.27337207523981
6.79,42.430524646970895
6.8,42.58777068657777
6.81,42.74510859434522
6.82,42.90253677055804
6.83,43.06005361550102
6.84,43.21765752945896
6.85,43.37534691271664
6.86,43.53312016555886
6.87,43.69097568827042
6.88,43.84891188113609
6.89,44.006927144440695
6.9,44.16501987846901
6.91,44.323188483505824
6.92,44.481431359835945
6.93,44.63974690774414
6.94,44.79813352751524
6.95,44.956589619434
6.96,45.11511358378522
6.97,45.27370382085372
6.98,45.43235873092428
6.99,45.59107671428168
7.0,45.74985617121071
7.01,45.90869550199617
7.02,46.06759310692287
7.03,46.226547386275584
7.04,46.38555674033912
7.05,46.54461956939824
7.06,46.70373427373776
7.07,46.86289925364249
7.08,47.02211290939718
7.09,47.181373641286655
7.1,47.3406798495957
7.11,47.5000299346091
7.12,47.65942229661167
7.13,47.818855335888166
7.14,47.97832745272341
7.15,48.1378370474022
7.16,48.29738252020929
7.17,48.456962271429525
7.18,48.616574701347645
7.19,48.776218210248494
7.2,48.93589119841682
7.21,49.09559206613744
7.22,49.255319213695145
7.23,49.41507104137474
7.24,49.574845949460986
7.25,49.73464233823869
7.26,49.89445860799265
7.27,50.05429315900766
7.28,50.21414439156852
7.29,50.37401070596
7.3,50.53389050246691
7.31,50.69378218137402
7.32,50.85368414296617
7.33,51.013594787528106
7.34,51.17351251534465
7.35,51.33343572670057
7.36,51.49336282188068
7.37,51.65329220116977
7.38,51.81322226485261
7.39,51.97315141321402
7.4,52.1330780465388
7.41,52.2930005651117
7.42,52.45291736921756
7.43,52.61282685914112
7.44,52.77272743516725
7.45,52.93261749758067
7.46,53.0924954466662
7.47,53.25235968270864
7.48,53.41220860599279
7.49,53.57204061680341
7.5,53.73185411542531
7.51,53.891647502143286
7.52,54.05141917724213
7.53,54.21116754100666
7.54,54.370890993721616
7.55,54.53058793567181
7.56,54.69025676714205
7.57,54.84989588841715
7.58,55.00950369978185
7.59,55.169078601520965
7.6,55.32861899391929
7.61,55.48812327726163
7.62,55.64758985183276
7.63,55.80701711791748
7.64,55.966403475800576
7.65,56.12574732576686
7.66,56.28504706810109
7.67,56.44430110308809
7.68,56.60350783101265
7.69,56.76266565215956
7.7,56.92177296681359
7.71,57.08082817525956
7.72,57.23982967778224
7.73,57.39877587466648
7.74,57.557665166196976
7.75,57.71649595265862
7.76,57.875266634336114
7.77,58.03397561151433
7.78,58.19262128447802
7.79,58.35120205351199
7.8,58.50971631890101
7.81,58.66816248092989
7.82,58.826538939883456
7.83,58.98484409604644
7.84,59.143076349703655
7.85,59.30123410113991
7.86,59.45931575064
7.87,59.6173196984887
7.88,59.7752443449708
7.89,59.93308809037112
7.9,60.09084933497442
7.91,60.24852647906552
7.92,60.406117922929184
7.93,60.56362206685023
7.94,60.72103731111345
7.95,60.87836205600362
7.96,61.03559470180556
7.97,61.19273364880401
7.98,61.34977729728384
7.99,61.50672404752977
8.0,61.66357229982664
8.01,61.820320454459214
8.02,61.97696691171229
8.03,62.13351007187069
8.04,62.289948335219165
8.05,62.44628010204256
8.06,62.60250377262562
8.07,62.75861774725313
8.08,62.91462042620994
8.09,63.07051020978078
8.1,63.22628549825048
8.11,63.38194469190383
8.12,63.537486191025614
8.13,63.69290839590065
8.14,63.84820970681369
8.15,64.00338852404956
8.16,64.15844324789302
8.17,64.31337227862886
8.18,64.46817401654194
8.19,64.62284686191698
8.2,64.77738921503881
8.21,64.93179947619223
8.22,65.086076045662
8.23,65.24021732373292
8.24,65.39422171068982
8.25,65.54808760681742
8.26,65.7018134124006
8.27,65.85539752772408
8.28,66.00883835307269
8.29,66.16213428873121
8.3,66.31528373498448
8.31,66.4682850921172
8.32,66.62113676041425
8.33,66.77383714016037
8.34,66.92638463164037
8.35,67.07877763513903
8.36,67.23101455094118
8.37,67.38309377933156
8.38,67.53501372059505
8.39,67.68677277501635
8.4,67.83836934288026
8.41,67.98980182447163
8.42,68.1410686200752
8.43,68.2921681299758
8.44,68.4430987544582
8.45,68.59385889380721
8.46,68.74444694830764
8.47,68.89486131824424
8.48,69.0451004039018
8.49,69.19516260556514
8.5,69.34504632351903
8.51,69.4947499580483
8.52,69.6442719094377
8.53,69.79361057797207
8.54,69.94276436393616
8.55,70.09173166761481
8.56,70.24051088929278
8.57,70.38910042925484
8.58,70.5374986877858
8.59,70.68570406517048
8.6,70.83371496169363
8.61,70.98152977764008
8.62,71.12914691329459
8.63,71.27656476894204
8.64,71.4237817448671
8.65,71.57079624135463
8.66,71.7176066586894
8.67,71.86421139715623
8.68,72.01060885703987
8.69,72.15679743862518
8.7,72.30277554219687
8.71,72.44854156803981
8.72,72.59409391643875
8.73,72.73943098767847
8.74,72.88455118204381
8.75,73.02945289981952
8.76,73.17413454129041
8.77,73.31859450674126
8.78,73.46283119645689
8.79,73.60684301072206
8.8,73.75062834982162
8.81,73.89418561404031
8.82,74.03751320366291
8.83,74.18060951897425
8.84,74.32347296025912
8.85,74.4661019278023
8.86,74.6084948218886
8.87,74.75065004280279
8.88,74.89256599082967
8.89,75.03424106625404
8.9,75.17567366936069
8.91,75.3168622004344
8.92,75.45780505975998
8.93,75.59850064762222
8.94,75.7389473643059
8.95,75.87914361009582
8.96,76.01908778527681
8.97,76.15877829013361
8.98,76.29821352495102
8.99,76.43739189001386
9.0,76.57631178560689
9.01,76.71497161201493
9.02,76.85336976952276
9.03,76.99150465841517
9.04,77.12937467897697
9.05,77.26697823149297
9.06,77.40431371624788
9.07,77.54137953352657
9.08,77.67817408361381
9.09,77.81469576679439
9.1,77.95094298335309
9.11,78.08691413357474
9.12,78.2226076177441
9.13,78.35802183614598
9.14,78.49315518906518
9.15,78.62800607678648
9.16,78.76257289959464
9.17,78.8968540577745
9.18,79.03084795161084
9.19,79.16455298138845
9.2,79.29796754739212
9.21,79.43109004990669
9.22,79.56391888921686
9.23,79.69645246560746
9.24,79.82868917936332
9.25,79.96062743076922
9.26,80.09226562010994
9.27,80.22360214767025
9.28,80.35463541373497
9.29,80.48536381858892
9.3,80.61578576251685
9.31,80.74589964580353
9.32,80.87570386873382
9.33,81.00519683159247
9.34,81.13437693466427
9.35,81.26324257823407
9.36,81.39179216258657
9.37,81.52002408800664
9.38,81.64793675477907
9.39,81.77552856318859
9.4,81.90279791352003
9.41,82.02974320605817
9.42,82.15636284108784
9.43,82.28265521889381
9.44,82.40861873976087
9.45,82.5342518039738
9.46,82.65955281181745
9.47,82.78452016357654
9.48,82.90915225953589
9.49,83.0334474999803
9.5,83.15740428519456
9.51,83.28102101546345
9.52,83.40429609107179
9.53,83.52722791230434
9.54,83.64981487944593
9.55,83.77205539278134
9.56,83.89394785259533
9.57,84.01549065917274
9.58,84.13668221279832
9.59,84.25752091375688
9.6,84.37800516233325
9.61,84.49813335881214
9.62,84.61790390347845
9.63,84.7373151966169
9.64,84.85636563851229
9.65,84.97505362944942
9.66,85.09337756971307
9.67,85.21133585958808
9.68,85.32892689935919
9.69,85.4461490893112
9.7,85.56300082972894
9.71,85.67948052089719
9.72,85.7955865631007
9.73,85.91131735662431
9.74,86.02667130175277
9.75,86.14164679877092
9.76,86.25624224796354
9.77,86.3704560496154
9.78,86.48428660401132
9.79,86.59773231143606
9.8,86.71079157217449
9.81,86.8234627865113
9.82,86.93574435473133
9.83,87.04763467711939
9.84,87.15913215396023
9.85,87.2702351855387
9.86,87.38094217213953
9.87,87.49125151404755
9.88,87.60116161154758
9.89,87.71067086492432
9.9,87.81977767446267
9.91,87.92848044044737
9.92,88.03677756316321
9.93,88.14466744289498
9.94,88.25214847992748
9.95,88.35921907454554
9.96,88.4658776270339
9.97,88.57212253767737
9.98,88.67795220676075
9.99,88.78336503456882
10.0,88.88835942138638
10.01,88.99293376749824
10.02,89.09708647318914
10.03,89.20081593874394
10.04,89.3041205644474
10.05,89.40699875058431
10.06,89.50944889743948
10.07,89.61146940529767
10.08,89.71305867444372
10.09,89.81421510516236
10.1,89.91493709773843
10.11,90.01522305245672
10.12,90.115071369602
10.13,90.21448044945912
10.14,90.3134486923128
10.15,90.41197449844783
10.16,90.5100562681491
10.17,90.60769240170129
10.18,90.70488129938926
10.19,90.80162136149778
10.2,90.89791098831164
10.21,90.99374858011568
10.22,91.08913253719462
10.23,91.1840612598333
10.24,91.27853314831648
10.25,91.37254660292896
10.26,91.4661000239556
10.27,91.55919181168106
10.28,91.65182036639028
10.29,91.74398408836794
10.3,91.83568137789892
10.31,91.92691063526792
10.32,92.0176702607598
10.33,92.10795865465934
10.34,92.19777421725132
10.35,92.28711534882052
10.36,92.3759804496518
10.37,92.46436792002984
10.38,92.55227616023956
10.39,92.63970357056569
10.4,92.72664855129295
10.41,92.81310950270628
10.42,92.8990848250904
10.43,92.98457291873008
10.44,93.06957218391014
10.45,93.15408102091531
10.46,93.23809783003055
10.47,93.32162101154049
10.48,93.40464896572996
10.49,93.4871800928838
10.5,93.56921279328674
10.51,93.65074546722364
10.52,93.73177651497925
10.53,93.81230433683834
10.54,93.89232733308576
10.55,93.97184390400628
10.56,94.05085244988469
10.57,94.12935137100575
10.58,94.20733906765432
10.59,94.28481394011511
10.6,94.361774388673
10.61,94.43821881361276
10.62,94.51414561521916
10.63,94.589553193777
10.64,94.66443994957106
10.65,94.73880428288612
10.66,94.81264459400704
10.67,94.88595928321854
10.68,94.95874675080545
10.69,95.03100539705255
10.7,95.10273362224464
10.71,95.17392982666657
10.72,95.244592410603
10.73,95.31471977433884
10.74,95.38431031815878
10.75,95.45336244234775
10.76,95.52187454719042
10.77,95.58984503297164
10.78,95.6572722999762
10.79,95.72415474848889
10.8,95.79049077879446
10.81,95.85627879117776
10.82,95.9215171859236
10.83,95.98620436331667
10.84,96.05033872364189
10.85,96.11391866718397
10.86,96.17694259422773
10.87,96.23940890505791
10.88,96.3013159999594
10.89,96.36266227921692
10.9,96.42344614311531
10.91,96.48366599193932
10.92,96.54332022597376
10.93,96.60240724550344
10.94,96.66092545081312
10.95,96.7188732421876
10.96,96.77624901991172
10.97,96.83305118427025
10.98,96.8892781355479
10.99,96.94492827402956
11.0,97.0
11.01,97.05449240222568
11.02,97.10840732339986
11.03,97.16174729469742
11.04,97.21451484729324
11.05,97.26671251236228
11.06,97.31834282107938
11.07,97.36940830461955
11.08,97.41991149415762
11.09,97.46985492086849
11.1,97.5192411159271
11.11,97.56807261050837
11.12,97.61635193578716
11.13,97.6640816229384
11.14,97.711264203137
11.15,97.7579022075579
11.16,97.80399816737594
11.17,97.84955461376606
11.18,97.8945740779032
11.19,97.9390590909622
11.2,97.98301218411802
11.21,98.02643588854558
11.22,98.06933273541972
11.23,98.11170525591535
11.24,98.15355598120748
11.25,98.19488744247091
11.26,98.2357021708806
11.27,98.27600269761145
11.28,98.31579155383832
11.29,98.3550712707362
11.3,98.39384437947992
11.31,98.43211341124444
11.32,98.46988089720465
11.33,98.50714936853548
11.34,98.54392135641172
11.35,98.58019939200848
11.36,98.6159860065005
11.37,98.65128373106276
11.38,98.68609509687016
11.39,98.72042263509756
11.4,98.75426887691994
11.41,98.78763635351216
11.42,98.82052759604912
11.43,98.8529451357058
11.44,98.88489150365702
11.45,98.91636923107772
11.46,98.9473808491428
11.47,98.97792888902715
11.48,99.0080158819058
11.49,99.03764435895349
11.5,99.06681685134518
11.51,99.09553589025582
11.52,99.1238040068603
11.53,99.1516237323335
11.54,99.17899759785035
11.55,99.20592813458576
11.56,99.23241787371462
11.57,99.25846934641184
11.58,99.28408508385236
11.59,99.30926761721103
11.6,99.33401947766284
11.61,99.3583431963826
11.62,99.38224130454526
11.63,99.40571633332574
11.64,99.42877081389896
11.65,99.45140727743976
11.66,99.47362825512316
11.67,99.49543627812392
11.68,99.51683387761705
11.69,99.53782358477744
11.7,99.55840793077998
11.71,99.5785894467996
11.72,99.59837066401116
11.73,99.61775411358968
11.74,99.63674232670992
11.75,99.65533783454688
11.76,99.67354316827544
11.77,99.69136085907046
11.78,99.70879343810697
11.79,99.72584343655976
11.8,99.7425133856038
11.81,99.75880581641398
11.82,99.7747232601652
11.83,99.79026824803236
11.84,99.8054433111904
11.85,99.82025098081422
11.86,99.83469378807868
11.87,99.84877426415872
11.88,99.86249494022928
11.89,99.8758583474652
11.9,99.88886701704143
11.91,99.90152348013292
11.92,99.91383026791443
11.93,99.92578991156104
11.94,99.93740494224755
11.95,99.94867789114892
11.96,99.95961128944
11.97,99.97020766829576
11.98,99.98046955889107
11.99,99.99039949240088
12.0,100.0
12.01,100.0092738818108
12.02,100.01822501374492
12.03,100.02685754066142
12.04,100.03517560741936
12.05,100.04318335887778
12.06,100.05088493989572
12.07,100.05828449533225
12.08,100.06538617004644
12.09,100.07219410889728
12.1,100.07871245674384
12.11,100.0849453584452
12.12,100.0908969588604
12.13,100.09657140284848
12.14,100.10197283526853
12.15,100.10710540097952
12.16,100.11197324484056
12.17,100.1165805117107
12.18,100.12093134644894
12.19,100.1250298939144
12.2,100.12888029896604
12.21,100.13248670646304
12.22,100.13585326126432
12.23,100.13898410822904
12.24,100.14188339221616
12.25,100.14455525808476
12.26,100.14700385069396
12.27,100.14923331490267
12.28,100.15124779557006
12.29,100.15305143755512
12.3,100.15464838571695
12.31,100.15604278491456
12.32,100.157238780007
12.33,100.1582405158533
12.34,100.1590521373126
12.35,100.15967778924384
12.36,100.16012161650616
12.37,100.16038776395854
12.38,100.16048037646009
12.39,100.1604035988698
12.4,100.16016157604678
12.41,100.15975845285004
12.42,100.15919837413864
12.43,100.15848548477165
12.44,100.15762392960808
12.45,100.156617853507
12.46,100.15547140132747
12.47,100.15418871792858
12.48,100.15277394816928
12.49,100.15123123690869
12.5,100.14956472900586
12.51,100.1477785693198
12.52,100.1458769027096
12.53,100.14386387403428
12.54,100.14174362815297
12.55,100.13952030992456
12.56,100.13719806420823
12.57,100.134781035863
12.58,100.13227336974796
12.59,100.12967921072206
12.6,100.12700270364444
12.61,100.12424799337413
12.62,100.12141922477014
12.63,100.11852054269156
12.64,100.11555609199743
12.65,100.1125300175468
12.66,100.10944646419873
12.67,100.10630957681224
12.68,100.1031235002464
12.69,100.09989237936024
12.7,100.09662035901287
12.71,100.09331158406329
12.72,100.08997019937055
12.73,100.08660034979374
12.74,100.08320618019188
12.75,100.07979183542398
12.76,100.07636146034918
12.77,100.07291919982644
12.78,100.06946919871488
12.79,100.06601560187352
12.8,100.06256255416142
12.81,100.0591142004376
12.82,100.05567468556116
12.83,100.05224815439112
12.84,100.04883875178652
12.85,100.04545062260644
12.86,100.04208791170991
12.87,100.038754763956
12.88,100.03545532420372
12.89,100.03219373731216
12.9,100.02897414814036
12.91,100.02580070154735
12.92,100.02267754239224
12.93,100.019608815534
12.94,100.01659866583174
12.95,100.01365123814446
12.96,100.01077067733124
12.97,100.00796112825114
12.98,100.0052267357632
12.99,100.00257164472649
13.0,100.0
13.01,99.99751507053116
13.02,99.99511662162048
13.03,99.99280354265694
13.04,99.99057472302935
13.05,99.98842905212668
13.06,99.98636541933772
13.07,99.98438271405148
13.08,99.98247982565675
13.09,99.98065564354246
13.1,99.97890905709752
13.11,99.97723895571082
