wind_speed,Unison U54
2.45,6.961090339308775
2.46,7.1322727601952645
2.47,7.303716160716317
2.48,7.475391431733542
2.49,7.647269464108565
2.5,7.819321148703
2.51,7.991517376378473
2.52,8.163829037996614
2.53,8.336227024419017
2.54,8.508682226507338
2.55,8.681165535123167
2.56,8.853647841128145
2.57,9.02610003538388
2.58,9.198493008752004
2.59,9.370797652094122
2.6,9.542984856271874
2.61,9.715025512146862
2.62,9.886890510580724
2.63,10.05855074243507
2.64,10.229977098571524
2.65,10.4011404698517
2.66,10.572011747137235
2.67,10.74256182128973
2.68,10.912761583170829
2.69,11.082581923642124
2.7,11.25199373356526
2.71,11.42096790380184
2.72,11.589475325213504
2.73,11.757486888661852
2.74,11.924973485008527
2.75,12.091906005115126
2.76,12.25825533984328
2.77,12.423992380054624
2.78,12.589088016610754
2.79,12.753513140373313
2.8,12.917238642203902
2.81,13.08023541296416
2.82,13.242474343515685
2.83,13.403926324720128
2.84,13.564562247439085
2.85,13.724353002534189
2.86,13.883269480867051
2.87,14.041282573299302
2.88,14.198363170692556
2.89,14.354482163908438
2.9,14.509610443808564
2.91,14.663718901254567
2.92,14.816778427108048
2.93,14.968759912230649
2.94,15.119634247483964
2.95,15.26937232372964
2.96,15.417945031829287
2.97,15.565323262644526
2.98,15.711477907036976
2.99,15.856379855868266
3.0,16.0
3.01,16.14232533943219
3.02,16.28340731071836
3.03,16.42331345955039
3.04,16.562111331620194
3.05,16.699868472619638
3.06,16.836652428240654
3.07,16.97253074417512
3.08,17.107570966114938
3.09,17.241840639752
3.1,17.3754073107782
3.11,17.508338524885435
3.12,17.64070182776561
3.13,17.772564765110612
3.14,17.90399488261234
3.15,18.035059725962693
3.16,18.16582684085357
3.17,18.296363772976846
3.18,18.42673806802445
3.19,18.55701727168825
3.2,18.687268929660164
3.21,18.81756058763207
3.22,18.94795979129588
3.23,19.078534086343463
3.24,19.209351018466755
3.25,19.340478133357625
3.26,19.471982976707974
3.27,19.603933094209708
3.28,19.736396031554705
3.29,19.869439334434883
3.3,20.00313054854212
3.31,20.13753721956832
3.32,20.27272689320538
3.33,20.4087671151452
3.34,20.54572543107966
3.35,20.68366938670068
3.36,20.82266652770013
3.37,20.96278439976993
3.38,21.10409054860196
3.39,21.246652519888126
3.4,21.39053785932032
3.41,21.53581411259044
3.42,21.682548825390377
3.43,21.83080954341204
3.44,21.980663812347306
3.45,22.13217917788809
3.46,22.28542318572627
3.47,22.44046338155376
3.48,22.59736731106244
3.49,22.756202519944228
3.5,22.917036553890995
3.51,23.07993695859465
3.52,23.2449712797471
3.53,23.412207063040224
3.54,23.581711854165924
3.55,23.75355319881609
3.56,23.92779864268263
3.57,24.104515731457436
3.58,24.2837720108324
3.59,24.46563502649942
3.6,24.65017232415041
3.61,24.83745144947722
3.62,25.0275399481718
3.63,25.22050536592601
3.64,25.41641524843176
3.65,25.61533714138094
3.66,25.817338590465464
3.67,26.0224871413772
3.68,26.230850339808075
3.69,26.44249573144996
3.7,26.657490861994766
3.71,26.875903277134373
3.72,27.097800522560696
3.73,27.32325014396562
3.74,27.55231968704106
3.75,27.785076697478875
3.76,28.02158872097099
3.77,28.261923303209304
3.78,28.50614798988569
3.79,28.754330326692067
3.8,29.00653785932032
3.81,29.26283813346235
3.82,29.52329869481004
3.83,29.787987089055317
3.84,30.05697086189004
3.85,30.33031755900613
3.86,30.60809472609547
3.87,30.89036990884997
3.88,31.177210652961502
3.89,31.468684504121992
3.9,31.76485900802332
3.91,32.06580171035739
3.92,32.37158015681609
3.93,32.68226189309132
3.94,32.99791446487496
3.95,33.31860541785895
3.96,33.64440229773513
3.97,33.97537265019544
3.98,34.31158402093175
3.99,34.653103955635984
4.0,35.0
4.01,35.35232587236223
4.02,35.710079981647176
4.03,36.07324690942584
4.04,36.44181123726915
4.05,36.815757546748166
4.06,37.19507041943388
4.07,37.5797344368973
4.08,37.96973418070938
4.09,38.36505423244115
4.1,38.76567917366361
4.11,39.17159358594776
4.12,39.58278205086459
4.13,39.99922914998508
4.14,40.42091946488025
4.15,40.84783757712112
4.16,41.27996806827864
4.17,41.71729551992383
4.18,42.1598045136277
4.19,42.60747963096127
4.2,43.06030545349546
4.21,43.51826656280133
4.22,43.98134754044985
4.23,44.44953296801208
4.24,44.92280742705892
4.25,45.40115549916143
4.26,45.88456176589059
4.27,46.373010808817405
4.28,46.86648720951291
4.29,47.36497554954804
4.3,47.86846041049381
4.31,48.37692637392124
4.32,48.89035802140135
4.33,49.40873993450506
4.34,49.93205669480341
4.35,50.4602928838674
4.36,50.993433083268094
4.37,51.531461874576365
4.38,52.07436383936327
4.39,52.62212355919982
4.4,53.174725615657046
4.41,53.73215459030588
4.42,54.2943950647173
4.43,54.861431620462376
4.44,55.43324883911212
4.45,56.00983130223743
4.46,56.59116359140938
4.47,57.17723028819895
4.48,57.768015974177175
4.49,58.36350523091498
4.5,58.96368263998338
4.51,59.56853278295343
4.52,60.17804024139605
4.53,60.792189596882366
4.54,61.41096543098324
4.55,62.0343523252697
4.56,62.66233486131278
4.57,63.29489762068352
4.58,63.93202518495279
4.59,64.57370213569169
4.6,65.21991305447118
4.61,65.87064252286231
4.62,66.52587512243599
4.63,67.18559543476326
4.64,67.84978804141512
4.65,68.51843752396265
4.66,69.19152846397668
4.67,69.86904544302831
4.68,70.55097304268854
4.69,71.23729584452839
4.7,71.92799843011876
4.71,72.62306538103073
4.72,73.32248127883527
4.73,74.02623070510344
4.74,74.73429824140615
4.75,75.44666846931443
4.76,76.16332597039926
4.77,76.88425532623167
4.78,77.60944111838272
4.79,78.33886792842326
4.8,79.07252033792437
4.81,79.81038292845705
4.82,80.55244028159235
4.83,81.29867697890116
4.84,82.0490776019545
4.85,82.80362673232342
4.86,83.56230895157894
4.87,84.32510884129198
4.88,85.09201098303355
4.89,85.86299995837467
4.9,86.63806034888641
4.91,87.41717673613962
4.92,88.20033370170539
4.93,88.9875158271547
4.94,89.77870769405861
4.95,90.573893883988
4.96,91.37305897851392
4.97,92.1761875592074
4.98,92.98326420763946
4.99,93.794273505381
5.0,94.60920003400304
5.01,95.42802837507664
5.02,96.25074311017276
5.03,97.07732882086248
5.04,97.90777008871665
5.05,98.74205149530634
5.06,99.58015762220258
5.07,100.42207305097637
5.08,101.26778236319863
5.09,102.1172701404404
5.1,102.97052096427268
5.11,103.82751941626655
5.12,104.68825007799286
5.13,105.55269753102267
5.14,106.420846356927
5.15,107.29268113727692
5.16,108.16818645364324
5.17,109.04734688759706
5.18,109.9301470207094
5.19,110.81657143455134
5.2,111.70660471069368
5.21,112.60023143070752
5.22,113.49743617616384
5.23,114.3982035286337
5.24,115.30251806968802
5.25,116.2103643808978
5.26,117.12172704383411
5.27,118.03659064006789
5.28,118.95493975117022
5.29,119.87675895871196
5.3,120.80203284426418
5.31,121.73074598939787
5.32,122.66288297568414
5.33,123.59842838469382
5.34,124.53736679799788
5.35,125.47968279716748
5.36,126.42536096377366
5.37,127.3743858793872
5.38,128.3267421255792
5.39,129.28241428392064
5.4,130.24138693598266
5.41,131.20364466333606
5.42,132.1691720475519
5.43,133.13795367020123
5.44,134.10997411285507
5.45,135.0852179570843
5.46,136.06366978445996
5.47,137.04531417655312
5.48,138.03013571493474
5.49,139.0181189811758
5.5,140.00924855684727
5.51,141.0035090235202
5.52,142.00088496276558
5.53,143.00136095615446
5.54,144.0049215852577
5.55,145.01155143164638
5.56,146.0212350768915
5.57,147.03395710256413
5.58,148.04970209023512
5.59,149.06845462147552
5.6,150.0901992778564
5.61,151.11492064094875
5.62,152.14260329232346
5.63,153.17323181355158
5.64,154.20679078620412
5.65,155.24326479185223
5.66,156.2826384120666
5.67,157.32489622841842
5.68,158.37002282247863
5.69,159.41800277581834
5.7,160.46882067000843
5.71,161.5224610866199
5.72,162.57890860722375
5.73,163.63814781339113
5.74,164.70016328669283
5.75,165.7649396086999
5.76,166.83246136098342
5.77,167.90271312511433
5.78,168.9756794826637
5.79,170.0513450152024
5.8,171.1296943043015
5.81,172.21071193153196
5.82,173.29438247846494
5.83,174.3806905266712
5.84,175.46962065772186
5.85,176.56115745318797
5.86,177.65528549464045
5.87,178.75198936365027
5.88,179.85125364178845
5.89,180.953062910626
5.9,182.0574017517341
5.91,183.16425474668344
5.92,184.2736064770451
5.93,185.38544152439025
5.94,186.49974447028976
5.95,187.6164998963146
5.96,188.73569238403576
5.97,189.8573065150244
5.98,190.98132687085135
5.99,192.10773803308763
6.0,193.23652458330432
6.01,194.36767110307235
6.02,195.50116217396263
6.03,196.63698237754653
6.04,197.77511629539464
6.05,198.9155485090781
6.06,200.05826360016783
6.07,201.2032461502351
6.08,202.35048074085057
6.09,203.4999519535854
6.1,204.6516443700106
6.11,205.80554257169723
6.12,206.9616311402161
6.13,208.11989465713827
6.14,209.2803177040348
6.15,210.4428848624768
6.16,211.60758071403504
6.17,212.77438984028055
6.18,213.9432968227845
6.19,215.1142862431178
6.2,216.28734268285132
6.21,217.46245072355617
6.22,218.63959494680336
6.23,219.81875993416404
6.24,220.9999302672088
6.25,222.18309052750897
6.26,223.36822529663544
6.27,224.55531915615924
6.28,225.74435668765145
6.29,226.93532247268288
6.3,228.1282010928246
6.31,229.32297712964763
6.32,230.51963516472307
6.33,231.71815977962171
6.34,232.9185355559147
6.35,234.12074707517291
6.36,235.3247789189676
6.37,236.53061566886947
6.38,237.7382419064496
6.39,238.9476422132791
6.4,240.1588011709289
6.41,241.37170336097
6.42,242.5863333649733
6.43,243.8026757645099
6.44,245.0207151411509
6.45,246.24043607646715
6.46,247.46182315202964
6.47,248.6848609494094
6.48,249.9095340501775
6.49,251.13582703590487
6.5,252.3637244881624
6.51,253.59321098852135
6.52,254.82427111855247
6.53,256.056889459827
6.54,257.29105059391566
6.55,258.5267391023896
6.56,259.7639395668199
6.57,261.00263656877746
6.58,262.2428146898332
6.59,263.4844585115582
6.6,264.7275526155235
6.61,265.97208158330017
6.62,267.218029996459
6.63,268.465382436571
6.64,269.7141234852073
6.65,270.964237723939
6.66,272.2157097343368
6.67,273.46852409797185
6.68,274.72266539641515
6.69,275.97811821123787
6.7,277.23486712401063
6.71,278.49289671630464
6.72,279.7521915696909
6.73,281.0127362657405
6.74,282.27451538602435
6.75,283.53751351211326
6.76,284.80171522557856
6.77,286.067105107991
6.78,287.3336677409218
6.79,288.6013877059416
6.8,289.8702495846217
6.81,291.14023795853313
6.82,292.4113374092468
6.83,293.68353251833355
6.84,294.95680786736466
6.85,296.23114803791094
6.86,297.5065376115434
6.87,298.7829611698332
6.88,300.0604032943509
6.89,301.33884856666805
6.9,302.61828156835554
6.91,303.89868688098403
6.92,305.1800490861247
6.93,306.46235276534867
6.94,307.74558250022693
6.95,309.02972287233024
6.96,310.31475846322974
6.97,311.6006738544965
6.98,312.8874536277016
6.99,314.1750823644157
7.0,315.46354464621
7.01,316.7528250546555
7.02,318.0429081713231
7.03,319.33377857778413
7.04,320.6254208556092
7.05,321.9178195863694
7.06,323.21095935163584
7.07,324.50482473297967
7.08,325.7994003119714
7.09,327.0946706701824
7.1,328.3906203891835
7.11,329.68723405054595
7.12,330.9844962358405
7.13,332.2823915266381
7.14,333.58090450451
7.15,334.8800197510271
7.16,336.17972184776016
7.17,337.47999537628056
7.18,338.780824918159
7.19,340.0821950549667
7.2,341.38409036827454
7.21,342.6864954396535
7.22,343.98939485067467
7.23,345.29277318290906
7.24,346.5966150179275
7.25,347.90090493730105
7.26,349.2056275226008
7.27,350.51076735539766
7.28,351.8163090172627
7.29,353.122237089767
7.3,354.42853615448115
7.31,355.7351907929768
7.32,357.0421855868244
7.33,358.3495051175951
7.34,359.65713396686
7.35,360.96505671619
7.36,362.2732579471562
7.37,363.5817222413294
7.38,364.89043418028086
7.39,366.1993783455813
7.4,367.5085393188021
7.41,368.8179016815138
7.42,370.12745001528776
7.43,371.4371689016947
7.44,372.74704292230587
7.45,374.05705665869215
7.46,375.3671946924245
7.47,376.677441605074
7.48,377.9877819782116
7.49,379.29820039340825
7.5,380.60868143223513
7.51,381.9192096762629
7.52,383.229769707063
7.53,384.54034610620624
7.54,385.85092345526334
7.55,387.16148633580576
7.56,388.4720193294041
7.57,389.78250701762977
7.58,391.09293398205335
7.59,392.403284804246
7.6,393.7135440657788
7.61,395.0236963482228
7.62,396.3337262331487
7.63,397.6436183021278
7.64,398.95335713673086
7.65,400.26292731852914
7.66,401.5723134290935
7.67,402.8815000499948
7.68,404.1904717628043
7.69,405.4992131490929
7.7,406.8077087904314
7.71,408.1159432683912
7.72,409.4239011645429
7.73,410.73156706045785
7.74,412.0389255377066
7.75,413.3459611778607
7.76,414.6526585624906
7.77,415.9590022731676
7.78,417.2649768914629
7.79,418.57056699894713
7.8,419.8757571771913
7.81,421.1805320077666
7.82,422.4848760722441
7.83,423.78877395219456
7.84,425.092210229189
7.85,426.3951694847984
7.86,427.69763630059407
7.87,428.9995952581467
7.88,430.3010309390274
7.89,431.601927924807
7.9,432.9022707970569
7.91,434.2020441373477
7.92,435.50123252725047
7.93,436.7998205483362
7.94,438.0977927821762
7.95,439.3951338103411
7.96,440.6918282144021
7.97,441.98786057593
7.98,443.28321547649614
7.99,444.5778774976711
8.0,445.8718312210262
8.01,447.16506122813234
8.02,448.4575521005603
8.03,449.7492884198813
8.04,451.0402547676665
8.05,452.3304357254869
8.06,453.619815874913
8.07,454.9083797975161
8.08,456.1961120748673
8.09,457.48299728853743
8.1,458.7690200200976
8.11,460.05416485111874
8.12,461.338416363172
8.13,462.62175913782846
8.14,463.9041777566586
8.15,465.1856568012338
8.16,466.4661808531249
8.17,467.745734493903
8.18,469.0243023051392
8.19,470.3018688684044
8.2,471.5784187652696
8.21,472.8539365773058
8.22,474.128406886084
8.23,475.4018142731751
8.24,476.67414332015016
8.25,477.94537860858014
8.26,479.21550472003634
8.27,480.4845062360893
8.28,481.7523677383104
8.29,483.0190738082702
8.3,484.2846090275404
8.31,485.5489579776913
8.32,486.8121052402942
8.33,488.0740353969201
8.34,489.33473302914
8.35,490.5941827185247
8.36,491.85236904664544
8.37,493.10927659507314
8.38,494.364889945379
8.39,495.6191936791337
8.4,496.8721723779082
8.41,498.12381062327376
8.42,499.37409299680127
8.43,500.6230040800617
8.44,501.8705284546261
8.45,503.1166507020654
8.46,504.3613554039508
8.47,505.60462714185314
8.48,506.8464504973433
8.49,508.0868100519923
8.5,509.3256903873713
8.51,510.5630760850514
8.52,511.79895172660326
8.53,513.0333018935983
8.54,514.2661111676069
8.55,515.4973641302008
8.56,516.7270453629504
8.57,517.9551394474271
8.58,519.1816309652015
8.59,520.4065044978449
8.6,521.6297446269282
8.61,522.8513359340225
8.62,524.0712630006987
8.63,525.2895104085279
8.64,526.506062739081
8.65,527.7209045739289
8.66,528.9340204946427
8.67,530.1453950827936
8.68,531.3550129199521
8.69,532.5628585876897
8.7,533.7689166675771
8.71,534.9731717411858
8.72,536.1756083900859
8.73,537.3762111958492
8.74,538.5749647400463
8.75,539.7718536042481
8.76,540.9668623700261
8.77,542.1599756189509
8.78,543.3511779325934
8.79,544.540453892525
8.8,545.7277880803166
8.81,546.9131650775389
8.82,548.0965694657631
8.83,549.2779858265602
8.84,550.457398741501
8.85,551.6347927921568
8.86,552.8101525600986
8.87,553.9834626268972
8.88,555.1547075741238
8.89,556.3238719833491
8.9,557.4909404361443
8.91,558.6558975140805
8.92,559.8187277987284
8.93,560.9794158716592
8.94,562.137946314444
8.95,563.2943037086534
8.96,564.448472635859
8.97,565.6004376776311
8.98,566.7501834155413
8.99,567.8976944311603
9.0,569.0429553060591
9.01,570.1859506218087
9.02,571.3266649599802
9.03,572.4650829021446
9.04,573.6011890298729
9.05,574.7349679247361
9.06,575.866404168305
9.07,576.9954823421508
9.08,578.1221870278443
9.09,579.2465028069568
9.1,580.368414261059
9.11,581.4879059717222
9.12,582.6049625205171
9.13,583.719568489015
9.14,584.8317084587867
9.15,585.9413670114031
9.16,587.0485287284354
9.17,588.1531781914543
9.18,589.2552999820313
9.19,590.3548786817371
9.2,591.4518988721425
9.21,592.5463451348191
9.22,593.6382020513372
9.23,594.7274542032683
9.24,595.814086172183
9.25,596.8980825396527
9.26,597.9794278872481
9.27,599.0581067965404
9.28,600.1341038491003
9.29,601.2074036264993
9.3,602.2779907103081
9.31,603.3458496820974
9.32,604.4109651234389
9.33,605.4733216159028
9.34,606.5329037410606
9.35,607.5896960804835
9.36,608.6436832157417
9.37,609.694849728407
9.38,610.7431802000501
9.39,611.788659212242
9.4,612.8312713465536
9.41,613.8710011845559
9.42,614.90783330782
9.43,615.941752297917
9.44,616.9727427364178
9.45,618.0007892048932
9.46,619.0258762849146
9.47,620.0479885580528
9.48,621.0671106058786
9.49,622.0832270099631
9.5,623.0963223518775
9.51,624.1063812131928
9.52,625.1133881754795
9.53,626.1173278203091
9.54,627.1181847292527
9.55,628.115943483881
9.56,629.1105886657649
9.57,630.1021048564755
9.58,631.0904766375841
9.59,632.0756885906612
9.6,633.0577252972784
9.61,634.0365713390058
9.62,635.0122112974154
9.63,635.9846297540778
9.64,636.9538112905636
9.65,637.9197404884444
9.66,638.8824019292908
9.67,639.841780194674
9.68,640.797859866165
9.69,641.7506255253345
9.7,642.700061753754
9.71,643.6461531329944
9.72,644.5888842446261
9.73,645.5282396702207
9.74,646.464203991349
9.75,647.3967617895821
9.76,648.3258976464908
9.77,649.2515961436463
9.78,650.1738418626196
9.79,651.0926193849814
9.8,652.0079132923033
9.81,652.9197081661557
9.82,653.8279885881097
9.83,654.7327391397366
9.84,655.6339444026071
9.85,656.5315889582923
9.86,657.4256573883631
9.87,658.3161342743908
9.88,659.2030041979465
9.89,660.0862517406003
9.9,660.9658614839241
9.91,661.8418180094886
9.92,662.7141058988648
9.93,663.5827097336236
9.94,664.447614095336
9.95,665.3088035655733
9.96,666.1662627259063
9.97,667.0199761579061
9.98,667.8699284431434
9.99,668.7161041631891
10.0,669.558487899615
10.01,670.3970642339914
10.02,671.2318177478893
10.03,672.06273302288
10.04,672.8897946405344
10.05,673.7129871824237
10.06,674.5322952301185
10.07,675.3477033651898
10.08,676.1591961692088
10.09,676.9667582237466
10.1,677.770374110374
10.11,678.5700284106622
10.12,679.3657057061819
10.13,680.1573905785044
10.14,680.9450676092006
10.15,681.7287213798413
10.16,682.5083364719976
10.17,683.2838974672408
10.18,684.0553889471414
10.19,684.8227954932707
10.2,685.5861016871997
10.21,686.3452921104995
10.22,687.1003513447408
10.23,687.8512639714947
10.24,688.5980145723324
10.25,689.3405877288246
10.26,690.0789680225425
10.27,690.8131400350569
10.28,691.5430883479391
10.29,692.2687975427598
10.3,692.9902522010906
10.31,693.7074369045015
10.32,694.4203362345642
10.33,695.1289347728496
10.34,695.8332171009286
10.35,696.533167800372
10.36,697.2287714527513
10.37,697.920012639637
10.38,698.6068759426006
10.39,699.2893459432127
10.4,699.9674072230442
10.41,700.6410443636665
10.42,701.3102419466505
10.43,701.974984553567
10.44,702.6352567659872
10.45,703.2910431654818
10.46,703.9423283336224
10.47,704.5890968519792
10.48,705.2313333021239
10.49,705.8690222656269
10.5,706.5021483240596
10.51,707.130696058993
10.52,707.7546500519979
10.53,708.3739948846454
10.54,708.9887151385066
10.55,709.5987953951524
10.56,710.2042202361537
10.57,710.8049742430817
10.58,711.4010419975071
10.59,711.992408081001
10.6,712.5790570751346
10.61,713.1609735614791
10.62,713.7381421216048
10.63,714.3105473370833
10.64,714.8781737894853
10.65,715.4410060603818
10.66,715.999028731344
10.67,716.5522263839428
10.68,717.1005835997489
10.69,717.6440849603338
10.7,718.1827150472682
10.71,718.7164584421232
10.72,719.2452997264696
10.73,719.7692234818787
10.74,720.2882142899214
10.75,720.8022567321686
10.76,721.3113353901913
10.77,721.8154348455607
10.78,722.3145396798475
10.79,722.8086344746229
10.8,723.297703811458
10.81,723.7817322719235
10.82,724.2607044375904
10.83,724.7346048900299
10.84,725.2034182108132
10.85,725.6671289815109
10.86,726.1257217836941
10.87,726.5791811989338
10.88,727.0274918088012
10.89,727.470638194867
10.9,727.9086049387024
10.91,728.3413766218782
10.92,728.7689378259657
10.93,729.1912731325356
10.94,729.6083671231593
10.95,730.020204379407
10.96,730.4267694828507
10.97,730.8280470150607
10.98,731.2240215576082
10.99,731.6146776920643
11.0,732.0
11.01,732.3799821139235
11.02,732.7546538700929
11.03,733.1240541557036
11.04,733.4882218579507
11.05,733.8471958640298
11.06,734.2010150611363
11.07,734.5497183364656
11.08,734.893344577213
11.09,735.2319326705738
11.1,735.5655215037433
11.11,735.8941499639172
11.12,736.2178569382902
11.13,736.5366813140585
11.14,736.8506619784167
11.15,737.1598378185608
11.16,737.4642477216858
11.17,737.7639305749872
11.18,738.0589252656603
11.19,738.3492706809004
11.2,738.635005707903
11.21,738.9161692338638
11.22,739.1928001459773
11.23,739.4649373314395
11.24,739.7326196774455
11.25,739.9958860711911
11.26,740.2547753998709
11.27,740.5093265506811
11.28,740.7595784108164
11.29,741.0055698674726
11.3,741.2473398078448
11.31,741.4849271191285
11.32,741.7183706885191
11.33,741.9477094032119
11.34,742.172982150402
11.35,742.3942278172854
11.36,742.6114852910571
11.37,742.824793458912
11.38,743.0341912080463
11.39,743.239717425655
11.4,743.4414109989334
11.41,743.6393108150769
11.42,743.8334557612806
11.43,744.0238847247407
11.44,744.2106365926518
11.45,744.3937502522093
11.46,744.573264590609
11.47,744.7492184950457
11.48,744.9216508527155
11.49,745.090600550813
11.5,745.256106476534
11.51,745.4182075170738
11.52,745.5769425596277
11.53,745.732350491391
11.54,745.8844701995595
11.55,746.0333405713279
11.56,746.1790004938921
11.57,746.3214888544471
11.58,746.4608445401886
11.59,746.5971064383117
11.6,746.730313436012
11.61,746.8605044204845
11.62,746.987718278925
11.63,747.1119938985286
11.64,747.2333701664907
11.65,747.3518859700064
11.66,747.4675801962718
11.67,747.5804917324816
11.68,747.6906594658312
11.69,747.7981222835165
11.7,747.9029190727322
11.71,748.0050887206742
11.72,748.1046701145376
11.73,748.2017021415179
11.74,748.2962236888101
11.75,748.3882736436101
11.76,748.477890893113
11.77,748.5651143245137
11.78,748.6499828250086
11.79,748.7325352817923
11.8,748.8128105820605
11.81,748.8908476130082
11.82,748.9666852618311
11.83,749.0403624157242
11.84,749.1119179618834
11.85,749.1813907875039
11.86,749.2488197797808
11.87,749.3142438259097
11.88,749.3777018130858
11.89,749.4392326285044
11.9,749.4988751593612
11.91,749.5566682928514
11.92,749.6126509161704
11.93,749.6668619165133
11.94,749.7193401810758
11.95,749.7701245970532
11.96,749.8192540516407
11.97,749.8667674320337
11.98,749.9127036254278
11.99,749.9571015190181
12.0,750.0
12.01,750.0414345608233
12.02,750.0814271149536
12.03,750.1199961811113
12.04,750.1571602780164
12.05,750.1929379243892
12.06,750.2273476389496
12.07,750.2604079404181
12.08,750.2921373475144
12.09,750.322554378959
12.1,750.3516775534721
12.11,750.3795253897732
12.12,750.4061164065834
12.13,750.4314691226219
12.14,750.4556020566096
12.15,750.4785337272663
12.16,750.5002826533122
12.17,750.5208673534676
12.18,750.540306346452
12.19,750.5586181509863
12.2,750.5758212857902
12.21,750.5919342695843
12.22,750.606975621088
12.23,750.6209638590223
12.24,750.6339175021067
12.25,750.6458550690614
12.26,750.6567950786072
12.27,750.6667560494635
12.28,750.6757565003505
12.29,750.6838149499887
12.3,750.6909499170982
12.31,750.6971799203991
12.32,750.7025234786113
12.33,750.7069991104551
12.34,750.7106253346507
12.35,750.713420669918
12.36,750.7154036349777
12.37,750.7165927485495
12.38,750.7170065293535
12.39,750.71666349611
12.4,750.7155821675393
12.41,750.7137810623611
12.42,750.711278699296
12.43,750.7080935970639
12.44,750.704244274385
12.45,750.6997492499793
12.46,750.6946270425673
12.47,750.6888961708688
12.48,750.682575153604
12.49,750.6756825094932
12.5,750.6682367572564
12.51,750.660256415614
12.52,750.6517600032857
12.53,750.6427660389919
12.54,750.6332930414528
12.55,750.6233595293884
12.56,750.612984021519
12.57,750.6021850365645
12.58,750.5909810932453
12.59,750.5793907102815
12.6,750.5674324063932
12.61,750.5551247003003
12.62,750.5424861107235
12.63,750.5295351563823
12.64,750.5162903559974
12.65,750.5027702282886
12.66,750.4889932919762
12.67,750.4749780657803
12.68,750.4607430684208
12.69,750.4463068186182
12.7,750.4316878350926
12.71,750.4169046365639
12.72,750.4019757417525
12.73,750.3869196693786
12.74,750.371754938162
12.75,750.3565000668231
12.76,750.341173574082
12.77,750.3257939786588
12.78,750.3103797992736
12.79,750.2949495546466
12.8,750.279521763498
12.81,750.2641149445478
12.82,750.2487476165165
12.83,750.2334382981238
12.84,750.21820550809
12.85,750.2030677651353
12.86,750.1880435879798
12.87,750.1731514953436
12.88,750.1584100059471
12.89,750.1438376385099
12.9,750.1294529117528
12.91,750.1152743443954
12.92,750.1013204551583
12.93,750.0876097627613
12.94,750.0741607859246
12.95,750.0609920433685
12.96,750.0481220538129
12.97,750.035569335978
12.98,750.0233524085842
12.99,750.0114897903514
13.0,750.0
13.01,749.9888976427837
13.02,749.978181670093
13.03,749.9678471198519
13.04,749.957889029984
13.05,749.948302438414
