wind_speed,Vestas V90 Gridstreamer
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,75.0
4.01,76.00801963770682
4.02,77.01744414585566
4.03,78.02831832300897
4.04,79.04068696772906
4.05,80.05459487857836
4.06,81.07008685411931
4.07,82.08720769291439
4.08,83.10600219352587
4.09,84.12651515451617
4.1,85.14879137444777
4.11,86.17287565188313
4.12,87.19881278538449
4.13,88.22664757351437
4.14,89.25642481483513
4.15,90.28818930790928
4.16,91.32198585129908
4.17,92.35785924356702
4.18,93.39585428327548
4.19,94.436015768987
4.2,95.47838849926376
4.21,96.52301727266828
4.22,97.56994688776298
4.23,98.61922214311036
4.24,99.6708878372726
4.25,100.72498876881224
4.26,101.7815697362917
4.27,102.84067553827336
4.28,103.90235097331971
4.29,104.96664083999303
4.3,106.03358993685576
4.31,107.10324306247033
4.32,108.17564501539924
4.33,109.25084059420472
4.34,110.32887459744929
4.35,111.40979182369526
4.36,112.49363707150526
4.37,113.58045513944144
4.38,114.67029082606636
4.39,115.76318892994232
4.4,116.85919424963193
4.41,117.95835158369734
4.42,119.0607057307011
4.43,120.16630148920557
4.44,121.27518365777328
4.45,122.38739703496644
4.46,123.5029864193476
4.47,124.62199660947908
4.48,125.7444724039235
4.49,126.87045860124294
4.5,128.0
4.51,129.13314139875706
4.52,130.26992759607654
4.53,131.4104033905209
4.54,132.55461358065244
4.55,133.70260296503355
4.56,134.85441634222673
4.57,136.01009851079448
4.58,137.16969426929893
4.59,138.3332484163027
4.6,139.5008057503681
4.61,140.6724110700577
4.62,141.84810917393366
4.63,143.02794486055856
4.64,144.21196292849473
4.65,145.40020817630472
4.66,146.59272540255077
4.67,147.78955940579527
4.68,148.99075498460076
4.69,150.19635693752969
4.7,151.40641006314428
4.71,152.620959160007
4.72,153.84004902668028
4.73,155.06372446172668
4.74,156.29203026370834
4.75,157.52501123118776
4.76,158.7627121627274
4.77,160.00517785688967
4.78,161.25245311223705
4.79,162.50458272733175
4.8,163.76161150073622
4.81,165.02358423101305
4.82,166.29054571672452
4.83,167.56254075643298
4.84,168.83961414870095
4.85,170.12181069209072
4.86,171.4091751851649
4.87,172.70175242648563
4.88,173.9995872146155
4.89,175.30272434811687
4.9,176.61120862555225
4.91,177.92508484548387
4.92,179.24439780647415
4.93,180.5691923070856
4.94,181.8995131458807
4.95,183.23540512142168
4.96,184.57691303227097
4.97,185.92408167699105
4.98,187.2769558541444
4.99,188.6355803622932
5.0,190.0
5.01,191.3702467672648
5.02,192.746301469838
5.03,194.1281321149076
5.04,195.51570670966132
5.05,196.9089932612873
5.06,198.30795977697355
5.07,199.712574263908
5.08,201.1228047292785
5.09,202.53861918027303
5.1,203.9599856240796
5.11,205.3868720678864
5.12,206.8192465188809
5.13,208.25707698425137
5.14,209.7003314711857
5.15,211.148977986872
5.16,212.60298453849805
5.17,214.0623191332518
5.18,215.52694977832127
5.19,216.9968444808946
5.2,218.47197124815935
5.21,219.9522980873038
5.22,221.43779300551572
5.23,222.92842400998336
5.24,224.4241591078943
5.25,225.9249663064367
5.26,227.4308136127985
5.27,228.9416690341677
5.28,230.45750057773236
5.29,231.9782762506801
5.3,233.50396406019917
5.31,235.03453201347733
5.32,236.5699481177029
5.33,238.1101803800634
5.34,239.65519680774705
5.35,241.2049654079416
5.36,242.75945418783544
5.37,244.31863115461604
5.38,245.8824643154716
5.39,247.45092167759
5.4,249.0239712481594
5.41,250.60158103436743
5.42,252.18371904340225
5.43,253.77035328245185
5.44,255.3614517587042
5.45,256.9569824793471
5.46,258.5569134515686
5.47,260.16121268255665
5.48,261.7698481794994
5.49,263.3827879495845
5.5,265.0
5.51,266.6214795321835
5.52,268.2473305245712
5.53,269.877684149849
5.54,271.51267158070226
5.55,273.1524239898169
5.56,274.7970725498788
5.57,276.4467484335738
5.58,278.10158281358724
5.59,279.7617068626051
5.6,281.4272517533131
5.61,283.0983486583972
5.62,284.7751287505428
5.63,286.45772320243583
5.64,288.146263186762
5.65,289.84087987620734
5.66,291.54170444345715
5.67,293.2488680611974
5.68,294.96250190211384
5.69,296.6827371388924
5.7,298.4097049442184
5.71,300.14353649077793
5.72,301.8843629512565
5.73,303.6323154983403
5.74,305.3875253047146
5.75,307.1501235430654
5.76,308.9202413860782
5.77,310.6980100064391
5.78,312.4835605768338
5.79,314.2770242699478
5.8,316.0785322584669
5.81,317.88821571507714
5.82,319.706205812464
5.83,321.5326337233134
5.84,323.3676306203109
5.85,325.21132767614233
5.86,327.06385606349363
5.87,328.9253469550502
5.88,330.7959315234981
5.89,332.6757409415228
5.9,334.56490638181043
5.91,336.4635590170464
5.92,338.3718300199166
5.93,340.28985056310665
5.94,342.2177518193027
5.95,344.15566496119004
5.96,346.10372116145453
5.97,348.0620515927819
5.98,350.0307874278584
5.99,352.0100598393691
6.0,354.0
6.01,356.0007108194026
6.02,358.012182155092
6.03,360.0343756015489
6.04,362.0672527532537
6.05,364.1107752046871
6.06,366.16490455033
6.07,368.2296023846631
6.08,370.3048303021668
6.09,372.39054989732193
6.1,374.4867227646094
6.11,376.5933104985096
6.12,378.7102746935033
6.13,380.8375769440712
6.14,382.97517884469386
6.15,385.1230419898523
6.16,387.28112797402696
6.17,389.4493983916985
6.18,391.6278148373475
6.19,393.8163389054552
6.2,396.0149321905016
6.21,398.22355628696766
6.22,400.4421727893341
6.23,402.67074329208185
6.24,404.9092293896911
6.25,407.1575926766427
6.26,409.4157947474176
6.27,411.6837971964961
6.28,413.9615616183593
6.29,416.2490496074876
6.3,418.5462227583616
6.31,420.8530426654621
6.32,423.16947092327007
6.33,425.4954691262658
6.34,427.8309988689302
6.35,430.1760217457437
6.36,432.53049935118736
6.37,434.8943932797415
6.38,437.2676651258869
6.39,439.6502764841044
6.4,442.0421889488748
6.41,444.44336411467833
6.42,446.853763575996
6.43,449.2733489273084
6.44,451.7020817630964
6.45,454.13992367784033
6.46,456.58683626602107
6.47,459.0427811221194
6.48,461.507719840616
6.49,463.9816140159912
6.5,466.4644252427261
6.51,468.95611511530126
6.52,471.4566452281972
6.53,473.965977175895
6.54,476.48407255287486
6.55,479.0108929536177
6.56,481.5463999726043
6.57,484.0905552043153
6.58,486.6433202432312
6.59,489.2046566838328
6.6,491.77452612060085
6.61,494.3528901480162
6.62,496.9397103605591
6.63,499.5349483527104
6.64,502.1385657189509
6.65,504.75052405376135
6.66,507.37078495162217
6.67,509.9993100070141
6.68,512.636060814418
6.69,515.2809989683146
6.7,517.9340860631844
6.71,520.5952836935081
6.72,523.2645534537662
6.73,525.9418569384401
6.74,528.6271557420097
6.75,531.320411458956
6.76,534.0215856837596
6.77,536.7306400109012
6.78,539.4475360348617
6.79,542.1722353501217
6.8,544.9046995511617
6.81,547.6448902324623
6.82,550.3927689885047
6.83,553.148297413769
6.84,555.9114371027362
6.85,558.6821496498869
6.86,561.460396649702
6.87,564.2461396966619
6.88,567.0393403852473
6.89,569.839960309939
6.9,572.6479610652178
6.91,575.4633042455642
6.92,578.2859514454587
6.93,581.1158642593825
6.94,583.953004281816
6.95,586.7973331072396
6.96,589.6488123301347
6.97,592.5074035449811
6.98,595.3730683462602
6.99,598.2457683284524
7.0,601.125465086038
7.01,604.0121202134985
7.02,606.905695305314
7.03,609.8061519559658
7.04,612.7134517599338
7.05,615.627556311699
7.06,618.5484272057421
7.07,621.4760260365442
7.08,624.410314398585
7.09,627.3512538863462
7.1,630.2988060943079
7.11,633.2529326169509
7.12,636.213595048756
7.13,639.1807549842036
7.14,642.1543740177749
7.15,645.1344137439505
7.16,648.1208357572104
7.17,651.1136016520359
7.18,654.1126730229074
7.19,657.1180114643063
7.2,660.1295785707122
7.21,663.1473359366062
7.22,666.1712451564692
7.23,669.2012678247821
7.24,672.2373655360249
7.25,675.2794998846787
7.26,678.327632465224
7.27,681.3817248721418
7.28,684.4417386999128
7.29,687.507635543017
7.3,690.579376995936
7.31,693.6569246531495
7.32,696.7402401091394
7.33,699.8292849583854
7.34,702.9240207953684
7.35,706.0244092145691
7.36,709.1304118104689
7.37,712.2419901775475
7.38,715.3591059102856
7.39,718.4817206031645
7.4,721.6097958506648
7.41,724.7432932472667
7.42,727.8821743874513
7.43,731.0264008656991
7.44,734.175934276491
7.45,737.3307362143075
7.46,740.4907682736293
7.47,743.6559920489368
7.48,746.8263691347117
7.49,750.0018611254335
7.5,753.1824296155835
7.51,756.368036199642
7.52,759.5586424720901
7.53,762.7542100274085
7.54,765.9547004600777
7.55,769.1600753645781
7.56,772.3702963353909
7.57,775.5853249669966
7.58,778.8051228538758
7.59,782.029651590509
7.6,785.2588727713775
7.61,788.4927479909614
7.62,791.7312388437414
7.63,794.9743069241988
7.64,798.2219138268134
7.65,801.474021146067
7.66,804.7305904764391
7.67,807.9915834124109
7.68,811.2569615484631
7.69,814.5266864790767
7.7,817.800719798732
7.71,821.0790231019093
7.72,824.3615579830902
7.73,827.648286036755
7.74,830.9391688573841
7.75,834.2341680394583
7.76,837.5332451774583
7.77,840.836361865865
7.78,844.1434796991593
7.79,847.4545602718213
7.8,850.7695651783317
7.81,854.0884560131715
7.82,857.4111943708216
7.83,860.7377418457622
7.84,864.068060032474
7.85,867.4021105254378
7.86,870.7398549191348
7.87,874.0812548080448
7.88,877.4262717866491
7.89,880.7748674494279
7.9,884.1270033908626
7.91,887.4826412054333
7.92,890.8417424876205
7.93,894.2042688319056
7.94,897.5701818327691
7.95,900.939443084691
7.96,904.3120141821528
7.97,907.6878567196349
7.98,911.0669322916178
7.99,914.4492024925822
8.0,917.8346289170092
8.01,921.2231731593791
8.02,924.6147968141726
8.03,928.0094614758706
8.04,931.4071287389534
8.05,934.8077601979028
8.06,938.211317447198
8.07,941.6177620813204
8.08,945.0270556947504
8.09,948.4391598819692
8.1,951.854036237457
8.11,955.2716463556944
8.12,958.6919518311626
8.13,962.1149142583428
8.14,965.540495231714
8.15,968.968656345758
8.16,972.3993591949552
8.17,975.8325653737862
8.18,979.2682364767322
8.19,982.7063340982736
8.2,986.1468198328909
8.21,989.5896552750656
8.22,993.0348020192768
8.23,996.4822216600064
8.24,999.9318757917345
8.25,1003.383726008942
8.26,1006.8377339061096
8.27,1010.2938610777184
8.28,1013.7520691182484
8.29,1017.2123196221812
8.3,1020.6745741839966
8.31,1024.1387943981756
8.32,1027.6049418591986
8.33,1031.0729781615464
8.34,1034.5428648997
8.35,1038.01456366814
8.36,1041.488036061347
8.37,1044.9632436738018
8.38,1048.4401480999852
8.39,1051.918710934377
8.4,1055.398893771459
8.41,1058.880658205711
8.42,1062.3639658316142
8.43,1065.8487782436491
8.44,1069.3350570362966
8.45,1072.822763804037
8.46,1076.3118601413526
8.47,1079.8023076427214
8.48,1083.2940679026258
8.49,1086.787102515546
8.5,1090.2813730759626
8.51,1093.7768411783568
8.52,1097.2734684172085
8.53,1100.7712163869994
8.54,1104.270046682209
8.55,1107.7699208973197
8.56,1111.2708006268103
8.57,1114.7726474651622
8.58,1118.2754230068565
8.59,1121.7790888463733
8.6,1125.2836065781937
8.61,1128.788937796798
8.62,1132.295044096667
8.63,1135.8018870722824
8.64,1139.3094283181233
8.65,1142.8176294286711
8.66,1146.3264519984064
8.67,1149.83585762181
8.68,1153.3458078933625
8.69,1156.856264407544
8.7,1160.3671887588364
8.71,1163.8785425417204
8.72,1167.3902873506754
8.73,1170.9023847801827
8.74,1174.4147964247231
8.75,1177.927483878777
8.76,1181.4404087368257
8.77,1184.9535325933489
8.78,1188.4668170428283
8.79,1191.980223679744
8.8,1195.4937140985776
8.81,1199.0072498938084
8.82,1202.520792659917
8.83,1206.034303991386
8.84,1209.5477454826944
8.85,1213.061078728323
8.86,1216.5742653227535
8.87,1220.0872668604652
8.88,1223.6000449359408
8.89,1227.1125611436587
8.9,1230.6247770781006
8.91,1234.1366543337472
8.92,1237.6481545050792
8.93,1241.1592391865772
8.94,1244.6698699727222
8.95,1248.1800084579943
8.96,1251.6896162368753
8.97,1255.1986549038445
8.98,1258.707086053383
8.99,1262.2148712799717
9.0,1265.7219721780912
9.01,1269.2283503422225
9.02,1272.7339673668455
9.03,1276.2387848464418
9.04,1279.7427643754918
9.05,1283.2458675484766
9.06,1286.7480559598753
9.07,1290.2492912041705
9.08,1293.7495348758412
9.09,1297.2487485693691
9.1,1300.746893879235
9.11,1304.2439323999188
9.12,1307.7398257259022
9.13,1311.2345354516656
9.14,1314.7280231716888
9.15,1318.2202504804532
9.16,1321.7111789724397
9.17,1325.2007702421286
9.18,1328.6889858840002
9.19,1332.1757874925363
9.2,1335.6611366622164
9.21,1339.1449949875223
9.22,1342.627324062934
9.23,1346.108085482932
9.24,1349.5872408419973
9.25,1353.0647517346108
9.26,1356.540579755253
9.27,1360.0146864984042
9.28,1363.4870335585456
9.29,1366.957582530158
9.3,1370.4262950077218
9.31,1373.8931325857177
9.32,1377.3580568586258
9.33,1380.8210294209275
9.34,1384.2820118671036
9.35,1387.7409657916344
9.36,1391.1978527890003
9.37,1394.652634453683
9.38,1398.1052723801631
9.39,1401.55572816292
9.4,1405.0039633964352
9.41,1408.4499396751894
9.42,1411.8936185936627
9.43,1415.3349617463373
9.44,1418.773930727692
9.45,1422.210487132209
9.46,1425.6445925543687
9.47,1429.0762085886504
9.48,1432.5052968295363
9.49,1435.9318188715067
9.5,1439.355736309042
9.51,1442.7770107366232
9.52,1446.195603748731
9.53,1449.6114769398455
9.54,1453.0245919044482
9.55,1456.4349102370202
9.56,1459.842393532041
9.57,1463.247003383991
9.58,1466.6487013873516
9.59,1470.0474491366035
9.6,1473.443208226228
9.61,1476.8359402507049
9.62,1480.2256068045144
9.63,1483.612169482139
9.64,1486.995589878058
9.65,1490.3758295867522
9.66,1493.7528502027026
9.67,1497.1266133203892
9.68,1500.4970805342937
9.69,1503.864213438896
9.7,1507.227973628677
9.71,1510.5883226981189
9.72,1513.9452222417
9.73,1517.2986338539015
9.74,1520.648519129205
9.75,1523.9948396620907
9.76,1527.3375570470394
9.77,1530.676632878531
9.78,1534.012028751048
9.79,1537.3437062590692
9.8,1540.671626997077
9.81,1543.99575255955
9.82,1547.3160445409703
9.83,1550.632464535819
9.84,1553.9449741385756
9.85,1557.2535349437212
9.86,1560.558108545736
9.87,1563.8586565391024
9.88,1567.1551405182995
9.89,1570.4475220778088
9.9,1573.73576281211
9.91,1577.0198243156842
9.92,1580.2996681830127
9.93,1583.575256008576
9.94,1586.8465493868543
9.95,1590.1135099123285
9.96,1593.3760991794798
9.97,1596.6342787827875
9.98,1599.8880103167337
9.99,1603.1372553757988
10.0,1606.3819755544623
10.01,1609.6221324472067
10.02,1612.8576876485115
10.03,1616.0886027528577
10.04,1619.3148393547267
10.05,1622.536359048598
10.06,1625.753123428953
10.07,1628.9650940902718
10.08,1632.1722326270356
10.09,1635.3745006337244
10.1,1638.57185970482
10.11,1641.764271434802
10.12,1644.9516974181518
10.13,1648.1340992493508
10.14,1651.3114385228778
10.15,1654.4836768332148
10.16,1657.6507757748425
10.17,1660.81269694224
10.18,1663.9694019298895
10.19,1667.120852332272
10.2,1670.2670097438672
10.21,1673.4078357591566
10.22,1676.5432919726195
10.23,1679.6733399787386
10.24,1682.7979413719931
10.25,1685.9170577468635
10.26,1689.0306506978318
10.27,1692.1386818193778
10.28,1695.241112705982
10.29,1698.337904952126
10.3,1701.42902015229
10.31,1704.5144199009542
10.32,1707.5940657925992
10.33,1710.667919421707
10.34,1713.735942382757
10.35,1716.7980962702302
10.36,1719.854342678608
10.37,1722.9046432023702
10.38,1725.9489594359984
10.39,1728.9872529739716
10.4,1732.0194854107724
10.41,1735.04561834088
10.42,1738.065613358776
10.43,1741.0794320589407
10.44,1744.0870360358556
10.45,1747.088386884
10.46,1750.0834461978557
10.47,1753.0721755719028
10.48,1756.0545366006222
10.49,1759.0304908784938
10.5,1762.0
10.51,1764.9629582866623
10.52,1767.9189909681727
10.53,1770.867656001264
10.54,1773.8085113426707
10.55,1776.7411149491263
10.56,1779.665024777364
10.57,1782.5797987841174
10.58,1785.4849949261202
10.59,1788.380171160106
10.6,1791.2648854428076
10.61,1794.1386957309603
10.62,1797.0011599812967
10.63,1799.8518361505503
10.64,1802.6902821954543
10.65,1805.516056072744
10.66,1808.32871573915
10.67,1811.1278191514089
10.68,1813.9129242662525
10.69,1816.6835890404143
10.7,1819.4393714306293
10.71,1822.1798293936304
10.72,1824.9045208861512
10.73,1827.6130038649248
10.74,1830.3048362866848
10.75,1832.979576108165
10.76,1835.636781286099
10.77,1838.276009777221
10.78,1840.8968195382636
10.79,1843.4987685259607
10.8,1846.081414697047
10.81,1848.6443160082545
10.82,1851.1870304163167
10.83,1853.7091158779688
10.84,1856.2101303499428
10.85,1858.6896317889732
10.86,1861.1471781517937
10.87,1863.5823273951369
10.88,1865.9946374757376
10.89,1868.383666350328
10.9,1870.748971975643
10.91,1873.0901123084157
10.92,1875.4066453053788
10.93,1877.698128923267
10.94,1879.9641211188136
10.95,1882.204179848752
10.96,1884.417863069817
10.97,1886.6047287387405
10.98,1888.764334812256
10.99,1890.8962392470985
11.0,1893.0
11.01,1895.0752987422
11.02,1897.1223120029515
11.03,1899.141340026013
11.04,1901.1326830551427
11.05,1903.096641334101
11.06,1905.033515106643
11.07,1906.9436046165288
11.08,1908.827210107517
11.09,1910.6846318233652
11.1,1912.516170007833
11.11,1914.322124904677
11.12,1916.1027967576567
11.13,1917.8584858105312
11.14,1919.589492307057
11.15,1921.2961164909937
11.16,1922.9786586060995
11.17,1924.6374188961329
11.18,1926.2726976048511
11.19,1927.8847949760136
11.2,1929.474011253379
11.21,1931.040646680706
11.22,1932.5850015017509
11.23,1934.1073759602737
11.24,1935.6080703000328
11.25,1937.0873847647856
11.26,1938.545619598292
11.27,1939.9830750443089
11.28,1941.4000513465949
11.29,1942.796848748909
11.3,1944.1737674950095
11.31,1945.5311078286545
11.32,1946.8691699936023
11.33,1948.1882542336111
11.34,1949.48866079244
11.35,1950.7706899138464
11.36,1952.0346418415893
11.37,1953.2808168194272
11.38,1954.5095150911184
11.39,1955.721036900421
11.4,1956.9156824910929
11.41,1958.0937521068936
11.42,1959.255545991581
11.43,1960.401364388913
11.44,1961.5315075426483
11.45,1962.6462756965457
11.46,1963.7459690943629
11.47,1964.8308879798583
11.48,1965.9013325967908
11.49,1966.9576031889185
11.5,1968.0
11.51,1969.0287907445388
11.52,1970.0441130200225
11.53,1971.0460718946845
11.54,1972.0347724367564
11.55,1973.010319714473
11.56,1973.9728187960657
11.57,1974.922374749768
11.58,1975.8590926438128
11.59,1976.7830775464329
11.6,1977.694434525861
11.61,1978.5932686503309
11.62,1979.479684988075
11.63,1980.3537886073264
11.64,1981.2156845763177
11.65,1982.0654779632823
11.66,1982.9032738364529
11.67,1983.7291772640624
11.68,1984.5432933143436
11.69,1985.3457270555296
11.7,1986.1365835558536
11.71,1986.9159678835483
11.72,1987.6839851068464
11.73,1988.4407402939812
11.74,1989.186338513185
11.75,1989.920884832692
11.76,1990.644484320734
11.77,1991.3572420455448
11.78,1992.059263075356
11.79,1992.7506524784023
11.8,1993.4315153229156
11.81,1994.1019566771288
11.82,1994.762081609275
11.83,1995.411995187587
11.84,1996.0518024802975
11.85,1996.6816085556409
11.86,1997.301518481848
11.87,1997.9116373271531
11.88,1998.5120701597896
11.89,1999.102922047989
11.9,1999.6842980599847
11.91,2000.2563032640105
11.92,2000.8190427282984
11.93,2001.372621521081
11.94,2001.917144710593
11.95,2002.4527173650656
11.96,2002.9794445527325
11.97,2003.4974313418268
11.98,2004.0067828005804
11.99,2004.5076039972275
12.0,2005.0
12.01,2005.4840742796448
12.02,2005.959923916958
12.03,2006.42764439525
12.04,2006.88733119783
12.05,2007.339079808009
12.06,2007.782985709096
12.07,2008.2191443844004
12.08,2008.6476513172336
12.09,2009.0686019909044
12.1,2009.482091888723
12.11,2009.888216493999
12.12,2010.2870712900428
12.13,2010.678751760164
12.14,2011.063353387672
12.15,2011.440971655877
12.16,2011.8117020480895
12.17,2012.1756400476197
12.18,2012.5328811377756
12.19,2012.883520801868
12.2,2013.2276545232064
12.21,2013.5653777851023
12.22,2013.896786070864
12.23,2014.2219748638024
12.24,2014.541039647226
12.25,2014.8540759044456
12.26,2015.1611791187715
12.27,2015.4624447735127
12.28,2015.75796835198
12.29,2016.0478453374824
12.3,2016.3321712133293
12.31,2016.6110414628324
12.32,2016.8845515693
12.33,2017.1527970160428
12.34,2017.41587328637
12.35,2017.673875863592
12.36,2017.9269002310184
12.37,2018.1750418719596
12.38,2018.418396269725
12.39,2018.6570589076248
12.4,2018.891125268968
12.41,2019.120690837066
12.42,2019.3458510952269
12.43,2019.5667015267616
12.44,2019.7833376149808
12.45,2019.9958548431928
12.46,2020.204348694708
12.47,2020.4089146528368
12.48,2020.609648200888
12.49,2020.8066448221723
12.5,2021.0
12.51,2021.189800136883
12.52,2021.3760953121464
12.53,2021.5589265243177
12.54,2021.738334771924
12.55,2021.9143610534932
12.56,2022.0870463675533
12.57,2022.2564317126307
12.58,2022.4225580872544
12.59,2022.5854664899507
12.6,2022.7451979192483
12.61,2022.9017933736736
12.62,2023.0552938517544
12.63,2023.2057403520191
12.64,2023.3531738729948
12.65,2023.4976354132089
12.66,2023.639165971189
12.67,2023.7778065454625
12.68,2023.913598134557
12.69,2024.046581737
12.7,2024.17679835132
12.71,2024.3042889760427
12.72,2024.429094609697
12.73,2024.551256250811
12.74,2024.6708148979103
12.75,2024.787811549524
12.76,2024.9022872041792
12.77,2025.014282860404
12.78,2025.1238395167247
12.79,2025.23099817167
12.8,2025.335799823767
12.81,2025.4382854715432
12.82,2025.538496113526
12.83,2025.6364727482437
12.84,2025.732256374223
12.85,2025.825887989992
12.86,2025.9174085940772
12.87,2026.006859185008
12.88,2026.094280761311
12.89,2026.1797143215133
12.9,2026.263200864143
12.91,2026.3447813877276
12.92,2026.4244968907944
12.93,2026.502388371871
12.94,2026.5784968294847
12.95,2026.6528632621644
12.96,2026.725528668436
12.97,2026.796534046828
12.98,2026.865920395868
12.99,2026.9337287140825
13.0,2027.0
13.01,2027.0647731728232
13.02,2027.128078834457
13.03,2027.1899455074808
13.04,2027.2504017144747
13.05,2027.3094759780188
13.06,2027.3671968206925
13.07,2027.423592765076
13.08,2027.4786923337488
13.09,2027.5325240492923
13.1,2027.5851164342848
13.11,2027.636498011307
13.12,2027.6866973029375
13.13,2027.7357428317584
13.14,2027.783663120348
13.15,2027.8304866912872
13.16,2027.8762420671555
13.17,2027.920957770532
13.18,2027.9646623239971
13.19,2028.007384250132
13.2,2028.049152071515
13.21,2028.0899943107263
13.22,2028.1299394903467
13.23,2028.1690161329552
13.24,2028.207252761132
13.25,2028.2446778974568
13.26,2028.2813200645107
13.27,2028.317207784872
13.28,2028.352369581121
13.29,2028.3868339758385
13.3,2028.4206294916037
13.31,2028.453784650996
13.32,2028.486327976596
13.33,2028.518287990984
13.34,2028.549693216739
13.35,2028.5805721764411
13.36,2028.610953392671
13.37,2028.640865388008
13.38,2028.670336685032
13.39,2028.699395806323
13.4,2028.728071274461
