wind_speed,Vestas V112-3.0 Offshore
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,23.0
3.01,23.708849253220325
3.02,24.42598643048793
3.03,25.151381166005883
3.04,25.885003093977343
3.05,26.62682184860539
3.06,27.376807064093175
3.07,28.134928374643778
3.08,28.90115541446036
3.09,29.675457817745983
3.1,30.457805218703832
3.11,31.24816725153696
3.12,32.046513550448545
3.13,32.85281374964163
3.14,33.667037483319426
3.15,34.48915438568494
3.16,35.319134090941404
3.17,36.15694623329184
3.18,37.00256044693944
3.19,37.855946366087245
3.2,38.71707362493846
3.21,39.5859118576961
3.22,40.4624306985634
3.23,41.346599781743365
3.24,42.2383887414392
3.25,43.13776721185394
3.26,44.04470482719076
3.27,44.9591712216528
3.28,45.8811360294431
3.29,46.81056888476487
3.3,47.74743942182112
3.31,48.69171727481507
3.32,49.64337207794975
3.33,50.60237346542837
3.34,51.56869107145394
3.35,52.54229453022968
3.36,53.52315347595862
3.37,54.51123754284396
3.38,55.506516365088736
3.39,56.50895957689614
3.4,57.51853681246921
3.41,58.53521770601116
3.42,59.55897189172501
3.43,60.58976900381396
3.44,61.62757867648103
3.45,62.67237054392947
3.46,63.724114240362255
3.47,64.78277939998263
3.48,65.84833565699361
3.49,66.92075264559838
3.5,68.0
3.51,69.08604735440161
3.52,70.1788643430064
3.53,71.27842060001738
3.54,72.38468575963776
3.55,73.49762945607054
3.56,74.61722132351896
3.57,75.74343099618605
3.58,76.876228108275
3.59,78.01558229398884
3.6,79.1614631875308
3.61,80.31384042310385
3.62,81.47268363491128
3.63,82.63796245715605
3.64,83.8096465240414
3.65,84.98770546977033
3.66,86.17210892854607
3.67,87.36282653457164
3.68,88.55982792205025
3.69,89.76308272518493
3.7,90.97256057817889
3.71,92.18823111523514
3.72,93.4100639705569
3.73,94.6380287783472
3.74,95.87209517280924
3.75,97.11223278814606
3.76,98.3584112585608
3.77,99.61060021825664
3.78,100.8687693014366
3.79,102.13288814230393
3.8,103.40292637506153
3.81,104.67885363391277
3.82,105.96063955306056
3.83,107.24825376670816
3.84,108.5416659090586
3.85,109.84084561431509
3.86,111.14576251668058
3.87,112.45638625035838
3.88,113.77268644955146
3.89,115.09463274846306
3.9,116.42219478129616
3.91,117.75534218225404
3.92,119.09404458553963
3.93,120.43827162535624
3.94,121.7879929359068
3.95,123.14317815139464
3.96,124.50379690602269
3.97,125.86981883399416
3.98,127.24121356951208
3.99,128.6179507467797
4.0,130.0
4.01,131.38733732917308
4.02,132.7799641974864
4.03,134.17788843392455
4.04,135.5811178674717
4.05,136.98966032711232
4.06,138.40352364183093
4.07,139.822715640612
4.08,141.2472441524397
4.09,142.67711700629852
4.1,144.11234203117297
4.11,145.55292705604757
4.12,146.99887990990644
4.13,148.45020842173415
4.14,149.90692042051506
4.15,151.36902373523375
4.16,152.8365261948744
4.17,154.30943562842157
4.18,155.7877598648596
4.19,157.27150673317306
4.2,158.76068406234614
4.21,160.25529968136334
4.22,161.75536141920907
4.23,163.2608771048679
4.24,164.77185456732394
4.25,166.28830163556182
4.26,167.81022613856587
4.27,169.33763590532058
4.28,170.87053876481042
4.29,172.4089425460196
4.3,173.9528550779326
4.31,175.50228418953387
4.32,177.05723770980796
4.33,178.617723467739
4.34,180.1837492923116
4.35,181.75532301251008
4.36,183.33245245731905
4.37,184.91514545572264
4.38,186.50340983670537
4.39,188.09725342925168
4.4,189.6966840623461
4.41,191.30170956497287
4.42,192.9123377661164
4.43,194.52857649476115
4.44,196.1504335798917
4.45,197.77791685049215
4.46,199.4110341355471
4.47,201.0497932640409
4.48,202.6942020649582
4.49,204.34426836728304
4.5,206.0
4.51,207.661443328906
4.52,209.32879886704768
4.53,211.0023056642845
4.54,212.68220277047556
4.55,214.3687292354799
4.56,216.062124109157
4.57,217.76262644136617
4.58,219.47047528196637
4.59,221.18590968081685
4.6,222.90916868777688
4.61,224.640491352706
4.62,226.380116725463
4.63,228.12828385590728
4.64,229.8852317938981
4.65,231.65119958929483
4.66,233.42642629195632
4.67,235.211150951742
4.68,237.00561261851112
4.69,238.81005034212308
4.7,240.6247031724368
4.71,242.44981015931157
4.72,244.28561035260668
4.73,246.1323428021816
4.74,247.99024655789503
4.75,249.8595606696066
4.76,251.7405241871754
4.77,253.63337616046067
4.78,255.53835563932185
4.79,257.4557016736178
4.8,259.3856533132079
4.81,261.3284496079514
4.82,263.2843296077077
4.83,265.25353236233576
4.84,267.2362969216949
4.85,269.2328623356443
4.86,271.2434676540434
4.87,273.2683519267512
4.88,275.30775420362687
4.89,277.3619135345299
4.9,279.4310689693195
4.91,281.51545955785457
4.92,283.6153243499947
4.93,285.7309023955989
4.94,287.86243274452664
4.95,290.0101544466368
4.96,292.17430655178885
4.97,294.3551281098419
4.98,296.55285817065544
4.99,298.7677357840884
5.0,301.0
5.01,303.24984166326834
5.02,305.517258798846
5.03,307.80220122670465
5.04,310.1046187668153
5.05,312.4244612391496
5.06,314.76167846367883
5.07,317.1162202603746
5.08,319.488036449208
5.09,321.8770768501505
5.1,324.2832912831737
5.11,326.7066295682491
5.12,329.1470415253476
5.13,331.60447697444096
5.14,334.0788857355004
5.15,336.5702176284978
5.16,339.07842247340386
5.17,341.6034500901904
5.18,344.1452502988287
5.19,346.70377291929043
5.2,349.27896777154643
5.21,351.87078467556853
5.22,354.47917345132805
5.23,357.10408391879656
5.24,359.745465897945
5.25,362.40326920874514
5.26,365.07744367116817
5.27,367.76793910518575
5.28,370.4747053307692
5.29,373.19769216788967
5.3,375.93684943651886
5.31,378.692126956628
5.32,381.4634745481888
5.33,384.2508420311721
5.34,387.05417922554966
5.35,389.8734359512929
5.36,392.7085620283733
5.37,395.55950727676185
5.38,398.4262215164302
5.39,401.30865456735
5.4,404.2067562494924
5.41,407.1204763828286
5.42,410.0497647873304
5.43,412.9945712829688
5.44,415.9548456897158
5.45,418.9305378275422
5.46,421.9215975164194
5.47,424.9279745763193
5.48,427.94961882721327
5.49,430.986480089072
5.5,434.0385081818675
5.51,437.105652925571
5.52,440.1878641401538
5.53,443.2850916455879
5.54,446.3972852618439
5.55,449.5243948088935
5.56,452.6663701067082
5.57,455.8231609752595
5.58,458.9947172345185
5.59,462.18098870445664
5.6,465.38192520504543
5.61,468.5974765562565
5.62,471.8275925780608
5.63,475.0722230904299
5.64,478.3313179133352
5.65,481.60482686674845
5.66,484.8926997706405
5.67,488.1948864449831
5.68,491.51133670974747
5.69,494.8420003849053
5.7,498.1868272904274
5.71,501.5457672462857
5.72,504.91877007245137
5.73,508.3057855888962
5.74,511.7067636155911
5.75,515.1216539725076
5.76,518.5504064796171
5.77,521.992970956891
5.78,525.4492972243013
5.79,528.9193351018183
5.8,532.4030344094139
5.81,535.9003449670598
5.82,539.4112165947274
5.83,542.9355991123875
5.84,546.473442340012
5.85,550.0246960975719
5.86,553.5893102050394
5.87,557.167234482385
5.88,560.7584187495803
5.89,564.3628128265972
5.9,567.9803665334067
5.91,571.6110296899803
5.92,575.2547521162891
5.93,578.9114836323049
5.94,582.5811740579993
5.95,586.2637732133429
5.96,589.9592309183076
5.97,593.667496992865
5.98,597.3885212569866
5.99,601.1222535306429
6.0,604.868643633806
6.01,608.6276413864472
6.02,612.3991966085377
6.03,616.1832591200498
6.04,619.9797787409535
6.05,623.7887052912209
6.06,627.6099885908236
6.07,631.443578459733
6.08,635.28942471792
6.09,639.1474771853561
6.1,643.0176856820129
6.11,646.9000000278626
6.12,650.7943700428749
6.13,654.7007455470222
6.14,658.6190763602759
6.15,662.5493123026076
6.16,666.4914031939882
6.17,670.4452988543891
6.18,674.410949103782
6.19,678.3883037621384
6.2,682.3773126494293
6.21,686.3779255856263
6.22,690.3900923907006
6.23,694.4137628846242
6.24,698.4488868873681
6.25,702.4954142189033
6.26,706.5532946992018
6.27,710.6224781482347
6.28,714.7029143859739
6.29,718.7945532323901
6.3,722.8973445074549
6.31,727.01123803114
6.32,731.1361836234169
6.33,735.2721311042562
6.34,739.4190302936299
6.35,743.5768310115094
6.36,747.7454830778662
6.37,751.9249363126712
6.38,756.1151405358962
6.39,760.3160455675124
6.4,764.5276012274917
6.41,768.7497573358049
6.42,772.9824637124236
6.43,777.2256701773192
6.44,781.4793265504634
6.45,785.743382651827
6.46,790.0177883013818
6.47,794.3024933190989
6.48,798.5974475249507
6.49,802.9026007389069
6.5,807.2179027809401
6.51,811.5433034710212
6.52,815.8787526291223
6.53,820.2242000752145
6.54,824.5795956292687
6.55,828.9448891112564
6.56,833.3200303411495
6.57,837.7049691389193
6.58,842.0996553245369
6.59,846.5040387179737
6.6,850.9180691392012
6.61,855.3416964081913
6.62,859.7748703449146
6.63,864.2175407693426
6.64,868.6696575014471
6.65,873.1311703611997
6.66,877.6020291685713
6.67,882.0821837435332
6.68,886.5715839060568
6.69,891.0701794761145
6.7,895.5779202736766
6.71,900.0947561187145
6.72,904.6206368312004
6.73,909.1555122311054
6.74,913.6993321384002
6.75,918.2520463730568
6.76,922.8136047550468
6.77,927.3839571043412
6.78,931.963053240912
6.79,936.5508429847298
6.8,941.147276155766
6.81,945.752302573993
6.82,950.3658720593816
6.83,954.9879344319024
6.84,959.6184395115282
6.85,964.2573371182295
6.86,968.9045770719782
6.87,973.5601091927456
6.88,978.2238833005022
6.89,982.8958492152206
6.9,987.575956756872
6.91,992.2641557454274
6.92,996.9603960008582
6.93,1001.664627343136
6.94,1006.3767995922328
6.95,1011.0968625681186
6.96,1015.8247660907658
6.97,1020.5604599801452
6.98,1025.3038940562296
6.99,1030.0550181389883
7.0,1034.8137820483942
7.01,1039.5801356044185
7.02,1044.3540286270318
7.03,1049.1354109362069
7.04,1053.924232351914
7.05,1058.7204426941246
7.06,1063.5239917828103
7.07,1068.3348294379434
7.08,1073.152905479494
7.09,1077.978169727434
7.1,1082.8105720017345
7.11,1087.6500621223677
7.12,1092.496589909304
7.13,1097.3501051825156
7.14,1102.2105577619732
7.15,1107.077897467649
7.16,1111.9520741195138
7.17,1116.8330375375397
7.18,1121.720737541697
7.19,1126.615123951958
7.2,1131.5161465882934
7.21,1136.4237552706757
7.22,1141.3378998190751
7.23,1146.2585300534638
7.24,1151.1855957938124
7.25,1156.1190468600932
7.26,1161.058833072277
7.27,1166.0049042503351
7.28,1170.95721021424
7.29,1175.915700783962
7.3,1180.8803257794723
7.31,1185.8510350207432
7.32,1190.827778327746
7.33,1195.8105055204514
7.34,1200.7991664188312
7.35,1205.7937108428569
7.36,1210.7940886125002
7.37,1215.8002495477317
7.38,1220.8121434685231
7.39,1225.8297201948458
7.4,1230.8529295466724
7.41,1235.881721343972
7.42,1240.9160454067176
7.43,1245.95585155488
7.44,1251.0010896084314
7.45,1256.0517093873425
7.46,1261.1076607115842
7.47,1266.1688934011297
7.48,1271.2353572759482
7.49,1276.3070021560125
7.5,1281.3837778612933
7.51,1286.4656342117623
7.52,1291.552521027391
7.53,1296.6443881281514
7.54,1301.7411853340138
7.55,1306.84286246495
7.56,1311.9493693409313
7.57,1317.0606557819297
7.58,1322.1766716079155
7.59,1327.2973666388611
7.6,1332.4226906947374
7.61,1337.5525935955163
7.62,1342.6870251611683
7.63,1347.8259352116656
7.64,1352.9692735669792
7.65,1358.1169900470811
7.66,1363.2690344719415
7.67,1368.4253566615332
7.68,1373.5859064358265
7.69,1378.750633614794
7.7,1383.9194880184054
7.71,1389.0924194666336
7.72,1394.2693777794489
7.73,1399.450312776824
7.74,1404.6351742787294
7.75,1409.8239121051358
7.76,1415.0164760760165
7.77,1420.2128160113411
7.78,1425.4128817310825
7.79,1430.6166230552108
7.8,1435.8239898036975
7.81,1441.0349317965151
7.82,1446.249398853635
7.83,1451.467340795027
7.84,1456.6887074406638
7.85,1461.913448610516
7.86,1467.1415141245564
7.87,1472.3728538027551
7.88,1477.6074174650837
7.89,1482.8451549315132
7.9,1488.0860160220168
7.91,1493.329950556564
7.92,1498.5769083551263
7.93,1503.8268392376765
7.94,1509.079693024185
7.95,1514.3354195346233
7.96,1519.593968588963
7.97,1524.8552900071743
7.98,1530.1193336092315
7.99,1535.386049215103
8.0,1540.6553866447612
8.01,1545.9272957181784
8.02,1551.201726255325
8.03,1556.4786280761723
8.04,1561.7579510006926
8.05,1567.0396448488573
8.06,1572.323659440637
8.07,1577.6099445960024
8.08,1582.8984501349266
8.09,1588.18912587738
8.1,1593.4819216433343
8.11,1598.776787252761
8.12,1604.0736725256313
8.13,1609.3725272819177
8.14,1614.6733013415894
8.15,1619.975944524619
8.16,1625.2804066509784
8.17,1630.5866375406383
8.18,1635.89458701357
8.19,1641.2042048897454
8.2,1646.5154409891354
8.21,1651.828245131713
8.22,1657.1425671374473
8.23,1662.458356826311
8.24,1667.775564018275
8.25,1673.0941385333106
8.26,1678.4140301913894
8.27,1683.735188812483
8.28,1689.0575642165636
8.29,1694.3811062236005
8.3,1699.7057646535677
8.31,1705.0314893264344
8.32,1710.3582300621729
8.33,1715.6859366807544
8.34,1721.0145590021498
8.35,1726.3440468463318
8.36,1731.674350033271
8.37,1737.0054183829388
8.38,1742.3372017153083
8.39,1747.6696498503472
8.4,1753.00271260803
8.41,1758.3363398083266
8.42,1763.6704812712092
8.43,1769.0050868166486
8.44,1774.340106264617
8.45,1779.6754894350852
8.46,1785.011186148025
8.47,1790.347146223407
8.48,1795.6833194812032
8.49,1801.0196557413851
8.5,1806.3561048239235
8.51,1811.6926165487905
8.52,1817.0291407359568
8.53,1822.365627205395
8.54,1827.7020257770755
8.55,1833.0382862709707
8.56,1838.37435850705
8.57,1843.7101923052865
8.58,1849.045737485651
8.59,1854.380943868115
8.6,1859.7157612726496
8.61,1865.050139519227
8.62,1870.384028427818
8.63,1875.717377818396
8.64,1881.050137510928
8.65,1886.3822573253883
8.66,1891.713687081749
8.67,1897.0443765999796
8.68,1902.3742757000523
8.69,1907.7033342019383
8.7,1913.0315019256104
8.71,1918.3587286910388
8.72,1923.6849643181945
8.73,1929.010158627049
8.74,1934.334261437574
8.75,1939.6572225697407
8.76,1944.9789918435215
8.77,1950.299519078887
8.78,1955.618754095808
8.79,1960.9366467142568
8.8,1966.2531467542055
8.81,1971.568204035624
8.82,1976.881768378484
8.83,1982.1937896027573
8.84,1987.5042175284152
8.85,1992.8130019754285
8.86,1998.1200927637697
8.87,2003.4254397134096
8.88,2008.728992644321
8.89,2014.0307013764725
8.9,2019.3305157298369
8.91,2024.6283855243853
8.92,2029.92426058009
8.93,2035.2180907169216
8.94,2040.509825754852
8.95,2045.7994155138524
8.96,2051.086809813896
8.97,2056.3719584749497
8.98,2061.6548113169883
8.99,2066.935318159982
9.0,2072.213428823904
9.01,2077.489093128724
9.02,2082.762260894413
9.03,2088.0328819409438
9.04,2093.300906088286
9.05,2098.5662831564146
9.06,2103.828962965297
9.07,2109.088895334906
9.08,2114.346030085213
9.09,2119.600317036191
9.1,2124.851706007809
9.11,2130.1001468200398
9.12,2135.3455892928537
9.13,2140.587983246224
9.14,2145.8272785001195
9.15,2151.0634248745137
9.16,2156.296372189377
9.17,2161.526070264681
9.18,2166.752468920398
9.19,2171.975517976498
9.2,2177.1951672529526
9.21,2182.4113665697346
9.22,2187.6240657468143
9.23,2192.833214604162
9.24,2198.038762961752
9.25,2203.2406606395525
9.26,2208.4388574575364
9.27,2213.633303235675
9.28,2218.8239477939405
9.29,2224.010740952304
9.3,2229.193632530737
9.31,2234.37257234921
9.32,2239.547510227693
9.33,2244.718395986161
9.34,2249.8851794445827
9.35,2255.0478104229305
9.36,2260.206238741176
9.37,2265.3604142192908
9.38,2270.510286677246
9.39,2275.655805935012
9.4,2280.796921812561
9.41,2285.9335841298644
9.42,2291.065742706894
9.43,2296.193347363621
9.44,2301.316347920016
9.45,2306.434694196051
9.46,2311.548336011698
9.47,2316.657223186928
9.48,2321.7613055417114
9.49,2326.8605328960207
9.5,2331.9548550698278
9.51,2337.044221883102
9.52,2342.1285831558166
9.53,2347.207888707942
9.54,2352.2820883594504
9.55,2357.3511319303134
9.56,2362.4149692405017
9.57,2367.4735501099863
9.58,2372.5268243587398
9.59,2377.574741806732
9.6,2382.6172522739357
9.61,2387.6543055803218
9.62,2392.6858515458616
9.63,2397.711839990528
9.64,2402.732220734289
9.65,2407.7469435971198
9.66,2412.755958398988
9.67,2417.7592149598686
9.68,2422.7566630997308
9.69,2427.7482526385465
9.7,2432.733933396288
9.71,2437.713655192926
9.72,2442.6873678484308
9.73,2447.655021182776
9.74,2452.616565015931
9.75,2457.5719491678683
9.76,2462.5211234585595
9.77,2467.464037707975
9.78,2472.4006417360865
9.79,2477.330885362866
9.8,2482.254718408285
9.81,2487.1720906923147
9.82,2492.082952034926
9.83,2496.987252256089
9.84,2501.8849411757783
9.85,2506.775968613963
9.86,2511.6602843906157
9.87,2516.537838325707
9.88,2521.4085802392087
9.89,2526.272459951092
9.9,2531.129427281328
9.91,2535.9794320498886
9.92,2540.822424076745
9.93,2545.6583531818687
9.94,2550.487169185232
9.95,2555.308821906804
9.96,2560.123261166559
9.97,2564.9304367844657
9.98,2569.7302985804968
9.99,2574.522796374624
10.0,2579.3078799868176
10.01,2584.08549923705
10.02,2588.8556039452924
10.03,2593.6181439315155
10.04,2598.373069015692
10.05,2603.1203290177928
10.06,2607.8598737577886
10.07,2612.5916530556515
10.08,2617.3156167313527
10.09,2622.031714604863
10.1,2626.7398964961544
10.11,2631.4401122251984
10.12,2636.1323116119665
10.13,2640.8164444764307
10.14,2645.492460638561
10.15,2650.1603099183294
10.16,2654.8199421357067
10.17,2659.4713071106653
10.18,2664.114354663176
10.19,2668.74903461321
10.2,2673.3752967807404
10.21,2677.993090985737
10.22,2682.602367048171
10.23,2687.2030747880144
10.24,2691.795164025238
10.25,2696.3785845798143
10.26,2700.953286271714
10.27,2705.5192189209088
10.28,2710.07633234737
10.29,2714.624576371068
10.3,2719.1639008119764
10.31,2723.694255490064
10.32,2728.2155902253044
10.33,2732.727854837668
10.34,2737.230999147126
10.35,2741.72497297365
10.36,2746.209726137212
10.37,2750.685208457782
10.38,2755.1513697553337
10.39,2759.6081598498363
10.4,2764.0555285612627
10.41,2768.493425709582
10.42,2772.9218011147686
10.43,2777.340604596792
10.44,2781.749785975624
10.45,2786.1492950712363
10.46,2790.5390817036014
10.47,2794.9190956926886
10.48,2799.289286858469
10.49,2803.649605020916
10.5,2808.0
10.51,2812.3402315460003
10.52,2816.6692991304267
10.53,2820.986012155097
10.54,2825.289180021829
10.55,2829.577612132442
10.56,2833.850117888751
10.57,2838.105506692574
10.58,2842.342587945732
10.59,2846.560171050038
10.6,2850.7570654073143
10.61,2854.932080419376
10.62,2859.0840254880404
10.63,2863.211710015128
10.64,2867.313943402454
10.65,2871.389535051837
10.66,2875.437294365094
10.67,2879.456030744044
10.68,2883.4445535905043
10.69,2887.4016723062928
10.7,2891.3261962932265
10.71,2895.216934953124
10.72,2899.0726976878027
10.73,2902.89229389908
10.74,2906.674532988774
10.75,2910.418224358702
10.76,2914.1221774106825
10.77,2917.785201546533
10.78,2921.406106168072
10.79,2924.983700677115
10.8,2928.5167944754817
10.81,2932.004196964989
10.82,2935.444717547455
10.83,2938.837165624698
10.84,2942.1803505985345
10.85,2945.4730818707826
10.86,2948.7141688432607
10.87,2951.902420917785
10.88,2955.036647496177
10.89,2958.11565798025
10.9,2961.138261771824
10.91,2964.103268272717
10.92,2967.009486884745
10.93,2969.8557270097267
10.94,2972.6407980494805
10.95,2975.363509405823
10.96,2978.022670480574
10.97,2980.617090675549
10.98,2983.145579392566
10.99,2985.606946033444
11.0,2988.0
11.01,2990.323964759501
11.02,2992.579720041017
11.03,2994.7685596390647
11.04,2996.891777348163
11.05,2998.9506669628317
11.06,3000.946522277585
11.07,3002.8806370869443
11.08,3004.754305185428
11.09,3006.5688203675527
11.1,3008.325476427837
11.11,3010.0255671608006
11.12,3011.67038636096
11.13,3013.2612278228344
11.14,3014.799385340942
11.15,3016.286152709802
11.16,3017.72282372393
11.17,3019.1106921778464
11.18,3020.451051866069
11.19,3021.745196583116
11.2,3022.994420123505
11.21,3024.200016281755
11.22,3025.3632788523832
11.23,3026.4855016299102
11.24,3027.567978408852
11.25,3028.6120029837275
11.26,3029.618869149056
11.27,3030.5898706993544
11.28,3031.526301429141
11.29,3032.429455132934
11.3,3033.3006256052536
11.31,3034.141106640615
11.32,3034.9521920335387
11.33,3035.735175578542
11.34,3036.4913510701435
11.35,3037.222012302861
11.36,3037.9284530712134
11.37,3038.611967169719
11.38,3039.2738483928947
11.39,3039.915390535261
11.4,3040.5378873913346
11.41,3041.1426327556333
11.42,3041.730920422677
11.43,3042.304044186982
11.44,3042.8632978430687
11.45,3043.4099751854537
11.46,3043.945370008656
11.47,3044.4707761071936
11.48,3044.9874872755845
11.49,3045.4967973083467
11.5,3046.0
11.51,3046.4981734159937
11.52,3046.991532705504
11.53,3047.4800772886424
11.54,3047.963806585516
11.55,3048.4427200162354
11.56,3048.9168170009093
11.57,3049.3860969596467
11.58,3049.8505593125574
11.59,3050.3102034797507
11.6,3050.765028881335
11.61,3051.215034937421
11.62,3051.660221068116
11.63,3052.100586693532
11.64,3052.536131233774
11.65,3052.9668541089563
11.66,3053.392754739185
11.67,3053.8138325445693
11.68,3054.23008694522
11.69,3054.641517361245
11.7,3055.0481232127545
11.71,3055.4499039198568
11.72,3055.846858902662
11.73,3056.238987581279
11.74,3056.626289375817
11.75,3057.0087637063857
11.76,3057.3864099930934
11.77,3057.759227656051
11.78,3058.127216115365
11.79,3058.490374791148
11.8,3058.8487031035065
11.81,3059.202200472551
11.82,3059.550866318391
11.83,3059.8947000611342
11.84,3060.233701120892
11.85,3060.567868917772
11.86,3060.897202871884
11.87,3061.221702403337
11.88,3061.541366932241
11.89,3061.856195878706
11.9,3062.1661886628394
11.91,3062.47134470475
11.92,3062.771663424549
11.93,3063.0671442423445
11.94,3063.3577865782463
11.95,3063.643589852363
11.96,3063.9245534848046
11.97,3064.20067689568
11.98,3064.4719595050974
11.99,3064.7384007331675
12.0,3065.0
12.01,3065.2567655765256
12.02,3065.5087411369664
12.03,3065.755979206368
12.04,3065.998532309773
12.05,3066.23645297223
12.06,3066.4697937187807
12.07,3066.69860707447
12.08,3066.9229455643444
12.09,3067.142861713447
12.1,3067.358408046823
12.11,3067.569637089517
12.12,3067.776601366575
12.13,3067.9793534030405
12.14,3068.177945723959
12.15,3068.372430854375
12.16,3068.562861319332
12.17,3068.7492896438766
12.18,3068.931768353053
12.19,3069.1103499719056
12.2,3069.285087025479
12.21,3069.456032038818
12.22,3069.623237536968
12.23,3069.786756044974
12.24,3069.946640087879
12.25,3070.1029421907297
12.26,3070.25571487857
12.27,3070.4050106764453
12.28,3070.5508821093986
12.29,3070.6933817024765
12.3,3070.832561980723
12.31,3070.9684754691834
12.32,3071.101174692901
12.33,3071.230712176922
12.34,3071.3571404462914
12.35,3071.480512026053
12.36,3071.6008794412505
12.37,3071.7182952169305
12.38,3071.832811878138
12.39,3071.9444819499167
12.4,3072.053357957312
12.41,3072.159492425368
12.42,3072.2629378791294
12.43,3072.3637468436414
12.44,3072.4619718439494
12.45,3072.557665405097
12.46,3072.6508800521287
12.47,3072.741668310091
12.48,3072.8300827040266
12.49,3072.916175758982
12.5,3073.0
12.51,3073.081604277906
12.52,3073.1610227466317
12.53,3073.23828588589
12.54,3073.3134241753914
12.55,3073.386468094848
12.56,3073.457448123972
12.57,3073.5263947424746
12.58,3073.593338430069
12.59,3073.6583096664644
12.6,3073.7213389313747
12.61,3073.7824567045104
12.62,3073.8416934655843
12.63,3073.8990796943067
12.64,3073.9546458703912
12.65,3074.008422473548
12.66,3074.060439983489
12.67,3074.1107288799267
12.68,3074.159319642572
12.69,3074.2062427511364
12.7,3074.251528685333
12.71,3074.295207924872
12.72,3074.337310949467
12.73,3074.377868238828
12.74,3074.416910272668
12.75,3074.454467530696
12.76,3074.4905704926277
12.77,3074.5252496381727
12.78,3074.558535447042
12.79,3074.590458398949
12.8,3074.6210489736045
12.81,3074.6503376507203
12.82,3074.678354910008
12.83,3074.70513123118
12.84,3074.730697093948
12.85,3074.7550829780225
12.86,3074.778319363116
12.87,3074.800436728941
12.88,3074.821465555208
12.89,3074.8414363216298
12.9,3074.860379507917
12.91,3074.8783255937824
12.92,3074.895305058937
12.93,3074.9113483830924
12.94,3074.9264860459616
12.95,3074.9407485272545
12.96,3074.954166306684
12.97,3074.966769863962
12.98,3074.978589678799
12.99,3074.989656230908
13.0,3075.0
13.01,3075.009649311854
13.02,3075.01862387651
13.03,3075.026941250079
13.04,3075.0346189886664
13.05,3075.0416746483834
13.06,3075.048125785337
13.07,3075.0539899556347
