wind_speed,Nordex N117/3600 Delta
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,17.0
3.01,17.198878981634483
3.02,17.422795600745676
3.03,17.6715654157524
3.04,17.945003985073516
3.05,18.24292686712785
3.06,18.565149620334257
3.07,18.91148780311157
3.08,19.28175697387865
3.09,19.67577269105432
3.1,20.093350513057437
3.11,20.534305998306824
3.12,20.99845470522136
3.13,21.48561219221984
3.14,21.99559401772116
3.15,22.528215740144105
3.16,23.08329291790757
3.17,23.660641109430365
3.18,24.260075873131363
3.19,24.88141276742936
3.2,25.524467350743254
3.21,26.18905518149184
3.22,26.874991818094006
3.23,27.582092818968537
3.24,28.31017374253434
3.25,29.0590501472102
3.26,29.82853759141499
3.27,30.61845163356757
3.28,31.428607832086744
3.29,32.25882174539141
3.3,33.10890893190033
3.31,33.978684950032424
3.32,34.86796535820648
3.33,35.77656571484139
3.34,36.70430157835594
3.35,37.65098850716904
3.36,38.61644205969945
3.37,39.60047779436611
3.38,40.60291126958776
3.39,41.62355804378335
3.4,42.66223367537161
3.41,43.7187537227715
3.42,44.792933744401765
3.43,45.88458929868131
3.44,46.99353594402891
3.45,48.11958923886352
3.46,49.26256474160385
3.47,50.42227801066887
3.48,51.5985446044773
3.49,52.7911800814481
3.5,54.0
3.51,55.22481991855192
3.52,56.46545539552271
3.53,57.72172198933114
3.54,58.99343525839617
3.55,60.280410761136494
3.56,61.58246405597109
3.57,62.89941070131869
3.58,64.23106625559825
3.59,65.57724627722851
3.6,66.93776632462841
3.61,68.31244195621666
3.62,69.70108873041225
3.63,71.1035222056339
3.64,72.51955794030057
3.65,73.94901149283098
3.66,75.39169842164408
3.67,76.84743428515861
3.68,78.31603464179354
3.69,79.79731504996758
3.7,81.29109106809969
3.71,82.7971782546086
3.72,84.31539216791327
3.73,85.84554836643241
3.74,87.38746240858504
3.75,88.94094985278981
3.76,90.50582625746566
3.77,92.08190718103148
3.78,93.66900818190598
3.79,95.2669448185082
3.8,96.87553264925673
3.81,98.49458723257064
3.82,100.12392412686862
3.83,101.76335889056963
3.84,103.41270708209242
3.85,105.07178425985592
3.86,106.74040598227884
3.87,108.41838780778018
3.88,110.10554529477862
3.89,111.8016940016932
3.9,113.50664948694256
3.91,115.22022730894572
3.92,116.94224302612136
3.93,118.67251219688846
3.94,120.4108503796657
3.95,122.15707313287218
3.96,123.91099601492648
3.97,125.67243458424764
3.98,127.44120439925432
3.99,129.21712101836556
4.0,131.0
4.01,132.78968134415774
4.02,134.5861028171634
4.03,136.389226626923
4.04,138.19901498134192
4.05,140.01543008832607
4.06,141.83843415578136
4.07,143.66798939161362
4.08,145.5040580037284
4.09,147.34660220003153
4.1,149.19558418842897
4.11,151.05096617682656
4.12,152.91271037312976
4.13,154.78077898524447
4.14,156.6551342210766
4.15,158.53573828853203
4.16,160.4225533955162
4.17,162.31554174993514
4.18,164.2146655596945
4.19,166.11988703270038
4.2,168.03116837685812
4.21,169.94847180007378
4.22,171.871759510253
4.23,173.8009937153018
4.24,175.7361366231257
4.25,177.67715044163057
4.26,179.6239973787222
4.27,181.57663964230647
4.28,183.5350394402892
4.29,185.49915898057597
4.3,187.4689604710726
4.31,189.4444061196849
4.32,191.42545813431892
4.33,193.4120787228801
4.34,195.40423009327424
4.35,197.4018744534073
4.36,199.4049740111852
4.37,201.41349097451328
4.38,203.4273875512976
4.39,205.44662594944387
4.4,207.4711683768581
4.41,209.50097704144585
4.42,211.5360141511128
4.43,213.57624191376487
4.44,215.62162253730816
4.45,217.6721182296479
4.46,219.7276911986902
4.47,221.7883036523407
4.48,223.85391779850548
4.49,225.92449584508995
4.5,228.0
4.51,230.0804467048168
4.52,232.16606933582312
4.53,234.25715550297707
4.54,236.35399281623623
4.55,238.45686888555892
4.56,240.56607132090312
4.57,242.68188773222704
4.58,244.80460572948823
4.59,246.934512922645
4.6,249.07189692165528
4.61,251.2170453364774
4.62,253.37024577706885
4.63,255.531785853388
4.64,257.7019531753926
4.65,259.8810353530412
4.66,262.0693199962911
4.67,264.2670947151008
4.68,266.4746471194281
4.69,268.6922648192312
4.7,270.92023542446793
4.71,273.1588465450964
4.72,275.4083857910745
4.73,277.66914077236066
4.74,279.9413990989123
4.75,282.2254483806878
4.76,284.5215762276451
4.77,286.83007024974216
4.78,289.1512180569373
4.79,291.4853072591881
4.8,293.8326254664526
4.81,296.19346028868915
4.82,298.5680993358557
4.83,300.95683021791
4.84,303.35994054481023
4.85,305.7777179265144
4.86,308.2104499729807
4.87,310.6584242941667
4.88,313.1219285000308
4.89,315.60125020053084
4.9,318.0966770056251
4.91,320.6084965252712
4.92,323.1369963694272
4.93,325.6824641480514
4.94,328.245187471102
4.95,330.82545394853616
4.96,333.4235511903127
4.97,336.03976680638925
4.98,338.6743884067241
4.99,341.32770360127495
5.0,344.0
5.01,346.6915075141153
5.02,349.4022252598696
5.03,352.13209465477007
5.04,354.88105711632306
5.05,357.64905406203553
5.06,360.4360269094144
5.07,363.2419170759668
5.08,366.066665979199
5.09,368.9102150366181
5.1,371.7725056657312
5.11,374.653479284045
5.12,377.55307730906605
5.13,380.4712411583015
5.14,383.407912249258
5.15,386.3630319994428
5.16,389.3365418263624
5.17,392.3283831475234
5.18,395.3384973804331
5.19,398.3668259425985
5.2,401.4133102515258
5.21,404.4778917247222
5.22,407.5605117796947
5.23,410.6611118339501
5.24,413.7796333049948
5.25,416.916017610336
5.26,420.0702061674805
5.27,423.24214039393536
5.28,426.4317617072072
5.29,429.6390115248028
5.3,432.86383126422913
5.31,436.1061623429929
5.32,439.36594617860135
5.33,442.6431241885608
5.34,445.9376377903784
5.35,449.2494284015608
5.36,452.5784374396153
5.37,455.9246063220481
5.38,459.2878764663663
5.39,462.668189290077
5.4,466.06548621068697
5.41,469.47970864570266
5.42,472.9107980126313
5.43,476.3586957289795
5.44,479.82334321225466
5.45,483.30468187996274
5.46,486.8026531496111
5.47,490.3171984387066
5.48,493.8482591647564
5.49,497.3957767452665
5.5,500.95969259774427
5.51,504.5399481396964
5.52,508.1364847886299
5.53,511.7492439620519
5.54,515.3781670774686
5.55,519.0231955523868
5.56,522.684270804314
5.57,526.3613342507571
5.58,530.0543273092221
5.59,533.7631913972162
5.6,537.4878679322466
5.61,541.2282983318202
5.62,544.9844240134431
5.63,548.7561863946227
5.64,552.5435268928657
5.65,556.3463869256793
5.66,560.1647079105697
5.67,563.9984312650442
5.68,567.8474984066095
5.69,571.7118507527726
5.7,575.5914297210401
5.71,579.486176728919
5.72,583.3960331939159
5.73,587.3209405335382
5.74,591.260840165292
5.75,595.2156735066848
5.76,599.185381975223
5.77,603.1699069884138
5.78,607.1691899637642
5.79,611.1831723187802
5.8,615.2117954709692
5.81,619.2550008378381
5.82,623.312729836894
5.83,627.3849238856432
5.84,631.4715244015924
5.85,635.5724728022492
5.86,639.6877105051202
5.87,643.8171789277117
5.88,647.9608194875309
5.89,652.1185736020849
5.9,656.2903826888805
5.91,660.476188165424
5.92,664.6759314492226
5.93,668.8895539577833
5.94,673.1169971086131
5.95,677.3582023192181
5.96,681.6131110071055
5.97,685.8816645897826
5.98,690.1638044847562
5.99,694.4594721095323
6.0,698.7686088816184
6.01,703.091156218521
6.02,707.4270555377474
6.03,711.7762482568046
6.04,716.1386757931984
6.05,720.5142795644364
6.06,724.9030009880255
6.07,729.3047814814728
6.08,733.7195624622843
6.09,738.1472853479672
6.1,742.5878915560286
6.11,747.0413225039756
6.12,751.5075196093139
6.13,755.9864242895512
6.14,760.4779779621945
6.15,764.9821220447506
6.16,769.4987979547257
6.17,774.0279471096269
6.18,778.5695109269614
6.19,783.1234308242362
6.2,787.6896482189572
6.21,792.2681045286321
6.22,796.8587411707673
6.23,801.4614995628701
6.24,806.076321122447
6.25,810.703147267005
6.26,815.3419194140506
6.27,819.9925789810909
6.28,824.6550673856332
6.29,829.3293260451835
6.3,834.0152963772491
6.31,838.7129197993366
6.32,843.4221377289537
6.33,848.142891583606
6.34,852.8751227808008
6.35,857.6187727380453
6.36,862.3737828728465
6.37,867.1400946027104
6.38,871.9176493451445
6.39,876.7063885176552
6.4,881.5062535377501
6.41,886.3171858229351
6.42,891.1391267907175
6.43,895.9720178586041
6.44,900.8158004441024
6.45,905.670415964718
6.46,910.5358058379584
6.47,915.4119114813302
6.48,920.2986743123414
6.49,925.1960357484973
6.5,930.103937207305
6.51,935.0223201062718
6.52,939.9511258629047
6.53,944.8902958947108
6.54,949.8397716191956
6.55,954.7994944538672
6.56,959.7694058162316
6.57,964.7494471237968
6.58,969.7395597940686
6.59,974.7396852445538
6.6,979.7497648927598
6.61,984.7697401561936
6.62,989.7995524523616
6.63,994.8391431987702
6.64,999.8884538129272
6.65,1004.9474257123392
6.66,1010.0160003145128
6.67,1015.0941190369548
6.68,1020.1817232971716
6.69,1025.278754512672
6.7,1030.3851541009603
6.71,1035.5008634795447
6.72,1040.625824065932
6.73,1045.759977277629
6.74,1050.9032645321429
6.75,1056.0556272469792
6.76,1061.2170068396456
6.77,1066.3873447276492
6.78,1071.5665823284974
6.79,1076.7546610596955
6.8,1081.9515223387511
6.81,1087.1571075831712
6.82,1092.3713582104629
6.83,1097.5942156381325
6.84,1102.8256212836864
6.85,1108.0655165646324
6.86,1113.313842898477
6.87,1118.5705417027273
6.88,1123.8355543948894
6.89,1129.1088223924708
6.9,1134.3902871129785
6.91,1139.6798899739188
6.92,1144.9775723927987
6.93,1150.283275787125
6.94,1155.596941574405
6.95,1160.918511172145
6.96,1166.2479259978522
6.97,1171.5851274690326
6.98,1176.9300570031946
6.99,1182.2826560178437
7.0,1187.6428659304872
7.01,1193.0106281586325
7.02,1198.385884119785
7.03,1203.7685752314535
7.04,1209.158642911143
7.05,1214.5560285763615
7.06,1219.960673644615
7.07,1225.372519533412
7.08,1230.7915076602574
7.09,1236.217579442659
7.1,1241.6506762981237
7.11,1247.090739644158
7.12,1252.5377108982684
7.13,1257.991531477962
7.14,1263.4521428007463
7.15,1268.9194862841282
7.16,1274.3935033456137
7.17,1279.87413540271
7.18,1285.3613238729235
7.19,1290.8550101737624
7.2,1296.3551357227318
7.21,1301.86164193734
7.22,1307.374470235093
7.23,1312.8935620334976
7.24,1318.4188587500612
7.25,1323.9503018022906
7.26,1329.487832607692
7.27,1335.0313925837722
7.28,1340.5809231480391
7.29,1346.1363657179993
7.3,1351.6976617111586
7.31,1357.2647525450247
7.32,1362.837579637105
7.33,1368.4160844049047
7.34,1374.0002082659316
7.35,1379.5898926376929
7.36,1385.1850789376952
7.37,1390.7857085834448
7.38,1396.391722992449
7.39,1402.0030635822147
7.4,1407.6196717702492
7.41,1413.241488974058
7.42,1418.868456611149
7.43,1424.5005160990286
7.44,1430.1376088552042
7.45,1435.779676297182
7.46,1441.426659842469
7.47,1447.0785009085726
7.48,1452.735140912999
7.49,1458.3965212732553
7.5,1464.062583406848
7.51,1469.7332687312844
7.52,1475.4085186640712
7.53,1481.0882746227153
7.54,1486.7724780247238
7.55,1492.4610702876028
7.56,1498.1539928288596
7.57,1503.851187066001
7.58,1509.552594416534
7.59,1515.2581562979651
7.6,1520.9678141278016
7.61,1526.6815093235502
7.62,1532.3991833027176
7.63,1538.1207774828104
7.64,1543.8462332813356
7.65,1549.575492115801
7.66,1555.308495403712
7.67,1561.0451845625762
7.68,1566.7855010099
7.69,1572.529386163191
7.7,1578.2767814399554
7.71,1584.0276282577
7.72,1589.781868033932
7.73,1595.539442186159
7.74,1601.3002921318864
7.75,1607.0643592886213
7.76,1612.831585073871
7.77,1618.6019109051424
7.78,1624.3752781999424
7.79,1630.1516283757774
7.8,1635.930902850154
7.81,1641.7130430405798
7.82,1647.4979903645622
7.83,1653.285686239606
7.84,1659.07607208322
7.85,1664.8690893129094
7.86,1670.664679346183
7.87,1676.4627836005466
7.88,1682.2633434935062
7.89,1688.0663004425696
7.9,1693.8715958652442
7.91,1699.679171179036
7.92,1705.488967801451
7.93,1711.3009271499982
7.94,1717.114990642183
7.95,1722.9310996955123
7.96,1728.749195727493
7.97,1734.5692201556324
7.98,1740.3911143974376
7.99,1746.2148198704144
8.0,1752.04027799207
8.01,1757.8674301799117
8.02,1763.696217851446
8.03,1769.5265824241794
8.04,1775.3584653156197
8.05,1781.191807943274
8.06,1787.0265517246476
8.07,1792.8626380772473
8.08,1798.7000084185815
8.09,1804.5386041661557
8.1,1810.3783667374776
8.11,1816.219237550054
8.12,1822.0611580213915
8.13,1827.9040695689976
8.14,1833.7479136103775
8.15,1839.592631563039
8.16,1845.4381648444896
8.17,1851.2844548722355
8.18,1857.131443063783
8.19,1862.97907083664
8.2,1868.827279608312
8.21,1874.676010796309
8.22,1880.525205818134
8.23,1886.374806091296
8.24,1892.2247530333009
8.25,1898.0749880616556
8.26,1903.9254525938668
8.27,1909.7760880474425
8.28,1915.6268358398888
8.29,1921.477637388712
8.3,1927.3284341114213
8.31,1933.1791674255203
8.32,1939.0297787485176
8.33,1944.88020949792
8.34,1950.7304010912333
8.35,1956.5802949459655
8.36,1962.429832479624
8.37,1968.278955109714
8.38,1974.1276042537445
8.39,1979.975721329219
8.4,1985.8232477536471
8.41,1991.6701249445343
8.42,1997.5162943193889
8.43,2003.361697295716
8.44,2009.2062752910235
8.45,2015.049969722818
8.46,2020.8927220086075
8.47,2026.734473565897
8.48,2032.5751658121928
8.49,2038.4147401650043
8.5,2044.2531380418363
8.51,2050.0903008601967
8.52,2055.926170037592
8.53,2061.760686991529
8.54,2067.5937931395147
8.55,2073.425429899057
8.56,2079.2555386876606
8.57,2085.084060922833
8.58,2090.910938022082
8.59,2096.7361114029136
8.6,2102.5595224828344
8.61,2108.381112679352
8.62,2114.200823409974
8.63,2120.0185960922063
8.64,2125.834372143555
8.65,2131.648092981527
8.66,2137.45970002363
8.67,2143.2691346873708
8.68,2149.0763383902568
8.69,2154.881252549793
8.7,2160.683818583488
8.71,2166.4839779088484
8.72,2172.28167194338
8.73,2178.0768421045905
8.74,2183.8694298099863
8.75,2189.659376477074
8.76,2195.4466235233617
8.77,2201.231112366356
8.78,2207.0127844235617
8.79,2212.791581112488
8.8,2218.567443850641
8.81,2224.340314055528
8.82,2230.110133144655
8.83,2235.8768425355283
8.84,2241.640383645656
8.85,2247.400697892544
8.86,2253.1577266937006
8.87,2258.9114114666318
8.88,2264.6616936288447
8.89,2270.4085145978447
8.9,2276.1518157911405
8.91,2281.891538626238
8.92,2287.627624520644
8.93,2293.360014891865
8.94,2299.088651157409
8.95,2304.813474734782
8.96,2310.534427041493
8.97,2316.2514494950456
8.98,2321.964483512948
8.99,2327.6734705127064
9.0,2333.3783519118297
9.01,2339.0790691278225
9.02,2344.7755635781928
9.03,2350.4677766804466
9.04,2356.1556498520918
9.05,2361.839124510636
9.06,2367.518142073583
9.07,2373.1926439584413
9.08,2378.862571582719
9.09,2384.527866363921
9.1,2390.1884697195555
9.11,2395.844323067128
9.12,2401.4953678241477
9.13,2407.141545408119
9.14,2412.7827972365494
9.15,2418.4190647269465
9.16,2424.050289296816
9.17,2429.676412363666
9.18,2435.2973753450024
9.19,2440.913119658333
9.2,2446.523586721163
9.21,2452.128717951001
9.22,2457.728454765353
9.23,2463.3227385817263
9.24,2468.911510817627
9.25,2474.4947128905624
9.26,2480.072286218039
9.27,2485.644172217564
9.28,2491.210312306644
9.29,2496.7706479027865
9.3,2502.325120423499
9.31,2507.8736712862865
9.32,2513.416241908655
9.33,2518.9527737081144
9.34,2524.4832081021696
9.35,2530.007486508328
9.36,2535.525550344096
9.37,2541.0373410269813
9.38,2546.5427999744907
9.39,2552.04186860413
9.4,2557.5344883334064
9.41,2563.0206005798277
9.42,2568.500146760899
9.43,2573.973068294129
9.44,2579.4393065970235
9.45,2584.898803087089
9.46,2590.3514991818342
9.47,2595.797336298764
9.48,2601.236255855385
9.49,2606.6681992692065
9.5,2612.093107957733
9.51,2617.510923338472
9.52,2622.9215868289307
9.53,2628.3250398466157
9.54,2633.7212238090333
9.55,2639.110080133692
9.56,2644.4915502380973
9.57,2649.865575539756
9.58,2655.232097456175
9.59,2660.5910574048617
9.6,2665.9423968033225
9.61,2671.286057069065
9.62,2676.621979619594
9.63,2681.95010587242
9.64,2687.270377245046
9.65,2692.582735154981
9.66,2697.8871210197303
9.67,2703.1834762568037
9.68,2708.4717422837043
9.69,2713.751860517941
9.7,2719.023772377021
9.71,2724.287419278452
9.72,2729.5427426397364
9.73,2734.789683878386
9.74,2740.0281844119054
9.75,2745.2581856578017
9.76,2750.479629033581
9.77,2755.6924559567515
9.78,2760.8966078448198
9.79,2766.0920261152914
9.8,2771.278652185676
9.81,2776.456427473477
9.82,2781.625293396204
9.83,2786.7851913713607
9.84,2791.9360628164573
9.85,2797.077849148999
9.86,2802.2104917864926
9.87,2807.3339321464464
9.88,2812.4481116463658
9.89,2817.552971703758
9.9,2822.6484537361293
9.91,2827.734499160987
9.92,2832.8110493958384
9.93,2837.8780458581896
9.94,2842.935429965548
9.95,2847.98314313542
9.96,2853.0211267853138
9.97,2858.049322332734
9.98,2863.0676711951883
9.99,2868.076114790185
10.0,2873.0745945352287
10.01,2878.0630518478274
10.02,2883.041428145488
10.03,2888.009664845717
10.04,2892.967703366022
10.05,2897.915485123909
10.06,2902.852951536886
10.07,2907.780044022458
10.08,2912.696703998133
10.09,2917.602872881417
10.1,2922.4984920898187
10.11,2927.3835030408427
10.12,2932.2578471519982
10.13,2937.12146584079
10.14,2941.974300524726
10.15,2946.8162926213126
10.16,2951.6473835480565
10.17,2956.467514722465
10.18,2961.2766275620447
10.19,2966.074663484302
10.2,2970.861563906745
10.21,2975.6372702468807
10.22,2980.401723922213
10.23,2985.1548663502526
10.24,2989.896638948504
10.25,2994.6269831344744
10.26,2999.345840325671
10.27,3004.0531519396004
10.28,3008.7488593937696
10.29,3013.432904105685
10.3,3018.105227492855
10.31,3022.765770972784
10.32,3027.4144759629808
10.33,3032.051283880951
10.34,3036.6761361442022
10.35,3041.288974170241
10.36,3045.8897393765747
10.37,3050.478373180709
10.38,3055.054817000153
10.39,3059.619012252411
10.4,3064.1709003549918
10.41,3068.710422725399
10.42,3073.237520781144
10.43,3077.75213593973
10.44,3082.2542096186658
10.45,3086.743683235458
10.46,3091.2204982076137
10.47,3095.684595952639
10.48,3100.13591788804
10.49,3104.5744054313245
10.5,3109.0
10.51,3113.41260663947
10.52,3117.8119849067352
10.53,3122.197857986691
10.54,3126.5699490642346
10.55,3130.927981324264
10.56,3135.271677951673
10.57,3139.600762131361
10.58,3143.914957048225
10.59,3148.21398588716
10.6,3152.497571833065
10.61,3156.765438070836
10.62,3161.0173077853697
10.63,3165.252904161563
10.64,3169.4719503843125
10.65,3173.674169638517
10.66,3177.859285109069
10.67,3182.0270199808697
10.68,3186.1770974388146
10.69,3190.3092406678
10.7,3194.4231728527234
10.71,3198.5186171784826
10.72,3202.595296829972
10.73,3206.6529349920897
10.74,3210.691254849733
10.75,3214.7099795877984
10.76,3218.7088323911826
10.77,3222.687536444784
10.78,3226.6458149334967
10.79,3230.58339104222
10.8,3234.499987955849
10.81,3238.3953288592825
10.82,3242.269136937416
10.83,3246.121135375146
10.84,3249.95104735737
10.85,3253.758596068985
10.86,3257.5435046948883
10.87,3261.305496419976
10.88,3265.044294429146
10.89,3268.759621907293
10.9,3272.4512020393163
10.91,3276.118758010112
10.92,3279.7620130045766
10.93,3283.380690207606
10.94,3286.974512804099
10.95,3290.5432039789507
10.96,3294.086486917061
10.97,3297.6040848033235
10.98,3301.095720822636
10.99,3304.561118159896
11.0,3308.0
11.01,3311.4121613740904
11.02,3314.797684698289
11.03,3318.1567242349647
11.04,3321.4894342464845
11.05,3324.795968995219
11.06,3328.076482743533
11.07,3331.3311297537957
11.08,3334.560064288375
11.09,3337.763440609639
11.1,3340.941412979955
11.11,3344.0941356616927
11.12,3347.221762917218
11.13,3350.324449008901
11.14,3353.402348199107
11.15,3356.455614750208
11.16,3359.484402924566
11.17,3362.488866984554
11.18,3365.469161192538
11.19,3368.4254398108865
11.2,3371.3578571019675
11.21,3374.2665673281485
11.22,3377.151724751797
11.23,3380.0134836352827
11.24,3382.851998240972
11.25,3385.667422831234
11.26,3388.459911668436
11.27,3391.229619014945
11.28,3393.9766991331308
11.29,3396.70130628536
11.3,3399.403594734002
11.31,3402.083718741423
11.32,3404.7418325699923
11.33,3407.3780904820774
11.34,3409.992646740046
11.35,3412.5856556062663
11.36,3415.157271343106
11.37,3417.7076482129337
11.38,3420.236940478118
11.39,3422.7453024010256
11.4,3425.2328882440243
11.41,3427.699852269482
11.42,3430.1463487397687
11.43,3432.5725319172493
11.44,3434.9785560642945
11.45,3437.36457544327
11.46,3439.730744316545
11.47,3442.077216946489
11.48,3444.404147595467
11.49,3446.711690525848
11.5,3449.0
11.51,3451.2692118641694
11.52,3453.519388300109
11.53,3455.7505730734506
11.54,3457.962809949824
11.55,3460.156142694864
11.56,3462.3306150741973
11.57,3464.4862708534574
11.58,3466.623153798276
11.59,3468.7413076742846
11.6,3470.8407762471124
11.61,3472.921603282393
11.62,3474.9838325457563
11.63,3477.0275078028344
11.64,3479.052672819258
11.65,3481.059371360659
11.66,3483.0476471926672
11.67,3485.017544080915
11.68,3486.969105791033
11.69,3488.902376088653
11.7,3490.817398739407
11.71,3492.7142175089257
11.72,3494.592876162839
11.73,3496.45341846678
11.74,3498.2958881863783
11.75,3500.120329087267
11.76,3501.9267849350754
11.77,3503.715299495437
11.78,3505.4859165339813
11.79,3507.23867981634
11.8,3508.9736331081453
11.81,3510.690820175027
11.82,3512.390284782617
11.83,3514.0720706965467
11.84,3515.7362216824467
11.85,3517.38278150595
11.86,3519.0117939326856
11.87,3520.623302728286
11.88,3522.2173516583825
11.89,3523.793984488607
11.9,3525.3532449845893
11.91,3526.8951769119603
11.92,3528.419824036354
11.93,3529.9272301233977
11.94,3531.4174389387267
11.95,3532.89049424797
11.96,3534.346439816759
11.97,3535.7853194107256
11.98,3537.2071767955
11.99,3538.612055736715
12.0,3540.0
12.01,3541.3710471692343
12.02,3542.7252101012773
12.03,3544.062495471237
12.04,3545.38290995422
12.05,3546.686460225333
12.06,3547.9731529596834
12.07,3549.242994832377
12.08,3550.495992518524
12.09,3551.732152693227
12.1,3552.951482031596
12.11,3554.153987208737
12.12,3555.339674899757
12.13,3556.508551779764
12.14,3557.660624523863
12.15,3558.795899807164
12.16,3559.9143843047696
12.17,3561.01608469179
12.18,3562.101007643333
12.19,3563.1691598345024
12.2,3564.2205479404074
12.21,3565.2551786361546
12.22,3566.27305859685
12.23,3567.2741944976024
12.24,3568.258593013517
12.25,3569.226260819702
12.26,3570.177204591264
12.27,3571.1114310033104
12.28,3572.028946730947
12.29,3572.929758449281
12.3,3573.8138728334216
12.31,3574.6812965584727
12.32,3575.532036299543
12.33,3576.366098731739
12.34,3577.183490530169
12.35,3577.984218369937
12.36,3578.7682889261528
12.37,3579.535708873922
12.38,3580.2864848883523
12.39,3581.0206236445506
12.4,3581.7381318176235
12.41,3582.4390160826783
12.42,3583.1232831148213
12.43,3583.79093958916
12.44,3584.441992180802
12.45,3585.0764475648534
12.46,3585.694312416422
12.47,3586.295593410613
12.48,3586.880297222536
12.49,3587.448430527296
12.5,3588.0
12.51,3588.5350554588954
12.52,3589.053819294784
12.53,3589.5565570416047
12.54,3590.043534233299
12.55,3590.5150164038087
12.56,3590.9712690870742
12.57,3591.412557817036
12.58,3591.8391481276344
12.59,3592.251305552812
12.6,3592.6492956265065
12.61,3593.0333838826614
12.62,3593.4038358552166
12.63,3593.760917078113
12.64,3594.104893085291
12.65,3594.4360294106928
12.66,3594.7545915882574
12.67,3595.060845151926
12.68,3595.3550556356404
12.69,3595.63748857334
12.7,3595.908409498966
12.71,3596.1680839464607
12.72,3596.416777449763
12.73,3596.654755542814
12.74,3596.882283759555
12.75,3597.0996276339265
12.76,3597.3070526998704
12.77,3597.504824491326
12.78,3597.693208542234
12.79,3597.8724703865364
12.8,3598.0428755581734
12.81,3598.204689591086
12.82,3598.3581780192144
12.83,3598.5036063765
12.84,3598.6412401968832
12.85,3598.7713450143056
12.86,3598.894186362706
12.87,3599.010029776027
12.88,3599.1191407882093
12.89,3599.2217849331937
12.9,3599.3182277449205
12.91,3599.4087347573304
12.92,3599.493571504365
12.93,3599.573003519963
12.94,3599.6472963380684
12.95,3599.716715492619
12.96,3599.7815265175577
12.97,3599.841994946825
12.98,3599.89838631436
12.99,3599.9509661541047
13.0,3600.0
13.01,3600.0457229951853
13.02,3600.088248719592
13.03,3600.1276603623496
13.04,3600.164041112587
13.05,3600.1974741594354
13.06,3600.228042692024
13.07,3600.255829899484
