wind_speed,ATB Riva Calzoni ATB 500.54
3.92,30.54536898801531
3.93,31.03053971724031
3.94,31.518367683611714
3.95,32.00883257530965
3.96,32.501914080514155
3.97,32.99759188740538
3.98,33.49584568416336
3.99,33.99665515896822
4.0,34.5
4.01,35.00586181160991
4.02,35.514229862833446
4.03,36.02509533887723
4.04,36.538449424947714
4.05,37.05428330625158
4.06,37.57258816799538
4.07,38.09335519538573
4.08,38.61657557362916
4.09,39.14224048793224
4.1,39.67034112350158
4.11,40.2008686655438
4.12,40.7338142992654
4.13,41.26916920987298
4.14,41.80692458257314
4.15,42.34707160257249
4.16,42.88960145507754
4.17,43.434505325294886
4.18,43.98177439843114
4.19,44.5313998596929
4.2,45.08337289428666
4.21,45.63768468741907
4.22,46.19432642429668
4.23,46.753289290126126
4.24,47.314564470113886
4.25,47.8781431494666
4.26,48.44401651339084
4.27,49.0121757470932
4.28,49.58261203578028
4.29,50.15531656465858
4.3,50.73028051893474
4.31,51.307495083815326
4.32,51.88695144450695
4.33,52.46864078621613
4.34,53.05255429414943
4.35,53.63868315351352
4.36,54.22701854951497
4.37,54.81755166736027
4.38,55.410273692256055
4.39,56.0051758094089
4.4,56.60224920402545
4.41,57.20148506131218
4.42,57.80287456647567
4.43,58.406408904722575
4.44,59.01207926125948
4.45,59.61987682129287
4.46,60.22979277002939
4.47,60.8418182926756
4.48,61.45594457443815
4.49,62.072162800523486
4.5,62.69046415613827
4.51,63.31083982648908
4.52,63.93328099678248
4.53,64.5577788522251
4.54,65.18432457802345
4.55,65.81290935938411
4.56,66.44352438151368
4.57,67.07616082961881
4.58,67.71080988890597
4.59,68.34746274458178
4.6,68.98611058185281
4.61,69.62674458592572
4.62,70.26935594200697
4.63,70.91393583530318
4.64,71.56047545102095
4.65,72.20896597436689
4.66,72.8593985905475
4.67,73.51176448476939
4.68,74.16605484223918
4.69,74.82226084816344
4.7,75.48037368774868
4.71,76.14038454620155
4.72,76.8022846087286
4.73,77.46606506053644
4.74,78.13171708683161
4.75,78.7992318728207
4.76,79.46860060371029
4.77,80.13981446470697
4.78,80.81286464101738
4.79,81.48774231784795
4.8,82.16443868040535
4.81,82.84294491389618
4.82,83.52325220352702
4.83,84.2053517345044
4.84,84.88923469203489
4.85,85.57489226132512
4.86,86.26231562758171
4.87,86.95149597601113
4.88,87.64242449182
4.89,88.33509236021492
4.9,89.0294907664025
4.91,89.72561089558921
4.92,90.42344393298173
4.93,91.12298106378664
4.94,91.82421347321048
4.95,92.5271323464598
4.96,93.23172886874124
4.97,93.93799422526132
4.98,94.64591960122677
4.99,95.35549618184396
5.0,96.06671515231956
5.01,96.77956769786016
5.02,97.49404500367234
5.03,98.21013825496274
5.04,98.9278386369378
5.05,99.6471373348042
5.06,100.36802553376847
5.07,101.09049441903728
5.08,101.8145351758171
5.09,102.54013898931451
5.1,103.26729704473615
5.11,103.99600052728866
5.12,104.72624062217848
5.13,105.45800851461222
5.14,106.1912953897965
5.15,106.92609243293798
5.16,107.66239082924304
5.17,108.4001817639184
5.18,109.1394564221706
5.19,109.88020598920627
5.2,110.62242165023191
5.21,111.36609459045415
5.22,112.11121599507952
5.23,112.85777704931472
5.24,113.60576893836618
5.25,114.35518284744052
5.26,115.1060099617444
5.27,115.8582414664843
5.28,116.61186854686692
5.29,117.36688238809867
5.3,118.12327417538629
5.31,118.88103509393623
5.32,119.64015632895524
5.33,120.40062906564974
5.34,121.1624444892263
5.35,121.92559378489156
5.36,122.69006813785222
5.37,123.45585873331466
5.38,124.22295675648552
5.39,124.99135339257138
5.4,125.76103982677895
5.41,126.5320072443146
5.42,127.30424683038504
5.43,128.0777497701968
5.44,128.85250724895653
5.45,129.62851045187068
5.46,130.40575056414593
5.47,131.18421877098882
5.48,131.96390625760606
5.49,132.74480420920403
5.5,133.52690381098932
5.51,134.31019624816864
5.52,135.09467270594854
5.53,135.8803243695356
5.54,136.66714242413633
5.55,137.45511805495732
5.56,138.24424244720518
5.57,139.0345067860866
5.58,139.82590225680795
5.59,140.6184200445759
5.6,141.4120513345971
5.61,142.20678731207806
5.62,143.00261916222536
5.63,143.79953807024555
5.64,144.59753522134528
5.65,145.39660180073116
5.66,146.1967289936096
5.67,146.99790798518737
5.68,147.8001299606709
5.69,148.60338610526688
5.7,149.40766760418182
5.71,150.21296564262232
5.72,151.01927140579497
5.73,151.8265760789064
5.74,152.63487084716306
5.75,153.4441468957716
5.76,154.2543954099386
5.77,155.06560757487068
5.78,155.87777457577445
5.79,156.69088759785632
5.8,157.504937826323
5.81,158.319916446381
5.82,159.135814643237
5.83,159.9526236020975
5.84,160.77033450816907
5.85,161.58893854665837
5.86,162.40842690277194
5.87,163.22879076171628
5.88,164.05002130869804
5.89,164.87210972892382
5.9,165.69504720760025
5.91,166.51882492993377
5.92,167.34343408113097
5.93,168.16886584639852
5.94,168.99511141094305
5.95,169.82216195997097
5.96,170.65000867868895
5.97,171.4786427523036
5.98,172.30805536602148
5.99,173.13823770504908
6.0,173.96918095459307
6.01,174.80087629986002
6.02,175.63331492605647
6.03,176.46648801838913
6.04,177.3003867620644
6.05,178.13500234228894
6.06,178.9703259442693
6.07,179.80634875321223
6.08,180.64306195432408
6.09,181.48045673281143
6.1,182.31852427388108
6.11,183.15725576273945
6.12,183.9966423845932
6.13,184.83667532464872
6.14,185.6773457681128
6.15,186.51864490019196
6.16,187.3605639060927
6.17,188.20309397102167
6.18,189.0462262801855
6.19,189.88995201879072
6.2,190.73426237204387
6.21,191.5791485251515
6.22,192.4246016633204
6.23,193.27061297175692
6.24,194.1171736356677
6.25,194.96427484025935
6.26,195.8119077707385
6.27,196.6600636123116
6.28,197.50873355018533
6.29,198.35790876956625
6.3,199.2075804556609
6.31,200.0577397936759
6.32,200.90837796881783
6.33,201.75948616629324
6.34,202.61105557130875
6.35,203.4630773690709
6.36,204.31554274478637
6.37,205.1684428836616
6.38,206.02176897090317
6.39,206.8755121917177
6.4,207.7296637313119
6.41,208.58421477489213
6.42,209.4391565076651
6.43,210.2944801148373
6.44,211.15017678161556
6.45,212.00623769320612
6.46,212.86265403481576
6.47,213.71941699165097
6.48,214.5765177489185
6.49,215.43394749182468
6.5,216.29169740557617
6.51,217.1497586753797
6.52,218.00812248644164
6.53,218.8667800239688
6.54,219.7257224731676
6.55,220.5849410192445
6.56,221.4444268474064
6.57,222.3041711428596
6.58,223.16416509081083
6.59,224.0243998764666
6.6,224.8848666850335
6.61,225.74555670171824
6.62,226.6064611117272
6.63,227.46757110026704
6.64,228.32887785254437
6.65,229.1903725537658
6.66,230.05204638913776
6.67,230.9138905438669
6.68,231.77589620315987
6.69,232.6380545522233
6.7,233.50035677626352
6.71,234.3627940604873
6.72,235.2253575901012
6.73,236.08803855031175
6.74,236.9508281263257
6.75,237.81371750334924
6.76,238.67669786658945
6.77,239.5397604012525
6.78,240.4028962925452
6.79,241.26609672567395
6.8,242.1293528858455
6.81,242.9926559582664
6.82,243.85599712814323
6.83,244.71936758068244
6.84,245.5827585010908
6.85,246.4461610745747
6.86,247.30956648634088
6.87,248.17296592159587
6.88,249.0363505655461
6.89,249.8997116033984
6.9,250.76304022035927
6.91,251.6263276016352
6.92,252.4895649324328
6.93,253.35274339795865
6.94,254.21585418341948
6.95,255.07888847402165
6.96,255.9418374549718
6.97,256.8046923114766
6.98,257.66744422874257
6.99,258.5300843919763
7.0,259.39260398638424
7.01,260.2549941971732
7.02,261.11724620954953
7.03,261.97935120872006
7.04,262.8413003798912
7.05,263.70308490826955
7.06,264.5646959790617
7.07,265.4261247774743
7.08,266.2873624887138
7.09,267.1484002979868
7.1,268.0092293905
7.11,268.86984095145993
7.12,269.7302261660731
7.13,270.59037621954616
7.14,271.45028229708555
7.15,272.3099355838981
7.16,273.1693272651902
7.17,274.0284485261685
7.18,274.8872905520396
7.19,275.7458445280099
7.2,276.60410163928617
7.21,277.462053071075
7.22,278.3196900085829
7.23,279.17700363701647
7.24,280.0339851415822
7.25,280.89062570748683
7.26,281.74691651993675
7.27,282.60284876413874
7.28,283.4584136252993
7.29,284.3136022886249
7.3,285.16840593932227
7.31,286.022815762598
7.32,286.87682294365857
7.33,287.7304186677105
7.34,288.5835941199606
7.35,289.4363404856152
7.36,290.28864894988106
7.37,291.14051069796466
7.38,291.99191691507264
7.39,292.84285878641145
7.4,293.693327497188
7.41,294.5433142326085
7.42,295.3928101778796
7.43,296.241806518208
7.44,297.0902944388003
7.45,297.93826512486294
7.46,298.7857097616025
7.47,299.6326195342258
7.48,300.47898562793915
7.49,301.32479922794926
7.5,302.1700515194626
7.51,303.01473368768586
7.52,303.8588369178256
7.53,304.7023523950885
7.54,305.5452713046808
7.55,306.3875848318094
7.56,307.2292841616809
7.57,308.07036047950174
7.58,308.91080497047835
7.59,309.7506088198176
7.6,310.58976321272587
7.61,311.42825933441
7.62,312.26608837007626
7.63,313.1032415049313
7.64,313.9397099241819
7.65,314.7754848130345
7.66,315.61055735669555
7.67,316.4449187403718
7.68,317.2785601492698
7.69,318.1114727685963
7.7,318.9436477835574
7.71,319.7750763793601
7.72,320.6057497412109
7.73,321.43565905431643
7.74,322.2647955038829
7.75,323.09315027511747
7.76,323.92071455322616
7.77,324.7474795234159
7.78,325.5734363708932
7.79,326.39857628086463
7.8,327.22289043853664
7.81,328.046370029116
7.82,328.86900623780934
7.83,329.690790249823
7.84,330.5117132503636
7.85,331.33176642463786
7.86,332.1509409578523
7.87,332.96922803521346
7.88,333.78661884192803
7.89,334.60310456320235
7.9,335.4186763842433
7.91,336.2333254902573
7.92,337.0470430664509
7.93,337.8598202980308
7.94,338.67164837020346
7.95,339.48251846817544
7.96,340.29242177715355
7.97,341.10134948234395
7.98,341.90929276895383
7.99,342.71624282218914
8.0,343.5221908272568
8.01,344.3271279693634
8.02,345.13104543371526
8.03,345.9339344055193
8.04,346.7357860699819
8.05,347.5365916123098
8.06,348.33634221770933
8.07,349.1350290713872
8.08,349.9326433585501
8.09,350.72917626440426
8.1,351.5246189741567
8.11,352.31896267301374
8.12,353.112198546182
8.13,353.9043177788683
8.14,354.6953115562788
8.15,355.4851710636203
8.16,356.2738874860993
8.17,357.0614520089224
8.18,357.8478558172964
8.19,358.6330900964276
8.2,359.41714603152263
8.21,360.20001480778825
8.22,360.98168761043087
8.23,361.762155624657
8.24,362.54141003567344
8.25,363.3194420286865
8.26,364.0962427889031
8.27,364.8718035015295
8.28,365.6461153517725
8.29,366.4191695248384
8.3,367.19095720593424
8.31,367.96146958026617
8.32,368.730697833041
8.33,369.49863314946526
8.34,370.2652667147455
8.35,371.03058971408814
8.36,371.79459333270006
8.37,372.5572687557877
8.38,373.3186071685578
8.39,374.0785997562166
8.4,374.8372377039709
8.41,375.5945121970272
8.42,376.3504144205922
8.43,377.1049355598725
8.44,377.8580668000744
8.45,378.6097993264047
8.46,379.36012432407006
8.47,380.109032978277
8.48,380.8565164742318
8.49,381.60256599714137
8.5,382.3471727322122
8.51,383.09032786465104
8.52,383.832022579664
8.53,384.57224806245824
8.54,385.3109954982399
8.55,386.0482560722159
8.56,386.7840209695924
8.57,387.5182813755764
8.58,388.2510284753743
8.59,388.9822534541926
8.6,389.71194749723793
8.61,390.4401017897169
8.62,391.166707516836
8.63,391.8917558638023
8.64,392.6152380158216
8.65,393.33714515810095
8.66,394.05746847584686
8.67,394.7761991542659
8.68,395.4933283785645
8.69,396.2088473339496
8.7,396.9227472056273
8.71,397.6350191788047
8.72,398.3456544386879
8.73,399.0546441704839
8.74,399.7619795593989
8.75,400.4676517906397
8.76,401.1716520494128
8.77,401.8739715209249
8.78,402.5746013903823
8.79,403.273532842992
8.8,403.9707570639604
8.81,404.66626523849374
8.82,405.360048551799
8.83,406.0520981890828
8.84,406.7424053355513
8.85,407.43096117641153
8.86,408.1177568968699
8.87,408.80278368213294
8.88,409.48603271740734
8.89,410.1674951878994
8.9,410.84716227881614
8.91,411.5250251753638
8.92,412.201075062749
8.93,412.8753031261785
8.94,413.54770055085874
8.95,414.2182585219962
8.96,414.8869682247978
8.97,415.5538208444697
8.98,416.2188075662188
8.99,416.8819195752515
9.0,417.5431480567745
9.01,418.2024841959943
9.02,418.8599191781174
9.03,419.5154441883505
9.04,420.1690504119003
9.05,420.8207290339733
9.06,421.4704712397759
9.07,422.1182682145147
9.08,422.7641111433964
9.09,423.40799121162775
9.1,424.04989960441486
9.11,424.6898275069648
9.12,425.3277661044838
9.13,425.9637065821787
9.14,426.5976401252559
9.15,427.22955791892207
9.16,427.85945114838376
9.17,428.48731099884736
9.18,429.1131286555197
9.19,429.7368953036075
9.2,430.3586021283169
9.21,430.9782403148549
9.22,431.5958010484279
9.23,432.2112755142423
9.24,432.82465489750496
9.25,433.4359303834223
9.26,434.045093157201
9.27,434.6521344040475
9.28,435.25704530916846
9.29,435.85981705777056
9.3,436.4604408350604
9.31,437.05890782624425
9.32,437.655209216529
9.33,438.2493361911211
9.34,438.84127993522696
9.35,439.4310316340536
9.36,440.0185824728072
9.37,440.6039236366945
9.38,441.1870463109223
9.39,441.7679416806966
9.4,442.3466009312245
9.41,442.9230152477122
9.42,443.4971758153668
9.43,444.0690738193943
9.44,444.6387004450017
9.45,445.20604687739535
9.46,445.771104301782
9.47,446.33386390336807
9.48,446.8943168673602
9.49,447.45245437896494
9.5,448.00826762338886
9.51,448.5617477858386
9.52,449.1128860515207
9.53,449.6616736056419
9.54,450.20810163340855
9.55,450.7521613200274
9.56,451.2938438507048
9.57,451.8331404106476
9.58,452.3700421850622
9.59,452.9045403591552
9.6,453.4366261181332
9.61,453.9662906472027
9.62,454.49352513157066
9.63,455.01832075644336
9.64,455.5406687070271
9.65,456.060560168529
9.66,456.57798632615527
9.67,457.0929383651127
9.68,457.6054074706077
9.69,458.1153848278469
9.7,458.622861622037
9.71,459.1278290383847
9.72,459.6302782620959
9.73,460.130200478378
9.74,460.62758687243706
9.75,461.1224286294799
9.76,461.614716934713
9.77,462.1044429733429
9.78,462.5915979305764
9.79,463.0761729916197
9.8,463.5581593416799
9.81,464.0375481659632
9.82,464.51433064967614
9.83,464.9884979780255
9.84,465.4600413362177
9.85,465.9289519094596
9.86,466.39522088295735
9.87,466.8588394419179
9.88,467.31979877154777
9.89,467.7780900570533
9.9,468.2337044836414
9.91,468.68663323651833
9.92,469.13686750089096
9.93,469.5843984619656
9.94,470.0292173049489
9.95,470.4713152150477
9.96,470.9106833774682
9.97,471.3473129774173
9.98,471.78119520010137
9.99,472.21232123072696
10.0,472.640682254501
10.01,473.0662694566297
10.02,473.4890740223197
10.03,473.9090871367776
10.04,474.3262999852101
10.05,474.7407037528237
10.06,475.152289624825
10.07,475.5610487864204
10.08,475.9669724228168
10.09,476.37005171922056
10.1,476.7702778608382
10.11,477.16764203287664
10.12,477.56213542054206
10.13,477.95374920904135
10.14,478.3424745835809
10.15,478.7283027293672
10.16,479.1112248316071
10.17,479.491232075507
10.18,479.8683156462736
10.19,480.2424667291133
10.2,480.61367650923296
10.21,480.9819361718389
10.22,481.34723690213775
10.23,481.7095698853361
10.24,482.0689263066406
10.25,482.4252973512578
10.26,482.7786742043943
10.27,483.1290480512565
10.28,483.4764100770512
10.29,483.820751466985
10.3,484.1620634062645
10.31,484.5003370800959
10.32,484.83556367368607
10.33,485.1677343722417
10.34,485.49684036096914
10.35,485.822872825075
10.36,486.14582294976606
10.37,486.4656819202486
10.38,486.7824409217296
10.39,487.0960911394153
10.4,487.4066237585122
10.41,487.7140299642273
10.42,488.0183009417669
10.43,488.3194278763375
10.44,488.6174019531458
10.45,488.9122143573984
10.46,489.2038562743021
10.47,489.492318889063
10.48,489.777593386888
10.49,490.0596709529835
10.5,490.33854277255614
10.51,490.61420003081264
10.52,490.8866339129594
10.53,491.1558356042031
10.54,491.4217962897504
10.55,491.6845071548077
10.56,491.94395938458166
10.57,492.20014416427887
10.58,492.4530526791059
10.59,492.70267611426914
10.6,492.9490056549756
10.61,493.19203248643146
10.62,493.4317477938436
10.63,493.6681427624183
10.64,493.9012085773624
10.65,494.1309364238823
10.66,494.35731748718456
10.67,494.580342952476
10.68,494.800004004963
10.69,495.0162918298522
10.7,495.22919761235016
10.71,495.4387125376634
10.72,495.64482779099865
10.73,495.8475345575624
10.74,496.0468240225612
10.75,496.24268737120167
10.76,496.4351157886904
10.77,496.624100460234
10.78,496.8096325710389
10.79,496.9917033063118
10.8,497.1703038512593
10.81,497.34542539108793
10.82,497.5170591110044
10.83,497.6851961962149
10.84,497.8498278319265
10.85,498.0109452033455
10.86,498.1685394956786
10.87,498.3226018941322
10.88,498.4731235839131
10.89,498.6200957502277
10.9,498.7635095782828
10.91,498.90335625328464
10.92,499.0396269604401
10.93,499.17231288495566
10.94,499.301405212038
10.95,499.4268951268933
10.96,499.5487738147288
10.97,499.6670324607505
10.98,499.78166225016525
10.99,499.89265436817954
11.0,500.0
11.01,500.1036995245253
11.02,500.20379009542273
11.03,500.3003180600516
11.04,500.3933297657711
11.05,500.4828715599408
11.06,500.5689897899199
11.07,500.651730803068
11.08,500.7311409467439
11.09,500.80726656830734
11.1,500.88015401511774
11.11,500.9498496345344
11.12,501.01639977391625
11.13,501.0798507806232
11.14,501.1402490020141
11.15,501.1976407854487
11.16,501.25207247828615
11.17,501.3035904278858
11.18,501.3522409816069
11.19,501.39807048680905
11.2,501.44112529085135
11.21,501.4814517410934
11.22,501.5190961848943
11.23,501.5541049696133
11.24,501.5865244426101
11.25,501.6164009512438
11.26,501.6437808428738
11.27,501.6687104648594
11.28,501.69123616456
11.29,501.71140428933495
11.3,501.7292611865436
11.31,501.7448532035451
11.32,501.7582266876992
11.33,501.76942798636486
11.34,501.7785034469014
11.35,501.7854994166686
11.36,501.7904622430255
11.37,501.7934382733312
11.38,501.7944738549456
11.39,501.7936153352276
11.4,501.7909090615368
11.41,501.78640138123234
11.42,501.7801386416736
11.43,501.77216719022016
11.44,501.7625333742311
11.45,501.7512835410658
11.46,501.7384640380837
11.47,501.7241212126439
11.48,501.7083014121062
11.49,501.6910509838296
11.5,501.6724162751735
11.51,501.6524436334972
11.52,501.6311794061602
11.53,501.6086699405216
11.54,501.5849615839412
11.55,501.5601006837777
11.56,501.5341335873909
11.57,501.5071066421401
11.58,501.47906619538446
11.59,501.4500585944834
11.6,501.4201301867964
11.61,501.3893273196826
11.62,501.3576963405014
11.63,501.32528359661217
11.64,501.2921354353744
11.65,501.258298204147
11.66,501.22381825029
11.67,501.1887419211621
11.68,501.1531155641228
11.69,501.11698552653166
11.7,501.08039815574784
11.71,501.0433997991307
11.72,501.00603680403975
11.73,500.9683555178341
11.74,500.9304022878733
11.75,500.8922234615165
11.76,500.8538653861231
11.77,500.8153744090524
11.78,500.7767968776639
11.79,500.7381791393169
11.8,500.6995675413706
11.81,500.6610084311844
11.82,500.62254815611794
11.83,500.58423306353
11.84,500.5461095007804
11.85,500.5082238152283
11.86,500.47062235423294
11.87,500.4333514651539
11.88,500.3964574953503
11.89,500.3599867921816
11.9,500.3239857030071
11.91,500.2885005751863
11.92,500.25357775607824
11.93,500.21926359304257
11.94,500.1856044334384
11.95,500.1526466246252
11.96,500.12043651396215
11.97,500.0890204488088
11.98,500.0584447765244
11.99,500.0287558444685
12.0,500.0
12.01,499.9722137961292
12.02,499.9453946084678
12.03,499.9195300182784
12.04,499.8946076068236
12.05,499.87061495536585
12.06,499.8475396451678
12.07,499.8253692574917
12.08,499.8040913736005
12.09,499.7836935747564
12.1,499.7641634422218
12.11,499.7454885572596
12.12,499.7276565011322
12.13,499.710654855102
12.14,499.69447120043145
12.15,499.6790931183834
12.16,499.6645081902201
12.17,499.6507039972042
12.18,499.63766812059816
12.19,499.6253881416646
12.2,499.6138516416658
12.21,499.60304620186463
12.22,499.59295940352337
12.23,499.5835788279046
12.24,499.5748920562708
12.25,499.5668866698845
12.26,499.5595502500085
12.27,499.552870377905
12.28,499.5468346348365
12.29,499.5414306020657
12.3,499.5366458608552
12.31,499.5324679924673
12.32,499.5288845781645
12.33,499.52588319920943
12.34,499.5234514368648
12.35,499.5215768723928
12.36,499.5202470870561
12.37,499.5194496621172
12.38,499.51917217883874
12.39,499.5194022184831
12.4,499.520127362313
12.41,499.52133519159065
12.42,499.52301328757886
12.43,499.5251492315399
12.44,499.5277306047366
12.45,499.530744988431
12.46,499.53417996388623
12.47,499.5380231123645
12.48,499.5422620151281
12.49,499.54688425344006
12.5,499.5518774085626
12.51,499.5572290617582
12.52,499.5629267942895
12.53,499.568958187419
12.54,499.5753108224093
12.55,499.5819722805229
12.56,499.5889301430221
12.57,499.5961719911697
12.58,499.6036854062279
12.59,499.6114579694596
12.6,499.6194772621272
12.61,499.62773086549305
12.62,499.6362063608199
12.63,499.6448913293701
12.64,499.6537733524064
12.65,499.6628400111911
12.66,499.6720788869868
12.67,499.681477561056
12.68,499.6910236146613
12.69,499.70070462906506
12.7,499.71050818553
12.71,499.7204218653185
12.72,499.7304332496932
12.73,499.7405299199165
12.74,499.750699457251
12.75,499.76092944295925
12.76,499.7712074583037
12.77,499.78152108454697
12.78,499.7918579029514
12.79,499.8022054947796
12.8,499.8125514412943
12.81,499.8228833237577
12.82,499.8331887234325
12.83,499.8434552215812
12.84,499.85367039946647
12.85,499.8638218383505
12.86,499.873897119496
12.87,499.8838838241655
12.88,499.8937695336216
12.89,499.90354182912654
12.9,499.9131882919432
12.91,499.9226965033338
12.92,499.9320540445612
12.93,499.9412484968877
12.94,499.95026744157576
12.95,499.9590984598879
