wind_speed,Enron 900s
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.2699435362679379
3.52,0.5471556834932281
3.53,0.8314450526331862
3.54,1.1226202546451756
3.55,1.4204899004865117
3.56,1.7248626011145598
3.57,2.0355469674866344
3.58,2.3523516105601017
3.59,2.6750851412922745
3.6,3.00355617064052
3.61,3.3375733095621487
3.62,3.676945169014533
3.63,4.02148035995498
3.64,4.370987493340861
3.65,4.725275180129483
3.66,5.08415203127822
3.67,5.447426657744378
3.68,5.814907670485329
3.69,6.186403680458383
3.7,6.561723298620912
3.71,6.94067513593022
3.72,7.323067803343682
3.73,7.708709911818605
3.74,8.097410072312362
3.75,8.48897689578226
3.76,8.883218993185654
3.77,9.279944975479902
3.78,9.678963453622307
3.79,10.08008303857025
3.8,10.483112341281029
3.81,10.88785997271202
3.82,11.294134543820531
3.83,11.701744665563936
3.84,12.11049894889954
3.85,12.520206004784717
3.86,12.93067444417677
3.87,13.341712878033077
3.88,13.753129917310938
3.89,14.164734172967735
3.9,14.576334255960774
3.91,14.987738777247422
3.92,15.398756347784982
3.93,15.80919557853084
3.94,16.21886508044229
3.95,16.62757346447672
3.96,17.035129341591418
3.97,17.441341322743774
3.98,17.84601801889108
3.99,18.248968040990725
4.0,18.65
4.01,19.04896093591893
4.02,19.445851604918158
4.03,19.84071119221101
4.04,20.233578883010725
4.05,20.624493862530635
4.06,21.013495315984045
4.07,21.40062242858428
4.08,21.78591438554459
4.09,22.169410372078293
4.1,22.55114957339869
4.11,22.93117117471913
4.12,23.30951436125283
4.13,23.686218318213136
4.14,24.061322230813342
4.15,24.434865284266778
4.16,24.80688666378669
4.17,25.17742555458641
4.18,25.54652114187923
4.19,25.914212610878486
4.2,26.28053914679742
4.21,26.64553993484936
4.22,27.009254160247608
4.23,27.371721008205487
4.24,27.73297966393625
4.25,28.09306931265322
4.26,28.452029139569696
4.27,28.809898329899
4.28,29.166716068854427
4.29,29.52252154164924
4.3,29.877353933496764
4.31,30.2312524296103
4.32,30.584256215203183
4.33,30.93640447548865
4.34,31.28773639568003
4.35,31.638291160990622
4.36,31.98810795663377
4.37,32.337225967822704
4.38,32.68568437977075
4.39,33.03352237769121
4.4,33.38077914679742
4.41,33.72749387230263
4.42,34.07370573942016
4.43,34.4194539333633
4.44,34.764777639345404
4.45,35.109716042579684
4.46,35.454308328279495
4.47,35.798593681658126
4.48,36.14261128792892
4.49,36.4864003323051
4.5,36.83
4.51,37.1734524000563
4.52,37.51681133683408
4.53,37.86013353852282
4.54,38.20347573331194
4.55,38.54689464939091
4.56,38.89044701494919
4.57,39.23418955817628
4.58,39.57817900726157
4.59,39.92247209039454
4.6,40.267125535764656
4.61,40.6121960715614
4.62,40.95774042597418
4.63,41.30381532719247
4.64,41.650477503405725
4.65,41.997783682803465
4.66,42.34579059357505
4.67,42.69455496390998
4.68,43.04413352199772
4.69,43.39458299602774
4.7,43.745960114189465
4.71,44.09832160467235
4.72,44.45172419566588
4.73,44.80622461535953
4.74,45.1618795919427
4.75,45.51874585360488
4.76,45.87688012853552
4.77,46.23633914492408
4.78,46.597179630960056
4.79,46.95945831483283
4.8,47.3232319247319
4.81,47.68855718884673
4.82,48.05549083536679
4.83,48.42408959248149
4.84,48.794410188380326
4.85,49.166509351252735
4.86,49.54044380928821
4.87,49.91627029067615
4.88,50.29404552360606
4.89,50.67382623626738
4.9,51.0556691568496
4.91,51.439631013542105
4.92,51.8257685345344
4.93,52.21413844801593
4.94,52.60479748217621
4.95,52.9978023652046
4.96,53.39320982529062
4.97,53.7910765906237
4.98,54.19145938939335
4.99,54.59441494978896
5.0,55.0
5.01,55.40826165065815
5.02,55.81920854216376
5.03,56.23283969735952
5.04,56.64915413908791
5.05,57.068150890191525
5.06,57.48982897351301
5.07,57.91418741189496
5.08,58.3412252281799
5.09,58.770941445210426
5.1,59.2033350858292
5.11,59.63840517287875
5.12,60.07615072920166
5.13,60.51657077764054
5.14,60.95966434103795
5.15,61.40543044223655
5.16,61.853868104078856
5.17,62.30497634940746
5.18,62.758754201064974
5.19,63.21520068189403
5.2,63.67431481473712
5.21,64.13609562243688
5.22,64.60054212783592
5.23,65.06765335377683
5.24,65.53742832310213
5.25,66.00986605865448
5.26,66.48496558327643
5.27,66.96272591981058
5.28,67.44314609109956
5.29,67.92622511998587
5.3,68.41196202931218
5.31,68.90035584192104
5.32,69.39140558065505
5.33,69.88511026835678
5.34,70.38146892786882
5.35,70.88048058203378
5.36,71.38214425369428
5.37,71.88645896569281
5.38,72.39342374087202
5.39,72.9030376020745
5.4,73.41529957214287
5.41,73.93020867391964
5.42,74.44776393024743
5.43,74.96796436396883
5.44,75.49080899792652
5.45,76.01629685496292
5.46,76.5444269579207
5.47,77.07519832964246
5.48,77.60860999297087
5.49,78.14466097074832
5.5,78.68335028581753
5.51,79.22467696102107
5.52,79.76864001920151
5.53,80.3152384832015
5.54,80.86447137586353
5.55,81.41633772003023
5.56,81.97083653854422
5.57,82.5279668542481
5.58,83.08772768998438
5.59,83.65011806859569
5.6,84.21513701292463
5.61,84.78278354581381
5.62,85.35305669010575
5.63,85.9259554686431
5.64,86.50147890426837
5.65,87.07962601982427
5.66,87.66039583815328
5.67,88.24378738209806
5.68,88.82979967450115
5.69,89.41843173820517
5.7,90.00968259605266
5.71,90.60355127088624
5.72,91.20003678554852
5.73,91.79913816288212
5.74,92.4008544257295
5.75,93.00518459693338
5.76,93.61212769933624
5.77,94.22168275578076
5.78,94.83384878910957
5.79,95.44862482216504
5.8,96.06600987778992
5.81,96.68600297882683
5.82,97.30860314811837
5.83,97.93380940850696
5.84,98.56162078283528
5.85,99.19203629394596
5.86,99.82505496468164
5.87,100.46067581788472
5.88,101.09889787639794
5.89,101.73972016306382
5.9,102.38314170072503
5.91,103.02916151222408
5.92,103.67777862040354
5.93,104.32899204810604
5.94,104.98280081817424
5.95,105.6392039534506
5.96,106.29820047677777
5.97,106.95978941099833
5.98,107.62396977895492
5.99,108.29074060349
6.0,108.96010090744625
6.01,109.63204971366623
6.02,110.30658604499256
6.03,110.9837089242679
6.04,111.66341737433468
6.05,112.34571041803554
6.06,113.03058707821307
6.07,113.71804637771
6.08,114.4080873393687
6.09,115.10070898603183
6.1,115.79591034054204
6.11,116.49369042574192
6.12,117.19404826447398
6.13,117.89698287958082
6.14,118.60249329390508
6.15,119.31057853028936
6.16,120.02123761157615
6.17,120.73446956060816
6.18,121.45027340022786
6.19,122.16864815327796
6.2,122.88959284260096
6.21,123.61310649103945
6.22,124.33918812143602
6.23,125.06783675663335
6.24,125.79905141947394
6.25,126.5328311328004
6.26,127.26917491945528
6.27,128.0080818022812
6.28,128.74955080412087
6.29,129.49358094781664
6.3,130.24017125621126
6.31,130.98932075214725
6.32,131.74102845846733
6.33,132.49529339801387
6.34,133.2521145936296
6.35,134.01149106815708
6.36,134.773421844439
6.37,135.53790594531773
6.38,136.304942393636
6.39,137.07453021223637
6.4,137.84666842396152
6.41,138.6213560516539
6.42,139.3985921181561
6.43,140.17837564631077
6.44,140.9607056589606
6.45,141.74558117894796
6.46,142.53300122911557
6.47,143.32296483230596
6.48,144.11547101136188
6.49,144.91051878912566
6.5,145.70810718844004
6.51,146.50823523214757
6.52,147.3109019430909
6.53,148.11610634411264
6.54,148.92384745805523
6.55,149.73412430776133
6.56,150.54693591607352
6.57,151.3622813058345
6.58,152.1801594998867
6.59,153.0005695210728
6.6,153.8235103922353
6.61,154.648981136217
6.62,155.47698077586023
6.63,156.3075083340077
6.64,157.14056283350197
6.65,157.97614329718573
6.66,158.81424874790142
6.67,159.65487820849165
6.68,160.49803070179908
6.69,161.34370525066632
6.7,162.19190087793586
6.71,163.04261660645034
6.72,163.89585145905235
6.73,164.75160445858452
6.74,165.60987462788935
6.75,166.47066098980943
6.76,167.3339625671874
6.77,168.19977838286584
6.78,169.06810745968747
6.79,169.9389488204946
6.8,170.81230148812998
6.81,171.68816448543618
6.82,172.56653683525587
6.83,173.44741756043146
6.84,174.33080568380566
6.85,175.216700228221
6.86,176.1051002165202
6.87,176.9960046715457
6.88,177.88941261614008
6.89,178.78532307314603
6.9,179.68373506540618
6.91,180.58464761576292
6.92,181.488059747059
6.93,182.39397048213692
6.94,183.30237884383945
6.95,184.2132838550089
6.96,185.1266845384881
6.97,186.04257991711935
6.98,186.96096901374565
6.99,187.88185085120924
7.0,188.8052244523528
7.01,189.73108884001903
7.02,190.65944303705032
7.03,191.59028606628956
7.04,192.52361695057903
7.05,193.45943471276144
7.06,194.3977383756794
7.07,195.3385269621756
7.08,196.2817994950923
7.09,197.2275549972724
7.1,198.17579249155835
7.11,199.1265110007929
7.12,200.07970954781837
7.13,201.0353871554775
7.14,201.99354284661285
7.15,202.9541756440672
7.16,203.9172845706828
7.17,204.8828686493024
7.18,205.85092690276863
7.19,206.82145835392413
7.2,207.7944620256113
7.21,208.7699369406729
7.22,209.74788212195136
7.23,210.72829659228944
7.24,211.7111793745296
7.25,212.69652949151444
7.26,213.68434596608657
7.27,214.67462782108856
7.28,215.6673740793632
7.29,216.6625837637528
7.3,217.6602558971
7.31,218.66038950224743
7.32,219.66298360203783
7.33,220.6680372193136
7.34,221.67554937691727
7.35,222.6855190976916
7.36,223.6979454044792
7.37,224.71282732012253
7.38,225.73016386746417
7.39,226.74995406934676
7.4,227.77219694861293
7.41,228.7968915281052
7.42,229.82403683066616
7.43,230.8536318791384
7.44,231.8856756963647
7.45,232.9201673051873
7.46,233.957105728449
7.47,234.99648998899244
7.48,236.0383191096601
7.49,237.0825921132946
7.5,238.12930802273848
7.51,239.17846586083436
7.52,240.2300646504248
7.53,241.28410341435253
7.54,242.34058117546007
7.55,243.3994969565898
7.56,244.4608497805846
7.57,245.52463867028703
7.58,246.59086264853937
7.59,247.6595207381846
7.6,248.73061196206504
7.61,249.80413534302343
7.62,250.8800899039023
7.63,251.95847466754424
7.64,253.03928865679177
7.65,254.12253089448768
7.66,255.2082004034744
7.67,256.29629620659443
7.68,257.3868173266905
7.69,258.4797627866053
7.7,259.5751316091812
7.71,260.6729228172609
7.72,261.7731354336869
7.73,262.875768481302
7.74,263.98082098294856
7.75,265.0882919614692
7.76,266.1981804397066
7.77,267.31048544050327
7.78,268.425205986702
7.79,269.5423411011451
7.8,270.6618898066752
7.81,271.783851126135
7.82,272.9082240823672
7.83,274.03500769821414
7.84,275.16420099651845
7.85,276.2958030001228
7.86,277.42981273186984
7.87,278.56622921460206
7.88,279.70505147116205
7.89,280.8462785243923
7.9,281.9899093971357
7.91,283.13594311223454
7.92,284.28437869253145
7.93,285.4352151608692
7.94,286.58845154009026
7.95,287.7440868530371
7.96,288.90212012255256
7.97,290.0625503714789
7.98,291.2253766226592
7.99,292.3905978989356
8.0,293.5582132231508
8.01,294.7282216181476
8.02,295.9006221067682
8.03,297.0754137118555
8.04,298.252595456252
8.05,299.43216636280044
8.06,300.61412545434314
8.07,301.79847175372265
8.08,302.985204283782
8.09,304.1743220673632
8.1,305.3658241273092
8.11,306.5597094864626
8.12,307.75597716766583
8.13,308.9546261937618
8.14,310.1556555875926
8.15,311.35906437200106
8.16,312.5648515698299
8.17,313.77301620392154
8.18,314.9835572971185
8.19,316.1964738722636
8.2,317.4117649521992
8.21,318.6294295597683
8.22,319.849466717813
8.23,321.0718754491761
8.24,322.29665477670005
8.25,323.52380372322773
8.26,324.7533213116013
8.27,325.98520656466377
8.28,327.2194585052576
8.29,328.4560761562252
8.3,329.6950585404096
8.31,330.93640468065286
8.32,332.1801135997978
8.33,333.42618432068696
8.34,334.674615866163
8.35,335.9254072590685
8.36,337.178557522246
8.37,338.4340656785381
8.38,339.6919307507877
8.39,340.9521517618367
8.4,342.2147277345283
8.41,343.47965769170474
8.42,344.7469406562087
8.43,346.01657565088294
8.44,347.2885616985698
8.45,348.5628978221121
8.46,349.8395830443524
8.47,351.1186163881331
8.48,352.3999968762968
8.49,353.68372353168627
8.5,354.96979537714384
8.51,356.2582114355124
8.52,357.54897072963433
8.53,358.8420722823523
8.54,360.1375151165089
8.55,361.43529825494704
8.56,362.7354207205086
8.57,364.0378815360367
8.58,365.3426797243736
8.59,366.6498143083621
8.6,367.9592843108448
8.61,369.2710887546642
8.62,370.585226662663
8.63,371.9016970576839
8.64,373.2204989625691
8.65,374.54163140016135
8.66,375.86509339330325
8.67,377.19088396483744
8.68,378.51900213760655
8.69,379.8494469344531
8.7,381.18221737821966
8.71,382.517312491749
8.72,383.8547312978834
8.73,385.1944728194656
8.74,386.5365360793381
8.75,387.8809201003437
8.76,389.2276239053248
8.77,390.5766465171241
8.78,391.927986958584
8.79,393.2816442525474
8.8,394.6376174218569
8.81,395.9959054893546
8.82,397.3565074778835
8.83,398.719422410286
8.84,400.0846493094049
8.85,401.45218719808247
8.86,402.8220350991616
8.87,404.1941920354848
8.88,405.5686570298948
8.89,406.9454291052338
8.9,408.32450728434463
8.91,409.70589059006977
8.92,411.089578045252
8.93,412.4755686727337
8.94,413.8638614953576
8.95,415.2544555359661
8.96,416.6473498174024
8.97,418.0425433625083
8.98,419.4400351941267
8.99,420.83982433510016
9.0,422.2419098082714
9.01,423.6462906364829
9.02,425.0529658425773
9.03,426.461934449397
9.04,427.8731954797847
9.05,429.2867479565835
9.06,430.7025909026352
9.07,432.12072334078255
9.08,433.54114429386846
9.09,434.96385278473537
9.1,436.38884783622575
9.11,437.8161284711823
9.12,439.2456937124476
9.13,440.6775425828646
9.14,442.1116741052752
9.15,443.5480873025222
9.16,444.9867811974484
9.17,446.4277548128963
9.18,447.8710071717085
9.19,449.3165372967276
9.2,450.764344210796
9.21,452.2144269367568
9.22,453.66678449745206
9.23,455.12141591572447
9.24,456.57832021441664
9.25,458.03749641637125
9.26,459.4989435444308
9.27,460.96266062143786
9.28,462.4286466702352
9.29,463.8969007136653
9.3,465.3674217745711
9.31,466.8402088757945
9.32,468.3152610401781
9.33,469.7925772905652
9.34,471.2721566497978
9.35,472.7539981407188
9.36,474.23810078617055
9.37,475.7244636089959
9.38,477.2130856320374
9.39,478.70396587813735
9.4,480.1971033701385
9.41,481.6924971308836
9.42,483.190146183215
9.43,484.69004954997536
9.44,486.19220625400726
9.45,487.6966153181534
9.46,489.2032757652565
9.47,490.71218661815874
9.48,492.2233468997029
9.49,493.7367556327316
9.5,495.25241184008746
9.51,496.77031454461286
9.52,498.2904627691506
9.53,499.8128555365432
9.54,501.3374918696333
9.55,502.86437079126375
9.56,504.39349132427657
9.57,505.92485249151457
9.58,507.4584533158204
9.59,508.9942928200367
9.6,510.53237002700587
9.61,512.0726839595707
9.62,513.6152336405737
9.63,515.1600180928576
9.64,516.7070363392647
9.65,518.2562874026378
9.66,519.8077703058193
9.67,521.361484071652
9.68,522.9174277229783
9.69,524.4756002826409
9.7,526.0360007734824
9.71,527.5986282183458
9.72,529.1634816400726
9.73,530.7305600615064
9.74,532.2998625054893
9.75,533.8713879948641
9.76,535.4451355524733
9.77,537.0211042011593
9.78,538.599292963765
9.79,540.1797008631329
9.8,541.7623269221059
9.81,543.3471701635259
9.82,544.9342296102359
9.83,546.5235042850783
9.84,548.1149932108958
9.85,549.7086954105312
9.86,551.3046099068267
9.87,552.9027357226253
9.88,554.5030718807694
9.89,556.1056174041015
9.9,557.710371315464
9.91,559.3173326376999
9.92,560.9265003936516
9.93,562.5378736061616
9.94,564.1514512980727
9.95,565.7672324922275
9.96,567.3852162114687
9.97,569.0054014786383
9.98,570.6277873165792
9.99,572.2523727481341
10.0,573.8791567961456
10.01,575.5081384834563
10.02,577.1393168329085
10.03,578.7726908673451
10.04,580.4082596096084
10.05,582.0460220825416
10.06,583.6859773089867
10.07,585.3281243117864
10.08,586.9724621137833
10.09,588.6189897378199
10.1,590.267706206739
10.11,591.918610543383
10.12,593.5717017705949
10.13,595.226978911217
10.14,596.8844409880917
10.15,598.5440870240618
10.16,600.2059160419697
10.17,601.8699270646582
10.18,603.5361191149698
10.19,605.204491215747
10.2,606.8750423898327
10.21,608.5477716600695
10.22,610.2226780492995
10.23,611.8997605803655
10.24,613.5790182761102
10.25,615.2604501593762
10.26,616.9440552530059
10.27,618.6298325798422
10.28,620.3177811627274
10.29,622.0079000245041
10.3,623.7001881880154
10.31,625.3946446761031
10.32,627.0912685116102
10.33,628.7900587173793
10.34,630.491014316253
10.35,632.1941343310735
10.36,633.8994177846841
10.37,635.6068636999267
10.38,637.3164710996448
10.39,639.0282390066798
10.4,640.742166443875
10.41,642.4582524340727
10.42,644.1764960001159
10.43,645.8968961648467
10.44,647.619451951108
10.45,649.3441623817423
10.46,651.0710264795925
10.47,652.8000432675008
10.48,654.5312117683096
10.49,656.2645310048619
10.5,658.0
10.51,659.7375498341925
10.52,661.476839818411
10.53,663.2174613212528
10.54,664.9590057113152
10.55,666.701064357196
10.56,668.443228627492
10.57,670.1850898908006
10.58,671.9262395157195
10.59,673.666268870846
10.6,675.4047693247776
10.61,677.1413322461113
10.62,678.8755490034447
10.63,680.6070109653756
10.64,682.3353095005007
10.65,684.0600359774176
10.66,685.7807817647234
10.67,687.497138231016
10.68,689.2086967448928
10.69,690.9150486749509
10.7,692.6157853897876
10.71,694.3104982580008
10.72,695.9987786481871
10.73,697.6802179289442
10.74,699.3544074688698
10.75,701.0209386365608
10.76,702.6794028006149
10.77,704.3293913296294
10.78,705.9704955922015
10.79,707.602306956929
10.8,709.2244167924092
10.81,710.836416467239
10.82,712.4378973500161
10.83,714.0284508093379
10.84,715.6076682138016
10.85,717.1751409320048
10.86,718.7304603325447
10.87,720.2732177840187
10.88,721.8030046550248
10.89,723.3194123141593
10.9,724.8220321300203
10.91,726.310455471205
10.92,727.7842737063107
10.93,729.2430782039347
10.94,730.6864603326746
10.95,732.1140114611277
10.96,733.5253229578918
10.97,734.9199861915636
10.98,736.2975925307404
10.99,737.65773334402
11.0,739.0
11.01,740.3241495230511
11.02,741.6306015606418
11.03,742.919941416013
11.04,744.192754392407
11.05,745.4496257930654
11.06,746.6911409212291
11.07,747.9178850801405
11.08,749.1304435730412
11.09,750.329401703173
11.1,751.5153447737772
11.11,752.6888580880957
11.12,753.8505269493702
11.13,755.0009366608425
11.14,756.1406725257541
11.15,757.2703198473469
11.16,758.3904639288619
11.17,759.5016900735417
11.18,760.6045835846273
11.19,761.6997297653608
11.2,762.7877139189837
11.21,763.8691213487377
11.22,764.9445373578645
11.23,766.0145472496058
11.24,767.0797363272034
11.25,768.1406898938986
11.26,769.1979932529334
11.27,770.2522317075495
11.28,771.3039905609883
11.29,772.3538551164917
11.3,773.4024106773016
11.31,774.4502425466593
11.32,775.4979360278066
11.33,776.5460764239851
11.34,777.5952490384366
11.35,778.646039174403
11.36,779.6990321351254
11.37,780.754813223846
11.38,781.8139677438064
11.39,782.8770809982482
11.4,783.9447382904129
11.41,785.0175249235425
11.42,786.0960262008786
11.43,787.1808274256625
11.44,788.2725139011364
11.45,789.3716709305419
11.46,790.4788838171205
11.47,791.5947378641141
11.48,792.7198183747638
11.49,793.854710652312
11.5,795.0
11.51,796.1560520736018
11.52,797.3223539390215
11.53,798.4981730146943
11.54,799.6827767190563
11.55,800.8754324705437
11.56,802.0754076875921
11.57,803.2819697886372
11.58,804.4943861921154
11.59,805.711924316462
11.6,806.9338515801134
11.61,808.1594354015051
11.62,809.3879431990734
11.63,810.6186423912541
11.64,811.8508003964829
11.65,813.0836846331957
11.66,814.3165625198286
11.67,815.5487014748172
11.68,816.7793689165976
11.69,818.0078322636057
11.7,819.2333589342772
11.71,820.4552163470483
11.72,821.6726719203547
11.73,822.8849930726324
11.74,824.091447222317
11.75,825.2913017878445
11.76,826.4838241876513
11.77,827.6682818401725
11.78,828.8439421638446
11.79,830.0100725771033
11.8,831.1659404983847
11.81,832.3108133461241
11.82,833.4439585387577
11.83,834.5646434947217
11.84,835.6721356324515
11.85,836.7657023703835
11.86,837.8446111269529
11.87,838.9081293205962
11.88,839.9555243697495
11.89,840.9860636928479
11.9,841.999014708328
11.91,842.993644834625
11.92,843.9692214901754
11.93,844.9250120934148
11.94,845.8602840627793
11.95,846.7743048167044
11.96,847.6663417736266
11.97,848.5356623519814
11.98,849.3815339702044
11.99,850.2032240467319
12.0,851.0
12.01,851.7713653025405
12.02,852.5177676432721
12.03,853.2398907652096
12.04,853.9384184113673
12.05,854.6140343247604
12.06,855.2674222484034
12.07,855.8992659253109
12.08,856.510249098498
12.09,857.1010555109791
12.1,857.6723689057693
12.11,858.2248730258832
12.12,858.7592516143355
12.13,859.2761884141408
12.14,859.7763671683144
12.15,860.2604716198707
12.16,860.729185511824
12.17,861.1831925871898
12.18,861.6231765889823
12.19,862.0498212602166
12.2,862.4638103439071
12.21,862.8658275830691
12.22,863.2565567207167
12.23,863.6366814998651
12.24,864.0068856635288
12.25,864.3678529547225
12.26,864.7202671164614
12.27,865.0648118917599
12.28,865.4021710236327
12.29,865.7330282550945
12.3,866.0580673291604
12.31,866.3779719888448
12.32,866.6934259771625
12.33,867.0051130371285
12.34,867.3137169117572
12.35,867.6199213440635
12.36,867.9244100770621
12.37,868.227866853768
12.38,868.5309754171957
12.39,868.8344195103601
12.4,869.1388828762756
12.41,869.4450492579574
12.42,869.75360239842
12.43,870.0652260406781
12.44,870.3806039277466
12.45,870.70041980264
12.46,871.0253574083735
12.47,871.3561004879615
12.48,871.6933327844187
12.49,872.03773804076
12.5,872.39
12.51,872.7506173562356
12.52,873.1193486078896
12.53,873.4957672044677
12.54,873.8794465954744
12.55,874.2699602304152
12.56,874.6668815587954
12.57,875.0697840301195
12.58,875.4782410938933
12.59,875.8918261996215
12.6,876.3101127968092
12.61,876.732674334962
12.62,877.1590842635843
12.63,877.5889160321818
12.64,878.0217430902594
12.65,878.4571388873225
12.66,878.8946768728755
12.67,879.3339304964243
12.68,879.7744732074734
12.69,880.2158784555285
12.7,880.6577196900943
12.71,881.0995703606759
12.72,881.5410039167788
12.73,881.981593807908
12.74,882.4209134835681
12.75,882.8585363932649
12.76,883.2940359865032
12.77,883.7269857127884
12.78,884.1569590216251
12.79,884.5835293625187
12.8,885.0062701849745
12.81,885.4247549384975
12.82,885.8385570725926
12.83,886.2472500367652
12.84,886.6504072805202
12.85,887.0476022533629
12.86,887.4384084047982
12.87,887.8223991843314
12.88,888.199148041468
12.89,888.5682284257123
12.9,888.9292137865699
12.91,889.281677573546
12.92,889.6251932361454
12.93,889.9593342238734
12.94,890.2836739862353
12.95,890.5977859727358
12.96,890.9012436328801
12.97,891.193620416174
12.98,891.4744897721216
12.99,891.7434251502286
13.0,892.0
13.01,892.2439146325178
13.02,892.4753768051697
13.03,892.694721136921
13.04,892.9022822467358
13.05,893.0983947535794
13.06,893.2833932764165
13.07,893.4576124342115
13.08,893.6213868459297
13.09,893.7750511305355
13.1,893.9189399069941
13.11,894.0533877942696
13.12,894.1787294113274
13.13,894.2952993771319
13.14,894.4034323106482
13.15,894.5034628308409
13.16,894.5957255566746
13.17,894.6805551071144
13.18,894.7582861011247
13.19,894.8292531576705
13.2,894.8937908957167
13.21,894.9522339342278
13.22,895.0049168921687
13.23,895.0521743885042
13.24,895.0943410421991
13.25,895.1317514722182
13.26,895.164740297526
13.27,895.1936421370877
13.28,895.2187916098677
13.29,895.240523334831
13.3,895.2591719309423
13.31,895.2750720171664
13.32,895.288558212468
13.33,895.2999651358119
13.34,895.3096274061629
13.35,895.3178796424858
13.36,895.3250564637451
13.37,895.3314924889062
13.38,895.3375223369333
13.39,895.3434806267915
13.4,895.3497019774453
13.41,895.3565210078598
13.42,895.3642723369994
13.43,895.3732905838291
13.44,895.3839103673137
13.45,895.3964663064179
13.46,895.4112930201064
13.47,895.4287251273441
13.48,895.4490972470958
13.49,895.4727439983262
13.5,895.5
13.51,895.5311209936939
13.52,895.566047211432
13.53,895.6046400078498
13.54,895.6467607375831
13.55,895.692270755268
