wind_speed,superwind SW 350-II
6.64,0.0527030265945614
6.65,0.0529247676880089
6.66,0.0531471525975243
6.67,0.0533701834781726
6.68,0.053593862485019
6.69,0.0538181917731288
6.7,0.0540431734975671
6.71,0.054268809813399
6.72,0.0544951028756899
6.73,0.0547220548395048
6.74,0.054949667859909
6.75,0.0551779440919676
6.76,0.0554068856907458
6.77,0.0556364948113088
6.78,0.0558667736087219
6.79,0.0560977242380501
6.8,0.0563293488543586
6.81,0.0565616496127127
6.82,0.0567946286681776
6.83,0.0570282881758183
6.84,0.0572626302907002
6.85,0.0574976571678883
6.86,0.0577333709624479
6.87,0.0579697738294442
6.88,0.0582068679239423
6.89,0.0584446554010075
6.9,0.0586831384157048
6.91,0.0589223191230996
6.92,0.0591621996782569
6.93,0.059402782236242
6.94,0.05964406895212
6.95,0.0598860619809562
6.96,0.0601287634778157
6.97,0.0603721755977637
6.98,0.0606163004958654
6.99,0.060861140327186
7.0,0.0611066972467906
7.01,0.0613529734097444
7.02,0.0615999709711127
7.03,0.0618476920859607
7.04,0.0620961389093534
7.05,0.0623453135963561
7.06,0.062595218302034
7.07,0.0628458551814522
7.08,0.063097226389676
7.09,0.0633493340817705
7.1,0.0636021804128009
7.11,0.0638557675378324
7.12,0.0641100976119302
7.13,0.0643651727901594
7.14,0.0646209952275853
7.15,0.064877567079273
7.16,0.0651348905002878
7.17,0.0653929676456947
7.18,0.0656518006705591
7.19,0.065911391729946
7.2,0.0661717429789207
7.21,0.0664328565725483
7.22,0.066694734665894
7.23,0.0669573794140231
7.24,0.0672207929720007
7.25,0.0674849774948919
7.26,0.067749935137762
7.27,0.0680156680556762
7.28,0.0682821784036996
7.29,0.0685494683368975
7.3,0.0688175400103349
7.31,0.0690863955790771
7.32,0.0693560371981894
7.33,0.0696264670227367
7.34,0.0698976872077845
7.35,0.0701696999083977
7.36,0.0704425072796417
7.37,0.0707161114765816
7.38,0.0709905146542826
7.39,0.0712657189678098
7.4,0.0715417265722286
7.41,0.0718185396226039
7.42,0.0720961602740011
7.43,0.0723745906814853
7.44,0.0726538330001217
7.45,0.0729338893849755
7.46,0.0732147619911118
7.47,0.0734964529735959
7.48,0.0737789644874929
7.49,0.0740622986878681
7.5,0.0743464577297866
7.51,0.0746314437683135
7.52,0.0749172589585142
7.53,0.0752039054554537
7.54,0.0754913854141972
7.55,0.07577970098981
7.56,0.0760688543373572
7.57,0.076358847611904
7.58,0.0766496829685156
7.59,0.0769413625622572
7.6,0.0772338885481939
7.61,0.077527263081391
7.62,0.0778214883169136
7.63,0.0781165664098269
7.64,0.0784124995151961
7.65,0.0787092897880864
7.66,0.079006939383563
7.67,0.079305450456691
7.68,0.0796048251625356
7.69,0.0799050656561621
7.7,0.0802061740926356
7.71,0.0805081526270212
7.72,0.0808110034143843
7.73,0.0811147286097899
7.74,0.0814193303683032
7.75,0.0817248108449895
7.76,0.0820311721949139
7.77,0.0823384165731416
7.78,0.0826465461347379
7.79,0.0829555630347677
7.8,0.0832654694282964
7.81,0.0835762674703892
7.82,0.0838879593161112
7.83,0.0842005471205276
7.84,0.0845140330387036
7.85,0.0848284192257044
7.86,0.0851437078365952
7.87,0.0854599010264411
7.88,0.0857770009503073
7.89,0.0860950097632591
7.9,0.0864139296203616
7.91,0.0867337626766799
7.92,0.0870545110872793
7.93,0.087376177007225
7.94,0.0876987625915822
7.95,0.088022269995416
7.96,0.0883467013737916
7.97,0.0886720588817741
7.98,0.0889983446744289
7.99,0.0893255609068211
8.0,0.0896537097340158
8.01,0.0899827933110782
8.02,0.0903128137930736
8.03,0.0906437733350671
8.04,0.0909756740921239
8.05,0.0913085182193092
8.06,0.0916423078716881
8.07,0.0919770452043259
8.08,0.0923127323722877
8.09,0.0926493715306387
8.1,0.0929869648344441
8.11,0.0933255144387692
8.12,0.093665022498679
8.13,0.0940054911692388
8.14,0.0943469226055137
8.15,0.0946893189625689
8.16,0.0950326823954697
8.17,0.0953770150592812
8.18,0.0957223191090685
8.19,0.0960685966998969
8.2,0.0964158499868316
8.21,0.0967640811249377
8.22,0.0971132922692805
8.23,0.097463485574925
8.24,0.0978146631969366
8.25,0.0981668272903803
8.26,0.0985199800103214
8.27,0.098874123511825
8.28,0.0992292599499564
8.29,0.0995853914797807
8.3,0.0999425202563631
8.31,0.1003006484347688
8.32,0.100659778170063
8.33,0.1010199116173108
8.34,0.1013810509315775
8.35,0.1017431982679281
8.36,0.1021063557814281
8.37,0.1024705256271424
8.38,0.1028357099601363
8.39,0.103201910935475
8.4,0.1035691307082236
8.41,0.1039373714334473
8.42,0.1043066352662114
8.43,0.104676924361581
8.44,0.1050482408746213
8.45,0.1054205869603975
8.46,0.1057939647739748
8.47,0.1061683764704183
8.48,0.1065438242047932
8.49,0.1069203101321647
8.5,0.107297836407598
8.51,0.1076764051861584
8.52,0.1080560186229109
8.53,0.1084366788729207
8.54,0.1088183880912531
8.55,0.1092011484329733
8.56,0.1095849620531464
8.57,0.1099698311068375
8.58,0.1103557577491119
8.59,0.1107427441350348
8.6,0.1111307924196714
8.61,0.1115199047580868
8.62,0.1119100833053462
8.63,0.1123013302165149
8.64,0.1126936476466579
8.65,0.1130870377508405
8.66,0.1134815026841278
8.67,0.1138770446015852
8.68,0.1142736656582776
8.69,0.1146713680092704
8.7,0.1150701538096286
8.71,0.1154700252144176
8.72,0.1158709843787025
8.73,0.1162730334575483
8.74,0.1166761746060205
8.75,0.117080409979184
8.76,0.1174857417321042
8.77,0.1178921720198462
8.78,0.1182997029974751
8.79,0.1187083368200562
8.8,0.1191180756426548
8.81,0.1195289216203357
8.82,0.1199408769081645
8.83,0.1203539436612061
8.84,0.1207681240345258
8.85,0.1211834201831888
8.86,0.1215998342622603
8.87,0.1220173684268054
8.88,0.1224360248318894
8.89,0.1228558056325774
8.9,0.1232767129839346
8.91,0.1236987490410262
8.92,0.1241219159589173
8.93,0.1245462158926732
8.94,0.124971650997359
8.95,0.12539822342804
8.96,0.1258259353397813
8.97,0.1262547888876481
8.98,0.1266847862267055
8.99,0.1271159295120188
9.0,0.1275482208986532
9.01,0.1279816625416738
9.02,0.1284162565961458
9.03,0.1288520052171345
9.04,0.1292889105597049
9.05,0.1297269747789224
9.06,0.130166200029852
9.07,0.1306065884675589
9.08,0.1310481422471083
9.09,0.1314908635235654
9.1,0.1319347544519955
9.11,0.1323798171874637
9.12,0.1328260538850351
9.13,0.133273466699775
9.14,0.1337220577867485
9.15,0.1341718293010209
9.16,0.1346227833976573
9.17,0.1350749222317228
9.18,0.1355282479582827
9.19,0.1359827627324022
9.2,0.1364384687091465
9.21,0.1368953680435808
9.22,0.1373534628907701
9.23,0.1378127554057797
9.24,0.1382732477436748
9.25,0.1387349420595206
9.26,0.1391978405083822
9.27,0.1396619452453249
9.28,0.1401272584254138
9.29,0.1405937822037142
9.3,0.1410615187352912
9.31,0.1415304701752099
9.32,0.1420006386785356
9.33,0.1424720264003334
9.34,0.1429446354956686
9.35,0.1434184681196064
9.36,0.1438935264272118
9.37,0.1443698125735501
9.38,0.1448473287136866
9.39,0.1453260770026863
9.4,0.1458060595956144
9.41,0.1462872786475361
9.42,0.1467697363135167
9.43,0.1472534347486213
9.44,0.1477383761079151
9.45,0.1482245625464632
9.46,0.148711996219331
9.47,0.1492006792815834
9.48,0.1496906138882858
9.49,0.1501818021945033
9.5,0.1506742463553011
9.51,0.1511679485257444
9.52,0.1516629108608984
9.53,0.1521591355158282
9.54,0.152656624645599
9.55,0.1531553804052761
9.56,0.1536554049499246
9.57,0.1541567004346097
9.58,0.1546592690143966
9.59,0.1551631128443504
9.6,0.1556682340795364
9.61,0.1561746348750196
9.62,0.1566823173858655
9.63,0.1571912837671391
9.64,0.1577015361739055
9.65,0.15821307676123
9.66,0.1587259076841777
9.67,0.1592400310978139
9.68,0.1597554491572038
9.69,0.1602721640174124
9.7,0.1607901778335051
9.71,0.161309492760547
9.72,0.1618301109536032
9.73,0.1623520345677389
9.74,0.1628752657580194
9.75,0.1633998066795098
9.76,0.1639256594872753
9.77,0.1644528263363811
9.78,0.1649813093818924
9.79,0.1655111107788744
9.8,0.1660422326823923
9.81,0.1665746772475111
9.82,0.1671084466292962
9.83,0.1676435429828126
9.84,0.1681799684631257
9.85,0.1687177252253005
9.86,0.1692568154244023
9.87,0.1697972412154962
9.88,0.1703390047536476
9.89,0.1708821081939213
9.9,0.1714265536913828
9.91,0.1719723434010971
9.92,0.1725194794781296
9.93,0.1730679640775452
9.94,0.1736177993544093
9.95,0.1741689874637871
9.96,0.1747215305607437
9.97,0.1752754308003442
9.98,0.175830690337654
9.99,0.176387311327738
10.0,0.1769452959256616
10.01,0.17750464628649
10.02,0.1780653645652883
10.03,0.1786274529171216
10.04,0.1791909134970553
10.05,0.1797557484601546
10.06,0.1803219599614843
10.07,0.18088955015611
10.08,0.1814585211990966
10.09,0.1820288752455095
10.1,0.1826006144504138
10.11,0.1831737409688747
10.12,0.1837482569559573
10.13,0.184324164566727
10.14,0.1849014659562487
10.15,0.1854801632795877
10.16,0.1860602586918092
10.17,0.1866417543479785
10.18,0.1872246524031606
10.19,0.1878089550124208
10.2,0.1883946643308242
10.21,0.1889817825134362
10.22,0.1895703117153216
10.23,0.1901602540915459
10.24,0.1907516117971742
10.25,0.1913443869872716
10.26,0.1919385818169034
10.27,0.1925341984411347
10.28,0.1931312390150308
10.29,0.1937297056936567
10.3,0.1943296006320779
10.31,0.1949309259853593
10.32,0.195533683908566
10.33,0.1961378765567636
10.34,0.1967435060850169
10.35,0.1973505746483912
10.36,0.1979590844019517
10.37,0.1985690375007636
10.38,0.1991804360998922
10.39,0.1997932823544025
10.4,0.2004075784193597
10.41,0.201023326449829
10.42,0.2016405286008757
10.43,0.2022591870275648
10.44,0.2028793038849617
10.45,0.2035008813281314
10.46,0.2041239215121393
10.47,0.2047484265920503
10.48,0.2053743987229298
10.49,0.2060018400598428
10.5,0.2066307527578546
10.51,0.2072611389720305
10.52,0.2078930008574355
10.53,0.2085263405691348
10.54,0.2091611602621937
10.55,0.2097974620916774
10.56,0.2104352482126509
10.57,0.2110745207801795
10.58,0.2117152819493284
10.59,0.2123575338751627
10.6,0.2130012787127476
10.61,0.2136465186171485
10.62,0.2142932557434303
10.63,0.2149414922466584
10.64,0.2155912302818979
10.65,0.2162424720042138
10.66,0.2168952195686715
10.67,0.2175494751303363
10.68,0.218205240844273
10.69,0.2188625188655472
10.7,0.2195213113492237
10.71,0.2201816204503681
10.72,0.2208434483240453
10.73,0.2215067971253205
10.74,0.2221716690092589
10.75,0.2228380661309258
10.76,0.2235059906453862
10.77,0.2241754447077055
10.78,0.2248464304729487
10.79,0.2255189500961811
10.8,0.2261930057324679
10.81,0.2268685995368742
10.82,0.2275457336644652
10.83,0.228224410270306
10.84,0.228904631509462
10.85,0.2295863995369982
10.86,0.2302697165079799
10.87,0.2309545845774722
10.88,0.2316410059005405
10.89,0.2323289826322496
10.9,0.233018516927665
10.91,0.2337096109418517
10.92,0.234402266829875
10.93,0.2350964867468
10.94,0.235792272847692
10.95,0.2364896272876161
10.96,0.2371885522216376
10.97,0.2378890498048215
10.98,0.2385911221922331
10.99,0.2392947715389375
11.0,0.24
11.01,0.2407068008630873
11.02,0.2414151319462733
11.03,0.2421249422002332
11.04,0.2428361805756423
11.05,0.2435487960231762
11.06,0.2442627374935098
11.07,0.2449779539373189
11.08,0.2456943943052786
11.09,0.2464120075480642
11.1,0.2471307426163512
11.11,0.2478505484608149
11.12,0.2485713740321306
11.13,0.2492931682809737
11.14,0.2500158801580195
11.15,0.2507394586139433
11.16,0.2514638525994206
11.17,0.2521890110651266
11.18,0.2529148829617367
11.19,0.2536414172399262
11.2,0.2543685628503705
11.21,0.2550962687437452
11.22,0.255824483870725
11.23,0.2565531571819858
11.24,0.2572822376282028
11.25,0.2580116741600512
11.26,0.2587414157282064
11.27,0.259471411283344
11.28,0.260201609776139
11.29,0.2609319601572669
11.3,0.2616624113774032
11.31,0.262392912387223
11.32,0.2631234121374017
11.33,0.2638538595786147
11.34,0.2645842036615373
11.35,0.2653143933368448
11.36,0.2660443775552127
11.37,0.2667741052673162
11.38,0.2675035254238309
11.39,0.2682325869754318
11.4,0.2689612388727943
11.41,0.2696894300665939
11.42,0.2704171095075058
11.43,0.2711442261462056
11.44,0.2718707289333684
11.45,0.2725965668196696
11.46,0.2733216887557847
11.47,0.2740460436923888
11.48,0.2747695805801574
11.49,0.2754922483697656
11.5,0.2762139960118891
11.51,0.2769347724572031
11.52,0.2776545266563828
11.53,0.2783732075601038
11.54,0.2790907641190413
11.55,0.2798071452838707
11.56,0.2805223000052673
11.57,0.2812361772339065
11.58,0.2819487259204635
11.59,0.2826598950156138
11.6,0.2833696334700328
11.61,0.2840778902343955
11.62,0.2847846142593777
11.63,0.2854897544956545
11.64,0.2861932598939013
11.65,0.2868950794047933
11.66,0.2875951619790061
11.67,0.2882934565672148
11.68,0.2889899121200948
11.69,0.2896844775883216
11.7,0.2903771019225704
11.71,0.2910677340735167
11.72,0.2917563229918357
11.73,0.2924428176282028
11.74,0.2931271669332932
11.75,0.2938093198577825
11.76,0.2944892253523459
11.77,0.2951668323676586
11.78,0.2958420898543963
11.79,0.2965149467632341
11.8,0.2971853520448475
11.81,0.2978532546499116
11.82,0.298518603529102
11.83,0.2991813476330938
11.84,0.2998414359125625
11.85,0.3004988173181835
11.86,0.3011534408006321
11.87,0.3018052553105836
11.88,0.3024542097987133
11.89,0.3031002532156966
11.9,0.3037433345122088
11.91,0.3043834026389255
11.92,0.3050204065465217
11.93,0.305654295185673
11.94,0.3062850175070544
11.95,0.3069125224613416
11.96,0.3075367589992099
11.97,0.3081576760713346
11.98,0.3087752226283908
11.99,0.3093893476210543
12.0,0.31
12.01,0.310607133952534
12.02,0.3112107246124836
12.03,0.3118107523503066
12.04,0.3124071975364611
12.05,0.3130000405414049
12.06,0.3135892617355958
12.07,0.3141748414894917
12.08,0.3147567601735506
12.09,0.3153349981582302
12.1,0.3159095358139885
12.11,0.3164803535112833
12.12,0.3170474316205726
12.13,0.3176107505123143
12.14,0.318170290556966
12.15,0.3187260321249859
12.16,0.3192779555868318
12.17,0.3198260413129614
12.18,0.3203702696738327
12.19,0.3209106210399037
12.2,0.3214470757816322
