wind_speed,Windspot 7.5Kw
2.42,0.092370888598506
2.43,0.094919395128114
2.44,0.09747960986889
2.45,0.1000512237094662
2.46,0.1026339275384738
2.47,0.1052274122445453
2.48,0.1078313687163119
2.49,0.1104454878424059
2.5,0.1130694605114588
2.51,0.1157029776121026
2.52,0.1183457300329691
2.53,0.1209974086626899
2.54,0.1236577043898971
2.55,0.1263263081032223
2.56,0.1290029106912976
2.57,0.1316872030427545
2.58,0.134378876046225
2.59,0.1370776205903408
2.6,0.1397831275637339
2.61,0.1424950878550358
2.62,0.1452131923528787
2.63,0.1479371319458942
2.64,0.1506665975227141
2.65,0.1534012799719702
2.66,0.1561408701822946
2.67,0.1588850590423187
2.68,0.1616335374406747
2.69,0.164385996265994
2.7,0.1671421264069089
2.71,0.1699016187520507
2.72,0.1726641641900517
2.73,0.1754294536095434
2.74,0.1781971778991578
2.75,0.1809670279475265
2.76,0.1837386946432814
2.77,0.1865118688750546
2.78,0.1892862415314775
2.79,0.1920615035011822
2.8,0.1948373456728003
2.81,0.1976134589349639
2.82,0.2003895341763044
2.83,0.2031652622854542
2.84,0.2059403341510446
2.85,0.2087144406617076
2.86,0.211487272706075
2.87,0.2142585211727787
2.88,0.2170278769504503
2.89,0.2197950309277219
2.9,0.2225596739932251
2.91,0.225321497035592
2.92,0.228080190943454
2.93,0.2308354466054433
2.94,0.2335869549101914
2.95,0.2363344067463303
2.96,0.2390774930024918
2.97,0.2418159045673077
2.98,0.2445493323294098
2.99,0.24727746717743
3.0,0.25
3.01,0.2527167307971198
3.02,0.2554278960142622
3.03,0.2581338412082681
3.04,0.2608349119359786
3.05,0.2635314537542341
3.06,0.2662238122198761
3.07,0.2689123328897451
3.08,0.2715973613206824
3.09,0.2742792430695285
3.1,0.2769583236931247
3.11,0.2796349487483115
3.12,0.2823094637919303
3.13,0.2849822143808215
3.14,0.2876535460718265
3.15,0.2903238044217859
3.16,0.2929933349875409
3.17,0.2956624833259319
3.18,0.2983315949938004
3.19,0.3010010155479869
3.2,0.3036710905453326
3.21,0.3063421655426783
3.22,0.3090145860968649
3.23,0.3116886977647332
3.24,0.3143648461031245
3.25,0.3170433766688794
3.26,0.3197246350188386
3.27,0.3224089667098437
3.28,0.3250967172987349
3.29,0.3277882323423537
3.3,0.3304838573975405
3.31,0.3331839380211366
3.32,0.3358888197699828
3.33,0.33859884820092
3.34,0.3413143688707891
3.35,0.3440357273364312
3.36,0.3467632691546867
3.37,0.3494973398823971
3.38,0.3522382850764029
3.39,0.3549864502935455
3.4,0.3577421810906652
3.41,0.3605058230246035
3.42,0.3632777216522009
3.43,0.3660582225302985
3.44,0.3688476712157371
3.45,0.3716464132653579
3.46,0.3744547942360014
3.47,0.377273159684509
3.48,0.3801018551677211
3.49,0.3829412262424789
3.5,0.3857916184656233
3.51,0.3886533773939952
3.52,0.3915268485844357
3.53,0.3944123775937853
3.54,0.3973103099788854
3.55,0.4002209912965763
3.56,0.4031447671036995
3.57,0.4060819829570957
3.58,0.4090329844136059
3.59,0.4119981170300709
3.6,0.4149777263633317
3.61,0.4179721579702289
3.62,0.4209817574076039
3.63,0.4240068702322974
3.64,0.4270478420011503
3.65,0.4301050182710035
3.66,0.4331787445986981
3.67,0.4362693665410745
3.68,0.4393772296549744
3.69,0.442502679497238
3.7,0.4456460616247067
3.71,0.4488077215942211
3.72,0.4519880049626224
3.73,0.4551872572867512
3.74,0.4584058241234489
3.75,0.4616440510295557
3.76,0.4649022835619131
3.77,0.468180867277362
3.78,0.4714801477327429
3.79,0.4748004704848971
3.8,0.4781421810906652
3.81,0.4815056251068885
3.82,0.4848911480904077
3.83,0.4882990955980638
3.84,0.4917298131866975
3.85,0.4951836464131499
3.86,0.4986609408342619
3.87,0.5021620420068745
3.88,0.5056872954878284
3.89,0.5092370468339646
3.9,0.5128116416021242
3.91,0.516411425349148
3.92,0.5200367436318767
3.93,0.5236879420071516
3.94,0.5273653660318132
3.95,0.5310693612627029
3.96,0.534800273256661
3.97,0.5385584475705291
3.98,0.5423442297611476
3.99,0.5461579653853577
4.0,0.55
4.01,0.553870611751839
4.02,0.5577698091473318
4.03,0.5616975332828589
4.04,0.5656537252548001
4.05,0.5696383261595361
4.06,0.5736512770934472
4.07,0.5776925191529144
4.08,0.5817619934343172
4.09,0.5858596410340361
4.1,0.5899854030484519
4.11,0.594139220573945
4.12,0.5983210347068952
4.13,0.6025307865436831
4.14,0.6067684171806893
4.15,0.6110338677142942
4.16,0.6153270792408777
4.17,0.6196479928568205
4.18,0.623996549658503
4.19,0.6283726907423058
4.2,0.6327763572046085
4.21,0.6372074901417922
4.22,0.6416660306502369
4.23,0.6461519198263235
4.24,0.6506650987664316
4.25,0.6552055085669419
4.26,0.6597730903242349
4.27,0.6643677851346906
4.28,0.6689895340946904
4.29,0.6736382783006133
4.3,0.6783139588488404
4.31,0.6830165168357519
4.32,0.6877458933577287
4.33,0.6925020295111504
4.34,0.6972848663923973
4.35,0.7020943450978504
4.36,0.7069304067238903
4.37,0.7117929923668963
4.38,0.7166820431232496
4.39,0.72159750008933
4.4,0.7265393043615188
4.41,0.7315073970361956
4.42,0.7365017192097405
4.43,0.7415222119785345
4.44,0.7465688164389582
4.45,0.7516414736873912
4.46,0.7567401248202142
4.47,0.7618647109338076
4.48,0.7670151731245521
4.49,0.7721914524888275
4.5,0.7773934901230141
4.51,0.7826212271234929
4.52,0.7878746045866437
4.53,0.7931535636088477
4.54,0.7984580452864843
4.55,0.8037879907159342
4.56,0.8091433409935779
4.57,0.8145240372157959
4.58,0.8199300204789682
4.59,0.8253612318794753
4.6,0.8308176125136975
4.61,0.8362991034780158
4.62,0.8418056458688097
4.63,0.8473371807824599
4.64,0.8528936493153467
4.65,0.8584749925638512
4.66,0.8640811516243524
4.67,0.8697120675932317
4.68,0.875367681566869
4.69,0.8810479346416453
4.7,0.8867527679139404
4.71,0.8924821224801344
4.72,0.8982359394366083
4.73,0.9040141598797428
4.74,0.9098167249059168
4.75,0.915643575611512
4.76,0.921494653092908
4.77,0.927369898446486
4.78,0.933269252768626
4.79,0.939192657155708
4.8,0.9451400527041124
4.81,0.95111138051022
4.82,0.9571065816704112
4.83,0.963125597281066
4.84,0.9691683684385646
4.85,0.975234836239288
4.86,0.9813249417796168
4.87,0.98743862615593
4.88,0.9935758304646092
4.89,0.999736495802034
4.9,1.0059205632645858
4.91,1.0121279739486435
4.92,1.0183586689505888
4.93,1.0246125893668014
4.94,1.030889676293662
4.95,1.0371898708275509
4.96,1.043513114064848
4.97,1.049859347101934
4.98,1.05622851103519
4.99,1.062620546960995
5.0,1.0690353959757302
5.01,1.075472999175776
5.02,1.081933297657512
5.03,1.08841623251732
5.04,1.094921744851579
5.05,1.10144977575667
5.06,1.1080002663289734
5.07,1.11457315766487
5.08,1.1211683908607388
5.09,1.127785907012961
5.1,1.1344256472179168
5.11,1.1410875525719877
5.12,1.1477715641715525
5.13,1.154477623112992
5.14,1.1612056704926867
5.15,1.167955647407018
5.16,1.174727494952364
5.17,1.1815211542251072
5.18,1.1883365663216263
5.19,1.1951736723383035
5.2,1.202032413371518
5.21,1.2089127305176497
5.22,1.2158145648730798
5.23,1.2227378575341894
5.24,1.229682549597357
5.25,1.2366485821589634
5.26,1.2436358963153906
5.27,1.250644433163017
5.28,1.257674133798225
5.29,1.2647249393173927
5.3,1.2717967908169023
5.31,1.2788896293931329
5.32,1.2860033961424662
5.33,1.2931380321612815
5.34,1.3002934785459586
5.35,1.3074696763928793
5.36,1.314666566798424
5.37,1.321884090858972
5.38,1.329122189670904
5.39,1.3363808043306
5.4,1.3436598759344425
5.41,1.3509593455788087
5.42,1.3582791543600814
5.43,1.3656192433746397
5.44,1.3729795537188645
5.45,1.380360026489136
5.46,1.3877606027818348
5.47,1.3951812236933403
5.48,1.4026218303200348
5.49,1.410082363758297
5.5,1.4175627651045075
5.51,1.4250629754550472
5.52,1.4325829359062965
5.53,1.4401225875546355
5.54,1.4476818714964446
5.55,1.4552607288281036
5.56,1.4628591006459934
5.57,1.4704769280464955
5.58,1.4781141521259884
5.59,1.485770713980853
5.6,1.49344655470747
5.61,1.5011416154022204
5.62,1.508855837161483
5.63,1.516589161081639
5.64,1.524341528259069
5.65,1.5321128797901542
5.66,1.5399031567712729
5.67,1.5477123002988065
5.68,1.555540251469135
5.69,1.5633869513786405
5.7,1.571252341123701
5.71,1.5791363618006975
5.72,1.5870389545060113
5.73,1.5949600603360228
5.74,1.6028996203871106
5.75,1.6108575757556571
5.76,1.6188338675380414
5.77,1.6268284368306445
5.78,1.6348412247298472
5.79,1.6428721723320283
5.8,1.6509212207335695
5.81,1.6589883110308503
5.82,1.6670733843202528
5.83,1.675176381698155
5.84,1.6832972442609386
5.85,1.691435913104984
5.86,1.699592329326672
5.87,1.7077664340223813
5.88,1.7159581682884937
5.89,1.7241674732213887
5.9,1.7323942899174485
5.91,1.740638559473051
5.92,1.7489002229845771
5.93,1.7571792215484083
5.94,1.7654754962609251
5.95,1.7737889882185065
5.96,1.7821196385175333
5.97,1.790467388254387
5.98,1.798832178525447
5.99,1.8072139504270928
6.0,1.8156126450557064
6.01,1.824028203507668
6.02,1.8324605668793563
6.03,1.840909676267154
6.04,1.84937547276744
6.05,1.8578578974765945
6.06,1.8663568914909985
6.07,1.874872395907033
6.08,1.8834043518210768
6.09,1.891952700329511
6.1,1.9005173825287165
6.11,1.9090983395150731
6.12,1.9176955123849613
6.13,1.9263088422347612
6.14,1.934938270160854
6.15,1.9435837372596196
6.16,1.9522451846274376
6.17,1.960922553360689
6.18,1.969615784555755
6.19,1.9783248193090148
6.2,1.987049598716849
6.21,1.9957900638756376
6.22,2.004546155881762
6.23,2.013317815831603
6.24,2.022104984821539
6.25,2.0309076039479512
6.26,2.039725614307221
6.27,2.048558956995727
6.28,2.057407573109852
6.29,2.066271403745973
6.3,2.075150390000474
6.31,2.0840444729697323
6.32,2.092953593750131
6.33,2.1018776934380483
6.34,2.1108167131298647
6.35,2.1197705939219618
6.36,2.12873927691072
6.37,2.1377227031925186
6.38,2.146720813863738
6.39,2.1557335500207597
6.4,2.164760852759963
6.41,2.173802663177729
6.42,2.182858922370437
6.43,2.191929571434468
6.44,2.201014551466203
6.45,2.2101138035620225
6.46,2.219227268818305
6.47,2.2283548883314324
6.48,2.2374966031977856
6.49,2.246652354513744
6.5,2.2558220833756857
6.51,2.265005730879996
6.52,2.2742032381230515
6.53,2.283414546201235
6.54,2.292639596210925
6.55,2.3018783292485017
6.56,2.311130686410348
6.57,2.3203966087928416
6.58,2.3296760374923635
6.59,2.3389689136052945
6.6,2.348275178228016
6.61,2.357594772456906
6.62,2.366927637388347
6.63,2.3762737141187182
6.64,2.3856329437444
6.65,2.395005267361774
6.66,2.4043906260672188
6.67,2.413788960957115
6.68,2.4232002131278443
6.69,2.432624323675787
6.7,2.442061233697322
6.71,2.45151088428883
6.72,2.4609732165466927
6.73,2.470448171567289
6.74,2.479935690447001
6.75,2.4894357142822066
6.76,2.4989481841692887
6.77,2.508473041204625
6.78,2.5180102264845994
6.79,2.5275596811055885
6.8,2.5371213461639748
6.81,2.546695162756138
6.82,2.5562810719784603
6.83,2.5658790149273187
6.84,2.575488932699097
6.85,2.5851107663901725
6.86,2.594744457096928
6.87,2.604389945915743
6.88,2.614047173942996
6.89,2.6237160822750707
6.9,2.633396612008347
6.91,2.6430887042392026
6.92,2.6527923000640192
6.93,2.662507340579178
6.94,2.6722337668810594
6.95,2.6819715200660426
6.96,2.6917205412305085
6.97,2.701480771470837
6.98,2.7112521518834107
6.99,2.721034623564607
7.0,2.730828127610807
7.01,2.7406326051183925
7.02,2.750447997183742
7.03,2.7602742449032376
7.04,2.77011128937326
7.05,2.7799590716901865
7.06,2.7898175329504
7.07,2.7996866142502816
7.08,2.8095662566862094
7.09,2.8194564013545644
7.1,2.8293569893517274
7.11,2.8392679617740795
7.12,2.849189259718
7.13,2.859120824279869
7.14,2.869062596556068
7.15,2.879014517642977
7.16,2.888976528636975
7.17,2.8989485706344444
7.18,2.908930584731764
7.19,2.9189225120253166
7.2,2.928924293611479
7.21,2.938935870586634
7.22,2.948957184047162
7.23,2.9589881750894427
7.24,2.9690287848098555
7.25,2.979078954304783
7.26,2.989138624670603
7.27,2.9992077370036982
7.28,3.009286232400448
7.29,3.019374051957233
7.3,3.0294711367704323
7.31,3.039577427936428
7.32,3.0496928665516005
7.33,3.0598173937123283
7.34,3.069950950514994
7.35,3.0800934780559754
7.36,3.090244917431656
7.37,3.1004052097384136
7.38,3.1105742960726297
7.39,3.120752117530684
7.4,3.1309386152089598
7.41,3.1411337302038325
7.42,3.151337403611685
7.43,3.1615495765288983
7.44,3.171770190051853
7.45,3.181999185276927
7.46,3.192236503300503
7.47,3.202482085218961
7.48,3.2127358721286816
7.49,3.222997805126043
7.5,3.2332678253074283
7.51,3.243545873769215
7.52,3.253831891607787
7.53,3.264125819919524
7.54,3.274427599800803
7.55,3.284737172348007
7.56,3.295054478657516
7.57,3.305379459825712
7.58,3.3157120569489726
7.59,3.3260522111236783
7.6,3.3363998634462115
7.61,3.346754955012952
7.62,3.3571174269202797
7.63,3.367487220264574
7.64,3.3778642761422164
7.65,3.388248535649588
7.66,3.398639939883068
7.67,3.409038429939036
7.68,3.4194439469138747
7.69,3.4298564319039637
7.7,3.440275826005681
7.71,3.45070207031541
7.72,3.4611351059295297
7.73,3.471574873944422
7.74,3.482021315456463
7.75,3.4924743715620385
7.76,3.5029339833575253
7.77,3.5134000919393054
7.78,3.523872638403759
7.79,3.534351563847266
7.8,3.5448368093662057
7.81,3.5553283160569604
7.82,3.5658260250159115
7.83,3.576329877339436
7.84,3.5868398141239157
7.85,3.5973557764657307
7.86,3.607877705461263
7.87,3.618405542206891
7.88,3.628939227798997
7.89,3.639478703333958
7.9,3.650023909908159
7.91,3.6605747886179767
7.92,3.6711312805597935
7.93,3.681693326829988
7.94,3.692260868524943
7.95,3.702833846741037
7.96,3.71341220257465
7.97,3.7239958771221615
7.98,3.734584811479958
7.99,3.7451789467444128
8.0,3.755778224011909
8.01,3.766382584378828
8.02,3.776991968941547
8.03,3.78760631879645
8.04,3.7982255750399143
8.05,3.8088496787683255
8.06,3.8194785710780574
8.07,3.8301121930654927
8.08,3.8407504858270136
8.09,3.851393390458997
8.1,3.862040848057828
8.11,3.872692799719883
8.12,3.883349186541544
8.13,3.894009949619193
8.14,3.9046750300492072
8.15,3.915344368927968
8.16,3.9260179073518553
8.17,3.93669558641725
8.18,3.947377347220534
8.19,3.958063130858085
8.2,3.968752878426286
8.21,3.979446531021517
8.22,3.990144029740157
8.23,4.0008453156785855
8.24,4.011550329933185
8.25,4.022259013600334
8.26,4.032971307776416
8.27,4.043687153557808
8.28,4.054406492040891
8.29,4.065129264322046
8.3,4.075855411497657
8.31,4.086584874664098
8.32,4.097317594917752
8.33,4.108053513355
8.34,4.118792571072222
8.35,4.129534709165798
8.36,4.140279868732109
8.37,4.151027990867534
8.38,4.161779016668458
8.39,4.172532887231254
8.4,4.183289543652307
8.41,4.194048927027996
8.42,4.204810978454704
8.43,4.215575639028807
8.44,4.226342849846688
8.45,4.237112552004728
8.46,4.247884686599306
8.47,4.258659194726804
8.48,4.2694360174836
8.49,4.280215095966074
8.5,4.290996371270609
8.51,4.3017797844935854
8.52,4.312565276731381
8.53,4.323352789080378
8.54,4.334142262636956
8.55,4.344933638497497
8.56,4.355726857758379
8.57,4.366521861515984
8.58,4.377318590866691
8.59,4.388116986906882
8.6,4.398916990732936
8.61,4.409718543441234
8.62,4.420521586128156
8.63,4.431326059890084
8.64,4.442131905823397
8.65,4.452939065024474
8.66,4.463747478589697
8.67,4.474557087615446
8.68,4.485367833198103
8.69,4.4961796564340455
8.7,4.506992498419655
8.71,4.517806300251315
8.72,4.5286210030254015
8.73,4.539436547838295
8.74,4.550252875786379
8.75,4.56106992796603
8.76,4.571887645473632
8.77,4.582705969405564
8.78,4.593524840858205
8.79,4.604344200927938
8.8,4.615163990711142
8.81,4.625984151304197
8.82,4.636804623803483
8.83,4.647625349305383
8.84,4.658446268906273
8.85,4.669267323702536
8.86,4.680088454790553
8.87,4.690909603266705
8.88,4.70173071022737
8.89,4.712551716768929
8.9,4.723372563987763
8.91,4.734193192980252
8.92,4.745013544842776
8.93,4.755833560671715
8.94,4.766653181563452
8.95,4.777472348614364
8.96,4.788291002920836
8.97,4.799109085579242
8.98,4.809926537685967
8.99,4.820743300337389
9.0,4.83155931462989
9.01,4.84237452165985
9.02,4.853188862523649
9.03,4.864002278317667
9.04,4.874814710138285
9.05,4.885626099081886
9.06,4.8964363862448455
9.07,4.907245512723546
9.08,4.918053419614366
9.09,4.928860048013689
9.1,4.939665339017894
9.11,4.950469233723362
9.12,4.961271673226474
9.13,4.972072598623609
9.14,4.9828719510111465
9.15,4.993669671485469
9.16,5.004465701142953
9.17,5.015259981079984
9.18,5.02605245239294
9.19,5.036843056178202
9.2,5.047631733532148
9.21,5.058418425551164
9.22,5.069203073331623
9.23,5.079985617969909
9.24,5.090766000562403
9.25,5.101544162205485
9.26,5.112320043995535
9.27,5.123093587028933
9.28,5.133864732402059
9.29,5.144633421211296
9.3,5.155399594553023
9.31,5.166163193523618
9.32,5.176924159219464
9.33,5.18768243273694
9.34,5.198437955172427
9.35,5.209190667622307
9.36,5.219940511182957
9.37,5.230687426950761
9.38,5.241431356022097
9.39,5.252172239493344
9.4,5.262910018460886
9.41,5.2736446340211
9.42,5.284376027270369
9.43,5.295104139305071
9.44,5.305828911221591
9.45,5.316550284116303
9.46,5.327268199085593
9.47,5.337982597225839
9.48,5.348693419633419
9.49,5.359400607404716
9.5,5.370104101636109
9.51,5.3808038434239815
9.52,5.391499773864711
9.53,5.402191834054677
9.54,5.412879965090263
9.55,5.423564108067849
9.56,5.434244204083813
9.57,5.444920194234536
9.58,5.455592019616399
9.59,5.466259621325781
9.6,5.476922940459066
9.61,5.48758191811263
9.62,5.498236495382857
9.63,5.508886613366127
9.64,5.519532213158817
9.65,5.53017323585731
9.66,5.540809622557985
9.67,5.551441314357224
9.68,5.562068252351407
9.69,5.572690377636913
9.7,5.583307631310124
9.71,5.593919954467422
9.72,5.6045272882051815
9.73,5.6151295736197895
9.74,5.625726751807621
9.75,5.636318763865059
9.76,5.646905550888484
9.77,5.657487053974275
9.78,5.668063214218815
9.79,5.678633972718481
9.8,5.689199270569659
9.81,5.699759048868723
9.82,5.710313248712054
9.83,5.720861811196036
9.84,5.731404677417046
9.85,5.741941788471468
9.86,5.752473085455678
9.87,5.76299850946606
9.88,5.773518001598996
9.89,5.784031502950858
9.9,5.794538954618036
9.91,5.805040297696904
9.92,5.815535473283845
9.93,5.826024422475238
9.94,5.836507086367465
9.95,5.846983406056905
9.96,5.857453322639941
9.97,5.867916777212951
9.98,5.878373710872316
9.99,5.888824064714413
10.0,5.899267779835628
10.01,5.909704797332338
10.02,5.920135058300924
10.03,5.930558503837768
10.04,5.940975075039248
10.05,5.951384713001747
10.06,5.961787358821642
10.07,5.972182953595315
10.08,5.982571438419146
10.09,5.992952754389517
10.1,6.003326842602807
10.11,6.0136936441553965
10.12,6.024053100143664
10.13,6.0344051516639965
10.14,6.044749739812767
10.15,6.055086805686358
10.16,6.065416290381151
10.17,6.075738134993525
10.18,6.086052280619861
10.19,6.09635866835654
10.2,6.106657239299944
10.21,6.116947934546451
10.22,6.127230695192439
10.23,6.137505462334292
10.24,6.14777217706839
10.25,6.158030780491112
10.26,6.168281213698839
10.27,6.178523417787951
10.28,6.18875733385483
10.29,6.198982902995855
10.3,6.2092000663074085
10.31,6.219408764885867
10.32,6.229608939827612
10.33,6.239800532229028
10.34,6.249983483186488
10.35,6.260157733796379
10.36,6.270323225155078
10.37,6.280479898358966
10.38,6.290627694504426
10.39,6.300766554687834
10.4,6.310896420005571
10.41,6.321017231554021
10.42,6.331128930429561
10.43,6.341231457728571
10.44,6.351324754547436
10.45,6.36140876198253
10.46,6.371483421130241
10.47,6.381548673086941
10.48,6.391604458949015
10.49,6.401650719812843
10.5,6.411687396774805
10.51,6.4217144309312815
10.52,6.431731763378652
10.53,6.441739335213297
10.54,6.451737087531599
10.55,6.461724961429939
10.56,6.471702898004693
10.57,6.481670838352244
10.58,6.491628723568972
10.59,6.501576494751255
10.6,6.511514092995478
10.61,6.5214414593980194
10.62,6.531358535055259
10.63,6.541265261063579
10.64,6.551161578519356
10.65,6.561047428518972
10.66,6.5709227521588085
10.67,6.580787490535247
10.68,6.590641584744665
10.69,6.600484975883443
10.7,6.610317605047964
10.71,6.620139413334607
10.72,6.629950341839752
10.73,6.639750331659779
10.74,6.649539323891069
10.75,6.6593172596300025
10.76,6.66908407997296
10.77,6.678839726016321
10.78,6.688584138856466
10.79,6.698317259589776
10.8,6.7080390293126335
10.81,6.717749389121415
10.82,6.727448280112501
10.83,6.737135643382273
10.84,6.746811420027114
10.85,6.7564755511434
10.86,6.766127977827515
10.87,6.775768641175837
10.88,6.785397482284748
10.89,6.795014442250627
10.9,6.804619462169854
10.91,6.814212483138811
10.92,6.823793446253877
10.93,6.833362292611433
10.94,6.842918963307861
10.95,6.852463399439537
10.96,6.861995542102847
10.97,6.871515332394168
10.98,6.88102271140988
10.99,6.890517620246364
11.0,6.9
11.01,6.909469716914815
11.02,6.918926337825408
11.03,6.928369354714032
11.04,6.937798259562928
11.05,6.947212544354349
11.06,6.956611701070538
11.07,6.965995221693747
11.08,6.975362598206218
11.09,6.984713322590202
11.1,6.994046886827947
11.11,7.003362782901698
11.12,7.012660502793704
11.13,7.021939538486213
11.14,7.031199381961468
11.15,7.040439525201721
11.16,7.049659460189218
11.17,7.058858678906207
11.18,7.068036673334935
11.19,7.077192935457648
11.2,7.0863269572565954
11.21,7.095438230714027
11.22,7.104526247812184
11.23,7.113590500533316
11.24,7.122630480859674
11.25,7.131645680773501
11.26,7.140635592257045
11.27,7.149599707292556
11.28,7.15853751786228
11.29,7.167448515948465
11.3,7.176332193533358
11.31,7.185188042599204
11.32,7.194015555128255
11.33,7.202814223102754
11.34,7.211583538504951
11.35,7.220322993317092
11.36,7.229032079521428
11.37,7.237710289100199
11.38,7.246357114035662
11.39,7.2549720463100575
11.4,7.263554577905635
11.41,7.272104200804642
11.42,7.280620406989322
11.43,7.289102688441932
11.44,7.29755053714471
11.45,7.305963445079906
11.46,7.3143409042297725
11.47,7.322682406576549
11.48,7.330987444102488
11.49,7.339255508789835
11.5,7.347486092620838
11.51,7.355678687577743
11.52,7.363832785642802
11.53,7.371947878798256
11.54,7.380023459026359
11.55,7.388059018309352
11.56,7.396054048629486
11.57,7.404008041969009
11.58,7.411920490310166
11.59,7.419790885635204
11.6,7.427618719926376
11.61,7.435403485165922
11.62,7.443144673336093
11.63,7.4508417764191375
11.64,7.458494286397302
11.65,7.466101695252831
11.66,7.473663494967979
11.67,7.481179177524984
11.68,7.488648234906101
11.69,7.496070159093573
11.7,7.50344444206965
11.71,7.51077057581658
11.72,7.518048052316608
11.73,7.525276363551981
11.74,7.532455001504949
11.75,7.539583458157757
11.76,7.546661225492655
11.77,7.553687795491886
11.78,7.560662660137703
11.79,7.56758531141235
11.8,7.574455241298077
11.81,7.581271941777127
11.82,7.588034904831752
11.83,7.594743622444194
11.84,7.601397586596706
11.85,7.607996289271535
11.86,7.614539222450923
11.87,7.621025878117124
11.88,7.627455748252381
11.89,7.633828324838943
11.9,7.640143099859057
11.91,7.6463995652949714
11.92,7.652597213128932
11.93,7.658735535343188
11.94,7.664814023919984
11.95,7.67083217084157
11.96,7.676789468090194
11.97,7.682685407648101
11.98,7.68851948149754
11.99,7.694291181620757
12.0,7.7
12.01,7.705645562515136
12.02,7.711228030636495
12.03,7.71674769973203
12.04,7.722204865169692
12.05,7.727599822317432
12.06,7.7329328665432
12.07,7.738204293214948
12.08,7.743414397700627
12.09,7.748563475368187
12.1,7.753651821585579
12.11,7.758679731720753
12.12,7.763647501141665
12.13,7.768555425216262
12.14,7.773403799312494
12.15,7.778192918798314
12.16,7.782923079041673
12.17,7.787594575410521
12.18,7.792207703272811
12.19,7.796762757996491
12.2,7.801260034949512
12.21,7.805699829499829
12.22,7.810082437015389
12.23,7.814408152864145
12.24,7.818677272414046
12.25,7.822890091033045
12.26,7.827046904089093
12.27,7.831148006950142
12.28,7.835193694984137
12.29,7.839184263559036
12.3,7.843120008042788
12.31,7.847001223803343
12.32,7.850828206208649
12.33,7.854601250626663
12.34,7.858320652425333
12.35,7.861986706972611
12.36,7.865599709636444
12.37,7.86915995578479
12.38,7.872667740785595
12.39,7.876123360006811
12.4,7.879527108816389
12.41,7.88287928258228
12.42,7.886180176672434
12.43,7.889430086454804
12.44,7.892629307297341
12.45,7.895778134567993
12.46,7.898876863634716
12.47,7.901925789865456
12.48,7.904925208628165
12.49,7.907875415290797
12.5,7.910776705221299
12.51,7.913629373787627
12.52,7.9164337163577265
12.53,7.919190028299551
12.54,7.921898604981053
12.55,7.924559741770181
12.56,7.927173734034888
12.57,7.9297408771431215
12.58,7.932261466462836
12.59,7.934735797361981
12.6,7.937164165208508
