wind_speed,USW U.S. Windpower 56-100
3.91,0.0154726776892194
3.92,0.0140107707487538
3.93,0.0124865629502157
3.94,0.0108991890039095
3.95,0.00924778362014
3.96,0.0075314815092115
3.97,0.0057494173814287
3.98,0.0039007259470962
3.99,0.0019845419165184
4.0,0.0
4.01,0.0
4.02,0.0
4.03,0.0
4.04,0.0
4.05,0.0
4.06,0.0
4.07,0.0
4.08,0.0
4.09,0.0
4.1,0.0
4.11,0.0
4.12,0.0
4.13,0.0
4.14,0.0
4.15,0.0
4.16,0.0
4.17,0.0
4.18,0.0
4.19,0.0
4.2,0.0
4.21,0.0
4.22,0.0
4.23,0.0
4.24,0.0
4.25,0.0
4.26,0.0
4.27,0.0
4.28,0.0
4.29,0.0
4.3,0.0
4.31,0.0
4.32,0.0
4.33,0.0
4.34,0.0
4.35,0.0
4.36,0.0
4.37,0.0
4.38,0.0
4.39,0.0
4.4,0.0
4.41,0.0
4.42,0.0
4.43,0.0
4.44,0.0
4.45,0.0
4.46,0.0
4.47,0.0
4.48,0.0
4.49,0.0
4.5,0.0
4.51,0.0
4.52,0.0
4.53,0.0
4.54,0.0
4.55,0.0
4.56,0.0
4.57,0.0
4.58,0.0
4.59,0.0
4.6,0.0
4.61,0.0
4.62,0.0
4.63,0.0
4.64,0.0
4.65,0.0
4.66,0.0
4.67,0.0
4.68,0.0
4.69,0.0
4.7,0.0
4.71,0.0
4.72,0.0
4.73,0.0
4.74,0.0
4.75,0.0
4.76,0.0
4.77,0.0
4.78,0.0
4.79,0.0
4.8,0.0
4.81,0.0
4.82,0.0
4.83,0.0
4.84,0.0
4.85,0.0
4.86,0.0
4.87,0.0
4.88,0.0
4.89,0.0
4.9,0.0
4.91,0.0
4.92,0.0
4.93,0.0
4.94,0.0
4.95,0.0
4.96,0.0
4.97,0.0
4.98,0.0
4.99,0.0
5.0,0.0
5.01,0.0
5.02,0.0
5.03,0.0
5.04,0.0
5.05,0.0
5.06,0.0
5.07,0.0
5.08,0.0
5.09,0.0
5.1,0.0
5.11,0.0
5.12,0.0
5.13,0.0
5.14,0.0
5.15,0.0
5.16,0.0
5.17,0.0
5.18,0.0
5.19,0.0
5.2,0.0
5.21,0.0
5.22,0.0
5.23,0.0
5.24,0.0
5.25,0.0
5.26,0.0
5.27,0.0
5.28,0.0
5.29,0.0
5.3,0.0
5.31,0.0
5.32,0.0
5.33,0.0
5.34,0.0
5.35,0.0
5.36,0.0
5.37,0.0
5.38,0.0
5.39,0.0
5.4,0.0
5.41,0.0
5.42,0.0
5.43,0.0
5.44,0.0
5.45,0.0
5.46,0.0
5.47,0.0
5.48,0.0
5.49,0.0
5.5,0.0
5.51,0.0
5.52,0.0
5.53,0.0
5.54,0.0
5.55,0.0
5.56,0.0
5.57,0.0
5.58,0.0
5.59,0.0
5.6,0.0
5.61,0.0
5.62,0.0
5.63,0.0
5.64,0.0
5.65,0.0
5.66,0.0
5.67,0.0
5.68,0.0
5.69,0.0
5.7,0.0
5.71,0.0
5.72,0.0
5.73,0.0
5.74,0.0
5.75,0.0
5.76,0.0
5.77,0.0
5.78,0.0
5.79,0.0
5.8,0.0
5.81,0.0
5.82,0.0
5.83,0.0
5.84,0.0
5.85,0.0
5.86,0.0
5.87,0.0
5.88,0.0
5.89,0.0
5.9,0.0
5.91,0.0
5.92,0.0
5.93,0.0
5.94,0.0
5.95,0.0
5.96,0.0
5.97,0.0
5.98,0.0
5.99,0.0
6.0,0.0
6.01,0.0
6.02,0.0
6.03,0.0
6.04,0.0
6.05,0.0
6.06,0.0
6.07,0.0
6.08,0.0
6.09,0.0
6.1,0.0
6.11,0.0
6.12,0.0
6.13,0.0
6.14,0.0058374032163199
6.15,0.0174622502028094
6.16,0.0292841545840427
6.17,0.0413043548743026
6.18,0.0535240895878685
6.19,0.065944597239024
6.2,0.0785671163420465
6.21,0.0913928854112169
6.22,0.104423142960818
6.23,0.1176591275051315
6.24,0.1311020775584355
6.25,0.1447532316350119
6.26,0.1586138282491418
6.27,0.1726851059151062
6.28,0.1869683031471862
6.29,0.2014646584596617
6.3,0.2161754103668141
6.31,0.2311017973829234
6.32,0.246245058022273
6.33,0.2616064307991399
6.34,0.2771871542278086
6.35,0.2929884668225562
6.36,0.309011607097668
6.37,0.3252578135674211
6.38,0.3417283247460976
6.39,0.3584243791479786
6.4,0.3753472152873465
6.41,0.3924980716784785
6.42,0.4098781868356573
6.43,0.4274887992731639
6.44,0.4453311475052808
6.45,0.4634064700462859
6.46,0.4817160054104612
6.47,0.5002609921120871
6.48,0.5190426686654468
6.49,0.5380622735848177
6.5,0.5573210453844823
6.51,0.5768202225787213
6.52,0.596561043681815
6.53,0.6165447472080476
6.54,0.636772571671695
6.55,0.6572457555870406
6.56,0.6779655374683644
6.57,0.6989331558299501
6.58,0.7201498491860736
6.59,0.7416168560510181
6.6,0.7633354149390659
6.61,0.7853067643644982
6.62,0.807532142841592
6.63,0.83001278888463
6.64,0.852749941007894
6.65,0.8757448377256667
6.66,0.8989987175522236
6.67,0.922512819001848
6.68,0.9462883805888224
6.69,0.9703266408274271
6.7,0.9946288382319411
6.71,1.0191962113166473
6.72,1.0440299985958243
6.73,1.069131438583757
6.74,1.0945017697947217
6.75,1.1201422307430011
6.76,1.146054059942875
6.77,1.1722384959086265
6.78,1.1986967771545365
6.79,1.2254301421948828
6.8,1.2524398295439476
6.81,1.279727077716013
6.82,1.3072931252253608
6.83,1.3351392105862674
6.84,1.3632665723130168
6.85,1.3916764489198887
6.86,1.4203700789211688
6.87,1.4493487008311288
6.88,1.4786135531640552
6.89,1.5081658744342286
6.9,1.5380069031559316
6.91,1.5681378778434412
6.92,1.5985600370110382
6.93,1.6292746191730043
6.94,1.6602828628436268
6.95,1.6915860065371766
6.96,1.7231852887679384
6.97,1.7550819480501931
6.98,1.7872772228982263
6.99,1.8197723518263096
7.0,1.852568573348731
7.01,1.8856671259797677
7.02,1.919069248233701
7.03,1.9527761786248163
7.04,1.986789155667388
7.05,2.021109417875699
7.06,2.055738203764031
7.07,2.0906767518466696
7.08,2.125926300637885
7.09,2.161488088651966
7.1,2.197363354403189
7.11,2.2335533364058406
7.12,2.270059273174194
7.13,2.306882403222537
7.14,2.344023965065146
7.15,2.381485197216306
7.16,2.4192673381902927
7.17,2.45737162650139
7.18,2.4957993006638786
7.19,2.534551599192041
7.2,2.5736297606001526
7.21,2.613035023402498
7.22,2.652768626113357
7.23,2.692831807247016
7.24,2.7332258053177463
7.25,2.773951858839835
7.26,2.81501120632756
7.27,2.8564050862952035
7.28,2.8981347372570503
7.29,2.940201397727373
7.3,2.9826063062204584
7.31,3.025350701250585
7.32,3.068435821332037
7.33,3.1118629049790894
7.34,3.155633190706025
7.35,3.199747917027127
7.36,3.24420832245668
7.37,3.2890156455089548
7.38,3.334171124698238
7.39,3.379675998538809
7.4,3.4255315055449542
7.41,3.4717388842309465
7.42,3.518299373111069
7.43,3.565214210699601
7.44,3.6124846355108335
7.45,3.660111886059034
7.46,3.70809720085849
7.47,3.756441818423481
7.48,3.8051469772682895
7.49,3.854213915907195
7.5,3.903643872854477
7.51,3.9534380866244176
7.52,4.003597795731297
7.53,4.054124238689402
7.54,4.105018654013003
7.55,4.156282280216388
7.56,4.207916355813834
7.57,4.259922119319629
7.58,4.3123008092480415
7.59,4.365053664113364
7.6,4.418181922429871
7.61,4.471686822711851
7.62,4.525569603473572
7.63,4.579831503229322
7.64,4.634473760493382
7.65,4.68949761378004
7.66,4.744904301603562
7.67,4.800695062478235
7.68,4.856871134918343
7.69,4.913433757438169
7.7,4.970384168551986
7.71,5.027723606774076
7.72,5.085453310618725
7.73,5.143574518600214
7.74,5.20208846923282
7.75,5.260996401030821
7.76,5.3202995525085015
7.77,5.379999162180145
7.78,5.440096468560036
7.79,5.50059271016244
7.8,5.56148912550165
7.81,5.622786953091946
7.82,5.684487431447607
7.83,5.746591799082911
7.84,5.809101294512143
7.85,5.872017156249581
7.86,5.935340622809511
7.87,5.999072932706207
7.88,6.063215324453953
7.89,6.127769036567029
7.9,6.192735307559721
7.91,6.258115375946301
7.92,6.323910480241054
7.93,6.390121858958262
7.94,6.456750750612208
7.95,6.523798393717167
7.96,6.591266026787421
7.97,6.6591548883372536
7.98,6.72746621688095
7.99,6.796201250932777
8.0,6.8653612290070285
8.01,6.934947389617978
8.02,7.0049609712799095
8.03,7.075403212507105
8.04,7.146275351813841
8.05,7.217578627714417
8.06,7.289314278723083
8.07,7.361483543354136
8.08,7.434087660121856
8.09,7.507127867540525
8.1,7.5806054041244195
8.11,7.654521508387824
8.12,7.72887741884502
8.13,7.803674374010298
8.14,7.87891361239792
8.15,7.954596372522166
8.16,8.030723892897331
8.17,8.107297412037688
8.18,8.184318168457523
8.19,8.261787400671109
8.2,8.339706347192738
8.21,8.418076246536696
8.22,8.496898337217239
8.23,8.57617385774866
8.24,8.65590404664524
8.25,8.736090142421265
8.26,8.816733383591007
8.27,8.89783500866876
8.28,8.979396256168787
8.29,9.06141836460538
8.3,9.143902572492838
8.31,9.226850118345409
8.32,9.310262240677377
8.33,9.394140178003042
8.34,9.478485168836672
8.35,9.563298451692551
8.36,9.64858126508496
8.37,9.73433484752818
8.38,9.820560437536514
8.39,9.9072592736242
8.4,9.99443259430554
8.41,10.082081638094811
8.42,10.170207643506302
8.43,10.258811849054286
8.44,10.347895493253048
8.45,10.43745981461687
8.46,10.527506051660046
8.47,10.618035442896826
8.48,10.709049226841506
8.49,10.800548642008367
8.5,10.892534926911692
8.51,10.98500932006576
8.52,11.077973059984844
8.53,11.171427385183245
8.54,11.265373534175222
8.55,11.359812745475082
8.56,11.454746257597076
8.57,11.5501753090555
8.58,11.646101138364628
8.59,11.742524984038743
8.6,11.839448084592142
8.61,11.936871678539084
8.62,12.034797004393855
8.63,12.13322530067076
8.64,12.232157805884045
8.65,12.331595758547998
8.66,12.431540397176908
8.67,12.53199296028506
8.68,12.632954686386723
8.69,12.734426813996189
8.7,12.836410581627732
8.71,12.938907227795651
8.72,13.041917991014188
8.73,13.145444109797657
8.74,13.24948682266032
8.75,13.35404736811647
8.76,13.459126984680385
8.77,13.564726910866344
8.78,13.67084838518863
8.79,13.77749264616152
8.8,13.88466093229932
8.81,13.99235448211626
8.82,14.10057453412666
8.83,14.209322326844784
8.84,14.318599098784922
8.85,14.428406088461347
8.86,14.53874453438835
8.87,14.649615675080206
8.88,14.761020749051209
8.89,14.872960994815614
8.9,14.985437650887713
8.91,15.098451955781789
8.92,15.21200514801212
8.93,15.32609846609299
8.94,15.440733148538676
8.95,15.555910433863469
8.96,15.671631560581664
8.97,15.787897767207497
8.98,15.904710292255269
8.99,16.02207037423927
9.0,16.13997925167377
9.01,16.25843816307306
9.02,16.377448346951414
9.03,16.49701104182311
9.04,16.61712748620244
9.05,16.7377989186037
9.06,16.85902657754113
9.07,16.980811701529024
9.08,17.10315552908167
9.09,17.22605929871335
9.1,17.34952424893834
9.11,17.473551618270918
9.12,17.598142645225387
9.13,17.723298568316025
9.14,17.849020626057072
9.15,17.975310056962844
9.16,18.102168099547605
9.17,18.22959599232565
9.18,18.35759497381125
9.19,18.4861662825187
9.2,18.615311156962253
9.21,18.745030835656245
9.22,18.875326557114903
9.23,19.00619955985251
9.24,19.13765108238337
9.25,19.269682363221754
9.26,19.40229464088194
9.27,19.535489153878213
9.28,19.669267140724862
9.29,19.80362983993615
9.3,19.9385784900264
9.31,20.074114329509825
9.32,20.21023859690076
9.33,20.34695253071345
9.34,20.484257369462195
9.35,20.62215435166128
9.36,20.760644715824974
9.37,20.899729700467567
9.38,21.039410544103355
9.39,21.179688485246583
9.4,21.320564762411543
9.41,21.462040614112528
9.42,21.60411727886381
9.43,21.746795995179674
9.44,21.8900780015744
9.45,22.033964536562262
9.46,22.178456838657574
9.47,22.323556146374564
9.48,22.469263698227547
9.49,22.615580732730784
9.5,22.762508488398577
9.51,22.91004820374519
9.52,23.05820111728492
9.53,23.20696846753203
9.54,23.356351493000812
9.55,23.506351432205577
9.56,23.656969523660536
9.57,23.80820700588001
9.58,23.960065117378285
9.59,24.112545096669628
9.6,24.265648182268325
9.61,24.419375612688665
9.62,24.573728626444908
9.63,24.728708462051387
9.64,24.884316358022318
9.65,25.040553552872
9.66,25.19742128511472
9.67,25.35492079326477
9.68,25.51305331583642
9.69,25.671820091343942
9.7,25.831222358301638
9.71,25.99126135522381
9.72,26.151938320624676
9.73,26.313254493018533
9.74,26.475211110919687
9.75,26.637809412842405
9.76,26.80105063730097
9.77,26.964936022809677
9.78,27.129466807882785
9.79,27.29464423103458
9.8,27.460469530779385
9.81,27.62694394563141
9.82,27.794068714104974
9.83,27.961845074714343
9.84,28.130274265973807
9.85,28.29935752639765
9.86,28.469096094500134
9.87,28.639491208795587
9.88,28.810544107798272
9.89,28.982256030022413
9.9,29.15462821398236
9.91,29.32766189819235
9.92,29.501358321166688
9.93,29.67571872141964
9.94,29.850744337465507
9.95,30.026436407818544
9.96,30.202796170993096
9.97,30.379824865503352
9.98,30.55752372986364
9.99,30.73589400258823
10.0,30.91493692219141
10.01,31.09465372718746
10.02,31.27504565609066
10.03,31.456113947415304
10.04,31.63785983967564
10.05,31.820284571386008
10.06,32.003389381060614
10.07,32.18717550721378
10.08,32.37164418835978
10.09,32.55679666301289
10.1,32.7426341696874
10.11,32.9291579468976
10.12,33.116369233157734
10.13,33.30426926698216
10.14,33.49285928688507
10.15,33.68214053138078
10.16,33.87211423898357
10.17,34.06278164820772
10.18,34.254143997567525
10.19,34.44620252557724
10.2,34.63895847075117
10.21,34.83241307160362
10.22,35.0265675666488
10.23,35.221423194401034
10.24,35.416981193374575
10.25,35.61324280208375
10.26,35.81020925904281
10.27,36.00788180276604
10.28,36.206261671767706
10.29,36.40535010456213
10.3,36.60514833966359
10.31,36.80565761558631
10.32,37.0068791708446
10.33,37.20881424395275
10.34,37.41146407342504
10.35,37.61482989777576
10.36,37.81891295551917
10.37,38.02371448516955
10.38,38.22923572524123
10.39,38.43547791424842
10.4,38.64244229070543
10.41,38.85013009312655
10.42,39.05854256002604
10.43,39.2676809299182
10.44,39.47754644131731
10.45,39.688140332737646
10.46,39.89946384269353
10.47,40.11151820969916
10.48,40.32430467226885
10.49,40.53782446891691
10.5,40.75207883815759
10.51,40.96706901850517
10.52,41.18279624847396
10.53,41.39926176657821
10.54,41.616466811332224
10.55,41.83441262125031
10.56,42.05310043484666
10.57,42.272531490635615
10.58,42.492707027131445
10.59,42.71362828284845
10.6,42.93529649630088
10.61,43.15771290600303
10.62,43.38087875046919
10.63,43.60479526821365
10.64,43.82946369775065
10.65,44.05488527759447
10.66,44.28106124625945
10.67,44.507992842259824
10.68,44.73568130410987
10.69,44.96412787032389
10.7,45.19333377941616
10.71,45.423300269901
10.72,45.6540285802926
10.73,45.8855199491053
10.74,46.11777561485335
10.75,46.35079681605108
10.76,46.58458479121272
10.77,46.81914077885259
10.78,47.05446601748495
10.79,47.29056174562409
10.8,47.52742920178431
10.81,47.76506962447983
10.82,48.00348425222498
10.83,48.24267432353401
10.84,48.48264107692125
10.85,48.72338575090092
10.86,48.96490958398734
10.87,49.20721381469479
10.88,49.45029968153757
10.89,49.6941684230299
10.9,49.938821277686095
10.91,50.18425948402044
10.92,50.4304842805472
10.93,50.67749690578066
10.94,50.92529859823514
10.95,51.17389059642485
10.96,51.42327413886417
10.97,51.67345046406728
10.98,51.92442081054851
10.99,52.17618641682211
11.0,52.4287485214024
11.01,52.68210836280363
11.02,52.93626717954011
11.03,53.19122621012608
11.04,53.44698669307587
11.05,53.70354986690377
11.06,53.960916970124
11.07,54.21908924125085
11.08,54.47806791879862
11.09,54.7378542412816
11.1,54.99844944721406
11.11,55.25985477511027
11.12,55.52207146348454
11.13,55.78510075085117
11.14,56.04894387572436
11.15,56.31360207661843
11.16,56.579076592047656
11.17,56.84536866052636
11.18,57.112479520568776
11.19,57.3804104106892
11.2,57.64916256940191
11.21,57.91873723522125
11.22,58.18913564666139
11.23,58.46035904223665
11.24,58.73240866046134
11.25,59.0052857398497
11.26,59.27899151891605
11.27,59.55352723617465
11.28,59.828894130139794
11.29,60.10509343932575
11.3,60.38212640224688
11.31,60.659994257417296
11.32,60.9386982433514
11.33,61.21823959856343
11.34,61.498619561567686
11.35,61.77983937087844
11.36,62.06190026500999
11.37,62.3448034824766
11.38,62.62855026179259
11.39,62.91314184147217
11.4,63.198579460029656
11.41,63.484864355979326
11.42,63.77199776783544
11.43,64.05998093411235
11.44,64.34881509332426
11.45,64.63850148398548
11.46,64.92904134461035
11.47,65.22043591371305
11.48,65.5126864298079
11.49,65.80579413140917
11.5,66.09976025703116
11.51,66.39458604518815
11.52,66.69027273439441
11.53,66.98682156316424
11.54,67.2842337700119
11.55,67.58251059345173
11.56,67.88165327199792
11.57,68.18166304416476
11.58,68.4825411484666
11.59,68.78428882341767
11.6,69.08690730753224
11.61,69.39039783932463
11.62,69.69476165730913
11.63,70.0
11.64,70.30610607822712
11.65,70.61304099208296
11.66,70.92075781397557
11.67,71.22920961631304
11.68,71.53834947150342
11.69,71.8481304519548
11.7,72.15850563007524
11.71,72.46942807827286
11.72,72.78085086895558
11.73,73.09272707453158
11.74,73.40500976740891
11.75,73.71765201999565
11.76,74.03060690469982
11.77,74.34382749392957
11.78,74.65726686009288
11.79,74.97087807559787
11.8,75.28461421285265
11.81,75.59842834426516
11.82,75.91227354224357
11.83,76.2261028791959
11.84,76.53986942753025
11.85,76.85352625965466
11.86,77.16702644797724
11.87,77.480323064906
11.88,77.7933691828491
11.89,78.10611787421452
11.9,78.41852221141032
11.91,78.73053526684464
11.92,79.0421101129255
11.93,79.35319982206099
11.94,79.66375746665915
11.95,79.97373611912806
11.96,80.28308885187587
11.97,80.59176873731052
11.98,80.8997288478401
11.99,81.20692225587274
12.0,81.51330203381646
12.01,81.81882125407937
12.02,82.12343298906949
12.03,82.4270903111949
12.04,82.7297462928637
12.05,83.03135400648395
12.06,83.3318665244637
12.07,83.631236919211
12.08,83.92941826313397
12.09,84.22636362864061
12.1,84.52202608813906
12.11,84.81635871403734
12.12,85.10931457874354
12.13,85.40084675466579
12.14,85.69090831421198
12.15,85.97945232979035
12.16,86.26643187380887
12.17,86.55180001867565
12.18,86.83550983679875
12.19,87.11751440058624
12.2,87.3977667824462
12.21,87.67622005478673
12.22,87.95282729001579
12.23,88.22754156054152
12.24,88.50031593877199
12.25,88.77110349711523
12.26,89.03985730797937
12.27,89.30653044377243
12.28,89.57107597690252
12.29,89.83344697977762
12.3,90.093596524806
12.31,90.35147768439543
12.32,90.6070435309542
12.33,90.8602471368903
12.34,91.1110415746118
12.35,91.35937991652676
12.36,91.60521523504332
12.37,91.84850060256946
12.38,92.08918909151332
12.39,92.32723377428294
12.4,92.56258772328631
12.41,92.7952040109316
12.42,93.02503570962683
12.43,93.25203589178012
12.44,93.47615762979947
12.45,93.697353996093
12.46,93.91557806306878
12.47,94.1307829031348
12.48,94.3429215886992
12.49,94.55194719217003
12.5,94.75781278595538
12.51,94.96047144246327
12.52,95.15987623410182
12.53,95.35598023327908
12.54,95.54873651240308
12.55,95.73809814388198
12.56,95.92401820012373
12.57,96.10644975353644
12.58,96.28534587652824
12.59,96.46065964150712
12.6,96.6323441208812
12.61,96.80035238705852
12.62,96.96463751244715
12.63,97.1251525694552
12.64,97.2818506304907
12.65,97.43468476796168
12.66,97.58360805427624
12.67,97.72857356184248
12.68,97.86953436306844
12.69,98.0064435303622
12.7,98.13925413613184
12.71,98.2679192527854
12.72,98.39239195273096
12.73,98.51262530837658
12.74,98.62857239213032
12.75,98.74018627640024
12.76,98.84742003359445
12.77,98.950226736121
12.78,99.04855945638792
12.79,99.14237126680337
12.8,99.23161523977537
12.81,99.31624444771194
12.82,99.3962119630212
12.83,99.4714708581112
12.84,99.54197420538998
12.85,99.6076750772657
12.86,99.66852654614632
12.87,99.72448168444
12.88,99.77549356455478
12.89,99.82151525889869
12.9,99.8624998398798
12.91,99.89840037990618
12.92,99.92916995138596
12.93,99.95476162672716
12.94,99.97512847833788
12.95,99.99022357862611
12.96,100.0
12.97,100.00464549698458
12.98,100.0052865525728
12.99,100.0032843318746
13.0,100.0
13.01,99.99656781310416
13.02,99.9932143915233
13.03,99.98993944663884
13.04,99.98674268983224
13.05,99.983623832485
13.06,99.98058258597852
13.07,99.97761866169428
13.08,99.97473177101368
13.09,99.97192162531822
13.1,99.96918793598932
13.11,99.96653041440844
13.12,99.96394877195704
13.13,99.96144272001658
13.14,99.95901196996846
13.15,99.95665623319418
13.16,99.95437522107515
13.17,99.95216864499288
13.18,99.95003621632874
13.19,99.94797764646424
13.2,99.94599264678082
13.21,99.94408092865991
13.22,99.942242203483
13.23,99.9404761826315
13.24,99.93878257748683
13.25,99.93716109943054
13.26,99.93561145984404
13.27,99.9341333701087
13.28,99.93272654160609
13.29,99.93139068571752
13.3,99.93012551382456
13.31,99.92893073730866
13.32,99.92780606755122
13.33,99.9267512159337
13.34,99.92576589383754
13.35,99.92484981264424
13.36,99.92400268373515
13.37,99.92322421849184
13.38,99.92251412829567
13.39,99.92187212452812
13.4,99.9212979185707
13.41,99.92079122180472
13.42,99.9203517456118
13.43,99.91997920137324
13.44,99.9196733004706
13.45,99.91943375428524
13.46,99.91926027419868
