wind_speed,Gamesa G83
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,1.2934081142742713
3.52,2.6164686844567164
3.53,3.967966166455308
3.54,5.346685016178272
3.55,6.751409689533595
3.56,8.180924642429508
3.57,9.634014330773985
3.58,11.10946321047526
3.59,12.606055737441311
3.6,14.122576367580375
3.61,15.657809556800409
3.62,17.210539761009677
3.63,18.779551436116137
3.64,20.36362903802803
3.65,21.96155702265332
3.66,23.572119845900247
3.67,25.19410196367678
3.68,26.82628783189117
3.69,28.467461906451383
3.7,30.11640864326565
3.71,31.77191249824196
3.72,33.432757927288534
3.73,35.09772938631335
3.74,36.76561133122465
3.75,38.43518821793039
3.76,40.10524450233876
3.77,41.77456464035793
3.78,43.44193308789585
3.79,45.10613430086079
3.8,46.76595273516069
3.81,48.42017284670382
3.82,50.06757909139813
3.83,51.706955925151846
3.84,53.33708780387299
3.85,54.95675918346974
3.86,56.56475451985011
3.87,58.15985826892232
3.88,59.74085488659434
3.89,61.30652882877442
3.9,62.85566455137053
3.91,64.3870465102909
3.92,65.8994591614435
3.93,67.39168696073656
3.94,68.86251436407807
3.95,70.31072582737629
3.96,71.73510580653914
3.97,73.13443875747488
3.98,74.5075091360915
3.99,75.85310139829721
4.0,77.17
4.01,78.45731030119993
4.02,79.71542127826459
4.03,80.94504281165355
4.04,82.14688478182607
4.05,83.32165706924174
4.06,84.47006955436004
4.07,85.59283211764053
4.08,86.6906546395425
4.09,87.76424700052551
4.1,88.81431908104905
4.11,89.84158076157269
4.12,90.84674192255572
4.13,91.83051244445768
4.14,92.79360220773808
4.15,93.73672109285644
4.16,94.66057898027212
4.17,95.56588575044468
4.18,96.45335128383353
4.19,97.32368546089828
4.2,98.1775981620982
4.21,99.01579926789292
4.22,99.83899865874184
4.23,100.64790621510453
4.24,101.44323181744036
4.25,102.22568534620883
4.26,102.9959766818694
4.27,103.75481570488164
4.28,104.50291229570502
4.29,105.24097633479887
4.3,105.96971770262276
4.31,106.68984627963611
4.32,107.40207194629858
4.33,108.10710458306944
4.34,108.80565407040818
4.35,109.49843028877436
4.36,110.18614311862753
4.37,110.86950244042696
4.38,111.5492181346322
4.39,112.2260000817028
4.4,112.90055816209822
4.41,113.57360225627788
4.42,114.24584224470124
4.43,114.91798800782784
4.44,115.5907494261172
4.45,116.26483638002864
4.46,116.94095875002172
4.47,117.61982641655592
4.48,118.3021492600908
4.49,118.98863716108566
4.5,119.68
4.51,120.37683604092588
4.52,121.07929708248474
4.53,121.78742330693066
4.54,122.50125489651752
4.55,123.22083203349936
4.56,123.94619490013018
4.57,124.67738367866409
4.58,125.41443855135483
4.59,126.1573997004566
4.6,126.90630730822328
4.61,127.66120155690902
4.62,128.42212262876762
4.63,129.18911070605316
4.64,129.9622059710196
4.65,130.74144860592108
4.66,131.5268787930114
4.67,132.31853671454462
4.68,133.11646255277475
4.69,133.9206964899558
4.7,134.73127870834173
4.71,135.5482493901865
4.72,136.37164871774416
4.73,137.20151687326876
4.74,138.03789403901416
4.75,138.88082039723443
4.76,139.73033613018353
4.77,140.5864814201155
4.78,141.44929644928436
4.79,142.31882139994394
4.8,143.19509645434837
4.81,144.07816179475162
4.82,144.96805760340777
4.83,145.86482406257068
4.84,146.7685013544943
4.85,147.67912966143277
4.86,148.5967491656401
4.87,149.52140004937007
4.88,150.45312249487688
4.89,151.3919566844144
4.9,152.3379428002368
4.91,153.29112102459783
4.92,154.25153153975162
4.93,155.21921452795215
4.94,156.19421017145348
4.95,157.1765586525094
4.96,158.16630015337415
4.97,159.16347485630152
4.98,160.1681229435457
4.99,161.18028459736047
5.0,162.2
5.01,163.2273005320315
5.02,164.26218236727595
5.03,165.30463287786765
5.04,166.35463943594058
5.05,167.41218941362905
5.06,168.47727018306733
5.07,169.54986911638971
5.08,170.62997358573026
5.09,171.71757096322327
5.1,172.81264862100298
5.11,173.9151939312037
5.12,175.0251942659594
5.13,176.14263699740454
5.14,177.26750949767322
5.15,178.3997991388998
5.16,179.5394932932183
5.17,180.68657933276307
5.18,181.8410446296683
5.19,183.00287655606837
5.2,184.1720624840972
5.21,185.34858978588915
5.22,186.5324458335785
5.23,187.7236179992996
5.24,188.92209365518625
5.25,190.12786017337308
5.26,191.34090492599407
5.27,192.5612152851836
5.28,193.7887786230759
5.29,195.02358231180503
5.3,196.26561372350537
5.31,197.51486023031097
5.32,198.7713092043564
5.33,200.03494801777543
5.34,201.30576404270252
5.35,202.58374465127196
5.36,203.86887721561789
5.37,205.1611491078744
5.38,206.4605477001759
5.39,207.76706036465657
5.4,209.0806744734507
5.41,210.4013773986923
5.42,211.72915651251583
5.43,213.0639991870553
5.44,214.40589279444512
5.45,215.7548247068194
5.46,217.1107822963124
5.47,218.47375293505823
5.48,219.84372399519148
5.49,221.22068284884597
5.5,222.604616868156
5.51,223.9955134252559
5.52,225.3933598922798
5.53,226.79814364136212
5.54,228.20985204463685
5.55,229.6284724742383
5.56,231.05399230230063
5.57,232.4863989009584
5.58,233.92567964234527
5.59,235.3718218985958
5.6,236.82481304184415
5.61,238.2846404442248
5.62,239.75129147787155
5.63,241.2247535149188
5.64,242.70501392750072
5.65,244.1920600877517
5.66,245.68587936780585
5.67,247.1864591397973
5.68,248.6937867758605
5.69,250.2078496481296
5.7,251.72863512873857
5.71,253.25613058982188
5.72,254.79032340351367
5.73,256.33120094194834
5.74,257.8787505772599
5.75,259.4329596815826
5.76,260.99381562705065
5.77,262.5613057857984
5.78,264.13541752996014
5.79,265.71613823166973
5.8,267.3034552630616
5.81,268.8973559962701
5.82,270.4978278034295
5.83,272.10485805667366
5.84,273.71843412813695
5.85,275.33854338995377
5.86,276.9651732142583
5.87,278.5983109731846
5.88,280.2379440388669
5.89,281.8840597834395
5.9,283.5366455790368
5.91,285.1956887977928
5.92,286.86117681184163
5.93,288.53309699331766
5.94,290.21143671435533
5.95,291.8961833470884
5.96,293.58732426365145
5.97,295.28484683617853
5.98,296.9887384368041
5.99,298.69898643766203
6.0,300.41557821088674
6.01,302.13850112861235
6.02,303.8677425629732
6.03,305.60328988610365
6.04,307.3451304701376
6.05,309.0932516872093
6.06,310.8476409094532
6.07,312.6082855090036
6.08,314.3751728579944
6.09,316.1482903285599
6.1,317.9276252928344
6.11,319.71316512295226
6.12,321.5048971910473
6.13,323.30280886925414
6.14,325.10688752970685
6.15,326.9171205445397
6.16,328.7334952858868
6.17,330.5559991258824
6.18,332.3846194366608
6.19,334.2193435903564
6.2,336.060158959103
6.21,337.9070529150351
6.22,339.7600128302868
6.23,341.61902607699244
6.24,343.4840800272861
6.25,345.3551620533022
6.26,347.23225952717473
6.27,349.1153598210381
6.28,351.0044503070266
6.29,352.8995183572742
6.3,354.8005513439153
6.31,356.70753663908386
6.32,358.6204616149147
6.33,360.5393136435413
6.34,362.4640800970983
6.35,364.3947483477199
6.36,366.33130576754047
6.37,368.2737397286938
6.38,370.2220376033144
6.39,372.1761867635364
6.4,374.13617458149423
6.41,376.10198842932186
6.42,378.0736156791537
6.43,380.0510437031237
6.44,382.0342598733665
6.45,384.023251562016
6.46,386.0180061412064
6.47,388.018510983072
6.48,390.0247534597474
6.49,392.0367209433662
6.5,394.0544008060629
6.51,396.0777804199717
6.52,398.1068471572269
6.53,400.1415883899629
6.54,402.1819914903135
6.55,404.228043830413
6.56,406.2797327823959
6.57,408.3370457183963
6.58,410.3999700105483
6.59,412.46849303098617
6.6,414.5426021518442
6.61,416.6222847452567
6.62,418.7075281833576
6.63,420.7983198382814
6.64,422.89464708216224
6.65,424.9964972871344
6.66,427.103857825332
6.67,429.216716068889
6.68,431.33505938994017
6.69,433.4588751606196
6.7,435.5881507530612
6.71,437.7228735393994
6.72,439.86303089176846
6.73,442.0086101823026
6.74,444.159598783136
6.75,446.3159840664027
6.76,448.4777534042371
6.77,450.6448941687735
6.78,452.81739373214623
6.79,454.9952394664893
6.8,457.1784187439366
6.81,459.366918936623
6.82,461.56072741668254
6.83,463.7598315562491
6.84,465.9642187274573
6.85,468.173876302441
6.86,470.3887916533349
6.87,472.6089521522729
6.88,474.834345171389
6.89,477.064958082818
6.9,479.30077825869375
6.91,481.54179307115066
6.92,483.7879898923225
6.93,486.039356094344
6.94,488.2958790493495
6.95,490.5575461294726
6.96,492.824344706848
6.97,495.0962621536096
6.98,497.373285841892
6.99,499.6554031438292
7.0,501.94260143155526
7.01,504.2348680772048
7.02,506.5321904529116
7.03,508.83455593081055
7.04,511.1419518830352
7.05,513.45436568172
7.06,515.7717846989991
7.07,518.0941963070071
7.08,520.4215878778778
7.09,522.7539467837455
7.1,525.0912603967444
7.11,527.4335160890091
7.12,529.7807012326732
7.13,532.1328031998713
7.14,534.4898093627376
7.15,536.8517070934065
7.16,539.2184837640117
7.17,541.5901267466879
7.18,543.9666234135692
7.19,546.3479611367899
7.2,548.7341272884839
7.21,551.1251092407857
7.22,553.5208943658295
7.23,555.9214700357495
7.24,558.32682362268
7.25,560.7369424987548
7.26,563.1518140361086
7.27,565.5714256068754
7.28,567.9957645831898
7.29,570.4248183371855
7.3,572.8585742409969
7.31,575.2970196667582
7.32,577.7401419866039
7.33,580.1879285726679
7.34,582.6403667970844
7.35,585.097444031988
7.36,587.5591476495126
7.37,590.0254650217926
7.38,592.4963835209619
7.39,594.9718905191548
7.4,597.4519733885063
7.41,599.9366195011495
7.42,602.4258162292192
7.43,604.9195509448494
7.44,607.4178110201748
7.45,609.9205838273291
7.46,612.4278567384466
7.47,614.9396171256619
7.48,617.4558523611089
7.49,619.9765498169218
7.5,622.5016968652347
7.51,625.0312808781822
7.52,627.5652892278983
7.53,630.1037092865174
7.54,632.6465284261737
7.55,635.193734019001
7.56,637.7453134371339
7.57,640.3012540527069
7.58,642.8615432378534
7.59,645.4261683647084
7.6,647.9951168054057
7.61,650.5683759320798
7.62,653.1459331168646
7.63,655.7277757318947
7.64,658.3138911493038
7.65,660.9042667412268
7.66,663.4988898797975
7.67,666.0977479371501
7.68,668.7008282854188
7.69,671.3081182967381
7.7,673.919605343242
7.71,676.5352767970649
7.72,679.1551200303405
7.73,681.779122415204
7.74,684.4072713237888
7.75,687.0395541282293
7.76,689.6759582006597
7.77,692.3164709132145
7.78,694.9610796380279
7.79,697.6097717472337
7.8,700.2625346129663
7.81,702.9193556073601
7.82,705.5802221025497
7.83,708.2451214706683
7.84,710.9140410838509
7.85,713.5869683142312
7.86,716.2638905339443
7.87,718.9447951151236
7.88,721.6296694299034
7.89,724.3185008504181
7.9,727.0112767488022
7.91,729.7079844971895
7.92,732.4086114677142
7.93,735.1131450325108
7.94,737.8215725637137
7.95,740.5338814334564
7.96,743.2500590138739
7.97,745.9700926770995
7.98,748.6939697952687
7.99,751.4216777405146
8.0,754.1532038849718
8.01,756.888535600775
8.02,759.6276602600574
8.03,762.3705652349543
8.04,765.1172378975992
8.05,767.8676656201271
8.06,770.6218357746714
8.07,773.379735733366
8.08,776.1413528683463
8.09,778.9066745517457
8.1,781.6756881556988
8.11,784.4483810523398
8.12,787.2247406138026
8.13,790.0047542122222
8.14,792.7884092197319
8.15,795.575693008466
8.16,798.3665929505594
8.17,801.1610964181458
8.18,803.9591907833594
8.19,806.7608634183348
8.2,809.5661016952057
8.21,812.3748929861074
8.22,815.1872246631729
8.23,818.0030840985369
8.24,820.8224586643335
8.25,823.6453357326969
8.26,826.4717026757614
8.27,829.3015468656614
8.28,832.1348556745311
8.29,834.9716164745043
8.3,837.8118166377164
8.31,840.6554435363001
8.32,843.5024845423902
8.33,846.3529270281213
8.34,849.2067583656269
8.35,852.0639659270419
8.36,854.9245370845003
8.37,857.7884592101364
8.38,860.6557196760847
8.39,863.5263058544783
8.4,866.4002051174525
8.41,869.2774048371411
8.42,872.1578923856785
8.43,875.0416551351985
8.44,877.928680457836
8.45,880.8189557257249
8.46,883.7124683109997
8.47,886.6092055857939
8.48,889.509154922242
8.49,892.4123036924786
8.5,895.3186392686375
8.51,898.2281490228534
8.52,901.14082032726
8.53,904.0566405539918
8.54,906.9755970751831
8.55,909.8976772629684
8.56,912.8228684894812
8.57,915.751158126856
8.58,918.682533547227
8.59,921.6169821227284
8.6,924.5544912254944
8.61,927.49504822766
8.62,930.438640501358
8.63,933.3852554187245
8.64,936.334880351892
8.65,939.2875026729952
8.66,942.2431097541684
8.67,945.201688967546
8.68,948.163227685262
8.69,951.127713279451
8.7,954.0951331222468
8.71,957.0654745857842
8.72,960.0387250421963
8.73,963.0148718636184
8.74,965.9939024221844
8.75,968.9758040900282
8.76,971.9605642392844
8.77,974.9481702420871
8.78,977.9386094705706
8.79,980.931869296869
8.8,983.9279370931172
8.81,986.9268002314482
8.82,989.9284460839968
8.83,992.9328620228972
8.84,995.9400354202836
8.85,998.9499536482906
8.86,1001.962604079052
8.87,1004.9779740847024
8.88,1007.996051037376
8.89,1011.0168223092062
8.9,1014.040275272328
8.91,1017.0663972988752
8.92,1020.0951757609826
8.93,1023.1265980307836
8.94,1026.1606514804134
8.95,1029.1973234820057
8.96,1032.236601407695
8.97,1035.2784726296147
8.98,1038.3229245198995
8.99,1041.3699444506842
9.0,1044.4195197941026
9.01,1047.471637922289
9.02,1050.5262862073766
9.03,1053.5834520215012
9.04,1056.6431227367957
9.05,1059.7052857253962
9.06,1062.7699283594347
9.07,1065.8370380110466
9.08,1068.906602052366
9.09,1071.9786078555271
9.1,1075.0530427926635
9.11,1078.1298942359108
9.12,1081.2091495574025
9.13,1084.2907961292724
9.14,1087.374821323655
9.15,1090.4612125126846
9.16,1093.5499570684951
9.17,1096.6410423632217
9.18,1099.7344557689976
9.19,1102.830184657957
9.2,1105.928216402235
9.21,1109.0285383739656
9.22,1112.1311379452825
9.23,1115.23600248832
9.24,1118.3431193752126
9.25,1121.4524759780943
9.26,1124.5640596690994
9.27,1127.677857820362
9.28,1130.7938578040166
9.29,1133.9120469921977
9.3,1137.0324127570393
9.31,1140.1549424706757
9.32,1143.2796235052397
9.33,1146.406443232867
9.34,1149.5353890256918
9.35,1152.666448255848
9.36,1155.79960829547
9.37,1158.9348565166915
9.38,1162.072180291648
9.39,1165.2115669924722
9.4,1168.353003991299
9.41,1171.4964786602625
9.42,1174.641978371497
9.43,1177.7894904971372
9.44,1180.9390024093163
9.45,1184.0905014801692
9.46,1187.2439750818305
9.47,1190.3994105864333
9.48,1193.5567953661127
9.49,1196.7161167930026
9.5,1199.8773622392373
9.51,1203.040519076951
9.52,1206.205574678278
9.53,1209.3725164153525
9.54,1212.5413316603083
9.55,1215.7120077852808
9.56,1218.884532162403
9.57,1222.058892163809
9.58,1225.2350751616343
9.59,1228.4130685280124
9.6,1231.5928596350773
9.61,1234.7744358549633
9.62,1237.9577845598048
9.63,1241.1428931217365
9.64,1244.3297489128918
9.65,1247.518339305405
9.66,1250.7086516714107
9.67,1253.900673383043
9.68,1257.0943918124362
9.69,1260.2897943317244
9.7,1263.4868683130417
9.71,1266.685601128523
9.72,1269.8859801503013
9.73,1273.087992750512
9.74,1276.2916263012885
9.75,1279.4968681747655
9.76,1282.703705743077
9.77,1285.9121263783577
9.78,1289.122117452741
9.79,1292.3336663383614
9.8,1295.5467604073542
9.81,1298.761387031852
9.82,1301.97753358399
9.83,1305.1951874359015
9.84,1308.414335959722
9.85,1311.6349665275848
9.86,1314.857066511625
9.87,1318.0806232839757
9.88,1321.305624216772
9.89,1324.532056682148
9.9,1327.7599080522368
9.91,1330.9891656991738
9.92,1334.2198169950932
9.93,1337.4518493121288
9.94,1340.6852500224154
9.95,1343.9200064980869
9.96,1347.1561061112773
9.97,1350.3935362341206
9.98,1353.6322842387517
9.99,1356.8723374973042
10.0,1360.1136833819128
10.01,1363.356309264712
10.02,1366.600202517835
10.03,1369.8453505134166
10.04,1373.0917406235912
10.05,1376.3393602204933
10.06,1379.5881966762563
10.07,1382.8382373630147
10.08,1386.089469652903
10.09,1389.3418809180548
10.1,1392.5954585306051
10.11,1395.8501898626878
10.12,1399.1060622864372
10.13,1402.363063173988
10.14,1405.6211798974734
10.15,1408.8803998290275
10.16,1412.1407103407855
10.17,1415.4020988048817
10.18,1418.6645525934491
10.19,1421.9280590786227
10.2,1425.1926056325374
10.21,1428.458179627327
10.22,1431.724768435124
10.23,1434.9923594280651
10.24,1438.2609399782832
10.25,1441.530497457913
10.26,1444.8010192390884
10.27,1448.0724926939438
10.28,1451.3449051946134
10.29,1454.618244113231
10.3,1457.8924968219324
10.31,1461.1676506928493
10.32,1464.4436930981178
10.33,1467.7206114098717
10.34,1470.9983930002452
10.35,1474.277025241372
10.36,1477.5564955053874
10.37,1480.836791164424
10.38,1484.1178995906184
10.39,1487.3998081561026
10.4,1490.682504233012
10.41,1493.96597519348
10.42,1497.2502084096416
10.43,1500.5351912536305
10.44,1503.820911097581
10.45,1507.107355313628
10.46,1510.3945112739057
10.47,1513.6823663505472
10.48,1516.970907915687
10.49,1520.2601233414598
10.5,1523.55
10.51,1526.84040360081
10.52,1530.13071320287
10.53,1533.4201862025282
10.54,1536.708079996133
10.55,1539.993651980033
10.56,1543.2761595505758
10.57,1546.5548601041105
10.58,1549.829011036985
10.59,1553.0978697455478
10.6,1556.360693626148
10.61,1559.6167400751335
10.62,1562.8652664888525
10.63,1566.105530263654
10.64,1569.3367887958857
10.65,1572.558299481896
10.66,1575.7693197180336
10.67,1578.969106900647
10.68,1582.1569184260843
10.69,1585.3320116906943
10.7,1588.493644090825
10.71,1591.6410730228256
10.72,1594.773555883043
10.73,1597.890350067827
10.74,1600.990712973525
10.75,1604.0739019964858
10.76,1607.1391745330582
10.77,1610.1857879795905
10.78,1613.21299973243
10.79,1616.2200671879266
10.8,1619.206247742428
10.81,1622.1707987922828
10.82,1625.1129777338388
10.83,1628.032041963445
10.84,1630.9272488774495
10.85,1633.7978558722004
10.86,1636.6431203440472
10.87,1639.4622996893372
10.88,1642.25465130442
10.89,1645.0194325856423
10.9,1647.755900929354
10.91,1650.4633137319026
10.92,1653.1409283896369
10.93,1655.788002298905
10.94,1658.4037928560556
10.95,1660.9875574574369
10.96,1663.538553499398
10.97,1666.0560383782863
10.98,1668.53926949045
10.99,1670.9875042322385
11.0,1673.4
11.01,1675.776321421636
11.02,1678.1172620512632
11.03,1680.423922674551
11.04,1682.6974040771695
11.05,1684.9388070447897
11.06,1687.1492323630794
11.07,1689.3297808177092
11.08,1691.4815531943495
11.09,1693.6056502786698
11.1,1695.70317285634
11.11,1697.77522171303
11.12,1699.8228976344094
11.13,1701.8473014061483
11.14,1703.8495338139169
11.15,1705.8306956433846
11.16,1707.7918876802207
11.17,1709.7342107100962
11.18,1711.6587655186804
11.19,1713.566652891643
11.2,1715.4589736146545
11.21,1717.3368284733838
11.22,1719.201318253501
11.23,1721.0535437406766
11.24,1722.8946057205796
11.25,1724.7256049788812
11.26,1726.54764230125
11.27,1728.3618184733562
11.28,1730.1692342808694
11.29,1731.97099050946
11.3,1733.7681879447982
11.31,1735.5619273725524
11.32,1737.3533095783937
11.33,1739.1434353479915
11.34,1740.9334054670155
11.35,1742.724320721136
11.36,1744.5172818960227
11.37,1746.3133897773453
11.38,1748.113745150774
11.39,1749.9194488019782
11.4,1751.731601516628
11.41,1753.551304080393
11.42,1755.3796572789438
11.43,1757.2177618979492
11.44,1759.06671872308
11.45,1760.9276285400051
11.46,1762.8015921343958
11.47,1764.6897102919206
11.48,1766.5930837982494
11.49,1768.5128134390527
11.5,1770.45
11.51,1772.4053731126455
11.52,1774.3781777920767
11.53,1776.3672878992668
11.54,1778.3715772951869
11.55,1780.3899198408103
11.56,1782.421189397108
11.57,1784.4642598250527
11.58,1786.518004985617
11.59,1788.5812987397724
11.6,1790.653014948491
11.61,1792.7320274727465
11.62,1794.817210173509
11.63,1796.9074369117525
11.64,1799.0015815484476
11.65,1801.0985179445674
11.66,1803.197119961084
11.67,1805.2962614589687
11.68,1807.394816299195
11.69,1809.4916583427344
11.7,1811.5856614505592
11.71,1813.6756994836412
11.72,1815.760646302953
11.73,1817.839375769468
11.74,1819.9107617441557
11.75,1821.9736780879896
11.76,1824.0269986619423
11.77,1826.0695973269856
11.78,1828.100347944092
11.79,1830.1181243742328
11.8,1832.1218004783807
11.81,1834.110250117509
11.82,1836.082347152588
11.83,1838.0369654445908
11.84,1839.9729788544892
11.85,1841.889261243256
11.86,1843.7846864718624
11.87,1845.6581284012811
11.88,1847.5084608924851
11.89,1849.334557806446
11.9,1851.135293004136
11.91,1852.9095403465265
11.92,1854.6561736945905
11.93,1856.374066909299
11.94,1858.0620938516263
11.95,1859.719128382543
11.96,1861.3440443630216
11.97,1862.935715654035
11.98,1864.493016116554
11.99,1866.0148196115515
12.0,1867.5
12.01,1868.9477862077829
12.02,1870.3588274204303
12.03,1871.7341278883837
12.04,1873.074691862083
12.05,1874.3815235919724
12.06,1875.6556273284912
12.07,1876.8980073220807
12.08,1878.1096678231847
12.09,1879.291613082242
12.1,1880.4448473496952
12.11,1881.5703748759856
12.12,1882.6691999115549
12.13,1883.742326706844
12.14,1884.7907595122947
12.15,1885.8155025783487
12.16,1886.817560155447
12.17,1887.7979364940304
12.18,1888.757635844541
12.19,1889.6976624574213
12.2,1890.6190205831103
12.21,1891.5227144720525
12.22,1892.4097483746864
12.23,1893.281126541455
12.24,1894.1378532227995
12.25,1894.980932669161
12.26,1895.8113691309811
12.27,1896.6301668587023
12.28,1897.438330102764
12.29,1898.2368631136087
12.3,1899.0267701416788
12.31,1899.809055437414
12.32,1900.5847232512567
12.33,1901.354777833648
12.34,1902.1202234350296
12.35,1902.8820643058425
12.36,1903.641304696528
12.37,1904.3989488575285
12.38,1905.156001039285
12.39,1905.9134654922389
12.4,1906.6723464668312
12.41,1907.433648213504
12.42,1908.198374982698
12.43,1908.9675310248551
12.44,1909.7421205904168
12.45,1910.5231479298243
12.46,1911.311617293519
12.47,1912.108532931943
12.48,1912.9148990955364
12.49,1913.7317200347416
12.5,1914.56
12.51,1915.4004626162236
12.52,1916.252709006203
12.53,1917.1160596672016
12.54,1917.9898350964804
12.55,1918.8733557913029
12.56,1919.7659422489296
12.57,1920.666914966624
12.58,1921.5755944416464
12.59,1922.491301171261
12.6,1923.4133556527288
12.61,1924.341078383312
12.62,1925.273789860272
12.63,1926.2108105808725
12.64,1927.1514610423749
12.65,1928.0950617420408
12.66,1929.040933177132
12.67,1929.988395844912
12.68,1930.9367702426412
12.69,1931.885376867583
12.7,1932.8335362169996
12.71,1933.780568788152
12.72,1934.7257950783023
12.73,1935.6685355847144
12.74,1936.6081108046485
12.75,1937.543841235367
12.76,1938.475047374133
12.77,1939.401049718208
12.78,1940.321168764853
12.79,1941.234725011332
12.8,1942.141038954906
12.81,1943.0394310928373
12.82,1943.929221922388
12.83,1944.80973194082
12.84,1945.680281645395
12.85,1946.5401915333769
12.86,1947.3887821020253
12.87,1948.2253738486045
12.88,1949.0492872703755
12.89,1949.8598428646003
12.9,1950.656361128542
12.91,1951.438162559461
12.92,1952.2045676546209
12.93,1952.9548969112827
12.94,1953.6884708267091
12.95,1954.4046098981623
12.96,1955.1026346229044
12.97,1955.781865498197
12.98,1956.4416230213023
12.99,1957.0812276894828
13.0,1957.7
13.01,1958.2974711673253
13.02,1958.8740152747596
13.03,1959.430217122813
13.04,1959.9666615119963
13.05,1960.48393324282
13.06,1960.9826171157936
13.07,1961.4632979314272
13.08,1961.926560490232
13.09,1962.3729895927163
13.1,1962.8031700393924
13.11,1963.217686630769
13.12,1963.6171241673576
13.13,1964.0020674496675
13.14,1964.373101278209
13.15,1964.7308104534927
13.16,1965.075779776028
13.17,1965.4085940463256
13.18,1965.729838064896
13.19,1966.0400966322488
13.2,1966.3399545488944
13.21,1966.629996615343
13.22,1966.9108076321047
13.23,1967.1829723996907
13.24,1967.4470757186093
13.25,1967.703702389372
13.26,1967.953437212489
13.27,1968.1968649884705
13.28,1968.4345705178253
