wind_speed,WindMaster / HMZ WM 300/25
2.42,0.0747755108457513
2.43,0.0757657818256087
2.44,0.0767002811589251
2.45,0.0775777118306651
2.46,0.0783967768257925
2.47,0.0791561791292718
2.48,0.079854621726067
2.49,0.0804908076011423
2.5,0.081063439739462
2.51,0.0815712211259898
2.52,0.0820128547456906
2.53,0.0823870435835278
2.54,0.0826924906244662
2.55,0.0829278988534696
2.56,0.0830919712555022
2.57,0.0831834108155283
2.58,0.083200920518512
2.59,0.0831432033494176
2.6,0.0830089622932089
2.61,0.0827969003348506
2.62,0.0825057204593064
2.63,0.0821341256515408
2.64,0.0816808188965176
2.65,0.0811445031792014
2.66,0.0805238814845561
2.67,0.0798176567975459
2.68,0.0790245321031349
2.69,0.0781432103862875
2.7,0.0771723946319677
2.71,0.0761107878251396
2.72,0.0749570929507678
2.73,0.0737100129938158
2.74,0.0723682509392482
2.75,0.0709305097720291
2.76,0.0693954924771228
2.77,0.0677619020394931
2.78,0.0660284414441045
2.79,0.064193813675921
2.8,0.0622567217199068
2.81,0.060215868561026
2.82,0.0580699571842431
2.83,0.0558176905745217
2.84,0.0534577717168266
2.85,0.0509889035961216
2.86,0.0484097891973708
2.87,0.0457191315055385
2.88,0.0429156335055891
2.89,0.0399979981824862
2.9,0.0369649285211947
2.91,0.033815127506678
2.92,0.030547298123901
2.93,0.0271601433578272
2.94,0.0236523661934213
2.95,0.020022669615647
2.96,0.016269756609469
2.97,0.0123923301598509
2.98,0.0083890932517575
2.99,0.0042587488701523
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,0.0
4.01,0.015391295529874
4.02,0.0313016997021338
4.03,0.0477315151448338
4.04,0.0646810444860239
4.05,0.0821505903537581
4.06,0.1001404553760901
4.07,0.1186509421810742
4.08,0.1376823533967598
4.09,0.1572349916512021
4.1,0.1773091595724539
4.11,0.1979051597885699
4.12,0.2190232949275999
4.13,0.2406638676175975
4.14,0.2628271804866171
4.15,0.285513536162713
4.16,0.3087232372739347
4.17,0.3324565864483361
4.18,0.3567138863139709
4.19,0.3814954394988946
4.2,0.4068015486311552
4.21,0.4326325163388083
4.22,0.4589886452499065
4.23,0.4858702379925058
4.24,0.5132775971946537
4.25,0.5412110254844059
4.26,0.5696708254898156
4.27,0.5986572998389352
4.28,0.628170751159821
4.29,0.6582114820805203
4.3,0.6887797952290887
4.31,0.7198759932335799
4.32,0.7515003787220487
4.33,0.7836532543225427
4.34,0.8163349226631184
4.35,0.8495456863718275
4.36,0.8832858480767278
4.37,0.9175557104058648
4.38,0.9523555759872948
4.39,0.9876857474490708
4.4,1.0235465274192497
4.41,1.0599382185258772
4.42,1.09686112339701
4.43,1.1343155446607005
4.44,1.172301784945006
4.45,1.2108201468779716
4.46,1.2498709330876552
4.47,1.2894544462021085
4.48,1.3295709888493878
4.49,1.37022086365754
4.5,1.4114043732546209
4.51,1.4531218202686846
4.52,1.4953735073277816
4.53,1.5381597370599724
4.54,1.5814808120932995
4.55,1.6253370350558205
4.56,1.6697287085755887
4.57,1.7146561352806604
4.58,1.7601196177990817
4.59,1.806119458758909
4.6,1.852655960788194
4.61,1.8997294265149969
4.62,1.9473401585673595
4.63,1.9954884595733404
4.64,2.0441746321609915
4.65,2.093398978958372
4.66,2.143161802593524
4.67,2.193463405694505
4.68,2.244304090889371
4.69,2.295684160806176
4.7,2.347603918072965
4.71,2.4000636653177976
4.72,2.453063705168724
4.73,2.5066043402538023
4.74,2.560685873201077
4.75,2.615308606638606
4.76,2.6704728431944407
4.77,2.7261788854966365
4.78,2.7824270361732486
4.79,2.8392175978523224
4.8,2.8965508731619143
4.81,2.95442716473008
4.82,3.0128467751848724
4.83,3.071810007154339
4.84,3.131317163266536
4.85,3.1913685461495165
4.86,3.251964458431339
4.87,3.3131052027400454
4.88,3.3747910817036963
4.89,3.4370223979503414
4.9,3.49979945410804
4.91,3.5631225528048365
4.92,3.626991996668786
4.93,3.691408088327943
4.94,3.756371130410368
4.95,3.821881425544099
4.96,3.887939276357197
4.97,3.954544985477716
4.98,4.021698855533711
4.99,4.089401189153227
5.0,4.1576522889643215
5.01,4.226452457595047
5.02,4.295801997673458
5.03,4.365701211827613
5.04,4.436150402685549
5.05,4.50714987287533
5.06,4.578699925025011
5.07,4.650800861762644
5.08,4.723452985716275
5.09,4.796656599513959
5.1,4.870412005783754
5.11,4.944719507153716
5.12,5.019579406251883
5.13,5.094992005706323
5.14,5.170957608145079
5.15,5.247476516196219
5.16,5.3245490324877744
5.17,5.402175459647809
5.18,5.480356100304379
5.19,5.55909125708554
5.2,5.638381232619332
5.21,5.718226329533818
5.22,5.798626850457044
5.23,5.879583098017076
5.24,5.961095374841952
5.25,6.0431639835597295
5.26,6.1257892267984655
5.27,6.208971407186208
5.28,6.292710827351023
5.29,6.377007789920944
5.3,6.461862597524034
5.31,6.547275552788344
5.32,6.633246958341937
5.33,6.719777116812852
5.34,6.806866330829141
5.35,6.894514903018866
5.36,6.982723136010087
5.37,7.071491332430838
5.38,7.160819794909182
5.39,7.250708826073168
5.4,7.341158728550862
5.41,7.4321698049703
5.42,7.523742357959541
5.43,7.615876690146639
5.44,7.708573104159655
5.45,7.801831902626626
5.46,7.895653388175615
5.47,7.9900378634346705
5.48,8.084985631031858
5.49,8.180496993595211
5.5,8.276572253752793
5.51,8.373211714132655
5.52,8.470415677362851
5.53,8.568184446071445
5.54,8.666518322886466
5.55,8.765417610435982
5.56,8.864882611348044
5.57,8.964913628250713
5.58,9.065510963772024
5.59,9.166674920540045
5.6,9.26840580118282
5.61,9.370703908328414
5.62,9.473569544604866
5.63,9.577003012640231
5.64,9.68100461506257
5.65,9.78557465449994
5.66,9.890713433580371
5.67,9.99642125493194
5.68,10.102698421182684
5.69,10.209545234960672
5.7,10.316961998893944
5.71,10.424949015610554
5.72,10.533506587738556
5.73,10.642635017906017
5.74,10.752334608740966
5.75,10.86260566287147
5.76,10.973448482925578
5.77,11.084863371531345
5.78,11.196850631316837
5.79,11.309410564910078
5.8,11.422543474939136
5.81,11.53624966403207
5.82,11.650529434816931
5.83,11.765383089921764
5.84,11.880810931974626
5.85,11.996813263603572
5.86,12.113390387436665
5.87,12.230542606101928
5.88,12.34827022222744
5.89,12.466573538441244
5.9,12.585452857371408
5.91,12.70490848164596
5.92,12.824940713892964
5.93,12.945549856740476
5.94,13.06673621281656
5.95,13.188500084749244
5.96,13.310841775166594
5.97,13.433761586696663
5.98,13.557259821967516
5.99,13.68133678360718
6.0,13.80599277424372
6.01,13.931228096505194
6.02,14.057043053019648
6.03,14.183437946415154
6.04,14.310413079319735
6.05,14.437968754361462
6.06,14.56610527416838
6.07,14.694822941368558
6.08,14.824122058590028
6.09,14.95400292846085
6.1,15.084465853609082
6.11,15.215511136662789
6.12,15.34713908024999
6.13,15.479349986998765
6.14,15.612144159537154
6.15,15.745521900493223
6.16,15.879483512495014
6.17,16.01402929817058
6.18,16.14915956014798
6.19,16.28487460105527
6.2,16.421174723520494
6.21,16.558060230171698
6.22,16.695531423636954
6.23,16.833588606544314
6.24,16.972232081521813
6.25,17.11146215119751
6.26,17.251279118199466
6.27,17.39168328515573
6.28,17.532674954694368
6.29,17.674254429443405
6.3,17.816422012030916
6.31,17.95917800508494
6.32,18.10252271123355
6.33,18.246456433104772
6.34,18.39097947332668
6.35,18.53609213452732
6.36,18.68179471933475
6.37,18.82808753037701
6.38,18.97497087028216
6.39,19.12244504167825
6.4,19.27051034719336
6.41,19.419167089455502
6.42,19.568415571092743
6.43,19.71825609473315
6.44,19.868688963004768
6.45,20.019714478535644
6.46,20.17133294395383
6.47,20.323544661887382
6.48,20.47634993496437
6.49,20.629749065812824
6.5,20.7837423570608
6.51,20.93833011133636
6.52,21.093512631267544
6.53,21.249290219482432
6.54,21.40566317860905
6.55,21.562631811275452
6.56,21.72019642010971
6.57,21.87835730773987
6.58,22.037114776793963
6.59,22.19646912990007
6.6,22.35642066968623
6.61,22.516969698780517
6.62,22.67811651981095
6.63,22.839861435405595
6.64,23.00220474819252
6.65,23.16514676079977
6.66,23.328687775855386
6.67,23.492828095987424
6.68,23.65756802382395
6.69,23.822907861993023
6.7,23.98884791312266
6.71,24.155388479840944
6.72,24.322529864775923
6.73,24.49027237055565
6.74,24.65861629980818
6.75,24.827561955161546
6.76,24.997109639243828
6.77,25.16725965468306
6.78,25.338012304107323
6.79,25.509367890144624
6.8,25.68132671542305
6.81,25.85388908257065
6.82,26.02705529421548
6.83,26.200825652985564
6.84,26.375200461509
6.85,26.55018002241379
6.86,26.725764638328044
6.87,26.90195461187977
6.88,27.07875024569703
6.89,27.25615184240789
6.9,27.434159704640415
6.91,27.61277413502262
6.92,27.79199543618258
6.93,27.97182391074833
6.94,28.15225986134798
6.95,28.33330359060951
6.96,28.51495540116101
6.97,28.69721559563052
6.98,28.88008447664612
6.99,29.06356234683584
7.0,29.24764950882772
7.01,29.432346265249837
7.02,29.617652918730226
7.03,29.80356977189697
7.04,29.9900971273781
7.05,30.177235287801658
7.06,30.364984555795715
7.07,30.55334523398834
7.08,30.742317625007537
7.09,30.931902031481396
7.1,31.12209875603796
7.11,31.312908101305297
7.12,31.504330369911436
7.13,31.696365864484434
7.14,31.88901488765235
7.15,32.08227774204326
7.16,32.276154730285164
7.17,32.470646155006165
7.18,32.665752318834286
7.19,32.8614735243976
7.2,33.057810074324145
7.21,33.25476227124198
7.22,33.45233041777915
7.23,33.650514816563735
7.24,33.849315770223754
7.25,34.04873358138727
7.26,34.248768552682336
7.27,34.44942098673702
7.28,34.65069118617937
7.29,34.852579453637425
7.3,35.055086091739234
7.31,35.258211403112874
7.32,35.461955690386404
7.33,35.66631925618784
7.34,35.87130240314525
7.35,36.07690543388669
7.36,36.28312865104023
7.37,36.489972357233896
7.38,36.69743685509575
7.39,36.90552244725384
7.4,37.11422943633626
7.41,37.32355812497101
7.42,37.53350881578615
7.43,37.74408181140974
7.44,37.95527741446987
7.45,38.16709592759453
7.46,38.379537653411816
7.47,38.59260289454977
7.48,38.80629195363645
7.49,39.020605133299895
7.5,39.23554273616816
7.51,39.4511050648693
7.52,39.66729242203138
7.53,39.88410511028247
7.54,40.101543432250566
7.55,40.31960769056376
7.56,40.53829818785009
7.57,40.75761522673764
7.58,40.977559109854425
7.59,41.19813013982851
7.6,41.41932861928795
7.61,41.641154850860815
7.62,41.86360913717513
7.63,42.08669178085896
7.64,42.31040308454035
7.65,42.534743350847386
7.66,42.75971288240807
7.67,42.98531198185048
7.68,43.21154095180268
7.69,43.43840009489273
7.7,43.66588971374863
7.71,43.89401011099848
7.72,44.12276158927033
7.73,44.352144451192245
7.74,44.58215899939222
7.75,44.81280553649836
7.76,45.0440843651387
7.77,45.27599578794128
7.78,45.508540107534216
7.79,45.74171762654548
7.8,45.97552864760317
7.81,46.209973473335324
7.82,46.44505240637002
7.83,46.68076574933527
7.84,46.91711380485914
7.85,47.1540968755697
7.86,47.391715264095005
7.87,47.62996927306308
7.88,47.868859205102005
7.89,48.10838536283981
7.9,48.34854804890458
7.91,48.589347565924335
7.92,48.830784216527135
7.93,49.07285830334105
7.94,49.31557012899413
7.95,49.55891999611441
7.96,49.80290820732995
7.97,50.0475350652688
7.98,50.292800872559056
7.99,50.53870593182869
8.0,50.78525054570582
8.01,51.03243501681848
8.02,51.28025964779471
8.03,51.52872474126258
8.04,51.77783059985013
8.05,52.02757752618547
8.06,52.27796582289656
8.07,52.52899579261148
8.08,52.780667737958325
8.09,53.0329819615651
8.1,53.2859387660599
8.11,53.53953845407075
8.12,53.793781328225705
8.13,54.04866769115287
8.14,54.30419784548022
8.15,54.560372093835824
8.16,54.81719073884777
8.17,55.07465408314407
8.18,55.33276242935281
8.19,55.59151608010204
8.2,55.8509153380198
8.21,56.11096050573418
8.22,56.37165188587318
8.23,56.63298978106486
8.24,56.89497449393728
8.25,57.15760632711851
8.26,57.4208855832366
8.27,57.68481256491958
8.28,57.94938757479553
8.29,58.214610915492486
8.3,58.48048288963855
8.31,58.7470037998617
8.32,59.01417394879001
8.33,59.28199363905155
8.34,59.55046317327437
8.35,59.819582854086505
8.36,60.08935298411603
8.37,60.359773865991
8.38,60.63084580233949
8.39,60.90256909578949
8.4,61.17494404896908
8.41,61.44797096450631
8.42,61.72165014502926
8.43,61.99598189316594
8.44,62.27096651154445
8.45,62.5466043027928
8.46,62.82289556953912
8.47,63.09984061441136
8.48,63.37743974003762
8.49,63.65569324904594
8.5,63.93460144406438
8.51,64.21416462772103
8.52,64.49438310264388
8.53,64.77525717146104
8.54,65.05678713680051
8.55,65.33897330129042
8.56,65.62181596755875
8.57,65.90531543823356
8.58,66.18947201594291
8.59,66.47428600331487
8.6,66.7597577029775
8.61,67.04588741755882
8.62,67.33267544968689
8.63,67.62012210198984
8.64,67.90822767709561
8.65,68.19699247763229
8.66,68.48641680622794
8.67,68.77650096551062
8.68,69.06724525810839
8.69,69.35864998664928
8.7,69.65071545376135
8.71,69.94344196207273
8.72,70.23682981421133
8.73,70.53087931280528
8.74,70.82559076048264
8.75,71.12096445987142
8.76,71.41700071359972
8.77,71.71369982429557
8.78,72.01106209458703
8.79,72.30908782710216
8.8,72.60777732446904
8.81,72.90713088931565
8.82,73.20714882427006
8.83,73.50783143196037
8.84,73.8091790150146
8.85,74.1111918760608
8.86,74.41387031772705
8.87,74.71721464264137
8.88,75.02122515343189
8.89,75.32590215272653
8.9,75.63124594315343
8.91,75.93725682734063
8.92,76.24393510791617
8.93,76.55128108750812
8.94,76.85929506874453
8.95,77.16797735425344
8.96,77.47732824666296
8.97,77.78734804860106
8.98,78.09803706269582
8.99,78.4093955915753
9.0,78.72142393786756
9.01,79.03412240420063
9.02,79.34749129320261
9.03,79.66153090750149
9.04,79.97624154972537
9.05,80.29162352250236
9.06,80.60767712846038
9.07,80.92440267022755
9.08,81.24180045043188
9.09,81.5598707717015
9.1,81.87861393666441
9.11,82.1980302479487
9.12,82.51812000818236
9.13,82.83888351999356
9.14,83.16032108601021
9.15,83.48243300886045
9.16,83.8052195911723
9.17,84.12868113557383
9.18,84.45281794469308
9.19,84.77763032115813
9.2,85.103118567597
9.21,85.4292829866378
9.22,85.7561238809085
9.23,86.08364155303718
9.24,86.41183630565192
9.25,86.74070844138076
9.26,87.07025826285175
9.27,87.40048607269296
9.28,87.73139217353238
9.29,88.06297686799816
9.3,88.39524045871835
9.31,88.72818324832087
9.32,89.06180553943389
9.33,89.39610763468542
9.34,89.73108983670352
9.35,90.06675244811629
9.36,90.4030957715517
9.37,90.74012010963789
9.38,91.07782576500288
9.39,91.41621304027466
9.4,91.75528223808136
9.41,92.09503366105096
9.42,92.43546761181156
9.43,92.77658439299124
9.44,93.11838430721808
9.45,93.46086765711998
9.46,93.8040347453252
9.47,94.14788587446162
9.48,94.49242134715738
9.49,94.83764146604048
9.5,95.183546533739
9.51,95.53013685288104
9.52,95.87741272609456
9.53,96.22537445600769
9.54,96.57402234524844
9.55,96.92335669644494
9.56,97.27337781222514
9.57,97.62408599521711
9.58,97.97548154804896
9.59,98.32756477334868
9.6,98.68033597374438
9.61,99.03379545186404
9.62,99.38794351033582
9.63,99.74278045178774
9.64,100.09830657884775
9.65,100.45452219414402
9.66,100.81142760030453
9.67,101.16902309995736
9.68,101.5273089957306
9.69,101.88628559025226
9.7,102.24595318615036
9.71,102.60631208605314
9.72,102.96736259258836
9.73,103.3291050083843
9.74,103.69153963606892
9.75,104.05466677827025
9.76,104.4184867376164
9.77,104.7829998167354
9.78,105.14820631825532
9.79,105.51410654480418
9.8,105.88070079901014
9.81,106.2479893835011
9.82,106.61597260090517
9.83,106.98465075385042
9.84,107.3540241449649
9.85,107.72409307687664
9.86,108.09485785221368
9.87,108.46631877360416
9.88,108.83847614367616
9.89,109.21133026505753
9.9,109.58488144037646
9.91,109.959129972261
9.92,110.3340761633392
9.93,110.70972031623909
9.94,111.08606273358868
9.95,111.46310371801616
9.96,111.84084357214952
9.97,112.21928259861676
9.98,112.59842110004594
9.99,112.97825937906516
10.0,113.35879773830244
10.01,113.74003648038584
10.02,114.12197590794342
10.03,114.50461632360326
10.04,114.88795802999336
10.05,115.27200132974188
10.06,115.65674652547672
10.07,116.042193919826
10.08,116.42834381541778
10.09,116.8151965148801
10.1,117.20275232084104
10.11,117.59101153592864
10.12,117.97997446277093
10.13,118.36964140399604
10.14,118.76001266223192
10.15,119.15108854010666
10.16,119.54286934024832
10.17,119.93535536528496
10.18,120.32854691784462
10.19,120.72244430055537
10.2,121.11704781604524
10.21,121.5123577669424
10.22,121.90837445587466
10.23,122.30509818547029
10.24,122.7025292583572
10.25,123.10066797716354
10.26,123.49951464451736
10.27,123.8990695630466
10.28,124.29933303537946
10.29,124.70030536414392
10.3,125.10198685196812
10.31,125.50437780147996
10.32,125.90747851530752
10.33,126.311289296079
10.34,126.7158104464223
10.35,127.12104226896554
10.36,127.52698506633676
10.37,127.93363914116398
10.38,128.3410047960754
10.39,128.74908233369885
10.4,129.1578720566625
10.41,129.56737426759443
10.42,129.97758926912266
10.43,130.3885173638752
10.44,130.8001588544802
10.45,131.2125140435656
10.46,131.62558323375964
10.47,132.03936672769012
10.48,132.45386482798526
10.49,132.86907783727304
10.5,133.28500605818152
10.51,133.70164979333882
10.52,134.11900934537292
10.53,134.5370850169119
10.54,134.95587711058386
10.55,135.37538592901683
10.56,135.7956117748388
10.57,136.21655495067785
10.58,136.63821575916205
10.59,137.06059450291943
10.6,137.4836914845781
10.61,137.90750700676605
10.62,138.33204137211135
10.63,138.75729488324217
10.64,139.1832678427864
10.65,139.60996055337208
10.66,140.03737331762733
10.67,140.46550643818028
10.68,140.89436021765886
10.69,141.32393495869115
10.7,141.75423096390523
10.71,142.18524853592922
10.72,142.61698797739103
10.73,143.0494495909188
10.74,143.48263367914055
10.75,143.91654054468435
10.76,144.35117049017825
10.77,144.78652381825032
10.78,145.22260083152855
10.79,145.6594018326411
10.8,146.096927124216
10.81,146.5351770088812
10.82,146.97415178926482
10.83,147.41385176799486
10.84,147.85427724769949
10.85,148.29542853100668
10.86,148.73730592054451
10.87,149.179909718941
10.88,149.62324022882433
10.89,150.06729775282236
10.9,150.51208259356324
10.91,150.95759505367496
10.92,151.40383543578568
10.93,151.85080404252338
10.94,152.2985011765162
10.95,152.74692714039205
10.96,153.19608223677915
10.97,153.6459667683054
10.98,154.09658103759892
10.99,154.54792534728776
11.0,155.0
11.01,155.45280135070487
11.02,155.9063099637365
11.03,156.36050245577042
11.04,156.81535544348193
11.05,157.27084554354653
11.06,157.72694937263944
11.07,158.18364354743625
11.08,158.6409046846122
11.09,159.09870940084275
11.1,159.55703431280332
11.11,160.01585603716927
11.12,160.47515119061603
11.13,160.93489638981907
11.14,161.39506825145358
11.15,161.8556433921951
11.16,162.316598428719
11.17,162.77790997770072
11.18,163.23955465581557
11.19,163.70150907973905
11.2,164.16374986614642
11.21,164.62625363171335
11.22,165.0889969931149
11.23,165.5519565670266
11.24,166.01510897012392
11.25,166.47843081908218
11.26,166.94189873057675
11.27,167.40548932128314
11.28,167.86917920787664
11.29,168.33294500703272
11.3,168.7967633354268
11.31,169.26061080973412
11.32,169.72446404663026
11.33,170.18829966279048
11.34,170.6520942748902
11.35,171.1158244996049
11.36,171.57946695361
11.37,172.0429982535807
11.38,172.5063950161927
11.39,172.9696338581211
11.4,173.43269139604146
11.41,173.8955442466291
11.42,174.3581690265594
11.43,174.82054235250794
11.44,175.28264084114988
11.45,175.74444110916076
11.46,176.20591977321607
11.47,176.66705344999093
11.48,177.1278187561609
11.49,177.5881923084014
11.5,178.04815072338778
11.51,178.50767061779544
11.52,178.96672860829975
11.53,179.42530131157622
11.54,179.88336534430016
11.55,180.340897323147
11.56,180.7978738647921
11.57,181.25427158591083
11.58,181.71006710317863
11.59,182.16523703327093
11.6,182.6197579928631
11.61,183.0736065986305
11.62,183.52675946724855
11.63,183.9791932153928
11.64,184.4308844597384
11.65,184.8818098169608
11.66,185.3319459037355
11.67,185.7812693367378
11.68,186.2297567326432
11.69,186.677384708127
11.7,187.12412987986465
11.71,187.56996886453163
11.72,188.01487827880317
11.73,188.4588347393547
11.74,188.9018148628617
11.75,189.34379526599952
11.76,189.78475256544357
11.77,190.22466337786915
11.78,190.66350431995184
11.79,191.1012520083669
11.8,191.53788305978992
11.81,191.973374090896
11.82,192.4077017183607
11.83,192.84084255885935
11.84,193.2727732290675
11.85,193.7034703456604
11.86,194.13291052531352
11.87,194.56107038470225
11.88,194.987926540502
11.89,195.413455609388
11.9,195.8376342080359
11.91,196.2604389531209
11.92,196.68184646131851
11.93,197.10183334930417
11.94,197.5203762337531
11.95,197.93745173134084
11.96,198.3530364587428
11.97,198.76710703263424
11.98,199.1796400696907
11.99,199.59061218658752
12.0,200.0
12.01,200.40779120347185
12.02,200.8140177980187
12.03,201.2187228615246
12.04,201.62194947187345
12.05,202.0237407069492
12.06,202.4241396446356
12.07,202.82318936281683
12.08,203.2209329393767
12.09,203.61741345219917
12.1,204.01267397916808
12.11,204.40675759816745
12.12,204.7997073870812
12.13,205.1915664237933
12.14,205.58237778618752
12.15,205.97218455214792
12.16,206.3610297995584
12.17,206.74895660630284
12.18,207.13600805026527
12.19,207.52222720932957
12.2,207.9076571613796
12.21,208.2923409842994
12.22,208.6763217559728
12.23,209.0596425542838
12.24,209.4423464571163
12.25,209.82447654235412
12.26,210.2060758878814
12.27,210.587187571582
12.28,210.96785467133972
12.29,211.34812026503863
12.3,211.72802743056263
12.31,212.10761924579563
12.32,212.4869387886215
12.33,212.8660291369242
12.34,213.2449333685877
12.35,213.62369456149597
12.36,214.0023557935328
12.37,214.3809601425822
12.38,214.75955068652812
12.39,215.13817050325449
12.4,215.5168626706452
12.41,215.8956702665841
12.42,216.2746363689553
12.43,216.65380405564255
12.44,217.03321640452992
12.45,217.41291649350123
12.46,217.79294740044057
12.47,218.17335220323164
12.48,218.5541739797585
12.49,218.93545580790504
12.5,219.31724076555523
12.51,219.69957193059295
12.52,220.08249238090224
12.53,220.46604519436687
12.54,220.8502734488709
12.55,221.23522022229812
12.56,221.6209285925326
12.57,222.0074416374582
12.58,222.3948024349588
12.59,222.7830540629184
12.6,223.1722395992209
12.61,223.56240212175024
12.62,223.9535847083904
12.63,224.3458304370252
12.64,224.7391823855387
12.65,225.13368363181465
12.66,225.52937725373707
12.67,225.92630632918997
12.68,226.32451393605712
12.69,226.72404315222252
12.7,227.12493705557017
12.71,227.527238723984
12.72,227.9309912353478
12.73,228.3362376675456
12.74,228.7430210984612
12.75,229.15138460597868
12.76,229.56137126798197
12.77,229.9730241623549
12.78,230.38638636698144
12.79,230.8015009597455
12.8,231.2184110185312
12.81,231.63715962122208
12.82,232.0577898457024
12.83,232.48034476985592
12.84,232.90486747156663
12.85,233.3314010287185
12.86,233.7599885191953
12.87,234.19067302088115
12.88,234.62349761165996
12.89,235.05850536941543
12.9,235.4957393720317
12.91,235.93524269739268
12.92,236.37705842338227
12.93,236.8212296278844
12.94,237.2677993887829
12.95,237.71681078396188
12.96,238.1683068913052
12.97,238.62233078869676
12.98,239.0789255540204
12.99,239.53813426516012
13.0,240.0
13.01,240.46454383540797
13.02,240.9316988441887
13.03,241.40137609813124
13.04,241.8734866690244
13.05,242.34794162865717
13.06,242.82465204881825
13.07,243.3035290012966
13.08,243.7844835578812
13.09,244.2674267903608
13.1,244.75226977052444
13.11,245.2389235701609
13.12,245.7272992610592
13.13,246.2173079150081
13.14,246.70886060379652
13.15,247.20186839921345
13.16,247.6962423730476
13.17,248.1918935970879
13.18,248.6887331431234
