wind_speed,Jacobs Wind Electric 31-20
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.09
3.01,0.0929633213352879
3.02,0.0959395322866192
3.03,0.0989289412291763
3.04,0.1019318565381423
3.05,0.1049485865886996
3.06,0.1079794397560314
3.07,0.1110247244153202
3.08,0.114084748941749
3.09,0.1171598217105004
3.1,0.1202502510967574
3.11,0.1233563454757026
3.12,0.126478413222519
3.13,0.1296167627123891
3.14,0.1327717023204959
3.15,0.1359435404220222
3.16,0.1391325853921508
3.17,0.1423391456060643
3.18,0.1455635294389458
3.19,0.1488060452659777
3.2,0.1520670014623433
3.21,0.1553467064032249
3.22,0.1586454684638056
3.23,0.161963596019268
3.24,0.1653013974447952
3.25,0.1686591811155695
3.26,0.1720372554067741
3.27,0.1754359286935917
3.28,0.1788555093512051
3.29,0.1822963057547971
3.3,0.1857586262795502
3.31,0.1892427793006477
3.32,0.192749073193272
3.33,0.1962778163326061
3.34,0.1998293170938327
3.35,0.2034038838521346
3.36,0.2070018249826946
3.37,0.2106234488606956
3.38,0.2142690638613201
3.39,0.2179389783597513
3.4,0.2216335007311715
3.41,0.2253529393507641
3.42,0.2290976025937113
3.43,0.2328677988351964
3.44,0.2366638364504017
3.45,0.2404860238145104
3.46,0.244334669302705
3.47,0.2482100812901687
3.48,0.2521125681520837
3.49,0.2560424382636333
3.5,0.26
3.51,0.2639855617363666
3.52,0.2679994318479163
3.53,0.2720419187098313
3.54,0.276113330697295
3.55,0.2802139761854896
3.56,0.2843441635495983
3.57,0.2885042011648036
3.58,0.2926943974062886
3.59,0.2969150606492359
3.6,0.3011664992688285
3.61,0.3054490216402487
3.62,0.3097629361386799
3.63,0.3141085511393044
3.64,0.3184861750173055
3.65,0.3228961161478653
3.66,0.3273386829061673
3.67,0.3318141836673938
3.68,0.336322926806728
3.69,0.3408652206993522
3.7,0.3454413737204498
3.71,0.3500516942452029
3.72,0.354696490648795
3.73,0.3593760713064082
3.74,0.3640907445932259
3.75,0.3688408188844304
3.76,0.3736266025552048
3.77,0.378448403980732
3.78,0.3833065315361944
3.79,0.3882012935967752
3.8,0.3931329985376567
3.81,0.3981019547340223
3.82,0.4031084705610542
3.83,0.4081528543939356
3.84,0.4132354146078492
3.85,0.4183564595779778
3.86,0.423516297679504
3.87,0.4287152372876109
3.88,0.4339535867774809
3.89,0.4392316545242974
3.9,0.4445497489032426
3.91,0.4499081782894997
3.92,0.455307251058251
3.93,0.4607472755846798
3.94,0.4662285602439685
3.95,0.4717514134113004
3.96,0.4773161434618577
3.97,0.4829230587708237
3.98,0.4885724677133808
3.99,0.4942646786647121
4.0,0.5
4.01,0.5057785917192448
4.02,0.5116000203217154
4.03,0.5174637039314981
4.04,0.5233690606726781
4.05,0.5293155086693416
4.06,0.5353024660455752
4.07,0.5413293509254652
4.08,0.5473955814330965
4.09,0.5535005756925556
4.1,0.5596437518279288
4.11,0.5658245279633026
4.12,0.5720423222227617
4.13,0.578296552730393
4.14,0.5845866376102825
4.15,0.5909119949865166
4.16,0.5972720429831803
4.17,0.6036661997243602
4.18,0.6100938833341425
4.19,0.6165545119366134
4.2,0.6230475036558584
4.21,0.6295722766159635
4.22,0.6361282489410149
4.23,0.6427148387550994
4.24,0.6493314641823018
4.25,0.6559775433467088
4.26,0.6626524943724061
4.27,0.6693557353834803
4.28,0.6760866845040174
4.29,0.6828447598581027
4.3,0.6896293795698225
4.31,0.6964399617632631
4.32,0.7032759245625111
4.33,0.7101366860916513
4.34,0.7170216644747702
4.35,0.7239302778359541
4.36,0.7308619442992893
4.37,0.737816081988861
4.38,0.7447921090287556
4.39,0.7517894435430591
4.4,0.7588075036558583
4.41,0.765845707491238
4.42,0.7729034731732848
4.43,0.7799802188260846
4.44,0.7870753625737245
4.45,0.7941883225402886
4.46,0.8013185168498643
4.47,0.808465363626537
4.48,0.8156282809943937
4.49,0.8228066870775192
4.5,0.83
4.51,0.8372078313866532
4.52,0.8444305668652213
4.53,0.8516687855641775
4.54,0.8589230666119935
4.55,0.8661939891371433
4.56,0.8734821322680995
4.57,0.8807880751333369
4.58,0.8881123968613258
4.59,0.895455676580541
4.6,0.902818493419455
4.61,0.910201426506542
4.62,0.9176050549702732
4.63,0.9250299579391228
4.64,0.9324767145415634
4.65,0.9399459039060696
4.66,0.947438105161112
4.67,0.954953897435165
4.68,0.9624938598567016
4.69,0.9700585715541952
4.7,0.977648611656118
4.71,0.9852645592909434
4.72,0.9929069935871448
4.73,1.0005764936731956
4.74,1.0082736386775677
4.75,1.0159990077287346
4.76,1.0237531799551696
4.77,1.031536734485346
4.78,1.0393502504477372
4.79,1.0471943069708147
4.8,1.0550694831830525
4.81,1.062976358212924
4.82,1.0709155111889024
4.83,1.0788875212394595
4.84,1.0868929674930694
4.85,1.0949324290782048
4.86,1.1030064851233397
4.87,1.1111157147569453
4.88,1.119260697107496
4.89,1.127442011303465
4.9,1.135660236473325
4.91,1.1439159517455488
4.92,1.1522097362486097
4.93,1.1605421691109803
4.94,1.1689138294611352
4.95,1.1773252964275456
4.96,1.1857771491386857
4.97,1.1942699667230277
4.98,1.2028043283090455
4.99,1.211380813025212
5.0,1.22
5.01,1.2286623867542978
5.02,1.237368144378656
5.03,1.2461173623560415
5.04,1.2549101301694183
5.05,1.263746537301752
5.06,1.2726266732360096
5.07,1.2815506274551571
5.08,1.2905184894421593
5.09,1.299530348679981
5.1,1.30858629465159
5.11,1.3176864168399516
5.12,1.3268308047280306
5.13,1.3360195477987933
5.14,1.3452527355352053
5.15,1.354530457420233
5.16,1.3638528029368413
5.17,1.3732198615679965
5.18,1.3826317227966636
5.19,1.39208847610581
5.2,1.401590210978399
5.21,1.411137016897398
5.22,1.4207289833457728
5.23,1.4303661998064896
5.24,1.440048755762512
5.25,1.4497767406968074
5.26,1.459550244092341
5.27,1.469369355432079
5.28,1.4792341641989877
5.29,1.4891447598760317
5.3,1.4991012319461765
5.31,1.5091036698923883
5.32,1.5191521631976348
5.33,1.5292468013448783
5.34,1.5393876738170869
5.35,1.5495748700972254
5.36,1.5598084796682603
5.37,1.5700885920131569
5.38,1.58041529661488
5.39,1.5907886829563973
5.4,1.601208840520674
5.41,1.6116758587906737
5.42,1.6221898272493651
5.43,1.632750835379712
5.44,1.643358972664682
5.45,1.6540143285872386
5.46,1.664716992630349
5.47,1.6754670542769778
5.48,1.6862646030100934
5.49,1.6971097283126584
5.5,1.7080025196676398
5.51,1.7189430665580032
5.52,1.729931458466715
5.53,1.7409677848767413
5.54,1.752052135271046
5.55,1.7631845991325958
5.56,1.774365265944357
5.57,1.7855942251892951
5.58,1.7968715663503751
5.59,1.8081973789105636
5.6,1.8195717523528256
5.61,1.8309947761601288
5.62,1.8424665398154365
5.63,1.853987132801715
5.64,1.8655566446019305
5.65,1.877175164699049
5.66,1.8888427825760363
5.67,1.9005595877158568
5.68,1.9123256696014783
5.69,1.9241411177158656
5.7,1.936006021541984
5.71,1.947920470562799
5.72,1.959884554261277
5.73,1.971898362120385
5.74,1.9839619836230868
5.75,1.9960755082523485
5.76,2.0082390254911355
5.77,2.020452624822415
5.78,2.032716395729153
5.79,2.0450304276943125
5.8,2.057394810200861
5.81,2.0698096327317645
5.82,2.0822749847699904
5.83,2.094790955798501
5.84,2.107357635300263
5.85,2.119975112758243
5.86,2.1326434776554075
5.87,2.14536281947472
5.88,2.1581332276991483
5.89,2.1709547918116567
5.9,2.1838276012952127
5.91,2.1967517456327794
5.92,2.209727314307324
5.93,2.222754396801813
5.94,2.2358330825992123
5.95,2.248963461182486
5.96,2.2621456220346
5.97,2.2753796546385217
5.98,2.2886656484772168
5.99,2.3020036930336483
6.0,2.315393877790784
6.01,2.328836292231589
6.02,2.34233102583903
6.03,2.355878168096074
6.04,2.369477808485683
6.05,2.383130036490825
6.06,2.396834941594465
6.07,2.4105926132795714
6.08,2.4244031410291056
6.09,2.4382666143260354
6.1,2.4521831226533277
6.11,2.466152755493948
6.12,2.4801756023308594
6.13,2.4942517526470303
6.14,2.508381295925426
6.15,2.5225643216490123
6.16,2.536800919300754
6.17,2.5510911783636168
6.18,2.565435188320568
6.19,2.5798330386545723
6.2,2.594284818848595
6.21,2.608790618385603
6.22,2.623350526748561
6.23,2.6379646334204363
6.24,2.652633027884193
6.25,2.667355799622797
6.26,2.6821330381192148
6.27,2.6969648328564118
6.28,2.7118512733173548
6.29,2.7267924489850066
6.3,2.7417884493423363
6.31,2.756839363872307
6.32,2.771945282057888
6.33,2.78710629338204
6.34,2.802322487327733
6.35,2.8175939533779304
6.36,2.8329207810156003
6.37,2.8483030597237065
6.38,2.863740878985214
6.39,2.879234328283089
6.4,2.8947834971003013
6.41,2.910388474919811
6.42,2.926049351224586
6.43,2.9417662154975925
6.44,2.957539157221798
6.45,2.973368265880165
6.46,2.989253630955659
6.47,3.005195341931248
6.48,3.021193488289899
6.49,3.037248159514573
6.5,3.0533594450882395
6.51,3.069527434493862
6.52,3.0857522172144094
6.53,3.1020338827328464
6.54,3.118372520532136
6.55,3.134768220095246
6.56,3.151221070905142
6.57,3.167731162444791
6.58,3.1842985841971565
6.59,3.200923425645205
6.6,3.217605776271902
6.61,3.234345725560216
6.62,3.251143362993109
6.63,3.267998778053548
6.64,3.284912060224499
6.65,3.3018832989889293
6.66,3.318912583829802
6.67,3.3360000042300832
6.68,3.35314564967274
6.69,3.3703496096407384
6.7,3.387611973617042
6.71,3.4049328310846176
6.72,3.422312271526432
6.73,3.439750384425452
6.74,3.457247259264639
6.75,3.474802985526961
6.76,3.492417652695385
6.77,3.510091350252875
6.78,3.5278241676824
6.79,3.5456161944669216
6.8,3.563467520089406
6.81,3.581378234032821
6.82,3.599348425780133
6.83,3.617378184814304
6.84,3.635467600618304
6.85,3.653616762675095
6.86,3.671825760467646
6.87,3.69009468347892
6.88,3.708423621191884
6.89,3.726812663089504
6.9,3.745261898654748
6.91,3.763771417370576
6.92,3.7823413087199578
6.93,3.800971662185858
6.94,3.819662567251245
6.95,3.838414113399081
6.96,3.857226390112333
6.97,3.876099486873965
6.98,3.895033493166948
6.99,3.9140284984742415
7.0,3.933084592278814
7.01,3.9522018640636327
7.02,3.97138040331166
7.03,3.9906202995058657
7.04,4.009921642129212
7.05,4.029284520664667
7.06,4.048709024595195
7.07,4.068195243403764
7.08,4.087743266573336
7.09,4.107353183586879
7.1,4.127025083927358
7.11,4.146759057077742
7.12,4.16655519252099
7.13,4.1864135797400746
7.14,4.206334308217957
7.15,4.226317467437607
7.16,4.246363146881986
7.17,4.266471436034062
7.18,4.286642424376801
7.19,4.30687620139317
7.2,4.327172856566129
7.21,4.347532479378652
7.22,4.3679551593136985
7.23,4.388440985854237
7.24,4.408990048483231
7.25,4.429602436683649
7.26,4.450278239938455
7.27,4.471017547730614
7.28,4.491820449543097
7.29,4.512687034858863
7.3,4.533617393160879
7.31,4.554611613932114
7.32,4.575669786655534
7.33,4.5967920008141006
7.34,4.617978345890782
7.35,4.639228911368543
7.36,4.6605437867303525
7.37,4.681923061459171
7.38,4.703366825037969
7.39,4.724875166949708
7.4,4.746448176677359
7.41,4.768085943703883
7.42,4.789788557512248
7.43,4.811556107585417
7.44,4.833388683406362
7.45,4.855286374458043
7.46,4.877249270223427
7.47,4.8992774601854805
7.48,4.921371033827171
7.49,4.94353008063146
7.5,4.965754690081315
7.51,4.988044951659703
7.52,5.010400954849589
7.53,5.032822789133941
7.54,5.055310543995722
7.55,5.077864308917895
7.56,5.100484173383431
7.57,5.123170226875296
7.58,5.145922558876451
7.59,5.168741258869864
7.6,5.191626416338501
7.61,5.21457812076533
7.62,5.237596461633313
7.63,5.260681528425417
7.64,5.2838334106246085
7.65,5.307052197713855
7.66,5.330337979176117
7.67,5.353690844494364
7.68,5.37711088315156
7.69,5.400598184630675
7.7,5.4241528384146696
7.71,5.447774933986511
7.72,5.4714645608291645
7.73,5.4952218084256
7.74,5.5190467662587785
7.75,5.5429395238116665
7.76,5.566900170567231
7.77,5.590928796008436
7.78,5.615025489618252
7.79,5.639190340879638
7.8,5.663423439275564
7.81,5.687724874288995
7.82,5.712094735402898
7.83,5.736533112100236
7.84,5.761040093863976
7.85,5.785615770177083
7.86,5.810260230522526
7.87,5.834973564383267
7.88,5.859755861242272
7.89,5.884607210582509
7.9,5.909527701886944
7.91,5.934517424638539
7.92,5.959576468320261
7.93,5.984704922415078
7.94,6.009902876405958
7.95,6.035170419775859
7.96,6.060507642007753
7.97,6.0859146325846005
7.98,6.111391480989376
7.99,6.136938276705036
8.0,6.162555109214551
8.01,6.188242068000886
8.02,6.213999242547005
8.03,6.239826722335876
8.04,6.265724596850466
8.05,6.29169295557374
8.06,6.317731887988662
8.07,6.343841483578194
8.08,6.3700218318253095
8.09,6.396273022212968
8.1,6.422595144224141
8.11,6.448988287341789
8.12,6.475452541048881
8.13,6.5019879948283865
8.14,6.528594738163261
8.15,6.555272860536476
8.16,6.582022451430999
8.17,6.608843600329793
8.18,6.635736396715823
8.19,6.662700930072058
8.2,6.68973728988146
8.21,6.716845565627004
8.22,6.744025846791644
8.23,6.771278222858349
8.24,6.798602783310088
8.25,6.825999617629822
8.26,6.85346881530052
8.27,6.881010465805147
8.28,6.908624658626671
8.29,6.936311483248055
8.3,6.964071029152271
8.31,6.991903385822274
8.32,7.019808642741035
8.33,7.047786889391519
8.34,7.075838215256692
8.35,7.103962709819522
8.36,7.1321604625629735
8.37,7.160431562970011
8.38,7.188776100523607
8.39,7.217194164706714
8.4,7.245685845002309
8.41,7.27425123089335
8.42,7.302890411862808
8.43,7.331603477393647
8.44,7.360390516968834
8.45,7.3892516200713345
8.46,7.418186876184116
8.47,7.447196374790138
8.48,7.476280205372371
8.49,7.505438457413779
8.5,7.534671220397328
8.51,7.563978583805984
8.52,7.593360637122714
8.53,7.622817469830483
8.54,7.652349171412258
8.55,7.681955831351007
8.56,7.711637539129686
8.57,7.741394384231269
8.58,7.771226456138718
8.59,7.801133844335
8.6,7.831116638303081
8.61,7.861174927525928
8.62,7.891308801486506
8.63,7.921518349667785
8.64,7.951803661552721
8.65,7.982164826624285
8.66,8.012601934365442
8.67,8.043115074259159
8.68,8.073704335788399
8.69,8.104369808436132
8.7,8.135111581685322
8.71,8.165929745018937
8.72,8.196824387919937
8.73,8.227795599871289
8.74,8.258843470355963
8.75,8.289968088856922
8.76,8.321169544857131
8.77,8.352447927839558
8.78,8.383803327287165
8.79,8.415235832682924
8.8,8.4467455335098
8.81,8.478332519250753
8.82,8.509996879388748
8.83,8.541738703406756
8.84,8.573558080787741
8.85,8.605455101014668
8.86,8.637429853570506
8.87,8.669482427938217
8.88,8.701612913600773
8.89,8.73382140004113
8.9,8.766107976742259
8.91,8.798472733187126
8.92,8.830915758858694
8.93,8.863437143239931
8.94,8.896036975813804
8.95,8.928715346063276
8.96,8.961472343471321
8.97,8.994308057520893
8.98,9.02722257769496
8.99,9.060215993476492
9.0,9.093288394348454
9.01,9.12643986979381
9.02,9.159670509295529
9.03,9.19298040233657
9.04,9.226369638399902
9.05,9.259838306968502
9.06,9.29338649752532
9.07,9.327014299553325
9.08,9.360721802535483
9.09,9.394509095954769
9.1,9.428376269294136
9.11,9.462323412036554
9.12,9.496350613664994
9.13,9.53045796366242
9.14,9.564645551511797
9.15,9.598913466696082
9.16,9.63326179869825
9.17,9.667690637001266
9.18,9.702200071088097
9.19,9.736790190441702
9.2,9.771461084545052
9.21,9.806212842881116
9.22,9.841045554932856
9.23,9.875959310183234
9.24,9.91095419811522
9.25,9.946030308211776
9.26,9.98118772995587
9.27,10.01642655283047
9.28,10.051746866318542
9.29,10.087148759903048
9.3,10.122632323066965
9.31,10.15819764529324
9.32,10.193844816064846
9.33,10.229573924864754
9.34,10.265385061175929
9.35,10.30127831448133
9.36,10.337253774263928
9.37,10.373311530006688
9.38,10.409451671192585
9.39,10.445674287304564
9.4,10.481979467825605
9.41,10.518367302238673
9.42,10.554837880026728
9.43,10.59139129067274
9.44,10.628027623659676
9.45,10.664746968470498
9.46,10.70154941458818
9.47,10.738435051495674
9.48,10.775403968675956
9.49,10.812456255611988
9.5,10.849592001786736
9.51,10.886811296683168
9.52,10.924114229784246
9.53,10.96150089057294
9.54,10.99897136853221
9.55,11.036525753145034
9.56,11.074164133894364
9.57,11.111886600263167
9.58,11.149693241734418
9.59,11.187584147791076
9.6,11.225559407916103
9.61,11.263619111592476
9.62,11.301763348303153
9.63,11.339992207531106
9.64,11.378305778759293
9.65,11.41670415147068
9.66,11.455187415148234
9.67,11.493755659274926
9.68,11.532408973333718
9.69,11.571147446807574
9.7,11.609971169179463
9.71,11.648880229932356
9.72,11.687874718549203
9.73,11.726954724512982
9.74,11.766120337306656
9.75,11.805371646413189
9.76,11.844708741315548
9.77,11.884131711496698
9.78,11.923640646439608
9.79,11.96323563562724
9.8,12.002916768542566
9.81,12.042684134668542
9.82,12.082537823488142
9.83,12.122477924484322
9.84,12.162504527140058
9.85,12.20261772093831
9.86,12.242817595362048
9.87,12.283104239894236
9.88,12.323477744017843
9.89,12.363938197215823
9.9,12.404485688971151
9.91,12.445120308766796
9.92,12.485842146085716
9.93,12.52665129041088
9.94,12.567547831225252
9.95,12.6085318580118
9.96,12.649603460253498
9.97,12.690762727433295
9.98,12.732009749034162
9.99,12.77334461453907
10.0,12.814767413430982
10.01,12.856278235192866
10.02,12.897877169307684
10.03,12.9395643052584
10.04,12.981339732527983
10.05,13.023203540599413
10.06,13.065155818955628
10.07,13.10719665707961
10.08,13.149326144454326
10.09,13.19154437056273
10.1,13.2338514248878
10.11,13.276247396912495
10.12,13.318732376119788
10.13,13.361306451992643
10.14,13.403969714014018
10.15,13.446722251666882
10.16,13.489564154434202
10.17,13.532495511798944
10.18,13.575516413244074
10.19,13.618626948252556
10.2,13.66182720630736
10.21,13.705117276891457
10.22,13.74849724948779
10.23,13.791967213579348
10.24,13.835527258649082
10.25,13.879177474179968
10.26,13.922917949654966
10.27,13.966748774557043
10.28,14.01067003836917
10.29,14.0546818305743
10.3,14.09878424065542
10.31,14.14297735809547
10.32,14.187261272377434
10.33,14.231636072984267
10.34,14.276101849398945
10.35,14.320658691104422
10.36,14.365306687583674
10.37,14.41004592831966
10.38,14.45487650279536
10.39,14.499798500493718
10.4,14.544812010897717
10.41,14.589917123490306
10.42,14.635113927754468
10.43,14.680402513173156
10.44,14.725782969229344
10.45,14.771255385405992
10.46,14.81681985118608
10.47,14.862476456052557
10.48,14.908225289488389
10.49,14.954066440976549
10.5,15.0
10.51,15.04602432424065
10.52,15.09213084417618
10.53,15.138309258483202
10.54,15.184549265838344
10.55,15.230840564918228
10.56,15.277172854399458
10.57,15.323535832958664
10.58,15.369919199272465
10.59,15.41631265201748
10.6,15.462705889870326
10.61,15.509088611507629
10.62,15.555450515606
10.63,15.601781300842074
10.64,15.648070665892453
10.65,15.69430830943376
10.66,15.740483930142616
10.67,15.786587226695644
10.68,15.83260789776946
10.69,15.87853564204069
10.7,15.924360158185944
10.71,15.970071144881858
10.72,16.01565830080503
10.73,16.06111132463209
10.74,16.106419915039655
10.75,16.15157377070435
10.76,16.196562590302786
10.77,16.241376072511596
10.78,16.286003916007385
10.79,16.330435819466782
10.8,16.374661481566406
10.81,16.41867060098287
10.82,16.462452876392796
10.83,16.505998006472808
10.84,16.549295689899516
10.85,16.59233562534955
10.86,16.635107511499523
10.87,16.67760104702606
10.88,16.719805930605784
10.89,16.761711860915298
10.9,16.80330853663124
10.91,16.84458565643022
10.92,16.88553291898885
10.93,16.926140022983763
10.94,16.966396667091573
10.95,17.006292549988903
10.96,17.045817370352374
10.97,17.084960826858598
10.98,17.123712618184197
10.99,17.162062443005787
11.0,17.2
11.01,17.23751783922646
11.02,17.274619916276862
11.03,17.311313038125927
11.04,17.34760401174836
11.05,17.383499644118878
11.06,17.41900674221218
11.07,17.454132113002988
11.08,17.488882563466007
11.09,17.523264900575953
11.1,17.55728593130754
11.11,17.59095246263547
11.12,17.624271301534463
11.13,17.65724925497923
11.14,17.689893129944476
11.15,17.72220973340492
11.16,17.754205872335266
11.17,17.785888353710227
11.18,17.817263984504518
11.19,17.848339571692847
11.2,17.87912192224993
11.21,17.909617843150475
11.22,17.93983414136919
11.23,17.969777623880795
11.24,17.999455097659993
11.25,18.028873369681502
11.26,18.058039246920025
11.27,18.08695953635028
11.28,18.11564104494698
11.29,18.144090579684832
11.3,18.172314947538556
11.31,18.200320955482844
11.32,18.228115410492425
11.33,18.255705119542004
11.34,18.28309688960629
11.35,18.310297527660005
11.36,18.337313840677847
11.37,18.36415263563453
11.38,18.39082071950478
11.39,18.41732489926329
11.4,18.443671981884783
11.41,18.469868774343965
11.42,18.495922083615543
11.43,18.52183871667423
11.44,18.54762548049475
11.45,18.5732891820518
11.46,18.598836628320107
11.47,18.62427462627437
11.48,18.64960998288929
11.49,18.6748495051396
11.5,18.7
11.51,18.72506671885351
11.52,18.75004869071635
11.53,18.77494338901308
11.54,18.799748287168203
11.55,18.82446085860628
11.56,18.849078576751836
11.57,18.87359891502939
11.58,18.898019346863503
11.59,18.922337345678702
11.6,18.946550384899517
11.61,18.97065593795048
11.62,18.99465147825613
11.63,19.01853447924101
11.64,19.04230241432965
11.65,19.06595275694658
11.66,19.089482980516333
11.67,19.11289055846345
11.68,19.136172964212463
11.69,19.15932767118792
11.7,19.18235215281433
11.71,19.205243882516257
11.72,19.22800033371821
11.73,19.25061897984473
11.74,19.27309729432037
11.75,19.295432750569653
11.76,19.317622822017103
11.77,19.339664982087275
11.78,19.361556704204684
11.79,19.38329546179388
11.8,19.4048787282794
11.81,19.42630397708576
11.82,19.447568681637517
11.83,19.468670315359187
11.84,19.489606351675317
11.85,19.510374264010437
11.86,19.53097152578908
11.87,19.55139561043579
11.88,19.571643991375097
11.89,19.591714142031535
11.9,19.61160353582964
11.91,19.631309646193944
11.92,19.65082994654899
11.93,19.67016191031929
11.94,19.68930301092941
11.95,19.70825072180387
11.96,19.727002516367207
11.97,19.745555868043954
11.98,19.76390825025864
11.99,19.782057136435814
12.0,19.8
12.01,19.817731285359507
12.02,19.83523332085771
12.03,19.85248540582177
12.04,19.869466839578816
12.05,19.88615692145602
12.06,19.902534950780517
12.07,19.918580226879445
12.08,19.93427204907998
12.09,19.949589716709244
12.1,19.964512529094407
12.11,19.97901978556261
12.12,19.99309078544099
12.13,20.00670482805672
12.14,20.01984121273693
12.15,20.032479238808783
12.16,20.04459820559941
12.17,20.056177412435968
12.18,20.06719615864561
12.19,20.077633743555488
12.2,20.087469466492745
12.21,20.096682626784524
12.22,20.10525252375798
12.23,20.113158456740265
12.24,20.12037972505852
12.25,20.1268956280399
12.26,20.132685465011555
12.27,20.13772853530063
12.28,20.142004138234277
12.29,20.14549157313964
12.3,20.148170139343872
12.31,20.15001913617412
12.32,20.15101786295753
12.33,20.151145619021264
12.34,20.150381703692453
12.35,20.148705416298256
12.36,20.146096056165817
12.37,20.14253292262229
12.38,20.137995314994825
12.39,20.13246253261057
12.4,20.125913874796662
12.41,20.11832864088027
12.42,20.10968613018853
12.43,20.099965642048588
12.44,20.0891464757876
12.45,20.077207930732715
12.46,20.064129306211075
12.47,20.04988990154984
12.48,20.034469016076144
12.49,20.017845949117152
12.5,20.0
12.51,19.980933739708465
12.52,19.960742825852797
12.53,19.939546187699857
12.54,19.91746275451652
12.55,19.894611455569656
12.56,19.87111122012613
12.57,19.847080977452823
12.58,19.8226396568166
12.59,19.797906187484323
12.6,19.77299949872286
12.61,19.748038519799096
12.62,19.723142179979885
12.63,19.698429408532107
12.64,19.674019134722624
12.65,19.650030287818318
12.66,19.62658179708604
12.67,19.60379259179268
12.68,19.581781601205087
12.69,19.56066775459014
12.7,19.540569981214716
12.71,19.521607210345667
12.72,19.50389837124988
12.73,19.48756239319422
12.74,19.472718205445556
12.75,19.45948473727075
12.76,19.44798091793668
12.77,19.43832567671021
12.78,19.430637942858223
12.79,19.42503664564757
12.8,19.421640714345127
12.81,19.42056907821777
12.82,19.421940666532365
12.83,19.42587440855578
12.84,19.43248923355488
12.85,19.441904070796543
12.86,19.45423784954764
12.87,19.46960949907503
12.88,19.488137948645598
12.89,19.509942127526195
12.9,19.5351409649837
12.91,19.563853390284983
12.92,19.59619833269691
12.93,19.63229472148636
12.94,19.672261485920195
12.95,19.71621755526528
12.96,19.764281858788504
12.97,19.816573325756718
12.98,19.873210885436784
12.99,19.93431346709559
13.0,20.0
13.01,20.070295355806632
13.02,20.144848175731116
13.03,20.223213043378813
13.04,20.304944542355106
13.05,20.38959725626537
13.06,20.476725768714964
13.07,20.56588466330926
13.08,20.656628523653644
13.09,20.748511933353484
