wind_speed,Vestas V112-3.075 Onshore
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,26.0
3.01,26.81602747070359
3.02,27.63704721591004
3.03,28.46306347491512
3.04,29.29408048701477
3.05,30.130102491504772
3.06,30.971133727681075
3.07,31.81717843483945
3.08,32.668240852275844
3.09,33.524325219286034
3.1,34.38543577516597
3.11,35.251576759211424
3.12,36.122752410718334
3.13,36.998966968982494
3.14,37.88022467329984
3.15,38.76652976296613
3.16,39.657886477277344
3.17,40.55429905552924
3.18,41.45577173701776
3.19,42.36230876103869
3.2,43.27391436688797
3.21,44.19059279386138
3.22,45.11234828125486
3.23,46.03918506836419
3.24,46.97110739448532
3.25,47.90811949891402
3.26,48.85022562094619
3.27,49.797429999877735
3.28,50.74973687500445
3.29,51.707150485622265
3.3,52.669675071026944
3.31,53.63731487051445
3.32,54.61007412338055
3.33,55.587957068921206
3.34,56.57096794643218
3.35,57.55911099520941
3.36,58.55239045454869
3.37,59.55081056374596
3.38,60.554375562096986
3.39,61.56308968889773
3.4,62.576957183443966
3.41,63.59598228503164
3.42,64.62016923295651
3.43,65.64952226651454
3.44,66.68404562500147
3.45,67.72374354771333
3.46,68.7686202739458
3.47,69.8186800429949
3.48,70.87392709415636
3.49,71.93436566672612
3.5,73.0
3.51,74.07083433327387
3.52,75.14687290584365
3.53,76.22811995700512
3.54,77.3145797260542
3.55,78.4062564522867
3.56,79.50315437499852
3.57,80.60527773348548
3.58,81.7126307670435
3.59,82.82521771496837
3.6,83.94304281655604
3.61,85.06611031110226
3.62,86.19442443790302
3.63,87.32798943625404
3.64,88.46680954545133
3.65,89.61088900479061
3.66,90.76023205356783
3.67,91.9148429310788
3.68,93.07472587661944
3.69,94.23988512948556
3.7,95.41032492897308
3.71,96.58604951437776
3.72,97.76706312499556
3.73,98.95337000012223
3.74,100.14497437905382
3.75,101.341880501086
3.76,102.54409260551468
3.77,103.7516149316358
3.78,104.96445171874517
3.79,106.18260720613864
3.8,107.406085633112
3.81,108.6348912389613
3.82,109.86902826298224
3.83,111.10850094447076
3.84,112.35331352272269
3.85,113.60347023703387
3.86,114.85897532670018
3.87,116.11983303101752
3.88,117.38604758928165
3.89,118.65762324078858
3.9,119.93456422483403
3.91,121.21687478071397
3.92,122.50455914772414
3.93,123.79762156516055
3.94,125.09606627231892
3.95,126.39989750849524
3.96,127.70911951298524
3.97,129.0237365250849
3.98,130.34375278409
3.99,131.66917252929642
4.0,133.0
4.01,134.33624319620077
4.02,135.6779251607153
4.03,137.0250726970644
4.04,138.3777126087685
4.05,139.73587169934837
4.06,141.09957677232484
4.07,142.46885463121862
4.08,143.84373207955022
4.09,145.22423592084036
4.1,146.61039295860988
4.11,148.0022299963795
4.12,149.3997738376697
4.13,150.80305128600128
4.14,152.21208914489495
4.15,153.62691421787153
4.16,155.04755330845143
4.17,156.47403322015555
4.18,157.9063807565045
4.19,159.3446227210191
4.2,160.78878591721994
4.21,162.2388971486276
4.22,163.694983218763
4.23,165.1570709311468
4.24,166.62518708929957
4.25,168.09935849674204
4.26,169.5796119569949
4.27,171.065974273579
4.28,172.55847225001492
4.29,174.05713268982328
4.3,175.56198239652483
4.31,177.07304817364027
4.32,178.59035682469047
4.33,180.1139351531958
4.34,181.64380996267712
4.35,183.18000805665508
4.36,184.72255623865064
4.37,186.2714813121841
4.38,187.8268100807763
4.39,189.388569347948
4.4,190.95678591721992
4.41,192.53148659211263
4.42,194.1126981761469
4.43,195.7004474728433
4.44,197.29476128572293
4.45,198.8956664183059
4.46,200.5031896741133
4.47,202.11735785666565
4.48,203.73819776948392
4.49,205.36573621608844
4.5,207.0
4.51,208.64104888192293
4.52,210.2890744512949
4.53,211.9443012547376
4.54,213.60695383887204
4.55,215.2772567503197
4.56,216.95543453570195
4.57,218.6417117416403
4.58,220.3363129147558
4.59,222.03946260167004
4.6,223.75138534900412
4.61,225.47230570338
4.62,227.2024482114184
4.63,228.94203741974084
4.64,230.69129787496877
4.65,232.4504541237237
4.66,234.21973071262664
4.67,235.99935218829916
4.68,237.78954309736253
4.69,239.59052798643827
4.7,241.4025314021476
4.71,243.22577789111185
4.72,245.0604919999524
4.73,246.90689827529084
4.74,248.76522126374812
4.75,250.63568551194595
4.76,252.51851556650547
4.77,254.4139359740481
4.78,256.32217128119544
4.79,258.2434460345685
4.8,260.1779847807886
4.81,262.1260120664774
4.82,264.08775243825625
4.83,266.06343044274627
4.84,268.05327062656886
4.85,270.0574975363455
4.86,272.07633571869764
4.87,274.11000972024635
4.88,276.1587440876132
4.89,278.2227633674194
4.9,280.3022921062866
4.91,282.3975548508358
4.92,284.5087761476885
4.93,286.636180543466
4.94,288.77999258479
4.95,290.9404368182814
4.96,293.11773779056176
4.97,295.31212004825244
4.98,297.5238081379749
4.99,299.75302660635026
5.0,302.0
5.01,304.2649067790244
5.02,306.5477410574391
5.03,308.8484508627392
5.04,311.166984222419
5.05,313.5032891639731
5.06,315.8573137148964
5.07,318.2290059026837
5.08,320.6183137548294
5.09,323.0251852988282
5.1,325.44956856217493
5.11,327.8914115723644
5.12,330.35066235689084
5.13,332.8272689432493
5.14,335.3211793589344
5.15,337.83234163144084
5.16,340.36070378826315
5.17,342.90621385689604
5.18,345.46881986483424
5.19,348.0484698395728
5.2,350.6451118086056
5.21,353.258693799428
5.22,355.8891638395343
5.23,358.5364699564197
5.24,361.2005601775781
5.25,363.8813825305047
5.26,366.578885042694
5.27,369.2930157416408
5.28,372.02372265484
5.29,374.7709538097857
5.3,377.534657233973
5.31,380.3147809548964
5.32,383.111273000051
5.33,385.9240813969309
5.34,388.7531541730309
5.35,391.5984393558459
5.36,394.4598849728707
5.37,397.3374390515995
5.38,400.2310496195272
5.39,403.1406647041487
5.4,406.0662323329586
5.41,409.00770053345127
5.42,411.96501733312175
5.43,414.9381307594644
5.44,417.92698883997446
5.45,420.931539602146
5.46,423.9517310734738
5.47,426.9875112814528
5.48,430.0388282535778
5.49,433.10563001734295
5.5,436.1878646002432
5.51,439.2854800297732
5.52,442.39842433342784
5.53,445.5266455387018
5.54,448.67009167308936
5.55,451.8287107640855
5.56,455.00245083918486
5.57,458.1912599258824
5.58,461.39508605167214
5.59,464.6138772440491
5.6,467.847581530508
5.61,471.096146938544
5.62,474.3595214956509
5.63,477.6376532293237
5.64,480.93049016705714
5.65,484.2379803363463
5.66,487.5600717646852
5.67,490.8967124795688
5.68,494.2478505084918
5.69,497.6134338789491
5.7,500.9934106184348
5.71,504.387728754444
5.72,507.79633631447126
5.73,511.2191813260117
5.74,514.6562118165593
5.75,518.107375813609
5.76,521.5726213446555
5.77,525.0518964371935
5.78,528.5451491187182
5.79,532.0523274167232
5.8,535.5733793587038
5.81,539.1082529721549
5.82,542.6568962845711
5.83,546.2192573234465
5.84,549.7952841162762
5.85,553.384924690555
5.86,556.9881270737776
5.87,560.6048392934383
5.88,564.2350093770319
5.89,567.8785853520533
5.9,571.5355152459974
5.91,575.2057470863582
5.92,578.8892289006305
5.93,582.5859087163095
5.94,586.29573456089
5.95,590.0186544618657
5.96,593.7546164467319
5.97,597.5035685429834
5.98,601.265458778115
5.99,605.0402351796207
6.0,608.8278457749956
6.01,612.6282385917342
6.02,616.4413616573315
6.03,620.2671629992825
6.04,624.1055906450808
6.05,627.9565926222217
6.06,631.8201169582001
6.07,635.6961116805107
6.08,639.5845248166476
6.09,643.4853043941057
6.1,647.3983984403799
6.11,651.3237549829652
6.12,655.2613220493552
6.13,659.2110476670454
6.14,663.1728798635304
6.15,667.146766666305
6.16,671.1326561028635
6.17,675.1304962007007
6.18,679.1402349873113
6.19,683.1618204901905
6.2,687.195200736832
6.21,691.2403237547312
6.22,695.2971375713823
6.23,699.3655902142807
6.24,703.4456297109202
6.25,707.5372040887961
6.26,711.6402613754028
6.27,715.7547495982351
6.28,719.880616784788
6.29,724.0178109625554
6.3,728.1662801590325
6.31,732.3259724017139
6.32,736.4968357180946
6.33,740.6788181356686
6.34,744.871867681931
6.35,749.0759323843764
6.36,753.2909602704998
6.37,757.5168993677952
6.38,761.7536977037579
6.39,766.0013033058821
6.4,770.2596642016632
6.41,774.528728418595
6.42,778.8084439841725
6.43,783.0987589258906
6.44,787.3996212712443
6.45,791.7109790477274
6.46,796.0327802828349
6.47,800.3649730040614
6.48,804.7075052389029
6.49,809.060325014852
6.5,813.4233803594044
6.51,817.7966193000545
6.52,822.1799898642977
6.53,826.5734400796284
6.54,830.9769179735406
6.55,835.3903715735294
6.56,839.8137489070897
6.57,844.2469980017161
6.58,848.6900668849031
6.59,853.1429035841453
6.6,857.6054561269377
6.61,862.0776725407752
6.62,866.5595008531516
6.63,871.0508890915621
6.64,875.5517852835015
6.65,880.0621374564647
6.66,884.5818936379458
6.67,889.1110018554394
6.68,893.6494101364407
6.69,898.1970665084444
6.7,902.7539189989448
6.71,907.3199156354366
6.72,911.8950044454148
6.73,916.479133456374
6.74,921.0722506958087
6.75,925.6743041912137
6.76,930.2852419700832
6.77,934.9050120599126
6.78,939.533562488197
6.79,944.1708412824298
6.8,948.816796470106
6.81,953.4713760787208
6.82,958.134528135769
6.83,962.8062006687444
6.84,967.4863417051424
6.85,972.1748992724577
6.86,976.8718213981844
6.87,981.577056109818
6.88,986.290551434852
6.89,991.0122554007822
6.9,995.7421160351032
6.91,1000.4800813653092
6.92,1005.2260994188948
6.93,1009.9801182233548
6.94,1014.7420858061848
6.95,1019.511950194878
6.96,1024.28965941693
6.97,1029.075161499835
6.98,1033.8684044710883
6.99,1038.6693363581842
7.0,1043.4779051886171
7.01,1048.2940589898822
7.02,1053.1177457894737
7.03,1057.9489136148868
7.04,1062.787510493616
7.05,1067.6334844531557
7.06,1072.486783521001
7.07,1077.347355724646
7.08,1082.2151490915862
7.09,1087.0901116493155
7.1,1091.9721914253291
7.11,1096.8613364471216
7.12,1101.7574947421874
7.13,1106.6606143380209
7.14,1111.5706432621175
7.15,1116.4875295419724
7.16,1121.4112212050786
7.17,1126.341666278932
7.18,1131.278812791027
7.19,1136.2226087688584
7.2,1141.1730022399202
7.21,1146.129941231708
7.22,1151.0933737717162
7.23,1156.0632478874393
7.24,1161.0395116063717
7.25,1166.0221129560086
7.26,1171.0109999638444
7.27,1176.006120657374
7.28,1181.0074230640923
7.29,1186.014855211493
7.3,1191.028365127072
7.31,1196.0479008383231
7.32,1201.0734103727418
7.33,1206.1048417578218
7.34,1211.142143021058
7.35,1216.1852621899454
7.36,1221.2341472919795
7.37,1226.2887463546535
7.38,1231.3490074054628
7.39,1236.4148784719014
7.4,1241.486307581465
7.41,1246.563242761648
7.42,1251.645632039945
7.43,1256.73342344385
7.44,1261.8265650008589
7.45,1266.925004738465
7.46,1272.0286906841643
7.47,1277.1375708654512
7.48,1282.2515933098198
7.49,1287.370706044765
7.5,1292.4948570977813
7.51,1297.6239944963636
7.52,1302.7580662680068
7.53,1307.8970204402058
7.54,1313.0408050404549
7.55,1318.189368096248
7.56,1323.342657635081
7.57,1328.5006216844488
7.58,1333.6632082718445
7.59,1338.8303654247636
7.6,1344.0020411707012
7.61,1349.1781835371517
7.62,1354.3587405516096
7.63,1359.5436602415698
7.64,1364.7328906345267
7.65,1369.9263797579756
7.66,1375.1240756394104
7.67,1380.3259263063264
7.68,1385.5318797862178
7.69,1390.7418841065796
7.7,1395.9558872949067
7.71,1401.173837378693
7.72,1406.3956823854332
7.73,1411.621370342623
7.74,1416.8508492777569
7.75,1422.0840672183288
7.76,1427.3209721918336
7.77,1432.561512225766
7.78,1437.8056353476215
7.79,1443.0532895848935
7.8,1448.3044229650775
7.81,1453.558983515668
7.82,1458.8169192641603
7.83,1464.0781782380477
7.84,1469.3427084648254
7.85,1474.610457971988
7.86,1479.8813747870315
7.87,1485.1554069374497
7.88,1490.4325024507364
7.89,1495.712609354387
7.9,1500.995675675897
7.91,1506.2816494427598
7.92,1511.57047868247
7.93,1516.8621114225236
7.94,1522.1564956904144
7.95,1527.453579513637
7.96,1532.7533109196866
7.97,1538.0556379360564
7.98,1543.360508590244
7.99,1548.6678709097412
8.0,1553.977672922044
8.01,1559.289862654647
8.02,1564.6043881350447
8.03,1569.9211973907318
8.04,1575.2402384492034
8.05,1580.5614593379544
8.06,1585.8848080844782
8.07,1591.2102327162695
8.08,1596.537681260825
8.09,1601.8671017456368
8.1,1607.1984421982015
8.11,1612.5316506460128
8.12,1617.8666751165656
8.13,1623.2034636373558
8.14,1628.541964235876
8.15,1633.882124939622
8.16,1639.223893776088
8.17,1644.5672187727696
8.18,1649.9120479571602
8.19,1655.2583293567554
8.2,1660.6060109990492
8.21,1665.9550409115386
8.22,1671.3053671217149
8.23,1676.6569376570744
8.24,1682.009700545112
8.25,1687.363603813321
8.26,1692.718595489198
8.27,1698.0746236002365
8.28,1703.431636173932
8.29,1708.789581237778
8.3,1714.1484068192713
8.31,1719.5080609459037
8.32,1724.8684916451716
8.33,1730.2296469445691
8.34,1735.5914748715916
8.35,1740.953923453733
8.36,1746.3169407184887
8.37,1751.680474693353
8.38,1757.0444734058217
8.39,1762.4088848833865
8.4,1767.7736571535452
8.41,1773.1387382437904
8.42,1778.504076181618
8.43,1783.8696189945222
8.44,1789.2353147099975
8.45,1794.6011113555394
8.46,1799.9669569586426
8.47,1805.3327995468007
8.48,1810.6985871475083
8.49,1816.0642677882613
8.5,1821.4297894965528
8.51,1826.79510029988
8.52,1832.1601482257347
8.53,1837.5248813016135
8.54,1842.8892475550108
8.55,1848.2531950134207
8.56,1853.6166717043384
8.57,1858.9796256552584
8.58,1864.342004893675
8.59,1869.7037574470835
8.6,1875.0648313429772
8.61,1880.4251746088528
8.62,1885.784735272204
8.63,1891.1434613605263
8.64,1896.5013009013128
8.65,1901.8582019220587
8.66,1907.214112450259
8.67,1912.5689805134089
8.68,1917.922754139002
8.69,1923.2753813545337
8.7,1928.6268101874984
8.71,1933.976988665392
8.72,1939.3258648157075
8.73,1944.673386665939
8.74,1950.019502243583
8.75,1955.364159576134
8.76,1960.7073066910853
8.77,1966.0488916159327
8.78,1971.3888623781709
8.79,1976.7271670052944
8.8,1982.0637535247984
8.81,1987.3985699641769
8.82,1992.731564350924
8.83,1998.062684712535
8.84,2003.391879076505
8.85,2008.7190954703276
8.86,2014.0442819214984
8.87,2019.3673864575123
8.88,2024.6883571058645
8.89,2030.0071418940477
8.9,2035.3236888495571
8.91,2040.6379459998884
8.92,2045.949861372536
8.93,2051.2593829949938
8.94,2056.566458894757
8.95,2061.871037099321
8.96,2067.1730656361806
8.97,2072.4724925328283
8.98,2077.7692658167603
8.99,2083.063333515471
9.0,2088.3546436564566
9.01,2093.6431442672088
9.02,2098.9287833752246
9.03,2104.211509007998
9.04,2109.491269193023
9.05,2114.7680119577967
9.06,2120.04168532981
9.07,2125.312237336561
9.08,2130.5796160055424
9.09,2135.843769364249
9.1,2141.1046454401767
9.11,2146.362192260819
9.12,2151.616357853671
9.13,2156.8670902462286
9.14,2162.114337465984
9.15,2167.3580475404333
9.16,2172.598168497071
9.17,2177.834648363392
9.18,2183.067435166891
9.19,2188.296476935062
9.2,2193.5217216954
9.21,2198.743117475401
9.22,2203.960612302558
9.23,2209.174154204365
9.24,2214.3836912083198
9.25,2219.5891713419137
9.26,2224.790542632644
9.27,2229.987753108002
9.28,2235.1807507954863
9.29,2240.36948372259
9.3,2245.5538999168084
9.31,2250.7339474056344
9.32,2255.909574216564
9.33,2261.080728377091
9.34,2266.247357914711
9.35,2271.4094108569184
9.36,2276.566835231208
9.37,2281.719579065074
9.38,2286.8675903860126
9.39,2292.010817221516
9.4,2297.149207599081
9.41,2302.2827095462007
9.42,2307.411271090371
9.43,2312.534840259086
9.44,2317.65336507984
9.45,2322.766793580129
9.46,2327.8750737874475
9.47,2332.9781537292884
9.48,2338.075981433148
9.49,2343.16850492652
9.5,2348.2556722369
9.51,2353.337431391782
9.52,2358.413730418661
9.53,2363.484517345032
9.54,2368.5497401983885
9.55,2373.6093470062274
9.56,2378.663285796041
9.57,2383.711504595325
9.58,2388.753951431574
9.59,2393.7905743322835
9.6,2398.8213213249464
9.61,2403.8461404370587
9.62,2408.864979696115
9.63,2413.8777871296097
9.64,2418.8845107650377
9.65,2423.885098629893
9.66,2428.8794987516712
9.67,2433.8676591578665
9.68,2438.8495278759733
9.69,2443.8250529334864
9.7,2448.7941823579017
9.71,2453.756864176713
9.72,2458.713046417414
9.73,2463.6626771075007
9.74,2468.605704274467
9.75,2473.5420759458084
9.76,2478.471740149019
9.77,2483.394644911593
9.78,2488.310738261026
9.79,2493.219968224812
9.8,2498.122282830447
9.81,2503.0176301054244
9.82,2507.905958077239
9.83,2512.787214773385
9.84,2517.661348221359
9.85,2522.528306448653
9.86,2527.3880374827645
9.87,2532.2404893511866
9.88,2537.085610081414
9.89,2541.9233477009416
9.9,2546.753650237264
9.91,2551.576465717875
9.92,2556.391742170271
9.93,2561.1994276219457
9.94,2565.9994701003943
9.95,2570.791817633112
9.96,2575.5764182475914
9.97,2580.3532199713286
9.98,2585.1221708318176
9.99,2589.883218856554
10.0,2594.636312073032
10.01,2599.3813985087468
10.02,2604.118426191192
10.03,2608.847343147863
10.04,2613.5680974062543
10.05,2618.280636993861
10.06,2622.9849099381777
10.07,2627.680864266699
10.08,2632.3684480069187
10.09,2637.047609186332
10.1,2641.718295832434
10.11,2646.3804559727187
10.12,2651.034037634682
10.13,2655.678988845818
10.14,2660.315257633621
10.15,2664.9427920255857
10.16,2669.561540049207
10.17,2674.171449731979
10.18,2678.7724691013973
10.19,2683.364546184956
10.2,2687.94762901015
10.21,2692.5216656044754
10.22,2697.0866039954235
10.23,2701.642392210492
10.24,2706.1889782771736
10.25,2710.726310222965
10.26,2715.254336075359
10.27,2719.773003861851
10.28,2724.2822616099365
10.29,2728.782057347108
10.3,2733.272339100864
10.31,2737.7530548986942
10.32,2742.224152768097
10.33,2746.685580736565
10.34,2751.137286831596
10.35,2755.579219080681
10.36,2760.011325511316
10.37,2764.4335541509954
10.38,2768.8458530272164
10.39,2773.2481701674697
10.4,2777.6404535992533
10.41,2782.0226513500584
10.42,2786.3947114473835
10.43,2790.756581918721
10.44,2795.108210791566
10.45,2799.449546093413
10.46,2803.780535851759
10.47,2808.101128094095
10.48,2812.411270847917
10.49,2816.7109121407207
10.5,2821.0
10.51,2825.2782916518668
10.52,2829.544781116901
10.53,2833.798271614302
10.54,2838.0375663632667
10.55,2842.261468582993
10.56,2846.468781492678
10.57,2850.6583083115192
10.58,2854.828852258716
10.59,2858.979216553464
10.6,2863.108204414963
10.61,2867.21461906241
10.62,2871.297263715001
10.63,2875.3549415919374
10.64,2879.3864559124136
10.65,2883.3906098956286
10.66,2887.36620676078
10.67,2891.312049727065
10.68,2895.2269420136827
10.69,2899.109686839831
10.7,2902.9590874247046
10.71,2906.773946987506
10.72,2910.5530687474284
10.73,2914.295255923672
10.74,2917.999311735434
10.75,2921.664039401912
10.76,2925.288242142304
10.77,2928.870723175808
10.78,2932.4102857216203
10.79,2935.9057329989405
10.8,2939.3558682269663
10.81,2942.7594946248937
10.82,2946.1154154119213
10.83,2949.422433807248
10.84,2952.6793530300693
10.85,2955.884976299584
10.86,2959.0381068349902
10.87,2962.137547855485
10.88,2965.182102580268
10.89,2968.170574228535
10.9,2971.101766019484
10.91,2973.974481172313
10.92,2976.78752290622
10.93,2979.539694440402
10.94,2982.229798994057
10.95,2984.856639786383
10.96,2987.419020036579
10.97,2989.915742963841
10.98,2992.345611787365
10.99,2994.7074297263525
11.0,2997.0
11.01,2999.2225507164267
11.02,3001.376009539447
11.03,3003.4617290217925
11.04,3005.481061716201
11.05,3007.435360175407
11.06,3009.325976952144
11.07,3011.154264599147
11.08,3012.921575669152
11.09,3014.629262714893
11.1,3016.278678289105
11.11,3017.8711749445224
11.12,3019.408105233881
11.13,3020.890821709915
11.14,3022.3206769253607
11.15,3023.6990234329514
11.16,3025.0272137854217
11.17,3026.306600535507
11.18,3027.538536235942
11.19,3028.7243734394624
11.2,3029.8654646988025
11.21,3030.9631625666966
11.22,3032.0188195958794
11.23,3033.033788339088
11.24,3034.0094213490547
11.25,3034.947071178515
11.26,3035.848090380205
11.27,3036.7138315068582
11.28,3037.5456471112093
11.29,3038.344889745994
11.3,3039.112911963948
11.31,3039.851066317803
11.32,3040.560705360297
11.33,3041.243181644164
11.34,3041.899847722138
11.35,3042.532056146955
11.36,3043.1411594713486
11.37,3043.7285102480546
11.38,3044.2954610298075
11.39,3044.843364369343
11.4,3045.3735728193947
11.41,3045.8874389326984
11.42,3046.386315261988
11.43,3046.8715543599988
11.44,3047.344508779466
11.45,3047.8065310731245
11.46,3048.2589737937083
11.47,3048.7031894939537
11.48,3049.140530726593
11.49,3049.572350044364
11.5,3050.0
11.51,3050.4246014824244
11.52,3050.846348725312
11.53,3051.265204298525
11.54,3051.6811307719263
11.55,3052.0940907153795
11.56,3052.504046698747
11.57,3052.910961291891
11.58,3053.3147970646764
11.59,3053.7155165869635
11.6,3054.1130824286165
11.61,3054.5074571594987
11.62,3054.898603349471
11.63,3055.286483568398
11.64,3055.671060386143
11.65,3056.052296372568
11.66,3056.4301540975343
11.67,3056.804596130907
11.68,3057.1755850425475
11.69,3057.54308340232
11.7,3057.9070537800862
11.71,3058.267458745709
11.72,3058.624260869052
11.73,3058.9774227199773
11.74,3059.326906868348
11.75,3059.672675884027
11.76,3060.014692336877
11.77,3060.352918796762
11.78,3060.6873178335427
11.79,3061.0178520170834
11.8,3061.344483917247
11.81,3061.667176103895
11.82,3061.9858911468923
11.83,3062.300591616099
11.84,3062.6112400813804
11.85,3062.917799112599
11.86,3063.220231279616
11.87,3063.518499152296
11.88,3063.812565300501
11.89,3064.1023922940944
11.9,3064.3879427029383
11.91,3064.669179096896
11.92,3064.94606404583
11.93,3065.218560119604
11.94,3065.48662988808
11.95,3065.7502359211203
11.96,3066.0093407885893
11.97,3066.263907060349
11.98,3066.5138973062617
11.99,3066.759274096192
12.0,3067.0
12.01,3067.236051353876
12.02,3067.467459559308
12.03,3067.69426978411
12.04,3067.916527196094
12.05,3068.134276963077
12.06,3068.34756425287
12.07,3068.556434233288
12.08,3068.7609320721444
12.09,3068.961102937254
12.1,3069.156991996429
12.11,3069.348644417484
12.12,3069.536105368233
12.13,3069.71942001649
12.14,3069.898633530068
12.15,3070.073791076781
12.16,3070.244937824443
12.17,3070.4121189408675
12.18,3070.575379593869
12.19,3070.734764951261
12.2,3070.890320180856
12.21,3071.042090450469
12.22,3071.190120927914
12.23,3071.3344567810045
12.24,3071.475143177554
12.25,3071.612225285377
12.26,3071.745748272286
12.27,3071.8757573060966
12.28,3072.002297554621
12.29,3072.125414185673
12.3,3072.245152367068
12.31,3072.3615572666176
12.32,3072.4746740521377
12.33,3072.5845478914407
12.34,3072.6912239523413
12.35,3072.7947474026523
12.36,3072.8951634101877
12.37,3072.9925171427617
12.38,3073.086853768188
12.39,3073.178218454281
12.4,3073.266656368853
12.41,3073.3522126797197
12.42,3073.4349325546923
12.43,3073.514861161587
12.44,3073.592043668217
12.45,3073.6665252423954
12.46,3073.738351051936
12.47,3073.8075662646534
12.48,3073.87421604836
12.49,3073.938345570871
12.5,3074.0
12.51,3074.059225102073
12.52,3074.1160690374577
12.53,3074.170580565039
12.54,3074.222808443697
12.55,3074.272801432315
12.56,3074.320608289775
12.57,3074.3662777749573
12.58,3074.4098586467458
12.59,3074.4513996640226
12.6,3074.490949585668
12.61,3074.528557170565
12.62,3074.564271177596
12.63,3074.598140365642
12.64,3074.6302134935863
12.65,3074.6605393203104
12.66,3074.6891666046954
12.67,3074.7161441056246
12.68,3074.74152058198
12.69,3074.765344792641
12.7,3074.787665496493
12.71,3074.8085314524164
12.72,3074.827991419293
12.73,3074.846094156007
12.74,3074.862888421437
12.75,3074.8784229744674
12.76,3074.892746573979
12.77,3074.905907978856
12.78,3074.917955947976
12.79,3074.9289392402256
12.8,3074.9389066144845
12.81,3074.9479068296355
12.82,3074.9559886445595
12.83,3074.96320081814
12.84,3074.969592109257
12.85,3074.975211276796
12.86,3074.9801070796343
12.87,3074.9843282766583
12.88,3074.987923626747
12.89,3074.9909418887846
12.9,3074.993431821651
12.91,3074.995442184229
12.92,3074.997021735402
12.93,3074.99821923405
12.94,3074.9990834390564
12.95,3074.9996631093027
12.96,3075.0000070036704
12.97,3075.000163881042
12.98,3075.000182500299
12.99,3075.000111620325
13.0,3075.0
13.01,3074.999888237837
13.02,3074.9997842908638
13.03,3074.99968795574
13.04,3074.9995990291204
13.05,3074.999517307667
13.06,3074.999442588036
13.07,3074.999374666885
13.08,3074.9993133408743
13.09,3074.999258406661
