wind_speed,Norwin 29 STALL 225
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0048745603219991
3.52,0.0097374170177751
3.53,0.0145768664611044
3.54,0.019381205025764
3.55,0.0241387290855303
3.56,0.0288377350141803
3.57,0.0334665191854904
3.58,0.0380133779732376
3.59,0.0424666077511985
3.6,0.0468145048931498
3.61,0.0510453657728682
3.62,0.0551474867641305
3.63,0.0591091642407133
3.64,0.0629186945763934
3.65,0.0665643741449474
3.66,0.0700344993201522
3.67,0.0733173664757843
3.68,0.0764012719856206
3.69,0.0792745122234376
3.7,0.0819253835630122
3.71,0.0843421823781211
3.72,0.086513205042541
3.73,0.0884267479300484
3.74,0.0900711074144203
3.75,0.0914345798694332
3.76,0.0925054616688641
3.77,0.0932720491864895
3.78,0.093722638796086
3.79,0.0938455268714305
3.8,0.0936290097862996
3.81,0.0930613839144702
3.82,0.0921309456297189
3.83,0.0908259913058223
3.84,0.0891348173165574
3.85,0.0870457200357005
3.86,0.0845469958370286
3.87,0.0816269410943184
3.88,0.0782738521813465
3.89,0.0744760254718897
3.9,0.0702217573397248
3.91,0.0654993441586281
3.92,0.060297082302377
3.93,0.0546032681447475
3.94,0.0484061980595169
3.95,0.0416941684204614
3.96,0.0344554756013583
3.97,0.0266784159759835
3.98,0.0183512859181147
3.99,0.0094623818015276
4.0,0.0
4.01,0.0
4.02,0.0
4.03,0.0
4.04,0.0
4.05,0.0
4.06,0.0
4.07,0.0
4.08,0.0
4.09,0.0
4.1,0.0
4.11,0.0
4.12,0.0
4.13,0.0
4.14,0.0
4.15,0.0
4.16,0.0
4.17,0.0
4.18,0.0
4.19,0.0
4.2,0.0
4.21,0.0
4.22,0.0
4.23,0.0
4.24,0.0
4.25,0.0
4.26,0.0
4.27,0.0
4.28,0.0
4.29,0.0
4.3,0.0
4.31,0.0
4.32,0.0
4.33,0.0
4.34,0.0
4.35,0.0
4.36,0.0
4.37,0.0
4.38,0.0
4.39,0.0
4.4,0.0
4.41,0.0
4.42,0.0
4.43,0.0
4.44,0.0
4.45,0.0
4.46,0.0
4.47,0.0
4.48,0.0
4.49,0.0
4.5,0.0
4.51,0.0353008776238762
4.52,0.072912111594167
4.53,0.1128033330126344
4.54,0.1549441729810279
4.55,0.1993042626011092
4.56,0.2458532329746354
4.57,0.2945607152033688
4.58,0.3453963403890582
4.59,0.3983297396334649
4.6,0.4533305440383473
4.61,0.5103683847054675
4.62,0.569412892736573
4.63,0.6304336992334265
4.64,0.6934004352977852
4.65,0.7582827320314128
4.66,0.8250502205360551
4.67,0.8936725319134757
4.68,0.9641192972654318
4.69,1.0363601476936877
4.7,1.1103647142999868
4.71,1.1861026281860954
4.72,1.2635435204537688
4.73,1.3426570222047736
4.74,1.423412764540851
4.75,1.5057803785637678
4.76,1.5897294953752796
4.77,1.6752297460771453
4.78,1.76225076177113
4.79,1.8507621735589752
4.8,1.9407336125424464
4.81,2.032134709823301
4.82,2.124935096503305
4.83,2.2191044036842
4.84,2.314612262467751
4.85,2.411428303955716
4.86,2.50952215924986
4.87,2.608863459451925
4.88,2.709421835663676
4.89,2.8111669189868715
4.9,2.914068340523277
4.91,3.018095731374632
4.92,3.123218722642705
4.93,3.229406945429251
4.94,3.3366300308360377
4.95,3.444857609964805
4.96,3.5540593139173184
4.97,3.664204773795337
4.98,3.775263620700625
4.99,3.887205485734925
5.0,4.0
5.01,4.113621527691206
5.02,4.228063365378269
5.03,4.343323542724527
5.04,4.459400089393286
5.05,4.576291035047879
5.06,4.6939944093516335
5.07,4.81250824196788
5.08,4.931830562559927
5.09,5.051959400791109
5.1,5.172892786324751
5.11,5.294628748824188
5.12,5.417165317952726
5.13,5.540500523373698
5.14,5.66463239475043
5.15,5.789558961746258
5.16,5.915278254024487
5.17,6.041788301248452
5.18,6.169087133081474
5.19,6.297172779186896
5.2,6.426043269228015
5.21,6.5556966328681705
5.22,6.6861308997706885
5.23,6.817344099598902
5.24,6.949334262016115
5.25,7.082099416685664
5.26,7.215637593270873
5.27,7.34994682143507
5.28,7.485025130841588
5.29,7.620870551153732
5.3,7.757481112034837
5.31,7.894854843148227
5.32,8.032989774157242
5.33,8.171883934725182
5.34,8.311535354515382
5.35,8.45194206319117
5.36,8.59310209041588
5.37,8.735013465852816
5.38,8.877674219165309
5.39,9.021082380016695
5.4,9.165235978070305
5.41,9.310133042989431
5.42,9.455771604437432
5.43,9.602149692077612
5.44,9.749265335573318
5.45,9.897116564587847
5.46,10.045701408784542
5.47,10.195017897826723
5.48,10.345064061377728
5.49,10.49583792910086
5.5,10.647337530659453
5.51,10.799560895716832
5.52,10.952506053936323
5.53,11.106171034981273
5.54,11.260553868514965
5.55,11.415652584200744
5.56,11.57146521170194
5.57,11.727989780681888
5.58,11.885224320803882
5.59,12.043166861731263
5.6,12.201815433127363
5.61,12.361168064655512
5.62,12.521222785979012
5.63,12.6819776267612
5.64,12.843430616665396
5.65,13.005579785354948
5.66,13.168423162493152
5.67,13.331958777743344
5.68,13.496184660768847
5.69,13.661098841233004
5.7,13.82669934879911
5.71,13.992984213130509
5.72,14.159951463890517
5.73,14.32759913074248
5.74,14.495925243349694
5.75,14.664927831375495
5.76,14.83460492448321
5.77,15.004954552336168
5.78,15.175974744597706
5.79,15.347663530931111
5.8,15.520018940999732
5.81,15.6930390044669
5.82,15.866721750995945
5.83,16.041065210250164
5.84,16.21606741189289
5.85,16.391726385587464
5.86,16.56804016099722
5.87,16.745006767785444
5.88,16.922624235615483
5.89,17.10089059415067
5.9,17.279803873054327
5.91,17.45936210198977
5.92,17.639563310620314
5.93,17.820405528609314
5.94,18.001886785620087
5.95,18.184005111315933
5.96,18.366758535360194
5.97,18.550145087416205
5.98,18.73416279714729
5.99,18.918809694216748
6.0,19.104083808287925
6.01,19.289983169024143
6.02,19.476505806088724
6.03,19.663649749145016
6.04,19.851413027856307
6.05,20.03979367188593
6.06,20.22878971089723
6.07,20.418399174553542
6.08,20.60862009251814
6.09,20.799450494454383
6.1,20.9908884100256
6.11,21.18293186889512
6.12,21.375578900726243
6.13,21.5688275351823
6.14,21.76267580192663
6.15,21.957121730622568
6.16,22.152163350933407
6.17,22.34779869252249
6.18,22.54402578505313
6.19,22.740842658188686
6.2,22.93824734159244
6.21,23.13623786492774
6.22,23.3348122578579
6.23,23.53396855004627
6.24,23.733704771156148
6.25,23.934018950850867
6.26,24.134909118793747
6.27,24.33637330464812
6.28,24.53840953807733
6.29,24.74101584874467
6.3,24.944190266313477
6.31,25.14793082044707
6.32,25.3522355408088
6.33,25.55710245706196
6.34,25.76252959886988
6.35,25.9685149958959
6.36,26.175056677803354
6.37,26.382152674255536
6.38,26.589801014915786
6.39,26.797999729447422
6.4,27.0067468475138
6.41,27.2160403987782
6.42,27.42587841290397
6.43,27.63625891955443
6.44,27.847179948392935
6.45,28.058639529082768
6.46,28.27063569128726
6.47,28.483166464669743
6.48,28.696229878893572
6.49,28.909823963622024
6.5,29.12394674851845
6.51,29.33859626324616
6.52,29.55377053746849
6.53,29.76946760084879
6.54,29.985685483050336
6.55,30.20242221373648
6.56,30.41967582257054
6.57,30.63744433921586
6.58,30.855725793335736
6.59,31.074518214593503
6.6,31.293819632652493
6.61,31.513628077176048
6.62,31.733941577827448
6.63,31.954758164270046
6.64,32.17607586616717
6.65,32.397892713182145
6.66,32.62020673497828
6.67,32.84301596121891
6.68,33.06631842156735
6.69,33.29011214568697
6.7,33.514395163241026
6.71,33.739165503892885
6.72,33.96442119730587
6.73,34.19016027314331
6.74,34.41638076106851
6.75,34.6430806907448
6.76,34.8702580918355
6.77,35.09791099400395
6.78,35.32603742691352
6.79,35.554635420227434
6.8,35.78370300360908
6.81,36.013238206721766
6.82,36.24323905922885
6.83,36.473703590793605
6.84,36.70462983107938
6.85,36.93601580974951
6.86,37.16785955646732
6.87,37.40015910089612
6.88,37.63291247269922
6.89,37.86611770153999
6.9,38.09977281708174
6.91,38.333875848987766
6.92,38.568424826921415
6.93,38.80341778054601
6.94,39.0388527395249
6.95,39.274727733521374
6.96,39.51104079219876
6.97,39.74778994522039
6.98,39.984973222249614
6.99,40.22258865294972
7.0,40.46063426698405
7.01,40.69910809401592
7.02,40.93800816370865
7.03,41.177332505725616
7.04,41.41707914973009
7.05,41.6572461253854
7.06,41.89783146235489
7.07,42.138833190301895
7.08,42.38024933888969
7.09,42.62207793778165
7.1,42.864317016641074
7.11,43.10696460513133
7.12,43.35001873291567
7.13,43.59347742965746
7.14,43.83733872502002
7.15,44.08160064866671
7.16,44.32626123026078
7.17,44.57131849946563
7.18,44.81677048594455
7.19,45.06261521936088
7.2,45.30885072937791
7.21,45.555475045658994
7.22,45.80248619786745
7.23,46.04988221566662
7.24,46.2976611287198
7.25,46.54582096669033
7.26,46.79435975924152
7.27,47.04327553603672
7.28,47.29256632673927
7.29,47.54223016101244
7.3,47.792265068519576
7.31,48.04266907892403
7.32,48.29344022188912
7.33,48.544576527078135
7.34,48.79607602415442
7.35,49.04793674278131
7.36,49.30015671262216
7.37,49.552733963340216
7.38,49.80566652459887
7.39,50.0589524260614
7.4,50.31258969739119
7.41,50.5665763682515
7.42,50.82091046830569
7.43,51.07559002721708
7.44,51.330613074649015
7.45,51.58597764026477
7.46,51.84168175372771
7.47,52.09772344470117
7.48,52.354100742848445
7.49,52.61081167783286
7.5,52.86785427931776
7.51,53.12522657696644
7.52,53.382926600442254
7.53,53.64095237940855
7.54,53.899301943528606
7.55,54.157973322465736
7.56,54.4169645458833
7.57,54.67627364344466
7.58,54.93589864481305
7.59,55.19583757965184
7.6,55.45608847762437
7.61,55.71664936839396
7.62,55.97751828162392
7.63,56.23869324697757
7.64,56.50017229411824
7.65,56.76195345270929
7.66,57.02403475241401
7.67,57.28641422289571
7.68,57.54908989381774
7.69,57.81205979484345
7.7,58.07532195563611
7.71,58.33887440585908
7.72,58.60271517517567
7.73,58.86684229324924
7.74,59.13125378974305
7.75,59.39594769432047
7.76,59.660922036644834
7.77,59.92617484637942
7.78,60.191704153187615
7.79,60.4575079867327
7.8,60.723584376678005
7.81,60.98993135268686
7.82,61.25654694442263
7.83,61.52342918154856
7.84,61.79057609372803
7.85,62.05798571062434
7.86,62.32565606190087
7.87,62.59358517722088
7.88,62.86177108624771
7.89,63.13021181864468
7.9,63.398905404075165
7.91,63.66784987220244
7.92,63.93704325268981
7.93,64.20648357520066
7.94,64.47616886939831
7.95,64.74609716494602
7.96,65.0162664915072
7.97,65.28667487874507
7.98,65.5573203563231
7.99,65.82820095390449
8.0,66.0993147011526
8.01,66.37065962773079
8.02,66.64223376330233
8.03,66.91403513753058
8.04,67.18606178007886
8.05,67.45831172061054
8.06,67.73078298878886
8.07,68.00347361427717
8.08,68.27638162673883
8.09,68.54950505583712
8.1,68.82284193123542
8.11,69.09639028259699
8.12,69.3701481395852
8.13,69.64411353186343
8.14,69.91828448909487
8.15,70.19265904094291
8.16,70.46723521707091
8.17,70.74201104714216
8.18,71.01698456081996
8.19,71.29215378776769
8.2,71.56751675764862
8.21,71.84307150012619
8.22,72.11881604486358
8.23,72.39474842152418
8.24,72.6708666597713
8.25,72.94716878926829
8.26,73.22365283967842
8.27,73.50031684066509
8.28,73.77715882189159
8.29,74.05417681302123
8.3,74.33136884371741
8.31,74.60873294364336
8.32,74.88626714246243
8.33,75.16396946983792
8.34,75.44183795543324
8.35,75.71987062891165
8.36,75.99806551993649
8.37,76.27642065817108
8.38,76.55493407327882
8.39,76.83360379492288
8.4,77.11242785276671
8.41,77.39140427647358
8.42,77.67053109570683
8.43,77.94980634012978
8.44,78.22922803940577
8.45,78.50879422319812
8.46,78.78850292117019
8.47,79.06835216298524
8.48,79.34833997830658
8.49,79.62846439679763
8.5,79.90872344812162
8.51,80.18911516194194
8.52,80.46963756792186
8.53,80.75028869572478
8.54,81.03106657501397
8.55,81.31196923545279
8.56,81.59299470670452
8.57,81.8741410184325
8.58,82.15540620030006
8.59,82.43678828197052
8.6,82.71828529310721
8.61,82.99989526337347
8.62,83.28161622243262
8.63,83.56344619994802
8.64,83.8453832255829
8.65,84.12742532900063
8.66,84.40957053986456
8.67,84.69181688783799
8.68,84.97416240258426
8.69,85.25660511376668
8.7,85.53914305104858
8.71,85.82177424409333
8.72,86.10449672256419
8.73,86.38730851612448
8.74,86.67020765443758
8.75,86.95319216716676
8.76,87.2362600839754
8.77,87.51940943452678
8.78,87.80263824848424
8.79,88.08594455551113
8.8,88.3693263852708
8.81,88.65278176742646
8.82,88.93630873164153
8.83,89.2199053075793
8.84,89.5035695249031
8.85,89.78729941327623
8.86,90.07109300236209
8.87,90.35494832182394
8.88,90.63886340132518
8.89,90.92283627052902
8.9,91.20686495909884
8.91,91.49094749669798
8.92,91.77508191298976
8.93,92.05926623763747
8.94,92.3434985003045
8.95,92.62777673065412
8.96,92.91209895834976
8.97,93.19646321305456
8.98,93.48086752443196
8.99,93.76530992214528
9.0,94.04978843585783
9.01,94.33430109523296
9.02,94.61884592993395
9.03,94.90342096962416
9.04,95.18802424396688
9.05,95.47265378262554
9.06,95.75730761526331
9.07,96.04198377154364
9.08,96.32668028112975
9.09,96.61139517368508
9.1,96.89612647887284
9.11,97.18087222635644
9.12,97.46563044579916
9.13,97.75039916686438
9.14,98.03517641921536
9.15,98.31996023251546
9.16,98.60474863642796
9.17,98.88953966061626
9.18,99.17433133474364
9.19,99.4591216884734
9.2,99.74390875146892
9.21,100.02869055339356
9.22,100.3134651239105
9.23,100.5982304926832
9.24,100.8829846893749
9.25,101.167725743649
9.26,101.45245168516874
9.27,101.73716054359748
9.28,102.0218503485986
9.29,102.30651912983537
9.3,102.59116491697118
9.31,102.87578573966928
9.32,103.16037962759296
9.33,103.44494461040564
9.34,103.72947871777058
9.35,104.01397997935116
9.36,104.29844642481066
9.37,104.58287608381242
9.38,104.86726698601984
9.39,105.15161716109608
9.4,105.4359246387046
9.41,105.72018744850864
9.42,106.00440362017164
9.43,106.2885711833568
9.44,106.5726881677275
9.45,106.85675260294708
9.46,107.14076251867888
9.47,107.42471594458613
9.48,107.70861091033224
9.49,107.99244544558051
9.5,108.2762175799943
9.51,108.55992534323688
9.52,108.8435667649716
9.53,109.12713987486174
9.54,109.4106427025707
9.55,109.69407327776185
9.56,109.97742963009836
9.57,110.26070978924363
9.58,110.54391178486102
9.59,110.82703364661378
9.6,111.11007340416528
9.61,111.39302908717887
9.62,111.67589872531786
9.63,111.9586803482456
9.64,112.24137198562532
9.65,112.52397166712043
9.66,112.80647742239418
9.67,113.08888728110998
9.68,113.37119927293112
9.69,113.65341142752092
9.7,113.93552177454272
9.71,114.21752834365986
9.72,114.49942916453558
9.73,114.7812222668333
9.74,115.06290568021632
9.75,115.34447743434792
9.76,115.62593555889148
9.77,115.90727808351028
9.78,116.1885030378677
9.79,116.469608451627
9.8,116.7505923544516
9.81,117.03145277600476
9.82,117.3121877459498
9.83,117.59279529395
9.84,117.87327344966876
9.85,118.1536202427694
9.86,118.43383370291524
9.87,118.7139118597696
9.88,118.99385274299584
9.89,119.27365438225718
9.9,119.55331480721702
9.91,119.83283204753867
9.92,120.11220413288548
9.93,120.39142909292072
9.94,120.6705049573078
9.95,120.94942975571
9.96,121.22820151779064
9.97,121.506818273213
9.98,121.78527805164047
9.99,122.06357888273637
10.0,122.341718796164
10.01,122.6196958215867
10.02,122.8975079886678
10.03,123.1751533270706
10.04,123.4526298664584
10.05,123.72993563649467
10.06,124.0070686668426
10.07,124.28402698716552
10.08,124.5608086271268
10.09,124.83741161638967
10.1,125.11383398461764
10.11,125.39007376147384
10.12,125.66612897662176
10.13,125.94199765972462
10.14,126.2176778404458
10.15,126.49316754844855
10.16,126.76846481339624
10.17,127.0435676649522
10.18,127.31847413277976
10.19,127.59318224654224
10.2,127.86769003590295
10.21,128.14199553052532
10.22,128.4160967600725
10.23,128.68999175420788
10.24,128.9636785425948
10.25,129.23715515489664
10.26,129.51041962077664
10.27,129.78346996989816
10.28,130.05630423192457
10.29,130.32892043651907
10.3,130.60131661334518
10.31,130.87349079206595
10.32,131.145441002345
10.33,131.41716527384543
10.34,131.68866163623068
10.35,131.95992811916406
10.36,132.23096275230887
10.37,132.50176356532845
10.38,132.7723285878862
10.39,133.04265584964526
10.4,133.31274338026913
10.41,133.582589209421
10.42,133.85219136676434
10.43,134.12154788196236
10.44,134.3906567846784
10.45,134.65951610457583
10.46,134.92812387131804
10.47,135.1964781145682
10.48,135.46457686398966
10.49,135.73241814924583
10.5,136.0
10.51,136.2673204077626
10.52,136.53437721143274
10.53,136.80116821175653
10.54,137.06769120948022
10.55,137.33394400535
10.56,137.59992440011192
10.57,137.8656301945123
10.58,138.13105918929728
10.59,138.39620918521302
10.6,138.66107798300575
10.61,138.9256633834216
10.62,139.1899631872068
10.63,139.45397519510755
10.64,139.71769720786992
10.65,139.98112702624024
10.66,140.24426245096453
10.67,140.5071012827891
10.68,140.76964132246007
10.69,141.03188037072368
10.7,141.29381622832605
10.71,141.55544669601346
10.72,141.816769574532
10.73,142.07778266462782
10.74,142.3384837670472
10.75,142.59887068253624
10.76,142.85894121184117
10.77,143.11869315570823
10.78,143.37812431488348
10.79,143.6372324901132
10.8,143.89601548214355
10.81,144.15447109172064
10.82,144.41259711959074
10.83,144.67039136649998
10.84,144.9278516331946
10.85,145.18497572042068
10.86,145.44176142892454
10.87,145.69820655945222
10.88,145.9543089127501
10.89,146.2100662895641
10.9,146.4654764906406
10.91,146.72053731672577
10.92,146.9752465685657
10.93,147.2296020469066
10.94,147.48360155249466
10.95,147.7372428860761
10.96,147.99052384839712
10.97,148.24344224020382
10.98,148.49599586224238
10.99,148.74818251525906
11.0,149.0
11.01,149.25144954456198
11.02,149.5025460864441
11.03,149.75330799049613
11.04,150.00375362156785
11.05,150.253901344509
11.06,150.50376952416912
11.07,150.7533765253981
11.08,151.0027407130456
11.09,151.2518804519614
11.1,151.5008141069952
11.11,151.74956004299673
11.12,151.99813662481574
11.13,152.24656221730197
11.14,152.49485518530508
11.15,152.74303389367486
11.16,152.99111670726106
11.17,153.23912199091328
11.18,153.48706810948138
11.19,153.73497342781505
11.2,153.98285631076402
11.21,154.23073512317805
11.22,154.47862822990675
11.23,154.72655399579995
11.24,154.9745307857074
11.25,155.2225769644788
11.26,155.47071089696382
11.27,155.7189509480123
11.28,155.96731548247382
11.29,156.2158228651982
11.3,156.4644914610353
11.31,156.71333963483457
11.32,156.96238575144594
11.33,157.21164817571906
11.34,157.46114527250364
11.35,157.71089540664948
11.36,157.96091694300628
11.37,158.21122824642376
11.38,158.4618476817517
11.39,158.71279361383975
11.4,158.96408440753763
11.41,159.21573842769516
11.42,159.46777403916198
11.43,159.72020960678788
11.44,159.97306349542256
11.45,160.22635406991577
11.46,160.48009969511725
11.47,160.73431873587668
11.48,160.98902955704375
11.49,161.24425052346834
11.5,161.5
11.51,161.75628541398947
11.52,162.0130704427907
11.53,162.27030782625866
11.54,162.52795030424818
11.55,162.78595061661423
11.56,163.0442615032117
11.57,163.30283570389537
11.58,163.56162595852032
11.59,163.82058500694137
11.6,164.0796655890134
11.61,164.3388204445913
11.62,164.5980023135301
11.63,164.8571639356846
11.64,165.11625805090972
11.65,165.37523739906035
11.66,165.6340547199914
11.67,165.89266275355774
11.68,166.15101423961434
11.69,166.40906191801605
11.7,166.6667585286178
11.71,166.92405681127454
11.72,167.18090950584104
11.73,167.4372693521723
11.74,167.69308909012318
11.75,167.94832145954862
11.76,168.2029192003035
11.77,168.45683505224275
11.78,168.71002175522122
11.79,168.96243204909385
11.8,169.2140186737156
11.81,169.4647343689412
11.82,169.71453187462572
11.83,169.96336393062396
11.84,170.21118327679085
11.85,170.45794265298136
11.86,170.7035947990503
11.87,170.9480924548526
11.88,171.19138836024325
11.89,171.43343525507703
11.9,171.67418587920886
11.91,171.9135929724937
11.92,172.15160927478638
11.93,172.38818752594187
11.94,172.62328046581504
11.95,172.8568408342608
11.96,173.0888213711341
11.97,173.31917481628977
11.98,173.54785390958267
11.99,173.7748113908678
12.0,174.0
12.01,174.2233880794802
12.02,174.44500638239307
12.03,174.66490126446925
12.04,174.8831190814394
12.05,175.0997061890343
12.06,175.31470894298442
12.07,175.5281736990205
12.08,175.74014681287326
12.09,175.9506746402733
12.1,176.15980353695127
12.11,176.36757985863792
12.12,176.5740499610638
12.13,176.77926019995968
12.14,176.98325693105616
12.15,177.1860865100839
12.16,177.38779529277355
12.17,177.58842963485586
12.18,177.78803589206137
12.19,177.98666042012078
12.2,178.1843495747648
12.21,178.3811497117241
12.22,178.57710718672925
12.23,178.77226835551102
12.24,178.96667957379998
12.25,179.16038719732683
12.26,179.35343758182222
12.27,179.5458770830169
12.28,179.7377520566414
12.29,179.92910885842645
12.3,180.11999384410274
12.31,180.3104533694008
12.32,180.5005337900515
12.33,180.6902814617853
12.34,180.879742740333
12.35,181.0689639814252
12.36,181.25799154079252
12.37,181.44687177416577
12.38,181.6356510372755
12.39,181.8243756858524
12.4,182.01309207562707
12.41,182.20184656233025
12.42,182.3906855016926
12.43,182.57965524944476
12.44,182.76880216131732
12.45,182.9581725930411
12.46,183.14781290034668
12.47,183.33776943896467
12.48,183.5280885646258
12.49,183.71881663306067
12.5,183.91
12.51,184.10166842808977
12.52,184.29378530763708
12.53,184.48629743586443
12.54,184.6791516099942
12.55,184.8722946272489
12.56,185.06567328485096
12.57,185.2592343800228
12.58,185.45292470998683
12.59,185.6466910719656
12.6,185.84048026318155
12.61,186.03423908085708
12.62,186.22791432221464
12.63,186.4214527844768
12.64,186.61480126486575
12.65,186.80790656060427
12.66,187.0007154689145
12.67,187.1931747870191
12.68,187.3852313121404
12.69,187.5768318415009
12.7,187.7679231723231
12.71,187.95845210182932
12.72,188.14836542724208
12.73,188.33760994578392
12.74,188.5261324546771
12.75,188.7138797511442
12.76,188.90079863240769
12.77,189.0868358956899
12.78,189.27193833821332
12.79,189.4560527572005
12.8,189.63912594987383
12.81,189.8211047134557
12.82,190.00193584516865
12.83,190.18156614223503
12.84,190.35994240187733
12.85,190.53701142131808
12.86,190.7127199977796
12.87,190.8870149284844
12.88,191.05984301065496
12.89,191.2311510415137
12.9,191.40088581828303
12.91,191.5689941381855
12.92,191.73542279844347
12.93,191.90011859627936
12.94,192.06302832891575
12.95,192.224098793575
12.96,192.3832767874796
12.97,192.54050910785196
12.98,192.69574255191444
12.99,192.84892391688967
13.0,193.0
13.01,193.1489360481608
13.02,193.29577110705867
13.03,193.4405626720732
13.04,193.58336823858392
13.05,193.72424530197043
13.06,193.86325135761217
13.07,194.00044390088863
13.08,194.1358804271796
13.09,194.2696184318644
13.1,194.4017154103226
13.11,194.53222885793383
13.12,194.66121627007757
13.13,194.78873514213336
13.14,194.91484296948076
13.15,195.03959724749933
13.16,195.16305547156853
13.17,195.285275137068
13.18,195.4063137393772
13.19,195.5262287738757
13.2,195.64507773594303
13.21,195.7629181209588
13.22,195.87980742430247
13.23,195.99580314135363
13.24,196.1109627674917
13.25,196.22534379809645
13.26,196.33900372854728
13.27,196.45200005422373
13.28,196.5643902705053
13.29,196.67623187277164
13.3,196.78758235640225
13.31,196.89849921677657
13.32,197.00903994927427
13.33,197.11926204927488
13.34,197.22922301215783
13.35,197.33898033330283
13.36,197.44859150808924
13.37,197.55811403189676
13.38,197.6676054001049
13.39,197.77712310809304
13.4,197.8867246512409
13.41,197.996467524928
13.42,198.10640922453385
13.43,198.2166072454379
13.44,198.32711908301985
13.45,198.4380022326591
13.46,198.54931418973533
13.47,198.661112449628
13.48,198.7734545077166
13.49,198.8863978593808
13.5,199.0
13.51,199.1143040992672
13.52,199.22929602412836
13.53,199.3449473158429
13.54,199.46122951567023
13.55,199.57811416486976
13.56,199.6955728047008
13.57,199.81357697642275
13.58,199.93209822129504
13.59,200.05110808057705
13.6,200.17057809552813
