wind_speed,Vestas V27.1
3.01,0.1250475413940124
3.02,0.1411434343923412
3.03,0.1576729242666721
3.04,0.1746401547303961
3.05,0.1920492694969031
3.06,0.2099044122795847
3.07,0.228209726791831
3.08,0.246969356747033
3.09,0.26618744585858
3.1,0.2858681378398646
3.11,0.3060155764042758
3.12,0.3266339052652061
3.13,0.3477272681360444
3.14,0.369299808730182
3.15,0.3913556707610099
3.16,0.4138989979419181
3.17,0.436933933986297
3.18,0.4604646226075393
3.19,0.4844952075190327
3.2,0.5090298324341707
3.21,0.5340726410663401
3.22,0.5596277771289366
3.23,0.5856993843353469
3.24,0.6122916063989639
3.25,0.639408587033176
3.26,0.6670544699513759
3.27,0.6952333988669539
3.28,0.7239495174932997
3.29,0.7532069695438055
3.3,0.7830098987318594
3.31,0.813362448770856
3.32,0.8442687633741821
3.33,0.8757329862552301
3.34,0.90775926112739
3.35,0.9403517317040536
3.36,0.97351454169861
3.37,1.007251834824452
3.38,1.041567754794967
3.39,1.07646644532355
3.4,1.111952050123587
3.41,1.1480287129084723
3.42,1.1847005773915935
3.43,1.2219717872863447
3.44,1.259846486306113
3.45,1.298328818164293
3.46,1.337422926574271
3.47,1.3771329552494411
3.48,1.417463047903191
3.49,1.4584173482489151
3.5,1.5
3.51,1.5422153720162757
3.52,1.5850687337433211
3.53,1.6285655797731486
3.54,1.6727114046977758
3.55,1.7175117031092155
3.56,1.7629719695994863
3.57,1.8090976987605971
3.58,1.8558943851845704
3.59,1.903367523463413
3.6,1.9515226081891484
3.61,2.0003651339537853
3.62,2.0499005953493428
3.63,2.100134486967832
3.64,2.151072303401273
3.65,2.202719539241675
3.66,2.255081689081057
3.67,2.308164247511433
3.68,2.361972709124821
3.69,2.416512568513229
3.7,2.471789320268679
3.71,2.5278084589831806
3.72,2.584575479248755
3.73,2.6420958756574096
3.74,2.7003751428011675
3.75,2.759418775272037
3.76,2.8192322676620365
3.77,2.8798211145631814
3.78,2.941190810567485
3.79,3.003346850266965
3.8,3.066294728253632
3.81,3.1300399391195075
3.82,3.1945879774565973
3.83,3.259944337856928
3.84,3.326114514912504
3.85,3.3931040032153468
3.86,3.460918297357469
3.87,3.5295628919308863
3.88,3.5990432815276123
3.89,3.669364960739668
3.9,3.740533424159057
3.91,3.812554166377807
3.92,3.885432681987924
3.93,3.959174465581429
3.94,4.03378501175033
3.95,4.10926981508665
3.96,4.185634370182399
3.97,4.262884171629594
3.98,4.341024714020248
3.99,4.420061491946381
4.0,4.5
4.01,4.580844519503708
4.02,4.662594478702441
4.03,4.745248092571722
4.04,4.828803576087059
4.05,4.913259144223975
4.06,4.998613011957987
4.07,5.084863394264622
4.08,5.172008506119384
4.09,5.2600465624978
4.1,5.348975778375387
4.11,5.43879436872767
4.12,5.5295005485301525
4.13,5.621092532758363
4.14,5.713568536387816
4.15,5.806926774394043
4.16,5.901165461752542
4.17,5.996282813438839
4.18,6.092277044428456
4.19,6.189146369696916
4.2,6.2868890042197245
4.21,6.385503162972405
4.22,6.484987060930478
4.23,6.58533891306947
4.24,6.686556934364878
4.25,6.788639339792236
4.26,6.8915843443270575
4.27,6.995390162944863
4.28,7.100055010621183
4.29,7.2055771023315085
4.3,7.311954653051376
4.31,7.419185877756299
4.32,7.527268991421808
4.33,7.636202209023402
4.34,7.745983745536608
4.35,7.856611815936942
4.36,7.968084635199938
4.37,8.08040041830109
4.38,8.193557380215927
4.39,8.307553735919969
4.4,8.422387700388743
4.41,8.538057488597751
4.42,8.654561315522514
4.43,8.771897396138558
4.44,8.890063945421405
4.45,9.009059178346558
4.46,9.128881309889543
4.47,9.24952855502588
4.48,9.370999128731096
4.49,9.49329124598069
4.5,9.616403121750189
4.51,9.740332971015114
4.52,9.865079008750982
4.53,9.990639449933324
4.54,10.117012509537632
4.55,10.24419640253944
4.56,10.372189343914265
4.57,10.500989548637634
4.58,10.630595231685046
4.59,10.76100460803203
4.6,10.892215892654106
4.61,11.024227300526798
4.62,11.15703704662561
4.63,11.290643345926064
4.64,11.42504441340368
4.65,11.560238464033995
4.66,11.6962237127925
4.67,11.832998374654714
4.68,11.970560664596173
4.69,12.108908797592395
4.7,12.24804098861888
4.71,12.387955452651164
4.72,12.52865040466475
4.73,12.670124059635182
4.74,12.812374632537948
4.75,12.95540033834858
4.76,13.099199392042596
4.77,13.243770008595517
4.78,13.389110402982867
4.79,13.535218790180146
4.8,13.682093385162885
4.81,13.829732402906595
4.82,13.978134058386818
4.83,14.127296566579036
4.84,14.277218142458787
4.85,14.42789700100159
4.86,14.579331357182973
4.87,14.731519425978428
4.88,14.884459422363491
4.89,15.038149561313674
4.9,15.19258805780451
4.91,15.347773126811491
4.92,15.50370298331016
4.93,15.66037584227602
4.94,15.81778991868461
4.95,15.975943427511416
4.96,16.13483458373198
4.97,16.29446160232181
4.98,16.454822698256443
4.99,16.615916086511373
5.0,16.777739982062126
5.01,16.940292599884216
5.02,17.103572154953177
5.03,17.26757686224453
5.04,17.432304936733768
5.05,17.59775459339642
5.06,17.763924047208015
5.07,17.930811513144075
5.08,18.09841520618009
5.09,18.266733341291594
5.1,18.435764133454114
5.11,18.60550579764317
5.12,18.775956548834262
5.13,18.94711460200292
5.14,19.11897817212466
5.15,19.291545474175013
5.16,19.46481472312947
5.17,19.63878413396357
5.18,19.813451921652817
5.19,19.98881630117276
5.2,20.16487548749888
5.21,20.34162769560671
5.22,20.519071140471777
5.23,20.6972040370696
5.24,20.87602460037568
5.25,21.05553104536554
5.26,21.2357215870147
5.27,21.41659444029869
5.28,21.598147820193027
5.29,21.780379941673218
5.3,21.96328901971477
5.31,22.146873269293238
5.32,22.33113090538412
5.33,22.51606014296292
5.34,22.70165919700517
5.35,22.8879262824864
5.36,23.074859614382124
5.37,23.26245740766784
5.38,23.450717877319075
5.39,23.63963923831136
5.4,23.82921970562021
5.41,24.019457494221136
5.42,24.21035081908965
5.43,24.401897895201284
5.44,24.59409693753157
5.45,24.78694616105599
5.46,24.980443780750083
5.47,25.174588011589364
5.48,25.36937706854937
5.49,25.564809166605578
5.5,25.760882520733546
5.51,25.95759534590876
5.52,26.154945857106767
5.53,26.35293226930309
5.54,26.55155279747321
5.55,26.750805656592664
5.56,26.950689061636982
5.57,27.15120122758168
5.58,27.352340369402256
5.59,27.554104702074245
5.6,27.75649244057316
5.61,27.95950179987453
5.62,28.163130994953864
5.63,28.367378240786675
5.64,28.57224175234849
5.65,28.77771974461484
5.66,28.98381043256121
5.67,29.19051203116313
5.68,29.397822755396135
5.69,29.60574082023576
5.7,29.814264440657468
5.71,30.023391831636804
5.72,30.23312120814929
5.73,30.44345078517047
5.74,30.65437877767581
5.75,30.865903400640853
5.76,31.07802286904112
5.77,31.290735397852128
5.78,31.50403920204942
5.79,31.717932496608466
5.8,31.9324134965048
5.81,32.14748041671396
5.82,32.363131472211464
5.83,32.5793648779728
5.84,32.79617884897352
5.85,33.01357160018912
5.86,33.23154134659514
5.87,33.45008630316706
5.88,33.669204684880434
5.89,33.88889470671077
5.9,34.109154583633604
5.91,34.329982530624406
5.92,34.55137676265874
5.93,34.7733354947121
5.94,34.99585694176003
5.95,35.21893931877802
5.96,35.44258084074159
5.97,35.66677972262628
5.98,35.891534179407614
5.99,36.11684242606107
6.0,36.34270267756219
6.01,36.569113148886494
6.02,36.796072055009496
6.03,37.023577610906734
6.04,37.25162803155369
6.05,37.48022153192591
6.06,37.70935632699889
6.07,37.9390306317482
6.08,38.16924266114929
6.09,38.39999063017772
6.1,38.63127275380898
6.11,38.86308724701864
6.12,39.09543232478215
6.13,39.32830620207508
6.14,39.56170709387292
6.15,39.79563321515121
6.16,40.03008278088545
6.17,40.26505400605117
6.18,40.50054510562388
6.19,40.73655429457912
6.2,40.97307978789237
6.21,41.21011980053918
6.22,41.44767254749505
6.23,41.68573624373553
6.24,41.924309104236094
6.25,42.16338934397226
6.26,42.4029751779196
6.27,42.64306482105358
6.28,42.88365648834977
6.29,43.12474839478363
6.3,43.36633875533071
6.31,43.608425784966514
6.32,43.8510076986666
6.33,44.09408271140643
6.34,44.33764903816156
6.35,44.581704893907485
6.36,44.826248493619765
6.37,45.071278052273854
6.38,45.316791784845314
6.39,45.56278790630965
6.4,45.809264631642414
6.41,46.05622017581906
6.42,46.30365275381515
6.43,46.55156058060619
6.44,46.79994187116773
6.45,47.048794840475246
6.46,47.29811770350426
6.47,47.5479086752303
6.48,47.79816597062892
6.49,48.04888780467557
6.5,48.30007239234581
6.51,48.55171794861516
6.52,48.80382268845912
6.53,49.05638482685323
6.54,49.30940257877297
6.55,49.5628741591939
6.56,49.81679778309153
6.57,50.07117166544138
6.58,50.32599402121894
6.59,50.58126306539975
6.6,50.83697701295932
6.61,51.09313407887322
6.62,51.34973247811688
6.63,51.60677042566586
6.64,51.86424613649568
6.65,52.12215782558189
6.66,52.38050370789996
6.67,52.63928199842541
6.68,52.89849091213378
6.69,53.15812866400061
6.7,53.41819346900135
6.71,53.67868354211157
6.72,53.9395970983068
6.73,54.20093235256252
6.74,54.462687519854256
6.75,54.724860815157534
6.76,54.987450453447885
6.77,55.25045464970079
6.78,55.51387161889183
6.79,55.77769957599647
6.8,56.04193673599024
6.81,56.30658131384867
6.82,56.571631524547264
6.83,56.83708558306154
6.84,57.10294170436703
6.85,57.369198103439246
6.86,57.63585299525372
6.87,57.90290459478595
6.88,58.17035111701144
6.89,58.43819077690574
6.9,58.706421789444384
6.91,58.97504236960284
6.92,59.244050732356655
6.93,59.51344509268134
6.94,59.783223665552434
6.95,60.053384665945416
6.96,60.32392630883584
6.97,60.59484680919919
6.98,60.86614438201104
6.99,61.13781724224685
7.0,61.40986360488216
7.01,61.68228168489249
7.02,61.95506969725335
7.03,62.22822585694031
7.04,62.50174837892881
7.05,62.7756354781944
7.06,63.0498853697126
7.07,63.324496268458965
7.08,63.59946638940896
7.09,63.87479394753811
7.1,64.15047715782194
7.11,64.426514235236
7.12,64.70290339475577
7.13,64.97964285135677
7.14,65.25673082001454
7.15,65.53416551570461
7.16,65.81194515340245
7.17,66.09006794808361
7.18,66.3685321147236
7.19,66.64733586829794
7.2,66.92647742378215
7.21,67.20595499615173
7.22,67.48576680038225
7.23,67.7659110514492
7.24,68.04638596432805
7.25,68.32718975399439
7.26,68.6083206354237
7.27,68.8897768235915
7.28,69.17155653347335
7.29,69.45365798004471
7.3,69.73607937828112
7.31,70.01881894315811
7.32,70.3018748896512
7.33,70.58524543273589
7.34,70.86892878738769
7.35,71.15292316858213
7.36,71.43722679129478
7.37,71.72183787050108
7.38,72.00675462117658
7.39,72.29197525829679
7.4,72.57749799683728
7.41,72.8633210517735
7.42,73.14944263808097
7.43,73.43586097073525
7.44,73.72257426471185
7.45,74.00958073498629
7.46,74.29687859653404
7.47,74.58446606433068
7.48,74.87234135335171
7.49,75.16050267857261
7.5,75.44894825496897
7.51,75.73767629751624
7.52,76.02668502118996
7.53,76.31597264096571
7.54,76.60553737181891
7.55,76.89537742872513
7.56,77.18549102665986
7.57,77.4758763805987
7.58,77.76653170551707
7.59,78.05745521639051
7.6,78.34864512819456
7.61,78.64009965590478
7.62,78.93181701449659
7.63,79.22379541894557
7.64,79.51603308422723
7.65,79.80852822531712
7.66,80.10127905719068
7.67,80.3942837948235
7.68,80.68754065319106
7.69,80.98104784726891
7.7,81.2748035920325
7.71,81.56880610245743
7.72,81.86305359351918
7.73,82.1575442801933
7.74,82.45227637745523
7.75,82.74724810028057
7.76,83.04245766364481
7.77,83.33790328252346
7.78,83.63358317189207
7.79,83.9294955467261
7.8,84.22563862200113
7.81,84.52201061269261
7.82,84.81860973377614
7.83,85.11543420022721
7.84,85.41248222702129
7.85,85.70975202913394
7.86,86.00724182154067
7.87,86.304949819217
7.88,86.60287423713847
7.89,86.90101329028056
7.9,87.19936519361882
7.91,87.49792816212874
7.92,87.79670041078586
7.93,88.09568015456568
7.94,88.39486560844375
7.95,88.69425498739557
7.96,88.99384650639664
7.97,89.29363838042248
7.98,89.59362882444867
7.99,89.89381605345064
8.0,90.19419828240396
8.01,90.49477372628417
8.02,90.79554060006669
8.03,91.09649711872714
8.04,91.397641497241
8.05,91.69897195058384
8.06,92.0004866937311
8.07,92.3021839416583
8.08,92.604061909341
8.09,92.90611881175472
8.1,93.20835286387496
8.11,93.5107622806772
8.12,93.81334527713705
8.13,94.11610006823004
8.14,94.41902486893152
8.15,94.72211789421712
8.16,95.02537735906242
8.17,95.3288014784428
8.18,95.6323884673339
8.19,95.93613654071116
8.2,96.24004391355017
8.21,96.5441088008264
8.22,96.84832941751534
8.23,97.15270397859256
8.24,97.45723069903356
8.25,97.76190779381383
8.26,98.06673347790895
8.27,98.3717059662944
8.28,98.67682347394572
8.29,98.98208421583836
8.3,99.28748640694798
8.31,99.59302826224996
8.32,99.89870799671986
8.33,100.20452382533324
8.34,100.51047396306556
8.35,100.81655662489231
8.36,101.12277002578914
8.37,101.42911238073144
8.38,101.73558190469488
8.39,102.0421768126548
8.4,102.34889531958676
8.41,102.65573564046636
8.42,102.96269599026904
8.43,103.2697745839704
8.44,103.57696963654584
8.45,103.884279362971
8.46,104.19170197822136
8.47,104.49923569727244
8.48,104.80687873509967
8.49,105.11462930667868
8.5,105.42248562698492
8.51,105.73044591099396
8.52,106.03850837368128
8.53,106.3466712300224
8.54,106.65493269499292
8.55,106.96329098356829
8.56,107.27174431072396
8.57,107.58029089143557
8.58,107.88892894067855
8.59,108.19765667342848
8.6,108.50647230466085
8.61,108.81537404935112
8.62,109.12436012247493
8.63,109.43342873900778
8.64,109.74257811392508
8.65,110.05180646220244
8.66,110.36111199881536
8.67,110.67049293873932
8.68,110.97994749694988
8.69,111.28947388842256
8.7,111.59907032813284
8.71,111.90873503105632
8.72,112.21846621216848
8.73,112.52826208644476
8.74,112.83812086886071
8.75,113.14804077439192
8.76,113.45802001801388
8.77,113.76805681470208
8.78,114.07814937943206
8.79,114.38829592717931
8.8,114.69849467291944
8.81,115.00874383162784
8.82,115.3190416182801
8.83,115.62938624785173
8.84,115.9397759353182
8.85,116.2502088956551
8.86,116.56068334383797
8.87,116.8711974948422
8.88,117.18174956364346
8.89,117.49233776521716
8.9,117.8029603145389
8.91,118.11361542658408
8.92,118.42430131632833
8.93,118.73501619874708
8.94,119.04575828881592
8.95,119.3565258015104
8.96,119.667316951806
8.97,119.97812995467817
8.98,120.28896302510246
8.99,120.59981437805445
9.0,120.9106822285096
9.01,121.2215647914434
9.02,121.53246028183148
9.03,121.84336691464928
9.04,122.1542829048723
9.05,122.46520646747618
9.06,122.77613581743628
9.07,123.0870691697282
9.08,123.3980047393274
9.09,123.70894074120947
9.1,124.01987539034994
9.11,124.33080690172426
9.12,124.64173349030798
9.13,124.95265337107664
9.14,125.26356475900572
9.15,125.57446586907078
9.16,125.88535491624724
9.17,126.19623011551076
9.18,126.50708968183672
9.19,126.8179318302008
9.2,127.12875477557832
9.21,127.43955673294502
9.22,127.75033591727625
9.23,128.06109054354755
9.24,128.3718188267345
9.25,128.6825189818126
9.26,128.99318922375733
9.27,129.30382776754425
9.28,129.6144328281488
9.29,129.92500262054665
9.3,130.23553535971325
9.31,130.54602926062398
9.32,130.85648253825457
9.33,131.1668934075804
9.34,131.47726008357705
9.35,131.78758078122002
9.36,132.0978537154848
9.37,132.40807710134698
9.38,132.7182491537821
9.39,133.0283680877655
9.4,133.33843211827286
9.41,133.64843946027963
9.42,133.95838832876137
9.43,134.26827693869353
9.44,134.57810350505176
9.45,134.88786624281147
9.46,135.1975633669482
9.47,135.50719309243743
9.48,135.81675363425478
9.49,136.1262432073757
9.5,136.43566002677565
9.51,136.74500230743027
9.52,137.05426826431503
9.53,137.36345611240543
9.54,137.672564066677
9.55,137.98159034210528
9.56,138.2905331536657
9.57,138.59939071633391
9.58,138.90816124508538
9.59,139.21684295489558
9.6,139.52543406074005
9.61,139.83393277759433
9.62,140.14233732043394
9.63,140.4506459042344
9.64,140.75885674397117
9.65,141.06696805461985
9.66,141.3749780511559
9.67,141.68288494855486
9.68,141.99068696179225
9.69,142.29838230584355
9.7,142.60596919568437
9.71,142.9134458462902
9.72,143.22081047263646
9.73,143.52806128969883
9.74,143.83519651245263
9.75,144.1422143558735
9.76,144.44911303493703
9.77,144.75589076461858
9.78,145.0625457598938
9.79,145.36907623573808
9.8,145.6754804071271
9.81,145.98175648903623
9.82,146.287902696441
9.83,146.59391724431703
9.84,146.89979834763977
9.85,147.20554422138477
9.86,147.5111530805275
9.87,147.8166231400435
9.88,148.1219526149084
9.89,148.42713972009747
9.9,148.73218267058647
9.91,149.0370796813508
9.92,149.34182896736596
9.93,149.64642874360752
9.94,149.950877225051
9.95,150.25517262667188
9.96,150.55931316344575
9.97,150.86329705034808
9.98,151.16712250235437
9.99,151.47078773444014
10.0,151.77429096158096
10.01,152.07763039875226
10.02,152.38080426092964
10.03,152.68381076308862
10.04,152.98664812020462
10.05,153.28931454725335
10.06,153.59180825921015
10.07,153.89412747105055
10.08,154.19627039775014
10.09,154.4982352542844
10.1,154.80002025562888
10.11,155.1016236167591
10.12,155.4030435526505
10.13,155.70427827827874
10.14,156.0053260086192
10.15,156.30618495864744
10.16,156.606853343339
10.17,156.90732937766938
10.18,157.2076112766141
10.19,157.5076972551487
10.2,157.8075855282487
10.21,158.10727431088964
10.22,158.4067618180469
10.23,158.70604626469617
10.24,159.0051258658129
10.25,159.30399883637256
10.26,159.60266339135077
10.27,159.9011177457229
10.28,160.19936011446464
10.29,160.4973887125514
10.3,160.79520175495878
10.31,161.0927974566622
10.32,161.39017403263722
10.33,161.6873296978594
10.34,161.9842626673042
10.35,162.28097115594713
10.36,162.57745337876375
10.37,162.87370755072956
10.38,163.16973188682016
10.39,163.46552460201093
10.4,163.76108391127744
10.41,164.05640802959525
10.42,164.35149517193986
10.43,164.64634355328673
10.44,164.94095138861144
10.45,165.2353168928895
10.46,165.5294382810965
10.47,165.82331376820775
10.48,166.116941569199
10.49,166.4103198990456
10.5,166.70344697272313
10.51,166.99632100520714
10.52,167.28894021147312
10.53,167.58130280649658
10.54,167.87340700525306
10.55,168.1652510227181
10.56,168.45683307386716
10.57,168.7481513736758
10.58,169.0392041371195
10.59,169.32998957917374
10.6,169.62050591481415
10.61,169.91075135901625
10.62,170.20072412675546
10.63,170.49042243300738
10.64,170.7798444927475
10.65,171.06898852095128
10.66,171.35785273259427
10.67,171.64643534265207
10.68,171.9347345661001
10.69,172.2227486179139
10.7,172.510475713069
10.71,172.797914066541
10.72,173.0850618933053
10.73,173.37191740833742
10.74,173.65847882661296
10.75,173.9447443631074
10.76,174.2307122327962
10.77,174.51638065065498
10.78,174.80174783165916
10.79,175.08681199078433
10.8,175.37157134300605
10.81,175.65602410329973
10.82,175.94016848664094
10.83,176.22400270800514
10.84,176.50752498236795
10.85,176.79073352470482
10.86,177.07362654999127
10.87,177.35620227320288
10.88,177.63845890931515
10.89,177.92039467330352
10.9,178.20200778014356
10.91,178.4832964448108
10.92,178.76425888228076
10.93,179.0448933075289
10.94,179.32519793553087
10.95,179.60517098126198
10.96,179.884810659698
10.97,180.16411518581424
10.98,180.44308277458632
10.99,180.72171164098967
11.0,181.0
11.01,181.27794426380777
11.02,181.55553363346428
11.03,181.83275550723585
11.04,182.1095972833888
11.05,182.3860463601896
11.06,182.66209013590435
11.07,182.93771600879964
11.08,183.2129113771417
11.09,183.4876636391969
11.1,183.7619601932316
11.11,184.03578843751208
11.12,184.3091357703048
11.13,184.58198958987603
11.14,184.85433729449207
11.15,185.1261662824193
11.16,185.39746395192412
11.17,185.66821770127288
11.18,185.93841492873185
11.19,186.20804303256745
11.2,186.47708941104597
11.21,186.7455414624338
11.22,187.0133865849972
11.23,187.28061217700252
11.24,187.5472056367163
11.25,187.8131543624047
11.26,188.078445752334
11.27,188.3430672047708
11.28,188.6070061179812
11.29,188.8702498902317
11.3,189.1327859197886
11.31,189.39460160491825
11.32,189.65568434388695
11.33,189.91602153496103
11.34,190.1756005764069
11.35,190.43440886649097
11.36,190.69243380347947
11.37,190.9496627856388
11.38,191.20608321123527
11.39,191.46168247853524
11.4,191.71644798580505
11.41,191.97036713131104
11.42,192.22342731331955
11.43,192.47561593009695
11.44,192.7269203799096
11.45,192.97732806102383
11.46,193.226826371706
11.47,193.4754027102224
11.48,193.72304447483947
11.49,193.9697390638234
11.5,194.2154738754407
11.51,194.4602363079576
11.52,194.70401375964053
11.53,194.94679362875576
11.54,195.18856331356972
11.55,195.42931021234872
11.56,195.66902172335907
11.57,195.90768524486717
11.58,196.1452881751393
11.59,196.3818179124418
11.6,196.61726185504116
11.61,196.85160740120352
11.62,197.08484194919532
11.63,197.31695289728304
11.64,197.54792764373283
11.65,197.7777535868111
11.66,198.0064181247842
11.67,198.23390865591847
11.68,198.46021257848025
11.69,198.68531729073587
11.7,198.9092101909517
11.71,199.13187867739416
11.72,199.3533101483295
11.73,199.57349200202407
11.74,199.79241163674428
11.75,200.0100564507564
11.76,200.2264138423268
11.77,200.44147120972175
11.78,200.65521595120785
11.79,200.86763546505117
11.8,201.07871714951816
11.81,201.2884484028752
11.82,201.49681662338853
11.83,201.70380920932453
11.84,201.90941355894964
11.85,202.11361707053015
11.86,202.3164071423324
11.87,202.5177711726228
11.88,202.71769655966756
11.89,202.91617070173308
11.9,203.1131809970857
11.91,203.30871484399185
11.92,203.50275964071776
11.93,203.69530278552992
11.94,203.88633167669445
11.95,204.07583371247796
11.96,204.26379629114655
11.97,204.4502068109668
11.98,204.63505267020489
11.99,204.81832126712715
12.0,205.0
12.01,205.1800808917476
12.02,205.35857446392552
12.03,205.535495862747
12.04,205.71086023442533
12.05,205.884682725174
12.06,206.0569784812062
12.07,206.22776264873528
12.08,206.39705037397465
12.09,206.5648568031375
12.1,206.7311970824373
12.11,206.89608635808727
12.12,207.05953977630085
12.13,207.2215724832913
12.14,207.382199625272
12.15,207.54143634845616
12.16,207.69929779905723
12.17,207.85579912328856
12.18,208.01095546736332
12.19,208.16478197749504
12.2,208.3172937998969
12.21,208.4685060807824
12.22,208.61843396636456
12.23,208.76709260285705
12.24,208.91449713647305
12.25,209.06066271342576
12.26,209.2056044799288
12.27,209.3493375821953
12.28,209.49187716643857
12.29,209.63323837887208
12.3,209.7734363657091
12.31,209.9124862731629
12.32,210.0504032474469
12.33,210.18720243477435
12.34,210.32289898135863
12.35,210.45750803341303
12.36,210.59104473715095
12.37,210.72352423878564
12.38,210.8549616845305
12.39,210.9853722205989
12.4,211.114770993204
12.41,211.24317314855924
12.42,211.370593832878
12.43,211.49704819237343
12.44,211.62255137325903
12.45,211.7471185217481
12.46,211.870764784054
12.47,211.99350530639
12.48,212.1153552349693
12.49,212.23632971600543
12.5,212.35644389571172
12.51,212.47571292030148
12.52,212.59415193598792
12.53,212.7117760889845
12.54,212.82860052550444
12.55,212.9446403917612
12.56,213.059910833968
12.57,213.17442699833825
12.58,213.28820403108517
12.59,213.40125707842213
12.6,213.51360128656265
12.61,213.6252518017197
12.62,213.73622377010696
12.63,213.8465323379376
12.64,213.9561926514249
12.65,214.06521985678236
12.66,214.1736291002231
12.67,214.28143552796064
12.68,214.38865428620807
12.69,214.49530052117905
12.7,214.60138937908667
12.71,214.70693600614428
12.72,214.8119555485653
12.73,214.916463152563
12.74,215.02047396435077
12.75,215.12400313014183
12.76,215.2270657961496
12.77,215.32967710858736
12.78,215.4318522136685
12.79,215.53360625760632
12.8,215.6349543866141
12.81,215.7359117469053
12.82,215.8364934846931
12.83,215.9367147461909
12.84,216.03659067761205
12.85,216.13613642516987
