wind_speed,Siva 250/50
3.4,0.8427132890411207
3.41,0.8744340788616056
3.42,0.9067538380861564
3.43,0.9396782319244924
3.44,0.9732129255863284
3.45,1.007363584281386
3.46,1.0421358732193773
3.47,1.0775354576100251
3.48,1.1135680026630423
3.49,1.1502391735881503
3.5,1.187554635595064
3.51,1.2255200538935012
3.52,1.2641410936931812
3.53,1.3034234202038184
3.54,1.3433726986351338
3.55,1.3839945941968412
3.56,1.4252947720986613
3.57,1.4672788975503095
3.58,1.5099526357615047
3.59,1.5533216519419617
3.6,1.5973916113014024
3.61,1.6421681790495388
3.62,1.6876570203960937
3.63,1.7338638005507807
3.64,1.78079418472332
3.65,1.8284538381234263
3.66,1.87684842596082
3.67,1.925983613445215
3.68,1.9758650657863337
3.69,2.026498448193888
3.7,2.0778894258776
3.71,2.130043664047183
3.72,2.18296682791236
3.73,2.236664582682842
3.74,2.2911425935683525
3.75,2.3464065257786038
3.76,2.4024620445233142
3.77,2.4593148150122066
3.78,2.516970502454992
3.79,2.575434772061392
3.8,2.63471328904112
3.81,2.6948117186039
3.82,2.755735725959441
3.83,2.817490976317468
3.84,2.880083134887693
3.85,2.943517866879838
3.86,3.007800837503616
3.87,3.072937711968748
3.88,3.1389341554849493
3.89,3.20579583326194
3.9,3.2735284105094333
3.91,3.3421375524371517
3.92,3.411628924254807
3.93,3.482008191172124
3.94,3.5532810183988115
3.95,3.6254530711445945
3.96,3.698530014619185
3.97,3.772517514032306
3.98,3.847421234593668
3.99,3.923246841512996
4.0,4.0
4.01,4.077685146248537
4.02,4.156301800388994
4.03,4.235848253535906
4.04,4.316322796803782
4.05,4.3977237213071545
4.06,4.480049318160547
4.07,4.563297878478494
4.08,4.647467693375504
4.09,4.732557053966109
4.1,4.818564251364834
4.11,4.90548757668621
4.12,4.993325321044751
4.13,5.082075775554984
4.14,5.171737231331438
4.15,5.262307979488642
4.16,5.353786311141108
4.17,5.446170517403367
4.18,5.539458889389945
4.19,5.633649718215373
4.2,5.728741294994161
4.21,5.824731910840842
4.22,5.92161985686994
4.23,6.019403424195988
4.24,6.118080903933494
4.25,6.217650587196992
4.26,6.318110765101007
4.27,6.419459728760063
4.28,6.5216957692886925
4.29,6.624817177801406
4.3,6.728822245412733
4.31,6.8337092632372025
4.32,6.939476522389343
4.33,7.046122313983668
4.34,7.1536449291347015
4.35,7.262042658956978
4.36,7.371313794565029
4.37,7.4814566270733565
4.38,7.5924694475965
4.39,7.704350547248981
4.4,7.817098217145334
4.41,7.930710748400068
4.42,8.04518643212771
4.43,8.160523559442794
4.44,8.276720421459848
4.45,8.393775309293376
4.46,8.51168651405792
4.47,8.630452326868
4.48,8.75007103883815
4.49,8.870540941082876
4.5,8.991860324716711
4.51,9.114027480854189
4.52,9.237040700609816
4.53,9.360898275098144
4.54,9.485598495433674
4.55,9.611139652730936
4.56,9.737520038104456
4.57,9.864737942668771
4.58,9.992791657538389
4.59,10.121679473827836
4.6,10.251399682651645
4.61,10.381950575124344
4.62,10.51333044236044
4.63,10.645537575474473
4.64,10.77857026558096
4.65,10.912426803794444
4.66,11.047105481229416
4.67,11.182604589000428
4.68,11.318922418221996
4.69,11.45605726000865
4.7,11.594007405474905
4.71,11.732771145735288
4.72,11.872346771904327
4.73,12.012732575096557
4.74,12.153926846426485
4.75,12.29592787700864
4.76,12.438733957957544
4.77,12.582343380387735
4.78,12.726754435413744
4.79,12.871965414150065
4.8,13.017974607711238
4.81,13.164780307211794
4.82,13.312380803766263
4.83,13.46077438848915
4.84,13.609959352494986
4.85,13.759933986898304
4.86,13.910696582813635
4.87,14.06224543135548
4.88,14.21457882363838
4.89,14.367695050776852
4.9,14.52159240388544
4.91,14.676269174078644
4.92,14.831723652470997
4.93,14.987954130177023
4.94,15.144958898311266
4.95,15.302736247988218
4.96,15.46128447032242
4.97,15.620601856428404
4.98,15.780686697420697
4.99,15.941537284413798
5.0,16.10315190852225
5.01,16.265528860860574
5.02,16.428666432543295
5.03,16.59256291468496
5.04,16.757216598400053
5.05,16.922625774803123
5.06,17.08878873500869
5.07,17.25570377013129
5.08,17.42336917128543
5.09,17.591783229585637
5.1,17.76094423614644
5.11,17.930850482082384
5.12,18.10150025850795
5.13,18.272891856537697
5.14,18.445023567286132
5.15,18.617893681867816
5.16,18.79150049139722
5.17,18.96584228698889
5.18,19.140917359757363
5.19,19.316724000817167
5.2,19.493260501282805
5.21,19.67052515226881
5.22,19.848516244889705
5.23,20.027232070260037
5.24,20.206670919494293
5.25,20.38683108370702
5.26,20.567710854012745
5.27,20.749308521525982
5.28,20.93162237736128
5.29,21.11465071263313
5.3,21.29839181845607
5.31,21.48284398594463
5.32,21.66800550621334
5.33,21.85387467037671
5.34,22.040449769549262
5.35,22.227729094845536
5.36,22.415710937380062
5.37,22.604393588267342
5.38,22.793775338621916
5.39,22.983854479558296
5.4,23.17462930219104
5.41,23.366098097634627
5.42,23.5582591570036
5.43,23.75111077141249
5.44,23.94465123197584
5.45,24.13887882980813
5.46,24.33379185602392
5.47,24.52938860173771
5.48,24.72566735806406
5.49,24.922626416117456
5.5,25.12026406701244
5.51,25.318578601863532
5.52,25.517568311785272
5.53,25.717231487892185
5.54,25.91756642129876
5.55,26.118571403119557
5.56,26.32024472446908
5.57,26.52258467646188
5.58,26.725589550212455
5.59,26.929257636835345
5.6,27.133587227445062
5.61,27.33857661315616
5.62,27.54422408508313
5.63,27.750527934340496
5.64,27.9574864520428
5.65,28.165097929304597
5.66,28.373360657240344
5.67,28.5822729269646
5.68,28.791833029591885
5.69,29.002039256236756
5.7,29.212889898013696
5.71,29.42438324603723
5.72,29.636517591421907
5.73,29.84929122528225
5.74,30.062702438732764
5.75,30.276749522887982
5.76,30.49143076886243
5.77,30.706744467770637
5.78,30.922688910727143
5.79,31.139262388846436
5.8,31.35646319324305
5.81,31.57428961503153
5.82,31.792739945326407
5.83,32.011812475242166
5.84,32.231505495893366
5.85,32.45181729839451
5.86,32.672746173860155
5.87,32.894290413404775
5.88,33.116448308142935
5.89,33.33921814918914
5.9,33.56259822765796
5.91,33.786586834663844
5.92,34.01118226132136
5.93,34.23638279874503
5.94,34.462186738049404
5.95,34.68859237034895
5.96,34.91559798675823
5.97,35.143201878391764
5.98,35.371402336364085
5.99,35.60019765178969
6.0,35.829586115783115
6.01,36.059566019458906
6.02,36.29013565393156
6.03,36.52129331031564
6.04,36.753037279725625
6.05,36.98536585327605
6.06,37.21827732208145
6.07,37.45176997725638
6.08,37.68584210991531
6.09,37.92049201117278
6.1,38.15571797214334
6.11,38.39151828394151
6.12,38.62789123768179
6.13,38.86483512447871
6.14,39.1023482354468
6.15,39.3404288617006
6.16,39.579075294354624
6.17,39.81828582452337
6.18,40.05805874332142
6.19,40.298392341863256
6.2,40.53928491126341
6.21,40.78073474263639
6.22,41.02274012709676
6.23,41.26529935575905
6.24,41.508410719737725
6.25,41.75207251014734
6.26,41.99628301810244
6.27,42.24104053471752
6.28,42.486343351107145
6.29,42.73218975838581
6.3,42.97857804766803
6.31,43.22550651006834
6.32,43.472973436701295
6.33,43.720977118681375
6.34,43.96951584712311
6.35,44.21858791314104
6.36,44.46819160784972
6.37,44.71832522236362
6.38,44.968987047797285
6.39,45.22017537526524
6.4,45.47188849588203
6.41,45.72412470076214
6.42,45.97688228102012
6.43,46.23015952777049
6.44,46.48395473212778
6.45,46.73826618520651
6.46,46.9930921781212
6.47,47.24843100198638
6.48,47.5042809479166
6.49,47.76064030702633
6.5,48.01750737043011
6.51,48.27488042924252
6.52,48.53275777457801
6.53,48.79113769755117
6.54,49.05001848927647
6.55,49.309398440868456
6.56,49.56927584344166
6.57,49.82964898811062
6.58,50.09051616598981
6.59,50.3518756681938
6.6,50.613725785837104
6.61,50.876064810034265
6.62,51.13889103189976
6.63,51.40220274254813
6.64,51.66599823309394
6.65,51.93027579465169
6.66,52.195033718335885
6.67,52.46027029526106
6.68,52.72598381654174
6.69,52.9921725732925
6.7,53.25883485662777
6.71,53.52596895766212
6.72,53.7935731675101
6.73,54.061645777286216
6.74,54.33018507810501
6.75,54.59918936108095
6.76,54.86865691732861
6.77,55.13858603796249
6.78,55.40897501409716
6.79,55.679822136847086
6.8,55.951125697326816
6.81,56.22288398665089
6.82,56.49509529593384
6.83,56.76775791629013
6.84,57.04087013883436
6.85,57.31443025468101
6.86,57.58843655494461
6.87,57.862887330739696
6.88,58.13778087318077
6.89,58.41311547338238
6.9,58.68888942245909
6.91,58.96510101152533
6.92,59.24174853169569
6.93,59.51883027408466
6.94,59.79634452980683
6.95,60.07428958997664
6.96,60.35266374570866
6.97,60.63146528811741
6.98,60.91069250831743
6.99,61.190343697423216
7.0,61.47041714654929
7.01,61.7509111468102
7.02,62.03182398932044
7.03,62.313153965194594
7.04,62.594899365547136
7.05,62.8770584814926
7.06,63.15962960414551
7.07,63.44261102462043
7.08,63.72600103403183
7.09,64.00979792349423
7.1,64.2939999841222
7.11,64.57860550703025
7.12,64.86361278333291
7.13,65.14902010414467
7.14,65.43482576058007
7.15,65.72102804375369
7.16,66.00762524477996
7.17,66.29461565477348
7.18,66.58199756484873
7.19,66.86976926612029
7.2,67.1579290497026
7.21,67.44647520671026
7.22,67.73540602825776
7.23,68.02471980545965
7.24,68.31441482943043
7.25,68.60448939128463
7.26,68.89494178213674
7.27,69.18577029310136
7.28,69.47697321529297
7.29,69.7685488398261
7.3,70.06049545781526
7.31,70.352811360375
7.32,70.64549483861987
7.33,70.93854418366432
7.34,71.23195768662292
7.35,71.52573363861018
7.36,71.81987033074066
7.37,72.11436605412884
7.38,72.40921909988927
7.39,72.70442775913645
7.4,72.99999032298497
7.41,73.29590508254927
7.42,73.59217032894392
7.43,73.88878435328343
7.44,74.18574544668235
7.45,74.48305190025516
7.46,74.78070200511644
7.47,75.07869405238068
7.48,75.3770263331624
7.49,75.67569713857614
7.5,75.97470475973643
7.51,76.27404748775774
7.52,76.5737236137547
7.53,76.87373142884178
7.54,77.17406922413346
7.55,77.47473529074432
7.56,77.77572791978885
7.57,78.07704540238164
7.58,78.37868602963712
7.59,78.68064809266988
7.6,78.98292988259443
7.61,79.2855296905253
7.62,79.58844580757702
7.63,79.89167652486408
7.64,80.19522013350102
7.65,80.49907492460241
7.66,80.8032391892827
7.67,81.10771121865645
7.68,81.41248930383821
7.69,81.7175717359425
7.7,82.02295680608377
7.71,82.32864280537663
7.72,82.63462802493558
7.73,82.94091075587517
7.74,83.24748928930983
7.75,83.5543619163542
7.76,83.86152692812271
7.77,84.16898261572994
7.78,84.47672727029044
7.79,84.78475918291868
7.8,85.0930766447292
7.81,85.40167794683651
7.82,85.71056138035522
7.83,86.01972523639974
7.84,86.32916780608463
7.85,86.63888738052444
7.86,86.94888225083369
7.87,87.2591507081269
7.88,87.56969104351857
7.89,87.88050154812325
7.9,88.1915805130555
7.91,88.50292622942976
7.92,88.81453698836062
7.93,89.12641108096258
7.94,89.43854679835019
7.95,89.75094243163792
7.96,90.06359627194037
7.97,90.376506610372
7.98,90.68967173804738
7.99,91.003089946081
8.0,91.3167595255874
8.01,91.63067876768108
8.02,91.9448459634766
8.03,92.25925940408848
8.04,92.57391738063124
8.05,92.88881818421946
8.06,93.20396010596754
8.07,93.51934143699006
8.08,93.8349604684016
8.09,94.1508154913166
8.1,94.46690479684966
8.11,94.78322667611523
8.12,95.09977942022792
8.13,95.41656132030226
8.14,95.73357066745268
8.15,96.0508057527937
8.16,96.36826486743992
8.17,96.68594630250584
8.18,97.003848349106
8.19,97.3219692983549
8.2,97.64030744136709
8.21,97.9588610692571
8.22,98.27762847313942
8.23,98.59660794412856
8.24,98.91579777333908
8.25,99.2351962518855
8.26,99.55480167088234
8.27,99.87461232144412
8.28,100.1946264946854
8.29,100.51484248172062
8.3,100.83525857366448
8.31,101.1558730616313
8.32,101.47668423673572
8.33,101.7976903900922
8.34,102.11888981281535
8.35,102.4402807960196
8.36,102.76186163081952
8.37,103.08363060832966
8.38,103.40558601966455
8.39,103.72772615593864
8.4,104.05004930826652
8.41,104.37255376776268
8.42,104.69523782554164
8.43,105.01809977271796
8.44,105.34113790040615
8.45,105.66435049972075
8.46,105.98773586177632
8.47,106.31129227768729
8.48,106.63501803856818
8.49,106.95891143553357
8.5,107.28297075969796
8.51,107.60719430217596
8.52,107.931580354082
8.53,108.25612720653064
8.54,108.58083315063637
8.55,108.9056964775138
8.56,109.23071547827736
8.57,109.5558884440416
8.58,109.88121366592104
8.59,110.20668943503024
8.6,110.5323140424837
8.61,110.85808577939594
8.62,111.1840029368815
8.63,111.51006380605496
8.64,111.83626667803075
8.65,112.1626098439234
8.66,112.48909159484748
8.67,112.81571022191748
8.68,113.14246401624794
8.69,113.46935126895342
8.7,113.7963702711484
8.71,114.12351931394744
8.72,114.45079668846503
8.73,114.7782006858157
8.74,115.10572959711396
8.75,115.43338171347438
8.76,115.76115532601143
8.77,116.08904872583972
8.78,116.41706020407366
8.79,116.74518805182788
8.8,117.07343056021688
8.81,117.40178602035512
8.82,117.73025272335718
8.83,118.0588289603376
8.84,118.38751302241084
8.85,118.71630320069146
8.86,119.045197786294
8.87,119.374195070333
8.88,119.70329334392298
8.89,120.0324908981784
8.9,120.36178602421386
8.91,120.6911770131438
8.92,121.02066215608284
8.93,121.35023974414544
8.94,121.67990806844614
8.95,122.00966542009948
8.96,122.33951009022005
8.97,122.6694403699222
8.98,122.99945455032062
8.99,123.32955092252972
9.0,123.65972777766407
9.01,123.98998340683823
9.02,124.32031610116672
9.03,124.65072415176397
9.04,124.98120584974464
9.05,125.3117594862232
9.06,125.64238335231414
9.07,125.973075739132
9.08,126.30383493779132
9.09,126.6346592394066
9.1,126.96554693509238
9.11,127.29649631596322
9.12,127.62750567313358
9.13,127.95857329771808
9.14,128.28969748083114
9.15,128.62087651358735
9.16,128.95210868710114
9.17,129.28339229248715
9.18,129.61472562085987
9.19,129.94610696333382
9.2,130.2775346110235
9.21,130.60900685504353
9.22,130.9405219865083
9.23,131.27207829653238
9.24,131.60367407623033
9.25,131.93530761671664
9.26,132.26697720910585
9.27,132.5986811445125
9.28,132.9304177140511
9.29,133.26218520883614
9.3,133.5939819199823
9.31,133.92580613860383
9.32,134.25765615581548
9.33,134.58953026273167
9.34,134.921426750467
9.35,135.25334391013595
9.36,135.585280032853
9.37,135.91723340973277
9.38,136.24920233188976
9.39,136.5811850904384
9.4,136.91317997649335
9.41,137.245185281169
9.42,137.57719929557996
9.43,137.90922031084074
9.44,138.24124661806593
9.45,138.57327650836993
9.46,138.9053082728674
9.47,139.23734020267273
9.48,139.56937058890054
9.49,139.90139772266525
9.5,140.23341989508148
9.51,140.56543539726377
9.52,140.89744252032656
9.53,141.22943955538443
9.54,141.5614247935519
9.55,141.89339652594353
9.56,142.22535304367375
9.57,142.55729263785716
9.58,142.88921359960824
9.59,143.2211142200415
9.6,143.5529927902716
9.61,143.88484760141284
9.62,144.21667694458
9.63,144.54847911088746
9.64,144.8802523914497
9.65,145.21199507738137
9.66,145.54370545979685
9.67,145.87538182981078
9.68,146.20702247853762
9.69,146.53862569709196
9.7,146.87018977658826
9.71,147.2017130081412
9.72,147.53319368286503
9.73,147.86463009187452
9.74,148.19602052628403
9.75,148.52736327720817
9.76,148.8586566357614
9.77,149.18989889305837
9.78,149.5210883402135
9.79,149.8522232683413
9.8,150.18330196855646
9.81,150.51432273197332
9.82,150.84528384970645
9.83,151.17618361287035
9.84,151.50702031257964
9.85,151.83779223994878
9.86,152.16849768609228
9.87,152.49913494212473
9.88,152.82970229916066
9.89,153.16019804831444
9.9,153.49062048070078
9.91,153.8209678874341
9.92,154.15123855962898
9.93,154.48143078839988
9.94,154.81154286486137
9.95,155.14157308012798
9.96,155.47151972531427
9.97,155.8013810915347
9.98,156.13115546990375
9.99,156.46084115153604
10.0,156.79043642754607
10.01,157.11993958904836
10.02,157.4493489271574
10.03,157.77866273298775
10.04,158.10787929765397
10.05,158.4369969122706
10.06,158.76601386795204
10.07,159.09492845581286
10.08,159.42373896696762
10.09,159.75244369253085
10.1,160.08104092361702
10.11,160.4095289513408
10.12,160.7379060668165
10.13,161.06617056115886
10.14,161.39432072548226
10.15,161.72235485090124
10.16,162.0502712285303
10.17,162.3780681494841
10.18,162.705743904877
10.19,163.0332967858237
10.2,163.36072508343855
10.21,163.68802708883624
10.22,164.0152010931311
10.23,164.3422453874378
10.24,164.66915826287084
10.25,164.9959380105447
10.26,165.322582921574
10.27,165.6490912870731
10.28,165.9754613981567
10.29,166.30169154593924
10.3,166.62778002153533
10.31,166.95372511605933
10.32,167.27952512062586
10.33,167.60517832634946
10.34,167.9306830243446
10.35,168.25603750572589
10.36,168.58124006160776
10.37,168.90628898310476
10.38,169.23118256133154
10.39,169.55591908740246
10.4,169.88049685243203
10.41,170.20491414753494
10.42,170.5291692638256
10.43,170.8532604924185
10.44,171.17718612442832
10.45,171.5009444509694
10.46,171.82453376315647
10.47,172.14795235210386
10.48,172.47119850892616
10.49,172.7942705247379
10.5,173.11716669065362
10.51,173.43988529778784
10.52,173.76242463725507
10.53,174.0847830001698
10.54,174.40695867764668
10.55,174.72894996080018
10.56,175.05075514074474
10.57,175.37237250859496
10.58,175.69380035546533
10.59,176.0150369724704
10.6,176.33608065072468
10.61,176.65692968134272
10.62,176.97758235543904
10.63,177.2980369641282
10.64,177.6182917985246
10.65,177.93834514974284
10.66,178.25819530889746
10.67,178.577840567103
10.68,178.8972792154739
10.69,179.21650954512478
10.7,179.53552984717012
10.71,179.8543384127245
10.72,180.1729335329023
10.73,180.49131349881824
10.74,180.80947660158665
10.75,181.1274211323222
10.76,181.44514538213932
10.77,181.76264764215267
10.78,182.0799262034766
10.79,182.3969793572257
10.8,182.71380539451465
10.81,183.03040260645776
10.82,183.3467692841696
10.83,183.66290371876477
10.84,183.9788042013577
10.85,184.29446902306304
10.86,184.6098964749952
10.87,184.92508484826877
10.88,185.24003243399824
10.89,185.55473752329812
10.9,185.869198407283
10.91,186.18341337706727
10.92,186.49738072376573
10.93,186.81109873849255
10.94,187.12456571236257
10.95,187.43777993649007
10.96,187.75073970198977
10.97,188.0634432999761
10.98,188.3758890215635
10.99,188.68807515786665
11.0,189.0
11.01,189.31166125954505
11.02,189.62305432995123
11.03,189.93417402513492
11.04,190.24501515901264
11.05,190.55557254550072
11.06,190.8658409985155
11.07,191.17581533197352
11.08,191.48549035979104
11.09,191.7948608958846
11.1,192.10392175417053
11.11,192.41266774856527
11.12,192.7210936929852
11.13,193.0291944013468
11.14,193.33696468756628
11.15,193.64439936556025
11.16,193.951493249245
11.17,194.258241152537
11.18,194.5646378893527
11.19,194.87067827360832
11.2,195.17635711922048
11.21,195.4816692401056
11.22,195.78660945017975
11.23,196.0911725633597
11.24,196.3953533935617
11.25,196.69914675470216
11.26,197.00254746069749
11.27,197.3055503254641
11.28,197.6081501629185
11.29,197.9103417869769
11.3,198.2121200115559
11.31,198.51347965057172
11.32,198.81441551794097
11.33,199.11492242757987
11.34,199.41499519340488
11.35,199.71462862933248
11.36,200.01381754927905
11.37,200.31255676716083
11.38,200.6108410968945
11.39,200.90866535239635
11.4,201.2060243475827
11.41,201.50291289637005
11.42,201.79932581267477
11.43,202.09525791041327
11.44,202.390704003502
11.45,202.6856589058572
11.46,202.98011743139563
11.47,203.27407439403325
11.48,203.56752460768683
11.49,203.86046288627253
11.5,204.15288404370693
11.51,204.44478289390636
11.52,204.7361542507872
11.53,205.02699292826588
11.54,205.3172937402589
11.55,205.60705150068247
11.56,205.89626102345312
11.57,206.1849171224873
11.58,206.47301461170133
11.59,206.76054830501164
11.6,207.04751301633465
11.61,207.33390355958667
11.62,207.61971474868423
11.63,207.90494139754375
11.64,208.1895783200816
11.65,208.47362033021412
11.66,208.75706224185785
11.67,209.03989886892896
11.68,209.3221250253441
11.69,209.60373552501952
11.7,209.8847251818717
11.71,210.16508880981712
11.72,210.44482122277205
11.73,210.72391723465296
11.74,211.0023716593762
11.75,211.28017931085824
11.76,211.5573350030155
11.77,211.83383354976428
11.78,212.1096697650211
11.79,212.3848384627023
11.8,212.6593344567244
11.81,212.9331525610036
11.82,213.2062875894565
11.83,213.4787343559993
11.84,213.75048767454868
11.85,214.02154235902083
11.86,214.29189322333224
11.87,214.5615350813993
11.88,214.83046274713843
11.89,215.098671034466
11.9,215.3661547572985
11.91,215.63290872955216
11.92,215.8989277651436
11.93,216.1642066779891
11.94,216.42874028200504
11.95,216.69252339110795
11.96,216.95555081921412
11.97,217.21781738024004
11.98,217.47931788810203
11.99,217.7400471567166
12.0,218.0
12.01,218.259172047983
12.02,218.51756219515252
12.03,218.77517015211004
12.04,219.0319956294567
12.05,219.28803833779384
12.06,219.5432979877228
12.07,219.7977742898447
12.08,220.05146695476108
12.09,220.304375693073
12.1,220.5565002153818
12.11,220.8078402322888
12.12,221.0583954543953
12.13,221.30816559230263
12.14,221.55715035661197
12.15,221.80534945792456
12.16,222.0527626068419
12.17,222.29938951396505
12.18,222.54522988989544
12.19,222.7902834452343
12.2,223.03454989058292
12.21,223.27802893654268
12.22,223.5207202937147
12.23,223.7626236727004
12.24,224.00373878410093
12.25,224.2440653385177
12.26,224.48360304655196
12.27,224.7223516188049
12.28,224.960310765878
12.29,225.19748019837235
12.3,225.43385962688947
12.31,225.6694487620304
12.32,225.90424731439657
12.33,226.1382549945892
12.34,226.3714715132096
12.35,226.603896580859
12.36,226.8355299081388
12.37,227.06637120565023
12.38,227.2964201839946
12.39,227.52567655377317
12.4,227.7541400255872
12.41,227.981810310038
12.42,228.20868711772684
12.43,228.43477015925504
12.44,228.66005914522384
12.45,228.88455378623456
12.46,229.10825379288855
12.47,229.331158875787
12.48,229.55326874553117
12.49,229.7745831127224
12.5,229.995101687962
12.51,230.21482418185124
12.52,230.4337503049914
12.53,230.65187976798373
12.54,230.8692122814296
12.55,231.08574755593023
12.56,231.3014853020869
12.57,231.5164252305009
12.58,231.7305670517736
12.59,231.9439104765061
12.6,232.1564552152999
12.61,232.3682009787561
12.62,232.57914747747617
12.63,232.7892944220613
12.64,232.9986415231128
12.65,233.20718849123185
12.66,233.41493503701983
12.67,233.62188087107808
12.68,233.82802570400773
12.69,234.0333692464102
12.7,234.23791120888677
12.71,234.4416513020386
12.72,234.64458923646717
12.73,234.8467247227736
12.74,235.0480574715592
12.75,235.2485871934253
12.76,235.44831359897327
12.77,235.64723639880424
12.78,235.8453553035196
12.79,236.0426700237205
12.8,236.23918027000843
12.81,236.4348857529845
12.82,236.62978618325013
12.83,236.8238812714065
12.84,237.01717072805496
12.85,237.2096542637967
12.86,237.40133158923308
12.87,237.5922024149654
