wind_speed,Venturicon 3.ZERO
5.89,0.1295984098530457
5.9,0.1302216378449934
5.91,0.1308468701265735
5.92,0.1314741135170503
5.93,0.1321033748356882
5.94,0.1327346609017516
5.95,0.1333679785345045
5.96,0.1340033345532116
5.97,0.1346407357771371
5.98,0.1352801890255453
5.99,0.1359217011177004
6.0,0.136565278872867
6.01,0.1372109291103092
6.02,0.1378586586492914
6.03,0.1385084743090779
6.04,0.1391603829089331
6.05,0.1398143912681213
6.06,0.1404705062059068
6.07,0.141128734541554
6.08,0.141789083094327
6.09,0.1424515586834904
6.1,0.1431161681283084
6.11,0.1437829182480453
6.12,0.1444518158619655
6.13,0.1451228677893333
6.14,0.1457960808494129
6.15,0.1464714618614689
6.16,0.1471490176447654
6.17,0.1478287550185668
6.18,0.1485106808021373
6.19,0.1491948018147415
6.2,0.1498811248756435
6.21,0.1505696568041077
6.22,0.1512604044193984
6.23,0.15195337454078
6.24,0.1526485739875168
6.25,0.153346009578873
6.26,0.1540456881341131
6.27,0.1547476164725012
6.28,0.155451801413302
6.29,0.1561582497757794
6.3,0.1568669683791981
6.31,0.1575779640428221
6.32,0.158291243585916
6.33,0.1590068138277439
6.34,0.1597246815875703
6.35,0.1604448536846594
6.36,0.1611673369382756
6.37,0.1618921381676833
6.38,0.1626192641921466
6.39,0.16334872183093
6.4,0.1640805179032978
6.41,0.1648146592285143
6.42,0.1655511526258438
6.43,0.1662900049145507
6.44,0.1670312229138993
6.45,0.167774813443154
6.46,0.1685207833215789
6.47,0.1692691393684385
6.48,0.1700198884029971
6.49,0.170773037244519
6.5,0.1715285927122685
6.51,0.1722865616255101
6.52,0.1730469508035079
6.53,0.1738097670655263
6.54,0.1745750172308297
6.55,0.1753427081186823
6.56,0.1761128465483486
6.57,0.1768854393390928
6.58,0.1776604933101792
6.59,0.1784380152808722
6.6,0.179218012070436
6.61,0.1800004904981352
6.62,0.1807854573832339
6.63,0.1815729195449964
6.64,0.1823628838026871
6.65,0.1831553569755705
6.66,0.1839503458829106
6.67,0.1847478573439719
6.68,0.1855478981780187
6.69,0.1863504752043154
6.7,0.1871555952421262
6.71,0.1879632651107155
6.72,0.1887734916293476
6.73,0.1895862816172868
6.74,0.1904016418937976
6.75,0.191219579278144
6.76,0.1920401005895906
6.77,0.1928632126474016
6.78,0.1936889222708415
6.79,0.1945172362791744
6.8,0.1953481614916646
6.81,0.1961817047275766
6.82,0.1970178728061748
6.83,0.1978566725467233
6.84,0.1986981107684865
6.85,0.1995421942907288
6.86,0.2003889299327145
6.87,0.2012383245137078
6.88,0.2020903848529731
6.89,0.2029451177697748
6.9,0.2038025300833773
6.91,0.2046626286130446
6.92,0.2055254201780413
6.93,0.2063909115976316
6.94,0.20725910969108
6.95,0.2081300212776506
6.96,0.2090036531766079
6.97,0.2098800122072161
6.98,0.2107591051887397
6.99,0.2116409389404427
7.0,0.2125255202815897
7.01,0.213412856031445
7.02,0.2143029530092728
7.03,0.2151958180343377
7.04,0.2160914579259037
7.05,0.2169898795032352
7.06,0.2178910895855967
7.07,0.2187950949922524
7.08,0.2197019025424666
7.09,0.2206115190555036
7.1,0.2215239513506279
7.11,0.2224392062471037
7.12,0.2233572905641953
7.13,0.224278211121167
7.14,0.2252019747372833
7.15,0.2261285882318085
7.16,0.2270580584240066
7.17,0.2279903921331424
7.18,0.2289255961784799
7.19,0.2298636773792835
7.2,0.2308046425548175
7.21,0.2317484985243464
7.22,0.2326952521071343
7.23,0.2336449101224458
7.24,0.2345974793895449
7.25,0.235552966727696
7.26,0.2365113789561636
7.27,0.2374727228942119
7.28,0.2384370053611053
7.29,0.239404233176108
7.3,0.2403744131584844
7.31,0.2413475521274989
7.32,0.2423236569024158
7.33,0.2433027343024993
7.34,0.2442847911470138
7.35,0.2452698342552237
7.36,0.2462578704463933
7.37,0.2472489065397868
7.38,0.2482429493546686
7.39,0.249240005710303
7.4,0.2502400824259545
7.41,0.2512431863208872
7.42,0.2522493242143655
7.43,0.2532585029256537
7.44,0.2542707292740163
7.45,0.2552860100787174
7.46,0.2563043521590215
7.47,0.2573257623341927
7.48,0.2583502474234956
7.49,0.2593778142461943
7.5,0.2604084696215533
7.51,0.2614422203688367
7.52,0.2624790733073091
7.53,0.2635190352562347
7.54,0.2645621130348778
7.55,0.2656083134625028
7.56,0.2666576433583738
7.57,0.2677101095417555
7.58,0.2687657188319119
7.59,0.2698244780481075
7.6,0.2708863940096066
7.61,0.2719514735356735
7.62,0.2730197234455725
7.63,0.274091150558568
7.64,0.2751657616939242
7.65,0.2762435636709057
7.66,0.2773245633087765
7.67,0.278408767426801
7.68,0.2794961828442436
7.69,0.2805868163803687
7.7,0.2816806748544404
7.71,0.2827777650857233
7.72,0.2838780938934814
7.73,0.2849816680969795
7.74,0.2860884945154814
7.75,0.2871985799682518
7.76,0.2883119312745548
7.77,0.2894285552536548
7.78,0.2905484587248162
7.79,0.2916716485073033
7.8,0.2927981314203803
7.81,0.2939279142833117
7.82,0.2950610039153618
7.83,0.2961974071357948
7.84,0.2973371307638751
7.85,0.2984801816188669
7.86,0.2996265665200348
7.87,0.300776292286643
7.88,0.3019293657379557
7.89,0.3030857936932374
7.9,0.3042455829717523
7.91,0.3054087403927648
7.92,0.3065752727755392
7.93,0.3077451869393398
7.94,0.308918489703431
7.95,0.3100951878870771
7.96,0.3112752883095423
7.97,0.312458797790091
7.98,0.3136457231479878
7.99,0.3148360712024966
8.0,0.316029848772882
8.01,0.3172270626784081
8.02,0.3184277197383394
8.03,0.3196318267719402
8.04,0.3208393905984749
8.05,0.3220504180372078
8.06,0.323264915907403
8.07,0.324482891028325
8.08,0.3257043502192382
8.09,0.3269293002994067
8.1,0.328157748088095
8.11,0.3293897004045675
8.12,0.3306251640680883
8.13,0.3318641458979221
8.14,0.3331066527133328
8.15,0.3343526913335849
8.16,0.3356022685779427
8.17,0.3368553912656705
8.18,0.3381120662160327
8.19,0.3393723002482935
8.2,0.3406361001817175
8.21,0.341903472835569
8.22,0.343174425029112
8.23,0.3444489635816109
8.24,0.3457270953123302
8.25,0.3470088270405341
8.26,0.3482941655854871
8.27,0.3495831177664532
8.28,0.3508756904026971
8.29,0.3521718903134829
8.3,0.3534717243180752
8.31,0.3547751992357379
8.32,0.3560823218857356
8.33,0.3573930990873325
8.34,0.358707537659793
8.35,0.3600256444223813
8.36,0.361347426194362
8.37,0.3626728897949991
8.38,0.3640020420435574
8.39,0.3653348897593008
8.4,0.3666714397614936
8.41,0.3680116988694003
8.42,0.3693556739022852
8.43,0.3707033716794126
8.44,0.3720547990200469
8.45,0.3734099627434523
8.46,0.3747688696688934
8.47,0.3761315266156342
8.48,0.3774979404029391
8.49,0.3788681178500724
8.5,0.3802420657762985
8.51,0.3816197910008819
8.52,0.3830013003430866
8.53,0.3843866006221771
8.54,0.3857756986574178
8.55,0.387168601268073
8.56,0.3885653152734068
8.57,0.3899658474926837
8.58,0.391370204745168
8.59,0.392778393850124
8.6,0.394190421626816
8.61,0.3956062948945085
8.62,0.3970260204724656
8.63,0.3984496051799521
8.64,0.3998770558362317
8.65,0.4013083792605688
8.66,0.4027435822722281
8.67,0.4041826716904737
8.68,0.40562565433457
8.69,0.4070725370237812
8.7,0.4085233265773716
8.71,0.4099780298146062
8.72,0.4114366535547483
8.73,0.4128992046170627
8.74,0.4143656898208139
8.75,0.4158361159852658
8.76,0.4173104899296831
8.77,0.41878881847333
8.78,0.4202711084354708
8.79,0.4217573666353699
8.8,0.4232475998922916
8.81,0.4247418150255002
8.82,0.4262400188542599
8.83,0.4277422181978352
8.84,0.4292484198754903
8.85,0.4307586307064897
8.86,0.4322728575100975
8.87,0.4337911071055783
8.88,0.4353133863121964
8.89,0.4368397019492158
8.9,0.4383700608359011
8.91,0.4399044697915165
8.92,0.4414429356353264
8.93,0.442985465186595
8.94,0.4445320652645869
8.95,0.4460827426885662
8.96,0.4476375042777975
8.97,0.4491963568515447
8.98,0.4507593072290723
8.99,0.4523263622296446
9.0,0.4538975286725261
9.01,0.4554728133769809
9.02,0.4570522231622735
9.03,0.4586357648476682
9.04,0.4602234452524293
9.05,0.4618152711958214
9.06,0.4634112494971082
9.07,0.4650113869755544
9.08,0.4666156904504241
9.09,0.4682241667409821
9.1,0.4698368226664924
9.11,0.4714536650462194
9.12,0.4730747006994272
9.13,0.4746999364453807
9.14,0.4763293791033436
9.15,0.4779630354925805
9.16,0.4796009124323557
9.17,0.4812430167419335
9.18,0.4828893552405782
9.19,0.4845399347475543
9.2,0.4861947620821258
9.21,0.4878538440635577
9.22,0.4895171875111135
9.23,0.4911847992440579
9.24,0.4928566860816552
9.25,0.4945328548431698
9.26,0.4962133123478658
9.27,0.4978980654150078
9.28,0.4995871208638599
9.29,0.5012804855136868
9.3,0.5029781661837526
9.31,0.5046801696933213
9.32,0.5063865028616575
9.33,0.5080971725080257
9.34,0.5098121854516899
9.35,0.5115315485119147
9.36,0.5132552685079643
9.37,0.5149833522591031
9.38,0.5167158065845956
9.39,0.5184526383037056
9.4,0.5201938542356976
9.41,0.5219394611998361
9.42,0.5236894660153855
9.43,0.5254438755016098
9.44,0.5272026964777737
9.45,0.5289659357631413
9.46,0.5307336001769772
9.47,0.5325056965385453
9.48,0.5342822316671102
9.49,0.536063212381936
9.5,0.5378486455022871
9.51,0.5396385378474281
9.52,0.541432896236623
9.53,0.5432317274891363
9.54,0.5450350384242323
9.55,0.5468428358611755
9.56,0.5486551266192298
9.57,0.5504719175176598
9.58,0.5522932153757298
9.59,0.5541190270127041
9.6,0.555949359247847
9.61,0.5577842189004227
9.62,0.559623612789696
9.63,0.561467547734931
9.64,0.5633160305553917
9.65,0.5651690680703426
9.66,0.5670266670990481
9.67,0.5688888344607727
9.68,0.5707555769747803
9.69,0.5726269014603356
9.7,0.5745028147367027
9.71,0.5763833236231465
9.72,0.5782684349389303
9.73,0.5801581555033192
9.74,0.5820524921355771
9.75,0.5839514516549686
9.76,0.5858550408807579
9.77,0.5877632666322095
9.78,0.5896761357285876
9.79,0.5915936549891563
9.8,0.5935158312331807
9.81,0.5954426712799242
9.82,0.5973741819486514
9.83,0.5993103700586269
9.84,0.6012512424291148
9.85,0.6031968058793794
9.86,0.605147067228685
9.87,0.6071020332962962
9.88,0.6090617109014775
9.89,0.6110261068634923
9.9,0.612995228001606
9.91,0.6149690811350822
9.92,0.6169476730831854
9.93,0.6189310106651799
9.94,0.6209191007003302
9.95,0.6229119500079006
9.96,0.6249095654071556
9.97,0.626911953717359
9.98,0.6289191217577754
9.99,0.6309310763476692
10.0,0.6329478243063046
10.01,0.634969372452946
10.02,0.6369957276068576
10.03,0.639026896587304
10.04,0.6410628862135493
10.05,0.6431037033048584
10.06,0.6451493546804947
10.07,0.6471998471597229
10.08,0.6492551875618073
10.09,0.6513153827060123
10.1,0.6533804394116024
10.11,0.6554503644978418
10.12,0.6575251647839945
10.13,0.6596048470893254
10.14,0.6616894182330986
10.15,0.6637788850345779
10.16,0.6658732543130284
10.17,0.667972532887714
10.18,0.6700767275778989
10.19,0.6721858452028479
10.2,0.6742998925818252
10.21,0.6764188765340953
10.22,0.6785428038789216
10.23,0.6806716814355693
10.24,0.6828055160233024
10.25,0.6849443144613853
10.26,0.6870880835690825
10.27,0.6892368301656578
10.28,0.6913905610703762
10.29,0.6935492831025016
10.3,0.695713003081299
10.31,0.6978817278260316
10.32,0.7000554641559642
10.33,0.7022342188903615
10.34,0.7044179988484873
10.35,0.7066068108496063
10.36,0.7088006617129827
10.37,0.7109995582578807
10.38,0.7132035073035652
10.39,0.7154125156692998
10.4,0.7176265901743488
10.41,0.7198457376379772
10.42,0.7220699648794487
10.43,0.7242992787180279
10.44,0.7265336859729792
10.45,0.7287731934635667
10.46,0.7310178080090555
10.47,0.7332675364287086
10.48,0.7355223855417912
10.49,0.7377823621675672
10.5,0.7400474731253013
10.51,0.7423177252342575
10.52,0.7445931253137006
10.53,0.7468736801828944
10.54,0.7491593966611036
10.55,0.7514502815675927
10.56,0.7537463417216254
10.57,0.7560475839424663
10.58,0.7583540150493798
10.59,0.76066564186163
10.6,0.7629824711984815
10.61,0.7653045098791987
10.62,0.7676317647230456
10.63,0.7699642425492872
10.64,0.772301950177187
10.65,0.7746448944260095
10.66,0.776993082115019
10.67,0.7793465200634803
10.68,0.7817052150906572
10.69,0.7840691740158143
10.7,0.7864384036582159
10.71,0.7888129108371266
10.72,0.7911927023718102
10.73,0.7935777850815312
10.74,0.7959681657855538
10.75,0.7983638513031428
10.76,0.8007648484535619
10.77,0.803171164056076
10.78,0.805582804929949
10.79,0.8079997778944454
10.8,0.8104220897688301
10.81,0.8128497473723664
10.82,0.8152827575243191
10.83,0.8177211270439524
10.84,0.8201648627505308
10.85,0.8226139714633186
10.86,0.82506846000158
10.87,0.8275283351845794
10.88,0.8299936038315816
10.89,0.8324642727618501
10.9,0.8349403487946494
10.91,0.837421838749244
10.92,0.8399087494448986
10.93,0.8424010877008767
10.94,0.8448988603364436
10.95,0.8474020741708627
10.96,0.8499107360233993
10.97,0.8524248527133167
10.98,0.8549444310598797
10.99,0.8574694778823528
11.0,0.86
11.01,0.8625359923587657
11.02,0.8650774024113137
11.03,0.8676241657369881
11.04,0.8701762179151326
11.05,0.8727334945250915
11.06,0.8752959311462077
11.07,0.8778634633578258
11.08,0.8804360267392892
11.09,0.883013556869942
11.1,0.8855959893291281
11.11,0.8881832596961913
11.12,0.8907753035504752
11.13,0.8933720564713244
11.14,0.8959734540380817
11.15,0.8985794318300917
11.16,0.9011899254266976
11.17,0.903804870407244
11.18,0.9064242023510743
11.19,0.9090478568375324
11.2,0.9116757694459624
11.21,0.9143078757557088
11.22,0.9169441113461132
11.23,0.9195844117965214
11.24,0.9222287126862768
11.25,0.9248769495947232
11.26,0.927529058101204
11.27,0.9301849737850636
11.28,0.9328446322256456
11.29,0.9355079690022944
11.3,0.9381749196943532
11.31,0.940845419881166
11.32,0.9435194051420768
11.33,0.9461968110564292
11.34,0.9488775732035672
11.35,0.9515616271628348
11.36,0.9542489085135756
11.37,0.9569393528351332
11.38,0.9596328957068528
11.39,0.9623294727080764
11.4,0.965029019418149
11.41,0.967731471416414
11.42,0.9704367642822151
11.43,0.9731448335948972
11.44,0.9758556149338028
11.45,0.9785690438782764
11.46,0.9812850560076624
11.47,0.9840035869013032
11.48,0.986724572138544
11.49,0.989447947298728
11.5,0.992173647961199
11.51,0.9949016097053012
11.52,0.9976317681103783
11.53,1.0003640587557745
11.54,1.0030984172208328
11.55,1.0058347790848978
11.56,1.008573079927313
11.57,1.0113132553274224
11.58,1.0140552408645698
11.59,1.0167989721180986
11.6,1.0195443846673538
11.61,1.0222914140916777
11.62,1.0250399959704155
11.63,1.0277900658829109
11.64,1.030541559408507
11.65,1.0332944121265475
11.66,1.0360485596163778
11.67,1.03880393745734
11.68,1.0415604812287786
11.69,1.044318126510038
11.7,1.0470768088804612
11.71,1.049836463919393
11.72,1.0525970272061762
11.73,1.0553584343201554
11.74,1.058120620840674
11.75,1.0608835223470758
11.76,1.0636470744187052
11.77,1.0664112126349052
11.78,1.069175872575021
11.79,1.0719409898183951
11.8,1.0747064999443725
11.81,1.0774723385322955
11.82,1.0802384411615096
11.83,1.0830047434113572
11.84,1.0857711808611834
11.85,1.0885376890903316
11.86,1.091304203678145
11.87,1.0940706602039687
11.88,1.096836994247146
11.89,1.09960314138702
11.9,1.102369037202935
11.91,1.1051346172742358
11.92,1.107899817180265
11.93,1.110664572500367
11.94,1.1134288188138852
11.95,1.116192491700164
11.96,1.1189555267385478
11.97,1.121717859508379
11.98,1.1244794255890025
11.99,1.1272401605597613
12.0,1.13
12.01,1.132758899088574
12.02,1.135516891402386
12.03,1.1382740301178502
12.04,1.1410303684113814
12.05,1.1437859594593942
12.06,1.1465408564383024
12.07,1.1492951125245208
12.08,1.1520487808944635
12.09,1.1548019147245456
12.1,1.1575545671911809
12.11,1.160306791470784
12.12,1.1630586407397696
12.13,1.1658101681745523
12.14,1.168561426951546
12.15,1.1713124702471651
12.16,1.1740633512378242
12.17,1.1768141230999385
12.18,1.1795648390099212
