wind_speed,Bergey BWC Excel 10
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.003863269155222
3.52,0.0078318749991472
3.53,0.0119031542204781
3.54,0.016074443507918
3.55,0.0203430795501695
3.56,0.024706399035936
3.57,0.02916173865392
3.58,0.0337064350928247
3.59,0.0383378250413529
3.6,0.0430532451882078
3.61,0.047850032222092
3.62,0.0527255228317088
3.63,0.0576770537057608
3.64,0.0627019615329514
3.65,0.0677975830019829
3.66,0.072961254801559
3.67,0.0781903136203819
3.68,0.0834820961471552
3.69,0.0888339390705814
3.7,0.0942431790793638
3.71,0.0997071528622049
3.72,0.1052231971078082
3.73,0.110788648504876
3.74,0.116400843742112
3.75,0.1220571195082184
3.76,0.1277548124918985
3.77,0.1334912593818556
3.78,0.139263796866792
3.79,0.1450697616354112
3.8,0.1509064903764155
3.81,0.1567713197785087
3.82,0.1626615865303929
3.83,0.1685746273207717
3.84,0.1745077788383476
3.85,0.180458377771824
3.86,0.1864237608099033
3.87,0.1924012646412889
3.88,0.1983882259546834
3.89,0.2043819814387902
3.9,0.2103798677823117
3.91,0.2163792216739514
3.92,0.2223773798024116
3.93,0.228371678856396
3.94,0.2343594555246068
3.95,0.2403380464957477
3.96,0.2463047884585209
3.97,0.2522570181016301
3.98,0.2581920721137775
3.99,0.2641072871836666
4.0,0.27
4.01,0.2758680505627778
4.02,0.2817112921171883
4.03,0.2875300812197173
4.04,0.2933247744268488
4.05,0.2990957282950689
4.06,0.3048432993808626
4.07,0.3105678442407158
4.08,0.3162697194311127
4.09,0.3219492815085391
4.1,0.3276068870294802
4.11,0.3332428925504219
4.12,0.3388576546278483
4.13,0.3444515298182452
4.14,0.3500248746780979
4.15,0.355578045763892
4.16,0.3611113996321121
4.17,0.3666252928392438
4.18,0.3721200819417722
4.19,0.3775961234961831
4.2,0.383053774058961
4.21,0.3884933901865914
4.22,0.3939153284355597
4.23,0.3993199453623515
4.24,0.4047075975234513
4.25,0.4100786414753448
4.26,0.4154334337745171
4.27,0.4207723309774537
4.28,0.4260956896406399
4.29,0.4314038663205605
4.3,0.4366972175737011
4.31,0.4419760999565467
4.32,0.4472408700255834
4.33,0.4524918843372952
4.34,0.4577294994481681
4.35,0.4629540719146872
4.36,0.4681659582933382
4.37,0.4733655151406055
4.38,0.4785530990129749
4.39,0.4837290664669315
4.4,0.488893774058961
4.41,0.4940475783455481
4.42,0.4991908358831781
4.43,0.5043239032283363
4.44,0.5094471369375089
4.45,0.5145608935671795
4.46,0.5196655296738344
4.47,0.5247614018139585
4.48,0.5298488665440377
4.49,0.5349282804205564
4.5,0.54
4.51,0.5450644485936661
4.52,0.5501223165320985
4.53,0.5551743609006538
4.54,0.5602213387846869
4.55,0.5652640072695546
4.56,0.5703031234406126
4.57,0.5753394443832178
4.58,0.5803737271827248
4.59,0.5854067289244905
4.6,0.5904392066938704
4.61,0.5954719175762215
4.62,0.6005056186568987
4.63,0.6055410670212584
4.64,0.6105790197546564
4.65,0.6156202339424498
4.66,0.6206654666699932
4.67,0.6257154750226432
4.68,0.6307710160857558
4.69,0.6358328469446873
4.7,0.6409017246847933
4.71,0.6459784063914298
4.72,0.651063649149953
4.73,0.6561582100457193
4.74,0.6612628461640836
4.75,0.6663783145904029
4.76,0.6715053724100327
4.77,0.6766447767083295
4.78,0.6817972845706494
4.79,0.6869636530823474
4.8,0.6921446393287802
4.81,0.697341000395304
4.82,0.7025534933672748
4.83,0.7077828753300481
4.84,0.7130299033689801
4.85,0.7182953345694272
4.86,0.7235799260167453
4.87,0.7288844347962896
4.88,0.7342096179934173
4.89,0.7395562326934836
4.9,0.7449250359818452
4.91,0.7503167849438575
4.92,0.7557322366648764
4.93,0.7611721482302584
4.94,0.7666372767253599
4.95,0.7721283792355357
4.96,0.7776462128461425
4.97,0.7831915346425361
4.98,0.7887651017100735
4.99,0.7943676711341091
5.0,0.8
5.01,0.8056627090440455
5.02,0.8113558736063186
5.03,0.817079432677837
5.04,0.8228333252496165
5.05,0.8286174903126741
5.06,0.8344318668580272
5.07,0.8402763938766925
5.08,0.8461510103596864
5.09,0.8520556552980258
5.1,0.857990267682728
5.11,0.86395478650481
5.12,0.8699491507552873
5.13,0.8759732994251783
5.14,0.8820271715054986
5.15,0.8881107059872663
5.16,0.8942238418614971
5.17,0.9003665181192083
5.18,0.9065386737514164
5.19,0.9127402477491392
5.2,0.9189711791033924
5.21,0.9252314068051932
5.22,0.9315208698455588
5.23,0.937839507215506
5.24,0.944187257906051
5.25,0.9505640609082108
5.26,0.9569698552130024
5.27,0.963404579811443
5.28,0.9698681736945496
5.29,0.9763605758533378
5.3,0.9828817252788256
5.31,0.989431560962029
5.32,0.996010021893966
5.33,1.002617047065652
5.34,1.009252575468105
5.35,1.015916546092341
5.36,1.0226088979293777
5.37,1.0293295699702307
5.38,1.0360785012059175
5.39,1.0428556306274557
5.4,1.0496608972258614
5.41,1.0564942399921509
5.42,1.0633555979173417
5.43,1.0702449099924505
5.44,1.0771621152084947
5.45,1.08410715255649
5.46,1.091079961027454
5.47,1.098080479612403
5.48,1.105108647302355
5.49,1.1121644030883258
5.5,1.119247685961332
5.51,1.1263584349123907
5.52,1.133496588932519
5.53,1.1406620870127344
5.54,1.1478548681440526
5.55,1.1550748713174903
5.56,1.162322035524065
5.57,1.1695962997547944
5.58,1.1768976030006937
5.59,1.1842258842527795
5.6,1.1915810825020705
5.61,1.1989631367395828
5.62,1.206371985956332
5.63,1.213807569143336
5.64,1.2212698252916117
5.65,1.2287586933921764
5.66,1.2362741124360452
5.67,1.2438160214142366
5.68,1.2513843593177667
5.69,1.258979065137653
5.7,1.2666000778649111
5.71,1.2742473364905589
5.72,1.281920780005612
5.73,1.2896203474010897
5.74,1.2973459776680063
5.75,1.3050976097973794
5.76,1.312875182780226
5.77,1.320678635607563
5.78,1.3285079072704082
5.79,1.3363629367597762
5.8,1.3442436630666852
5.81,1.352150025182152
5.82,1.3600819620971942
5.83,1.3680394128028266
5.84,1.3760223162900675
5.85,1.384030611549933
5.86,1.3920642375734416
5.87,1.400123133351608
5.88,1.4082072378754495
5.89,1.4163164901359837
5.9,1.424450829124228
5.91,1.4326101938311973
5.92,1.4407945232479094
5.93,1.4490037563653808
5.94,1.45723783217463
5.95,1.4654966896666717
5.96,1.4737802678325234
5.97,1.4820885056632025
5.98,1.490421342149726
5.99,1.498778716283109
6.0,1.5071605670543695
6.01,1.5155668334545251
6.02,1.5239974544745911
6.03,1.5324523691055865
6.04,1.5409315163385255
6.05,1.5494348351644265
6.06,1.5579622645743056
6.07,1.5665137435591812
6.08,1.575089211110068
6.09,1.5836886062179836
6.1,1.5923118678739454
6.11,1.6009589350689706
6.12,1.609629746794074
6.13,1.6183242420402744
6.14,1.6270423597985877
6.15,1.6357840390600316
6.16,1.644549218815622
6.17,1.6533378380563757
6.18,1.66214983577331
6.19,1.6709851509574425
6.2,1.6798437225997882
6.21,1.688725489691365
6.22,1.6976303912231896
6.23,1.706558366186279
6.24,1.7155093535716504
6.25,1.7244832923703195
6.26,1.7334801215733038
6.27,1.74249978017162
6.28,1.751542207156286
6.29,1.7606073415183168
6.3,1.76969512224873
6.31,1.7788054883385425
6.32,1.7879383787787722
6.33,1.7970937325604337
6.34,1.806271488674545
6.35,1.8154715861121236
6.36,1.824693963864186
6.37,1.833938560921748
6.38,1.8432053162758268
6.39,1.85249416891744
6.4,1.8618050578376049
6.41,1.8711379220273368
6.42,1.8804927004776524
6.43,1.8898693321795696
6.44,1.8992677561241065
6.45,1.908687911302277
6.46,1.9181297367051
6.47,1.92759317132359
6.48,1.937078154148768
6.49,1.946584624171647
6.5,1.9561125203832448
6.51,1.9656617817745785
6.52,1.9752323473366653
6.53,1.9848241560605229
6.54,1.9944371469371656
6.55,2.004071258957612
6.56,2.0137264311128784
6.57,2.0234026023939826
6.58,2.03309971179194
6.59,2.042817698297768
6.6,2.052556500902483
6.61,2.062316058597104
6.62,2.0720963103726446
6.63,2.0818971952201237
6.64,2.091718652130557
6.65,2.101560620094963
6.66,2.1114230381043573
6.67,2.1213058451497564
6.68,2.131208980222177
6.69,2.1411323823126382
6.7,2.151075990412154
6.71,2.1610397435117426
6.72,2.171023580602421
6.73,2.1810274406752064
6.74,2.191051262721114
6.75,2.201094985731162
6.76,2.2111585486963654
6.77,2.221241890607744
6.78,2.231344950456313
6.79,2.241467667233089
6.8,2.251609979929089
6.81,2.26177182753533
6.82,2.27195314904283
6.83,2.2821538834426027
6.84,2.292373969725668
6.85,2.302613346883041
6.86,2.3128719539057405
6.87,2.323149729784781
6.88,2.3334466135111795
6.89,2.3437625440759544
6.9,2.354097460470123
6.91,2.3644513016847
6.92,2.374824006710702
6.93,2.385215514539148
6.94,2.3956257641610543
6.95,2.406054694567436
6.96,2.416502244749312
6.97,2.426968353697698
6.98,2.437452960403612
6.99,2.447956003858069
7.0,2.4584774230520865
7.01,2.469017156976682
7.02,2.479575144622871
7.03,2.490151324981674
7.04,2.500745637044103
7.05,2.511358019801178
7.06,2.5219884122439136
7.07,2.5326367533633296
7.08,2.54330298215044
7.09,2.5539870375962628
7.1,2.5646888586918144
7.11,2.5754083844281133
7.12,2.586145553796173
7.13,2.596900305787013
7.14,2.6076725793916493
7.15,2.6184623136011003
7.16,2.62926944740638
7.17,2.6400939197985074
7.18,2.650935669768498
7.19,2.6617946363073703
7.2,2.672670758406139
7.21,2.6835639750558227
7.22,2.694474225247437
7.23,2.705401447972
7.24,2.716345582220527
7.25,2.727306566984036
7.26,2.738284341253544
7.27,2.7492788440200653
7.28,2.760290014274621
7.29,2.771317791008225
7.3,2.7823621132118936
7.31,2.793422919876646
7.32,2.804500149993498
7.33,2.815593742553466
7.34,2.8267036365475664
7.35,2.837829770966817
7.36,2.848972084802236
7.37,2.860130517044838
7.38,2.871305006685639
7.39,2.882495492715658
7.4,2.8937019141259124
7.41,2.904924209907416
7.42,2.9161623190511885
7.43,2.927416180548244
7.44,2.9386857333896037
7.45,2.9499709165662797
7.46,2.96127166906929
7.47,2.972587929889655
7.48,2.983919638018388
7.49,2.995266732446505
7.5,3.0066291521650257
7.51,3.018006836164965
7.52,3.029399723437341
7.53,3.0408077529731696
7.54,3.0522308637634694
7.55,3.063668994799253
7.56,3.075122085071542
7.57,3.0865900735713523
7.58,3.098072899289697
7.59,3.1095705012175974
7.6,3.121082818346068
7.61,3.132609789666127
7.62,3.1441513541687898
7.63,3.155707450845074
7.64,3.167278018685996
7.65,3.1788629966825743
7.66,3.190462323825823
7.67,3.20207593910676
7.68,3.213703781516404
7.69,3.225345790045769
7.7,3.237001903685874
7.71,3.2486720614277345
7.72,3.2603562022623667
7.73,3.272054265180791
7.74,3.2837661891740204
7.75,3.295491913233072
7.76,3.307231376348965
7.77,3.3189845175127144
7.78,3.3307512757153384
7.79,3.3425315899478525
7.8,3.354325399201273
7.81,3.36613264246662
7.82,3.377953258734907
7.83,3.389787186997152
7.84,3.401634366244371
7.85,3.413494735467581
7.86,3.425368233657802
7.87,3.4372547998060483
7.88,3.4491543729033345
7.89,3.46106689194068
7.9,3.4729922959091035
7.91,3.4849305237996173
7.92,3.4968815146032406
7.93,3.508845207310991
7.94,3.520821540913885
7.95,3.532810454402938
7.96,3.544811886769168
7.97,3.5568257770035907
7.98,3.568852064097226
7.99,3.5808906870410864
8.0,3.592941584826192
8.01,3.6050046964435594
8.02,3.617079960884202
8.03,3.629167317139141
8.04,3.641266704199391
8.05,3.653378061055971
8.06,3.665501326699896
8.07,3.6776364401221793
8.08,3.689783340313845
8.09,3.701941966265904
8.1,3.714112256969377
8.11,3.726294151415278
8.12,3.7384875885946247
8.13,3.750692507498437
8.14,3.762908847117728
8.15,3.775136546443514
8.16,3.787375544466815
8.17,3.7996257801786455
8.18,3.811887192570023
8.19,3.8241597206319646
8.2,3.836443303355486
8.21,3.8487378797316087
8.22,3.861043388751343
8.23,3.8733597694057096
8.24,3.885686960685724
8.25,3.898024901582402
8.26,3.910373531086762
8.27,3.922732788189821
8.28,3.9351026118825967
8.29,3.9474829411561023
8.3,3.9598737150013608
8.31,3.972274872409383
8.32,3.984686352371187
8.33,3.997108093877791
8.34,4.009540035920211
8.35,4.021982117489465
8.36,4.03443427757657
8.37,4.046896455172541
8.38,4.059368589268398
8.39,4.071850618855152
8.4,4.084342482923827
8.41,4.096844120465432
8.42,4.109355470470991
8.43,4.121876471931516
8.44,4.134407063838028
8.45,4.14694718518154
8.46,4.159496774953073
8.47,4.172055772143639
8.48,4.184624115744256
8.49,4.197201744745945
8.5,4.209788598139716
8.51,4.222384614916592
8.52,4.234989734067587
8.53,4.247603894583719
8.54,4.260227035456002
8.55,4.272859095675459
8.56,4.285500014233099
8.57,4.2981497301199445
8.58,4.31080818232701
8.59,4.323475309845311
8.6,4.336151051665867
8.61,4.348835346779694
8.62,4.36152813417781
8.63,4.374229352851232
8.64,4.386938941790973
8.65,4.399656839988052
8.66,4.412382986433486
8.67,4.425117320118292
8.68,4.437859780033488
8.69,4.4506103051700885
8.7,4.463368834519112
8.71,4.476135307071576
8.72,4.488909661818495
8.73,4.501691837750885
8.74,4.514481773859767
8.75,4.527279409136154
8.76,4.540084682571066
8.77,4.552897533155516
8.78,4.565717899880524
8.79,4.578545721737107
8.8,4.591380937716282
8.81,4.604223486809064
8.82,4.617073308006468
8.83,4.629930340299515
8.84,4.642794522679219
8.85,4.655665794136598
8.86,4.668544093662669
8.87,4.681429360248449
8.88,4.694321532884956
8.89,4.707220550563204
8.9,4.72012635227421
8.91,4.733038877008992
8.92,4.745958063758568
8.93,4.758883851513952
8.94,4.771816179266164
8.95,4.784754986006217
8.96,4.797700210725135
8.97,4.810651792413926
8.98,4.823609670063611
8.99,4.836573782665206
9.0,4.849544069209729
9.01,4.8625204686881975
9.02,4.875502920091626
9.03,4.888491362411032
9.04,4.901485734637433
9.05,4.914485975761848
9.06,4.9274920247752885
9.07,4.940503820668775
9.08,4.953521302433323
9.09,4.966544409059951
9.1,4.979573079539674
9.11,4.992607252863508
9.12,5.005646868022475
9.13,5.018691864007588
9.14,5.031742179809863
9.15,5.044797754420316
9.16,5.057858526829968
9.17,5.070924436029832
9.18,5.083995421010927
9.19,5.097071420764269
9.2,5.110152374280876
9.21,5.123238220551764
9.22,5.13632889856795
9.23,5.1494243473204495
9.24,5.162524505800281
9.25,5.17562931299846
9.26,5.188738707906005
9.27,5.20185262951393
9.28,5.214971016813254
9.29,5.228093808794995
9.3,5.24122094445017
9.31,5.254352362769794
9.32,5.267488002744881
9.33,5.280627803366452
9.34,5.293771703625523
9.35,5.30691964251311
9.36,5.320071559020231
9.37,5.333227392137902
9.38,5.346387080857142
9.39,5.3595505641689645
9.4,5.372717781064386
9.41,5.385888670534428
9.42,5.399063171570102
9.43,5.412241223162429
9.44,5.425422764302422
9.45,5.438607733981101
9.46,5.451796071189484
9.47,5.464987714918583
9.48,5.478182604159418
9.49,5.491380677903005
9.5,5.504581875140361
9.51,5.517786134862503
9.52,5.530993396060448
9.53,5.544203597725211
9.54,5.557416678847812
9.55,5.570632578419268
9.56,5.583851235430592
9.57,5.597072588872802
9.58,5.610296577736917
9.59,5.623523141013953
9.6,5.636752217694925
9.61,5.649983746770851
9.62,5.663217667232749
9.63,5.676453918071637
9.64,5.689692438278527
9.65,5.702933166844439
9.66,5.716176042760389
9.67,5.729421005017395
9.68,5.7426679926064725
9.69,5.7559169445186384
9.7,5.769167799744912
9.71,5.782420497276307
9.72,5.795674976103841
9.73,5.808931175218532
9.74,5.822189033611396
9.75,5.83544849027345
9.76,5.84870948419571
9.77,5.861971954369193
9.78,5.875235839784917
9.79,5.8885010794338974
9.8,5.901767612307156
9.81,5.915035377395702
9.82,5.928304313690557
9.83,5.941574360182734
9.84,5.9548454558632535
9.85,5.968117539723131
9.86,5.981390550753385
9.87,5.994664427945032
9.88,6.007939110289086
9.89,6.021214536776567
9.9,6.034490646398487
9.91,6.047767378145867
9.92,6.061044671009725
9.93,6.074322463981074
9.94,6.087600696050935
9.95,6.100879306210322
9.96,6.114158233450253
9.97,6.127437416761742
9.98,6.140716795135809
9.99,6.153996307563469
10.0,6.1672758930357405
10.01,6.18055549054364
10.02,6.193835039078183
10.03,6.207114477630388
10.04,6.22039374519127
10.05,6.233672780751849
10.06,6.246951523303139
10.07,6.260229911836157
10.08,6.273507885341921
10.09,6.286785382811445
10.1,6.30006234323575
10.11,6.313338705605849
10.12,6.3266144089127625
10.13,6.339889392147507
10.14,6.353163594301098
10.15,6.36643695436455
10.16,6.379709411328881
10.17,6.3929809041851104
10.18,6.406251371924253
10.19,6.419520753537325
10.2,6.432788988015347
10.21,6.446056014349335
10.22,6.459321771530299
10.23,6.472586198549264
10.24,6.485849234397241
10.25,6.499110818065253
10.26,6.512370888544311
10.27,6.525629384825435
10.28,6.538886245899641
10.29,6.552141410757944
10.3,6.565394818391368
10.31,6.578646407790918
10.32,6.591896117947623
10.33,6.60514388785249
10.34,6.618389656496543
10.35,6.631633362870794
10.36,6.6448749459662615
10.37,6.658114344773964
10.38,6.671351498284918
10.39,6.684586345490136
10.4,6.697818825380641
10.41,6.711048876947443
10.42,6.724276439181566
10.43,6.737501451074023
10.44,6.750723851615829
10.45,6.7639435797980045
10.46,6.777160574611569
10.47,6.790374775047533
10.48,6.803586120096913
10.49,6.816794548750731
10.5,6.83
10.51,6.843202531811153
10.52,6.856402678052282
10.53,6.869601091566892
10.54,6.882798425198492
10.55,6.895995331790587
10.56,6.90919246418668
10.57,6.922390475230279
10.58,6.935590017764892
10.59,6.948791744634024
10.6,6.961996308681181
10.61,6.975204362749871
10.62,6.988416559683598
10.63,7.001633552325871
10.64,7.014855993520192
10.65,7.028084536110071
10.66,7.041319832939011
10.67,7.054562536850521
10.68,7.0678133006881065
10.69,7.081072777295274
10.7,7.094341619515529
10.71,7.107620480192381
10.72,7.120910012169329
10.73,7.134210868289885
10.74,7.147523701397553
10.75,7.160849164335841
10.76,7.174187909948253
10.77,7.1875405910783
10.78,7.2009078605694805
10.79,7.2142903712653075
10.8,7.227688776009286
10.81,7.24110372764492
10.82,7.254535879015716
10.83,7.267985882965181
10.84,7.281454392336821
10.85,7.294942059974142
10.86,7.308449538720652
10.87,7.321977481419855
10.88,7.335526540915262
10.89,7.34909737005037
10.9,7.362690621668694
10.91,7.376306948613737
10.92,7.389947003729005
10.93,7.403611439858002
10.94,7.417300909844239
10.95,7.431016066531218
10.96,7.444757562762451
10.97,7.458526051381439
10.98,7.472322185231687
10.99,7.486146617156706
11.0,7.5
11.01,7.513883034529839
11.02,7.527796613213553
11.03,7.541741676443232
11.04,7.555719164610971
11.05,7.569730018108864
11.06,7.583775177328997
11.07,7.597855582663466
11.08,7.611972174504366
11.09,7.626125893243785
11.1,7.640317679273819
11.11,7.6545484729865585
11.12,7.668819214774096
11.13,7.683130845028528
11.14,7.69748430414194
11.15,7.711880532506432
11.16,7.726320470514087
11.17,7.740805058557006
11.18,7.755335237027279
11.19,7.769911946316997
11.2,7.784536126818253
11.21,7.799208718923143
11.22,7.813930663023753
11.23,7.82870289951218
11.24,7.843526368780514
11.25,7.858402011220851
11.26,7.873330767225279
11.27,7.888313577185895
11.28,7.9033513814947876
11.29,7.91844512054405
11.3,7.93359573472578
11.31,7.948804164432063
11.32,7.964071350054994
11.33,7.979398231986664
11.34,7.994785750619168
11.35,8.010234846344598
11.36,8.025746459555046
11.37,8.041321530642604
11.38,8.056960999999367
11.39,8.072665808017426
11.4,8.08843689508887
11.41,8.104275201605795
11.42,8.120181667960294
11.43,8.136157234544456
11.44,8.152202841750379
11.45,8.16831942997015
11.46,8.184507939595866
11.47,8.200769311019616
11.48,8.217104484633493
11.49,8.23351440082959
11.5,8.25
11.51,8.266560690069488
11.52,8.283189749093502
11.53,8.299878922660172
11.54,8.316619956357616
11.55,8.333404595773967
11.56,8.350224586497339
11.57,8.367071674115856
11.58,8.383937604217648
11.59,8.400814122390834
11.6,8.41769297422354
11.61,8.43456590530389
11.62,8.45142466122001
11.63,8.46826098756002
11.64,8.485066629912048
11.65,8.501833333864212
11.66,8.518552845004638
11.67,8.535216908921454
11.68,8.55181727120278
11.69,8.568345677436737
11.7,8.584793873211455
11.71,8.601153604115057
11.72,8.617416615735664
11.73,8.6335746536614
11.74,8.649619463480388
11.75,8.665542790780757
11.76,8.681336381150626
11.77,8.696991980178122
11.78,8.712501333451366
11.79,8.727856186558482
11.8,8.743048285087598
11.81,8.758069374626833
11.82,8.772911200764314
11.83,8.787565509088163
11.84,8.802024045186503
11.85,8.816278554647461
11.86,8.830320783059157
11.87,8.844142476009717
11.88,8.85773537908727
11.89,8.87109123787993
11.9,8.884201797975829
11.91,8.897058804963084
11.92,8.909654004429823
11.93,8.921979141964169
11.94,8.934025963154248
11.95,8.94578621358818
11.96,8.957251638854093
11.97,8.968413984540106
11.98,8.979264996234345
11.99,8.989796419524936
12.0,9.0
12.01,9.00987028519221
12.02,9.019413030412432
12.03,9.028636792916076
12.04,9.037550129958552
12.05,9.046161598795278
12.06,9.05447975668166
12.07,9.06251316087311
12.08,9.070270368625048
12.09,9.077759937192877
12.1,9.084990423832014
12.11,9.091970385797868
12.12,9.098708380345856
12.13,9.105212964731388
12.14,9.111492696209874
12.15,9.117556132036729
12.16,9.12341182946736
12.17,9.129068345757185
12.18,9.134534238161612
12.19,9.139818063936051
12.2,9.144928380335925
12.21,9.149873744616636
12.22,9.1546627140336
12.23,9.159303845842228
12.24,9.163805697297928
12.25,9.168176825656122
12.26,9.172425788172214
12.27,9.17656114210162
12.28,9.180591444699749
12.29,9.184525253222011
12.3,9.188371124923828
12.31,9.192137617060606
12.32,9.195833286887751
12.33,9.199466691660689
12.34,9.20304638863482
12.35,9.20658093506556
12.36,9.21007888820832
12.37,9.213548805318514
12.38,9.216999243651555
12.39,9.220438760462857
12.4,9.223875913007822
12.41,9.227319258541872
12.42,9.230777354320416
12.43,9.234258757598866
12.44,9.237772025632635
12.45,9.241325715677132
12.46,9.244928384987771
12.47,9.248588590819969
12.48,9.25231489042913
12.49,9.25611584107067
12.5,9.26
12.51,9.26397392916167
12.52,9.26803620925677
12.53,9.272183425675529
12.54,9.276412163808171
12.55,9.280719009044931
12.56,9.285100546776034
12.57,9.289553362391702
12.58,9.294074041282167
12.59,9.298659168837665
12.6,9.303305330448405
12.61,9.30800911150463
12.62,9.31276709739656
12.63,9.31757587351443
12.64,9.322432025248462
12.65,9.327332137988888
12.66,9.33227279712593
12.67,9.33725058804982
12.68,9.342262096150783
12.69,9.347303906819052
12.7,9.352372605444849
12.71,9.357464777418404
12.72,9.362577008129945
12.73,9.367705882969702
12.74,9.372847987327894
12.75,9.37799990659476
12.76,9.38315822616052
12.77,9.388319531415409
12.78,9.393480407749646
12.79,9.398637440553465
12.8,9.403787215217092
12.81,9.408926317130751
12.82,9.41405133168468
12.83,9.419158844269097
12.84,9.424245440274229
12.85,9.42930770509031
12.86,9.434342224107564
12.87,9.439345582716223
12.88,9.44431436630651
12.89,9.449245160268656
12.9,9.454134549992888
12.91,9.458979120869431
12.92,9.463775458288518
12.93,9.46852014764037
12.94,9.473209774315222
12.95,9.477840923703296
12.96,9.48241018119482
12.97,9.48691413218003
12.98,9.49134936204914
12.99,9.49571245619239
13.0,9.5
13.01,9.50421023816111
13.02,9.508348052560487
13.03,9.512419984381816
13.04,9.516432574808755
13.05,9.520392365024998
13.06,9.524305896214218
13.07,9.528179709560083
13.08,9.532020346246284
13.09,9.535834347456486
13.1,9.539628254374373
13.11,9.543408608183617
13.12,9.5471819500679
13.13,9.550954821210894
13.14,9.55473376279628
13.15,9.558525316007731
13.16,9.56233602202893
13.17,9.566172422043548
13.18,9.57004105723526
13.19,9.573948468787748
13.2,9.577901197884689
13.21,9.581905785709756
13.22,9.58596877344663
