wind_speed,Bonus B23/150 Gittermast
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,1.0
3.01,1.0333367639473308
3.02,1.0666719169213763
3.03,1.1000090105481275
3.04,1.133351596453579
3.05,1.1667032262637211
3.06,1.2000674516045498
3.07,1.233447824102054
3.08,1.2668478953822304
3.09,1.3002712170710682
3.1,1.3337213407945636
3.11,1.3672018181787062
3.12,1.400716200849492
3.13,1.434268040432911
3.14,1.4678608885549576
3.15,1.5014982968416233
3.16,1.5351838169189032
3.17,1.5689210004127867
3.18,1.6027133989492703
3.19,1.6365645641543431
3.2,1.670478047654002
3.21,1.7044574010742355
3.22,1.73850617604104
3.23,1.7726279241804055
3.24,1.806826197118328
3.25,1.841104546480796
3.26,1.8754665238938049
3.27,1.9099156809833489
3.28,1.944455569375417
3.29,1.979089740696006
3.3,2.013821746571105
3.31,2.0486551386267102
3.32,2.083593468488812
3.33,2.118640287783405
3.34,2.1537991481364798
3.35,2.189073601174031
3.36,2.224467198522049
3.37,2.259983491806531
3.38,2.2956260326534648
3.39,2.331398372688848
3.4,2.367304063538668
3.41,2.4033466568289232
3.42,2.4395297041856017
3.43,2.4758567572347
3.44,2.5123313676022065
3.45,2.54895708691412
3.46,2.5857374667964272
3.47,2.622676058875125
3.48,2.6597764147762044
3.49,2.69704208612566
3.5,2.7344766245494814
3.51,2.772083581673663
3.52,2.809866509124199
3.53,2.8478289585270806
3.54,2.8859744815083013
3.55,2.924306629693853
3.56,2.96282895470973
3.57,3.001545008181923
3.58,3.0404583417364277
3.59,3.079572506999233
3.6,3.118891055596336
3.61,3.1584175391537253
3.62,3.198155509297397
3.63,3.238108517653342
3.64,3.2782801158475547
3.65,3.3186738555060247
3.66,3.35929328825475
3.67,3.4001419657197185
3.68,3.441223439526925
3.69,3.4825412613023614
3.7,3.524098982672024
3.71,3.5659001552619
3.72,3.607948330697986
3.73,3.650247060606274
3.74,3.692799896612757
3.75,3.735610390343426
3.76,3.7786820934242753
3.77,3.8220185574813006
3.78,3.865623334140488
3.79,3.909499975027837
3.8,3.9536520317693338
3.81,3.9980830559909775
3.82,4.042796599318757
3.83,4.087796213378668
3.84,4.133085449796699
3.85,4.178667860198849
3.86,4.224546996211103
3.87,4.27072640945946
3.88,4.31720965156991
3.89,4.364000274168448
3.9,4.411101828881064
3.91,4.458517867333753
3.92,4.506251941152505
3.93,4.554307601963317
3.94,4.602688401392177
3.95,4.651397891065082
3.96,4.700439622608022
3.97,4.749817147646992
3.98,4.799534017807983
3.99,4.849593784716991
4.0,4.9
4.01,4.950756215283013
4.02,5.001865982192017
4.03,5.053332852353011
4.04,5.10516037739198
4.05,5.157352108934919
4.06,5.209911598607823
4.07,5.262842398036688
4.08,5.316148058847498
4.09,5.369832132666249
4.1,5.423898171118937
4.11,5.478349725831556
4.12,5.533190348430092
4.13,5.588423590540541
4.14,5.644053003788896
4.15,5.7000821398011565
4.16,5.756514550203304
4.17,5.813353786621334
4.18,5.870603400681242
4.19,5.928266944009026
4.2,5.986347968230668
4.21,6.044850024972166
4.22,6.103776665859512
4.23,6.163131442518705
4.24,6.222917906575727
4.25,6.283139609656576
4.26,6.343800103387245
4.27,6.404902939393725
4.28,6.466451669302018
4.29,6.528449844738104
4.3,6.590901017327979
4.31,6.653808738697638
4.32,6.71717656047308
4.33,6.781008034280285
4.34,6.845306711745252
4.35,6.910076144493974
4.36,6.97531988415245
4.37,7.04104148234666
4.38,7.107244490702605
4.39,7.173932460846275
4.4,7.2411089444036705
4.41,7.30877749300077
4.42,7.376941658263576
4.43,7.445604991818076
4.44,7.514771045290275
4.45,7.5844433703061505
4.46,7.6546255184917
4.47,7.7253210414729185
4.48,7.796533490875806
4.49,7.868266418326341
4.5,7.940523375450521
4.51,8.013307913874343
4.52,8.086623585223794
4.53,8.160473941124877
4.54,8.234862533203573
4.55,8.309792913085882
4.56,8.385268632397793
4.57,8.461293242765304
4.58,8.537870295814402
4.59,8.615003343171079
4.6,8.69269593646133
4.61,8.770951627311158
4.62,8.849773967346538
4.63,8.92916650819347
4.64,9.00913280147795
4.65,9.089676398825974
4.66,9.170800851863524
4.67,9.252509712216597
4.68,9.334806531511187
4.69,9.417694861373295
4.7,9.501178253428897
4.71,9.585260259303997
4.72,9.669944430624582
4.73,9.755234319016656
4.74,9.8411334761062
4.75,9.927645453519208
4.76,10.014773802881674
4.77,10.102522075819593
4.78,10.190893823958966
4.79,10.279892598925766
4.8,10.369521952346
4.81,10.459785435845657
4.82,10.550686601050735
4.83,10.642228999587216
4.84,10.734416183081098
4.85,10.827251703158376
4.86,10.920739111445048
4.87,11.014881959567091
4.88,11.10968379915051
4.89,11.205148181821292
4.9,11.301278659205442
4.91,11.398078782928934
4.92,11.495552104617772
4.93,11.593702175897944
4.94,11.69253254839546
4.95,11.792046773736285
4.96,11.892248403546422
4.97,11.99314098945187
4.98,12.09472808307863
4.99,12.197013236052673
5.0,12.3
5.01,12.403691008532464
5.02,12.50808522320532
5.03,12.613180687559693
5.04,12.718975445136683
5.05,12.825467539477415
5.06,12.932655014123
5.07,13.040535912614564
5.08,13.149108278493204
5.09,13.258370155300042
5.1,13.3683195865762
5.11,13.478954615862794
5.12,13.590273286700928
5.13,13.702273642631711
5.14,13.814953727196285
5.15,13.92831158393575
5.16,14.04234525639121
5.17,14.157052788103796
5.18,14.272432222614617
5.19,14.3884816034648
5.2,14.505198974195435
5.21,14.62258237834766
5.22,14.740629859462574
5.23,14.859339461081312
5.24,14.978709226744966
5.25,15.098737199994662
5.26,15.21942142437152
5.27,15.340759943416645
5.28,15.462750800671165
5.29,15.585392039676185
5.3,15.708681703972816
5.31,15.83261783710218
5.32,15.957198482605408
5.33,16.082421684023583
5.34,16.20828548489784
5.35,16.334787928769284
5.36,16.46192705917905
5.37,16.58970091966823
5.38,16.718107553777944
5.39,16.847145005049317
5.4,16.97681131702347
5.41,17.10710453324149
5.42,17.238022697244517
5.43,17.369563852573652
5.44,17.501726042770027
5.45,17.634507311374737
5.46,17.767905701928903
5.47,17.90191925797365
5.48,18.036546023050093
5.49,18.171784040699333
5.5,18.307631354462487
5.51,18.444086007880685
5.52,18.581146044495025
5.53,18.718809507846647
5.54,18.857074441476637
5.55,18.99593888892612
5.56,19.13540089373621
5.57,19.27545849944804
5.58,19.416109749602704
5.59,19.55735268774132
5.6,19.699185357405007
5.61,19.841605802134893
5.62,19.984612065472064
5.63,20.12820219095766
5.64,20.27237422213278
5.65,20.417126202538565
5.66,20.562456175716093
5.67,20.7083621852065
5.68,20.8548422745509
5.69,21.001894487290414
5.7,21.14951686696615
5.71,21.29770745711921
5.72,21.446464301290728
5.73,21.59578544302183
5.74,21.7456689258536
5.75,21.89611279332716
5.76,22.047115088983634
5.77,22.19867385636415
5.78,22.35078713900981
5.79,22.50345298046172
5.8,22.656669424261
5.81,22.81043451394877
5.82,22.96474629306616
5.83,23.119602805154248
5.84,23.27500209375417
5.85,23.43094220240705
5.86,23.587421174654
5.87,23.74443705403612
5.88,23.90198788409453
5.89,24.060071708370348
5.9,24.218686570404717
5.91,24.377830513738697
5.92,24.537501581913435
5.93,24.697697818470047
5.94,24.85841726694965
5.95,25.019657970893352
5.96,25.181417973842265
5.97,25.343695319337503
5.98,25.5064880509202
5.99,25.66979421213145
6.0,25.83361184651237
6.01,25.99793899760408
6.02,26.1627737089477
6.03,26.32811402408435
6.04,26.49395798655513
6.05,26.660303639901155
6.06,26.82714902766354
6.07,26.994492193383437
6.08,27.162331180601907
6.09,27.330664032860085
6.1,27.499488793699093
6.11,27.668803506660065
6.12,27.838606215284067
6.13,28.00889496311225
6.14,28.17966779368572
6.15,28.3509227505456
6.16,28.522657877232987
6.17,28.69487121728901
6.18,28.867560814254773
6.19,29.040724711671416
6.2,29.21436095308003
6.21,29.38846758202173
6.22,29.56304264203764
6.23,29.738084176668888
6.24,29.91359022945656
6.25,30.089558843941784
6.26,30.26598806366568
6.27,30.44287593216935
6.28,30.620220492993948
6.29,30.79801978968053
6.3,30.976271865770254
6.31,31.15497476480422
6.32,31.334126530323555
6.33,31.513725205869346
6.34,31.69376883498273
6.35,31.87425546120483
6.36,32.05518312807676
6.37,32.2365498791396
6.38,32.4183537579345
6.39,32.60059280800255
6.4,32.78326507288492
6.41,32.96636859612265
6.42,33.1499014212569
6.43,33.33386159182878
6.44,33.518247151379406
6.45,33.703056143449864
6.46,33.88828661158131
6.47,34.073936599314834
6.48,34.26000415019158
6.49,34.44648730775262
6.5,34.633384115539094
6.51,34.820692617092114
6.52,35.0084108559528
6.53,35.196536875662275
6.54,35.38506871976163
6.55,35.57400443179199
6.56,35.763342055294466
6.57,35.953079633810205
6.58,36.14321521088026
6.59,36.33374683004581
6.6,36.52467253484793
6.61,36.71599036882776
6.62,36.9076983755264
6.63,37.09979459848495
6.64,37.29227708124456
6.65,37.48514386734633
6.66,37.67839300033137
6.67,37.8720225237408
6.68,38.06603048111571
6.69,38.26041491599727
6.7,38.45517387192656
6.71,38.65030539244467
6.72,38.845807521092766
6.73,39.04167830141196
6.74,39.237915776943325
6.75,39.43451799122799
6.76,39.6314829878071
6.77,39.82880881022173
6.78,40.02649350201304
6.79,40.224535106722094
6.8,40.42293166789004
6.81,40.62168122905799
6.82,40.82078183376707
6.83,41.020231525558366
6.84,41.22002834797299
6.85,41.42017034455208
6.86,41.62065555883678
6.87,41.82148203436814
6.88,42.02264781468732
6.89,42.22415094333541
6.9,42.42598946385354
6.91,42.62816141978282
6.92,42.83066485466436
6.93,43.03349781203929
6.94,43.23665833544873
6.95,43.440144468433765
6.96,43.64395425453552
6.97,43.84808573729512
6.98,44.0525369602537
6.99,44.25730596695233
7.0,44.46239080093215
7.01,44.66778950573428
7.02,44.873500124899806
7.03,45.0795207019699
7.04,45.285849280485614
7.05,45.492483903988095
7.06,45.69942261601845
7.07,45.90666346011782
7.08,46.114204479827286
7.09,46.322043718687965
7.1,46.53017922024098
7.11,46.73860902802748
7.12,46.94733118558851
7.13,47.15634373646524
7.14,47.365644724198766
7.15,47.57523219233023
7.16,47.78510418440069
7.17,47.99525874395131
7.18,48.20569391452318
7.19,48.41640773965744
7.2,48.627398262895184
7.21,48.838663527777534
7.22,49.05020157784558
7.23,49.262010456640496
7.24,49.47408820770335
7.25,49.68643287457526
7.26,49.899042500797336
7.27,50.11191512991073
7.28,50.32504880545654
7.29,50.53844157097586
7.3,50.75209147000982
7.31,50.96599654609954
7.32,51.18015484278615
7.33,51.39456440361073
7.34,51.609223272114406
7.35,51.82412949183831
7.36,52.03928110632354
7.37,52.25467615911121
7.38,52.47031269374244
7.39,52.68618875375834
7.4,52.902302382700064
7.41,53.11865162410868
7.42,53.335234521525294
7.43,53.55204911849107
7.44,53.76909345854712
7.45,53.9863655852345
7.46,54.20386354209437
7.47,54.42158537266783
7.48,54.63952912049603
7.49,54.85769282912004
7.5,55.07607454208099
7.51,55.29467230292
7.52,55.51348415517818
7.53,55.732508142396654
7.54,55.95174230811654
7.55,56.17118469587892
7.56,56.39083334922495
7.57,56.610686311695744
7.58,56.83074162683239
7.59,57.05099733817601
7.6,57.2714514892677
7.61,57.49210212364866
7.62,57.71294728485991
7.63,57.93398501644259
7.64,58.15521336193782
7.65,58.37663036488674
7.66,58.59823406883045
7.67,58.82002251731004
7.68,59.04199375386664
7.69,59.26414582204139
7.7,59.48647676537539
7.71,59.70898462740973
7.72,59.93166745168554
7.73,60.154523281743984
7.74,60.377550161126095
7.75,60.60074613337304
7.76,60.82410924202592
7.77,61.04763753062584
7.78,61.27132904271395
7.79,61.49518182183131
7.8,61.71919391151909
7.81,61.94336335531836
7.82,62.16768819677029
7.83,62.39216647941594
7.84,62.61679624679644
7.85,62.84157554245293
7.86,63.0665024099265
7.87,63.29157489275826
7.88,63.51679103448936
7.89,63.742148878660856
7.9,63.96764646881394
7.91,64.19328184848968
7.92,64.41905306122919
7.93,64.64495815057359
7.94,64.870995160064
7.95,65.09716213324154
7.96,65.3234571136473
7.97,65.54987814482242
7.98,65.77642327030803
7.99,66.0030905336452
8.0,66.22987797837507
8.01,66.45678364803877
8.02,66.68380558617737
8.03,66.91094183633204
8.04,67.13819044204385
8.05,67.36554944685398
8.06,67.59301689430346
8.07,67.82059082793346
8.08,68.04826929128507
8.09,68.27605032789938
8.1,68.50393198131758
8.11,68.73191229508075
8.12,68.95998931272997
8.13,69.18816107780644
8.14,69.41642563385119
8.15,69.64478102440536
8.16,69.87322529301007
8.17,70.10175648320643
8.18,70.33037263853556
8.19,70.55907180253857
8.2,70.78785201875661
8.21,71.01671133073079
8.22,71.24564778200215
8.23,71.47465941611186
8.24,71.70374427660106
8.25,71.9329004070108
8.26,72.16212585088223
8.27,72.39141865175651
8.28,72.62077685317468
8.29,72.85019849867787
8.3,73.07968163180729
8.31,73.3092242961039
8.32,73.53882453510892
8.33,73.76848039236344
8.34,73.99818991140856
8.35,74.2279511357854
8.36,74.4577621090351
8.37,74.68762087469875
8.38,74.91752547631754
8.39,75.14747395743245
8.4,75.37746436158464
8.41,75.60749473231529
8.42,75.83756311316546
8.43,76.06766754767628
8.44,76.29780607938888
8.45,76.52797675184434
8.46,76.75817760858382
8.47,76.98840669314838
8.48,77.21866204907917
8.49,77.4489417199173
8.5,77.67924374920388
8.51,77.90956618048004
8.52,78.13990705728688
8.53,78.37026442316551
8.54,78.60063632165708
8.55,78.8310207963027
8.56,79.06141589064342
8.57,79.2918196482204
8.58,79.52223011257477
8.59,79.75264532724763
8.6,79.98306333578009
8.61,80.21348218171327
8.62,80.44389990858826
8.63,80.67431455994628
8.64,80.90472417932831
8.65,81.13512681027554
8.66,81.36552049632904
8.67,81.59590328102995
8.68,81.82627320791941
8.69,82.05662832053851
8.7,82.28696666242836
8.71,82.5172862771301
8.72,82.74758520818483
8.73,82.97786149913362
8.74,83.20811319351766
8.75,83.43833833487801
8.76,83.66853496675583
8.77,83.8987011326922
8.78,84.12883487622825
8.79,84.35893424090509
8.8,84.58899727026386
8.81,84.81902200784563
8.82,85.04900649719156
8.83,85.27894878184271
8.84,85.50884690534022
8.85,85.73869891122526
8.86,85.96850284303889
8.87,86.19825674432218
8.88,86.42795865861639
8.89,86.6576066294625
8.9,86.88719870040165
8.91,87.11673291497499
8.92,87.34620731672362
8.93,87.57561994918865
8.94,87.80496885591118
8.95,88.0342520804324
8.96,88.26346766629334
8.97,88.49261365703515
8.98,88.7216880961989
8.99,88.9506890273258
9.0,89.17961449395688
9.01,89.40846253963329
9.02,89.63723120789615
9.03,89.86591854228652
9.04,90.09452258634562
9.05,90.32304138361452
9.06,90.55147297763428
9.07,90.77981541194606
9.08,91.00806673009096
9.09,91.23622497561011
9.1,91.46428819204463
9.11,91.69225442293563
9.12,91.92012171182424
9.13,92.14788810225158
9.14,92.37555163775866
9.15,92.60311036188672
9.16,92.83056231817685
9.17,93.05790555017008
9.18,93.28513810140764
9.19,93.5122580154306
9.2,93.73926333578008
9.21,93.9661521059972
9.22,94.19292236962303
9.23,94.41957217019872
9.24,94.6460995512654
9.25,94.87250255636414
9.26,95.09877922903613
9.27,95.3249276128224
9.28,95.5509457512641
9.29,95.77683168790236
9.3,96.00258346627832
9.31,96.22819912993302
9.32,96.4536767224076
9.33,96.67901428724323
9.34,96.90420986798094
9.35,97.1292615081619
9.36,97.35416725132724
9.37,97.57892514101805
9.38,97.80353322077544
9.39,98.02798953414052
9.4,98.25229212465442
9.41,98.47643903585823
9.42,98.70042831129312
9.43,98.92425799450014
9.44,99.14792612902043
9.45,99.37143075839512
9.46,99.59476992616536
9.47,99.8179416758722
9.48,100.04094405105673
9.49,100.26377509526014
9.5,100.48643285202353
9.51,100.708915364888
9.52,100.93122067739462
9.53,101.15334683308458
9.54,101.37529187549896
9.55,101.59705384817894
9.56,101.81863079466552
9.57,102.0400207584999
9.58,102.26122178322314
9.59,102.4822319123764
9.6,102.70304918950076
9.61,102.92367165813734
9.62,103.14409736182728
9.63,103.36432434411176
9.64,103.58435064853174
9.65,103.8041743186284
9.66,104.02379339794288
9.67,104.2432059300163
9.68,104.46240995838976
9.69,104.68140352660436
9.7,104.90018467820124
9.71,105.11875145672153
9.72,105.33710190570628
9.73,105.55523406869662
9.74,105.77314598923374
9.75,105.99083571085868
9.76,106.20830127711255
9.77,106.42554073153654
9.78,106.6425521176717
9.79,106.85933347905916
9.8,107.0758828592401
9.81,107.29219830175552
9.82,107.50827785014658
9.83,107.72411954795442
9.84,107.93972143872014
9.85,108.15508156598486
9.86,108.37019797328966
9.87,108.58506870417573
9.88,108.79969180218411
9.89,109.01406531085598
9.9,109.2281872737324
9.91,109.44205573435453
9.92,109.65566873626338
9.93,109.86902432300022
9.94,110.08212053810608
9.95,110.29495542512204
9.96,110.50752702758936
9.97,110.71983338904896
9.98,110.9318725530421
9.99,111.1436425631098
10.0,111.35514146279328
10.01,111.56636729563355
10.02,111.77731810517182
10.03,111.98799193494912
10.04,112.1983868285066
10.05,112.40850082938545
10.06,112.61833198112664
10.07,112.82787832727138
10.08,113.03713791136074
10.09,113.24610877693588
10.1,113.45478896753788
10.11,113.66317652670789
10.12,113.87126949798696
10.13,114.0790659249163
10.14,114.28656385103696
10.15,114.49376131989004
10.16,114.7006563750167
10.17,114.90724705995804
10.18,115.11353141825518
10.19,115.3195074934492
10.2,115.52517332908128
10.21,115.73052696869252
10.22,115.935566455824
10.23,116.1402898340168
10.24,116.34469514681211
10.25,116.54878043775103
10.26,116.75254375037466
10.27,116.95598312822412
10.28,117.15909661484054
10.29,117.361882253765
10.3,117.56433808853868
10.31,117.76646216270257
10.32,117.96825251979791
10.33,118.1697072033658
10.34,118.37082425694727
10.35,118.57160172408352
10.36,118.77203764831565
10.37,118.97213007318472
10.38,119.17187704223193
10.39,119.37127659899836
10.4,119.57032678702508
10.41,119.76902564985323
10.42,119.96737123102396
10.43,120.16536157407832
10.44,120.36299472255752
10.45,120.5602687200026
10.46,120.75718160995476
10.47,120.95373143595496
10.48,121.14991624154445
10.49,121.34573407026431
10.5,121.54118296565564
10.51,121.73626097125953
10.52,121.93096613061716
10.53,122.1252964872696
10.54,122.31925008475798
10.55,122.51282496662344
10.56,122.7060191764071
10.57,122.89883075764992
10.58,123.09125775389322
10.59,123.28329820867803
10.6,123.47495016554548
10.61,123.66621166803662
10.62,123.85708075969268
10.63,124.0475554840547
10.64,124.2376338846638
10.65,124.4273140050611
10.66,124.61659388878776
10.67,124.80547157938476
10.68,124.9939451203934
10.69,125.18201255535465
10.7,125.36967192780972
10.71,125.55692128129968
10.72,125.74375865936564
10.73,125.93018210554872
10.74,126.11618966339005
10.75,126.30177937643072
10.76,126.48694928821187
10.77,126.6716974422746
10.78,126.85602188216002
10.79,127.03992065140928
10.8,127.22339179356348
10.81,127.4064333521637
10.82,127.5890433707511
10.83,127.77121989286675
10.84,127.95296096205185
10.85,128.1342646218474
10.86,128.3151289157946
10.87,128.4955518874345
10.88,128.6755315803083
10.89,128.85506603795704
10.9,129.03415330392187
10.91,129.2127914217439
10.92,129.39097843496424
10.93,129.56871238712398
10.94,129.7459913217643
10.95,129.92281328242626
10.96,130.09917631265105
10.97,130.27507845597967
10.98,130.45051775595329
10.99,130.62549225611303
11.0,130.8
11.01,130.9740385734241
11.02,131.14760373127038
11.03,131.32069077069255
11.04,131.49329498884444
11.05,131.6654116828799
11.06,131.83703614995258
11.07,132.0081636872164
11.08,132.1787895918251
11.09,132.34890916093246
11.1,132.5185176916923
11.11,132.68761048125842
11.12,132.85618282678456
11.13,133.02423002542457
11.14,133.1917473743322
11.15,133.3587301706612
11.16,133.5251737115655
11.17,133.6910732941987
11.18,133.8564242157148
11.19,134.02122177326743
11.2,134.18546126401043
11.21,134.34913798509766
11.22,134.51224723368276
11.23,134.67478430691966
11.24,134.83674450196213
11.25,134.99812311596386
11.26,135.15891544607874
11.27,135.31911678946054
11.28,135.47872244326305
11.29,135.63772770464
11.3,135.79612787074535
11.31,135.9539182387327
11.32,136.11109410575594
11.33,136.26765076896882
11.34,136.42358352552515
11.35,136.57888767257876
11.36,136.73355850728336
11.37,136.88759132679283
11.38,137.0409814282609
11.39,137.19372410884134
11.4,137.34581466568798
11.41,137.49724839595464
11.42,137.64802059679505
11.43,137.79812656536302
11.44,137.94756159881237
11.45,138.09632099429686
11.46,138.24440004897036
11.47,138.3917940599865
11.48,138.5384983244992
11.49,138.68450813966223
11.5,138.8298188026293
11.51,138.9744256105543
11.52,139.11832386059103
11.53,139.26150884989323
11.54,139.40397587561463
11.55,139.5457202349092
11.56,139.68673722493054
11.57,139.82702214283256
11.58,139.96657028576897
11.59,140.10537695089366
11.6,140.2434374353603
11.61,140.3807470363228
11.62,140.51730105093483
11.63,140.65309477635031
11.64,140.788123509723
11.65,140.92238254820663
11.66,141.05586718895498
11.67,141.18857272912192
11.68,141.32049446586117
11.69,141.45162769632657
11.7,141.58196771767192
11.71,141.71150982705095
11.72,141.8402493216175
11.73,141.96818149852535
11.74,142.0953016549283
11.75,142.22160508798015
11.76,142.3470870948346
11.77,142.47174297264556
11.78,142.5955680185668
11.79,142.718557529752
11.8,142.84070680335512
11.81,142.9620111365298
11.82,143.08246582642994
11.83,143.20206617020924
11.84,143.3208074650216
11.85,143.43868500802068
11.86,143.55569409636038
11.87,143.67183002719446
11.88,143.78708809767673
11.89,143.9014636049609
11.9,144.01495184620083
11.91,144.1275481185503
11.92,144.23924771916307
11.93,144.35004594519296
11.94,144.4599380937938
11.95,144.5689194621193
11.96,144.67698534732332
11.97,144.7841310465596
11.98,144.89035185698197
11.99,144.99564307574417
12.0,145.1
12.01,145.20341991687687
12.02,145.3059080733961
12.03,145.40747170655266
12.04,145.5081180533415
12.05,145.60785435075758
12.06,145.70668783579578
12.07,145.80462574545115
12.08,145.9016753167185
12.09,145.9978437865929
12.1,146.09313839206922
12.11,146.18756637014246
12.12,146.28113495780752
12.13,146.37385139205935
12.14,146.46572290989286
12.15,146.5567567483031
12.16,146.64696014428495
12.17,146.7363403348333
12.18,146.82490455694318
12.19,146.91266004760948
12.2,146.9996140438272
12.21,147.08577378259122
12.22,147.17114650089653
12.23,147.25573943573806
12.24,147.33955982411072
12.25,147.42261490300953
12.26,147.50491190942938
12.27,147.58645808036522
12.28,147.66726065281202
12.29,147.74732686376464
12.3,147.82666395021818
12.31,147.90527914916746
12.32,147.98317969760743
12.33,148.0603728325331
12.34,148.13686579093934
12.35,148.21266580982112
12.36,148.28778012617346
12.37,148.36221597699117
12.38,148.43598059926927
12.39,148.50908123000275
12.4,148.58152510618646
12.41,148.65331946481538
12.42,148.72447154288452
12.43,148.79498857738872
12.44,148.86487780532295
12.45,148.93414646368217
12.46,149.0028017894614
12.47,149.07085101965544
12.48,149.13830139125935
12.49,149.20516014126798
12.5,149.27143450667634
12.51,149.3371317244794
12.52,149.40225903167203
12.53,149.4668236652492
12.54,149.53083286220593
12.55,149.594293859537
12.56,149.65721389423754
12.57,149.71960020330235
12.58,149.78146002372642
12.59,149.8428005925047
12.6,149.90362914663217
12.61,149.96395292310373
12.62,150.02377915891432
12.63,150.08311509105891
12.64,150.14196795653243
12.65,150.20034499232986
12.66,150.25825343544608
12.67,150.31570052287609
12.68,150.3726934916148
12.69,150.42923957865716
12.7,150.48534602099812
12.71,150.54102005563263
12.72,150.59626891955563
12.73,150.65109984976206
12.74,150.7055200832469
12.75,150.75953685700503
12.76,150.81315740803143
12.77,150.86638897332102
12.78,150.9192387898688
12.79,150.97171409466966
12.8,151.02382212471858
12.81,151.07557011701047
12.82,151.1269653085403
12.83,151.17801493630304
12.84,151.22872623729353
12.85,151.2791064485068
12.86,151.3291628069378
12.87,151.37890254958145
12.88,151.4283329134327
12.89,151.4774611354865
12.9,151.52629445273774
12.91,151.57484010218147
12.92,151.62310532081256
12.93,151.67109734562598
12.94,151.71882341361663
12.95,151.76629076177952
12.96,151.81350662710952
12.97,151.86047824660162
12.98,151.90721285725078
12.99,151.95371769605194
13.0,152.0
13.01,152.0460647590685
13.02,152.09190797514538
13.03,152.13752340309694
13.04,152.18290479778972
13.05,152.22804591409002
13.06,152.27294050686442
13.07,152.31758233097923
13.08,152.361965141301
13.09,152.406082692696
13.1,152.44992874003086
13.11,152.49349703817185
13.12,152.53678134198552
13.13,152.57977540633823
13.14,152.62247298609637
13.15,152.6648678361265
13.16,152.70695371129497
13.17,152.74872436646822
13.18,152.79017355651266
13.19,152.83129503629473
13.2,152.87208256068092
13.21,152.91252988453763
13.22,152.95263076273125
13.23,152.99237895012826
13.24,153.03176820159504
13.25,153.07079227199813
13.26,153.10944491620384
13.27,153.1477198890787
13.28,153.18561094548906
