wind_speed,Nordex N90/2500
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,1.0
3.01,1.6131705299887449
3.02,2.2306822399781985
3.03,2.8525363303764557
3.04,3.47873400159172
3.05,4.109276454032087
3.06,4.744164888105759
3.07,5.383400504220832
3.08,6.026984502785511
3.09,6.674918084207889
3.1,7.327202448896171
3.11,7.983838797258449
3.12,8.644828329702934
3.13,9.31017224663771
3.14,9.979871748470991
3.15,10.653928035610864
3.16,11.332342308465542
3.17,12.015115767443111
3.18,12.702249612951782
3.19,13.393745045399642
3.2,14.0896032651949
3.21,14.789825472745648
3.22,15.494412868460095
3.23,16.20336665274633
3.24,16.916688026012565
3.25,17.634378188666883
3.26,18.356438341117467
3.27,19.082869683772497
3.28,19.813673417040064
3.29,20.548850741328376
3.3,21.28840285704551
3.31,22.0323309645997
3.32,22.780636264399018
3.33,23.53331995685168
3.34,24.29038324236577
3.35,25.0518273213495
3.36,25.81765339421096
3.37,26.58786266135836
3.38,27.362456323199783
3.39,28.14143558014345
3.4,28.92480163259744
3.41,29.71255568096997
3.42,30.50469892566913
3.43,31.301232567103117
3.44,32.10215780568002
3.45,32.90747584180808
3.46,33.71718787589534
3.47,34.53129510835006
3.48,35.34979873958028
3.49,36.17269996999423
3.5,37.0
3.51,37.83170003000578
3.52,38.667801260419736
3.53,39.50830489164996
3.54,40.35321212410467
3.55,41.202524158191935
3.56,42.05624219431999
3.57,42.914367432896896
3.58,43.77690107433089
3.59,44.64384431903004
3.6,45.51519836740258
3.61,46.39096441985656
3.62,47.27114367680022
3.63,48.15573733864166
3.64,49.04474660578906
3.65,49.93817267865052
3.66,50.83601675763425
3.67,51.73828004314833
3.68,52.644963735601
3.69,53.55606903540031
3.7,54.471597142954494
3.71,55.391549258671645
3.72,56.31592658295995
3.73,57.2447303162275
3.74,58.17796165888255
3.75,59.115621811333135
3.76,60.057711973987445
3.77,61.00423334725368
3.78,61.95518713153992
3.79,62.91057452725437
3.8,63.8703967348051
3.81,64.83465495460038
3.82,65.80335038704823
3.83,66.7764842325569
3.84,67.75405769153447
3.85,68.73607196438915
3.86,69.72252825152901
3.87,70.71342775336231
3.88,71.70877167029707
3.89,72.70856120274156
3.9,73.71279755110385
3.91,74.72148191579214
3.92,75.73461549721449
3.93,76.7521994957792
3.94,77.77423511189423
3.95,78.80072354596794
3.96,79.83166599840828
3.97,80.86706366962358
3.98,81.90691776002183
3.99,82.95122947001128
4.0,84.0
4.01,85.05322934998807
4.02,86.11091271834285
4.03,87.1730441030237
4.04,88.23961750198968
4.05,89.31062691320012
4.06,90.38606633461433
4.07,91.4659297641916
4.08,92.550211199891
4.09,93.63890463967192
4.1,94.73200408149356
4.11,95.82950352331534
4.12,96.93139696309623
4.13,98.03767839879566
4.14,99.14834182837286
4.15,100.26338124978712
4.16,101.38279066099756
4.17,102.50656405996358
4.18,103.63469544464432
4.19,104.7671788129992
4.2,105.90400816298724
4.21,107.04517749256784
4.22,108.19068079970022
4.23,109.3405120823437
4.24,110.4946653384574
4.25,111.65313456600065
4.26,112.81591376293268
4.27,113.9829969272128
4.28,115.15437805680028
4.29,116.33005114965424
4.3,117.51001020373404
4.31,118.69424921699884
4.32,119.88276218740808
4.33,121.0755431129208
4.34,122.27258599149634
4.35,123.47388482109396
4.36,124.679433599673
4.37,125.88922632519254
4.38,127.1032569956119
4.39,128.32151960889033
4.4,129.54400816298724
4.41,130.77071665586166
4.42,132.00163908547287
4.43,133.2367694497802
4.44,134.47610174674307
4.45,135.71962997432036
4.46,136.96734813047152
4.47,138.2192502131558
4.48,139.47533022033258
4.49,140.73558214996086
4.5,142.0
4.51,143.26859057004185
4.52,144.54141186620873
4.53,145.81853469625543
4.54,147.1000298679367
4.55,148.38596818900749
4.56,149.67642046722253
4.57,150.97145751033696
4.58,152.27115012610514
4.59,153.5755691222822
4.6,154.88478530662292
4.61,156.1988694868823
4.62,157.51789247081484
4.63,158.8419250661756
4.64,160.1710380807194
4.65,161.50530232220115
4.66,162.8447885983755
4.67,164.18956771699737
4.68,165.53971048582162
4.69,166.89528771260316
4.7,168.25637020509666
4.71,169.623028771057
4.72,170.9953342182391
4.73,172.3733573543979
4.74,173.75716898728794
4.75,175.14683992466425
4.76,176.54244097428162
4.77,177.94404294389489
4.78,179.3517166412591
4.79,180.7655328741287
4.8,182.18556245025871
4.81,183.61187617740404
4.82,185.04454486331957
4.83,186.48363931575997
4.84,187.92923034248005
4.85,189.3813887512348
4.86,190.8401853497791
4.87,192.30569094586755
4.88,193.7779763472552
4.89,195.2571123616968
4.9,196.7431697969473
4.91,198.23621946076133
4.92,199.73633216089385
4.93,201.2435787050996
4.94,202.7580299011338
4.95,204.27975655675075
4.96,205.8088294797056
4.97,207.345319477753
4.98,208.88929735864815
4.99,210.44083393014543
5.0,212.0
5.01,213.56685269744648
5.02,215.1413944376398
5.03,216.7236139572149
5.04,218.3134999928062
5.05,219.9110412810486
5.06,221.516226558577
5.07,223.12904456202617
5.08,224.7494840280308
5.09,226.3775336932256
5.1,228.0131822942456
5.11,229.65641856772552
5.12,231.3072312502999
5.13,232.96560907860376
5.14,234.63154078927175
5.15,236.3050151189389
5.16,237.9860208042397
5.17,239.67454658180904
5.18,241.37058118828168
5.19,243.0741133602926
5.2,244.78513183447623
5.21,246.5036253474676
5.22,248.2295826359014
5.23,249.9629924364126
5.24,251.70384348563567
5.25,253.4521245202056
5.26,255.20782427675692
5.27,256.97093149192483
5.28,258.741434902344
5.29,260.51932324464894
5.3,262.30458525547465
5.31,264.09720967145586
5.32,265.89718522922743
5.33,267.704500665424
5.34,269.51914471668044
5.35,271.3411061196315
5.36,273.170373610912
5.37,275.0069359271567
5.38,276.85078180500034
5.39,278.7018999810778
5.4,280.5602791920239
5.41,282.42590817447314
5.42,284.29877566506065
5.43,286.178870400421
5.44,288.0661811171892
5.45,289.96069655199966
5.46,291.86240544148734
5.47,293.7712965222871
5.48,295.68735853103385
5.49,297.61058020436207
5.5,299.5409502789066
5.51,301.4784574913023
5.52,303.423090578184
5.53,305.3748382761866
5.54,307.33368932194446
5.55,309.2996324520926
5.56,311.272656403266
5.57,313.2527499120993
5.58,315.23990171522706
5.59,317.2341005492843
5.6,319.2353351509057
5.61,321.24359425672634
5.62,323.25886660338057
5.63,325.2811409275034
5.64,327.3104059657294
5.65,329.3466504546938
5.66,331.3898631310309
5.67,333.4400327313758
5.68,335.4971479923632
5.69,337.5611976506279
5.7,339.63217044280447
5.71,341.71005510552794
5.72,343.79484037543284
5.73,345.8865149891545
5.74,347.9850676833271
5.75,350.09048719458565
5.76,352.2027622595649
5.77,354.32188161489967
5.78,356.447833997225
5.79,358.58060814317514
5.8,360.7201927893851
5.81,362.8665766724899
5.82,365.0197485291242
5.83,367.1796970959226
5.84,369.3464111095199
5.85,371.5198793065511
5.86,373.7000904236509
5.87,375.887033197454
5.88,378.0806963645952
5.89,380.2810686617093
5.9,382.4881388254312
5.91,384.70189559239554
5.92,386.922327699237
5.93,389.1494238825906
5.94,391.3831728790912
5.95,393.6235634253732
5.96,395.8705842580716
5.97,398.1242241138213
5.98,400.384471729257
5.99,402.6513158410133
6.0,404.9247451857252
6.01,407.2047485000272
6.02,409.49131452055445
6.03,411.7844319839417
6.04,414.0840896268235
6.05,416.3902761858346
6.06,418.7029803976101
6.07,421.0221909987848
6.08,423.34789672599294
6.09,425.6800863158696
6.1,428.0187485050498
6.11,430.3638720301684
6.12,432.71544562785937
6.13,435.0734580347584
6.14,437.4378979874997
6.15,439.8087542227186
6.16,442.18601547704935
6.17,444.5696704871268
6.18,446.959707989586
6.19,449.3561167210617
6.2,451.7588854181885
6.21,454.1680028176012
6.22,456.5834576559346
6.23,459.0052386698237
6.24,461.4333345959032
6.25,463.8677341708076
6.26,466.30842613117176
6.27,468.7553992136307
6.28,471.20864215481936
6.29,473.668143691372
6.3,476.1338925599236
6.31,478.605877497109
6.32,481.0840872395632
6.33,483.56851052392057
6.34,486.05913608681607
6.35,488.5559526648845
6.36,491.0589489947608
6.37,493.5681138130794
6.38,496.0834358564754
6.39,498.60490386158335
6.4,501.1325065650384
6.41,503.6662327034748
6.42,506.2060710135276
6.43,508.75201023183166
6.44,511.3040390950219
6.45,513.8621463397327
6.46,516.4263207025989
6.47,518.9965509202555
6.48,521.5728257293375
6.49,524.1551338664791
6.5,526.7434640683153
6.51,529.337805071481
6.52,531.938145612611
6.53,534.5444744283403
6.54,537.156780255303
6.55,539.7750518301343
6.56,542.3992778894691
6.57,545.0294471699422
6.58,547.665548408188
6.59,550.3075703408415
6.6,552.9555017045376
6.61,555.6093312359111
6.62,558.2690476715964
6.63,560.9346397482286
6.64,563.6060962024426
6.65,566.283405770873
6.66,568.9665571901546
6.67,571.6555391969218
6.68,574.3503405278101
6.69,577.0509499194541
6.7,579.7573561084881
6.71,582.4695478315473
6.72,585.1875138252665
6.73,587.9112428262804
6.74,590.6407235712237
6.75,593.3759447967311
6.76,596.1168952394374
6.77,598.8635636359777
6.78,601.6159387229869
6.79,604.3740092370991
6.8,607.1377639149495
6.81,609.907191493173
6.82,612.6822807084042
6.83,615.4630202972778
6.84,618.2493989964287
6.85,621.0414055424916
6.86,623.8390286721016
6.87,626.642257121893
6.88,629.4510796285007
6.89,632.2654849285598
6.9,635.085461758705
6.91,637.9109988555709
6.92,640.7420849557922
6.93,643.5787087960039
6.94,646.420859112841
6.95,649.2685246429376
6.96,652.1216941229291
6.97,654.9803562894497
6.98,657.844499879135
6.99,660.7141136286192
7.0,663.589186274537
7.01,666.4697065535237
7.02,669.3556632022135
7.03,672.2470449572419
7.04,675.143840555243
7.05,678.0460387328516
7.06,680.9536282267029
7.07,683.8665977734317
7.08,686.7849361096723
7.09,689.7086319720597
7.1,692.6376740972289
7.11,695.5720512218147
7.12,698.5117520824515
7.13,701.4567654157742
7.14,704.4070799584175
7.15,707.362684447017
7.16,710.3235676182062
7.17,713.2897182086208
7.18,716.2611249548954
7.19,719.2377765936646
7.2,722.2196618615633
7.21,725.2067694952262
7.22,728.1990882312882
7.23,731.1966068063841
7.24,734.1993139571484
7.25,737.2071984202162
7.26,740.220248932222
7.27,743.2384542298008
7.28,746.2618030495876
7.29,749.2902841282167
7.3,752.323886202323
7.31,755.3625980085415
7.32,758.4064082835071
7.33,761.455305763854
7.34,764.5092791862174
7.35,767.5683172872319
7.36,770.6324088035329
7.37,773.7015424717544
7.38,776.7757070285313
7.39,779.8548912104985
7.4,782.9390837542912
7.41,786.0282733965435
7.42,789.1224488738907
7.43,792.221598922967
7.44,795.3257122804082
7.45,798.4347776828479
7.46,801.5487838669216
7.47,804.667719569264
7.48,807.7915735265098
7.49,810.9203344752935
7.5,814.0539911522504
7.51,817.1925322940148
7.52,820.3359466372219
7.53,823.4842229185065
7.54,826.6373498745031
7.55,829.7953162418463
7.56,832.9581107571711
7.57,836.1257221571129
7.58,839.2981391783055
7.59,842.4753505573842
7.6,845.6573450309836
7.61,848.8441113357387
7.62,852.035638208284
7.63,855.2319143852546
7.64,858.4329286032848
7.65,861.6386695990103
7.66,864.8491261090649
7.67,868.0642868700836
7.68,871.2841406187015
7.69,874.5086760915535
7.7,877.7378820252738
7.71,880.9717471564977
7.72,884.2102602218595
7.73,887.4534099579946
7.74,890.7011851015374
7.75,893.9535743891224
7.76,897.2105665573849
7.77,900.4721503429595
7.78,903.7383144824812
7.79,907.0090477125844
7.8,910.2843387699036
7.81,913.5641763910744
7.82,916.8485493127316
7.83,920.1374462715092
7.84,923.4308560040422
7.85,926.7287672469656
7.86,930.0311687369148
7.87,933.3380492105232
7.88,936.6493974044266
7.89,939.9652020552594
7.9,943.2854518996568
7.91,946.6101356742528
7.92,949.9392421156826
7.93,953.2727599605814
7.94,956.6106779455836
7.95,959.9529848073236
7.96,963.2996692824368
7.97,966.6507201075574
7.98,970.0061260193212
7.99,973.365875754362
8.0,976.7299580493147
8.01,980.0983616408146
8.02,983.4710752654958
8.03,986.8480876599936
8.04,990.2293875609428
8.05,993.6149637049782
8.06,997.0048048287344
8.07,1000.3988996688456
8.08,1003.7972369619476
8.09,1007.1998054446744
8.1,1010.6065938536616
8.11,1014.017590925543
8.12,1017.4327853969542
8.13,1020.85216600453
8.14,1024.2757214849044
8.15,1027.7034405747129
8.16,1031.1353120105896
8.17,1034.5713245291702
8.18,1038.0114668670883
8.19,1041.4557277609802
8.2,1044.904095947479
8.21,1048.3565601632215
8.22,1051.8131091448408
8.23,1055.2737316289722
8.24,1058.7384163522502
8.25,1062.20715205131
8.26,1065.679927462786
8.27,1069.1567313233136
8.28,1072.6375523695274
8.29,1076.1223793380614
8.3,1079.611200965552
8.31,1083.1040059886325
8.32,1086.600783143938
8.33,1090.1015211681029
8.34,1093.606208797763
8.35,1097.1148347695523
8.36,1100.6273878201064
8.37,1104.1438566860595
8.38,1107.664230104047
8.39,1111.1884968107024
8.4,1114.7166455426614
8.41,1118.248665036558
8.42,1121.7845440290282
8.43,1125.324271256706
8.44,1128.8678354562264
8.45,1132.4152253642242
8.46,1135.9664297173344
8.47,1139.5214372521912
8.48,1143.0802367054291
8.49,1146.6428168136845
8.5,1150.2091663135902
8.51,1153.7792739417823
8.52,1157.353128434895
8.53,1160.9307185295638
8.54,1164.5120329624226
8.55,1168.0970604701074
8.56,1171.6857897892514
8.57,1175.2782096564902
8.58,1178.8743088084584
8.59,1182.4740759817907
8.6,1186.0774999131222
8.61,1189.6845693390876
8.62,1193.2952729963215
8.63,1196.9095996214598
8.64,1200.5275379511356
8.65,1204.149076721984
8.66,1207.7742046706408
8.67,1211.4029105337395
8.68,1215.0351830479162
8.69,1218.671010949805
8.7,1222.31038297604
8.71,1225.9532878632576
8.72,1229.5997143480913
8.73,1233.2496511671757
8.74,1236.9030870571469
8.75,1240.5600107546384
8.76,1244.220410996286
8.77,1247.8842765187233
8.78,1251.5515960585858
8.79,1255.2223583525088
8.8,1258.896552137127
8.81,1262.5741661490738
8.82,1266.255189124985
8.83,1269.9396098014954
8.84,1273.6274169152398
8.85,1277.3185992028525
8.86,1281.0131454009688
8.87,1284.7110442462235
8.88,1288.4122844752517
8.89,1292.1168548246867
8.9,1295.8247440311648
8.91,1299.5359408313195
8.92,1303.2504339617872
8.93,1306.9682121592014
8.94,1310.6892641601974
8.95,1314.4135787014095
8.96,1318.141144519474
8.97,1321.8719503510235
8.98,1325.605984932694
8.99,1329.34323700112
9.0,1333.083695292937
9.01,1336.8273485447785
9.02,1340.5741854932803
9.03,1344.3241948750765
9.04,1348.0773654268023
9.05,1351.8336858850932
9.06,1355.5931449865825
9.07,1359.3557314679056
9.08,1363.1214340656977
9.09,1366.8902415165926
9.1,1370.6621425572262
9.11,1374.4371259242323
9.12,1378.215180354247
9.13,1381.9962945839045
9.14,1385.7804573498383
9.15,1389.567657388685
9.16,1393.3578834370778
9.17,1397.1511242316528
9.18,1400.9473685090445
9.19,1404.746605005887
9.2,1408.5488224588155
9.21,1412.354009604465
9.22,1416.1621551794708
9.23,1419.9732479204663
9.24,1423.7872765640873
9.25,1427.604229846968
9.26,1431.4240965057434
9.27,1435.2468652770478
9.28,1439.0725248975173
9.29,1442.9010641037855
9.3,1446.7324716324886
9.31,1450.5667362202598
9.32,1454.4038466037337
9.33,1458.2437915195462
9.34,1462.0865597043316
9.35,1465.932139894725
9.36,1469.7805208273612
9.37,1473.6316912388745
9.38,1477.4856398659003
9.39,1481.3423554450728
9.4,1485.2018267130268
9.41,1489.0640424063972
9.42,1492.9289912618192
9.43,1496.7966620159273
9.44,1500.6670434053558
9.45,1504.54012416674
9.46,1508.4158930367155
9.47,1512.2943387519151
9.48,1516.175450048975
9.49,1520.0592156645298
9.5,1523.9456243352142
9.51,1527.8346647976623
9.52,1531.7263257885102
9.53,1535.6205960443913
9.54,1539.5174643019411
9.55,1543.4169192977956
9.56,1547.3189497685876
9.57,1551.2235444509524
9.58,1555.130692081525
9.59,1559.04038139694
9.6,1562.9526011338326
9.61,1566.8673400288374
9.62,1570.784586818589
9.63,1574.7043302397228
9.64,1578.6265590288726
9.65,1582.5512619226738
9.66,1586.478427657761
9.67,1590.408044970769
9.68,1594.3401025983326
9.69,1598.2745892770868
9.7,1602.211493743666
9.71,1606.1508047347056
9.72,1610.0925109868394
9.73,1614.0366012367026
9.74,1617.9830642209308
9.75,1621.931888676158
9.76,1625.8830633390187
9.77,1629.836576946148
9.78,1633.792418234181
9.79,1637.750575939752
9.8,1641.7110387994967
9.81,1645.673795550049
9.82,1649.6388349280437
9.83,1653.6061456701154
9.84,1657.5757165128994
9.85,1661.5475361930305
9.86,1665.5215934471432
9.87,1669.4978770118728
9.88,1673.4763756238538
9.89,1677.4570780197205
9.9,1681.4399729361078
9.91,1685.425049109651
9.92,1689.4122952769842
9.93,1693.401700174743
9.94,1697.3932525395617
9.95,1701.3869411080752
9.96,1705.3827546169189
9.97,1709.3806818027265
9.98,1713.3807114021324
9.99,1717.3828321517726
10.0,1721.3870327882817
10.01,1725.3933020482943
10.02,1729.401628668445
10.03,1733.4120013853685
10.04,1737.4244089357
10.05,1741.4388400560747
10.06,1745.4552834831263
10.07,1749.4737279534902
10.08,1753.494162203801
10.09,1757.5165749706923
10.1,1761.5409549908018
10.11,1765.5672910007615
10.12,1769.595571737208
10.13,1773.6257859367754
10.14,1777.6579223360984
10.15,1781.6919696718116
10.16,1785.7279166805497
10.17,1789.7657520989478
10.18,1793.805464663641
10.19,1797.8470431112632
10.2,1801.8904761784504
10.21,1805.9357526018373
10.22,1809.982861118057
10.23,1814.0317904637457
10.24,1818.0825293755377
10.25,1822.135066590068
10.26,1826.1893908439715
10.27,1830.2454908738828
10.28,1834.3033554164367
10.29,1838.362973208268
10.3,1842.424332986012
10.31,1846.4874234863016
10.32,1850.5522334457744
10.33,1854.6187516010627
10.34,1858.6869666888024
10.35,1862.756867445628
10.36,1866.8284426081752
10.37,1870.9016809130771
10.38,1874.9765710969716
10.39,1879.053101896489
10.4,1883.1312620482677
10.41,1887.21104028894
10.42,1891.2924253551423
10.43,1895.375405983509
10.44,1899.4599709106749
10.45,1903.546108873274
10.46,1907.633808607944
10.47,1911.723058851316
10.48,1915.8138483400255
10.49,1919.906165810709
10.5,1924.0
10.51,1928.095272631691
10.52,1932.191637378204
10.53,1936.2886808991188
10.54,1940.3859898540147
10.55,1944.483150902472
10.56,1948.579750704069
10.57,1952.675375918385
10.58,1956.7696132050005
10.59,1960.8620492234948
10.6,1964.9522706334471
10.61,1969.0398640944368
10.62,1973.1244162660444
10.63,1977.205513807849
10.64,1981.2827433794291
10.65,1985.3556916403652
10.66,1989.423945250236
10.67,1993.487090868622
10.68,1997.5447151551016
10.69,2001.596404769256
10.7,2005.6417463706628
10.71,2009.680326618904
10.72,2013.711732173556
10.73,2017.735549694199
10.74,2021.7513658404143
10.75,2025.7587672717805
10.76,2029.7573406478768
10.77,2033.7466726282828
10.78,2037.726349872578
10.79,2041.6959590403424
10.8,2045.655086791156
10.81,2049.603319784596
10.82,2053.540244680244
10.83,2057.4654481376783
10.84,2061.3785168164795
10.85,2065.279037376226
10.86,2069.1665964764984
10.87,2073.040780776875
10.88,2076.9011769369376
10.89,2080.7473716162626
10.9,2084.5789514744315
10.91,2088.395503171024
10.92,2092.196613365618
10.93,2095.981868717794
10.94,2099.750855887132
10.95,2103.503161533209
10.96,2107.238372315609
10.97,2110.9560748939084
10.98,2114.655855927687
10.99,2118.337302076524
11.0,2122.0
11.01,2125.64359958901
11.02,2129.2680036597108
11.03,2132.873178259576
11.04,2136.459089436079
11.05,2140.025703236696
11.06,2143.572985708895
11.07,2147.1009029001525
11.08,2150.609420857942
11.09,2154.0985056297363
11.1,2157.5681232630086
11.11,2161.018239805232
11.12,2164.4488213038803
11.13,2167.859833806428
11.14,2171.2512433603456
11.15,2174.623016013109
11.16,2177.97511781219
11.17,2181.3075148050634
11.18,2184.620173039201
11.19,2187.913058562077
11.2,2191.1861374211644
11.21,2194.439375663938
11.22,2197.6727393378683
11.23,2200.886194490431
11.24,2204.0797071690986
11.25,2207.253243421345
11.26,2210.406769294642
11.27,2213.540250836465
11.28,2216.6536540942857
11.29,2219.7469451155785
11.3,2222.820089947817
11.31,2225.8730546384736
11.32,2228.905805235022
11.33,2231.9183077849348
11.34,2234.910528335686
11.35,2237.88243293475
11.36,2240.8339876295986
11.37,2243.765158467706
11.38,2246.6759114965453
11.39,2249.56621276359
11.4,2252.436028316313
11.41,2255.285324202188
11.42,2258.114066468688
11.43,2260.9222211632864
11.44,2263.7097543334576
11.45,2266.476632026673
11.46,2269.222820290408
11.47,2271.948285172135
11.48,2274.6529927193264
11.49,2277.336908979457
11.5,2280.0
11.51,2282.6422570122704
11.52,2285.2637719829536
11.53,2287.8646620625764
11.54,2290.445044401665
11.55,2293.0050361507488
11.56,2295.5447544603526
11.57,2298.0643164810044
11.58,2300.563839363232
11.59,2303.043440257561
11.6,2305.503236314519
11.61,2307.943344684634
11.62,2310.363882518432
11.63,2312.764966966441
11.64,2315.146715179188
11.65,2317.5092443072
11.66,2319.8526715010034
11.67,2322.1771139111256
11.68,2324.482688688094
11.69,2326.769512982436
11.7,2329.037703944678
11.71,2331.2873787253475
11.72,2333.518654474972
11.73,2335.7316483440777
11.74,2337.926477483191
11.75,2340.1032590428413
11.76,2342.2621101735544
11.77,2344.4031480258577
11.78,2346.526489750277
11.79,2348.6322524973416
11.8,2350.720553417578
11.81,2352.791509661512
11.82,2354.845238379671
11.83,2356.881856722584
11.84,2358.9014818407754
11.85,2360.904230884774
11.86,2362.8902210051065
11.87,2364.8595693523
11.88,2366.812393076882
11.89,2368.748809329379
11.9,2370.6689352603184
11.91,2372.5728880202278
11.92,2374.4607847596326
11.93,2376.3327426290607
11.94,2378.188878779041
11.95,2380.029310360098
11.96,2381.8541545227604
11.97,2383.663528417555
11.98,2385.457549195008
11.99,2387.236334005647
12.0,2389.0
12.01,2390.748652361909
12.02,2392.482348408476
12.03,2394.201133490121
12.04,2395.90505295726
12.05,2397.5941521603127
12.06,2399.2684764496976
12.07,2400.928071175831
12.08,2402.572981689134
12.09,2404.2032533400225
12.1,2405.818931478916
12.11,2407.4200614562324
12.12,2409.0066886223904
12.13,2410.578858327808
12.14,2412.1366159229024
12.15,2413.680006758094
12.16,2415.209076183798
12.17,2416.723869550436
12.18,2418.2244322084234
12.19,2419.7108095081803
12.2,2421.183046800124
12.21,2422.641189434674
12.22,2424.0852827622466
12.23,2425.515372133262
12.24,2426.931502898137
12.25,2428.333720407291
12.26,2429.722070011141
12.27,2431.0965970601064
12.28,2432.4573469046045
12.29,2433.8043648950547
12.3,2435.1376963818743
12.31,2436.457386715482
12.32,2437.763481246296
12.33,2439.0560253247336
12.34,2440.3350643012136
12.35,2441.600643526156
12.36,2442.8528083499764
12.37,2444.0916041230944
12.38,2445.3170761959286
12.39,2446.5292699188967
12.4,2447.7282306424163
12.41,2448.914003716907
12.42,2450.0866344927863
12.43,2451.246168320472
12.44,2452.392650550383
12.45,2453.5261265329377
12.46,2454.646641618554
12.47,2455.7542411576505
12.48,2456.848970500644
12.49,2457.9308749979555
12.5,2459.0
12.51,2460.056373540096
12.52,2461.099954383144
12.53,2462.130683976945
12.54,2463.1485037692983
12.55,2464.153355208005
12.56,2465.145179740863
12.57,2466.1239188156737
12.58,2467.089513880236
12.59,2468.0419063823515
12.6,2468.9810377698186
12.61,2469.9068494904373
12.62,2470.8192829920085
12.63,2471.7182797223304
12.64,2472.6037811292044
12.65,2473.475728660431
12.66,2474.3340637638075
12.67,2475.178727887136
12.68,2476.009662478216
12.69,2476.826808984846
12.7,2477.630108854828
12.71,2478.4195035359603
12.72,2479.194934476044
12.73,2479.9563431228785
12.74,2480.7036709242625
12.75,2481.4368593279974
12.76,2482.1558497818837
12.77,2482.8605837337195
12.78,2483.551002631306
12.79,2484.227047922442
12.8,2484.8886610549284
12.81,2485.5357834765646
12.82,2486.1683566351508
12.83,2486.7863219784863
12.84,2487.389620954372
12.85,2487.9781950106067
12.86,2488.55198559499
12.87,2489.110934155324
12.88,2489.6549821394065
12.89,2490.1840709950384
12.9,2490.6981421700198
12.91,2491.197137112149
12.92,2491.680997269228
12.93,2492.149664089054
12.94,2492.6030790194304
12.95,2493.041183508155
12.96,2493.4639190030275
12.97,2493.8712269518487
12.98,2494.2630488024174
12.99,2494.6393260025347
13.0,2495.0
13.01,2495.3450774777107
13.02,2495.6748260589507
13.03,2495.9895786021034
13.04,2496.2896679655496
13.05,2496.575427007673
13.06,2496.8471885868557
13.07,2497.1052855614776
13.08,2497.350050789924
13.09,2497.581817130574
13.1,2497.8009174418125
