wind_speed,DWT Danish Wind Tech Windane 34 
2.42,0.07313196156499
2.43,0.0741004666065301
2.44,0.0750144258500528
2.45,0.0758725707886277
2.46,0.0766736329153238
2.47,0.0774163437232109
2.48,0.0780994347053581
2.49,0.0787216373548347
2.5,0.0792816831647102
2.51,0.079778303628054
2.52,0.0802102302379354
2.53,0.0805761944874236
2.54,0.0808749278695883
2.55,0.0811051618774986
2.56,0.081265628004224
2.57,0.0813550577428337
2.58,0.0813721825863973
2.59,0.0813157340279841
2.6,0.0811844435606633
2.61,0.0809770426775045
2.62,0.0806922628715767
2.63,0.0803288356359498
2.64,0.0798854924636927
2.65,0.079360964847875
2.66,0.0787539842815659
2.67,0.078063282257835
2.68,0.0772875902697515
2.69,0.0764256398103847
2.7,0.0754761623728041
2.71,0.0744378894500791
2.72,0.0733095525352789
2.73,0.072089883121473
2.74,0.0707776127017307
2.75,0.0693714727691214
2.76,0.0678701948167146
2.77,0.0662725103375793
2.78,0.0645771508247851
2.79,0.0627828477714014
2.8,0.0608883326704975
2.81,0.0588923370151427
2.82,0.0567935922984065
2.83,0.0545908300133582
2.84,0.0522827816530672
2.85,0.0498681787106027
2.86,0.0473457526790344
2.87,0.0447142350514312
2.88,0.041972357320863
2.89,0.0391188509803986
2.9,0.0361524475231079
2.91,0.0330718784420599
2.92,0.0298758752303242
2.93,0.0265631693809698
2.94,0.0231324923870665
2.95,0.0195825757416834
2.96,0.0159121509378901
2.97,0.0121199494687554
2.98,0.0082047028273496
2.99,0.0041651425067412
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,0.0
4.01,0.015053255985563
4.02,0.0306157571955237
4.03,0.0466893460820269
4.04,0.0632758650972131
4.05,0.0803771566932266
4.06,0.0979950633222116
4.07,0.1161314274363127
4.08,0.1347880914876696
4.09,0.1539668979284282
4.1,0.1736696892107317
4.11,0.1938983077867248
4.12,0.2146545961085481
4.13,0.2359403966283454
4.14,0.2577575517982614
4.15,0.2801079040704414
4.16,0.3029932958970248
4.17,0.326415569730156
4.18,0.350376568021979
4.19,0.3748781332246397
4.2,0.3999221077902772
4.21,0.4255103341710367
4.22,0.4516446548190614
4.23,0.4783269121864977
4.24,0.5055589487254836
4.25,0.533342606888165
4.26,0.5616797291266858
4.27,0.5905721578931891
4.28,0.6200217356398204
4.29,0.6500303048187189
4.3,0.68059970788203
4.31,0.7117317872818969
4.32,0.7434283854704662
4.33,0.7756913448998755
4.34,0.8085225080222708
4.35,0.8419237172897958
4.36,0.8758968151545974
4.37,0.9104436440688118
4.38,0.9455660464845864
4.39,0.981265864854064
4.4,1.0175449416293916
4.41,1.0544051192627062
4.42,1.0918482402061538
4.43,1.1298761469118783
4.44,1.1684906818320269
4.45,1.207693687418735
4.46,1.247487006124151
4.47,1.2878724804004162
4.48,1.3288519526996798
4.49,1.3704272654740766
4.5,1.4126002611757542
4.51,1.455372782256856
4.52,1.498746671169524
4.53,1.5427237703659078
4.54,1.5873059222981418
4.55,1.632494969418373
4.56,1.6782927541787456
4.57,1.724701119031406
4.58,1.7717219064284908
4.59,1.819356958822147
4.6,1.8676081186645168
4.61,1.9164772284077496
4.62,1.9659661305039795
4.63,2.0160766674053536
4.64,2.066810681564016
4.65,2.1181700154321152
4.66,2.1701565114617845
4.67,2.222772012105171
4.68,2.276018359814421
4.69,2.3298973970416794
4.7,2.384410966239083
4.71,2.4395609098587774
4.72,2.495349070352908
4.73,2.551777290173622
4.74,2.6088474117730533
4.75,2.6665612776033503
4.76,2.7249207301166547
4.77,2.7839276117651126
4.78,2.843583765000872
4.79,2.9038910322760643
4.8,2.964851256042839
4.81,3.0264662787533414
4.82,3.0887379428597166
4.83,3.1516680908141
4.84,3.2152585650686385
4.85,3.2795112080754776
4.86,3.3444278622867647
4.87,3.4100103701546325
4.88,3.4762605741312305
4.89,3.543180316668701
4.9,3.6107714402191946
4.91,3.679035787234842
4.92,3.747975200167792
4.93,3.81759152147019
4.94,3.887886593594183
4.95,3.958862258991904
4.96,4.0305203601155
4.97,4.10286273941712
4.98,4.175891239348906
4.99,4.249607702362995
5.0,4.324013970911535
5.01,4.399111887446667
5.02,4.474903294420537
5.03,4.551390034285296
5.04,4.628573949493068
5.05,4.706456882496011
5.06,4.785040675746266
5.07,4.864327171695979
5.08,4.944318212797285
5.09,5.025015641502329
5.1,5.106421300263261
5.11,5.188537031532227
5.12,5.271364677761356
5.13,5.3549060814028
5.14,5.439163084908701
5.15,5.524137530731214
5.16,5.609831261322462
5.17,5.696246119134598
5.18,5.783383946619767
5.19,5.871246586230117
5.2,5.95983588041778
5.21,6.049153671634905
5.22,6.139201802333631
5.23,6.229982114966116
5.24,6.321496451984487
5.25,6.413746655840891
5.26,6.506734568987474
5.27,6.600462033876379
5.28,6.694930892959761
5.29,6.790142988689739
5.3,6.886100163518472
5.31,6.982804259898101
5.32,7.080257120280777
5.33,7.178460587118629
5.34,7.277416502863803
5.35,7.377126709968448
5.36,7.477593050884716
5.37,7.578817368064731
5.38,7.680801503960643
5.39,7.783547301024599
5.4,7.887056601708753
5.41,7.991331248465226
5.42,8.096373083746172
5.43,8.202183950003736
5.44,8.308765689690068
5.45,8.416120145257292
5.46,8.524249159157566
5.47,8.633154573843028
5.48,8.742838231765834
5.49,8.853301975378107
5.5,8.964547647132003
5.51,9.07657708947966
5.52,9.189392144873224
5.53,9.30299465576485
5.54,9.417386464606658
5.55,9.532569413850805
5.56,9.648545345949431
5.57,9.765316103354692
5.58,9.882883528518713
5.59,10.00124946389364
5.6,10.120415751931624
5.61,10.240384235084814
5.62,10.36115675580534
5.63,10.482735156545344
5.64,10.60512127975698
5.65,10.7283169678924
5.66,10.85232406340372
5.67,10.9771444087431
5.68,11.102779846362678
5.69,11.229232218714614
5.7,11.35650336825103
5.71,11.484595137424076
5.72,11.613509368685897
5.73,11.743247904488646
5.74,11.873812587284444
5.75,12.005205259525452
5.76,12.137427763663808
5.77,12.270481942151653
5.78,12.404369637441148
5.79,12.539092691984408
5.8,12.674652948233591
5.81,12.81105224864084
5.82,12.948292435658308
5.83,13.08637535173812
5.84,13.225302839332429
5.85,13.365076740893372
5.86,13.505698898873112
5.87,13.647171155723765
5.88,13.789495353897488
5.89,13.932673335846426
5.9,14.07670694402273
5.91,14.221598020878524
5.92,14.367348408865958
5.93,14.51395995043718
5.94,14.661434488044344
5.95,14.809773864139569
5.96,14.958979921175008
5.97,15.10905450160281
5.98,15.259999447875131
5.99,15.41181660244408
6.0,15.56450780776182
6.01,15.718074906280496
6.02,15.872519740452248
6.03,16.027844152729237
6.04,16.184049985563572
6.05,16.341139081407412
6.06,16.499113282712905
6.07,16.65797443193221
6.08,16.817724371517436
6.09,16.978364943920738
6.1,17.13989799159427
6.11,17.302325356990185
6.12,17.465648882560593
6.13,17.629870410757658
6.14,17.794991784033517
6.15,17.961014844840335
6.16,18.12794143563022
6.17,18.29577339885533
6.18,18.46451257696782
6.19,18.63416081241984
6.2,18.804719947663497
6.21,18.976191825150952
6.22,19.14857828733436
6.23,19.32188117666587
6.24,19.496102335597595
6.25,19.67124360658169
6.26,19.847306832070316
6.27,20.02429385451559
6.28,20.20220651636969
6.29,20.381046660084728
6.3,20.560816128112855
6.31,20.741516762906212
6.32,20.92315040691697
6.33,21.10571890259724
6.34,21.289224092399166
6.35,21.473667818774903
6.36,21.659051924176616
6.37,21.845378251056403
6.38,22.03264864186643
6.39,22.220864939058835
6.4,22.410028985085788
6.41,22.60014262239939
6.42,22.79120769345181
6.43,22.983226040695182
6.44,23.176199506581668
6.45,23.37012993356339
6.46,23.56501916409249
6.47,23.760869040621124
6.48,23.95768140560145
6.49,24.15545810148557
6.5,24.35420097072565
6.51,24.55391185577384
6.52,24.754592599082272
6.53,24.95624504310311
6.54,25.158871030288463
6.55,25.3624724030905
6.56,25.56705100396136
6.57,25.77260867535319
6.58,25.97914725971811
6.59,26.186668599508288
6.6,26.395174537175865
6.61,26.604666915172988
6.62,26.815147575951777
6.63,27.02661836196439
6.64,27.23908111566297
6.65,27.45253767949968
6.66,27.666989895926623
6.67,27.88243960739597
6.68,28.09888865635985
6.69,28.316338885270444
6.7,28.53479213657984
6.71,28.7542502527402
6.72,28.97471507620369
6.73,29.196188449422447
6.74,29.418672214848595
6.75,29.64216821493428
6.76,29.86667829213166
6.77,30.092204288892862
6.78,30.31874804767007
6.79,30.54631141091537
6.8,30.77489622108093
6.81,31.004504320618903
6.82,31.23513755198144
6.83,31.466797757620647
6.84,31.6994867799887
6.85,31.93320646153772
6.86,32.16795864471988
6.87,32.403745171987296
6.88,32.64056788579212
6.89,32.8784286285865
6.9,33.11732924282259
6.91,33.3572715709525
6.92,33.5982574554284
6.93,33.840288738702405
6.94,34.08336726322672
6.95,34.32749487145342
6.96,34.57267340583468
6.97,34.81890470882263
6.98,35.066190622869456
6.99,35.314532990427246
7.0,35.56393365394816
7.01,35.81439445588435
7.02,36.06591723868795
7.03,36.31850384481115
7.04,36.57215611670601
7.05,36.82687589682473
7.06,37.08266502761944
7.07,37.33952535154231
7.08,37.59745871104542
7.09,37.85646694858096
7.1,38.11655190660106
7.11,38.37771542755789
7.12,38.63995935390356
7.13,38.90328552809021
7.14,39.16769579257
7.15,39.4331919897951
7.16,39.69977596221759
7.17,39.96744955228967
7.18,40.23621460246344
7.19,40.50607295519109
7.2,40.77702645292472
7.21,41.049076938116485
7.22,41.32222625321855
7.23,41.59647624068305
7.24,41.87182874296211
7.25,42.14828560250788
7.26,42.42584866177249
7.27,42.704519763208125
7.28,42.98430074926692
7.29,43.26519346240099
7.3,43.54719974506247
7.31,43.830321439703546
7.32,44.11456038877637
7.33,44.39991843473301
7.34,44.68639742002567
7.35,44.97399918710647
7.36,45.26272557842759
7.37,45.55257843644112
7.38,45.84355960359923
7.39,46.13567092235407
7.4,46.42891423515779
7.41,46.723291384462506
7.42,47.01880421272037
7.43,47.31545456238352
7.44,47.61324427590414
7.45,47.91217519573432
7.46,48.212249164326224
7.47,48.51346802413201
7.48,48.815833617603815
7.49,49.11934778719376
7.5,49.42401237535401
7.51,49.72982922453669
7.52,50.03680017719395
7.53,50.344927075778
7.54,50.65421176274087
7.55,50.964656080534766
7.56,51.276261871611815
7.57,51.589030978424205
7.58,51.902965243424006
7.59,52.2180665090634
7.6,52.53433661779453
7.61,52.85177741206955
7.62,53.170390734340586
7.63,53.49017842705978
7.64,53.81114233267928
7.65,54.13328429365126
7.66,54.4566061524278
7.67,54.781109751461074
7.68,55.10679693320324
7.69,55.43366954010645
7.7,55.76172941462279
7.71,56.09097839920446
7.72,56.42141833630359
7.73,56.75305106837234
7.74,57.085878437862775
7.75,57.41990228722713
7.76,57.7551244589175
7.77,58.09154679538604
7.78,58.42917113908493
7.79,58.767999332466246
7.8,59.10803321798216
7.81,59.449274638084816
7.82,59.79172543522641
7.83,60.13538745185899
7.84,60.48026253043474
7.85,60.82635251340582
7.86,61.17365924322439
7.87,61.52218456234253
7.88,61.87193031321243
7.89,62.22289833828621
7.9,62.57509048001606
7.91,62.928508580854064
7.92,63.28315448325238
7.93,63.639030029663175
7.94,63.996137062538594
7.95,64.35447742433075
7.96,64.7140529574918
7.97,65.07486550447388
7.98,65.43691690772918
7.99,65.80020900970977
8.0,66.16474365286786
8.01,66.53052267965553
8.02,66.89754793252496
8.03,67.2658212539283
8.04,67.63534448631766
8.05,68.0061194721453
8.06,68.37814805386319
8.07,68.75143207392355
8.08,69.12597337477854
8.09,69.50177379888028
8.1,69.87883518868092
8.11,70.25715938663262
8.12,70.6367482351875
8.13,71.0176035767978
8.14,71.3997272539155
8.15,71.7831211089928
8.16,72.16778698448189
8.17,72.55372672283488
8.18,72.94094216650392
8.19,73.32943515794115
8.2,73.71920753959873
8.21,74.11026115392883
8.22,74.50259784338351
8.23,74.89621945041495
8.24,75.29112781747531
8.25,75.68732478701672
8.26,76.08481220149135
8.27,76.48359190335128
8.28,76.88366573504871
8.29,77.28503553903576
8.3,77.68770315776467
8.31,78.09167043368743
8.32,78.49693920925623
8.33,78.90351132692324
8.34,79.31138862914061
8.35,79.72057295836044
8.36,80.13106615703491
8.37,80.54287006761615
8.38,80.9559865325564
8.39,81.37041739430762
8.4,81.78616449532207
8.41,82.20322967805185
8.42,82.62161478494913
8.43,83.04132165846603
8.44,83.46235214105472
8.45,83.88470807516734
8.46,84.30839130325609
8.47,84.73340366777299
8.48,85.15974701117024
8.49,85.58742317589997
8.5,86.01643400441434
8.51,86.44678133916551
8.52,86.87846702260559
8.53,87.31149289718675
8.54,87.74586080536112
8.55,88.18157258958092
8.56,88.61863009229815
8.57,89.05703515596502
8.58,89.49678962303368
8.59,89.93789533595627
8.6,90.38035413718492
8.61,90.8241678691718
8.62,91.26933837436904
8.63,91.71586749522884
8.64,92.16375707420326
8.65,92.6130089537444
8.66,93.06362497630452
8.67,93.51560698433572
8.68,93.96895682029012
8.69,94.42367632661993
8.7,94.87976734577718
8.71,95.3372317202142
8.72,95.79607129238292
8.73,96.2562879047356
8.74,96.71788339972434
8.75,97.18085961980128
8.76,97.64521840741864
8.77,98.1109616050285
8.78,98.57809105508298
8.79,99.0466086000343
8.8,99.51651608233462
8.81,99.98781534443594
8.82,100.4605082287905
8.83,100.93459657785044
8.84,101.41008223406789
8.85,101.88696703989498
8.86,102.36525283778388
8.87,102.84494147018674
8.88,103.32603477955574
8.89,103.80853460834292
8.9,104.29244279900044
8.91,104.77776119398052
8.92,105.26449163573524
8.93,105.75263596671678
8.94,106.24219602937724
8.95,106.73317366616882
8.96,107.22557071954373
8.97,107.7193890319539
8.98,108.21463044585164
8.99,108.711296803689
9.0,109.20938994791815
9.01,109.70891172099132
9.02,110.20986396536054
9.03,110.712248523478
9.04,111.21606723779588
9.05,111.72132195076637
9.06,112.2280145048414
9.07,112.73614674247328
9.08,113.24572050611408
9.09,113.756737638216
9.1,114.26919998123115
9.11,114.78310937761172
9.12,115.2984676698098
9.13,115.81527670027764
9.14,116.3335383114672
9.15,116.85325434583076
9.16,117.37442664582038
9.17,117.89705705388828
9.18,118.42114741248652
9.19,118.94669956406736
9.2,119.47371535108284
9.21,120.00219661598524
9.22,120.53214520122653
9.23,121.06356294925888
9.24,121.59645170253452
9.25,122.13081330350556
9.26,122.66664959462408
9.27,123.20396241834236
9.28,123.74275361711238
9.29,124.28302503338644
9.3,124.82477850961668
9.31,125.36801588825509
9.32,125.9127390117539
9.33,126.4589497225652
9.34,127.00664986314122
9.35,127.55584127593411
9.36,128.10652580339593
9.37,128.65870528797888
9.38,129.21238157213517
9.39,129.76755649831676
9.4,130.32423190897592
9.41,130.88240964656472
9.42,131.4420915535354
9.43,132.00327947234
9.44,132.56597524543082
9.45,133.13018071525985
9.46,133.69589772427935
9.47,134.2631281149413
9.48,134.831873729698
9.49,135.4021364110015
9.5,135.973918001304
9.51,136.5472203430576
9.52,137.12204527871447
9.53,137.69839465072675
9.54,138.2762703015466
9.55,138.8556740736262
9.56,139.43660780941758
9.57,140.01907335137295
9.58,140.60307254194444
9.59,141.1886072235842
9.6,141.77567923874437
9.61,142.36429042987703
9.62,142.9544426394345
9.63,143.54613770986884
9.64,144.13937748363207
9.65,144.73416380317647
9.66,145.3304985109541
9.67,145.9283834494172
9.68,146.52782046101785
9.69,147.12881138820816
9.7,147.73135807344033
9.71,148.33546235916666
9.72,148.9411260878389
9.73,149.54835110190953
9.74,150.15713924383053
9.75,150.7674923560541
9.76,151.37941228103236
9.77,151.9929008612175
9.78,152.60795993906163
9.79,153.22459135701686
9.8,153.84279695753554
9.81,154.4625785830695
9.82,155.08393807607104
9.83,155.7068772789923
9.84,156.33139803428537
9.85,156.9575021844025
9.86,157.5851915717957
9.87,158.2144680389172
9.88,158.8453334282193
9.89,159.4777895821538
9.9,160.11183834317305
9.91,160.7474815537292
9.92,161.3847210562743
9.93,162.0235586932605
9.94,162.66399630714002
9.95,163.30603574036502
9.96,163.94967883538763
9.97,164.59492743465995
9.98,165.24178338063408
9.99,165.89024851576215
10.0,166.54032468249648
10.01,167.19201372328902
10.02,167.845317480592
10.03,168.50023779685762
10.04,169.1567765145379
10.05,169.81493547608522
10.06,170.4747165239514
10.07,171.13612150058873
10.08,171.7991522484494
10.09,172.46381060998544
10.1,173.1300984276491
10.11,173.79801754389248
10.12,174.46756980116774
10.13,175.1387570419271
10.14,175.81158110862256
10.15,176.48604384370623
10.16,177.16214708963042
10.17,177.83989268884716
10.18,178.51928248380864
10.19,179.200318316967
10.2,179.88300203077438
10.21,180.56733546768305
10.22,181.25332047014484
10.23,181.94095888061216
10.24,182.63025254153703
10.25,183.3212032953716
10.26,184.01381298456812
10.27,184.70808345157857
10.28,185.40401653885527
10.29,186.10161408885023
10.3,186.8008779440158
10.31,187.50180994680383
10.32,188.20441193966656
10.33,188.90868576505628
10.34,189.6146332654249
10.35,190.3222562832248
10.36,191.0315566609079
10.37,191.74253624092648
10.38,192.45519686573283
10.39,193.1695403777788
10.4,193.88556861951656
10.41,194.60328343339845
10.42,195.3226866618765
10.43,196.04378014740283
10.44,196.76656573242963
10.45,197.49104525940905
10.46,198.21722057079333
10.47,198.94509350903436
10.48,199.67466591658444
10.49,200.4059396358957
10.5,201.13891650942023
10.51,201.87359837961023
10.52,202.60998708891788
10.53,203.3480844797953
10.54,204.0878923946945
10.55,204.829412676068
10.56,205.57264716636743
10.57,206.3175977080453
10.58,207.0642661435536
10.59,207.8126543153444
10.6,208.56276406587008
10.61,209.3145972375826
10.62,210.06815567293415
10.63,210.82344121437708
10.64,211.5804557043632
10.65,212.33920098534475
10.66,213.0996788997739
10.67,213.86189129010285
10.68,214.62583999878365
10.69,215.39152686826853
10.7,216.1589537410096
10.71,216.92812245945908
10.72,217.69903486606893
10.73,218.47169280329143
10.74,219.24609811357865
10.75,220.02225263938283
10.76,220.800158223156
10.77,221.5798167073504
10.78,222.36122993441808
10.79,223.14439974681127
10.8,223.92932798698223
10.81,224.71601649738284
10.82,225.5044671204653
10.83,226.2946816986818
10.84,227.08666207448456
10.85,227.88041009032565
10.86,228.6759275886572
10.87,229.47321641193136
10.88,230.2722784026004
10.89,231.07311540311628
10.9,231.8757292559312
10.91,232.6801218034973
10.92,233.48629488826677
10.93,234.29425035269165
10.94,235.10399003922427
10.95,235.91551579031656
10.96,236.72882944842092
10.97,237.54393285598928
10.98,238.36082785547376
10.99,239.17951628932664
11.0,240.0
11.01,240.82226439907797
11.02,241.6462291746724
11.03,242.4717975840272
11.04,243.2988728843863
11.05,244.1273583329937
11.06,244.95715718709295
11.07,245.78817270392827
11.08,246.6203081407432
11.09,247.45346675478189
11.1,248.28755180328812
11.11,249.12246654350585
11.12,249.95811423267884
11.13,250.7943981280512
11.14,251.6312214868664
11.15,252.46848756636868
11.16,253.3060996238017
11.17,254.14396091640955
11.18,254.98197470143592
11.19,255.82004423612477
11.2,256.65807277772
11.21,257.49596358346565
11.22,258.33361991060525
11.23,259.1709450163828
11.24,260.0078421580423
11.25,260.84421459282754
11.26,261.6799655779824
11.27,262.51499837075085
11.28,263.34921622837663
11.29,264.1825224081037
11.3,265.0148201671761
11.31,265.8460127628374
11.32,266.67600345233166
11.33,267.5046954929027
11.34,268.3319921417944
11.35,269.1577966562507
11.36,269.9820122935154
11.37,270.8045423108324
11.38,271.6252899654459
11.39,272.4441585145992
11.4,273.26105121553667
11.41,274.07587132550185
11.42,274.88852210173866
11.43,275.69890680149126
11.44,276.5069286820033
11.45,277.31249100051866
11.46,278.11549701428146
11.47,278.91584998053514
11.48,279.713453156524
11.49,280.5082097994916
11.5,281.3000231666821
11.51,282.0887965153392
11.52,282.8744331027068
11.53,283.6568361860289
11.54,284.43590902254937
11.55,285.211554869512
11.56,285.9836769841605
11.57,286.75217862373904
11.58,287.5169630454914
11.59,288.27793350666144
11.6,289.0349932644931
11.61,289.78804557623016
11.62,290.5369936991166
11.63,291.2817408903963
11.64,292.0221904073131
11.65,292.7582455071107
11.66,293.4898094470334
11.67,294.21678548432465
11.68,294.93907687622857
11.69,295.65658687998905
11.7,296.3692187528498
11.71,297.076875752055
11.72,297.77946113484825
11.73,298.47687815847354
11.74,299.1690300801747
11.75,299.85582015719564
11.76,300.5371516467803
11.77,301.2129278061724
11.78,301.8830518926159
11.79,302.5474271633549
11.8,303.20595687563303
11.81,303.8585442866942
11.82,304.5050926537824
11.83,305.14550523414124
11.84,305.7796852850148
11.85,306.4075360636471
11.86,307.02896082728176
11.87,307.6438628331628
11.88,308.2521453385341
11.89,308.85371160063954
11.9,309.44846487672294
11.91,310.0363084240282
11.92,310.6171454997992
11.93,311.1908793612798
11.94,311.7574132657139
11.95,312.3166504703455
11.96,312.8684942324184
11.97,313.4128478091764
11.98,313.94961445786333
11.99,314.4786974357233
12.0,315.0
12.01,315.5134651795008
12.02,316.0191950892865
12.03,316.5173316159814
12.04,317.0080166462096
12.05,317.49139206659555
12.06,317.9675997637633
12.07,318.4367816243372
12.08,318.89907953494145
12.09,319.3546353822003
12.1,319.80359105273794
12.11,320.2460884331786
12.12,320.6822694101467
12.13,321.1122758702664
12.14,321.53624970016176
12.15,321.95433278645726
12.16,322.366667015777
12.17,322.7733942747452
12.18,323.1746564499862
12.19,323.57059542812414
12.2,323.9613530957833
12.21,324.3470713395882
12.22,324.72789204616254
12.23,325.1039571021309
12.24,325.47540839411744
12.25,325.8423878087464
12.26,326.2050372326421
12.27,326.5634985524286
12.28,326.9179136547303
12.29,327.2684244261714
12.3,327.6151727533762
12.31,327.9583005229689
12.32,328.2979496215736
12.33,328.63426193581466
12.34,328.9673793523164
12.35,329.2974437577028
12.36,329.6245970385984
12.37,329.94898108162727
12.38,330.2707377734137
12.39,330.590009000582
12.4,330.90693664975623
12.41,331.2216626075608
12.42,331.53432876061987
12.43,331.84507699555763
12.44,332.1540491989984
12.45,332.4613872575664
12.46,332.767233057886
12.47,333.0717284865811
12.48,333.3750154302763
12.49,333.6772357755956
12.5,333.97853140916334
12.51,334.2790442176037
12.52,334.5789160875412
12.53,334.8782889055996
12.54,335.1773045584035
12.55,335.476104932577
12.56,335.7748319147444
12.57,336.07362739152984
12.58,336.3726332495577
12.59,336.6719913754521
12.6,336.9718436558374
12.61,337.2723319773376
12.62,337.5735982265773
12.63,337.8757842901805
12.64,338.1790320547715
12.65,338.4834834069744
12.66,338.7892802334137
12.67,339.0965644207135
12.68,339.4054778554979
12.69,339.7161624243914
12.7,340.0287600140182
12.71,340.3434125110024
12.72,340.66026180196826
12.73,340.9794497735401
12.74,341.30111831234217
12.75,341.6254093049985
12.76,341.95246463813373
12.77,342.2824261983717
12.78,342.6154358723369
12.79,342.9516355466534
12.8,343.2911671079457
12.81,343.6341724428377
12.82,343.9807934379539
12.83,344.3311719799184
12.84,344.68544995535547
12.85,345.04376925088934
12.86,345.40627175314427
12.87,345.7730993487445
12.88,346.14439392431444
12.89,346.520297366478
12.9,346.90095156185964
12.91,347.2864983970835
12.92,347.6770797587739
12.93,348.07283753355506
12.94,348.4739136080512
12.95,348.88044986888656
12.96,349.2925882026853
12.97,349.7104704960719
12.98,350.1342386356704
12.99,350.5640345081049
13.0,351.0
13.01,351.4422268829188
13.02,351.89060646818155
13.03,352.34497995204725
13.04,352.805188530775
13.05,353.27107340062423
13.06,353.7424757578538
13.07,354.21923679872305
13.08,354.7011977194909
13.09,355.1881997164169
13.1,355.6800839857599
13.11,356.1766917237792
13.12,356.67786412673394
13.13,357.18344239088333
13.14,357.69326771248643
13.15,358.2071812878024
13.16,358.7250243130904
13.17,359.2466379846096
13.18,359.7718634986192
