wind_speed,Senvion 3.4M114
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,23.0
3.01,24.26013994745256
3.02,25.514114871363887
3.03,26.762057751769653
3.04,28.004101568705728
3.05,29.24037930220777
3.06,30.47102393231167
3.07,31.69616843905308
3.08,32.91594580246789
3.09,34.130489002591744
3.1,35.33993101946055
3.11,36.54440483310994
3.12,37.74404342357582
3.13,38.93897977089382
3.14,40.12934685509984
3.15,41.315277656229554
3.16,42.49690515431881
3.17,43.674362329403294
3.18,44.84778216151887
3.19,46.01729763070121
3.2,47.1830417169862
3.21,48.34514740040947
3.22,49.50374766100694
3.23,50.65897547881425
3.24,51.81096383386728
3.25,52.95984570620169
3.26,54.10575407585332
3.27,55.24882192285798
3.28,56.38918222725133
3.29,57.52696796906925
3.3,58.662312128347416
3.31,59.79534768512168
3.32,60.92620761942776
3.33,62.05502491130148
3.34,63.18193254077851
3.35,64.30706348789474
3.36,65.43055073268583
3.37,66.55252725518768
3.38,67.67312603543591
3.39,68.79248005346642
3.4,69.91072228931488
3.41,71.02798572301717
3.42,72.14440333460892
3.43,73.26010810412606
3.44,74.3752330116042
3.45,75.48991103707925
3.46,76.60427516058688
3.47,77.71845836216292
3.48,78.83259362184312
3.49,79.94681391966327
3.5,81.06125223565907
3.51,82.17604154986635
3.52,83.29131484232092
3.53,84.40720509305847
3.54,85.52384528211483
3.55,86.64136838952571
3.56,87.75990739532696
3.57,88.87959527955427
3.58,90.00056502224348
3.59,91.12294960343029
3.6,92.24688200315056
3.61,93.37249520143992
3.62,94.49992217833432
3.63,95.62929591386938
3.64,96.76074938808097
3.65,97.89441558100476
3.66,99.03042747267666
3.67,100.1689180431323
3.68,101.31002027240756
3.69,102.45386714053812
3.7,103.60059162755982
3.71,104.75032671350836
3.72,105.9032053784196
3.73,107.05936060232924
3.74,108.21892536527314
3.75,109.38203264728692
3.76,110.54881542840644
3.77,111.71940668866756
3.78,112.89393940810584
3.79,114.07254656675724
3.8,115.25536114465744
3.81,116.44251612184225
3.82,117.63414447834737
3.83,118.83037919420866
3.84,120.03135324946184
3.85,121.23719962414272
3.86,122.44805129828696
3.87,123.6640412519305
3.88,124.88530246510896
3.89,126.11196791785822
3.9,127.34417059021398
3.91,128.58204346221208
3.92,129.82571951388817
3.93,131.07533172527818
3.94,132.3310130764177
3.95,133.59289654734266
3.96,134.86111511808875
3.97,136.13580176869175
3.98,137.41708947918744
3.99,138.70511122961165
4.0,140.0
4.01,141.30188877038836
4.02,142.61091052081247
4.03,143.92719823130827
4.04,145.25088488191125
4.05,146.5821034526573
4.06,147.92098692358223
4.07,149.26766827472193
4.08,150.62228048611183
4.09,151.98495653778792
4.1,153.35582940978597
4.11,154.73503208214183
4.12,156.12269753489102
4.13,157.51895874806948
4.14,158.92394870171296
4.15,160.33780037585734
4.16,161.76064675053817
4.17,163.1926208057913
4.18,164.63385552165255
4.19,166.0844838781578
4.2,167.54463885534255
4.21,169.01445343324275
4.22,170.49406059189414
4.23,171.98359331133253
4.24,173.48318457159354
4.25,174.9929673527131
4.26,176.51307463472688
4.27,178.04363939767066
4.28,179.58479462158044
4.29,181.13667328649163
4.3,182.6994083724402
4.31,184.2731328594618
4.32,185.8579797275925
4.33,187.4540819568677
4.34,189.0615725273233
4.35,190.68058441899515
4.36,192.31125061191912
4.37,193.95370408613064
4.38,195.6080778216657
4.39,197.27450479856
4.4,198.9531179968496
4.41,200.64405039656967
4.42,202.3474349777565
4.43,204.06340472044565
4.44,205.79209260467317
4.45,207.5336316104743
4.46,209.2881547178851
4.47,211.05579490694143
4.48,212.83668515767917
4.49,214.63095845013368
4.5,216.4387477643409
4.51,218.26018608033672
4.52,220.0954063781568
4.53,221.94454163783712
4.54,223.80772483941317
4.55,225.6850889629207
4.56,227.5767669883957
4.57,229.482891895874
4.58,231.4035966653911
4.59,233.3390142769828
4.6,235.28927771068504
4.61,237.2545199465336
4.62,239.2348739645641
4.63,241.23047274481232
4.64,243.24144926731407
4.65,245.2679365121053
4.66,247.3100674592215
4.67,249.36797508869853
4.68,251.44179238057217
4.69,253.5316523148784
4.7,255.63768787165264
4.71,257.76003203093074
4.72,259.8988177727486
4.73,262.0541780771421
4.74,264.2262459241467
4.75,266.4151542937983
4.76,268.62103616613274
4.77,270.8440245211857
4.78,273.0842523389931
4.79,275.34185259959054
4.8,277.6169582830138
4.81,279.90970236929866
4.82,282.22021783848123
4.83,284.5486376705967
4.84,286.8950948456812
4.85,289.2597223437704
4.86,291.64265314490024
4.87,294.0440202291062
4.88,296.4639565764241
4.89,298.90259516689
4.9,301.3600689805396
4.91,303.83651099740825
4.92,306.3320541975321
4.93,308.84683156094684
4.94,311.3809760676885
4.95,313.93462069779224
4.96,316.5078984312943
4.97,319.10094224823024
4.98,321.7138851286362
4.99,324.34686005254747
5.0,327.0
5.01,329.6734048126869
5.02,332.3670417789311
5.03,335.08084504871283
5.04,337.81474877201174
5.05,340.56868709880825
5.06,343.3425941790824
5.07,346.1364041628146
5.08,348.95005119998444
5.09,351.7834694405725
5.1,354.6365930345588
5.11,357.5093561319234
5.12,360.4016928826464
5.13,363.313537436708
5.14,366.2448239440883
5.15,369.1954865547677
5.16,372.1654594187257
5.17,375.1546766859429
5.18,378.1630725063993
5.19,381.19058103007535
5.2,384.2371364069506
5.21,387.3026727870055
5.22,390.3871243202199
5.23,393.4904251565746
5.24,396.61250944604905
5.25,399.7533113386236
5.26,402.91276498427845
5.27,406.0908045329935
5.28,409.2873641347493
5.29,412.5023779395257
5.3,415.7357800973026
5.31,418.9875047580605
5.32,422.2574860717797
5.33,425.5456581884396
5.34,428.85195525802095
5.35,432.1763114305036
5.36,435.5186608558681
5.37,438.8789376840939
5.38,442.2570760651615
5.39,445.6530101490511
5.4,449.0666740857428
5.41,452.4980020252165
5.42,455.9469281174525
5.43,459.4133865124308
5.44,462.8973113601321
5.45,466.3986368105356
5.46,469.91729701362186
5.47,473.4532261193712
5.48,477.00635827776375
5.49,480.5766276387792
5.5,484.163968352398
5.51,487.76831456860026
5.52,491.3896004373661
5.53,495.0277601086759
5.54,498.6827277325091
5.55,502.3544374588464
5.56,506.0428234376676
5.57,509.7478198189533
5.58,513.4693607526832
5.59,517.2073803888374
5.6,520.9618128773961
5.61,524.73259236834
5.62,528.5196530116483
5.63,532.3229289573015
5.64,536.14235435528
5.65,539.9778633555641
5.66,543.8293901081328
5.67,547.6968687629673
5.68,551.5802334700472
5.69,555.4794183793533
5.7,559.3943576408649
5.71,563.3249854045623
5.72,567.271235820426
5.73,571.2330430384362
5.74,575.2103412085725
5.75,579.2030644808152
5.76,583.2111470051444
5.77,587.2345229315406
5.78,591.273126409984
5.79,595.3268915904539
5.8,599.3957526229309
5.81,603.4796436573953
5.82,607.5784988438274
5.83,611.6922523322065
5.84,615.8208382725135
5.85,619.964190814728
5.86,624.1222441088308
5.87,628.2949323048015
5.88,632.4821895526201
5.89,636.6839500022669
5.9,640.9001478037227
5.91,645.1307171069666
5.92,649.3755920619792
5.93,653.6347068187404
5.94,657.9079955272309
5.95,662.1953923374303
5.96,666.4968313993187
5.97,670.8122468628763
5.98,675.1415728780837
5.99,679.4847435949207
6.0,683.8416931633669
6.01,688.2123557334029
6.02,692.596665455009
6.03,696.9945564781655
6.04,701.405962952852
6.05,705.8308190290486
6.06,710.2690588567355
6.07,714.7206165858936
6.08,719.1854263665018
6.09,723.6634223485411
6.1,728.1545386819912
6.11,732.6587095168328
6.12,737.1758690030451
6.13,741.7059512906088
6.14,746.2488905295038
6.15,750.804620869711
6.16,755.3730764612095
6.17,759.9541914539799
6.18,764.547899998002
6.19,769.1541362432569
6.2,773.7728343397235
6.21,778.4039284373825
6.22,783.0473526862138
6.23,787.7030412361983
6.24,792.3709282373151
6.25,797.0509478395447
6.26,801.7430341928674
6.27,806.4471214472629
6.28,811.1631437527125
6.29,815.8910352591947
6.3,820.6307301166906
6.31,825.38216247518
6.32,830.1452664846437
6.33,834.9199762950608
6.34,839.7062260564119
6.35,844.5039499186771
6.36,849.3130820318371
6.37,854.1335565458711
6.38,858.9653076107594
6.39,863.8082693764823
6.4,868.6623759930208
6.41,873.5275616103535
6.42,878.4037603784614
6.43,883.2909064473241
6.44,888.188933966923
6.45,893.0977770872364
6.46,898.0173699582457
6.47,902.9476467299304
6.48,907.8885415522714
6.49,912.839988575248
6.5,917.8019219488403
6.51,922.7742758230294
6.52,927.7569843477944
6.53,932.7499816731164
6.54,937.7532019489744
6.55,942.7665793253492
6.56,947.7900479522206
6.57,952.8235419795697
6.58,957.8669955573748
6.59,962.9203428356178
6.6,967.983517964278
6.61,973.056455093336
6.62,978.1390883727712
6.63,983.2313519525636
6.64,988.3331799826948
6.65,993.4445066131434
6.66,998.5652659938902
6.67,1003.6953922749152
6.68,1008.8348196061984
6.69,1013.9834821377204
6.7,1019.1413140194608
6.71,1024.3082494013995
6.72,1029.484222433518
6.73,1034.669167265795
6.74,1039.8630180482112
6.75,1045.0657089307465
6.76,1050.277174063381
6.77,1055.497347596095
6.78,1060.7261636788692
6.79,1065.9635564616826
6.8,1071.209460094516
6.81,1076.4638087273493
6.82,1081.726536510163
6.83,1086.9975775929368
6.84,1092.2768661256507
6.85,1097.5643362582853
6.86,1102.859922140821
6.87,1108.163557923237
6.88,1113.475177755514
6.89,1118.7947157876315
6.9,1124.1221061695712
6.91,1129.4572830513114
6.92,1134.8001805828333
6.93,1140.1507329141164
6.94,1145.5088741951415
6.95,1150.874538575889
6.96,1156.247660206337
6.97,1161.6281732364678
6.98,1167.0160118162612
6.99,1172.4111100956964
7.0,1177.8134022247536
7.01,1183.222822353414
7.02,1188.6393046316566
7.03,1194.0627832094624
7.04,1199.493192236811
7.05,1204.930465863683
7.06,1210.3745382400575
7.07,1215.8253435159156
7.08,1221.2828158412372
7.09,1226.7468893660025
7.1,1232.2174982401912
7.11,1237.694576613784
7.12,1243.1780586367604
7.13,1248.667878459101
7.14,1254.163970230786
7.15,1259.6662681017958
7.16,1265.174706222109
7.17,1270.6892187417077
7.18,1276.2097398105705
7.19,1281.736203578679
7.2,1287.2685441960116
7.21,1292.8066958125494
7.22,1298.350592578272
7.23,1303.900168643161
7.24,1309.455358157195
7.25,1315.0160952703543
7.26,1320.5823141326196
7.27,1326.153948893971
7.28,1331.7309337043885
7.29,1337.3132027138518
7.3,1342.900690072341
7.31,1348.4933299298368
7.32,1354.0910564363198
7.33,1359.6938037417688
7.34,1365.3015059961645
7.35,1370.914097349487
7.36,1376.5315119517172
7.37,1382.153683952834
7.38,1387.7805475028176
7.39,1393.412036751649
7.4,1399.0480858493083
7.41,1404.6886289457752
7.42,1410.3336001910293
7.43,1415.9829337350518
7.44,1421.636563727823
7.45,1427.294424319321
7.46,1432.9564496595278
7.47,1438.6225738984228
7.48,1444.2927311859871
7.49,1449.9668556721997
7.5,1455.6448815070405
7.51,1461.3267428404906
7.52,1467.01237382253
7.53,1472.7017086031385
7.54,1478.3946813322964
7.55,1484.091226159983
7.56,1489.7912772361797
7.57,1495.4947687108663
7.58,1501.2016347340225
7.59,1506.9118094556288
7.6,1512.6252270256648
7.61,1518.3418215941117
7.62,1524.0615273109483
7.63,1529.7842783261551
7.64,1535.510008789713
7.65,1541.2386528516015
7.66,1546.9701446618014
7.67,1552.7044183702913
7.68,1558.441408127053
7.69,1564.1810480820654
7.7,1569.9232723853097
7.71,1575.668015186765
7.72,1581.4152106364113
7.73,1587.1647928842308
7.74,1592.916696080201
7.75,1598.6708543743036
7.76,1604.4272019165185
7.77,1610.1856728568252
7.78,1615.9462013452048
7.79,1621.7087215316365
7.8,1627.473167566101
7.81,1633.239473598578
7.82,1639.0075737790485
7.83,1644.777402257491
7.84,1650.548893183887
7.85,1656.3219807082166
7.86,1662.0965989804597
7.87,1667.8726821505954
7.88,1673.650164368606
7.89,1679.428979784469
7.9,1685.209062548167
7.91,1690.9903468096788
7.92,1696.7727667189845
7.93,1702.5562564260647
7.94,1708.340750080899
7.95,1714.126181833468
7.96,1719.9124858337514
7.97,1725.69959623173
7.98,1731.487447177384
7.99,1737.275972820692
8.0,1743.0651073116355
8.01,1748.8547848001942
8.02,1754.6449394363483
8.03,1760.4355053700788
8.04,1766.2264167513636
8.05,1772.0176077301858
8.06,1777.8090124565229
8.07,1783.6005650803563
8.08,1789.392199751666
8.09,1795.1838506204313
8.1,1800.9754518366333
8.11,1806.7669375502528
8.12,1812.5582419112675
8.13,1818.349299069661
8.14,1824.1400431754105
8.15,1829.9304083784968
8.16,1835.7203288289
8.17,1841.5097386766008
8.18,1847.2985720715792
8.19,1853.0867631638148
8.2,1858.874246103289
8.21,1864.6609550399808
8.22,1870.4468241238703
8.23,1876.2317875049384
8.24,1882.015779333164
8.25,1887.798733758528
8.26,1893.5805849310104
8.27,1899.361267000592
8.28,1905.140714117252
8.29,1910.9188604309704
8.3,1916.6956400917293
8.31,1922.4709872495064
8.32,1928.244836054282
8.33,1934.017120656038
8.34,1939.7877752047532
8.35,1945.556733850408
8.36,1951.3239307429824
8.37,1957.0893000324568
8.38,1962.852775868812
8.39,1968.6142924020269
8.4,1974.373783782081
8.41,1980.1311841589568
8.42,1985.8864276826323
8.43,1991.6394485030885
8.44,1997.3901807703064
8.45,2003.138558634264
8.46,2008.884516244944
8.47,2014.627987752324
8.48,2020.3689073063856
8.49,2026.1072090571083
8.5,2031.8428271544728
8.51,2037.575695748459
8.52,2043.3057489890475
8.53,2049.0329210262166
8.54,2054.7571460099493
8.55,2060.478358090224
8.56,2066.1964914170208
8.57,2071.91148014032
8.58,2077.623258410101
8.59,2083.331760376345
8.6,2089.036920189032
8.61,2094.738671998142
8.62,2100.436949953654
8.63,2106.131688205552
8.64,2111.8228209038107
8.65,2117.510282198414
8.66,2123.1940062393405
8.67,2128.8739271765703
8.68,2134.5499791600846
8.69,2140.2220963398627
8.7,2145.8902128658847
8.71,2151.554262888132
8.72,2157.214180556583
8.73,2162.8699000212177
8.74,2168.5213554320176
8.75,2174.168480938962
8.76,2179.811210692032
8.77,2185.4494788412057
8.78,2191.083219536465
8.79,2196.71236692779
8.8,2202.336855165161
8.81,2207.956618398556
8.82,2213.5715907779577
8.83,2219.1817064533448
8.84,2224.7868995746967
8.85,2230.3871042919964
8.86,2235.982254755221
8.87,2241.572285114352
8.88,2247.1571295193708
8.89,2252.7367221202558
8.9,2258.3109970669857
8.91,2263.8798885095434
8.92,2269.443330597908
8.93,2275.001257482059
8.94,2280.553603311977
8.95,2286.1003022376435
8.96,2291.6412884090378
8.97,2297.1764959761385
8.98,2302.7058590889264
8.99,2308.229311897383
9.0,2313.746788551487
9.01,2319.25822320122
9.02,2324.76354999656
9.03,2330.2627030874883
9.04,2335.7556166239856
9.05,2341.242224756032
9.06,2346.722461633606
9.07,2352.1962614066897
9.08,2357.663558225262
9.09,2363.1242862393037
9.1,2368.5783795987936
9.11,2374.025772453713
9.12,2379.4663989540422
9.13,2384.900193249762
9.14,2390.32708949085
9.15,2395.7470218272883
9.16,2401.1599244090567
9.17,2406.5657313861348
9.18,2411.964376908503
9.19,2417.355795126142
9.2,2422.739920189031
9.21,2428.116686247152
9.22,2433.4860274504827
9.23,2438.847877949004
9.24,2444.2021718926967
9.25,2449.54884343154
9.26,2454.887826715515
9.27,2460.2190558946013
9.28,2465.542465118778
9.29,2470.857988538028
9.3,2476.16556030233
9.31,2481.465114561662
9.32,2486.7565854660074
9.33,2492.0399071653446
9.34,2497.315013809653
9.35,2502.581839548915
9.36,2507.840318533109
9.37,2513.090384912216
9.38,2518.3319728362167
9.39,2523.565016455089
9.4,2528.789449918814
9.41,2534.005207377372
9.42,2539.2122229807446
9.43,2544.41043087891
9.44,2549.5997652218484
9.45,2554.7801601595406
9.46,2559.951549841968
9.47,2565.1138684191083
9.48,2570.2670500409417
9.49,2575.41102885745
9.5,2580.5457390186125
9.51,2585.67111467441
9.52,2590.7870899748214
9.53,2595.893599069828
9.54,2600.9905761094083
9.55,2606.077955243545
9.56,2611.1556706222163
9.57,2616.2236563954025
9.58,2621.281846713084
9.59,2626.3301757252407
9.6,2631.368577581853
9.61,2636.396986432901
9.62,2641.415336428365
9.63,2646.4235617182267
9.64,2651.4215964524624
9.65,2656.409374781054
9.66,2661.386830853983
9.67,2666.353898821228
9.68,2671.3105128327697
9.69,2676.256607038588
9.7,2681.192115588663
9.71,2686.1169726329763
9.72,2691.031112321505
9.73,2695.934468804231
9.74,2700.826976231135
9.75,2705.7085687521967
9.76,2710.579180517395
9.77,2715.438745676712
9.78,2720.2871983801265
9.79,2725.124472777619
9.8,2729.9505030191704
9.81,2734.76522325476
9.82,2739.5685676343664
9.83,2744.360470307972
9.84,2749.1408654255565
9.85,2753.9096871371
9.86,2758.6668695925814
9.87,2763.412346941982
9.88,2768.146053335284
9.89,2772.867922922462
9.9,2777.577889853502
9.91,2782.27588827838
9.92,2786.961852347077
9.93,2791.635716209574
9.94,2796.2974140158526
9.95,2800.946879915889
9.96,2805.584048059669
9.97,2810.2088525971662
9.98,2814.821227678365
9.99,2819.421107453244
10.0,2824.008426071784
10.01,2828.5831176839647
10.02,2833.145116439766
10.03,2837.694356489168
10.04,2842.230771982152
10.05,2846.7542970686973
10.06,2851.264865898784
10.07,2855.762412622392
10.08,2860.246871389501
10.09,2864.718176350092
10.1,2869.176261654146
10.11,2873.6210614516413
10.12,2878.052509892558
10.13,2882.4705411268787
10.14,2886.875089304581
10.15,2891.2660885756463
10.16,2895.6434730900537
10.17,2900.007176997784
10.18,2904.3571344488178
10.19,2908.693279593134
10.2,2913.015546580714
10.21,2917.3238695615373
10.22,2921.6181826855845
10.23,2925.8984201028343
10.24,2930.164515963268
10.25,2934.416404416866
10.26,2938.6540196136075
10.27,2942.877295703473
10.28,2947.086166836443
10.29,2951.2805671624974
10.3,2955.460430831617
10.31,2959.62569199378
10.32,2963.7762847989684
10.33,2967.9121433971623
10.34,2972.03320193834
10.35,2976.1393945724835
10.36,2980.230655449572
10.37,2984.3069187195856
10.38,2988.3681185325054
10.39,2992.4141890383107
10.4,2996.4450643869814
10.41,3000.460678728497
10.42,3004.4609662128405
10.43,3008.4458609899893
10.44,3012.4152972099246
10.45,3016.369209022626
10.46,3020.307530578075
10.47,3024.2301960262494
10.48,3028.137139517131
10.49,3032.028295200699
10.5,3035.903597226935
10.51,3039.7629797458167
10.52,3043.606376907327
10.53,3047.4337228614445
10.54,3051.244951758149
10.55,3055.0399977474226
10.56,3058.818794979244
10.57,3062.5812776035905
10.58,3066.327379770447
10.59,3070.057035629792
10.6,3073.7701793316046
10.61,3077.4667450258653
10.62,3081.146666862556
10.63,3084.809878991655
10.64,3088.456315563142
10.65,3092.085910726998
10.66,3095.698598633204
10.67,3099.294313431738
10.68,3102.872989272582
10.69,3106.4345603057154
10.7,3109.978960681119
10.71,3113.506124548772
10.72,3117.015986058654
10.73,3120.508479360746
10.74,3123.983538605029
10.75,3127.441097941481
10.76,3130.8810915200856
10.77,3134.3034534908184
10.78,3137.708118003663
10.79,3141.0950192085984
10.8,3144.464091255604
10.81,3147.815268294661
10.82,3151.148484475749
10.83,3154.463673948848
10.84,3157.760770863939
10.85,3161.0397093710008
10.86,3164.300423620015
10.87,3167.5428477609594
10.88,3170.7669159438174
10.89,3173.972562318568
10.9,3177.159721035189
10.91,3180.3283262436626
10.92,3183.4783120939683
10.93,3186.609612736087
10.94,3189.7221623199985
10.95,3192.8158949956837
10.96,3195.89074491312
10.97,3198.94664622229
10.98,3201.983533073173
10.99,3205.00133961575
11.0,3208.0
11.01,3210.979448504413
11.02,3213.939619921517
11.03,3216.880449172349
11.04,3219.8018711779464
11.05,3222.703820859348
11.06,3225.5862331375874
11.07,3228.449042933706
11.08,3231.2921851687406
11.09,3234.1155947637258
11.1,3236.9192066397004
11.11,3239.7029557177043
11.12,3242.46677691877
11.13,3245.210605163939
11.14,3247.934375374248
11.15,3250.63802247073
11.16,3253.321481374428
11.17,3255.984687006376
11.18,3258.6275742876137
11.19,3261.250078139176
11.2,3263.852133482102
11.21,3266.4336752374293
11.22,3268.9946383261927
11.23,3271.534957669433
11.24,3274.0545681881845
11.25,3276.5534048034856
11.26,3279.0314024363747
11.27,3281.4884960078875
11.28,3283.924620439064
11.29,3286.339710650937
11.3,3288.73370156455
11.31,3291.1065281009346
11.32,3293.4581251811296
11.33,3295.788427726175
11.34,3298.097370657106
11.35,3300.38488889496
11.36,3302.650917360774
11.37,3304.895390975588
11.38,3307.118244660436
11.39,3309.3194133363563
11.4,3311.498831924388
11.41,3313.6564353455656
11.42,3315.7921585209283
11.43,3317.905936371513
11.44,3319.9977038183574
11.45,3322.0673957824984
11.46,3324.114947184974
11.47,3326.1402929468204
11.48,3328.143367989076
11.49,3330.124107232777
11.5,3332.0824455989623
11.51,3334.018318008668
11.52,3335.931659382932
11.53,3337.822404642792
11.54,3339.690488709284
11.55,3341.535846503447
11.56,3343.358412946317
11.57,3345.158122958933
11.58,3346.9349114623296
11.59,3348.688713377547
11.6,3350.419463625621
11.61,3352.1270971275885
11.62,3353.811548804488
11.63,3355.472753577357
11.64,3357.110646367233
11.65,3358.7251620951515
11.66,3360.3162356821517
11.67,3361.883802049269
11.68,3363.427796117543
11.69,3364.94815280801
11.7,3366.4448070417075
11.71,3367.9176937396733
11.72,3369.366747822943
11.73,3370.7919042125554
11.74,3372.193097829548
11.75,3373.5702635949583
11.76,3374.923336429821
11.77,3376.2522512551773
11.78,3377.556942992063
11.79,3378.837346561514
11.8,3380.0933968845698
11.81,3381.325028882266
11.82,3382.532177475641
11.83,3383.714777585732
11.84,3384.8727641335763
11.85,3386.0060720402107
11.86,3387.114636226674
11.87,3388.1983916140025
11.88,3389.257273123234
11.89,3390.2912156754032
11.9,3391.300154191552
11.91,3392.284023592714
11.92,3393.242758799929
11.93,3394.176294734233
11.94,3395.084566316664
11.95,3395.9675084682585
11.96,3396.825056110055
11.97,3397.65714416309
11.98,3398.463707548401
11.99,3399.244681187025
12.0,3400.0
12.01,3400.72966410741
12.02,3401.433934425522
12.03,3402.113137069649
12.04,3402.767598155107
12.05,3403.39764379721
12.06,3404.0036001112708
12.07,3404.585793212605
12.08,3405.144549216524
12.09,3405.680194238345
12.1,3406.1930543933795
12.11,3406.683455796944
12.12,3407.1517245643504
12.13,3407.598186810914
12.14,3408.023168651948
12.15,3408.4269962027665
12.16,3408.8099955786856
12.17,3409.172492895017
12.18,3409.514814267075
12.19,3409.8372858101748
12.2,3410.14023363963
12.21,3410.423983870753
12.22,3410.688862618861
12.23,3410.935195999267
12.24,3411.1633101272823
12.25,3411.3735311182245
12.26,3411.566185087406
12.27,3411.7415981501413
12.28,3411.900096421744
12.29,3412.042006017529
12.3,3412.167653052809
12.31,3412.2773636429
12.32,3412.371463903114
12.33,3412.4502799487664
12.34,3412.51413789517
12.35,3412.5633638576405
12.36,3412.598283951492
12.37,3412.619224292036
12.38,3412.626510994589
12.39,3412.620470174464
12.4,3412.601427946976
12.41,3412.569710427438
12.42,3412.525643731165
12.43,3412.469553973471
12.44,3412.401767269669
12.45,3412.322609735073
12.46,3412.232407484999
12.47,3412.131486634759
12.48,3412.020173299668
12.49,3411.8987935950404
12.5,3411.767673636189
12.51,3411.627139538429
12.52,3411.4775174170754
12.53,3411.3191333874397
12.54,3411.152313564837
12.55,3410.977384064582
12.56,3410.7946710019883
12.57,3410.60450049237
12.58,3410.4071986510403
12.59,3410.203091593316
12.6,3409.992505434508
12.61,3409.775766289931
12.62,3409.553200274901
12.63,3409.32513350473
12.64,3409.091892094734
12.65,3408.853802160225
12.66,3408.6111898165173
12.67,3408.3643811789266
12.68,3408.1137023627653
12.69,3407.8594794833484
12.7,3407.6020386559894
12.71,3407.341705996002
12.72,3407.0788076187023
12.73,3406.813669639402
12.74,3406.5466181734164
12.75,3406.27797933606
12.76,3406.008079242645
12.77,3405.737244008488
12.78,3405.4657997489
12.79,3405.1940725791965
12.8,3404.9223886146933
12.81,3404.6510739707014
12.82,3404.3804547625373
12.83,3404.110857105514
12.84,3403.842607114946
12.85,3403.5760309061466
12.86,3403.31145459443
12.87,3403.049204295111
12.88,3402.7896061235037
12.89,3402.53298619492
12.9,3402.279670624677
12.91,3402.029985528087
12.92,3401.784257020465
12.93,3401.5428112171244
12.94,3401.305974233379
12.95,3401.0740721845427
12.96,3400.8474311859304
12.97,3400.6263773528563
12.98,3400.4112368006336
12.99,3400.2023356445766
13.0,3400.0
13.01,3399.80448706595
13.02,3399.6157783763992
13.03,3399.433786549056
13.04,3399.258424201625
13.05,3399.089603951815
13.06,3398.927238417331
13.07,3398.7712402158786
13.08,3398.621521965166
