wind_speed,b.ventus 250 kW
3.0,5.0
3.01,5.0998623385298165
3.02,5.201549120543344
3.03,5.305054055198904
3.04,5.410370851654847
3.05,5.517493219069489
3.06,5.626414866601181
3.07,5.737129503408243
3.08,5.849630838649026
3.09,5.963912581481846
3.1,6.079968441065052
3.11,6.197792126556968
3.12,6.3173773471159365
3.13,6.438717811900288
3.14,6.561807230068361
3.15,6.6866393107784825
3.16,6.813207763188999
3.17,6.941506296458224
3.18,7.071528619744514
3.19,7.20326844220619
3.2,7.336719473001598
3.21,7.471875421289056
3.22,7.6087299962269155
3.23,7.747276906973494
3.24,7.887509862687145
3.25,8.029422572526187
3.26,8.173008745648959
3.27,8.318262091213803
3.28,8.465176318379042
3.29,8.613745136303024
3.3,8.763962254144065
3.31,8.915821381060518
3.32,9.069316226210702
3.33,9.224440498752964
3.34,9.381187907845629
3.35,9.53955216264704
3.36,9.69952697231552
3.37,9.861106046009416
3.38,10.024283092887051
3.39,10.189051822106777
3.4,10.355405942826902
3.41,10.523339164205783
3.42,10.692845195401745
3.43,10.86391774557313
3.44,11.036550523878253
3.45,11.210737239475474
3.46,11.386471601523104
3.47,11.563747319179502
3.48,11.742558101602976
3.49,11.922897657951884
3.5,12.10475969738454
3.51,12.288137929059292
3.52,12.473026062134478
3.53,12.659417805768417
3.54,12.847306869119455
3.55,13.036686961345918
3.56,13.227551791606157
3.57,13.419895069058484
3.58,13.61371050286125
3.59,13.80899180217278
3.6,14.005732676151425
3.61,14.203926833955483
3.62,14.40356798474333
3.63,14.60464983767328
3.64,14.807166101903668
3.65,15.01111048659283
3.66,15.216476700899104
3.67,15.423258453980813
3.68,15.631449454996314
3.69,15.841043413103913
3.7,16.05203403746197
3.71,16.264415037228794
3.72,16.478180121562747
3.73,16.693322999622143
3.74,16.90983738056533
3.75,17.12771697355063
3.76,17.346955487736373
3.77,17.567546632280926
3.78,17.789484116342585
3.79,18.01276164907971
3.8,18.237372939650616
3.81,18.46331169721365
3.82,18.69057163092715
3.83,18.919146449949448
3.84,19.14902986343887
3.85,19.380215580553752
3.86,19.61269731045243
3.87,19.846468762293245
3.88,20.08152364523452
3.89,20.317855668434603
3.9,20.555458541051816
3.91,20.79432597224451
3.92,21.034451671171
3.93,21.27582934698963
3.94,21.518452708858728
3.95,21.76231546593664
3.96,22.00741132738169
3.97,22.253734002352218
3.98,22.501277200006548
3.99,22.75003462950304
4.0,23.0
4.01,23.251167361253696
4.02,23.503532125412104
4.03,23.75709004522114
4.04,24.011836873426635
4.05,24.26776836277453
4.06,24.524880266010705
4.07,24.78316833588108
4.08,25.0426283251315
4.09,25.30325598650789
4.1,25.56504707275613
4.11,25.82799733662214
4.12,26.092102530851783
4.13,26.357358408190954
4.14,26.623760721385565
4.15,26.89130522318152
4.16,27.159987666324675
4.17,27.429803803560937
4.18,27.70074938763621
4.19,27.972820171296405
4.2,28.24601190728737
4.21,28.520320348355032
4.22,28.79574124724527
4.23,29.072270356704006
4.24,29.349903429477084
4.25,29.62863621831043
4.26,29.908464475949927
4.27,30.189383955141476
4.28,30.47139040863099
4.29,30.754479589164323
4.3,31.03864724948738
4.31,31.323889142346072
4.32,31.610201020486297
4.33,31.89757863665392
4.34,32.18601774359483
4.35,32.47551409405495
4.36,32.766063440780194
4.37,33.05766153651639
4.38,33.35030413400947
4.39,33.643986986005324
4.4,33.93870584524987
4.41,34.23445646448897
4.42,34.5312345964685
4.43,34.8290359939344
4.44,35.12785640963254
4.45,35.42769159630882
4.46,35.72853730670911
4.47,36.030389293579326
4.48,36.3332433096654
4.49,36.63709510771314
4.5,36.94194044046849
4.51,37.24777506067736
4.52,37.55459472108559
4.53,37.86239517443914
4.54,38.17117217348386
4.55,38.48092147096564
4.56,38.79163881963039
4.57,39.10331997222402
4.58,39.41596068149238
4.59,39.7295567001814
4.6,40.04410378103695
4.61,40.35959767680496
4.62,40.67603414023128
4.63,40.99340892406182
4.64,41.31171778104247
4.65,41.63095646391916
4.66,41.951120725437725
4.67,42.27220631834409
4.68,42.59420899538416
4.69,42.91712450930383
4.7,43.24094861284893
4.71,43.56567705876543
4.72,43.89130559979919
4.73,44.21782998869613
4.74,44.5452459782021
4.75,44.87354932106302
4.76,45.202735770024766
4.77,45.53280107783326
4.78,45.86374099723441
4.79,46.19555128097405
4.8,46.5282276817981
4.81,46.86176595245247
4.82,47.19616184568305
4.83,47.53141111423572
4.84,47.867509510856365
4.85,48.2044527882909
4.86,48.54223669928524
4.87,48.88085699658522
4.88,49.22030943293677
4.89,49.56058976108578
4.9,49.90169373377816
4.91,50.24361710375977
4.92,50.586355623776505
4.93,50.92990504657429
4.94,51.274261124899006
4.95,51.61941961149653
4.96,51.96537625911277
4.97,52.31212682049362
4.98,52.659667048385
4.99,53.007992695532735
5.0,53.35709951468277
5.01,53.70698325858097
5.02,54.057639679973256
5.03,54.40906453160555
5.04,54.76125356622367
5.05,55.11420253657354
5.06,55.46790719540108
5.07,55.82236329545219
5.08,56.177566589472704
5.09,56.533512830208544
5.1,56.8901977704056
5.11,57.24761716280983
5.12,57.60576676016704
5.13,57.964642315223145
5.14,58.32423958072405
5.15,58.68455430941569
5.16,59.04558225404387
5.17,59.407319167354544
5.18,59.76976080209359
5.19,60.13290291100693
5.2,60.49674124684042
5.21,60.86127156233996
5.22,61.22648961025144
5.23,61.59239114332079
5.24,61.958971914293855
5.25,62.32622767591655
5.26,62.69415418093477
5.27,63.062747182094405
5.28,63.43200243214138
5.29,63.801915683821534
5.3,64.17248268988081
5.31,64.54369920306505
5.32,64.91556097612022
5.33,65.28806376179215
5.34,65.66120331282671
5.35,66.03497538196987
5.36,66.40937572196752
5.37,66.7844000855655
5.38,67.16004422550974
5.39,67.53630389454608
5.4,67.91317484542053
5.41,68.29065283087884
5.42,68.668733603667
5.43,69.04741291653087
5.44,69.42668652221639
5.45,69.80655017346938
5.46,70.18699962303575
5.47,70.56803062366143
5.48,70.94963892809231
5.49,71.33182028907426
5.5,71.71457045935317
5.51,72.09788519167495
5.52,72.4817602387855
5.53,72.86619135343072
5.54,73.25117428835647
5.55,73.63670479630865
5.56,74.02277863003316
5.57,74.40939154227593
5.58,74.79653928578281
5.59,75.1842176132997
5.6,75.5724222775725
5.61,75.96114903134713
5.62,76.35039362736943
5.63,76.74015181838529
5.64,77.13041935714067
5.65,77.52119199638146
5.66,77.91246548885347
5.67,78.30423558730267
5.68,78.69649804447491
5.69,79.08924861311614
5.7,79.48248304597219
5.71,79.87619709578895
5.72,80.2703865153124
5.73,80.66504705728836
5.74,81.06017447446274
5.75,81.45576451958144
5.76,81.85181294539032
5.77,82.2483155046353
5.78,82.64526795006233
5.79,83.04266603441722
5.8,83.44050551044589
5.81,83.83878213089422
5.82,84.23749164850815
5.83,84.63662981603352
5.84,85.03619238621627
5.85,85.43617511180226
5.86,85.83657374553742
5.87,86.2373840401676
5.88,86.63860174843869
5.89,87.04022262309661
5.9,87.4422424168873
5.91,87.84465688255656
5.92,88.24746177285033
5.93,88.65065284051451
5.94,89.05422583829503
5.95,89.45817651893766
5.96,89.8625006351884
5.97,90.26719393979312
5.98,90.67225218549775
5.99,91.07767112504808
6.0,91.4834465111901
6.01,91.88957409666963
6.02,92.29604963423265
6.03,92.70286887662505
6.04,93.1100275765926
6.05,93.5175214868813
6.06,93.925346360237
6.07,94.33349794940568
6.08,94.7419720071331
6.09,95.15076428616524
6.1,95.55987053924795
6.11,95.9692865191272
6.12,96.3790079785488
6.13,96.78903067025868
6.14,97.19935034700272
6.15,97.60996276152684
6.16,98.02086366657691
6.17,98.43204881489882
6.18,98.84351395923848
6.19,99.2552548523418
6.2,99.66726724695462
6.21,100.07954689582284
6.22,100.49208955169244
6.23,100.90489096730924
6.24,101.31794689541913
6.25,101.731253088768
6.26,102.14480530010177
6.27,102.55859928216633
6.28,102.9726307877076
6.29,103.3868955694714
6.3,103.80138938020367
6.31,104.21610797265032
6.32,104.63104709955724
6.33,105.04620251367032
6.34,105.4615699677354
6.35,105.8771452144984
6.36,106.29292400670528
6.37,106.70890209710188
6.38,107.12507523843406
6.39,107.54143918344776
6.4,107.95798968488891
6.41,108.37472249550332
6.42,108.79163336803693
6.43,109.2087180552356
6.44,109.62597230984528
6.45,110.04339188461184
6.46,110.46097253228112
6.47,110.8787100055991
6.48,111.29660005731164
6.49,111.7146384401646
6.5,112.13282090690387
6.51,112.55114321027546
6.52,112.96960110302513
6.53,113.38819033789883
6.54,113.80690666764244
6.55,114.22574584500184
6.56,114.644703622723
6.57,115.06377575355172
6.58,115.48295799023391
6.59,115.90224608551551
6.6,116.3216357921424
6.61,116.74112286286048
6.62,117.16070305041558
6.63,117.58037210755364
6.64,118.00012578702056
6.65,118.41995984156227
6.66,118.83987002392456
6.67,119.2598520868534
6.68,119.67990178309466
6.69,120.10001486539431
6.7,120.52018708649808
6.71,120.940414199152
6.72,121.36069195610192
6.73,121.78101611009372
6.74,122.2013824138734
6.75,122.62178662018664
6.76,123.04222448177951
6.77,123.46269175139784
6.78,123.88318418178756
6.79,124.30369752569452
6.8,124.7242275358646
6.81,125.14476996504376
6.82,125.56532056597788
6.83,125.98587509141277
6.84,126.40642929409448
6.85,126.82697892676872
6.86,127.24751974218152
6.87,127.66804749307872
6.88,128.0885579322062
6.89,128.5090468123099
6.9,128.9295098861357
6.91,129.34994290642945
6.92,129.7703416259371
6.93,130.1907017974045
6.94,130.61101917357755
6.95,131.03128950720222
6.96,131.4515085510243
6.97,131.8716720577897
6.98,132.2917757802444
6.99,132.71181547113417
7.0,133.131786883205
7.01,133.55168576920275
7.02,133.97150788187326
7.03,134.39124897396252
7.04,134.8109047982164
7.05,135.23047110738074
7.06,135.64994365420145
7.07,136.06931819142451
7.08,136.4885904717957
7.09,136.90775624806096
7.1,137.32681127296618
7.11,137.74575129925728
7.12,138.1645720796801
7.13,138.58326936698057
7.14,139.00183891390455
7.15,139.42027647319804
7.16,139.83857779760675
7.17,140.25673863987677
7.18,140.67475475275387
7.19,141.09262188898398
7.2,141.51033580131298
7.21,141.92789224248676
7.22,142.34528696525123
7.23,142.76251572235233
7.24,143.17957426653587
7.25,143.59645835054775
7.26,144.01316372713387
7.27,144.4296861490402
7.28,144.8460213690126
7.29,145.2621651397969
7.3,145.678113214139
7.31,146.0938613447849
7.32,146.50940528448044
7.33,146.9247407859714
7.34,147.33986360200382
7.35,147.75476948532355
7.36,148.1694541886765
7.37,148.58391346480852
7.38,148.99814306646553
7.39,149.41213874639334
7.4,149.82589625733806
7.41,150.23941135204538
7.42,150.65267978326125
7.43,151.06569730373155
7.44,151.47845966620227
7.45,151.8909626234192
7.46,152.30320192812823
7.47,152.71517333307534
7.48,153.12687259100636
7.49,153.53829545466715
7.5,153.9494376768037
7.51,154.3602950101618
7.52,154.77086320748745
7.53,155.18113802152652
7.54,155.59111520502478
7.55,156.00079051072828
7.56,156.4101596913828
7.57,156.8192184997344
7.58,157.22796268852875
7.59,157.6363880105119
7.6,158.04449021842967
7.61,158.45226506502797
7.62,158.85970830305274
7.63,159.2668156852498
7.64,159.67358296436512
7.65,160.08000589314457
7.66,160.48608022433396
7.67,160.8918017106793
7.68,161.29716610492642
7.69,161.70216915982127
7.7,162.1068066281096
7.71,162.51107426253748
7.72,162.91496781585073
7.73,163.31848304079531
7.74,163.72161569011695
7.75,164.1243615165617
7.76,164.52671627287532
7.77,164.92867571180378
7.78,165.33023558609307
7.79,165.73139164848894
7.8,166.13213965173728
7.81,166.5324753485841
7.82,166.93239449177523
7.83,167.33189283405653
7.84,167.7309661281739
7.85,168.1296101268733
7.86,168.52782058290057
7.87,168.92559324900162
7.88,169.32292387792234
7.89,169.71980822240857
7.9,170.11624203520634
7.91,170.51222106906144
7.92,170.90774107671976
7.93,171.30279781092722
7.94,171.69738702442973
7.95,172.09150446997313
7.96,172.4851459003034
7.97,172.8783070681663
7.98,173.27098372630792
7.99,173.66317162747396
8.0,174.0548665244104
8.01,174.4460641698632
8.02,174.83676031657808
8.03,175.2269507173011
8.04,175.616631124778
8.05,176.0057972917549
8.06,176.3944449709775
8.07,176.78256991519171
8.08,177.1701678771435
8.09,177.5572346095787
8.1,177.94376586524322
8.11,178.329757396883
8.12,178.71520495724386
8.13,179.10010429907186
8.14,179.48445117511264
8.15,179.86824133811223
8.16,180.2514705408165
8.17,180.63413453597136
8.18,181.0162290763228
8.19,181.39774991461647
8.2,181.7786928035985
8.21,182.15905349601465
8.22,182.5388277446109
8.23,182.91801130213304
8.24,183.29659992132704
8.25,183.67458935493875
8.26,184.05197535571415
8.27,184.42875367639903
8.28,184.80492006973932
8.29,185.18047028848093
8.3,185.55540008536985
8.31,185.92970521315172
8.32,186.30338142457265
8.33,186.67642447237847
8.34,187.04883010931508
8.35,187.4205940881283
8.36,187.7917121615641
8.37,188.1621800823684
8.38,188.53199360328708
8.39,188.90114847706596
8.4,189.269640456451
8.41,189.637465294188
8.42,190.004618743023
8.43,190.3710965557018
8.44,190.7368944849703
8.45,191.1020082835744
8.46,191.46643370426008
8.47,191.8301664997732
8.48,192.19320242285949
8.49,192.55553722626493
8.5,192.91716666273547
8.51,193.27808648501707
8.52,193.63829244585548
8.53,193.99778029799668
8.54,194.3565457941865
8.55,194.7145846871709
8.56,195.0718927296957
8.57,195.42846567450687
8.58,195.78429927435025
8.59,196.13938928197177
8.6,196.49373145011725
8.61,196.8473215315327
8.62,197.20015527896388
8.63,197.55222844515689
8.64,197.90353678285737
8.65,198.25407604481137
8.66,198.60384198376477
8.67,198.9528303524633
8.68,199.30103690365317
8.69,199.64845739008007
8.7,199.9950875644898
8.71,200.34092317962853
8.72,200.68595998824196
8.73,201.030193743076
8.74,201.3736201968765
8.75,201.71623510238945
8.76,202.0580342123608
8.77,202.39901327953623
8.78,202.73916805666187
8.79,203.07849429648343
8.8,203.416987751747
8.81,203.75464417519825
8.82,204.09145931958312
8.83,204.42742893764768
8.84,204.76254878213763
8.85,205.09681460579893
8.86,205.43022216137751
8.87,205.76276720161923
8.88,206.09444547927004
8.89,206.4252527470757
8.9,206.75518475778225
8.91,207.08423726413548
8.92,207.4124060188813
8.93,207.7396867747657
8.94,208.06607528453443
8.95,208.39156730093345
8.96,208.71615857670875
8.97,209.03984486460604
8.98,209.36262191737137
8.99,209.6844854877505
9.0,210.00543132848935
9.01,210.32545519233395
9.02,210.6445528320301
9.03,210.96272000032369
9.04,211.2799524499606
9.05,211.59624593368676
9.06,211.911596204248
9.07,212.22599901439028
9.08,212.53945011685943
9.09,212.85194526440148
9.1,213.1634802097621
9.11,213.47405070568743
9.12,213.7836525049232
9.13,214.09228136021537
9.14,214.3999330243098
9.15,214.7066032499524
9.16,215.01228778988903
9.17,215.31698239686563
9.18,215.62068282362804
9.19,215.9233848229223
9.2,216.2250841474941
9.21,216.52577655008952
9.22,216.8254577834543
9.23,217.1241236003344
9.24,217.4217697534757
9.25,217.71839199562407
9.26,218.01398607952555
9.27,218.30854775792585
9.28,218.6020727835709
9.29,218.8945569092067
9.3,219.18599588757908
9.31,219.47638547143384
9.32,219.76572141351704
9.33,220.05399946657445
9.34,220.341215383352
9.35,220.62736491659567
9.36,220.9124438190512
9.37,221.1964478434645
9.38,221.4793727425817
9.39,221.7612142691484
9.4,222.0419681759106
9.41,222.32163021561416
9.42,222.6001961410051
9.43,222.8776617048292
9.44,223.15402265983244
9.45,223.42927475876056
9.46,223.7034137543596
9.47,223.97643539937548
9.48,224.248335446554
9.49,224.51910964864092
9.5,224.78875375838243
9.51,225.05726352852423
9.52,225.32463471181225
9.53,225.5908630609924
9.54,225.8559443288106
9.55,226.11987426801272
9.56,226.38264863134464
9.57,226.64426317155224
9.58,226.90471364138148
9.59,227.16399579357807
9.6,227.42210538088824
9.61,227.67903815605752
9.62,227.93478987183207
9.63,228.18935628095767
9.64,228.4427331361803
9.65,228.6949161902457
9.66,228.94590119589975
9.67,229.1956839058886
9.68,229.44426007295783
9.69,229.6916254498536
9.7,229.93777578932165
9.71,230.18270684410805
9.72,230.42641436695837
9.73,230.66889411061877
9.74,230.910141827835
9.75,231.15015327135308
9.76,231.38892419391885
9.77,231.62645034827813
9.78,231.86272748717695
9.79,232.09775136336103
9.8,232.33151772957652
9.81,232.5640223385691
9.82,232.79526094308463
9.83,233.0252292958692
9.84,233.25392314966865
9.85,233.48133825722877
9.86,233.70747037129536
9.87,233.93231524461456
9.88,234.15586862993237
9.89,234.3781262799942
9.9,234.5990839475464
9.91,234.8187373853346
9.92,235.0370823461048
9.93,235.25411458260285
9.94,235.46982984757463
9.95,235.68422389376616
9.96,235.89729247392324
9.97,236.10903134079177
9.98,236.3194362471177
9.99,236.5285029456467
10.0,236.73622718912495
10.01,236.9426047302982
10.02,237.14763132191237
10.03,237.3513027167133
10.04,237.553614667447
10.05,237.7545629268593
10.06,237.95414324769604
10.07,238.1523513827032
10.08,238.3491830846266
10.09,238.5446341062122
10.1,238.73870020020587
10.11,238.93137711935356
10.12,239.122660616401
10.13,239.31254644409427
10.14,239.50103035517915
10.15,239.68810810240157
10.16,239.87377543850735
10.17,240.05802811624253
10.18,240.24086188835287
10.19,240.4222725075844
10.2,240.60225572668293
10.21,240.78080729839436
10.22,240.9579229754645
10.23,241.13359851063936
10.24,241.3078296566648
10.25,241.48061216628676
10.26,241.65194179225105
10.27,241.82181428730357
10.28,241.99022540419023
10.29,242.15717089565695
10.3,242.32264651444973
10.31,242.48664801331427
10.32,242.64917114499647
10.33,242.81021166224235
10.34,242.96976531779777
10.35,243.1278278644085
10.36,243.28439505482064
10.37,243.4394626417799
10.38,243.59302637803236
10.39,243.74508201632372
10.4,243.89562530939992
10.41,244.04465201000696
10.42,244.19215787089067
10.43,244.33813864479689
10.44,244.4825900844716
10.45,244.62550794266065
10.46,244.76688797211
10.47,244.90672592556533
10.48,245.0450175557728
10.49,245.18175861547812
10.5,245.3169448574273
10.51,245.45057203436625
10.52,245.58263589904067
10.53,245.71313220419665
10.54,245.84205670258004
10.55,245.9694051469367
10.56,246.09517329001253
10.57,246.21935688455343
10.58,246.3419516833053
10.59,246.462953439014
10.6,246.58235790442544
10.61,246.7001608322856
10.62,246.81635797534028
10.63,246.93094508633536
10.64,247.0439179180168
10.65,247.15527222313045
10.66,247.2650037544221
10.67,247.37310826463795
10.68,247.4795815065236
10.69,247.58441923282504
10.7,247.6876171962882
10.71,247.7891711496589
10.72,247.8890768456831
10.73,247.9873300371067
10.74,248.08392647667543
10.75,248.17886191713544
10.76,248.2721321112325
10.77,248.3637328117125
10.78,248.4536597713213
10.79,248.54190874280485
10.8,248.62847547890905
10.81,248.7133557323797
10.82,248.79654525596283
10.83,248.8780398024042
10.84,248.95783512444984
10.85,249.03592697484552
10.86,249.11231110633724
10.87,249.1869832716708
10.88,249.2599392235921
10.89,249.33117471484715
10.9,249.40068549818173
10.91,249.4684673263417
10.92,249.53451595207312
10.93,249.5988271281217
10.94,249.66139660723357
10.95,249.7222201421543
10.96,249.78129348563
10.97,249.83861239040647
10.98,249.8941726092298
10.99,249.94796989484564
11.0,250.0
11.01,250.05026312794308
11.02,250.09877728394247
11.03,250.14556492377028
11.04,250.19064850319836
11.05,250.23405047799864
11.06,250.27579330394312
11.07,250.31589943680385
11.08,250.3543913323527
11.09,250.3912914463616
11.1,250.4266222346027
11.11,250.46040615284775
11.12,250.4926656568688
11.13,250.5234232024379
11.14,250.5527012453268
11.15,250.58052224130776
11.16,250.6069086461525
11.17,250.63188291563304
11.18,250.65546750552144
11.19,250.67768487158955
11.2,250.69855746960943
11.21,250.71810775535303
11.22,250.73635818459223
11.23,250.75333121309905
11.24,250.76904929664548
11.25,250.78353489100343
11.26,250.7968104519449
11.27,250.8088984352419
11.28,250.8198212966663
11.29,250.82960149199013
11.3,250.83826147698528
11.31,250.84582370742385
11.32,250.85231063907764
11.33,250.85774472771877
11.34,250.86214842911903
11.35,250.8655441990506
11.36,250.8679544932853
11.37,250.86940176759504
11.38,250.86990847775203
11.39,250.86949707952803
11.4,250.86819002869504
11.41,250.86600978102504
11.42,250.8629787922899
11.43,250.85911951826185
11.44,250.85445441471256
11.45,250.8490059374141
11.46,250.84279654213856
11.47,250.8358486846577
11.48,250.82818482074367
11.49,250.81982740616823
11.5,250.8107988967036
11.51,250.80112174812152
11.52,250.79081841619404
11.53,250.7799113566932
11.54,250.7684230253909
11.55,250.75637587805892
11.56,250.74379237046952
11.57,250.73069495839457
11.58,250.717106097606
11.59,250.7030482438757
11.6,250.6885438529759
11.61,250.67361538067823
11.62,250.6582852827549
11.63,250.6425760149777
11.64,250.6265100331188
11.65,250.6101097929499
11.66,250.59339775024324
11.67,250.5763963607706
11.68,250.559128080304
11.69,250.54161536461527
11.7,250.52388066947677
11.71,250.50594645066
11.72,250.4878351639373
11.73,250.46956926508037
11.74,250.45117120986123
11.75,250.43266345405192
11.76,250.4140684534244
11.77,250.39540866375057
11.78,250.37670654080245
11.79,250.357984540352
11.8,250.33926511817117
11.81,250.32057073003187
11.82,250.30192383170615
11.83,250.28334687896592
11.84,250.2648623275832
11.85,250.24649263332992
11.86,250.22826025197804
11.87,250.2101876392996
11.88,250.1922972510664
11.89,250.17461154305053
11.9,250.1571529710239
11.91,250.13994399075855
11.92,250.1230070580264
11.93,250.10636462859944
11.94,250.0900391582495
11.95,250.07405310274876
11.96,250.058428917869
11.97,250.0431890593823
11.98,250.02835598306064
11.99,250.0139521446759
12.0,250.0
12.01,249.98651726331028
12.02,249.97350268290447
12.03,249.96095026558584
12.04,249.9488540181574
12.05,249.93720794742225
12.06,249.9260060601836
12.07,249.9152423632445
12.08,249.904910863408
12.09,249.8950055674773
12.1,249.88552048225557
12.11,249.8764496145457
12.12,249.86778697115108
12.13,249.8595265588746
12.14,249.85166238451947
12.15,249.84418845488884
12.16,249.83709877678567
12.17,249.8303873570133
12.18,249.82404820237468
12.19,249.81807531967291
12.2,249.8124627157112
12.21,249.80720439729257
12.22,249.8022943712202
12.23,249.79772664429717
12.24,249.79349522332657
12.25,249.7895941151116
12.26,249.7860173264553
12.27,249.78275886416077
12.28,249.7798127350311
12.29,249.7771729458695
12.3,249.77483350347904
12.31,249.7727884146628
12.32,249.7710316862239
12.33,249.76955732496543
12.34,249.76835933769064
12.35,249.7674317312025
12.36,249.7667685123041
12.37,249.7663636877987
12.38,249.76621126448924
12.39,249.76630524917897
12.4,249.76663964867095
12.41,249.7672084697683
12.42,249.76800571927413
12.43,249.76902540399152
12.44,249.7702615307236
12.45,249.77170810627348
12.46,249.77335913744432
12.47,249.7752086310392
12.48,249.7772505938612
12.49,249.77947903271345
12.5,249.78188795439905
12.51,249.78447136572117
12.52,249.78722327348285
12.53,249.7901376844872
12.54,249.79320860553747
12.55,249.7964300434366
12.56,249.79979600498783
