wind_speed,NPS Northern Power NPS 100C-24
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0024040347146422
2.27,0.0052625771279458
2.28,0.0083708643947959
2.29,0.0117337018801392
2.3,0.0153558949489215
2.31,0.0192422489660893
2.32,0.0233975692965885
2.33,0.0278266613053653
2.34,0.0325343303573658
2.35,0.0375253818175367
2.36,0.0428046210508237
2.37,0.0483768534221734
2.38,0.0542468842965307
2.39,0.0604195190388437
2.4,0.0668995630140574
2.41,0.0736918215871184
2.42,0.0808011001229719
2.43,0.0882322039865652
2.44,0.0959899385428443
2.45,0.1040791091567555
2.46,0.1125045211932443
2.47,0.1212709800172576
2.48,0.1303832909937406
2.49,0.1398462594876409
2.5,0.1496646908639031
2.51,0.1598433904874747
2.52,0.1703871637233012
2.53,0.1813008159363288
2.54,0.1925891524915041
2.55,0.2042569787537727
2.56,0.2163091000880814
2.57,0.2287503218593758
2.58,0.2415854494326026
2.59,0.2548192881727074
2.6,0.2684566434446371
2.61,0.2825023206133366
2.62,0.296961125043754
2.63,0.3118378621008331
2.64,0.3271373371495227
2.65,0.3428643555547668
2.66,0.3590237226815129
2.67,0.3756202438947063
2.68,0.3926587245592947
2.69,0.4101439700402218
2.7,0.428080785702436
2.71,0.4464739769108823
2.72,0.4653283490305075
2.73,0.4846487074262569
2.74,0.504439857463078
2.75,0.5247066045059154
2.76,0.5454537539197157
2.77,0.5666861110694268
2.78,0.5884084813199926
2.79,0.6106256700363615
2.8,0.633342482583477
2.81,0.6565637243262881
2.82,0.6802942006297381
2.83,0.7045387168587762
2.84,0.7293020783783455
2.85,0.7545890905533952
2.86,0.7804045587488686
2.87,0.8067532883297148
2.88,0.8336400846608765
2.89,0.8610697531073039
2.9,0.8890470990339394
2.91,0.917576927805732
2.92,0.9466640447876256
2.93,0.976313255344569
2.94,1.0065293648415057
2.95,1.037317178643384
2.96,1.068681502115148
2.97,1.100627140621747
2.98,1.1331588995281232
2.99,1.166281584199226
3.0,1.2
3.01,1.234317746930444
3.02,1.2692336035307774
3.03,1.3047451429762649
3.04,1.34084993844218
3.05,1.377545563103786
3.06,1.414829590136358
3.07,1.452699592715161
3.08,1.491153144015467
3.09,1.5301878172125416
3.1,1.5698011854816578
3.11,1.609990821998081
3.12,1.6507542999370837
3.13,1.692089192473933
3.14,1.7339930727838988
3.15,1.7764635140422491
3.16,1.819498089424256
3.17,1.8630943721051831
3.18,1.9072499352603056
3.19,1.9519623520648888
3.2,1.997229195694204
3.21,2.043048039323517
3.22,2.089416456128101
3.23,2.136332019283221
3.24,2.183792301964152
3.25,2.2317948773461564
3.26,2.2803373186045066
3.27,2.3294171989144727
3.28,2.379032091451321
3.29,2.429179569390325
3.3,2.479857205906748
3.31,2.531062574175865
3.32,2.58279324737294
3.33,2.6350467986732458
3.34,2.687820801252047
3.35,2.74111282828462
3.36,2.7949204529462257
3.37,2.8492412484121408
3.38,2.904072787857628
3.39,2.9594126444579616
3.4,3.015258391388406
3.41,3.071607601824234
3.42,3.1284578489407133
3.43,3.1858067059131145
3.44,3.243651745916701
3.45,3.301990542126751
3.46,3.360820667718525
3.47,3.4201396958673
3.48,3.4799451997483373
3.49,3.540234752536912
3.5,3.6010059274082886
3.51,3.66225629753774
3.52,3.723983436100535
3.53,3.7861849162719383
3.54,3.8488583112272265
3.55,3.912001194141661
3.56,3.975611138190516
3.57,4.03968571654906
3.58,4.104222502392561
3.59,4.169219068896286
3.6,4.23467298923551
3.61,4.3005818365854935
3.62,4.366943184121515
3.63,4.433754605018837
3.64,4.501013672452732
3.65,4.568717959598467
3.66,4.6368650396313145
3.67,4.7054524857265365
3.68,4.774477871059411
3.69,4.8439387688052005
3.7,4.913832752139179
3.71,4.984157394236609
3.72,5.054910268272768
3.73,5.126088947422919
3.74,5.1976910048623335
3.75,5.2697140137662775
3.76,5.342155547310022
3.77,5.4150131786688425
3.78,5.488284481017998
3.79,5.5619670275327655
3.8,5.636058391388406
3.81,5.710556145760197
3.82,5.785457863823403
3.83,5.860761118753294
3.84,5.936463483725138
3.85,6.012562531914206
3.86,6.089055836495765
3.87,6.165940970645089
3.88,6.243215507537439
3.89,6.320877020348092
3.9,6.398923082252312
3.91,6.477351266425371
3.92,6.556159146042536
3.93,6.635344294279078
3.94,6.714904284310263
3.95,6.7948366893113645
3.96,6.875139082457648
3.97,6.955809036924387
3.98,7.036844125886843
3.99,7.118241922520294
4.0,7.2
4.01,7.282116155125316
4.02,7.3645890791919
4.03,7.4474176871195
4.04,7.530600893827838
4.05,7.6141376142366655
4.06,7.698026763265721
4.07,7.782267255834749
4.08,7.86685800686348
4.09,7.951797931271656
4.1,8.037085943979019
4.11,8.122720959905312
4.12,8.208701893970266
4.13,8.295027661093624
4.14,8.381697176195129
4.15,8.468709354194525
4.16,8.556063110011538
4.17,8.643757358565914
4.18,8.731791014777396
4.19,8.820162993565724
4.2,8.908872209850632
4.21,8.997917578551863
4.22,9.087298014589155
4.23,9.17701243288226
4.24,9.267059748350896
4.25,9.357438875914813
4.26,9.448148730493756
4.27,9.539188227007454
4.28,9.63055628037566
4.29,9.722251805518106
4.3,9.814273717354528
4.31,9.906620930804673
4.32,9.99929236078828
4.33,10.09228692222508
4.34,10.185603530034818
4.35,10.279241099137236
4.36,10.37319854445208
4.37,10.467474780899074
4.38,10.562068723397967
4.39,10.656979286868497
4.4,10.752205386230411
4.41,10.847745936403436
4.42,10.943599852307312
4.43,11.039766048861791
4.44,11.13624344098661
4.45,11.233030943601497
4.46,11.3301274716262
4.47,11.427531939980456
4.48,11.525243263584017
4.49,11.6232603573566
4.5,11.72158213621796
4.51,11.820207515087835
4.52,11.919135408885962
4.53,12.018364732532092
4.54,12.117894400945945
4.55,12.21772332904727
4.56,12.317850431755806
4.57,12.418274623991303
4.58,12.518994820673484
4.59,12.6200099367221
4.6,12.72131888705688
4.61,12.822920586597585
4.62,12.924813950263928
4.63,13.02699789297566
4.64,13.129471329652525
4.65,13.232233175214269
4.66,13.335282344580609
4.67,13.4386177526713
4.68,13.54223831440608
4.69,13.646142944704696
4.7,13.750330558486874
4.71,13.854800070672354
4.72,13.959550396180886
4.73,14.064580449932212
4.74,14.169889146846057
4.75,14.275475401842169
4.76,14.381338129840284
4.77,14.487476245760146
4.78,14.593888664521502
4.79,14.700574301044076
4.8,14.80753207024761
4.81,14.914760887051855
4.82,15.02225966637655
4.83,15.13002732314142
4.84,15.238062772266211
4.85,15.346364928670669
4.86,15.454932707274535
4.87,15.563765022997542
4.88,15.672860790759426
4.89,15.782218925479937
4.9,15.891838342078811
4.91,16.00171795547578
4.92,16.111856680590595
4.93,16.222253432342985
4.94,16.33290712565271
4.95,16.443816675439482
4.96,16.55498099662305
4.97,16.666399004123168
4.98,16.778069612859568
4.99,16.88999173775198
5.0,17.002164293720153
5.01,17.114586195683817
5.02,17.227256358562723
5.03,17.340173697276615
5.04,17.453337126745218
5.05,17.566745561888276
5.06,17.680397917625534
5.07,17.794293108876733
5.08,17.908430050561606
5.09,18.022807657599884
5.1,18.13742484491132
5.11,18.25228052741567
5.12,18.36737362003264
5.13,18.48270303768199
5.14,18.598267695283443
5.15,18.71406650775677
5.16,18.83009839002168
5.17,18.94636225699791
5.18,19.062857023605236
5.19,19.179581604763367
5.2,19.296534915392048
5.21,19.413715870411018
5.22,19.531123384740024
5.23,19.64875637329881
5.24,19.766613751007093
5.25,19.884694432784627
5.26,20.00299733355116
5.27,20.121521368226414
5.28,20.24026545173016
5.29,20.35922849898209
5.3,20.478409424901987
5.31,20.597807144409565
5.32,20.71742057242458
5.33,20.83724862386676
5.34,20.957290213655835
5.35,21.07754425671157
5.36,21.1980096679537
5.37,21.318685362301945
5.38,21.43957025467606
5.39,21.560663259995778
5.4,21.68196329318086
5.41,21.80346926915101
5.42,21.92518010282599
5.43,22.04709470912553
5.44,22.16921200296939
5.45,22.29153089927729
5.46,22.41405031296897
5.47,22.53676915896417
5.48,22.65968635218265
5.49,22.78280080754412
5.5,22.90611143996833
5.51,23.029617164375036
5.52,23.15331689568396
5.53,23.27720954881485
5.54,23.40129403868744
5.55,23.52556928022146
5.56,23.65003418833666
5.57,23.774687677952805
5.58,23.8995286639896
5.59,24.024556061366788
5.6,24.14976878500412
5.61,24.275165749821344
5.62,24.400745870738177
5.63,24.526508062674367
5.64,24.652451240549656
5.65,24.7785743192838
5.66,24.904876213796506
5.67,25.03135583900753
5.68,25.158012109836616
5.69,25.284843941203505
5.7,25.41185024802793
5.71,25.539029945229625
5.72,25.666381947728336
5.73,25.79390517044381
5.74,25.921598528295775
5.75,26.049460936203975
5.76,26.177491309088158
5.77,26.305688561868045
5.78,26.434051609463403
5.79,26.562579366793944
5.8,26.691270748779417
5.81,26.820124670339567
5.82,26.949140046394135
5.83,27.07831579186285
5.84,27.20765082166546
5.85,27.337144050721708
5.86,27.46679439395133
5.87,27.59660076627405
5.88,27.726562082609632
5.89,27.856677257877795
5.9,27.986945206998318
5.91,28.117364844890886
5.92,28.247935086475263
5.93,28.3786548466712
5.94,28.50952304039843
5.95,28.64053858257668
5.96,28.771700388125694
5.97,28.903007371965234
5.98,29.034458449015027
5.99,29.16605253419479
6.0,29.29778854242428
6.01,29.42966538862325
6.02,29.561681987711417
6.03,29.69383725460855
6.04,29.826130104234352
6.05,29.958559451508584
6.06,30.091124211350976
6.07,30.223823298681296
6.08,30.356655628419247
6.09,30.489620115484577
6.1,30.622715674797035
6.11,30.755941221276373
6.12,30.889295669842305
6.13,31.02277793541457
6.14,31.15638693291293
6.15,31.29012157725712
6.16,31.423980783366865
6.17,31.557963466161915
6.18,31.692068540562
6.19,31.82629492148688
6.2,31.960641523856275
6.21,32.09510726258993
6.22,32.22969105260759
6.23,32.364391808829
6.24,32.49920844617388
6.25,32.63413987956198
6.26,32.76918502391303
6.27,32.90434279414679
6.28,33.039612105183
6.29,33.17499187194137
6.3,33.31048100934168
6.31,33.44607843230363
6.32,33.581783055747
6.33,33.71759379459149
6.34,33.85350956375685
6.35,33.98952927816284
6.36,34.1256518527292
6.37,34.26187620237564
6.38,34.39820124202192
6.39,34.53462588658777
6.4,34.67114905099295
6.41,34.80776965015718
6.42,34.94448659900019
6.43,35.08129881244175
6.44,35.21820520540158
6.45,35.35520469279943
6.46,35.492296189555034
6.47,35.62947861058812
6.48,35.766750870818456
6.49,35.90411188516576
6.5,36.04156056854976
6.51,36.17909583589024
6.52,36.316716602106894
6.53,36.45442178211949
6.54,36.59221029084775
6.55,36.73008104321141
6.56,36.86803295413024
6.57,37.00606493852396
6.58,37.144175911312296
6.59,37.282364787415005
6.6,37.42063048175184
6.61,37.55897190924252
6.62,37.69738798480679
6.63,37.83587762336437
6.64,37.97443973983504
6.65,38.11307324913852
6.66,38.251777066194535
6.67,38.390550105922834
6.68,38.52939128324316
6.69,38.66829951307527
6.7,38.80727371033888
6.71,38.94631278995372
6.72,39.08541566683956
6.73,39.22458125591612
6.74,39.363808472103166
6.75,39.50309623032038
6.76,39.64244344548757
6.77,39.781849032524434
6.78,39.92131190635073
6.79,40.06083098188618
6.8,40.20040517405052
6.81,40.34003339776353
6.82,40.47971456794492
6.83,40.619447599514416
6.84,40.7592314073918
6.85,40.899064906496754
6.86,41.03894701174907
6.87,41.17887663806846
6.88,41.31885270037467
6.89,41.45887411358745
6.9,41.59893979262654
6.91,41.73904865241165
6.92,41.87919960786255
6.93,42.01939157389895
6.94,42.159623465440646
6.95,42.29989419740732
6.96,42.44020268471873
6.97,42.58054784229461
6.98,42.72092858505473
6.99,42.8613438279188
7.0,43.00179248580656
7.01,43.14227347363776
7.02,43.28278570633213
7.03,43.42332809880943
7.04,43.56389956598939
7.05,43.70449902279173
7.06,43.84512538413622
7.07,43.98577756494259
7.08,44.12645448013056
7.09,44.26715504461989
7.1,44.407878173330296
7.11,44.54862278118157
7.12,44.6893877830934
7.13,44.830172093985546
7.14,44.970974628777725
7.15,45.11179430238974
7.16,45.25263002974125
7.17,45.39348072575205
7.18,45.53434530534186
7.19,45.67522268343042
7.2,45.81611177493747
7.21,45.95701149478276
7.22,46.097920757886
7.23,46.238838479166986
7.24,46.37976357354539
7.25,46.520694955941
7.26,46.66163154127352
7.27,46.80257224446272
7.28,46.94351598042834
7.29,47.08446166409011
7.3,47.22540821036773
7.31,47.36635453418102
7.32,47.50729955044968
7.33,47.64824217409343
7.34,47.78918132003202
7.35,47.9301159031852
7.36,48.07104483847273
7.37,48.2119670408143
7.38,48.35288142512968
7.39,48.493786906338606
7.4,48.63468239936084
7.41,48.77556681911607
7.42,48.91643908052408
7.43,49.05729809850459
7.44,49.19814278797735
7.45,49.33897206386208
7.46,49.47978484107853
7.47,49.62058003454647
7.48,49.76135655918559
7.49,49.90211332991567
7.5,50.04284926165642
7.51,50.18356326932757
7.52,50.324254267848914
7.53,50.464921172140166
7.54,50.60556289712104
7.55,50.746178357711294
7.56,50.88676646883067
7.57,51.02732614539892
7.58,51.16785630233575
7.59,51.30835585456093
7.6,51.44882371699418
7.61,51.58925880455526
7.62,51.72966003216391
7.63,51.87002631473983
7.64,52.0103565672028
7.65,52.15064970447256
7.66,52.29090464146883
7.67,52.43112029311133
7.68,52.57129557431986
7.69,52.711429400014126
7.7,52.85152068511384
7.71,52.991568344538805
7.72,53.1315712932087
7.73,53.27152844604332
7.74,53.41143871796233
7.75,53.55130102388556
7.76,53.69111427873266
7.77,53.83087739742344
7.78,53.97058929487761
7.79,54.11024888601492
7.8,54.24985508575509
7.81,54.38940680901788
7.82,54.52890297072304
7.83,54.66834248579027
7.84,54.80772426913933
7.85,54.947047235689965
7.86,55.08631030036192
7.87,55.22551237807492
7.88,55.36465238374872
7.89,55.50372923230303
7.9,55.64274183865763
7.91,55.78168911773222
7.92,55.92056998444657
7.93,56.059383353720406
7.94,56.198128140473486
7.95,56.33680325962551
7.96,56.47540762609627
7.97,56.61394015480544
7.98,56.75239976067284
7.99,56.89078535861815
8.0,57.02909586356112
8.01,57.167330190421495
8.02,57.305487254119015
8.03,57.44356596957343
8.04,57.58156525170447
8.05,57.71948401543189
8.06,57.8573211756754
8.07,57.995075647354746
8.08,58.13274634538968
8.09,58.27033218469994
8.1,58.40783208020527
8.11,58.54524494682539
8.12,58.68256969948006
8.13,58.81980525308904
8.14,58.956950522572015
8.15,59.09400442284876
8.16,59.23096586883899
8.17,59.36783377546247
8.18,59.50460705763895
8.19,59.64128463028813
8.2,59.777865408329774
8.21,59.91434830668364
8.22,60.05073224026943
8.23,60.187016124006895
8.24,60.323198872815794
8.25,60.45927940161583
8.26,60.59525662532678
8.27,60.73112945886835
8.28,60.86689681716032
8.29,61.00255761512239
8.3,61.13811076767436
8.31,61.273555189735895
8.32,61.40888979622676
8.33,61.54411350206672
8.34,61.679225222175496
8.35,61.814223871472805
8.36,61.94910836487843
8.37,62.08387761731208
8.38,62.21853054369353
8.39,62.35306605894248
8.4,62.48748307797867
8.41,62.62178051572186
8.42,62.75595728709179
8.43,62.890012307008185
8.44,63.0239444903908
8.45,63.157752752159375
8.46,63.29143600723365
8.47,63.42499317053336
8.48,63.55842315697822
8.49,63.69172488148799
8.5,63.8248972589824
8.51,63.95793920438125
8.52,64.09084963260419
8.53,64.22362745857103
8.54,64.35627159720146
8.55,64.48878096341525
8.56,64.62115447213212
8.57,64.75339103827183
8.58,64.8854895767541
8.59,65.01744900249868
8.6,65.1492682304253
8.61,65.28094617545372
8.62,65.41248175250367
8.63,65.5438738764949
8.64,65.67512146234712
8.65,65.80622342498009
8.66,65.93717867931355
8.67,66.06798614026722
8.68,66.19864472276086
8.69,66.32915334171423
8.7,66.45951091204701
8.71,66.58971634867902
8.72,66.71976856652994
8.73,66.84966648051952
8.74,66.97940900556749
8.75,67.1089950565936
8.76,67.23842354851762
8.77,67.36769339625926
8.78,67.49680351473823
8.79,67.62575281887433
8.8,67.75454022358728
8.81,67.8831646437968
8.82,68.01162499442263
8.83,68.13992019038454
8.84,68.26804914660225
8.85,68.39601077799549
8.86,68.52380399948402
8.87,68.65142772598757
8.88,68.77888087242589
8.89,68.90616235371868
8.9,69.03327108478574
8.91,69.16020598054676
8.92,69.2869659559215
8.93,69.41354992582971
8.94,69.53995680519111
8.95,69.66618550892545
8.96,69.79223495195248
8.97,69.91810404919191
8.98,70.04379171556351
8.99,70.169296865987
9.0,70.2946184153821
9.01,70.41975527866859
9.02,70.54470637076622
9.03,70.66947060659467
9.04,70.79404690107376
9.05,70.91843416912317
9.06,71.04263132566265
9.07,71.16663728561194
9.08,71.29045096389078
9.09,71.41407127541892
9.1,71.53749713511607
9.11,71.66072745790203
9.12,71.78376115869648
9.13,71.9065971524192
9.14,72.0292343539899
9.15,72.15167167832834
9.16,72.27390804035423
9.17,72.39594235498734
9.18,72.5177735371474
9.19,72.63940050175417
9.2,72.76082216372734
9.21,72.88203743798672
9.22,73.003045239452
9.23,73.1238444830429
9.24,73.24443408367921
9.25,73.36481295628064
9.26,73.48498001576695
9.27,73.60493417705786
9.28,73.72467435507309
9.29,73.84419946473245
9.3,73.96350842095565
9.31,74.08260013866237
9.32,74.20147353277243
9.33,74.32012751820551
9.34,74.43856100988137
9.35,74.5567729227198
9.36,74.67476217164047
9.37,74.79252767156314
9.38,74.91006833740758
9.39,75.02738308409347
9.4,75.14447082654061
9.41,75.26133047966869
9.42,75.37796095839747
9.43,75.49436117764671
9.44,75.61053005233614
9.45,75.72646649738547
9.46,75.8421694277145
9.47,75.95763775824291
9.48,76.07287040389046
9.49,76.1878662795769
9.5,76.30262430022194
9.51,76.41714338074536
9.52,76.53142243606686
9.53,76.6454603811062
9.54,76.75925613078316
9.55,76.87280860001742
9.56,76.98611670372873
9.57,77.09917935683683
9.58,77.2119954742615
9.59,77.32456397092241
9.6,77.43688376173937
9.61,77.54895376163205
9.62,77.66077288552026
9.63,77.77234004832371
9.64,77.88365416496212
9.65,77.99471415035526
9.66,78.10551891942283
9.67,78.21606738708462
9.68,78.32635846826034
9.69,78.43639107786973
9.7,78.54616413083254
9.71,78.65567654206853
9.72,78.76492722649738
9.73,78.87391509903888
9.74,78.98263907461273
9.75,79.09109806813872
9.76,79.19929099453654
9.77,79.30721676872597
9.78,79.41487430562674
9.79,79.52226252015853
9.8,79.62938032724122
9.81,79.7362266417944
9.82,79.84280037873788
9.83,79.94910045299142
9.84,80.05512577947468
9.85,80.16087527310748
9.86,80.26634784880952
9.87,80.37154242150055
9.88,80.47645790610035
9.89,80.58109321752856
9.9,80.68544727070503
9.91,80.78951898054942
9.92,80.8933072619815
9.93,80.996811029921
9.94,81.10002919928766
9.95,81.20296068500124
9.96,81.3056044019815
9.97,81.40795926514812
9.98,81.51002418942088
9.99,81.61179808971946
10.0,81.7132798809637
10.01,81.81446847807325
10.02,81.9153627959679
10.03,82.01596174956735
10.04,82.1162642537914
10.05,82.21626922355976
10.06,82.31597557379214
10.07,82.41538221940829
10.08,82.51448807532799
10.09,82.61329205647095
10.1,82.7117930777569
10.11,82.80999005410561
10.12,82.90788190043678
10.13,83.00546753167019
10.14,83.10274586272557
10.15,83.19971580852263
10.16,83.29637628398113
10.17,83.39272620402082
10.18,83.48876448356143
10.19,83.58449003752267
10.2,83.67990178082437
10.21,83.77499862838619
10.22,83.86977949512786
10.23,83.96424329596915
10.24,84.05838894582982
10.25,84.15221535962958
10.26,84.2457214522882
10.27,84.33890613872535
10.28,84.43176833386084
10.29,84.52430695261438
10.3,84.61652090990574
10.31,84.70840912065464
10.32,84.79997049978078
10.33,84.89120396220397
10.34,84.98210842284391
10.35,85.07268279662031
10.36,85.16292599845298
10.37,85.2528369432616
10.38,85.34241454596597
10.39,85.43165772148578
10.4,85.52056538474076
10.41,85.60913645065071
10.42,85.69736983413532
10.43,85.78526445011431
10.44,85.87281921350748
10.45,85.96003303923453
10.46,86.04690484221527
10.47,86.13343353736931
10.48,86.21961803961649
10.49,86.3054572638765
10.5,86.39095012506912
10.51,86.47609553811407
10.52,86.56089241793107
10.53,86.6453396794399
10.54,86.72943623756026
10.55,86.81318100721194
10.56,86.89657290331465
10.57,86.9796108407881
10.58,87.06229373455207
10.59,87.14462049952627
10.6,87.22659005063048
10.61,87.30820130278441
10.62,87.3894531709078
10.63,87.47034456992041
10.64,87.55087441474197
10.65,87.63104162029221
10.66,87.71084510149086
10.67,87.7902837732577
10.68,87.86935655051244
10.69,87.9480623481748
10.7,88.02640008116455
10.71,88.10436866440145
10.72,88.18196701280519
10.73,88.25919404129554
10.74,88.33604866479223
10.75,88.41252979821502
10.76,88.48863635648361
10.77,88.56436725451778
10.78,88.63972140723725
10.79,88.71469772956175
10.8,88.78929513641104
10.81,88.86351254270485
10.82,88.93734886336293
10.83,89.01080301330498
10.84,89.0838739074508
10.85,89.15656046072009
10.86,89.2288615880326
10.87,89.30077620430806
10.88,89.37230322446624
10.89,89.44344156342684
10.9,89.51419013610963
10.91,89.58454785743432
10.92,89.65451364232068
10.93,89.72408640568844
10.94,89.79326506245735
10.95,89.8620485275471
10.96,89.9304357158775
10.97,89.99842554236824
10.98,90.06601692193908
10.99,90.13320876950976
11.0,90.2
11.01,90.26638955863103
11.02,90.33237651183008
11.03,90.39795995632578
11.04,90.46313898884677
11.05,90.52791270612175
11.06,90.59228020487936
11.07,90.65624058184832
11.08,90.71979293375723
11.09,90.7829363573348
11.1,90.84566994930968
11.11,90.90799280641056
11.12,90.96990402536603
11.13,91.03140270290488
11.14,91.09248793575568
11.15,91.15315882064716
11.16,91.21341445430792
11.17,91.27325393346663
11.18,91.33267635485204
11.19,91.39168081519274
11.2,91.45026641121744
11.21,91.50843223965478
11.22,91.56617739723342
11.23,91.62350098068204
11.24,91.68040208672932
11.25,91.73687981210392
11.26,91.79293325353446
11.27,91.84856150774968
11.28,91.9037636714782
11.29,91.9585388414487
11.3,92.01288611438986
11.31,92.0668045870303
11.32,92.12029335609876
11.33,92.17335151832384
11.34,92.22597817043422
11.35,92.2781724091586
11.36,92.32993333122565
11.37,92.38126003336392
11.38,92.43215161230226
11.39,92.48260716476922
11.4,92.5326257874935
11.41,92.58220657720376
11.42,92.63134863062862
11.43,92.68005104449684
11.44,92.72831291553702
11.45,92.77613334047784
11.46,92.823511416048
11.47,92.87044623897609
11.48,92.91693690599084
11.49,92.96298251382092
11.5,93.00858215919496
11.51,93.05373493884164
11.52,93.09843994948966
11.53,93.14269628786762
11.54,93.18650305070426
11.55,93.2298593347282
11.56,93.27276423666808
11.57,93.31521685325264
11.58,93.35721628121053
11.59,93.39876161727034
11.6,93.43985195816084
11.61,93.48048640061064
11.62,93.5206640413484
11.63,93.56038397710282
11.64,93.59964530460252
11.65,93.63844712057625
11.66,93.67678852175258
11.67,93.71466860486022
11.68,93.75208646662784
11.69,93.7890412037841
11.7,93.82553191305767
11.71,93.86155769117724
11.72,93.89711763487144
11.73,93.93221084086896
11.74,93.96683640589843
11.75,94.00099342668854
11.76,94.034680999968
11.77,94.06789822246536
11.78,94.10064419090943
11.79,94.13291800202876
11.8,94.16471875255212
11.81,94.19604553920809
11.82,94.22689745872538
11.83,94.2572736078326
11.84,94.28717308325852
11.85,94.31659498173173
11.86,94.34553839998092
11.87,94.37400243473472
11.88,94.40198618272186
11.89,94.42948874067096
11.9,94.45650920531068
11.91,94.48304667336976
11.92,94.50910024157676
11.93,94.53466900666044
11.94,94.5597520653494
11.95,94.58434851437237
11.96,94.60845745045792
11.97,94.63207797033482
11.98,94.65520917073168
11.99,94.6778501483772
12.0,94.7
12.01,94.72165884262174
12.02,94.74283087443574
12.03,94.76352131392836
12.04,94.78373537958583
12.05,94.80347828989451
12.06,94.82275526334077
12.07,94.8415715184108
12.08,94.85993227359096
12.09,94.87784274736758
12.1,94.89530815822692
12.11,94.91233372465533
12.12,94.92892466513908
12.13,94.94508619816452
12.14,94.96082354221794
12.15,94.97614191578567
12.16,94.991046537354
12.17,95.0055426254092
12.18,95.0196353984376
12.19,95.03333007492556
12.2,95.04663187335932
12.21,95.05954601222524
12.22,95.0720777100096
12.23,95.08423218519872
12.24,95.09601465627888
12.25,95.1074303417364
12.26,95.11848446005764
12.27,95.12918222972884
12.28,95.13952886923632
12.29,95.14952959706643
12.3,95.15918963170544
12.31,95.16851419163967
12.32,95.17750849535544
12.33,95.18617776133904
12.34,95.19452720807676
12.35,95.20256205405497
12.36,95.2102875177599
12.37,95.21770881767792
12.38,95.22483117229532
12.39,95.23165980009836
12.4,95.23819991957346
12.41,95.24445674920682
12.42,95.2504355074848
12.43,95.25614141289373
12.44,95.26157968391982
12.45,95.26675553904946
12.46,95.27167419676896
12.47,95.27634087556464
12.48,95.28076079392274
12.49,95.2849391703296
12.5,95.28888122327152
12.51,95.29259217123489
12.52,95.2960772327059
12.53,95.2993416261709
12.54,95.30239057011624
12.55,95.30522928302818
12.56,95.30786298339306
12.57,95.31029688969716
