wind_speed,WEG AGW 100
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0020561225292744
2.45,0.0079055368774052
2.46,0.0140944580316468
2.47,0.0206282083654689
2.48,0.0275121102523399
2.49,0.0347514860657298
2.5,0.0423516581791065
2.51,0.0503179489659406
2.52,0.0586556807997002
2.53,0.0673701760538549
2.54,0.0764667571018737
2.55,0.0859507463172259
2.56,0.0958274660733804
2.57,0.1061022387438062
2.58,0.1167803867019736
2.59,0.1278672323213494
2.6,0.1393680979754055
2.61,0.1512883060376084
2.62,0.1636331788814296
2.63,0.1764080388803357
2.64,0.189618208407799
2.65,0.2032690098372855
2.66,0.2173657655422667
2.67,0.2319137978962098
2.68,0.2469184292725859
2.69,0.2623849820448625
2.7,0.2783187785865098
2.71,0.2947251412709963
2.72,0.3116093924717913
2.73,0.3289768545623635
2.74,0.3468328499161834
2.75,0.3651827009067185
2.76,0.3840317299074383
2.77,0.4033852592918132
2.78,0.4232486114333111
2.79,0.4436271087054015
2.8,0.4645260734815537
2.81,0.4859508281352369
2.82,0.5079066950399189
2.83,0.5303989965690712
2.84,0.5534330550961604
2.85,0.5770141929946577
2.86,0.6011477326380315
2.87,0.625838996399751
2.88,0.651093306653284
2.89,0.6769159857721023
2.9,0.7033123561296721
2.91,0.7302877400994652
2.92,0.7578474600549481
2.93,0.7859968383695934
2.94,0.8147411974168666
2.95,0.8440858595702396
2.96,0.8740361472031792
2.97,0.9045973826891568
2.98,0.9357748884016388
2.99,0.9675739867140976
3.0,1.0
3.01,1.0330569282593451
3.02,1.0667434819982606
3.03,1.1010570493493963
3.04,1.1359950184454106
3.05,1.1715547774189534
3.06,1.2077337144026832
3.07,1.2445292175292504
3.08,1.2819386749313135
3.09,1.3199594747415226
3.1,1.358589005092535
3.11,1.3978246541170043
3.12,1.4376638099475845
3.13,1.4781038607169297
3.14,1.5191421945576953
3.15,1.5607761996025338
3.16,1.6030032639841034
3.17,1.6458207758350516
3.18,1.68922612328804
3.19,1.7332166944757184
3.2,1.7777898775307437
3.21,1.8229430605857664
3.22,1.8686736317734465
3.23,1.914978979226432
3.24,1.961856491077384
3.25,2.009303555458951
3.26,2.057317560503789
3.27,2.105895894344556
3.28,2.1550359451139
3.29,2.2047351009444816
3.3,2.25499074996895
3.31,2.305800280319963
3.32,2.3571610801301723
3.33,2.409070537532235
3.34,2.4615260406588018
3.35,2.5145249776425325
3.36,2.5680647366160745
3.37,2.622142705712088
3.38,2.676756273063224
3.39,2.7319028268021395
3.4,2.787579755061485
3.41,2.843784445973919
3.42,2.900514287672093
3.43,2.9577666682886643
3.44,3.015538975956281
3.45,3.0738285988076064
3.46,3.1326329249752853
3.47,3.191949342591981
3.48,3.251775239790339
3.49,3.3121080047030222
3.5,3.372945025462679
3.51,3.4342836902019656
3.52,3.4961213870535373
3.53,3.5584555041500456
3.54,3.62128342962415
3.55,3.684602551608499
3.56,3.7484102582357504
3.57,3.812703937638557
3.58,3.877480977949576
3.59,3.942738767301456
3.6,4.008474693826859
3.61,4.074686145658431
3.62,4.141370510928833
3.63,4.208525177770714
3.64,4.276147534316736
3.65,4.344234968699544
3.66,4.4127848690518
3.67,4.481794623506152
3.68,4.551261620195261
3.69,4.621183247251773
3.7,4.691556892808352
3.71,4.762379944997643
3.72,4.833649791952309
3.73,4.905363821804997
3.74,4.977519422688368
3.75,5.050113982735068
3.76,5.123144890077755
3.77,5.196609532849092
3.78,5.270505299181719
3.79,5.3448295772083005
3.8,5.419579755061486
3.81,5.494753220873932
3.82,5.570347362778291
3.83,5.64635956890722
3.84,5.722787227393369
3.85,5.799627726369399
3.86,5.876878453967957
3.87,5.954536798321703
3.88,6.032600147563286
3.89,6.111065889825366
3.9,6.189931413240593
3.91,6.269194105941626
3.92,6.348851356061114
3.93,6.428900551731714
3.94,6.509339081086078
3.95,6.590164332256866
3.96,6.671373693376724
3.97,6.752964552578316
3.98,6.834934297994288
3.99,6.9172803177573
4.0,7.0
4.01,7.083090975917438
4.02,7.166551848954218
4.03,7.250381465617347
4.04,7.334578672413801
4.05,7.419142315850589
4.06,7.504071242434709
4.07,7.589364298673158
4.08,7.675020331072927
4.09,7.761038186141013
4.1,7.847416710384415
4.11,7.934154750310135
4.12,8.02125115242516
4.13,8.108704763236487
4.14,8.196514429251119
4.15,8.284678996976057
4.16,8.37319731291828
4.17,8.462068223584797
4.18,8.551290575482605
4.19,8.640863215118705
4.2,8.730784989000078
4.21,8.82105474363373
4.22,8.911671325526656
4.23,9.002633581185865
4.24,9.093940357118331
4.25,9.185590499831063
4.26,9.277582855831058
4.27,9.369916271625309
4.28,9.462589593720825
4.29,9.555601668624586
4.3,9.64895134284359
4.31,9.742637462884844
4.32,9.836658875255342
4.33,9.931014426462074
4.34,10.025702963012035
4.35,10.120723331412233
4.36,10.216074378169663
4.37,10.311754949791313
4.38,10.407763892784184
4.39,10.50410005365527
4.4,10.60076227891158
4.41,10.697749415060091
4.42,10.79506030860781
4.43,10.892693806061736
4.44,10.990648753928866
4.45,11.088923998716188
4.46,11.187518386930703
4.47,11.28643076507941
4.48,11.385659979669311
4.49,11.485204877207387
4.5,11.585064304200644
4.51,11.68523710715608
4.52,11.785722132580688
4.53,11.886518226981474
4.54,11.987624236865418
4.55,12.089039008739526
4.56,12.190761389110794
4.57,12.292790224486229
4.58,12.395124361372805
4.59,12.497762646277536
4.6,12.600703925707409
4.61,12.703947046169434
4.62,12.807490854170592
4.63,12.911334196217888
4.64,13.015475918818312
4.65,13.119914868478876
4.66,13.22464989170656
4.67,13.329679835008363
4.68,13.43500354489129
4.69,13.54061986786234
4.7,13.64652765042849
4.71,13.752725739096752
4.72,13.859212980374124
4.73,13.9659882207676
4.74,14.073050306784172
4.75,14.18039808493084
4.76,14.288030401714591
4.77,14.395946103642444
4.78,14.504144037221389
4.79,14.6126230489584
4.8,14.721381985360493
4.81,14.830419692934658
4.82,14.939735018187909
4.83,15.04932680762722
4.84,15.15919390775959
4.85,15.26933516509203
4.86,15.379749426131536
4.87,15.490435537385084
4.88,15.601392345359688
4.89,15.712618696562334
4.9,15.824113437500042
4.91,15.935875414679774
4.92,16.04790347460855
4.93,16.16019646379336
4.94,16.27275322874121
4.95,16.385572615959077
4.96,16.49865347195397
4.97,16.611994643232887
4.98,16.725594976302826
4.99,16.839453317670774
5.0,16.95356851384373
5.01,17.067939411328698
5.02,17.182564856632663
5.03,17.297443696262647
5.04,17.412574776725613
5.05,17.527956944528576
5.06,17.643589046178533
5.07,17.759469928182476
5.08,17.875598437047405
5.09,17.99197341928031
5.1,18.108593721388186
5.11,18.225458189878054
5.12,18.34256567125688
5.13,18.45991501203168
5.14,18.57750505870943
5.15,18.69533465779716
5.16,18.813402655801838
5.17,18.93170789923046
5.18,19.050249234590037
5.19,19.16902550838757
5.2,19.28803556713004
5.21,19.40727825732445
5.22,19.52675242547779
5.23,19.64645691809708
5.24,19.76639058168928
5.25,19.886552262761416
5.26,20.006940807820477
5.27,20.12755506337345
5.28,20.248393875927352
5.29,20.369456091989157
5.3,20.49074055806587
5.31,20.61224612066449
5.32,20.733971626292025
5.33,20.855915921455452
5.34,20.97807785266176
5.35,21.10045626641797
5.36,21.223050009231088
5.37,21.345857927608076
5.38,21.468878868055945
5.39,21.59211167708169
5.4,21.715555201192327
5.41,21.839208286894817
5.42,21.963069780696184
5.43,22.087138529103413
5.44,22.211413378623515
5.45,22.335893175763463
5.46,22.46057676703027
5.47,22.585462998930925
5.48,22.71055071797244
5.49,22.8358387706618
5.5,22.961326003505985
5.51,23.087011263012016
5.52,23.212893395686883
5.53,23.338971248037595
5.54,23.46524366657112
5.55,23.59170949779447
5.56,23.71836758821464
5.57,23.84521678433864
5.58,23.972255932673445
5.59,24.09948387972606
5.6,24.22689947200349
5.61,24.35450155601272
5.62,24.482288978260755
5.63,24.61026058525458
5.64,24.7384152235012
5.65,24.866751739507627
5.66,24.995268979780825
5.67,25.12396579082781
5.68,25.25284101915557
5.69,25.381893511271127
5.7,25.511122113681445
5.71,25.64052567289353
5.72,25.770103035414387
5.73,25.899853047751016
5.74,26.02977455641039
5.75,26.15986640789953
5.76,26.29012744872542
5.77,26.420556525395057
5.78,26.551152484415457
5.79,26.681914172293585
5.8,26.812840435536454
5.81,26.94393012065106
5.82,27.07518207414441
5.83,27.206595142523483
5.84,27.33816817229528
5.85,27.469900009966803
5.86,27.60178950204505
5.87,27.73383549503701
5.88,27.86603683544968
5.89,27.998392369790057
5.9,28.130900944565155
5.91,28.263561406281948
5.92,28.396372601447432
5.93,28.529333376568616
5.94,28.6624425781525
5.95,28.79569905270607
5.96,28.92910164673632
5.97,29.06264920675026
5.98,29.196340579254887
5.99,29.33017461075717
6.0,29.464150147764133
6.01,29.59826603678277
6.02,29.73252112432006
6.03,29.866914256883035
6.04,30.001444280978653
6.05,30.13611004311393
6.06,30.270910389795848
6.07,30.405844167531438
6.08,30.54091022282766
6.09,30.67610740219152
6.1,30.81143455213002
6.11,30.94689051915017
6.12,31.08247414975894
6.13,31.21818429046333
6.14,31.35401978777035
6.15,31.489979488187
6.16,31.62606223822027
6.17,31.76226688437714
6.18,31.898592273164628
6.19,32.03503725108974
6.2,32.17160066465944
6.21,32.30828136038073
6.22,32.44507818476064
6.23,32.58198998430614
6.24,32.719015605524234
6.25,32.8561538949219
6.26,32.99340369900616
6.27,33.13076386428399
6.28,33.26823323726242
6.29,33.40581066444841
6.3,33.54349499234897
6.31,33.6812850674711
6.32,33.8191797363218
6.33,33.95717784540806
6.34,34.09527824123686
6.35,34.233479770315235
6.36,34.37178127915016
6.37,34.51018161424862
6.38,34.648679622117626
6.39,34.78727414926418
6.4,34.92596404219527
6.41,35.06474814741788
6.42,35.20362531143903
6.43,35.3425943807657
6.44,35.48165420190491
6.45,35.620803621363635
6.46,35.76004148564886
6.47,35.89936664126761
6.48,36.03877793472688
6.49,36.17827421253365
6.5,36.3178543211949
6.51,36.45751710721768
6.52,36.59726141710894
6.53,36.73708609737571
6.54,36.87698999452495
6.55,37.01697195506368
6.56,37.1570308254989
6.57,37.2971654523376
6.58,37.43737468208677
6.59,37.57765736125341
6.6,37.71801233634452
6.61,37.85843845386712
6.62,37.99893456032816
6.63,38.139499502234656
6.64,38.280132126093605
6.65,38.42083127841203
6.66,38.56159580569689
6.67,38.70242455445519
6.68,38.84331637119393
6.69,38.98427010242013
6.7,39.125284594640746
6.71,39.26635869436279
6.72,39.40749124809327
6.73,39.54868110233918
6.74,39.68992710360752
6.75,39.83122809840526
6.76,39.97258293323942
6.77,40.113990454617
6.78,40.255449509044986
6.79,40.39695894303037
6.8,40.53851760308015
6.81,40.68012433570133
6.82,40.82177798740093
6.83,40.96347740468589
6.84,41.10522143406325
6.85,41.24700892204
6.86,41.38883871512313
6.87,41.53070965981964
6.88,41.6726206026365
6.89,41.81457039008075
6.9,41.95655786865939
6.91,42.09858188487936
6.92,42.240641285247705
6.93,42.3827349162714
6.94,42.52486162445747
6.95,42.66702025631288
6.96,42.80920965834462
6.97,42.95142867705972
6.98,43.09367615896516
6.99,43.23595095056793
7.0,43.37825189837504
7.01,43.520577848893474
7.02,43.66292764863023
7.03,43.80530014409233
7.04,43.94769418178674
7.05,44.09010860822046
7.06,44.232542269900506
7.07,44.37499401333386
7.08,44.51746268502752
7.09,44.65994713148847
7.1,44.80244619922374
7.11,44.9449587347403
7.12,45.08748358454515
7.13,45.230019595145286
7.14,45.3725656130477
7.15,45.51512048475942
7.16,45.657683056787405
7.17,45.80025217563868
7.18,45.94282668782021
7.19,46.08540543983902
7.2,46.227987278202086
7.21,46.37057104941642
7.22,46.51315559998902
7.23,46.65573977642688
7.24,46.79832242523699
7.25,46.94090239292634
7.26,47.08347852600192
7.27,47.22604967097077
7.28,47.36861467433985
7.29,47.511172382616174
7.3,47.65372164230672
7.31,47.79626129991848
7.32,47.9387902019585
7.33,48.08130719493372
7.34,48.22381112535117
7.35,48.366300839717816
7.36,48.5087751845407
7.37,48.65123300632677
7.38,48.79367315158306
7.39,48.93609446681653
7.4,49.07849579853424
7.41,49.22087599324312
7.42,49.36323389745017
7.43,49.50556835766243
7.44,49.647878220386886
7.45,49.790162332130514
7.46,49.93241953940031
7.47,50.0746486887033
7.48,50.21684862654645
7.49,50.359018199436754
7.5,50.50115625388125
7.51,50.64326163638687
7.52,50.78533319346067
7.53,50.92736977160965
7.54,51.06937021734074
7.55,51.211333377161
7.56,51.35325809757739
7.57,51.49514322509695
7.58,51.63698760622661
7.59,51.77879008747343
7.6,51.92054951534435
7.61,52.06226473634643
7.62,52.20393459698663
7.63,52.34555794377194
7.64,52.48713362320936
7.65,52.62866048180591
7.66,52.77013736606856
7.67,52.91156312250431
7.68,53.05293659762018
7.69,53.19425663792316
7.7,53.3355220899202
7.71,53.47673180011836
7.72,53.6178846150246
7.73,53.75897938114595
7.74,53.90001494498935
7.75,54.040990153061855
7.76,54.181903851870416
7.77,54.322754887922045
7.78,54.463542107723775
7.79,54.60426435778256
7.8,54.7449204846054
7.81,54.88550933469929
7.82,55.02602975457126
7.83,55.16648059072828
7.84,55.30686068967732
7.85,55.44716889792544
7.86,55.58740406197958
7.87,55.72756502834677
7.88,55.86765064353399
7.89,56.00765975404825
7.9,56.14759120639655
7.91,56.287443847085854
7.92,56.42721652262319
7.93,56.56690807951553
7.94,56.70651736426992
7.95,56.84604322339328
7.96,56.98548450339269
7.97,57.124840050775056
7.98,57.26410871204747
7.99,57.40328933371686
8.0,57.54238076229025
8.01,57.68138184427463
8.02,57.820291426177
8.03,57.95910835450435
8.04,58.09783147576368
8.05,58.23645963646202
8.06,58.37499168310631
8.07,58.513426462203554
8.08,58.6517628202608
8.09,58.789999603784985
8.1,58.928135659283136
8.11,59.06616983326225
8.12,59.20410097222931
8.13,59.34192792269136
8.14,59.47964953115533
8.15,59.61726464412823
8.16,59.75477210811707
8.17,59.89217076962886
8.18,60.02945947517058
8.19,60.166637071249234
8.2,60.30370240437182
8.21,60.44065432104533
8.22,60.57749166777677
8.23,60.71421329107311
8.24,60.85081803744137
8.25,60.98730475338853
8.26,61.12367228542162
8.27,61.25991948004759
8.28,61.39604518377347
8.29,61.53204824310623
8.3,61.66792750455293
8.31,61.80368181462049
8.32,61.93931001981593
8.33,62.07481096664627
8.34,62.21018350161848
8.35,62.34542647123956
8.36,62.48053872201651
8.37,62.61551910045634
8.38,62.750366453066064
8.39,62.88507962635263
8.4,63.01965746682305
8.41,63.15409882098432
8.42,63.28840253534345
8.43,63.42256745640743
8.44,63.55659243068325
8.45,63.69047630467792
8.46,63.824217924898434
8.47,63.95781613785179
8.48,64.09126979004496
8.49,64.22457772798495
8.5,64.35773879817877
8.51,64.49075184713345
8.52,64.62361572135592
8.53,64.75632926735321
8.54,64.88889133163231
8.55,65.02130076070023
8.56,65.15355640106394
8.57,65.28565709923046
8.58,65.41760170170679
8.59,65.54938905499989
8.6,65.68101800561679
8.61,65.81248740006448
8.62,65.94379608484995
8.63,66.07494290648023
8.64,66.20592671146228
8.65,66.33674634630309
8.66,66.46740065750967
8.67,66.59788849158903
8.68,66.72820869504814
8.69,66.85836011439403
8.7,66.98834159613365
8.71,67.11815198677407
8.72,67.24779013282222
8.73,67.3772548807851
8.74,67.50654507716976
8.75,67.6356595684831
8.76,67.76459720123223
8.77,67.89335682192409
8.78,68.02193727706566
8.79,68.15033741316398
8.8,68.27855607672603
8.81,68.40659211425877
8.82,68.53444437226925
8.83,68.66211169726444
8.84,68.78959293575133
8.85,68.91688693423693
8.86,69.04399253922824
8.87,69.17090859723224
8.88,69.29763395475597
8.89,69.42416745830636
8.9,69.55050795439045
8.91,69.67665428951523
8.92,69.8026053101877
8.93,69.92835986291483
8.94,70.05391679420366
8.95,70.17927495056114
8.96,70.30443317849432
8.97,70.42939032451014
8.98,70.55414523511564
8.99,70.6786967568178
9.0,70.8030437361236
9.01,70.92718501954006
9.02,71.05111945357417
9.03,71.17484588473292
9.04,71.29836315952332
9.05,71.42167012445239
9.06,71.54476562602706
9.07,71.66764851075438
9.08,71.7903176251413
9.09,71.91277181569487
9.1,72.03500992892205
9.11,72.15703081132988
9.12,72.27883330942528
9.13,72.40041626971534
9.14,72.521778538707
9.15,72.64291896290725
9.16,72.76383638882308
9.17,72.88452966296154
9.18,73.00499763182958
9.19,73.12523914193423
9.2,73.24525303978244
9.21,73.3650381718813
9.22,73.48459338473768
9.23,73.60391752485864
9.24,73.7230094387512
9.25,73.84186797292233
9.26,73.96049197387902
9.27,74.07888028812827
9.28,74.19703176217709
9.29,74.31494524253246
9.3,74.43261957570142
9.31,74.5500536081909
9.32,74.66724618650792
9.33,74.7841961571595
9.34,74.9009023666526
9.35,75.01736366149429
9.36,75.13357888819147
9.37,75.24954689325119
9.38,75.36526652318045
9.39,75.48073662448623
9.4,75.59595604367553
9.41,75.71092362725531
9.42,75.82563822173265
9.43,75.94009867361447
9.44,76.05430382940784
9.45,76.16825253561967
9.46,76.28194363875704
9.47,76.39537598532691
9.48,76.50854842183625
9.49,76.62145979479207
9.5,76.73410895070138
9.51,76.84649473607121
9.52,76.95861599740847
9.53,77.07047158122023
9.54,77.18206033401349
9.55,77.2933811022952
9.56,77.40443273257236
9.57,77.515214071352
9.58,77.6257239651411
9.59,77.73596126044666
9.6,77.84592480377567
9.61,77.95561344163511
9.62,78.06502602053203
9.63,78.1741613869734
9.64,78.28301838746617
9.65,78.39159586851738
9.66,78.49989267663403
9.67,78.60790765832313
9.68,78.71563966009164
9.69,78.82308752844656
9.7,78.93025010989493
9.71,79.03712625094371
9.72,79.1437147980999
9.73,79.25001459787049
9.74,79.35602449676249
9.75,79.4617433412829
9.76,79.56716997793868
9.77,79.67230325323688
9.78,79.77714201368448
9.79,79.88168510578843
9.8,79.98593137605585
9.81,80.08987967099358
9.82,80.19352883710869
9.83,80.2968777209082
9.84,80.39992516889907
9.85,80.50267002758832
9.86,80.6051111434829
9.87,80.70724736308988
9.88,80.80907753291623
9.89,80.9106004994689
9.9,81.01181510925494
9.91,81.11272020878133
9.92,81.21331464455506
9.93,81.31359726308312
9.94,81.41356691087253
9.95,81.51322243443028
9.96,81.61256268026335
9.97,81.71158649487876
9.98,81.8102927247835
9.99,81.90868021648453
10.0,82.00674781648891
10.01,82.10449437130359
10.02,82.20191872743557
10.03,82.29901973139187
10.04,82.39579622967948
10.05,82.49224706880541
10.06,82.58837109527661
10.07,82.68416715560011
10.08,82.77963409628289
10.09,82.87477076383196
10.1,82.96957600475432
10.11,83.06404866555697
10.12,83.15818759274688
10.13,83.25199163283108
10.14,83.34545963231656
10.15,83.43859043771027
10.16,83.53138289551927
10.17,83.62383585225052
10.18,83.71594815441102
10.19,83.80771864850779
10.2,83.89914618104783
10.21,83.9902295985381
10.22,84.08096774748559
10.23,84.17135947439733
10.24,84.26140362578032
10.25,84.35109904814153
10.26,84.44044458798798
10.27,84.52943909182665
10.28,84.61808140616453
10.29,84.70637037750865
10.3,84.794304852366
10.31,84.88188367724354
10.32,84.96910569864829
10.33,85.05596976308726
10.34,85.14247471706742
10.35,85.22861940709578
10.36,85.31440267967935
10.37,85.39982338132506
10.38,85.48488035854004
10.39,85.56957245783116
10.4,85.65389852570546
10.41,85.73785740866995
10.42,85.82144795323163
10.43,85.90466900589745
10.44,85.98751941317445
10.45,86.06999802156963
10.46,86.15210367758999
10.47,86.23383522774247
10.48,86.31519151853412
10.49,86.39617139647191
10.5,86.47677370806285
10.51,86.55699729981396
10.52,86.63684101823219
10.53,86.71630370982456
10.54,86.79538422109806
10.55,86.87408139855971
10.56,86.95239408871649
10.57,87.03032113807538
10.58,87.1078613931434
10.59,87.18501370042752
10.6,87.26177690643476
10.61,87.33814985767214
10.62,87.4141314006466
10.63,87.48972038186518
10.64,87.56491564783487
10.65,87.63971604506263
10.66,87.71412042005548
10.67,87.78812761932045
10.68,87.8617364893645
10.69,87.93494587669463
10.7,88.00775462781783
10.71,88.08016158924113
10.72,88.15216560747149
10.73,88.22376552901592
10.74,88.29496020038141
10.75,88.36574846807498
10.76,88.43612917860361
10.77,88.5061011784743
10.78,88.57566331419402
10.79,88.6448144322698
10.8,88.71355337920865
10.81,88.78187900151752
10.82,88.84979014570345
10.83,88.91728565827339
10.84,88.98436438573438
10.85,89.0510251745934
10.86,89.11726687135744
10.87,89.18308832253351
10.88,89.2484883746286
10.89,89.31346587414971
10.9,89.37801966760384
10.91,89.44214860149795
10.92,89.50585152233909
10.93,89.56912727663422
10.94,89.63197471089038
10.95,89.69439267161448
10.96,89.75638000531362
10.97,89.81793555849474
10.98,89.87905817766483
10.99,89.93974670933093
11.0,90.0
11.01,90.05981726687176
11.02,90.11919920991676
11.03,90.17814689979838
11.04,90.23666140717984
11.05,90.29474380272448
11.06,90.35239515709556
11.07,90.40961654095642
11.08,90.46640902497032
11.09,90.52277367980058
11.1,90.57871157611048
11.11,90.63422378456336
11.12,90.68931137582244
11.13,90.74397542055104
11.14,90.79821698941252
11.15,90.85203715307011
11.16,90.90543698218715
11.17,90.95841754742692
11.18,91.0109799194527
11.19,91.0631251689278
11.2,91.11485436651552
11.21,91.1661685828792
11.22,91.21706888868204
11.23,91.2675563545874
11.24,91.3176320512586
11.25,91.36729704935888
11.26,91.41655241955156
11.27,91.46539923249992
11.28,91.51383855886728
11.29,91.56187146931696
11.3,91.6094990345122
11.31,91.65672232511632
11.32,91.70354241179268
11.33,91.74996036520444
11.34,91.795977256015
11.35,91.84159415488766
11.36,91.8868121324857
11.37,91.93163225947237
11.38,91.97605560651104
11.39,92.02008324426494
11.4,92.06371624339742
11.41,92.10695567457176
11.42,92.1498026084512
11.43,92.19225811569916
11.44,92.23432326697882
11.45,92.27599913295354
11.46,92.3172867842866
11.47,92.35818729164129
11.48,92.39870172568094
11.49,92.4388311570688
11.5,92.4785766564682
11.51,92.5179392945424
11.52,92.55692014195476
11.53,92.59552026936848
11.54,92.633740747447
11.55,92.67158264685344
11.56,92.70904703825126
11.57,92.74613499230368
11.58,92.78284757967398
11.59,92.8191858710255
11.6,92.8551509370215
11.61,92.89074384832531
11.62,92.9259656756002
11.63,92.9608174895095
11.64,92.99530036071648
11.65,93.02941535988442
11.66,93.06316355767667
11.67,93.09654602475648
11.68,93.12956383178717
11.69,93.16221804943204
11.7,93.19450974835432
11.71,93.22643999921743
11.72,93.2580098726846
11.73,93.28922043941913
11.74,93.32007277008428
11.75,93.35056793534342
11.76,93.3807070058598
11.77,93.4104910522967
11.78,93.43992114531748
11.79,93.46899835558538
11.8,93.49772375376372
11.81,93.5260984105158
11.82,93.55412339650492
11.83,93.58179978239434
11.84,93.60912863884742
11.85,93.63611103652742
11.86,93.66274804609763
11.87,93.68904073822137
11.88,93.71499018356192
11.89,93.74059745278257
11.9,93.76586361654662
11.91,93.7907897455174
11.92,93.81537691035815
11.93,93.83962618173224
11.94,93.86353863030288
11.95,93.88711532673344
11.96,93.9103573416872
11.97,93.9332657458274
11.98,93.95584160981744
11.99,93.97808600432056
12.0,94.0
12.01,94.02158496080077
12.02,94.04284342379412
12.03,94.063778219333
12.04,94.08439217777024
12.05,94.10468812945888
12.06,94.12466890475172
12.07,94.1443373340018
12.08,94.16369624756194
12.09,94.1827484757851
12.1,94.20149684902417
12.11,94.21994419763207
12.12,94.23809335196177
12.13,94.25594714236608
12.14,94.273508399198
12.15,94.29077995281044
12.16,94.30776463355632
12.17,94.32446527178853
12.18,94.34088469785996
12.19,94.35702574212355
12.2,94.3728912349323
12.21,94.38848400663902
12.22,94.40380688759666
12.23,94.41886270815812
12.24,94.43365429867636
12.25,94.44818448950426
12.26,94.46245611099476
12.27,94.47647199350074
12.28,94.49023496737514
12.29,94.50374786297088
12.3,94.51701351064092
12.31,94.53003474073807
12.32,94.54281438361537
12.33,94.55535526962558
12.34,94.56766022912178
12.35,94.5797320924568
12.36,94.59157368998358
12.37,94.603187852055
12.38,94.614577409024
12.39,94.62574519124354
12.4,94.6366940290665
12.41,94.64742675284576
12.42,94.6579461929343
12.43,94.668255179685
12.44,94.67835654345078
12.45,94.68825311458454
12.46,94.69794772343926
12.47,94.7074432003678
12.48,94.71674237572306
12.49,94.725848079858
12.5,94.73476314312552
12.51,94.74349039587858
12.52,94.75203266847
12.53,94.7603927912528
12.54,94.76857359457983
12.55,94.776577908804
12.56,94.78440856427832
12.57,94.79206839135556
12.58,94.79956022038874
12.59,94.80688688173078
12.6,94.81405120573456
12.61,94.82105602275296
12.62,94.82790416313898
12.63,94.8345984572455
12.64,94.84114173542542
12.65,94.84753682803168
12.66,94.8537865654172
