wind_speed,GE Vernova GE 1.5s
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.6253049135390762
3.52,1.265451351895614
3.53,1.9198808398869895
3.54,2.5880349023306928
3.55,3.2693550640441
3.56,3.9632828498447017
3.57,4.669259784549872
3.58,5.386727392977107
3.59,6.115127199943776
3.6,6.853900730267377
3.61,7.602489508765272
3.62,8.360335060254968
3.63,9.12687890955383
3.64,9.901562581479356
3.65,10.683827600848913
3.66,11.473115492479996
3.67,12.26886778118998
3.68,13.070525991796355
3.69,13.8775316491165
3.7,14.689326277967908
3.71,15.505351403167944
3.72,16.325048549534113
3.73,17.147859241883772
3.74,17.973225005034436
3.75,18.80058736380345
3.76,19.629387843008303
3.77,20.459067967466453
3.78,21.28906926199526
3.79,22.118833251412227
3.8,22.94780146053472
3.81,23.77541541418025
3.82,24.601116637166168
3.83,25.424346654309986
3.84,26.24454699042906
3.85,27.061159170340893
3.86,27.873624718862857
3.87,28.68138516081245
3.88,29.483882021007027
3.89,30.28055682426411
3.9,31.07085109540105
3.91,31.85420635923535
3.92,32.630064140584366
3.93,33.39786596426562
3.94,34.15705335509645
3.95,34.90706783789439
3.96,35.64735093747679
3.97,36.37734417866113
3.98,37.09648908626481
3.99,37.8042271851053
4.0,38.5
4.01,39.18341153094892
4.02,39.854715678682325
4.03,40.51432881911313
4.04,41.16266732815402
4.05,41.80014758171791
4.06,42.42718595571765
4.07,43.04419882606608
4.08,43.65160256867596
4.09,44.24981355946018
4.1,44.83924817433155
4.11,45.420322789203
4.12,45.993453779987206
4.13,46.55905752259709
4.14,47.11755039294548
4.15,47.66934876694525
4.16,48.21486902050914
4.17,48.754527529550046
4.18,49.28874066998078
4.19,49.81792481771424
4.2,50.342496348663175
4.21,50.86287163874045
4.22,51.37946706385888
4.23,51.89269899993137
4.24,52.40298382287066
4.25,52.91073790858964
4.26,53.416377633001126
4.27,53.92031937201797
4.28,54.42297950155303
4.29,54.92477439751906
4.3,55.426120435828935
4.31,55.92743399239551
4.32,56.42913144313164
4.33,56.93162916395008
4.34,57.435343530763696
4.35,57.94069091948535
4.36,58.44808770602789
4.37,58.95795026630408
4.38,59.4706949762268
4.39,59.98673821170887
4.4,60.50649634866318
4.41,61.03038576300247
4.42,61.55882283063962
4.43,62.09222392748746
4.44,62.631005429458895
4.45,63.17558371246663
4.46,63.72637515242357
4.47,64.28379612524253
4.48,64.8482630068364
4.49,65.42019217311794
4.5,66.0
4.51,66.58802096266515
4.52,67.18426193337494
4.53,67.78864788366057
4.54,68.40110378505322
4.55,69.02155460908416
4.56,69.64992532728462
4.57,70.28614091118588
4.58,70.93012633231908
4.59,71.58180656221548
4.6,72.2411065724063
4.61,72.90795133442285
4.62,73.58226581979626
4.63,74.26397500005778
4.64,74.95300384673864
4.65,75.6492773313702
4.66,76.35272042548348
4.67,77.06325810060983
4.68,77.78081532828045
4.69,78.50531708002663
4.7,79.23668832737951
4.71,79.97485404187032
4.72,80.71973919503036
4.73,81.47126875839089
4.74,82.22936770348298
4.75,82.993961001838
4.76,83.76497362498712
4.77,84.54233054446158
4.78,85.32595673179273
4.79,86.11577715851156
4.8,86.91171679614946
4.81,87.71370061623763
4.82,88.52165359030737
4.83,89.33550068988976
4.84,90.1551668865161
4.85,90.98057715171764
4.86,91.81165645702563
4.87,92.64832977397126
4.88,93.49052207408576
4.89,94.33815832890036
4.9,95.19116350994636
4.91,96.04946258875484
4.92,96.91298053685712
4.93,97.78164232578446
4.94,98.65537292706811
4.95,99.53409731223918
4.96,100.41774045282898
4.97,101.3062273203687
4.98,102.1994828863897
4.99,103.09743212242304
5.0,104.0
5.01,104.90712352723624
5.02,105.81878785858515
5.03,106.73499018508458
5.04,107.65572769777216
5.05,108.58099758768572
5.06,109.51079704586309
5.07,110.44512326334208
5.08,111.38397343116038
5.09,112.3273447403558
5.1,113.27523438196616
5.11,114.22763954702933
5.12,115.18455742658286
5.13,116.1459852116647
5.14,117.1119200933126
5.15,118.0823592625644
5.16,119.05729991045776
5.17,120.03673922803053
5.18,121.02067440632052
5.19,122.00910263636555
5.2,123.00202110920328
5.21,123.99942701587156
5.22,125.00131754740818
5.23,126.007689894851
5.24,127.0185412492376
5.25,128.0338688016059
5.26,129.05366974299366
5.27,130.07794126443875
5.28,131.1066805569789
5.29,132.13988481165177
5.3,133.17755121949529
5.31,134.21967697154716
5.32,135.26625925884534
5.33,136.31729527242734
5.34,137.37278220333113
5.35,138.4327172425944
5.36,139.49709758125508
5.37,140.5659204103508
5.38,141.63918292091932
5.39,142.71688230399857
5.4,143.79901575062635
5.41,144.8855804518402
5.42,145.9765735986782
5.43,147.0719923821779
5.44,148.17183399337728
5.45,149.276095623314
5.46,150.3847744630258
5.47,151.49786770355053
5.48,152.61537253592616
5.49,153.73728615119012
5.5,154.8636057403804
5.51,155.9943284945347
5.52,157.12945160469087
5.53,158.26897226188683
5.54,159.41288765716007
5.55,160.5611949815485
5.56,161.71389142609002
5.57,162.87097418182228
5.58,164.03244043978307
5.59,165.1982873910102
5.6,166.36851222654147
5.61,167.54311213741474
5.62,168.72208431466763
5.63,169.905425949338
5.64,171.09313423246354
5.65,172.2852063550823
5.66,173.4816395082318
5.67,174.6824308829499
5.68,175.88757767027442
5.69,177.09707706124317
5.7,178.3109262468938
5.71,179.52912241826428
5.72,180.75166276639212
5.73,181.97854448231556
5.74,183.20976475707192
5.75,184.4453207816992
5.76,185.68520974723504
5.77,186.92942884471745
5.78,188.17797526518424
5.79,189.43084619967283
5.8,190.68803883922124
5.81,191.9495503748673
5.82,193.2153779976489
5.83,194.48551889860343
5.84,195.75997026876897
5.85,197.03872929918325
5.86,198.32179318088413
5.87,199.6091591049092
5.88,200.90082426229628
5.89,202.1967858440833
5.9,203.4970410413081
5.91,204.80158704500823
5.92,206.1104210462215
5.93,207.4235402359858
5.94,208.74094180533905
5.95,210.0626229453187
5.96,211.3885808469627
5.97,212.71881270130888
5.98,214.05331569939503
5.99,215.39208703225884
6.0,216.7351238909381
6.01,218.08242346647063
6.02,219.43398294989427
6.03,220.78979953224683
6.04,222.1498704045659
6.05,223.51419275788936
6.06,224.88276378325503
6.07,226.2555806717008
6.08,227.63264061426423
6.09,229.01394080198315
6.1,230.3994784258954
6.11,231.78925067703895
6.12,233.18325474645127
6.13,234.58148782517023
6.14,235.9839471042337
6.15,237.39062977467952
6.16,238.80153302754528
6.17,240.2166540538688
6.18,241.63599004468796
6.19,243.05953819104064
6.2,244.48729568396436
6.21,245.91925971449703
6.22,247.3554274736764
6.23,248.7957961525404
6.24,250.24036294212664
6.25,251.689125033473
6.26,253.1420796176172
6.27,254.59922388559707
6.28,256.0605550284505
6.29,257.526070237215
6.3,258.99576670292856
6.31,260.4696416166289
6.32,261.9476921693539
6.33,263.4299155521412
6.34,264.9163089560286
6.35,266.40686957205395
6.36,267.9015945912552
6.37,269.4004812046697
6.38,270.9035266033356
6.39,272.4107279782905
6.4,273.9220825205724
6.41,275.4375874212188
6.42,276.9572398712676
6.43,278.4810370617566
6.44,280.0089761837238
6.45,281.5410544282066
6.46,283.07726898624287
6.47,284.6176170488706
6.48,286.1620958071276
6.49,287.71070245205124
6.5,289.2634341746797
6.51,290.8202881660505
6.52,292.38126161720163
6.53,293.946351719171
6.54,295.515555662996
6.55,297.08887063971457
6.56,298.66629384036463
6.57,300.247822455984
6.58,301.8334536776102
6.59,303.4231846962811
6.6,305.01701270303454
6.61,306.61493488890846
6.62,308.2169484449403
6.63,309.823050562168
6.64,311.4332384316295
6.65,313.04750924436246
6.66,314.66586019140465
6.67,316.2882884637937
6.68,317.9147912525676
6.69,319.5453657487643
6.7,321.1800091434212
6.71,322.81871862757623
6.72,324.46149139226725
6.73,326.1083246285321
6.74,327.7592155274083
6.75,329.41416127993386
6.76,331.07315907714644
6.77,332.73620611008386
6.78,334.4032995697842
6.79,336.0744366472847
6.8,337.74961453362346
6.81,339.42883041983816
6.82,341.1120814969669
6.83,342.799364956047
6.84,344.4906779881164
6.85,346.186017784213
6.86,347.88538153537456
6.87,349.58876643263886
6.88,351.29616966704344
6.89,353.0075884296264
6.9,354.7230199114256
6.91,356.4424613034784
6.92,358.16590979682286
6.93,359.8933625824968
6.94,361.624816851538
6.95,363.360269794984
6.96,365.0997186038729
6.97,366.8431604692422
6.98,368.59059258212994
6.99,370.34201213357375
7.0,372.0974163146114
7.01,373.8568023162808
7.02,375.6201673296195
7.03,377.38750854566575
7.04,379.1588231554568
7.05,380.9341083500308
7.06,382.7133613204253
7.07,384.4965792576783
7.08,386.2837593528273
7.09,388.0748987969104
7.1,389.8699947809651
7.11,391.6690444960296
7.12,393.4720451331411
7.13,395.2789938833377
7.14,397.0898879376572
7.15,398.9047244871375
7.16,400.7235007228161
7.17,402.546213835731
7.18,404.3728610169198
7.19,406.20343945742064
7.2,408.0379463482708
7.21,409.87637888050847
7.22,411.7187342451712
7.23,413.5650096332969
7.24,415.4152022359233
7.25,417.26930924408816
7.26,419.1273278488294
7.27,420.9892552411845
7.28,422.8550886121917
7.29,424.72482515288834
7.3,426.5984620543125
7.31,428.4759965075017
7.32,430.3574257034942
7.33,432.2427468333272
7.34,434.1319570880388
7.35,436.02505365866665
7.36,437.922033736249
7.37,439.8228945118229
7.38,441.7276331764266
7.39,443.6362469210976
7.4,445.54873293687416
7.41,447.4650884147936
7.42,449.3853105458938
7.43,451.3093965212126
7.44,453.2373435317881
7.45,455.1691487686575
7.46,457.1048094228588
7.47,459.0443226854301
7.48,460.9876857474088
7.49,462.9348957998328
7.5,464.8859500337399
7.51,466.8408456401678
7.52,468.7995798101544
7.53,470.7621497347375
7.54,472.728552604955
7.55,474.6987856118442
7.56,476.6728459464433
7.57,478.6507307997902
7.58,480.6324373629223
7.59,482.6179628268775
7.6,484.6073043826936
7.61,486.60045922140864
7.62,488.59742453406
7.63,490.5981975116857
7.64,492.6027753453234
7.65,494.6111552260112
7.66,496.6233343447865
7.67,498.6393098926872
7.68,500.659079060751
7.69,502.68263904001606
7.7,504.7099870215198
7.71,506.7411201963001
7.72,508.7760357553945
7.73,510.81473088984137
7.74,512.857202790678
7.75,514.9034486489423
7.76,516.9534656556722
7.77,519.0072510019052
7.78,521.0648018786794
7.79,523.1261154770324
7.8,525.1911889880018
7.81,527.2600196026258
7.82,529.3326045119422
7.83,531.4089409069883
7.84,533.4890259788021
7.85,535.5728569184215
7.86,537.6604309168845
7.87,539.7517451652284
7.88,541.8467968544911
7.89,543.9455831757105
7.9,546.0481013199246
7.91,548.1543484781707
7.92,550.2643218414868
7.93,552.3780186009109
7.94,554.4954359474806
7.95,556.6165710722333
7.96,558.7414211662076
7.97,560.8699834204403
7.98,563.0022550259705
7.99,565.1382331738348
8.0,567.2779150550713
8.01,569.421297860718
8.02,571.5683787818125
8.03,573.7191550093927
8.04,575.8736237344964
8.05,578.0317821481616
8.06,580.1936274414255
8.07,582.3591568053259
8.08,584.5283674309013
8.09,586.7012565091887
8.1,588.8778212312266
8.11,591.0580587880522
8.12,593.2419663707035
8.13,595.4295411702186
8.14,597.6207803776348
8.15,599.8156811839899
8.16,602.0142407803219
8.17,604.2164563576687
8.18,606.4223251070676
8.19,608.6318442195568
8.2,610.8450108861739
8.21,613.0618222979574
8.22,615.282275645944
8.23,617.5063681211719
8.24,619.734096914679
8.25,621.9654592175028
8.26,624.2004522206812
8.27,626.4390731152523
8.28,628.6813190922537
8.29,630.927187342723
8.3,633.1766750576986
8.31,635.4297794282172
8.32,637.6864976453174
8.33,639.9468269000367
8.34,642.210764383413
8.35,644.478307286484
8.36,646.7494528002876
8.37,649.0241981158615
8.38,651.302540424244
8.39,653.5844769164717
8.4,655.8700047835832
8.41,658.1591212166161
8.42,660.4518234066082
8.43,662.7481085445975
8.44,665.0479738216214
8.45,667.351416428718
8.46,669.6584335569253
8.47,671.9690223972805
8.48,674.2831801408213
8.49,676.6009039785862
8.5,678.9221911016123
8.51,681.2470387009379
8.52,683.5754439676004
8.53,685.9074040926379
8.54,688.2429162670879
8.55,690.581977681989
8.56,692.9245855283775
8.57,695.2707369972923
8.58,697.6204292797709
8.59,699.9736595668508
8.6,702.3304250495701
8.61,704.6907229189667
8.62,707.054550366078
8.63,709.4219045819427
8.64,711.7927827575973
8.65,714.16718208408
8.66,716.545099752429
8.67,718.9265329536817
8.68,721.311478878876
8.69,723.6999347190498
8.7,726.0918976652408
8.71,728.4873649084869
8.72,730.8863336398256
8.73,733.2888010502948
8.74,735.6947643309323
8.75,738.1042206727759
8.76,740.5171672668635
8.77,742.9336013042325
8.78,745.3535199759212
8.79,747.776920472967
8.8,750.2037999864083
8.81,752.6341557072822
8.82,755.0679848266263
8.83,757.505284535479
8.84,759.9460520248779
8.85,762.3902844858605
8.86,764.8379791094651
8.87,767.2891330867291
8.88,769.7437436086908
8.89,772.2018078663872
8.9,774.6633230508564
8.91,777.1282863531363
8.92,779.5966949642648
8.93,782.0685460752792
8.94,784.5438368772177
8.95,787.022564561118
8.96,789.5047263180184
8.97,791.9903193389555
8.98,794.479340814968
8.99,796.9717879370933
9.0,799.4676578963692
9.01,801.9669478838339
9.02,804.4696550905246
9.03,806.9757767074794
9.04,809.4853099257359
9.05,811.9982519363328
9.06,814.5145999303065
9.07,817.0343510986953
9.08,819.5575026325373
9.09,822.08405172287
9.1,824.6139955607312
9.11,827.1473313371584
9.12,829.6840562431903
9.13,832.2241674698641
9.14,834.7676622082173
9.15,837.314537649288
9.16,839.8647909841138
9.17,842.4184194037329
9.18,844.9754200991827
9.19,847.5357902615011
9.2,850.0995270817259
9.21,852.666627750895
9.22,855.237089460046
9.23,857.8109094002167
9.24,860.3880847624448
9.25,862.9686127377684
9.26,865.5524905172249
9.27,868.1397152918521
9.28,870.7302842526882
9.29,873.3241945907706
9.3,875.921443497138
9.31,878.5220281628269
9.32,881.1259457788752
9.33,883.7331935363213
9.34,886.3437686262027
9.35,888.9576682395575
9.36,891.574889567423
9.37,894.1954298008372
9.38,896.8192861308386
9.39,899.4464557484634
9.4,902.0769358447508
9.41,904.7107236107375
9.42,907.3478162374624
9.43,909.9882109159624
9.44,912.6319048372756
9.45,915.27889519244
9.46,917.9291791724931
9.47,920.5827539684728
9.48,923.2396167714166
9.49,925.8997647723628
9.5,928.5631951623486
9.51,931.2299051324125
9.52,933.8998918735916
9.53,936.5731525769236
9.54,939.249684433447
9.55,941.9294846341998
9.56,944.6125503702184
9.57,947.2988788325416
9.58,949.9884672122072
9.59,952.6813127002526
9.6,955.3774124877156
9.61,958.0767637656344
9.62,960.7793637250464
9.63,963.4852095569896
9.64,966.1942984525016
9.65,968.9066276026203
9.66,971.6221941983832
9.67,974.3409954308286
9.68,977.063028490994
9.69,979.7882905699172
9.7,982.5167788586358
9.71,985.2484905481884
9.72,987.9834228296116
9.73,990.721572893944
9.74,993.4629379322228
9.75,996.2075151354862
9.76,998.955301694772
9.77,1001.7062948011176
9.78,1004.4604916455614
9.79,1007.2178894191404
9.8,1009.9784853128938
9.81,1012.7422765178578
9.82,1015.5092602250708
9.83,1018.2794336255704
9.84,1021.0527939103946
9.85,1023.8293382705812
9.86,1026.609063897168
9.87,1029.391967981193
9.88,1032.1780477136936
9.89,1034.9673002857076
9.9,1037.7597228882726
9.91,1040.5553127124267
9.92,1043.3540669492077
9.93,1046.1559827896533
9.94,1048.9610574248015
9.95,1051.7692880456898
9.96,1054.5806718433564
9.97,1057.3952060088384
9.98,1060.2128877331738
9.99,1063.0337142074009
10.0,1065.8576826225567
10.01,1068.6847901696797
10.02,1071.5150340398072
10.03,1074.3484114239773
10.04,1077.1849195132272
10.05,1080.024555498596
10.06,1082.86731657112
10.07,1085.7131999218377
10.08,1088.5622027417871
10.09,1091.414322222005
10.1,1094.2695555535302
10.11,1097.1278999274
10.12,1099.9893525346529
10.13,1102.8539105663256
10.14,1105.7215712134566
10.15,1108.5923316670833
10.16,1111.4661891182436
10.17,1114.343140757975
10.18,1117.2231837773163
10.19,1120.1063153673044
10.2,1122.9925327189771
10.21,1125.8818330233732
10.22,1128.7742134715288
10.23,1131.6696712544826
10.24,1134.5682035632724
10.25,1137.469807588936
10.26,1140.374480522511
10.27,1143.2822195550357
10.28,1146.193021877547
10.29,1149.1068846810829
10.3,1152.0238051566826
10.31,1154.9437804953814
10.32,1157.866807888219
10.33,1160.7928845262325
10.34,1163.7220076004596
10.35,1166.6541743019384
10.36,1169.5893818217064
10.37,1172.5276273508016
10.38,1175.4689080802625
10.39,1178.413221201125
10.4,1181.3605639044283
10.41,1184.3109333812097
10.42,1187.2643268225077
10.43,1190.2207414193588
10.44,1193.1801743628016
10.45,1196.142622843874
10.46,1199.1080840536142
10.47,1202.076555183059
10.48,1205.048033423246
10.49,1208.022515965214
10.5,1211.0
10.51,1213.980309606426
10.52,1216.9625764144491
10.53,1219.9457589418105
10.54,1222.92881570625
10.55,1225.9107052255106
10.56,1228.8903860173311
10.57,1231.8668165994534
10.58,1234.8389554896182
10.59,1237.8057612055668
10.6,1240.7661922650398
10.61,1243.7192071857785
10.62,1246.6637644855232
10.63,1249.598822682016
10.64,1252.5233402929962
10.65,1255.436275836206
10.66,1258.3365878293855
10.67,1261.2232347902764
10.68,1264.0951752366193
10.69,1266.9513676861548
10.7,1269.7907706566243
10.71,1272.6123426657696
10.72,1275.4150422313296
10.73,1278.1978278710462
10.74,1280.9596581026608
10.75,1283.6994914439135
10.76,1286.416286412546
10.77,1289.1090015262992
10.78,1291.776595302913
10.79,1294.41802626013
10.8,1297.0322529156897
10.81,1299.6182337873338
10.82,1302.1749273928026
10.83,1304.7012922498377
10.84,1307.196286876179
10.85,1309.6588697895693
10.86,1312.0879995077476
10.87,1314.4826345484555
10.88,1316.8417334294354
10.89,1319.164254668426
10.9,1321.4491567831694
10.91,1323.6953982914067
10.92,1325.901937710878
10.93,1328.0677335593243
10.94,1330.1917443544871
10.95,1332.2729286141073
10.96,1334.3102448559262
10.97,1336.3026515976835
10.98,1338.249107357121
10.99,1340.1485706519793
11.0,1342.0
11.01,1343.8027594275052
11.02,1345.5578349951456
11.03,1347.2666182721546
11.04,1348.9305008277638
11.05,1350.5508742312068
11.06,1352.129130051715
11.07,1353.6666598585218
11.08,1355.1648552208596
11.09,1356.625107707961
11.1,1358.0488088890586
11.11,1359.437350333385
11.12,1360.792123610173
11.13,1362.1145202886546
11.14,1363.4059319380628
11.15,1364.6677501276306
11.16,1365.9013664265897
11.17,1367.1081724041728
11.18,1368.2895596296134
11.19,1369.4469196721434
11.2,1370.5816441009954
11.21,1371.6951244854024
11.22,1372.7887523945965
11.23,1373.8639193978106
11.24,1374.9220170642768
11.25,1375.9644369632283
11.26,1376.9925706638974
11.27,1378.0078097355172
11.28,1379.0115457473191
11.29,1380.005170268537
11.3,1380.990074868403
11.31,1381.9676511161497
11.32,1382.9392905810091
11.33,1383.9063848322144
11.34,1384.8703254389984
11.35,1385.8325039705935
11.36,1386.7943119962315
11.37,1387.7571410851465
11.38,1388.7223828065698
11.39,1389.6914287297348
11.4,1390.6656704238735
11.41,1391.646499458219
11.42,1392.6353074020035
11.43,1393.6334858244595
11.44,1394.6424262948206
11.45,1395.6635203823178
11.46,1396.698159656185
11.47,1397.7477356856543
11.48,1398.8136400399578
11.49,1399.897264288329
11.5,1401.0
11.51,1402.122828683553
11.52,1403.265091604967
11.53,1404.4257199695712
11.54,1405.6036449826934
11.55,1406.7977978496635
11.56,1408.007109775809
11.57,1409.2305119664593
11.58,1410.4669356269433
11.59,1411.7153119625889
11.6,1412.974572178725
11.61,1414.2436474806814
11.62,1415.521469073785
11.63,1416.806968163366
11.64,1418.0990759547526
11.65,1419.3967236532735
11.66,1420.6988424642568
11.67,1422.0043635930317
11.68,1423.3122182449274
11.69,1424.6213376252715
11.7,1425.9306529393934
11.71,1427.239095392622
11.72,1428.545596190285
11.73,1429.8490865377128
11.74,1431.1484976402323
11.75,1432.442760703173
11.76,1433.7308069318638
11.77,1435.011567531633
11.78,1436.2839737078093
11.79,1437.5469566657218
11.8,1438.7994476106992
11.81,1440.0403777480694
11.82,1441.2686782831618
11.83,1442.4832804213047
11.84,1443.6831153678272
11.85,1444.8671143280578
11.86,1446.0342085073248
11.87,1447.1833291109576
11.88,1448.313407344285
11.89,1449.4233744126348
11.9,1450.5121615213363
11.91,1451.578699875718
11.92,1452.6219206811088
11.93,1453.640755142837
11.94,1454.6341344662317
11.95,1455.6009898566213
11.96,1456.540252519335
11.97,1457.450853659701
11.98,1458.3317244830478
11.99,1459.1817961947045
12.0,1460.0
12.01,1460.785589838283
12.02,1461.539110584986
12.03,1462.261429849562
12.04,1462.9534152414622
12.05,1463.6159343701406
12.06,1464.2498548450494
12.07,1464.856044275641
12.08,1465.4353702713684
12.09,1465.9887004416837
12.1,1466.51690239604
12.11,1467.02084374389
12.12,1467.5013920946858
12.13,1467.9594150578807
12.14,1468.395780242927
12.15,1468.8113552592772
12.16,1469.2070077163844
12.17,1469.5836052237005
12.18,1469.9420153906783
12.19,1470.2831058267711
12.2,1470.6077441414309
12.21,1470.9167979441102
12.22,1471.211134844262
12.23,1471.4916224513397
12.24,1471.7591283747945
12.25,1472.0145202240792
12.26,1472.258665608647
12.27,1472.492432137951
12.28,1472.7166874214424
12.29,1472.932299068575
12.3,1473.1401346888013
12.31,1473.3410618915736
12.32,1473.5359482863444
12.33,1473.7256614825667
12.34,1473.9110690896928
12.35,1474.093038717176
12.36,1474.2724379744675
12.37,1474.4501344710216
12.38,1474.6269958162902
12.39,1474.803889619726
12.4,1474.9816834907813
12.41,1475.1612450389089
12.42,1475.3434418735617
12.43,1475.529141604192
12.44,1475.719211840253
12.45,1475.9145201911963
12.46,1476.1159342664755
12.47,1476.3243216755432
12.48,1476.5405500278512
12.49,1476.7654869328526
12.5,1477.0
12.51,1477.2447479633147
12.52,1477.4995540550883
12.53,1477.7640326321823
12.54,1478.0377980514577
12.55,1478.3204646697748
12.56,1478.611646843994
12.57,1478.910958930977
12.58,1479.2180152875842
12.59,1479.5324302706763
12.6,1479.8538182371142
12.61,1480.1817935437589
12.62,1480.5159705474705
12.63,1480.8559636051102
12.64,1481.2013870735389
12.65,1481.5518553096178
12.66,1481.9069826702068
12.67,1482.2663835121673
12.68,1482.6296721923595
12.69,1482.996463067645
12.7,1483.366370494884
12.71,1483.739008830937
12.72,1484.1139924326656
12.73,1484.4909356569303
12.74,1484.8694528605915
12.75,1485.2491584005104
12.76,1485.629666633548
12.77,1486.0105919165646
12.78,1486.3915486064209
12.79,1486.772151059978
12.8,1487.1520136340966
12.81,1487.5307506856377
12.82,1487.9079765714614
12.83,1488.2833056484294
12.84,1488.656352273402
12.85,1489.02673080324
12.86,1489.394055594804
12.87,1489.7579410049557
12.88,1490.1180013905546
12.89,1490.4738511084624
12.9,1490.8251045155396
12.91,1491.171375968647
12.92,1491.5122798246452
12.93,1491.847430440395
12.94,1492.1764421727576
12.95,1492.4989293785934
12.96,1492.8145064147634
12.97,1493.1227876381286
12.98,1493.4233874055487
12.99,1493.715920073886
13.0,1494.0
13.01,1494.2753303084596
13.02,1494.5419691946618
13.03,1494.80006362171
13.04,1495.049760552709
13.05,1495.2912069507631
13.06,1495.5245497789765
13.07,1495.7499360004526
13.08,1495.967512578297
13.09,1496.1774264756125
13.1,1496.3798246555048
13.11,1496.5748540810769
13.12,1496.7626617154335
13.13,1496.943394521679
13.14,1497.1171994629171
13.15,1497.284223502253
13.16,1497.4446136027896
13.17,1497.5985167276324
13.18,1497.7460798398847
13.19,1497.8874499026508
13.2,1498.0227738790352
13.21,1498.1521987321426
13.22,1498.2758714250765
13.23,1498.393938920941
13.24,1498.5065481828406
13.25,1498.6138461738797
13.26,1498.715979857163
13.27,1498.8130961957934
13.28,1498.9053421528758
13.29,1498.9928646915146
13.3,1499.0758107748145
