wind_speed,Wind World W2700
1.86,0.1523693935904059
1.87,0.141875514433137
1.88,0.1312950466189056
1.89,0.1206346508136318
1.9,0.1099009876832359
1.91,0.0991007178936377
1.92,0.0882405021107581
1.93,0.0773270010005166
1.94,0.066366875228834
1.95,0.0553667854616299
1.96,0.0443333923648256
1.97,0.0332733566043399
1.98,0.0221933388460935
1.99,0.0110999997560067
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.022535402475062
3.02,0.0457377682125447
3.03,0.0696079938828436
3.04,0.0941469761563609
3.05,0.1193556117034923
3.06,0.1452347971946395
3.07,0.171785429300199
3.08,0.1990084046905735
3.09,0.2269046200361576
3.1,0.2554749720073536
3.11,0.2847203572745584
3.12,0.3146416725081725
3.13,0.345239814378595
3.14,0.3765156795562241
3.15,0.4084701647114581
3.16,0.4411041665146993
3.17,0.4744185816363422
3.18,0.5084143067467897
3.19,0.5430922385164376
3.2,0.5784532736156883
3.21,0.6144983087149368
3.22,0.651228240484586
3.23,0.6886439655950322
3.24,0.7267463807166767
3.25,0.7655363825199156
3.26,0.8050148676751503
3.27,0.8451827328527803
3.28,0.8860408747232013
3.29,0.9275901899568172
3.3,0.9698315752240216
3.31,1.012765927195218
3.32,1.056394142540802
3.33,1.100717117931176
3.34,1.145735750036735
3.35,1.191450935527883
3.36,1.237863571075014
3.37,1.2849745533485306
3.38,1.33278477901883
3.39,1.381295144756313
3.4,1.4305065472313745
3.41,1.4804198831144193
3.42,1.531036049075842
3.43,1.5823559417860449
3.44,1.6343804579154226
3.45,1.6871104941343795
3.46,1.7405469471133084
3.47,1.7946907135226158
3.48,1.8495426900326932
3.49,1.905103773313946
3.5,1.9613748600367684
3.51,2.0183568468715616
3.52,2.076050630488725
3.53,2.134457107558656
3.54,2.1935771747517565
3.55,2.253411728738422
3.56,2.313961666189054
3.57,2.375227883774051
3.58,2.437211278163812
3.59,2.4999127460287345
3.6,2.5633331840392204
3.61,2.627473488865665
3.62,2.692334557178472
3.63,2.757917285648035
3.64,2.8242225709447584
3.65,2.891251309739036
3.66,2.959004398701272
3.67,3.02748273450186
3.68,3.096687213811206
3.69,3.1666187332997
3.7,3.2372781896377507
3.71,3.3086664794957485
3.72,3.3807844995441
3.73,3.4536331464531966
3.74,3.527213316893446
3.75,3.6015259075352364
3.76,3.676571815048974
3.77,3.752351936105061
3.78,3.8288671673738888
3.79,3.906118405525862
3.8,3.984106547231374
3.81,4.062832489160832
3.82,4.142297127984627
3.83,4.222501360373162
3.84,4.3034460829968335
3.85,4.385132192526046
3.86,4.467560585631191
3.87,4.550732158982674
3.88,4.634647809250888
3.89,4.719308433106239
3.9,4.80471492721912
3.91,4.890868188259934
3.92,4.977769112899077
3.93,5.065418597806952
3.94,5.15381753965395
3.95,5.242966835110481
3.96,5.332867380846935
3.97,5.423520073533718
3.98,5.51492580984122
3.99,5.607085486439852
4.0,5.7
4.01,5.793669778332132
4.02,5.888093373806945
4.03,5.983268869935214
4.04,6.079194350227676
4.05,6.175867898195108
4.06,6.273287597348269
4.07,6.371451531197927
4.08,6.47035778325483
4.09,6.570004437029743
4.1,6.670389576033434
4.11,6.771511283776665
4.12,6.873367643770189
4.13,6.975956739524767
4.14,7.079276654551168
4.15,7.183325472360158
4.16,7.288101276462483
4.17,7.393602150368911
4.18,7.499826177590205
4.19,7.606771441637135
4.2,7.714436026020444
4.21,7.822818014250904
4.22,7.931915489839274
4.23,8.041726536296325
4.24,8.152249237132803
4.25,8.263481675859476
4.26,8.375421935987104
4.27,8.488068101026451
4.28,8.601418254488289
4.29,8.715470479883358
4.3,8.830222860722428
4.31,8.945673480516266
4.32,9.061820422775634
4.33,9.17866177101128
4.34,9.296195608733976
4.35,9.414420019454482
4.36,9.533333086683566
4.37,9.652932893931975
4.38,9.773217524710478
4.39,9.894185062529836
4.4,10.01583359090082
4.41,10.138161193334176
4.42,10.261165953340663
4.43,10.38484595443106
4.44,10.509199280116125
4.45,10.634224013906604
4.46,10.759918239313269
4.47,10.88628003984688
4.48,11.01330749901821
4.49,11.140998700337995
4.5,11.269351727317014
4.51,11.398364663466028
4.52,11.52803559229579
4.53,11.65836259731708
4.54,11.789343762040636
4.55,11.920977169977231
4.56,12.053260904637629
4.57,12.186193049532587
4.58,12.319771688172867
4.59,12.453994904069228
4.6,12.588860780732432
4.61,12.724367401673256
4.62,12.860512850402436
4.63,12.997295210430742
4.64,13.13471256526894
4.65,13.272762998427805
4.66,13.411444593418066
4.67,13.550755433750506
4.68,13.690693602935884
4.69,13.831257184484969
4.7,13.9724442619085
4.71,14.114252918717254
4.72,14.256681238421988
4.73,14.399727304533476
4.74,14.543389200562462
4.75,14.687665010019712
4.76,14.832552816415983
4.77,14.978050703262053
4.78,15.12415675406868
4.79,15.270869052346608
4.8,15.418185681606603
4.81,15.566104725359445
4.82,15.714624267115887
4.83,15.863742390386678
4.84,16.013457178682582
4.85,16.163766715514374
4.86,16.314669084392815
4.87,16.46616236882865
4.88,16.61824465233265
4.89,16.770914018415567
4.9,16.924168550588195
4.91,17.078006332361255
4.92,17.232425447245525
4.93,17.387423978751766
4.94,17.543000010390752
4.95,17.699151625673224
4.96,17.855876908109945
4.97,18.01317394121169
4.98,18.171040808489224
4.99,18.32947559345329
5.0,18.488476379614653
5.01,18.648041250484077
5.02,18.80816828957232
5.03,18.968855580390173
5.04,19.13010120644835
5.05,19.291903251257647
5.06,19.454259798328813
5.07,19.61716893117261
5.08,19.780628733299803
5.09,19.94463728822114
5.1,20.109192679447396
5.11,20.274292990489343
5.12,20.439936304857717
5.13,20.606120706063283
5.14,20.77284427761681
5.15,20.94010510302909
5.16,21.107901265810824
5.17,21.276230849472807
5.18,21.4450919375258
5.19,21.61448261348057
5.2,21.784400960847865
5.21,21.95484506313845
5.22,22.12581300386308
5.23,22.29730286653254
5.24,22.469312734657564
5.25,22.64184069174892
5.26,22.81488482131738
5.27,22.988443206873697
5.28,23.16251393192865
5.29,23.337095079992974
5.3,23.51218473457744
5.31,23.68778097919281
5.32,23.863881897349863
5.33,24.04048557255933
5.34,24.21759008833198
5.35,24.395193528178588
5.36,24.57329397560992
5.37,24.75188951413671
5.38,24.930978227269744
5.39,25.11055819851976
5.4,25.290627511397567
5.41,25.471184249413863
5.42,25.652226496079443
5.43,25.833752334905075
5.44,26.015759849401515
5.45,26.19824712307951
5.46,26.38121223944983
5.47,26.56465328202324
5.48,26.748568334310512
5.49,26.93295547982238
5.5,27.11781280206962
5.51,27.303138384562995
5.52,27.48893031081327
5.53,27.675186664331207
5.54,27.86190552862755
5.55,28.04908498721307
5.56,28.236723123598534
5.57,28.42481802129472
5.58,28.61336776381234
5.59,28.8023704346622
5.6,28.99182411735504
5.61,29.18172689540164
5.62,29.37207685231274
5.63,29.562872071599102
5.64,29.75411063677151
5.65,29.94579063134072
5.66,30.137910138817467
5.67,30.330467242712533
5.68,30.52346002653667
5.69,30.716886573800668
5.7,30.91074496801525
5.71,31.1050332926912
5.72,31.29974963133926
5.73,31.49489206747023
5.74,31.690458684594827
5.75,31.886447566223836
5.76,32.082856795868004
5.77,32.27968445703811
5.78,32.476928633244924
5.79,32.67458740799918
5.8,32.87265886481164
5.81,33.07114108719308
5.82,33.270032158654274
5.83,33.469330162705944
5.84,33.66903318285888
5.85,33.86913930262384
5.86,34.06964660551161
5.87,34.27055317503289
5.88,34.47185709469847
5.89,34.673556448019134
5.9,34.875649318505644
5.91,35.07813378966872
5.92,35.28100794501915
5.93,35.48426986806769
5.94,35.687917642325125
5.95,35.89194935130217
5.96,36.096363078509626
5.97,36.30115690745824
5.98,36.50632892165879
5.99,36.711877204622
6.0,36.917799839858645
6.01,37.12409491087951
6.02,37.33076050119533
6.03,37.5377946943169
6.04,37.74519557375494
6.05,37.95296122302023
6.06,38.16108972562352
6.07,38.36957916507561
6.08,38.578427624887226
6.09,38.78763318856912
6.1,38.99719393963209
6.11,39.207107961586885
6.12,39.41737333794425
6.13,39.62798815221494
6.14,39.83895048790974
6.15,40.05025842853942
6.16,40.26191005761472
6.17,40.47390345864639
6.18,40.68623671514522
6.19,40.89890791062198
6.2,41.11191512858738
6.21,41.32525645255223
6.22,41.53892996602726
6.23,41.75293375252327
6.24,41.96726589555098
6.25,42.18192447862116
6.26,42.39690758524458
6.27,42.612213298932005
6.28,42.82783970319421
6.29,43.04378488154192
6.3,43.26004691748592
6.31,43.47662389453697
6.32,43.69351389620584
6.33,43.91071500600326
6.34,44.128225307440005
6.35,44.34604288402686
6.36,44.56416581927458
6.37,44.78259219669389
6.38,45.00132009979558
6.39,45.22034761209041
6.4,45.43967281708915
6.41,45.659293798302535
6.42,45.87920863924135
6.43,46.099415423416346
6.44,46.3199122343383
6.45,46.54069715551796
6.46,46.761768270466064
6.47,46.98312366269341
6.48,47.20476141571076
6.49,47.42667961302885
6.5,47.648876338158445
6.51,47.87134967461033
6.52,48.09409770589524
6.53,48.31711851552396
6.54,48.54041018700724
6.55,48.76397080385582
6.56,48.987798449580495
6.57,49.211891207692034
6.58,49.43624716170115
6.59,49.66086439511862
6.6,49.88574099145524
6.61,50.11087503422177
6.62,50.33626460692892
6.63,50.561907793087485
6.64,50.78780267620822
6.65,51.01394733980192
6.66,51.24033986737929
6.67,51.46697834245112
6.68,51.69386084852816
6.69,51.92098546912122
6.7,52.148350287740975
6.71,52.37595338789825
6.72,52.60379285310378
6.73,52.83186676686836
6.74,53.06017321270272
6.75,53.288710274117605
6.76,53.51747603462383
6.77,53.74646857773211
6.78,53.97568598695325
6.79,54.20512634579795
6.8,54.434787737777015
6.81,54.66466824640119
6.82,54.89476595518128
6.83,55.12507894762797
6.84,55.35560530725209
6.85,55.586343117564354
6.86,55.81729046207556
6.87,56.048445424296425
6.88,56.27980608773774
6.89,56.51137053591029
6.9,56.74313685232481
6.91,56.97510312049205
6.92,57.20726742392277
6.93,57.43962784612776
6.94,57.67218247061777
6.95,57.90492938090355
6.96,58.13786666049586
6.97,58.37099239290547
6.98,58.60430466164317
6.99,58.83780155021967
7.0,59.07148114214576
7.01,59.30534152093219
7.02,59.53938077008971
7.03,59.77359697312912
7.04,60.00798821356116
7.05,60.24255257489658
7.06,60.47728814064616
7.07,60.71219299432068
7.08,60.94726521943085
7.09,61.182502899487446
7.1,61.417904118001246
7.11,61.65346695848302
7.12,61.88918950444352
7.13,62.12506983939348
7.14,62.36110604684367
7.15,62.59729621030492
7.16,62.8336384132879
7.17,63.07013073930342
7.18,63.30677127186221
7.19,63.54355809447508
7.2,63.78048929065274
7.21,64.01756294390599
7.22,64.25477713774556
7.23,64.49212995568226
7.24,64.72961948122678
7.25,64.96724379788994
7.26,65.20500098918245
7.27,65.44288913861512
7.28,65.68090632969871
7.29,65.91905064594397
7.3,66.15732017086162
7.31,66.39571298796248
7.32,66.6342271807573
7.33,66.87286083275681
7.34,67.11161202747182
7.35,67.35047884841303
7.36,67.58945937909127
7.37,67.82855170301724
7.38,68.06775390370174
7.39,68.30706406465549
7.4,68.54648026938935
7.41,68.78600060141396
7.42,69.02562314424013
7.43,69.26534598137863
7.44,69.50516719634024
7.45,69.74508487263567
7.46,69.98509709377572
7.47,70.22520194327114
7.48,70.4653975046327
7.49,70.70568186137115
7.5,70.94605309699725
7.51,71.18650929502175
7.52,71.42704853895545
7.53,71.66766891230911
7.54,71.90836849859343
7.55,72.14914538131923
7.56,72.38999764399725
7.57,72.63092337013828
7.58,72.87192064325302
7.59,73.11298754685227
7.6,73.35412216444679
7.61,73.59532257954736
7.62,73.83658687566472
7.63,74.07791313630962
7.64,74.31929944499284
7.65,74.56074388522515
7.66,74.80224454051728
7.67,75.04379949438
7.68,75.28540683032409
7.69,75.52706463186033
7.7,75.7687709824994
7.71,76.01052396575214
7.72,76.2523216651293
7.73,76.49416216414164
7.74,76.73604354629987
7.75,76.97796389511481
7.76,77.21992129409719
7.77,77.46191382675778
7.78,77.70393957660737
7.79,77.94599662715667
7.8,78.18808306191647
7.81,78.43019696439754
7.82,78.67233641811066
7.83,78.91449950656653
7.84,79.15668431327592
7.85,79.39888892174963
7.86,79.64111141549841
7.87,79.88334987803303
7.88,80.12560239286424
7.89,80.36786704350277
7.9,80.61014191345944
7.91,80.85242508624498
7.92,81.09471464537015
7.93,81.3370086743457
7.94,81.57930525668243
7.95,81.82160247589107
7.96,82.06389841548238
7.97,82.30619115896712
7.98,82.54847878985612
7.99,82.79075939166003
8.0,83.03303104788968
8.01,83.27529184205584
8.02,83.5175398576692
8.03,83.7597731782406
8.04,84.00198988728076
8.05,84.2441880683005
8.06,84.48636580481049
8.07,84.72852118032152
8.08,84.9706522783444
8.09,85.21275718238984
8.1,85.45483397596863
8.11,85.6968807425915
8.12,85.93889556576924
8.13,86.18087652901266
8.14,86.42282171583243
8.15,86.66472920973932
8.16,86.90659709424413
8.17,87.1484234528576
8.18,87.39020636909052
8.19,87.63194392645363
8.2,87.87363420845767
8.21,88.11527529861348
8.22,88.35686528043175
8.23,88.59840223742323
8.24,88.83988425309872
8.25,89.08130941096896
8.26,89.32267579454475
8.27,89.56398148733679
8.28,89.80522457285589
8.29,90.04640313461279
8.3,90.28751525611833
8.31,90.52855902088312
8.32,90.769532512418
8.33,91.01043381423376
8.34,91.25126100984114
8.35,91.49201218275088
8.36,91.73268541647371
8.37,91.9732787945205
8.38,92.21379040040198
8.39,92.45421831762884
8.4,92.69456062971186
8.41,92.93481542016184
8.42,93.17498077248952
8.43,93.41505477020569
8.44,93.65503549682104
8.45,93.8949210358464
8.46,94.13470947079256
8.47,94.3743988851702
8.48,94.61398736249008
8.49,94.85347298626304
8.5,95.09285383999972
8.51,95.33212800721104
8.52,95.57129357140768
8.53,95.81034861610036
8.54,96.04929122479987
8.55,96.28811948101703
8.56,96.52683146826254
8.57,96.7654252700472
8.58,97.0038989698817
8.59,97.24225065127686
8.6,97.48047839774344
8.61,97.71858029279218
8.62,97.95655441993384
8.63,98.19439886267926
8.64,98.4321117045391
8.65,98.66969102902416
8.66,98.90713491964516
8.67,99.14444145991294
8.68,99.3816087333382
8.69,99.61863482343176
8.7,99.8555178137043
8.71,100.09225578766667
8.72,100.32884682882955
8.73,100.56528902070376
8.74,100.80158044680006
8.75,101.03771919062912
8.76,101.27370333570184
8.77,101.5095309655289
8.78,101.74520016362104
8.79,101.9807090134891
8.8,102.2160555986438
8.81,102.45123800259589
8.82,102.68625430885612
8.83,102.92110260093528
8.84,103.15578096234417
8.85,103.39028747659344
8.86,103.62462022719394
8.87,103.85877729765642
8.88,104.09275677149164
8.89,104.32655673221034
8.9,104.56017526332327
8.91,104.79361044834124
8.92,105.02686037077498
8.93,105.25992311413523
8.94,105.49279676193284
8.95,105.72547939767848
8.96,105.95796910488296
8.97,106.19026396705698
8.98,106.42236206771138
8.99,106.65426149035684
9.0,106.8859603185042
9.01,107.11745663566418
9.02,107.34874852534756
9.03,107.57983407106504
9.04,107.81071135632752
9.05,108.04137846464565
9.06,108.2718334795302
9.07,108.50207448449196
9.08,108.73209956304164
9.09,108.96190679869008
9.1,109.19149427494794
9.11,109.4208600753261
9.12,109.65000228333524
9.13,109.87891898248618
9.14,110.10760825628964
9.15,110.33606818825636
9.16,110.56429686189712
9.17,110.79229236072273
9.18,111.02005276824386
9.19,111.2475761679714
9.2,111.47486064341597
9.21,111.70190427808843
9.22,111.9287051554995
9.23,112.15526135915997
9.24,112.38157097258056
9.25,112.60763207927204
9.26,112.8334427627452
9.27,113.05900110651076
9.28,113.28430519407952
9.29,113.50935310896224
9.3,113.7341429346697
9.31,113.95867275471258
9.32,114.18294065260172
9.33,114.40694471184784
9.34,114.63068301596168
9.35,114.85415364845412
9.36,115.07735469283574
9.37,115.30028423261746
9.38,115.52294035131
9.39,115.74532113242408
9.4,115.96742465947048
9.41,116.18924901595992
9.42,116.41079228540326
9.43,116.63205255131118
9.44,116.8530278971945
9.45,117.0737164065639
9.46,117.29411616293028
9.47,117.51422524980428
9.48,117.73404175069666
9.49,117.95356374911825
9.5,118.17278932857973
9.51,118.39171657259196
9.52,118.61034356466558
9.53,118.82866838831148
9.54,119.04668912704037
9.55,119.264403864363
9.56,119.48181068379012
9.57,119.69890766883252
9.58,119.91569290300096
9.59,120.13216446980614
9.6,120.34832045275893
9.61,120.56415893536996
9.62,120.77967800115016
9.63,120.99487573361016
9.64,121.20975021626072
9.65,121.42429953261268
9.66,121.63852176617672
9.67,121.8524150004637
9.68,122.06597731898428
9.69,122.27920680524926
9.7,122.4921015427694
9.71,122.70465961505552
9.72,122.91687910561828
9.73,123.12875809796851
9.74,123.34029467561696
9.75,123.55148692207436
9.76,123.7623329208515
9.77,123.97283075545914
9.78,124.18297850940806
9.79,124.39277426620892
9.8,124.60221610937268
9.81,124.81130212240993
9.82,125.02003038883146
9.83,125.22839899214809
9.84,125.4364060158705
9.85,125.64404954350952
9.86,125.85132765857584
9.87,126.05823844458033
9.88,126.26477998503375
9.89,126.47095036344668
9.9,126.67674766333008
9.91,126.88216996819462
9.92,127.08721536155107
9.93,127.29188192691018
9.94,127.49616774778276
9.95,127.70007090767952
9.96,127.90358949011129
9.97,128.10672157858875
9.98,128.30946525662267
9.99,128.51181860772385
10.0,128.71377971540306
10.01,128.91534666317102
10.02,129.1165175345385
10.03,129.31729041301628
10.04,129.51766338211513
10.05,129.71763452534583
10.06,129.9172019262191
10.07,130.11636366824564
10.08,130.3151178349363
10.09,130.51346250980183
10.1,130.711395776353
10.11,130.90891571810056
10.12,131.10602041855523
10.13,131.30270796122784
10.14,131.49897642962912
10.15,131.6948239072698
10.16,131.8902484776607
10.17,132.08524822431252
10.18,132.27982123073605
10.19,132.47396558044207
10.2,132.6676793569413
10.21,132.86096064374462
10.22,133.05380752436264
10.23,133.24621808230617
10.24,133.438190401086
10.25,133.62972256421287
10.26,133.82081265519753
10.27,134.01145875755074
10.28,134.2016589547833
10.29,134.39141133040596
10.3,134.5807139679295
10.31,134.76956495086463
10.32,134.9579623627221
10.33,135.14590428701274
10.34,135.33338880724727
10.35,135.52041400693645
10.36,135.70697796959104
10.37,135.89307877872182
10.38,136.07871451783956
10.39,136.263883270455
10.4,136.4485831200789
10.41,136.63281215022198
10.42,136.8165684443951
10.43,136.99985008610895
10.44,137.18265515887433
10.45,137.36498174620195
10.46,137.54682793160268
10.47,137.72819179858712
10.48,137.90907143066616
10.49,138.0894649113505
10.5,138.26937032415088
10.51,138.44878575257815
10.52,138.627709280143
10.53,138.80613899035623
10.54,138.98407296672858
10.55,139.16150929277083
10.56,139.33844605199374
10.57,139.51488132790803
10.58,139.6908132040245
10.59,139.86623976385386
10.6,140.04115909090694
10.61,140.21556926869448
10.62,140.38946838072724
10.63,140.562854510516
10.64,140.7357257415715
10.65,140.90808015740447
10.66,141.0799158415257
10.67,141.25123087744595
10.68,141.422023348676
10.69,141.59229133872657
10.7,141.76203293110848
10.71,141.93124620933247
10.72,142.09992925690923
10.73,142.26808015734966
10.74,142.43569699416437
10.75,142.60277785086424
10.76,142.76932081095995
10.77,142.93532395796234
10.78,143.1007853753821
10.79,143.26570314673003
10.8,143.4300753555169
10.81,143.5939000852534
10.82,143.7571754194504
10.83,143.91989944161855
10.84,144.08207023526873
10.85,144.2436858839116
10.86,144.40474447105797
10.87,144.56524408021858
10.88,144.72518279490424
10.89,144.88455869862565
10.9,145.0433698748936
10.91,145.2016144072188
10.92,145.3592903791121
10.93,145.51639587408422
10.94,145.67292897564596
10.95,145.82888776730795
10.96,145.98427033258113
10.97,146.13907475497615
10.98,146.29329911800377
10.99,146.4469415051748
11.0,146.6
11.01,146.75247205785814
11.02,146.90435262160034
11.03,147.0556360059458
11.04,147.20631652561366
11.05,147.35638849532305
11.06,147.50584622979312
11.07,147.65468404374312
11.08,147.80289625189212
11.09,147.95047716895925
11.1,148.09742110966377
11.11,148.2437223887248
11.12,148.3893753208615
11.13,148.534374220793
11.14,148.67871340323848
11.15,148.8223871829171
11.16,148.965389874548
11.17,149.1077157928504
11.18,149.24935925254337
11.19,149.39031456834613
11.2,149.53057605497784
11.21,149.6701380271577
11.22,149.80899479960473
11.23,149.9471406870382
11.24,150.08457000417724
11.25,150.22127706574105
11.26,150.35725618644867
11.27,150.49250168101938
11.28,150.6270078641723
11.29,150.76076905062658
11.3,150.89377955510142
11.31,151.02603369231588
11.32,151.15752577698927
11.33,151.2882501238406
11.34,151.4182010475891
11.35,151.54737286295395
11.36,151.67575988465427
11.37,151.80335642740917
11.38,151.930156805938
11.39,152.0561553349597
11.4,152.18134632919356
11.41,152.30572410335867
11.42,152.42928297217418
11.43,152.55201725035934
11.44,152.67392125263322
11.45,152.79498929371505
11.46,152.91521568832397
11.47,153.03459475117904
11.48,153.15312079699962
11.49,153.27078814050464
11.5,153.38759109641342
11.51,153.50352397944505
11.52,153.61858110431874
11.53,153.7327567857536
11.54,153.84604533846883
11.55,153.9584410771835
11.56,154.0699383166169
11.57,154.18053137148812
11.58,154.29021455651633
11.59,154.39898218642062
11.6,154.50682857592028
11.61,154.61374803973436
11.62,154.71973489258207
11.63,154.82478344918255
11.64,154.928888024255
11.65,155.0320429325185
11.66,155.1342424886923
11.67,155.2354810074955
11.68,155.33575280364727
11.69,155.43505219186676
11.7,155.53337348687316
11.71,155.6307110033856
11.72,155.72705905612327
11.73,155.82241195980532
11.74,155.9167640291509
11.75,156.01010957887914
11.76,156.10244292370925
11.77,156.19375837836034
11.78,156.2840502575516
11.79,156.37331287600222
11.8,156.46154054843134
11.81,156.54872758955807
11.82,156.63486831410162
11.83,156.71995703678107
11.84,156.8039880723157
11.85,156.8869557354246
11.86,156.96885434082694
11.87,157.04967820324188
11.88,157.12942163738862
11.89,157.2080789579862
11.9,157.28564447975387
11.91,157.36211251741082
11.92,157.43747738567615
11.93,157.51173339926905
11.94,157.5848748729086
11.95,157.65689612131408
11.96,157.72779145920458
11.97,157.79755520129925
11.98,157.86618166231727
11.99,157.93366515697784
12.0,158.0
12.01,158.06518284947225
12.02,158.12921973695964
12.03,158.19211903739645
12.04,158.253889125717
12.05,158.31453837685564
12.06,158.37407516574666
12.07,158.43250786732435
12.08,158.48984485652306
12.09,158.54609450827704
12.1,158.60126519752063
12.11,158.65536529918813
12.12,158.70840318821394
12.13,158.7603872395322
12.14,158.81132582807734
12.15,158.8612273287837
12.16,158.91010011658548
12.17,158.95795256641705
12.18,159.0047930532127
12.19,159.05062995190676
12.2,159.0954716374335
12.21,159.13932648472726
12.22,159.18220286872238
12.23,159.22410916435317
12.24,159.2650537465538
12.25,159.30504499025872
12.26,159.34409127040226
12.27,159.38220096191867
12.28,159.4193824397422
12.29,159.45564407880727
12.3,159.49099425404816
12.31,159.52544134039914
12.32,159.55899371279452
12.33,159.59165974616863
12.34,159.62344781545582
12.35,159.65436629559034
12.36,159.68442356150652
12.37,159.71362798813868
12.38,159.74198795042113
12.39,159.76951182328813
12.4,159.7962079816741
12.41,159.8220848005132
12.42,159.84715065473986
12.43,159.87141391928833
12.44,159.89488296909292
12.45,159.91756617908797
12.46,159.9394719242078
12.47,159.9606085793867
12.48,159.98098451955897
12.49,160.0006081196589
12.5,160.01948775462083
12.51,160.03763179937908
12.52,160.0550486288679
12.53,160.07174661802165
12.54,160.0877341417747
12.55,160.1030195750612
12.56,160.11761129281564
12.57,160.13151766997217
12.58,160.14474708146523
12.59,160.157307902229
12.6,160.16920850719794
12.61,160.18045727130618
12.62,160.1910625694882
12.63,160.20103277667818
12.64,160.21037626781057
12.65,160.21910141781953
12.66,160.22721660163947
12.67,160.23473019420467
12.68,160.2416505704494
12.69,160.24798610530806
12.7,160.25374517371486
12.71,160.25893615060414
12.72,160.26356741091024
12.73,160.26764732956747
12.74,160.2711842815101
12.75,160.27418664167246
12.76,160.27666278498893
12.77,160.27862108639366
12.78,160.28006992082106
12.79,160.2810176632055
12.8,160.2814726884812
12.81,160.2814433715824
12.82,160.28093808744356
12.83,160.27996521099897
12.84,160.27853311718283
12.85,160.27665018092955
12.86,160.2743247771734
12.87,160.2715652808487
12.88,160.26838006688976
