wind_speed,Danwin Danwin 23
2.45,0.1188651138338522
2.46,0.1256150000513833
2.47,0.1325892888563945
2.48,0.1397909020442652
2.49,0.1472227614103763
2.5,0.1548877887501067
2.51,0.1627889058588374
2.52,0.1709290345319479
2.53,0.1793110965648184
2.54,0.1879380137528288
2.55,0.196812707891359
2.56,0.2059381007757893
2.57,0.2153171142014993
2.58,0.2249526699638696
2.59,0.2348476898582793
2.6,0.2450050956801095
2.61,0.2554278092247389
2.62,0.2661187522875489
2.63,0.2770808466639178
2.64,0.2883170141492277
2.65,0.2998301765388568
2.66,0.3116232556281861
2.67,0.3236991732125948
2.68,0.3360608510874643
2.69,0.3487112110481729
2.7,0.3616531748901019
2.71,0.3748896644086303
2.72,0.3884236013991389
2.73,0.4022579076570072
2.74,0.4163955049776157
2.75,0.4308393151563435
2.76,0.445592259988571
2.77,0.460657261269679
2.78,0.4760372407950467
2.79,0.4917351203600544
2.8,0.5077538217600819
2.81,0.5240962667905096
2.82,0.5407653772467161
2.83,0.5577640749240836
2.84,0.5750952816179901
2.85,0.592761919123817
2.86,0.6107669092369437
2.87,0.6291131737527504
2.88,0.647803634466616
2.89,0.6668412131739229
2.9,0.6862288316700484
2.91,0.7059694117503745
2.92,0.7260658752102798
2.93,0.7465211438451461
2.94,0.7673381394503509
2.95,0.7885197838212763
2.96,0.8100689987533012
2.97,0.8319887060418066
2.98,0.8542818274821709
2.99,0.8769512848697758
3.0,0.9
3.01,0.9234307728728434
3.02,0.947245916306788
3.03,0.9714476213249312
3.04,0.9960380789503762
3.05,1.021019480206219
3.06,1.0463940161155627
3.07,1.072163877701506
3.08,1.09833125598715
3.09,1.1248983419955922
3.1,1.1518673267499355
3.11,1.1792404012732782
3.12,1.2070197565887215
3.13,1.235207583719364
3.14,1.263806073688307
3.15,1.292817417518649
3.16,1.3222438062334931
3.17,1.3520874308559343
3.18,1.382350482409078
3.19,1.4130351519160202
3.2,1.4441436303998636
3.21,1.4756781088837054
3.22,1.5076407783906487
3.23,1.5400338299437903
3.24,1.572859454566234
3.25,1.606119843281076
3.26,1.639817187111418
3.27,1.6739536770803618
3.28,1.7085315042110034
3.29,1.7435528595264476
3.3,1.77901993404979
3.31,1.814934918804134
3.32,1.851300004812576
3.33,1.8881173830982203
3.34,1.9253892446841625
3.35,1.9631177805935072
3.36,2.0013051818493497
3.37,2.039953639474794
3.38,2.079065344492937
3.39,2.1186424879268824
3.4,2.158687260799726
3.41,2.1992018541345706
3.42,2.2401884589545147
3.43,2.2816492662826606
3.44,2.3235864671421043
3.45,2.366002252555951
3.46,2.408898813547294
3.47,2.4522783411392424
3.48,2.4961430263548867
3.49,2.5404950602173337
3.5,2.585336633749679
3.51,2.630669937975025
3.52,2.6764971639164727
3.53,2.7228205025971186
3.54,2.7696421450400672
3.55,2.8169642822684136
3.56,2.8647891053052623
3.57,2.9131188051737102
3.58,2.9619555728968603
3.59,3.011301599497808
3.6,3.061159075999659
3.61,3.1115301934255064
3.62,3.162417142798457
3.63,3.2138221151416078
3.64,3.265747301478059
3.65,3.3181948928309093
3.66,3.371167080223262
3.67,3.4246660546782133
3.68,3.478694007218866
3.69,3.533253128868318
3.7,3.588345610649672
3.71,3.643973643586024
3.72,3.7001394187004792
3.73,3.756845127016133
3.74,3.8140929595560897
3.75,3.8718851073434415
3.76,3.930223761401297
3.77,3.989111112752755
3.78,4.048549352420912
3.79,4.1085406714288695
3.8,4.169087260799725
3.81,4.230191311556585
3.82,4.291855014722543
3.83,4.354080561320703
3.84,4.416870142374162
3.85,4.480225948906023
3.86,4.544150171939384
3.87,4.6086450024973455
3.88,4.673712631603007
3.89,4.739355250279471
3.9,4.805575049549833
3.91,4.872374220437199
3.92,4.939754953964662
3.93,5.007719441155329
3.94,5.076269873032292
3.95,5.14540844061866
3.96,5.215137334937526
3.97,5.285458747011996
3.98,5.356374867865162
3.99,5.427887888520132
4.0,5.5
4.01,5.572712845933669
4.02,5.646025880373228
4.03,5.719938009976581
4.04,5.794448141401603
4.05,5.869555181306196
4.06,5.945258036348252
4.07,6.021555613185668
4.08,6.098446818476326
4.09,6.175930558878122
4.1,6.254005741048948
4.11,6.3326712716467055
4.12,6.411926057329273
4.13,6.491769004754547
4.14,6.572199020580423
4.15,6.653215011464798
4.16,6.734815884065553
4.17,6.817000545040583
4.18,6.8997679010477855
4.19,6.983116858745054
4.2,7.067046324790271
4.21,7.151555205841336
4.22,7.236642408556139
4.23,7.32230683959258
4.24,7.408547405608538
4.25,7.495363013261912
4.26,7.582752569210593
4.27,7.670714980112476
4.28,7.759249152625458
4.29,7.848353993407418
4.3,7.938028409116256
4.31,8.028271306409865
4.32,8.119081591946141
4.33,8.210458172382967
4.34,8.302399954378233
4.35,8.394905844589843
4.36,8.487974749675692
4.37,8.581605576293654
4.38,8.675797231101633
4.39,8.770548620757522
4.4,8.865858651919215
4.41,8.961726231244599
4.42,9.058150265391562
4.43,9.155129661018004
4.44,9.252663324781826
4.45,9.3507501633409
4.46,9.449389083353129
4.47,9.548578991476404
4.48,9.648318794368626
4.49,9.748607398687671
4.5,9.849443711091435
4.51,9.950826638237825
4.52,10.052755086784714
4.53,10.155227963390017
4.54,10.2582441747116
4.55,10.361802627407368
4.56,10.465902228135215
4.57,10.57054188355304
4.58,10.675720500318716
4.59,10.781436985090153
4.6,10.887690244525228
4.61,10.994479185281854
4.62,11.101802714017902
4.63,11.209659737391272
4.64,11.31804916205986
4.65,11.426969894681564
4.66,11.53642084191426
4.67,11.646400910415844
4.68,11.756909006844218
4.69,11.867944037857276
4.7,11.979504910112896
4.71,12.091590530268975
4.72,12.20419980498341
4.73,12.3173316409141
4.74,12.430984944718922
4.75,12.545158623055771
4.76,12.659851582582542
4.77,12.775062729957131
4.78,12.89079097183744
4.79,13.007035214881334
4.8,13.123794365746722
4.81,13.241067331091497
4.82,13.358853017573557
4.83,13.477150331850778
4.84,13.595958180581055
4.85,13.715275470422291
4.86,13.835101108032385
4.87,13.955434000069204
4.88,14.076273053190656
4.89,14.197617174054628
4.9,14.319465269319029
4.91,14.441816245641723
4.92,14.56466900968062
4.93,14.688022468093608
4.94,14.811875527538591
4.95,14.936227094673445
4.96,15.061076076156064
4.97,15.186421378644344
4.98,15.312261908796192
4.99,15.438596573269471
5.0,15.565424278722094
5.01,15.69274393181194
5.02,15.820554439196917
5.03,15.948854707534917
5.04,16.077643643483807
5.05,16.206920153701503
5.06,16.336683144845892
5.07,16.46693152357488
5.08,16.59766419654633
5.09,16.728880070418143
5.1,16.860578051848222
5.11,16.992757047494468
5.12,17.125415964014746
5.13,17.258553708066966
5.14,17.39216918630901
5.15,17.526261305398798
5.16,17.66082897199418
5.17,17.795871092753075
5.18,17.93138657433337
5.19,18.067374323392965
5.2,18.20383324658974
5.21,18.340762250581584
5.22,18.4781602420264
5.23,18.616026127582085
5.24,18.75435881390652
5.25,18.893157207657595
5.26,19.03242021549321
5.27,19.17214674407125
5.28,19.31233570004963
5.29,19.45298599008621
5.3,19.594096520838907
5.31,19.7356661989656
5.32,19.87769393112419
5.33,20.02017862397256
5.34,20.1631191841686
5.35,20.306514518370207
5.36,20.450363533235297
5.37,20.59466513542172
5.38,20.7394182315874
5.39,20.8846217283902
5.4,21.030274532488058
5.41,21.17637555053882
5.42,21.322923689200397
5.43,21.46991785513068
5.44,21.61735695498758
5.45,21.765239895428955
5.46,21.91356558311272
5.47,22.062332924696754
5.48,22.211540826838974
5.49,22.361188196197244
5.5,22.51127393942946
5.51,22.66179696319353
5.52,22.81275617414734
5.53,22.964150478948785
5.54,23.11597878425574
5.55,23.26823999672611
5.56,23.42093302301779
5.57,23.574056769788683
5.58,23.727610143696648
5.59,23.881592051399608
5.6,24.03600139955544
5.61,24.19083709482205
5.62,24.34609804385731
5.63,24.501783153319124
5.64,24.657891329865382
5.65,24.814421480154
5.66,24.971372510842823
5.67,25.12874332858978
5.68,25.28653284005274
5.69,25.444739951889627
5.7,25.6033635707583
5.71,25.762402603316666
5.72,25.921855956222608
5.73,26.081722536134045
5.74,26.242001249708835
5.75,26.402691003604893
5.76,26.5637907044801
5.77,26.725299258992344
5.78,26.88721557379955
5.79,27.049538555559568
5.8,27.21226711093031
5.81,27.375400146569664
5.82,27.538936569135544
5.83,27.702875285285806
5.84,27.867215201678363
5.85,28.031955224971103
5.86,28.19709426182193
5.87,28.362631218888712
5.88,28.528565002829357
5.89,28.694894520301744
5.9,28.861618677963808
5.91,29.02873638247339
5.92,29.1962465404884
5.93,29.364148058666725
5.94,29.53243984366629
5.95,29.70112080214494
5.96,29.870189840760588
5.97,30.039645866171146
5.98,30.209487785034483
5.99,30.379714504008483
6.0,30.550324929751056
6.01,30.72131796892009
6.02,30.89269252817348
6.03,31.064447514169125
6.04,31.23658183356489
6.05,31.409094393018687
6.06,31.581984099188407
6.07,31.75524985873196
6.08,31.928890578307204
6.09,32.10290516457204
6.1,32.27729252418438
6.11,32.45205156380211
6.12,32.62718119008311
6.13,32.802680309685265
6.14,32.97854782926648
6.15,33.154782655484674
6.16,33.3313836949977
6.17,33.50834985446345
6.18,33.68568004053984
6.19,33.86337315988476
6.2,34.04142811915608
6.21,34.21984382501171
6.22,34.39861918410954
6.23,34.57775310310748
6.24,34.75724448866338
6.25,34.93709224743516
6.26,35.117295286080704
6.27,35.29785251125791
6.28,35.478762829624685
6.29,35.660025147838894
6.3,35.84163837255844
6.31,36.023601410441216
6.32,36.20591316814512
6.33,36.38857255232803
6.34,36.57157846964785
6.35,36.75492982676246
6.36,36.93862553032978
6.37,37.12266448700768
6.38,37.30704560345404
6.39,37.49176778632677
6.4,37.67682994228378
6.41,37.862230977982925
6.42,38.047969800082114
6.43,38.23404531523924
6.44,38.42045643011222
6.45,38.6072020513589
6.46,38.7942810856372
6.47,38.981692439605
6.48,39.169435019920215
6.49,39.3575077332407
6.5,39.54590948622437
6.51,39.73463918552913
6.52,39.92369573781284
6.53,40.11307804973344
6.54,40.302785027948765
6.55,40.49281557911674
6.56,40.68316860989526
6.57,40.87384302694221
6.58,41.06483773691547
6.59,41.25615164647295
6.6,41.44778366227254
6.61,41.63973269097215
6.62,41.83199763922961
6.63,42.02457741370287
6.64,42.21747092104981
6.65,42.410677067928326
6.66,42.604194760996286
6.67,42.7980229069116
6.68,42.99216041233216
6.69,43.18660618391588
6.7,43.3813591283206
6.71,43.57641815220423
6.72,43.7717821622247
6.73,43.96745006503988
6.74,44.16342076730765
6.75,44.3596931756859
6.76,44.55626619683255
6.77,44.75313873740546
6.78,44.95030970406256
6.79,45.1477780034617
6.8,45.3455425422608
6.81,45.54360222711774
6.82,45.74195596469043
6.83,45.94060266163673
6.84,46.13954122461457
6.85,46.3387705602818
6.86,46.53828957529637
6.87,46.73809717631612
6.88,46.93819226999894
6.89,47.13857376300277
6.9,47.33924056198549
6.91,47.54019157360495
6.92,47.74142570451907
6.93,47.94294186138575
6.94,48.14473895086289
6.95,48.34681587960834
6.96,48.54917155428003
6.97,48.75180488153583
6.98,48.95471476803368
6.99,49.15790012043141
7.0,49.36135984538693
7.01,49.56509284955814
7.02,49.76909803960294
7.03,49.973374322179225
7.04,50.17792060394488
7.05,50.38273579155777
7.06,50.58781879167583
7.07,50.79316851095696
7.08,50.99878385605899
7.09,51.204663733639855
7.1,51.41080705035744
7.11,51.617212712869645
7.12,51.823879627834366
7.13,52.03080670190947
7.14,52.237992841752856
7.15,52.445436954022455
7.16,52.653137945376095
7.17,52.86109472247173
7.18,53.069306191967215
7.19,53.27777126052045
7.2,53.48648883478933
7.21,53.69545782143175
7.22,53.90467712710559
7.23,54.11414565846877
7.24,54.32386232217915
7.25,54.53382602489464
7.26,54.7440356732731
7.27,54.95449017397248
7.28,55.16518843365065
7.29,55.376129358965485
7.3,55.58731185657487
7.31,55.79873483313674
7.32,56.01039719530897
7.33,56.22229784974942
7.34,56.43443570311601
7.35,56.64680966206663
7.36,56.859418633259175
7.37,57.072261523351536
7.38,57.2853372390016
7.39,57.49864468686725
7.4,57.71218277360642
7.41,57.92595040587695
7.42,58.139946490336754
7.43,58.354169933643725
7.44,58.56861964245577
7.45,58.783294523430754
7.46,58.998193483226586
7.47,59.21331542850116
7.48,59.42865926591237
7.49,59.64422390211807
7.5,59.86000824377621
7.51,60.07601119754463
7.52,60.29223167008127
7.53,60.508668568044016
7.54,60.72532079809072
7.55,60.942187266879294
7.56,61.15926688106764
7.57,61.376558547313664
7.58,61.59406117227522
7.59,61.81177366261022
7.6,62.02969492497656
7.61,62.247823866032135
7.62,62.46615939243484
7.63,62.68470041084254
7.64,62.90344582791314
7.65,63.12239455030457
7.66,63.341545484674654
7.67,63.560897537681335
7.68,63.7804496159825
7.69,64.00020062623602
7.7,64.2201494750998
7.71,64.44029506923172
7.72,64.66063631528971
7.73,64.88117211993165
7.74,65.10190138981537
7.75,65.32282303159886
7.76,65.54393595193991
7.77,65.76523905749649
7.78,65.98673125492648
7.79,66.20841145088775
7.8,66.43027855203819
7.81,66.65233146503573
7.82,66.87456909653824
7.83,67.0969903532036
7.84,67.31959414168969
7.85,67.54237936865444
7.86,67.76534494075574
7.87,67.98848976465143
7.88,68.21181274699947
7.89,68.43531279445772
7.9,68.65898881368409
7.91,68.88283971133643
7.92,69.10686439407267
7.93,69.33106176855068
7.94,69.5554307414284
7.95,69.77997021936366
7.96,70.00467910901439
7.97,70.22955631703844
7.98,70.45460075009379
7.99,70.67981131483823
8.0,70.90518691792973
8.01,71.13072646602615
8.02,71.35642886578535
8.03,71.58229302386526
8.04,71.80831784692377
8.05,72.03450224161881
8.06,72.2608451146082
8.07,72.48734537254987
8.08,72.7140019221017
8.09,72.94081366992158
8.1,73.16777952266743
8.11,73.39489838699711
8.12,73.62216916956854
8.13,73.84959077703962
8.14,74.0771621160682
8.15,74.30488209331216
8.16,74.53274961542945
8.17,74.76076358907794
8.18,74.98892292091551
8.19,75.21722651760007
8.2,75.4456732857895
8.21,75.67426213214173
8.22,75.90299196331459
8.23,76.13186168596599
8.24,76.36087020675386
8.25,76.59001643233603
8.26,76.81929926937046
8.27,77.04871762451498
8.28,77.27827040442753
8.29,77.50795651576598
8.3,77.73777486518829
8.31,77.96772435935222
8.32,78.19780390491574
8.33,78.42801240853674
8.34,78.65834877687311
8.35,78.88881191658274
8.36,79.1194007343235
8.37,79.35011413675332
8.38,79.58095103053012
8.39,79.81191032231169
8.4,80.042990918756
8.41,80.27419172652091
8.42,80.50551165226435
8.43,80.73694960264415
8.44,80.96850448431825
8.45,81.20017520394454
8.46,81.43196066818093
8.47,81.66385978368528
8.48,81.89587145711548
8.49,82.1279945951294
8.5,82.36022810438496
8.51,82.5925708915401
8.52,82.82502186325264
8.53,83.05757992618052
8.54,83.2902439869816
8.55,83.5230129523138
8.56,83.75588572883498
8.57,83.98886122320306
8.58,84.22193834207592
8.59,84.45511599211144
8.6,84.68839307996753
8.61,84.9217685123021
8.62,85.15524119577299
8.63,85.38881003703816
8.64,85.62247394275545
8.65,85.85623181958275
8.66,86.09008257417798
8.67,86.32402511319904
8.68,86.55805834330377
8.69,86.79218117115013
8.7,87.02639250339595
8.71,87.2606912466992
8.72,87.4950763077177
8.73,87.72954659310935
8.74,87.96410100953207
8.75,88.19873846364372
8.76,88.43345786210224
8.77,88.66825811156549
8.78,88.90313811869134
8.79,89.13809679013775
8.8,89.37313303256259
8.81,89.60824575262369
8.82,89.843433856979
8.83,90.0786962522864
8.84,90.31403184520376
8.85,90.549439542389
8.86,90.78491825050004
8.87,91.02046687619472
8.88,91.25608432613096
8.89,91.49176950696663
8.9,91.72752132535965
8.91,91.96333868796788
8.92,92.19922050144925
8.93,92.4351656724616
8.94,92.67117310766288
8.95,92.90724171371092
8.96,93.14337039726374
8.97,93.37955806497904
8.98,93.61580362351486
8.99,93.85210597952906
9.0,94.08846403967948
9.01,94.32487671062404
9.02,94.5613428990207
9.03,94.79786151152724
9.04,95.03443145480163
9.05,95.2710516355018
9.06,95.50772096028552
9.07,95.74443833581076
9.08,95.98120266873536
9.09,96.21801286571728
9.1,96.45486783341435
9.11,96.69176647848457
9.12,96.92870770758569
9.13,97.16569042737572
9.14,97.40271354451248
9.15,97.63977596565384
9.16,97.87687659745777
9.17,98.11401434658212
9.18,98.35118811968478
9.19,98.58839682342366
9.2,98.82563936445663
9.21,99.06291464944168
9.22,99.30022158503655
9.23,99.5375590778992
9.24,99.77492603468752
9.25,100.0123213620594
9.26,100.24974396667275
9.27,100.48719275518548
9.28,100.7246666342554
9.29,100.96216451054048
9.3,101.19968529069864
9.31,101.43722788138766
9.32,101.6747911892655
9.33,101.91237412099004
9.34,102.14997558321916
9.35,102.3875944826108
9.36,102.6252297258228
9.37,102.8628802195131
9.38,103.1005448703396
9.39,103.33822258496008
9.4,103.57591227003256
9.41,103.81361283221484
9.42,104.05132317816486
9.43,104.28904221454052
9.44,104.52676884799972
9.45,104.7645019852003
9.46,105.00224053280024
9.47,105.23998339745734
9.48,105.47772948582954
9.49,105.71547770457468
9.5,105.95322696035072
9.51,106.19097615981552
9.52,106.42872420962698
9.53,106.666470016443
9.54,106.90421248692148
9.55,107.14195052772028
9.56,107.37968304549727
9.57,107.61740894691044
9.58,107.8551271386176
9.59,108.09283652727665
9.6,108.33053601954548
9.61,108.56822452208198
9.62,108.80590094154414
9.63,109.04356418458975
9.64,109.28121315787672
9.65,109.51884676806291
9.66,109.75646392180629
9.67,109.99406352576472
9.68,110.23164448659604
9.69,110.4692057109582
9.7,110.7067461055091
9.71,110.94426457690663
9.72,111.18176003180864
9.73,111.41923137687306
9.74,111.65667751875772
9.75,111.8940973641206
9.76,112.13148981961952
9.77,112.36885379191244
9.78,112.60618818765724
9.79,112.84349191351173
9.8,113.08076387613391
9.81,113.31800298218162
9.82,113.55520813831274
9.83,113.79237825118516
9.84,114.02951222745683
9.85,114.2666089737856
9.86,114.50366739682931
9.87,114.74068640324596
9.88,114.97766489969344
9.89,115.21460179282953
9.9,115.45149598931218
9.91,115.6883463957993
9.92,115.92515191894876
9.93,116.16191146541848
9.94,116.3986239418663
9.95,116.6352882549502
9.96,116.87190331132804
9.97,117.10846801765764
9.98,117.34498128059693
9.99,117.58144200680384
10.0,117.81784910293624
10.01,118.054201475652
10.02,118.29049803160903
10.03,118.52673767746523
10.04,118.7629193198785
10.05,118.99904186550675
10.06,119.23510422100784
10.07,119.4711052930396
10.08,119.70704398826004
10.09,119.94291921332696
10.1,120.17872987489832
10.11,120.41447487963198
10.12,120.65015313418584
10.13,120.8857635452178
10.14,121.12130501938574
10.15,121.35677646334752
10.16,121.59217678376106
10.17,121.82750488728428
10.18,122.06275968057504
10.19,122.29794007029123
10.2,122.5330449630908
10.21,122.7680732656316
10.22,123.00302388457148
10.23,123.23789572656838
10.24,123.47268769828018
10.25,123.70739870636478
10.26,123.94202765748008
10.27,124.17657345828393
10.28,124.41103501543428
10.29,124.64541123558897
10.3,124.87970102540598
10.31,125.1139032915431
10.32,125.34801694065824
10.33,125.58204087940932
10.34,125.81597401445424
10.35,126.04981525245086
10.36,126.28356350005711
10.37,126.51721766393084
10.38,126.75077665073005
10.39,126.98423936711248
10.4,127.21760471973607
10.41,127.45087161525876
10.42,127.68403896033844
10.43,127.91710566163292
10.44,128.15007062580017
10.45,128.38293275949806
10.46,128.6156909693846
10.47,128.84834416211743
10.48,129.0808912443546
10.49,129.313331122754
10.5,129.54566270397348
10.51,129.77788489467096
10.52,130.00999660150433
10.53,130.24199673113148
10.54,130.4738841902103
10.55,130.70565788539875
10.56,130.9373167233546
10.57,131.1688596107358
10.58,131.40028545420026
10.59,131.6315931604058
10.6,131.86278163601042
10.61,132.09384978767193
10.62,132.32479652204827
10.63,132.55562074579737
10.64,132.786321365577
10.65,133.0168972880451
10.66,133.2473474198596
10.67,133.4776706676784
10.68,133.70786593815933
10.69,133.9379321379603
10.7,134.1678681737393
10.71,134.39767295215407
10.72,134.6273453798626
10.73,134.85688436352274
10.74,135.0862888097924
10.75,135.3155576253295
10.76,135.54468971679185
10.77,135.77368399083744
10.78,136.00253935412408
10.79,136.23125471330974
10.8,136.45982897505226
10.81,136.68826104600956
10.82,136.9165498328395
10.83,137.14469424219996
10.84,137.3726931807489
10.85,137.60054555514415
10.86,137.82825027204365
10.87,138.05580623810528
10.88,138.2832123599869
10.89,138.51046754434643
10.9,138.73757069784176
10.91,138.96452072713072
10.92,139.19131653887132
10.93,139.41795703972136
10.94,139.64444113633883
10.95,139.87076773538146
10.96,140.09693574350734
10.97,140.3229440673742
10.98,140.54879161364
10.99,140.77447728896263
11.0,141.0
11.01,141.22535741183532
11.02,141.4505422232534
11.03,141.67554589146442
11.04,141.90035987367852
11.05,142.12497562710584
11.06,142.34938460895654
11.07,142.57357827644077
11.08,142.79754808676867
11.09,143.0212854971504
11.1,143.24478196479612
11.11,143.468028946916
11.12,143.69101790072014
11.13,143.9137402834188
11.14,144.13618755222203
11.15,144.35835116434
11.16,144.58022257698286
11.17,144.80179324736082
11.18,145.023054632684
11.19,145.2439981901625
11.2,145.46461537700657
11.21,145.6848976504264
11.22,145.90483646763192
11.23,146.12442328583347
11.24,146.34364956224118
11.25,146.56250675406517
11.26,146.78098631851557
11.27,146.99907971280257
11.28,147.21677839413633
11.29,147.434073819727
11.3,147.65095744678473
11.31,147.86742073251966
11.32,148.083455134142
11.33,148.2990521088618
11.34,148.5142031138892
11.35,148.7288996064345
11.36,148.9431330437078
11.37,149.15689488291918
11.38,149.3701765812789
11.39,149.582969595997
11.4,149.79526538428374
11.41,150.00705540334917
11.42,150.2183311104035
11.43,150.42908396265693
11.44,150.6393054173195
11.45,150.84898693160144
11.46,151.05811996271296
11.47,151.26669596786405
11.48,151.47470640426502
11.49,151.6821427291259
11.5,151.88899639965692
11.51,152.0952588730682
11.52,152.30092160656991
11.53,152.50597605737224
11.54,152.7104136826853
11.55,152.91422593971922
11.56,153.1174042856842
11.57,153.31994017779036
11.58,153.5218250732479
11.59,153.72305042926686
11.6,153.92360770305757
11.61,154.12348835183002
11.62,154.32268383279444
11.63,154.521185603161
11.64,154.71898512013985
11.65,154.91607384094104
11.66,155.11244322277489
11.67,155.3080847228514
11.68,155.5029897983808
11.69,155.69714990657326
11.7,155.89055650463885
11.71,156.08320104978787
11.72,156.27507499923033
11.73,156.46616981017647
11.74,156.65647693983635
11.75,156.84598784542024
11.76,157.03469398413822
11.77,157.22258681320042
11.78,157.4096577898171
11.79,157.5958983711983
11.8,157.78130001455426
11.81,157.96585417709508
11.82,158.1495523160309
11.83,158.33238588857185
11.84,158.51434635192822
11.85,158.69542516331003
11.86,158.87561377992753
11.87,159.05490365899078
11.88,159.23328625771003
11.89,159.41075303329532
11.9,159.58729544295684
11.91,159.76290494390483
11.92,159.93757299334936
11.93,160.11129104850062
11.94,160.28405056656868
11.95,160.45584300476378
11.96,160.62665982029608
11.97,160.7964924703757
11.98,160.9653324122128
11.99,161.13317110301756
12.0,161.3
12.01,161.46581254373658
12.02,161.630610108268
12.03,161.79439605100106
12.04,161.95717372934268
12.05,162.11894650069982
12.06,162.27971772247923
12.07,162.43949075208783
12.08,162.59826894693254
12.09,162.7560556644202
12.1,162.91285426195768
12.11,163.06866809695182
12.12,163.2235005268096
12.13,163.37735490893786
12.14,163.53023460074343
12.15,163.6821429596332
12.16,163.8330833430141
12.17,163.98305910829296
12.18,164.13207361287664
12.19,164.28013021417203
12.2,164.42723226958609
12.21,164.5733831365256
12.22,164.71858617239744
12.23,164.86284473460853
12.24,165.0061621805657
12.25,165.14854186767593
12.26,165.28998715334598
12.27,165.43050139498274
12.28,165.57008794999314
12.29,165.708750175784
12.3,165.84649142976232
12.31,165.98331506933482
12.32,166.11922445190845
12.33,166.25422293489007
12.34,166.3883138756866
12.35,166.52150063170487
12.36,166.65378656035176
12.37,166.78517501903417
12.38,166.91566936515903
12.39,167.04527295613306
12.4,167.1739891493633
12.41,167.3018213022565
12.42,167.42877277221962
12.43,167.55484691665953
12.44,167.68004709298305
12.45,167.80437665859708
12.46,167.92783897090857
12.47,168.05043738732434
12.48,168.17217526525118
12.49,168.29305596209616
