wind_speed,Enercon E-175 EP5
3.46,260.7042580109638
3.47,263.5118603105591
3.48,266.33048738109096
3.49,269.1599352638184
3.5,272.0
3.51,274.8505973730003
3.52,277.71212213460706
3.53,280.58508877871327
3.54,283.4700117992124
3.55,286.3674056899971
3.56,289.2777849449613
3.57,292.20166405799785
3.58,295.1395575230002
3.59,298.0919798338612
3.6,301.0594454844745
3.61,304.04246896873303
3.62,307.0415647805302
3.63,310.05724741375906
3.64,313.09003136231314
3.65,316.1404311200853
3.66,319.2089611809691
3.67,322.29613603885736
3.68,325.40247018764387
3.69,328.5284781212213
3.7,331.6746743334833
3.71,334.8415733183228
3.72,338.02968956963326
3.73,341.2395375813077
3.74,344.4716318472396
3.75,347.7264868613219
3.76,351.00461711744794
3.77,354.3065371095112
3.78,357.6327613314045
3.79,360.98380427702136
3.8,364.3601804402547
3.81,367.76240431499815
3.82,371.1909903951446
3.83,374.6464531745876
3.84,378.12930714722006
3.85,381.6400668069355
3.86,385.1792466476269
3.87,388.7473611631876
3.88,392.3449248475106
3.89,395.9724521944897
3.9,399.63045769801744
3.91,403.3194558519877
3.92,407.039961150293
3.93,410.7924880868274
3.94,414.5775511554834
3.95,418.3956648501545
3.96,422.247343664734
3.97,426.1331020931152
3.98,430.0534546291909
3.99,434.00891576685495
4.0,438.0
4.01,442.0271176704077
4.02,446.09026251141177
4.03,450.1893241042346
4.04,454.3241920300975
4.05,458.4947558702226
4.06,462.700905205832
4.07,466.9425296181482
4.08,471.2195186883921
4.09,475.531761997786
4.1,479.8791491275521
4.11,484.2615696589128
4.12,488.678913173089
4.13,493.1310692513033
4.14,497.6179274747772
4.15,502.1393774247337
4.16,506.6953086823936
4.17,511.2856108289794
4.18,515.9101734457129
4.19,520.5688861138165
4.2,525.2616384145114
4.21,529.98831992902
4.22,534.7488202385642
4.23,539.5430289243662
4.24,544.3708355676474
4.25,549.2321297496303
4.26,554.1268010515363
4.27,559.0547390545879
4.28,564.0158333400074
4.29,569.0099734890156
4.3,574.0370490828352
4.31,579.096949702688
4.32,584.1895649297963
4.33,589.3147843453813
4.34,594.4724975306656
4.35,599.662594066871
4.36,604.8849635352199
4.37,610.1394955169332
4.38,615.4260795932333
4.39,620.7446053453423
4.4,626.0949623544828
4.41,631.4770402018758
4.42,636.8907284687433
4.43,642.3359167363076
4.44,647.8124945857911
4.45,653.3203515984147
4.46,658.8593773554012
4.47,664.4294614379721
4.48,670.0304934273497
4.49,675.6623629047557
4.5,681.3249594514119
4.51,687.0181726485407
4.52,692.7418920773637
4.53,698.4960073191036
4.54,704.2804079549813
4.55,710.0949835662192
4.56,715.9396237340393
4.57,721.8142180396641
4.58,727.7186560643144
4.59,733.6528273892128
4.6,739.6166215955813
4.61,745.6099282646421
4.62,751.6326369776166
4.63,757.6846373157271
4.64,763.7658188601952
4.65,769.8760711922437
4.66,776.0152838930933
4.67,782.1833465439669
4.68,788.3801487260858
4.69,794.6055800206734
4.7,800.85953000895
4.71,807.1418882721379
4.72,813.4525443914594
4.73,819.791387948137
4.74,826.1583085233913
4.75,832.5531956984454
4.76,838.9759390545206
4.77,845.4264281728392
4.78,851.9045526346235
4.79,858.4102020210945
4.8,864.9432659134749
4.81,871.5036338929863
4.82,878.0911955408513
4.83,884.705840438291
4.84,891.3474581665276
4.85,898.0159383067833
4.86,904.7111704402804
4.87,911.4330441482398
4.88,918.1814490118844
4.89,924.9562746124355
4.9,931.757410531116
4.91,938.5847463491468
4.92,945.43817164775
4.93,952.317576008148
4.94,959.2228490115632
4.95,966.1538802392166
4.96,973.1105592723304
4.97,980.0927756921266
4.98,987.1004190798278
4.99,994.133379016655
5.0,1001.1915450838304
5.01,1008.2748068625764
5.02,1015.3830539341142
5.03,1022.516175879667
5.04,1029.6740622804557
5.05,1036.8566027177023
5.06,1044.0636867726291
5.07,1051.2952040264586
5.08,1058.5510440604116
5.09,1065.8310964557102
5.1,1073.135250793577
5.11,1080.4633966552344
5.12,1087.8154236219032
5.13,1095.1912212748057
5.14,1102.5906791951638
5.15,1110.0136869642
5.16,1117.4601341631358
5.17,1124.929910373193
5.18,1132.422905175594
5.19,1139.939008151561
5.2,1147.4781088823152
5.21,1155.0400969490786
5.22,1162.6248619330734
5.23,1170.2322934155225
5.24,1177.8622809776462
5.25,1185.5147142006676
5.26,1193.1894826658076
5.27,1200.8864759542892
5.28,1208.6055836473347
5.29,1216.3466953261643
5.3,1224.1097005720017
5.31,1231.894488966068
5.32,1239.7009500895858
5.33,1247.5289735237757
5.34,1255.378448849861
5.35,1263.2492656490629
5.36,1271.141313502604
5.37,1279.0544819917066
5.38,1286.9886606975906
5.39,1294.94373920148
5.4,1302.9196070845967
5.41,1310.9161539281606
5.42,1318.933269313396
5.43,1326.9708428215242
5.44,1335.028764033767
5.45,1343.1069225313456
5.46,1351.205207895483
5.47,1359.3235097074007
5.48,1367.4617175483213
5.49,1375.6197209994657
5.5,1383.7974096420564
5.51,1391.9946730573151
5.52,1400.211400826464
5.53,1408.447482530726
5.54,1416.7028077513214
5.55,1424.977266069473
5.56,1433.270747066403
5.57,1441.5831403233326
5.58,1449.914335421484
5.59,1458.2642219420793
5.6,1466.6326894663407
5.61,1475.0196275754906
5.62,1483.424925850749
5.63,1491.8484738733396
5.64,1500.2901612244843
5.65,1508.7498774854046
5.66,1517.2275122373226
5.67,1525.7229550614595
5.68,1534.2360955390382
5.69,1542.766823251281
5.7,1551.3150277794084
5.71,1559.8805987046435
5.72,1568.463425608208
5.73,1577.0633980713242
5.74,1585.6804056752137
5.75,1594.3143380010977
5.76,1602.9650846301993
5.77,1611.6325351437397
5.78,1620.316579122942
5.79,1629.017106149027
5.8,1637.734005803217
5.81,1646.467167666734
5.82,1655.2164813208003
5.83,1663.981836346637
5.84,1672.7631223254664
5.85,1681.5602288385107
5.86,1690.373045466993
5.87,1699.201461792133
5.88,1708.0453673951536
5.89,1716.9046518572768
5.9,1725.779204759726
5.91,1734.66891568372
5.92,1743.5736742104832
5.93,1752.4933699212363
5.94,1761.427892397203
5.95,1770.377131219604
5.96,1779.34097596966
5.97,1788.319316228596
5.98,1797.312041577632
5.99,1806.319041597989
6.0,1815.3402058708912
6.01,1824.3754239775592
6.02,1833.4245854992157
6.03,1842.4875800170823
6.04,1851.5642971123807
6.05,1860.6546263663329
6.06,1869.7584573601607
6.07,1878.875679675088
6.08,1888.006182892334
6.09,1897.1498565931215
6.1,1906.3065903586728
6.11,1915.476273770212
6.12,1924.6587964089567
6.13,1933.8540478561315
6.14,1943.061917692958
6.15,1952.2822955006584
6.16,1961.5150708604544
6.17,1970.7601333535672
6.18,1980.0173725612196
6.19,1989.2866780646336
6.2,1998.5679394450312
6.21,2007.8610462836343
6.22,2017.165888161664
6.23,2026.482354660344
6.24,2035.810335360894
6.25,2045.1497198445372
6.26,2054.500397692496
6.27,2063.862258485992
6.28,2073.2351918062477
6.29,2082.619087234483
6.3,2092.0138343519216
6.31,2101.419322739785
6.32,2110.835441979297
6.33,2120.262081651676
6.34,2129.699131338145
6.35,2139.1464806199288
6.36,2148.604019078248
6.37,2158.0716362943217
6.38,2167.5492218493737
6.39,2177.0366653246274
6.4,2186.5338563013047
6.41,2196.0406843606247
6.42,2205.557039083812
6.43,2215.082810052087
6.44,2224.6178868466736
6.45,2234.162159048792
6.46,2243.715516239664
6.47,2253.2778480005127
6.48,2262.84904391256
6.49,2272.428993557027
6.5,2282.0175865151364
6.51,2291.6147123681094
6.52,2301.2202606971687
6.53,2310.8341210835365
6.54,2320.4561831084343
6.55,2330.086336353083
6.56,2339.724470398706
6.57,2349.3704748265254
6.58,2359.024239217762
6.59,2368.6856531536387
6.6,2378.3546062153764
6.61,2388.0309879842
6.62,2397.7146880413266
6.63,2407.405595967981
6.64,2417.1036013453863
6.65,2426.8085937547626
6.66,2436.520462777333
6.67,2446.239097994317
6.68,2455.9643889869394
6.69,2465.696225336422
6.7,2475.434496623985
6.71,2485.1790924308507
6.72,2494.9299023382423
6.73,2504.6868159273818
6.74,2514.449722779489
6.75,2524.218512475788
6.76,2533.9930745975
6.77,2543.7732987258464
6.78,2553.559074442051
6.79,2563.3502913273337
6.8,2573.146838962917
6.81,2582.9486069300237
6.82,2592.7554848098757
6.83,2602.5673621836936
6.84,2612.3841286327
6.85,2622.205673738118
6.86,2632.031887081168
6.87,2641.8626582430725
6.88,2651.697876805053
6.89,2661.537432348333
6.9,2671.381214454135
6.91,2681.2291127036765
6.92,2691.081016678184
6.93,2700.9368159588767
6.94,2710.7964001269797
6.95,2720.659658763711
6.96,2730.526481450294
6.97,2740.3967577679527
6.98,2750.270377297908
6.99,2760.14722962138
7.0,2770.0272043195923
7.01,2779.9101909737665
7.02,2789.796079165125
7.03,2799.6847584748903
7.04,2809.5761184842822
7.05,2819.470048774524
7.06,2829.366438926838
7.07,2839.2651785224466
7.08,2849.16615714257
7.09,2859.0692643684306
7.1,2868.974389781251
7.11,2878.8814229622544
7.12,2888.79025349266
7.13,2898.700770953691
7.14,2908.6128649265697
7.15,2918.5264249925176
7.16,2928.4413407327584
7.17,2938.3575017285107
7.18,2948.274797560998
7.19,2958.193117811445
7.2,2968.112352061069
7.21,2978.032389891096
7.22,2987.9531208827443
7.23,2997.87443461724
7.24,3007.7962206758
7.25,3017.7183686396493
7.26,3027.64076809001
7.27,3037.563308608105
7.28,3047.485879775155
7.29,3057.40837117238
7.3,3067.330672381004
7.31,3077.2526729822494
7.32,3087.1742625573384
7.33,3097.095330687491
7.34,3107.015766953931
7.35,3116.935460937878
7.36,3126.8543022205577
7.37,3136.772180383188
7.38,3146.6889850069933
7.39,3156.604605673196
7.4,3166.518931963016
7.41,3176.4318534576773
7.42,3186.3432597383994
7.43,3196.2530403864066
7.44,3206.1610849829203
7.45,3216.067283109161
7.46,3225.9715243463534
7.47,3235.8736982757173
7.48,3245.7736944784747
7.49,3255.6714025358488
7.5,3265.5667120290614
7.51,3275.459512539333
7.52,3285.3496936478864
7.53,3295.2371449359443
7.54,3305.1217559847264
7.55,3315.0034163754585
7.56,3324.8820156893585
7.57,3334.757443507652
7.58,3344.6295894115574
7.59,3354.4983429823
7.6,3364.3635938011
7.61,3374.225231449178
7.62,3384.0831455077573
7.63,3393.937225558061
7.64,3403.7873611813097
7.65,3413.633441958728
7.66,3423.475357471533
7.67,3433.312997300949
7.68,3443.146251028199
7.69,3452.975008234505
7.7,3462.799158501088
7.71,3472.6185914091693
7.72,3482.433196539971
7.73,3492.242863474717
7.74,3502.0474817946283
7.75,3511.8469410809257
7.76,3521.641130914832
7.77,3531.4299408775687
7.78,3541.21326055036
7.79,3550.9909795144245
7.8,3560.762987350985
7.81,3570.529173641265
7.82,3580.289427966487
7.83,3590.0436399078703
7.84,3599.7916990466388
7.85,3609.533494964012
7.86,3619.268917241216
7.87,3628.997855459469
7.88,3638.7201991999946
7.89,3648.435838044015
7.9,3658.144661572751
7.91,3667.8465593674255
7.92,3677.541421009261
7.93,3687.229136079477
7.94,3696.9095941593
7.95,3706.582684829946
7.96,3716.2482976726415
7.97,3725.906322268607
7.98,3735.5566481990654
7.99,3745.199165045237
8.0,3754.833762388344
8.01,3764.460329809608
8.02,3774.078756890253
8.03,3783.688933211499
8.04,3793.2907483545705
8.05,3802.884091900686
8.06,3812.46885343107
8.07,3822.044922526943
8.08,3831.612188769529
8.09,3841.1705417400462
8.1,3850.71987101972
8.11,3860.2600661897695
8.12,3869.79101683142
8.13,3879.312612525895
8.14,3888.824742854409
8.15,3898.327297398189
8.16,3907.820165738457
8.17,3917.3032374564336
8.18,3926.776402133342
8.19,3936.239549350404
8.2,3945.692568688839
8.21,3955.135349729874
8.22,3964.5677820547257
8.23,3973.989755244618
8.24,3983.4011588807743
8.25,3992.801882544415
8.26,4002.191815816762
8.27,4011.570848279039
8.28,4020.9388695124658
8.29,4030.2957690982657
8.3,4039.641436617661
8.31,4048.975761651872
8.32,4058.2986337821217
8.33,4067.609942589632
8.34,4076.909577655624
8.35,4086.19742856132
8.36,4095.473384887943
8.37,4104.737336216716
8.38,4113.989172128859
8.39,4123.228782205593
8.4,4132.456056028142
8.41,4141.670883177726
8.42,4150.873153235569
8.43,4160.062755782892
8.44,4169.2395804009175
8.45,4178.403516670865
8.46,4187.554454173962
8.47,4196.6922824914245
8.48,4205.816891204477
8.49,4214.928169894342
8.5,4224.02600814224
8.51,4233.110295529394
8.52,4242.180921637026
8.53,4251.237776046358
8.54,4260.280748338611
8.55,4269.30972809501
8.56,4278.324604896771
8.57,4287.325268325121
8.58,4296.311607961281
8.59,4305.283513386472
8.6,4314.240874181916
8.61,4323.183579928836
8.62,4332.111520208451
8.63,4341.02458460199
8.64,4349.922662690667
8.65,4358.805644055708
8.66,4367.673418278333
8.67,4376.525874939766
8.68,4385.362903621228
8.69,4394.18439390394
8.7,4402.990235369127
8.71,4411.780317598008
8.72,4420.554530171807
8.73,4429.312762671742
8.74,4438.054904679039
8.75,4446.78084577492
8.76,4455.490475540604
8.77,4464.183683557317
8.78,4472.860359406276
8.79,4481.520392668706
8.8,4490.163672925832
8.81,4498.79008975887
8.82,4507.399532749044
8.83,4515.991891477576
8.84,4524.567055525689
8.85,4533.124914474604
8.86,4541.665357905545
8.87,4550.18827539973
8.88,4558.6935565383865
8.89,4567.181090902731
8.9,4575.650768073987
8.91,4584.102477633378
8.92,4592.536109162124
8.93,4600.9515522414495
8.94,4609.348696452576
8.95,4617.727431376721
8.96,4626.087646595113
8.97,4634.42923168897
8.98,4642.752076239513
8.99,4651.056069827967
9.0,4659.341102035553
9.01,4667.607062443493
9.02,4675.853840633008
9.03,4684.08132618532
9.04,4692.289408681652
9.05,4700.477977703227
9.06,4708.646922831264
9.07,4716.796133646988
9.08,4724.925499731618
9.09,4733.034910666377
9.1,4741.124256032488
9.11,4749.193425411172
9.12,4757.242308383651
9.13,4765.270794531149
9.14,4773.278773434886
9.15,4781.2661346760815
9.16,4789.232767835962
9.17,4797.1785624957465
9.18,4805.103408236659
9.19,4813.007194639918
9.2,4820.88981128675
9.21,4828.751147758376
9.22,4836.591093636016
9.23,4844.40953850089
9.24,4852.206371934226
9.25,4859.981483517242
9.26,4867.734762831159
9.27,4875.466099457202
9.28,4883.175382976591
9.29,4890.862502970549
9.3,4898.527349020298
9.31,4906.169810707059
9.32,4913.789777612054
9.33,4921.387139316506
9.34,4928.961785401636
9.35,4936.513605448666
9.36,4944.042489038817
9.37,4951.548325753314
9.38,4959.031005173379
9.39,4966.4904168802295
9.4,4973.92645045509
9.41,4981.338995479183
9.42,4988.72794153373
9.43,4996.093178199952
9.44,5003.434595059074
9.45,5010.752081692313
9.46,5018.045527680897
9.47,5025.314822606044
9.48,5032.559856048975
9.49,5039.780517590914
9.5,5046.976696813084
9.51,5054.148283296705
9.52,5061.295166622998
9.53,5068.417236373189
9.54,5075.514382128496
9.55,5082.586493470144
9.56,5089.633459979352
9.57,5096.655171237344
9.58,5103.651516825339
9.59,5110.622386324565
9.6,5117.567669316238
9.61,5124.487255381583
9.62,5131.38103410182
9.63,5138.248895058174
9.64,5145.090727831865
9.65,5151.906422004113
9.66,5158.695867156143
9.67,5165.458952869176
9.68,5172.1955687244335
9.69,5178.905604303138
9.7,5185.588949186512
9.71,5192.245492955778
9.72,5198.875125192154
9.73,5205.477735476866
9.74,5212.053213391134
9.75,5218.601448516181
9.76,5225.122330433228
9.77,5231.615748723498
9.78,5238.081592968212
9.79,5244.5197527485925
9.8,5250.930117645864
9.81,5257.312577241244
9.82,5263.667021115955
9.83,5269.993338851223
9.84,5276.291420028265
9.85,5282.561154228306
9.86,5288.802431032565
9.87,5295.0151400222685
9.88,5301.199170778637
9.89,5307.354412882891
9.9,5313.480755916251
9.91,5319.578089459942
9.92,5325.646303095185
9.93,5331.685286403201
9.94,5337.694928965214
9.95,5343.675120362444
9.96,5349.625750176116
9.97,5355.546707987447
9.98,5361.437883377663
9.99,5367.299165927985
10.0,5373.130445219633
10.01,5378.931610833831
10.02,5384.7025523518
10.03,5390.443159354762
10.04,5396.153321423942
10.05,5401.832928140559
10.06,5407.481869085833
10.07,5413.100033840989
10.08,5418.687311987249
10.09,5424.243593105835
10.1,5429.768766777966
10.11,5435.262722584869
10.12,5440.725350107759
10.13,5446.156538927868
10.14,5451.556178626406
10.15,5456.924158784604
10.16,5462.26036898368
10.17,5467.564698804856
10.18,5472.837037829357
10.19,5478.077275638401
10.2,5483.285301813212
10.21,5488.4610059350125
10.22,5493.604277585024
10.23,5498.715006344467
10.24,5503.793081794564
10.25,5508.838393516538
10.26,5513.850831091611
10.27,5518.8302841010045
10.28,5523.77664212594
10.29,5528.689794747641
10.3,5533.569631547327
10.31,5538.4160421062215
10.32,5543.228916005547
10.33,5548.008142826526
10.34,5552.753612150375
10.35,5557.465213558323
10.36,5562.142836631589
10.37,5566.786370951395
10.38,5571.395706098962
10.39,5575.970731655514
10.4,5580.511337202271
10.41,5585.017412320455
10.42,5589.488846591292
10.43,5593.925529595998
10.44,5598.327350915799
10.45,5602.694200131915
10.46,5607.025966825569
10.47,5611.322540577983
10.48,5615.583810970378
10.49,5619.809667583977
10.5,5624.0
10.51,5628.154755535562
10.52,5632.274112451323
10.53,5636.358306743843
10.54,5640.407574409674
10.55,5644.422151445373
10.56,5648.402273847494
10.57,5652.348177612588
10.58,5656.260098737216
10.59,5660.138273217929
10.6,5663.982937051282
10.61,5667.794326233831
10.62,5671.57267676213
10.63,5675.318224632737
10.64,5679.031205842201
10.65,5682.711856387082
10.66,5686.360412263929
10.67,5689.977109469303
10.68,5693.562183999756
10.69,5697.115871851842
10.7,5700.638409022117
10.71,5704.130031507136
10.72,5707.590975303454
10.73,5711.021476407624
10.74,5714.421770816203
10.75,5717.792094525743
10.76,5721.132683532802
10.77,5724.443773833934
10.78,5727.725601425693
10.79,5730.978402304632
10.8,5734.20241246731
10.81,5737.397867910279
10.82,5740.565004630095
10.83,5743.704058623311
10.84,5746.815265886485
10.85,5749.898862416168
10.86,5752.9550842089175
10.87,5755.984167261287
10.88,5758.986347569833
10.89,5761.961861131109
10.9,5764.910943941669
10.91,5767.8338319980685
10.92,5770.730761296863
10.93,5773.601967834606
10.94,5776.447687607856
10.95,5779.26815661316
10.96,5782.063610847084
10.97,5784.834286306172
10.98,5787.580418986984
10.99,5790.302244886076
11.0,5793.0
11.01,5795.673901021083
11.02,5798.324087424743
11.03,5800.950679382167
11.04,5803.553797064544
11.05,5806.133560643062
11.06,5808.69009028891
11.07,5811.223506173274
11.08,5813.733928467343
11.09,5816.221477342308
11.1,5818.686272969352
11.11,5821.128435519669
11.12,5823.548085164445
11.13,5825.945342074868
11.14,5828.320326422125
11.15,5830.673158377407
11.16,5833.003958111902
11.17,5835.312845796795
11.18,5837.599941603276
11.19,5839.865365702535
11.2,5842.109238265759
11.21,5844.331679464137
11.22,5846.532809468853
11.23,5848.712748451102
11.24,5850.871616582068
11.25,5853.009534032941
11.26,5855.126620974907
11.27,5857.222997579158
11.28,5859.298784016878
11.29,5861.354100459258
11.3,5863.389067077487
11.31,5865.403804042752
11.32,5867.3984315262405
11.33,5869.37306969914
11.34,5871.327838732642
11.35,5873.262858797933
11.36,5875.178250066199
11.37,5877.074132708633
11.38,5878.9506268964205
11.39,5880.80785280075
11.4,5882.64593059281
11.41,5884.464980443789
11.42,5886.265122524875
11.43,5888.046477007255
11.44,5889.80916406212
11.45,5891.553303860655
11.46,5893.279016574052
11.47,5894.986422373496
11.48,5896.675641430176
11.49,5898.3467939152815
11.5,5900.0
11.51,5901.635392380104
11.52,5903.253153849701
11.53,5904.853479727486
11.54,5906.4365653321465
11.55,5908.002605982378
11.56,5909.551796996871
11.57,5911.084333694316
11.58,5912.60041139341
11.59,5914.100225412841
11.6,5915.583971071303
11.61,5917.051843687485
11.62,5918.504038580084
11.63,5919.940751067789
11.64,5921.3621764692925
11.65,5922.7685101032885
11.66,5924.159947288465
11.67,5925.536683343518
11.68,5926.898913587139
11.69,5928.246833338018
11.7,5929.580637914847
11.71,5930.9005226363215
11.72,5932.206682821131
11.73,5933.499313787969
11.74,5934.778610855526
11.75,5936.044769342494
11.76,5937.297984567568
11.77,5938.5384518494375
11.78,5939.766366506794
11.79,5940.981923858331
11.8,5942.185319222743
11.81,5943.376747918717
11.82,5944.55640526495
11.83,5945.7244865801285
11.84,5946.88118718295
11.85,5948.026702392103
11.86,5949.161227526282
11.87,5950.284957904179
11.88,5951.398088844484
11.89,5952.500815665891
11.9,5953.593333687092
11.91,5954.675838226778
11.92,5955.748524603642
11.93,5956.811588136375
11.94,5957.865224143671
11.95,5958.90962794422
11.96,5959.944994856715
11.97,5960.97152019985
11.98,5961.9893992923135
11.99,5962.9988274528005
12.0,5964.0
12.01,5964.993041458501
12.02,5965.97779317645
12.03,5966.954025707894
12.04,5967.921509606872
12.05,5968.880015427433
12.06,5969.829313723615
12.07,5970.769175049463
12.08,5971.699369959023
12.09,5972.619669006335
12.1,5973.529842745443
12.11,5974.429661730392
12.12,5975.318896515221
12.13,5976.19731765398
12.14,5977.064695700707
12.15,5977.920801209447
12.16,5978.765404734242
12.17,5979.598276829139
12.18,5980.419188048178
12.19,5981.227908945402
12.2,5982.0242100748565
12.21,5982.807861990584
12.22,5983.578635246627
12.23,5984.33630039703
12.24,5985.080627995835
12.25,5985.811388597085
12.26,5986.528352754827
12.27,5987.231291023101
12.28,5987.919973955949
12.29,5988.594172107419
12.3,5989.253656031549
12.31,5989.898196282387
12.32,5990.5275634139725
12.33,5991.141527980351
12.34,5991.739860535566
12.35,5992.322331633659
12.36,5992.888711828674
12.37,5993.438771674656
12.38,5993.972281725647
12.39,5994.48901253569
12.4,5994.988734658828
12.41,5995.471218649106
12.42,5995.936235060566
12.43,5996.383554447251
12.44,5996.812947363205
12.45,5997.224184362472
12.46,5997.617035999093
12.47,5997.991272827114
12.48,5998.346665400576
12.49,5998.682984273523
12.5,5999.0
12.51,5999.297601785898
12.52,5999.576153444503
12.53,5999.836137440949
12.54,6000.078036240368
12.55,6000.3023323079005
12.56,6000.509508108678
12.57,6000.700046107834
12.58,6000.874428770508
12.59,6001.033138561828
12.6,6001.176657946933
12.61,6001.305469390958
12.62,6001.420055359035
12.63,6001.520898316299
12.64,6001.608480727888
12.65,6001.6832850589335
