wind_speed,Südwind S-70 (special nacelle)
6.29,310.12785170008624
6.3,311.9554068289792
6.31,313.78666713323
6.32,315.6216154481453
6.33,317.4602346090314
6.34,319.3025074511948
6.35,321.14841680994186
6.36,322.9979455205794
6.37,324.8510764184133
6.38,326.7077923387502
6.39,328.56807611689675
6.4,330.43191058815944
6.41,332.29927858784424
6.42,334.170162951258
6.43,336.04454651370713
6.44,337.92241211049804
6.45,339.8037425769372
6.46,341.6885207483308
6.47,343.5767294599855
6.48,345.4683515472079
6.49,347.3633698453042
6.5,349.26176718958084
6.51,351.16352641534456
6.52,353.06863035790144
6.53,354.9770618525582
6.54,356.88880373462115
6.55,358.8038388393967
6.56,360.7221500021914
6.57,362.6437200583117
6.58,364.5685318430639
6.59,366.4965681917546
6.6,368.4278119396902
6.61,370.3622459221773
6.62,372.2998529745219
6.63,374.2406159320308
6.64,376.1845176300104
6.65,378.13154090376736
6.66,380.0816685886076
6.67,382.0348835198379
6.68,383.9911685327647
6.69,385.9505064626946
6.7,387.9128801449336
6.71,389.87827241478846
6.72,391.8466661075655
6.73,393.81804405857145
6.74,395.7923891031125
6.75,397.7696840764949
6.76,399.7499118140256
6.77,401.73305515101055
6.78,403.7190969227567
6.79,405.70801996457
6.8,407.6998071117571
6.81,409.6944411996245
6.82,411.6919050634788
6.83,413.692181538626
6.84,415.695253460373
6.85,417.701103664026
6.86,419.7097149848916
6.87,421.7210702582759
6.88,423.7351523194856
6.89,425.7519440038273
6.9,427.7714281466074
6.91,429.793587583132
6.92,431.8184051487078
6.93,433.8458636786412
6.94,435.8759460082388
6.95,437.9086349728069
6.96,439.9439134076518
6.97,441.9817641480802
6.98,444.0221700293986
6.99,446.0651138869131
7.0,448.1105785559304
7.01,450.15854687175687
7.02,452.20900166969886
7.03,454.2619257850631
7.04,456.3173020531559
7.05,458.3751133092836
7.06,460.4353423887527
7.07,462.4979721268699
7.08,464.5629853589412
7.09,466.6303649202732
7.1,468.7000936461724
7.11,470.7721543719455
7.12,472.8465299328986
7.13,474.9232031643381
7.14,477.0021569015706
7.15,479.0833739799028
7.16,481.1668372346406
7.17,483.2525295010909
7.18,485.3404336145599
7.19,487.4305324103543
7.2,489.52280872378
7.21,491.6172453901441
7.22,493.7138252447527
7.23,495.8125311229125
7.24,497.9133458599295
7.25,500.0162522911105
7.26,502.1212332517617
7.27,504.2282715771897
7.28,506.3373501027012
7.29,508.4484516636023
7.3,510.5615590951993
7.31,512.6766552327991
7.32,514.7937229117081
7.33,516.9127449672322
7.34,519.0337042346785
7.35,521.156583549353
7.36,523.2813657465624
7.37,525.408033661613
7.38,527.5365701298113
7.39,529.6669579864636
7.4,531.7991800668769
7.41,533.933219206357
7.42,536.0690582402106
7.43,538.206680003744
7.44,540.346067332264
7.45,542.4872030610767
7.46,544.6300700254887
7.47,546.7746510608065
7.48,548.9209290023364
7.49,551.0688866853849
7.5,553.2185069452586
7.51,555.3697726172634
7.52,557.5226665367065
7.53,559.6771715388942
7.54,561.8332704591323
7.55,563.9909461327278
7.56,566.1501813949872
7.57,568.3109590812168
7.58,570.4732620267229
7.59,572.637073066812
7.6,574.8023750367906
7.61,576.9691507719654
7.62,579.1373831076426
7.63,581.3070548791285
7.64,583.4781489217297
7.65,585.6506480707528
7.66,587.8245351615042
7.67,589.9997930292899
7.68,592.1764045094169
7.69,594.3543524371914
7.7,596.5336196479199
7.71,598.7141889769089
7.72,600.8960432594645
7.73,603.0791653308939
7.74,605.2635380265026
7.75,607.4491441815978
7.76,609.6359666314855
7.77,611.8239882114724
7.78,614.0131917568649
7.79,616.2035601029693
7.8,618.3950760850921
7.81,620.58772253854
7.82,622.7814822986192
7.83,624.9763382006361
7.84,627.1722730798972
7.85,629.369269771709
7.86,631.5673111113781
7.87,633.7663799342106
7.88,635.9664590755132
7.89,638.1675313705921
7.9,640.3695796547541
7.91,642.5725867633054
7.92,644.7765355315523
7.93,646.9814087948017
7.94,649.1871893883598
7.95,651.393860147533
7.96,653.6014039076277
7.97,655.8098035039504
7.98,658.0190417718079
7.99,660.2291015465061
8.0,662.4399656633516
8.01,664.6516169576512
8.02,666.8640382647106
8.03,669.0772124198369
8.04,671.2911222583364
8.05,673.5057506155159
8.06,675.7210803266811
8.07,677.9370942271387
8.08,680.1537751521954
8.09,682.3711059371572
8.1,684.5890694173311
8.11,686.8076484280232
8.12,689.0268258045401
8.13,691.2465843821885
8.14,693.4669069962741
8.15,695.6877764821038
8.16,697.909175674984
8.17,700.1310874102212
8.18,702.3534945231218
8.19,704.5763798489922
8.2,706.799726223139
8.21,709.0235164808688
8.22,711.2477334574876
8.23,713.4723599883018
8.24,715.6973789086182
8.25,717.9227730537432
8.26,720.1485252589832
8.27,722.3746183596444
8.28,724.6010351910337
8.29,726.8277585884571
8.3,729.0547713872219
8.31,731.2820564226333
8.32,733.5095965299985
8.33,735.7373745446238
8.34,737.9653733018157
8.35,740.1935756368804
8.36,742.4219643851246
8.37,744.6505223818547
8.38,746.8792324623776
8.39,749.1080774619988
8.4,751.3370402160253
8.41,753.5661035597634
8.42,755.7952503285196
8.43,758.0244633576004
8.44,760.2537254823122
8.45,762.4830195379616
8.46,764.7123283598551
8.47,766.9416347832987
8.48,769.1709216435991
8.49,771.4001717760625
8.5,773.6293680159956
8.51,775.8584931987052
8.52,778.0875301594972
8.53,780.3164617336784
8.54,782.5452707565546
8.55,784.7739400634334
8.56,787.0024524896203
8.57,789.2307908704219
8.58,791.4589380411447
8.59,793.6868768370953
8.6,795.9145900935799
8.61,798.1420606459053
8.62,800.3692713293774
8.63,802.5962049793036
8.64,804.8228444309896
8.65,807.0491725197417
8.66,809.2751720808667
8.67,811.500825949671
8.68,813.7261169614608
8.69,815.9510279515431
8.7,818.1755417552238
8.71,820.39964120781
8.72,822.6233091446073
8.73,824.8465284009226
8.74,827.0692818120624
8.75,829.2915522133328
8.76,831.5133224400407
8.77,833.7345753274924
8.78,835.9552937109939
8.79,838.1754604258525
8.8,840.3950583073743
8.81,842.614070190865
8.82,844.832478911632
8.83,847.0502673049814
8.84,849.2674182062196
8.85,851.4839144506532
8.86,853.6997388735886
8.87,855.9148743103319
8.88,858.1293035961903
8.89,860.3430095664696
8.9,862.5559750564764
8.91,864.7681829015172
8.92,866.9796159368984
8.93,869.1902569979264
8.94,871.4000889199078
8.95,873.6090945381491
8.96,875.8172566879568
8.97,878.0245582046367
8.98,880.230981923496
8.99,882.4365106798407
9.0,884.6411273089773
9.01,886.8448146462125
9.02,889.0475555268526
9.03,891.2493327862039
9.04,893.4501292595733
9.05,895.649927782267
9.06,897.8487111895912
9.07,900.0464623168525
9.08,902.2431639993572
9.09,904.438799072412
9.1,906.6333503713232
9.11,908.8268007313976
9.12,911.019132987941
9.13,913.2103299762608
9.14,915.4003745316624
9.15,917.5892494894528
9.16,919.776937684938
9.17,921.9634219534252
9.18,924.1486851302204
9.19,926.33271005063
9.2,928.5154795499604
9.21,930.6969764635188
9.22,932.8771836266104
9.23,935.0560838745422
9.24,937.2336600426208
9.25,939.4098949661528
9.26,941.5847714804444
9.27,943.758272420802
9.28,945.9303806225316
9.29,948.1010789209408
9.3,950.2703501513354
9.31,952.4381771490214
9.32,954.604542749306
9.33,956.7694297874953
9.34,958.9328210988954
9.35,961.0946995188136
9.36,963.2550478825556
9.37,965.4138490254282
9.38,967.5710857827382
9.39,969.7267409897912
9.4,971.880797481894
9.41,974.0332380943528
9.42,976.1840456624748
9.43,978.3332030215656
9.44,980.4806930069326
9.45,982.6264984538813
9.46,984.7706021977187
9.47,986.9129870737512
9.48,989.0536359172852
9.49,991.1925315636264
9.5,993.3296568480824
9.51,995.4649946059592
9.52,997.5985276725628
9.53,999.7302388832004
9.54,1001.860111073178
9.55,1003.9881270778026
9.56,1006.11426973238
9.57,1008.2385218722164
9.58,1010.360866332619
9.59,1012.4812859488936
9.6,1014.5997635563476
9.61,1016.716281990286
9.62,1018.8308240860168
9.63,1020.9433726788458
9.64,1023.0539106040789
9.65,1025.1624206970232
9.66,1027.2688857929843
9.67,1029.3732887272704
9.68,1031.4756123351865
9.69,1033.575839452039
9.7,1035.6739529131348
9.71,1037.7699355537811
9.72,1039.8637702092826
9.73,1041.9554397149473
9.74,1044.0449269060805
9.75,1046.1322146179896
9.76,1048.2172856859802
9.77,1050.3001229453594
9.78,1052.3807092314337
9.79,1054.4590273795084
9.8,1056.5350602248918
9.81,1058.608790602889
9.82,1060.6802013488066
9.83,1062.7492752979515
9.84,1064.8159952856297
9.85,1066.8803441471478
9.86,1068.9423047178122
9.87,1071.0018598329298
9.88,1073.058992327807
9.89,1075.1136850377488
9.9,1077.1659207980636
9.91,1079.2156824440567
9.92,1081.2629528110351
9.93,1083.307714734305
9.94,1085.3499510491724
9.95,1087.3896445909445
9.96,1089.4267781949277
9.97,1091.461334696428
9.98,1093.4932969307522
9.99,1095.5226477332062
10.0,1097.5493699390972
10.01,1099.5734463837312
10.02,1101.594859902414
10.03,1103.6135933304536
10.04,1105.6296295031557
10.05,1107.6429512558266
10.06,1109.6535414237724
10.07,1111.6613828423
10.08,1113.666458346716
10.09,1115.6687507723266
10.1,1117.668242954438
10.11,1119.6649177283575
10.12,1121.6587579293907
10.13,1123.6497463928445
10.14,1125.637865954025
10.15,1127.623099448239
10.16,1129.6054297107926
10.17,1131.5848395769924
10.18,1133.5613118821448
10.19,1135.5348294615562
10.2,1137.5053751505336
10.21,1139.472931784383
10.22,1141.4374821984106
10.23,1143.399009227923
10.24,1145.357495708227
10.25,1147.3129244746287
10.26,1149.2652783624346
10.27,1151.214540206951
10.28,1153.1606928434846
10.29,1155.103719107342
10.3,1157.0436018338296
10.31,1158.980323858253
10.32,1160.91386801592
10.33,1162.844217142136
10.34,1164.771354072208
10.35,1166.695261641442
10.36,1168.6159226851446
10.37,1170.5333200386226
10.38,1172.4474365371825
10.39,1174.35825501613
10.4,1176.2657583107718
10.41,1178.169929256415
10.42,1180.0707506883657
10.43,1181.9682054419293
10.44,1183.862276352414
10.45,1185.752946255125
10.46,1187.64019798537
10.47,1189.5240143784536
10.48,1191.4043782696838
10.49,1193.281272494366
10.5,1195.1546798878076
10.51,1197.0245832853143
10.52,1198.8909655221928
10.53,1200.7538094337497
10.54,1202.6130978552917
10.55,1204.4688136221246
10.56,1206.320939569555
10.57,1208.1694585328896
10.58,1210.0143533474347
10.59,1211.8556068484968
10.6,1213.693201871382
10.61,1215.5271212513976
10.62,1217.357347823849
10.63,1219.1838644240438
10.64,1221.0066538872873
10.65,1222.8256990488865
10.66,1224.6409827441475
10.67,1226.4524878083776
10.68,1228.2601970768824
10.69,1230.0640933849684
10.7,1231.8641595679424
10.71,1233.6603784611111
10.72,1235.45273289978
10.73,1237.2412057192566
10.74,1239.0257797548466
10.75,1240.806437841857
10.76,1242.5831628155934
10.77,1244.3559375113632
10.78,1246.1247447644723
10.79,1247.8895674102273
10.8,1249.6503882839347
10.81,1251.4071902209012
10.82,1253.1599560564323
10.83,1254.9086686258352
10.84,1256.6533107644163
10.85,1258.3938653074822
10.86,1260.130315090339
10.87,1261.8626429482931
10.88,1263.590831716651
10.89,1265.31486423072
10.9,1267.034723325805
10.91,1268.7503918372136
10.92,1270.461852600252
10.93,1272.169088450226
10.94,1273.8720822224432
10.95,1275.5708167522089
10.96,1277.2652748748303
10.97,1278.9554394256138
10.98,1280.6412932398655
10.99,1282.3228191528922
11.0,1284.0
11.01,1285.6728177881716
11.02,1287.3412512110935
11.03,1289.005278134129
11.04,1290.6648764226404
11.05,1292.3200239419912
11.06,1293.9706985575435
11.07,1295.6168781346607
11.08,1297.2585405387051
11.09,1298.8956636350397
11.1,1300.5282252890272
11.11,1302.1562033660311
11.12,1303.7795757314134
11.13,1305.3983202505376
11.14,1307.0124147887657
11.15,1308.6218372114613
11.16,1310.2265653839863
11.17,1311.8265771717045
11.18,1313.4218504399782
11.19,1315.01236305417
11.2,1316.5980928796437
11.21,1318.1790177817618
11.22,1319.7551156258862
11.23,1321.3263642773804
11.24,1322.892741601607
11.25,1324.454225463929
11.26,1326.0107937297091
11.27,1327.5624242643107
11.28,1329.1090949330958
11.29,1330.6507836014273
11.3,1332.1874681346685
11.31,1333.719126398182
11.32,1335.2457362573305
11.33,1336.7672755774768
11.34,1338.2837222239834
11.35,1339.795054062214
11.36,1341.301248957531
11.37,1342.802284775297
11.38,1344.2981393808757
11.39,1345.788790639628
11.4,1347.274216416919
11.41,1348.75439457811
11.42,1350.2293029885636
11.43,1351.698919513644
11.44,1353.1632220187132
11.45,1354.6221883691344
11.46,1356.0757964302704
11.47,1357.5240240674827
11.48,1358.966849146136
11.49,1360.404249531592
11.5,1361.8362030892135
11.51,1363.262687684364
11.52,1364.6836811824055
11.53,1366.099161448702
11.54,1367.5091063486154
11.55,1368.9134937475085
11.56,1370.3123015107442
11.57,1371.7055075036856
11.58,1373.0930895916954
11.59,1374.4750256401362
11.6,1375.8512935143715
11.61,1377.221871079763
11.62,1378.5867362016745
11.63,1379.9458667454685
11.64,1381.2992405765076
11.65,1382.6468355601546
11.66,1383.988629561773
11.67,1385.3246004467246
11.68,1386.6547260803727
11.69,1387.9789843280803
11.7,1389.2973530552104
11.71,1390.6098101271252
11.72,1391.916333409188
11.73,1393.2169007667617
11.74,1394.5114900652084
11.75,1395.8000791698912
11.76,1397.0826459461734
11.77,1398.3591682594174
11.78,1399.629623974986
11.79,1400.8939909582425
11.8,1402.1522470745497
11.81,1403.4043701892692
11.82,1404.650338167765
11.83,1405.8901288753996
11.84,1407.1237201775357
11.85,1408.351089939537
11.86,1409.5722160267649
11.87,1410.787076304583
11.88,1411.9956486383544
11.89,1413.1979108934413
11.9,1414.3938409352063
11.91,1415.5834166290133
11.92,1416.766615840224
11.93,1417.943416434202
11.94,1419.1137962763096
11.95,1420.27773323191
11.96,1421.4352051663657
11.97,1422.58618994504
11.98,1423.7306654332951
11.99,1424.8686094964944
12.0,1426.0
12.01,1427.1248125661186
12.02,1428.24301384493
12.03,1429.3545682434556
12.04,1430.4594401687186
12.05,1431.5575940277422
12.06,1432.6489942275482
12.07,1433.73360517516
12.08,1434.8113912775996
12.09,1435.88231694189
12.1,1436.9463465750534
12.11,1438.003444584113
12.12,1439.0535753760917
12.13,1440.0967033580114
12.14,1441.1327929368947
12.15,1442.161808519765
12.16,1443.1837145136444
12.17,1444.1984753255558
12.18,1445.2060553625215
12.19,1446.2064190315643
12.2,1447.1995307397071
12.21,1448.1853548939728
12.22,1449.163855901383
12.23,1450.1349981689611
12.24,1451.0987461037298
12.25,1452.055064112711
12.26,1453.0039166029285
12.27,1453.945267981404
12.28,1454.8790826551606
12.29,1455.8053250312205
12.3,1456.723959516607
12.31,1457.6349505183423
12.32,1458.5382624434492
12.33,1459.4338596989503
12.34,1460.3217066918685
12.35,1461.201767829226
12.36,1462.0740075180452
12.37,1462.9383901653496
12.38,1463.7948801781615
12.39,1464.6434419635032
12.4,1465.4840399283985
12.41,1466.316638479868
12.42,1467.141202024936
12.43,1467.9576949706243
12.44,1468.7660817239564
12.45,1469.566326691954
12.46,1470.3583942816408
12.47,1471.1422489000388
12.48,1471.9178549541705
12.49,1472.6851768510585
12.5,1473.4441789977252
12.51,1474.1948258011946
12.52,1474.937081668488
12.53,1475.6709110066288
12.54,1476.3962782226397
12.55,1477.1131477235422
12.56,1477.8214839163602
12.57,1478.5212512081157
12.58,1479.2124140058315
12.59,1479.8949367165303
12.6,1480.568783747235
12.61,1481.2339195049676
12.62,1481.8903083967512
12.63,1482.5379148296088
12.64,1483.176703210563
12.65,1483.8066379466347
12.66,1484.4276834448483
12.67,1485.0398041122264
12.68,1485.6429643557913
12.69,1486.2371285825657
12.7,1486.8222611995718
12.71,1487.398326613833
12.72,1487.965289232371
