wind_speed,Samsung 25s
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.1642330302433721
2.02,0.3377032457473329
2.03,0.5200776259273632
2.04,0.7110231501989666
2.05,0.9102067979776202
2.06,1.1172955486788294
2.07,1.331956381718065
2.08,1.5538562765108428
2.09,1.7826622124726266
2.1,2.0180411690189306
2.11,2.259660125565224
2.12,2.507186061527019
2.13,2.760285956319785
2.14,3.018626789359031
2.15,3.2818755400602297
2.16,3.5496991878388924
2.17,3.821764712110488
2.18,4.097739092290528
2.19,4.37728930779448
2.2,4.66008233803786
2.21,4.945785162436133
2.22,5.234064760404813
2.23,5.524588111359368
2.24,5.817022194715311
2.25,6.111033989888109
2.26,6.4062904762932655
2.27,6.702458633346286
2.28,6.999205440462631
2.29,7.296197877057818
2.3,7.593102922547312
2.31,7.88958755634663
2.32,8.185318757871238
2.33,8.479963506536649
2.34,8.77318878175833
2.35,9.064661562951796
2.36,9.35404882953251
2.37,9.641017560915996
2.38,9.925234736517712
2.39,10.206367335753177
2.4,10.484082338037853
2.41,10.758046722787258
2.42,11.027927469416856
2.43,11.29339155734216
2.44,11.554105965978648
2.45,11.80973767474182
2.46,12.059953663047157
2.47,12.304420910310157
2.48,12.542806395946297
2.49,12.774777099371088
2.5,13.0
2.51,13.218283693716144
2.52,13.43000324227305
2.53,13.635675323891848
2.54,13.83581661679368
2.55,14.030943799199662
2.56,14.22157354933096
2.57,14.408222545408687
2.58,14.591407465653994
2.59,14.771644988288005
2.6,14.949451791531867
2.61,15.1253445536067
2.62,15.29983995273366
2.63,15.473454667133868
2.64,15.64670537502847
2.65,15.820108754638593
2.66,15.994181484185376
2.67,16.169440241889955
2.68,16.34640170597347
2.69,16.52558255465705
2.7,16.707499466161842
2.71,16.892669118708966
2.72,17.081608190519574
2.73,17.274833359814785
2.74,17.472861304815755
2.75,17.676208703743598
2.76,17.885392234819466
2.77,18.100928576264497
2.78,18.32333440629981
2.79,18.553126403146564
2.8,18.790821245025874
2.81,19.036935610158885
2.82,19.29198617676673
2.83,19.55648962307056
2.84,19.83096262729148
2.85,20.11592186765066
2.86,20.411884022369208
2.87,20.719365769668286
2.88,21.038883787768995
2.89,21.370954754892512
2.9,21.71609534925994
2.91,22.07482224909244
2.92,22.44765213261112
2.93,22.83510167803715
2.94,23.237687563591628
2.95,23.65592646749573
2.96,24.09033506797056
2.97,24.54143004323727
2.98,25.00972807151698
2.99,25.49574583103086
3.0,26.0
3.01,26.522840194892023
3.02,27.063947785160465
3.03,27.622837078505228
3.04,28.19902238262633
3.05,28.792018005223696
3.06,29.40133825399733
3.07,30.02649743664716
3.08,30.667009860873197
3.09,31.322389834375336
3.1,31.992151664853623
3.11,32.67580966000795
3.12,33.37287812753836
3.13,34.08287137514473
3.14,34.80530371052711
3.15,35.5396894413854
3.16,36.28554287541962
3.17,37.04237832032969
3.18,37.80971008381562
3.19,38.58705247357731
3.2,39.37391979731482
3.21,40.169826362728
3.22,40.97428647751693
3.23,41.78681444938149
3.24,42.60692458602171
3.25,43.43413119513748
3.26,44.26794858442883
3.27,45.10789106159573
3.28,45.95347293433808
3.29,46.80420851035593
3.3,47.65961209734916
3.31,48.51919800301781
3.32,49.3824805350618
3.33,50.248974001181125
3.34,51.11819270907571
3.35,51.98965096644558
3.36,52.86286308099062
3.37,53.73734336041088
3.38,54.61260611240627
3.39,55.4881656446768
3.4,56.36353626492236
3.41,57.238232280843015
3.42,58.11176800013864
3.43,58.98365773050928
3.44,59.85341577965481
3.45,60.7205564552753
3.46,61.58459406507061
3.47,62.4450429167408
3.48,63.30141731798577
3.49,64.15323157650555
3.5,65.0
3.51,65.84135552671567
3.52,66.67740561708509
3.53,67.50837636208718
3.54,68.334493852701
3.55,69.15598417990547
3.56,69.9730734346797
3.57,70.78598770800261
3.58,71.59495309085327
3.59,72.40019567421061
3.6,73.20194154905369
3.61,74.00041680636144
3.62,74.79584753711298
3.63,75.58845983228717
3.64,76.37847978286312
3.65,77.16613347981976
3.66,77.95164701413617
3.67,78.73524647679126
3.68,79.51715795876412
3.69,80.29760755103368
3.7,81.07682134457899
3.71,81.855025430379
3.72,82.63244589941277
3.73,83.40930884265924
3.74,84.1858403510975
3.75,84.96226651570645
3.76,85.73881342746516
3.77,86.51570717735262
3.78,87.2931738563478
3.79,88.07143955542975
3.8,88.8507303655774
3.81,89.63127237776983
3.82,90.413291682986
3.83,91.19701437220496
3.84,91.9826665364056
3.85,92.77047426656708
3.86,93.56066365366826
3.87,94.3534607886882
3.88,95.1490917626059
3.89,95.94778266640036
3.9,96.74975959105058
3.91,97.5552486275356
3.92,98.36447586683433
3.93,99.17766739992584
3.94,99.99504931778912
3.95,100.81684771140316
3.96,101.643288671747
3.97,102.4745982897996
3.98,103.31100265653993
3.99,104.15272786294712
4.0,105.0
4.01,105.85300730159273
4.02,106.71178657327926
4.03,107.57633676352884
4.04,108.4466568208104
4.05,109.32274569359308
4.06,110.20460233034596
4.07,111.09222567953825
4.08,111.98561468963882
4.09,112.88476830911684
4.1,113.78968548644146
4.11,114.70036517008182
4.12,115.6168063085068
4.13,116.53900785018566
4.14,117.4669687435874
4.15,118.4006879371812
4.16,119.34016437943605
4.17,120.28539701882104
4.18,121.23638480380528
4.19,122.19312668285797
4.2,123.15562160444802
4.21,124.12386851704451
4.22,125.09786636911672
4.23,126.07761410913362
4.24,127.06311068556424
4.25,128.0543550468778
4.26,129.0513461415432
4.27,130.05408291802976
4.28,131.06256432480646
4.29,132.07678931034232
4.3,133.0967568231065
4.31,134.12246581156805
4.32,135.15391522419617
4.33,136.19110400945974
4.34,137.234031115828
4.35,138.28269549177003
4.36,139.33709608575495
4.37,140.39723184625169
4.38,141.46310172172937
4.39,142.5347046606572
4.4,143.6120396115043
4.41,144.6951055227396
4.42,145.7839013428322
4.43,146.87842602025125
4.44,147.97867850346594
4.45,149.08465774094512
4.46,150.19636268115804
4.47,151.31379227257372
4.48,152.43694546366137
4.49,153.56582120288988
4.5,154.70041843872843
4.51,155.84073611964615
4.52,156.986773194112
4.53,158.13852861059536
4.54,159.296001317565
4.55,160.45919026349006
4.56,161.62809439683977
4.57,162.80271266608318
4.58,163.98304401968926
4.59,165.16908740612718
4.6,166.360841773866
4.61,167.55830607137497
4.62,168.7614792471229
4.63,169.97036024957902
4.64,171.1849480272124
4.65,172.40524152849224
4.66,173.6312397018874
4.67,174.86294149586712
4.68,176.10034585890045
4.69,177.34345173945658
4.7,178.59225808600436
4.71,179.84676384701308
4.72,181.1069679709517
4.73,182.3728694062896
4.74,183.6444671014954
4.75,184.9217600050385
4.76,186.20474706538783
4.77,187.49342723101265
4.78,188.78779945038207
4.79,190.0878626719649
4.8,191.3936158442304
4.81,192.70505791564767
4.82,194.02218783468584
4.83,195.3450045498139
4.84,196.67350700950087
4.85,198.00769416221607
4.86,199.3475649564285
4.87,200.69311834060704
4.88,202.044353263221
4.89,203.4012686727394
4.9,204.76386351763145
4.91,206.132136746366
4.92,207.5060873074122
4.93,208.88571414923928
4.94,210.2710162203164
4.95,211.66199246911228
4.96,213.05864184409623
4.97,214.4609632937373
4.98,215.86895576650477
4.99,217.2826182108674
5.0,218.7019495752945
5.01,220.12694880825504
5.02,221.55761485821807
5.03,222.99394667365303
5.04,224.43594320302853
5.05,225.88360339481395
5.06,227.33692619747828
5.07,228.7959105594907
5.08,230.2605554293201
5.09,231.73085975543577
5.1,233.2068224863066
5.11,234.688442570402
5.12,236.17571895619076
5.13,237.668650592142
5.14,239.16723642672483
5.15,240.67147540840853
5.16,242.18136648566195
5.17,243.69690860695417
5.18,245.21810072075448
5.19,246.74494177553183
5.2,248.2774307197553
5.21,249.815566501894
5.22,251.35934807041693
5.23,252.90877437379348
5.24,254.4638443604924
5.25,256.02455697898296
5.26,257.5909111777341
5.27,259.162905905215
5.28,260.7405401098949
5.29,262.3238127402426
5.3,263.91272274472726
5.31,265.5072690718181
5.32,267.1074506699843
5.33,268.71326648769457
5.34,270.3247154734182
5.35,271.9417965756243
5.36,273.5645087427821
5.37,275.1928509233604
5.38,276.8268220658284
5.39,278.4664211186552
5.4,280.1116470303101
5.41,281.7624987492617
5.42,283.41897522397943
5.43,285.0810754029323
5.44,286.74879823458963
5.45,288.42214266742
5.46,290.1011076498929
5.47,291.7856921304773
5.48,293.4758950576424
5.49,295.171715379857
5.5,296.8731520455904
5.51,298.5802040033116
5.52,300.29287020148973
5.53,302.0111495885941
5.54,303.7350411130934
5.55,305.4645437234569
5.56,307.1996563681537
5.57,308.940377995653
5.58,310.6867075544236
5.59,312.43864399293483
5.6,314.1961862596557
5.61,315.9593333030553
5.62,317.72808407160267
5.63,319.50243751376684
5.64,321.28239257801704
5.65,323.0679482128224
5.66,324.8591033666519
5.67,326.6558569879746
5.68,328.4582080252595
5.69,330.2661554269761
5.7,332.079698141593
5.71,333.89883511757955
5.72,335.7235653034048
5.73,337.55388764753786
5.74,339.3898010984477
5.75,341.23130460460345
5.76,343.0783971144742
5.77,344.93107757652905
5.78,346.7893449392373
5.79,348.6531981510677
5.8,350.5226361604895
5.81,352.3976579159717
5.82,354.27826236598366
5.83,356.1644484589941
5.84,358.0562151434722
5.85,359.9535613678871
5.86,361.85648608070807
5.87,363.764988230404
5.88,365.6790667654439
5.89,367.5987206342969
5.9,369.5239487854324
5.91,371.4547501673191
5.92,373.3911237284261
5.93,375.33306841722265
5.94,377.280583182178
5.95,379.2336669717609
5.96,381.1923187344404
5.97,383.156537418686
5.98,385.1263219729666
5.99,387.10167134575096
6.0,389.08258448550856
6.01,391.0690603407083
6.02,393.0610978598194
6.03,395.0586959913111
6.04,397.0618536836519
6.05,399.0705698853114
6.06,401.0848435447585
6.07,403.10467361046256
6.08,405.1300590308922
6.09,407.1609987545168
6.1,409.1974917298052
6.11,411.2395369052271
6.12,413.2871332292509
6.13,415.3402796503459
6.14,417.3989751169813
6.15,419.4632185776263
6.16,421.5330089807497
6.17,423.6083452748205
6.18,425.6892264083081
6.19,427.7756513296816
6.2,429.8676189874099
6.21,431.9651283299622
6.22,434.06817830580735
6.23,436.17676786341497
6.24,438.2908959512535
6.25,440.41056151779225
6.26,442.5357635115005
6.27,444.66650088084725
6.28,446.80277257430174
6.29,448.9445775403326
6.3,451.0919147274093
6.31,453.2447830840008
6.32,455.4031815585764
6.33,457.56710909960464
6.34,459.7365646555551
6.35,461.9115471748967
6.36,464.0920556060989
6.37,466.27808889763
6.38,468.4696459979597
6.39,470.6667258555568
6.4,472.8693274188908
6.41,475.0774496364302
6.42,477.2910914566445
6.43,479.51025182800254
6.44,481.7349296989738
6.45,483.9651240180269
6.46,486.20083373363104
6.47,488.4420577942556
6.48,490.6887951483694
6.49,492.9410447444416
6.5,495.1988055309412
6.51,497.4620764563374
6.52,499.7308564690992
6.53,502.005144517696
6.54,504.2849395505964
6.55,506.5702405162696
6.56,508.8610463631849
6.57,511.1573560398114
6.58,513.459168494618
6.59,515.7664826760738
6.6,518.0792975326478
6.61,520.3976120128098
6.62,522.7214250650277
6.63,525.0507356377715
6.64,527.3855426795101
6.65,529.7258451387123
6.66,532.0716419638475
6.67,534.4229321033845
6.68,536.7797145057925
6.69,539.1419881195408
6.7,541.5097518930984
6.71,543.8830047749341
6.72,546.261745713517
6.73,548.645973657317
6.74,551.035687554802
6.75,553.4308863544418
6.76,555.8315690047054
6.77,558.2377344540618
6.78,560.6493816509802
6.79,563.0665095439296
6.8,565.4891170813789
6.81,567.9172032117975
6.82,570.3507668836546
6.83,572.7898070454187
6.84,575.2343226455592
6.85,577.6843126325456
6.86,580.1397759548463
6.87,582.6007115609309
6.88,585.067118399268
6.89,587.5389954183271
6.9,590.0163415665776
6.91,592.4991557924876
6.92,594.9874370445269
6.93,597.4811842711644
6.94,599.9803964208694
6.95,602.4850724421105
6.96,604.9952112833571
6.97,607.5108118930784
6.98,610.0318732197436
6.99,612.5583942118212
7.0,615.0903738177807
7.01,617.627810986091
7.02,620.1707046652214
7.03,622.7190538036411
7.04,625.2728573498188
7.05,627.8321142522237
7.06,630.3968234593251
7.07,632.9669839195922
7.08,635.5425945814933
7.09,638.1236543934982
7.1,640.7101623040758
7.11,643.3021172616955
7.12,645.8995182148257
7.13,648.5023641119359
7.14,651.1106539014952
7.15,653.7243865319726
7.16,656.3435609518376
7.17,658.9681761095584
7.18,661.5982309536047
7.19,664.2337244324458
7.2,666.8746554945501
7.21,669.5210230883873
7.22,672.1728261624262
7.23,674.8300636651361
7.24,677.4927345449856
7.25,680.1608377504442
7.26,682.8343722299809
7.27,685.5133369320649
7.28,688.1977308051653
7.29,690.8875527977508
7.3,693.5828018582906
7.31,696.2834769352542
7.32,698.9895769771106
7.33,701.7011009323285
7.34,704.4180477493771
7.35,707.1404163767255
7.36,709.8682057628433
7.37,712.6014148561989
7.38,715.3400426052615
7.39,718.0840879585004
7.4,720.8335498643846
7.41,723.5884272713836
7.42,726.3487191279655
7.43,729.1144243826004
7.44,731.8855419837569
7.45,734.6620708799039
7.46,737.444010019511
7.47,740.2313583510469
7.48,743.0241148229809
7.49,745.8222783837821
7.5,748.6258479819193
7.51,751.4348225658617
7.52,754.2492010840785
7.53,757.068982485039
7.54,759.8941657172118
7.55,762.7247497290664
7.56,765.5607334690715
7.57,768.4021158856967
7.58,771.2488959274106
7.59,774.1010725426825
7.6,776.9586446799815
7.61,779.8216112877766
7.62,782.6899713145367
7.63,785.5637237087313
7.64,788.4428674188293
7.65,791.3274013933003
7.66,794.2173245806122
7.67,797.112635929235
7.68,800.0133343876375
7.69,802.919418904289
7.7,805.8308884276582
7.71,808.7477419062147
7.72,811.6699782884269
7.73,814.5975965227648
7.74,817.5305955576969
7.75,820.468974341692
7.76,823.4127318232197
7.77,826.3618669507489
7.78,829.3163786727491
7.79,832.2762659376888
7.8,835.2415276940371
7.81,838.2121628902632
7.82,841.1881704748369
7.83,844.1695493962262
7.84,847.1562986029008
7.85,850.1484170433293
7.86,853.1459036659818
7.87,856.1487574193261
7.88,859.1569772518321
7.89,862.1705621119688
7.9,865.189510948205
7.91,868.2138227090102
7.92,871.243496342853
7.93,874.2785307982026
7.94,877.3189250235289
7.95,880.3646779672997
7.96,883.4157885779848
7.97,886.472255804053
7.98,889.5340785939743
7.99,892.6012558962163
8.0,895.6737866592492
8.01,898.7516698315416
8.02,901.8349043615626
8.03,904.9234891977816
8.04,908.0174232886676
8.05,911.1167055826896
8.06,914.2213350283166
8.07,917.3313105740176
8.08,920.446631168262
8.09,923.5672957595186
8.1,926.6933032962564
8.11,929.824652726945
8.12,932.9613430000531
8.13,936.1033730640506
8.14,939.2507418674052
8.15,942.4034483585864
8.16,945.5614914860638
8.17,948.7248701983062
8.18,951.8935834437827
8.19,955.0676301709624
8.2,958.2470093283144
8.21,961.4317198643084
8.22,964.6217607274124
8.23,967.8171308660956
8.24,971.0178292288276
8.25,974.2238547640774
8.26,977.4352064203136
8.27,980.6518831460062
8.28,983.8738838896238
8.29,987.1012075996352
8.3,990.3338532245104
8.31,993.5718197127172
8.32,996.8151060127256
8.33,1000.0637110730044
8.34,1003.3176338420226
8.35,1006.5768732682492
8.36,1009.8414283001536
8.37,1013.1112978862052
8.38,1016.3864809748724
8.39,1019.6669765146246
8.4,1022.9527834539306
8.41,1026.24390074126
8.42,1029.5403273250813
8.43,1032.842062153864
8.44,1036.1491041760771
8.45,1039.4614523401897
8.46,1042.7791055946714
8.47,1046.10206288799
8.48,1049.4303231686154
8.49,1052.7638853850167
8.5,1056.1027484856627
8.51,1059.4469114190229
8.52,1062.7963731335662
8.53,1066.1511325777617
8.54,1069.5111887000785
8.55,1072.876540448986
8.56,1076.2471867729523
8.57,1079.6231266204472
8.58,1083.0043589399395
8.59,1086.390882679899
8.6,1089.782696788794
8.61,1093.179800215094
8.62,1096.5821919072678
8.63,1099.9898708137853
8.64,1103.4028358831142
8.65,1106.821086063724
8.66,1110.244620304085
8.67,1113.6734375526646
8.68,1117.1075367579328
8.69,1120.5469168683587
8.7,1123.9915768324113
8.71,1127.4415155985605
8.72,1130.8967321152734
8.73,1134.3572253310203
8.74,1137.8229941942702
8.75,1141.2940376534923
8.76,1144.7703546571556
8.77,1148.2519441537293
8.78,1151.7388050916818
8.79,1155.2309364194832
8.8,1158.7283370856028
8.81,1162.231006038508
8.82,1165.738942226669
8.83,1169.252144598555
8.84,1172.7706121026347
8.85,1176.2943436873772
8.86,1179.823338301252
8.87,1183.3575948927278
8.88,1186.8971124102748
8.89,1190.44188980236
8.9,1193.9919260174538
8.91,1197.5472200040251
8.92,1201.1077707105426
8.93,1204.6735770854762
8.94,1208.2446380772944
8.95,1211.8209526344665
8.96,1215.4025197054618
8.97,1218.989338238749
8.98,1222.5814071827967
8.99,1226.1787254860749
9.0,1229.7812920970523
9.01,1233.3891059641985
9.02,1237.0021660359814
9.03,1240.620471260871
9.04,1244.2440205873363
9.05,1247.872812963847
9.06,1251.506847338871
9.07,1255.1461226608778
9.08,1258.7906378783364
9.09,1262.440391939716
9.1,1266.0953837934858
9.11,1269.755612388115
9.12,1273.4210766720723
9.13,1277.0917755938276
9.14,1280.767708101849
9.15,1284.4488731446056
9.16,1288.1352696705671
9.17,1291.8268966282026
9.18,1295.5237529659803
9.19,1299.2258376323705
9.2,1302.9331495758413
9.21,1306.645687744863
9.22,1310.363451087903
9.23,1314.0864385534314
9.24,1317.8146490899176
9.25,1321.5480816458298
9.26,1325.2867351696373
9.27,1329.03060860981
9.28,1332.7797009148155
9.29,1336.534011033125
9.3,1340.293537913206
9.31,1344.0582805035278
9.32,1347.8282377525595
9.33,1351.6034086087705
9.34,1355.3837920206297
9.35,1359.169386936606
9.36,1362.960192305169
9.37,1366.7562070747872
9.38,1370.557430193931
9.39,1374.3638606110671
9.4,1378.175497274667
9.41,1381.9923391331977
9.42,1385.8143851351297
9.43,1389.6416342289317
9.44,1393.474085363073
9.45,1397.311737486022
9.46,1401.1545895462496
9.47,1405.0026404922226
9.48,1408.855889272411
9.49,1412.7143348352838
9.5,1416.5779761293104
9.51,1420.44681210296
9.52,1424.3208417047006
9.53,1428.2000638830025
9.54,1432.0844775863343
9.55,1435.9740817631662
9.56,1439.868875361965
9.57,1443.7688573312012
9.58,1447.6740266193435
9.59,1451.5843821748622
9.6,1455.4999229462244
9.61,1459.4206478819003
9.62,1463.3465559303593
9.63,1467.2776460400703
9.64,1471.213917159502
9.65,1475.1553682371232
9.66,1479.1019982214034
9.67,1483.053806060812
9.68,1487.0107907038173
9.69,1490.9729510988889
9.7,1494.9402861944964
9.71,1498.9127949391088
9.72,1502.8904762811935
9.73,1506.8733291692215
9.74,1510.8613525516612
9.75,1514.8545453769814
9.76,1518.8529065936514
9.77,1522.856435150141
9.78,1526.8651299949174
9.79,1530.878990076452
9.8,1534.8980143432132
9.81,1538.9222017436691
9.82,1542.9515512262894
9.83,1546.9860617395434
9.84,1551.0257322318998
9.85,1555.070561651828
9.86,1559.1205489477964
9.87,1563.175693068275
9.88,1567.2359929617337
9.89,1571.3014475766397
9.9,1575.3720558614618
9.91,1579.4478167646707
9.92,1583.5287292347348
9.93,1587.6147922201233
9.94,1591.706004669305
9.95,1595.8023655307495
9.96,1599.9038737529263
9.97,1604.0105282843033
9.98,1608.1223280733498
9.99,1612.2392720685357
10.0,1616.3613592183287
10.01,1620.4885884711994
10.02,1624.620958775616
10.03,1628.7584690800477
10.04,1632.9011183329642
10.05,1637.0489054828347
10.06,1641.201829478127
10.07,1645.3598892673106
10.08,1649.5230837988547
10.09,1653.691412021229
10.1,1657.864872882902
10.11,1662.0434653323434
10.12,1666.227188318021
10.13,1670.4160407884062
10.14,1674.6100216919654
10.15,1678.8091299771688
10.16,1683.0133645924857
10.17,1687.2227244863848
10.18,1691.4372086073358
10.19,1695.6568159038077
10.2,1699.8815453242687
10.21,1704.1113958171895
10.22,1708.3463663310376
10.23,1712.5864558142823
10.24,1716.8316632153933
10.25,1721.0819874828396
10.26,1725.3374275650897
10.27,1729.5979824106137
10.28,1733.8636509678802
10.29,1738.1344321853578
10.3,1742.410325011516
10.31,1746.691328394824
10.32,1750.9774412837512
10.33,1755.268662626766
10.34,1759.564991372337
10.35,1763.8664264689344
10.36,1768.1729668650269
10.37,1772.484611509084
10.38,1776.8013593495748
10.39,1781.1232093349672
10.4,1785.4501604137308
10.41,1789.7822115343354
10.42,1794.1193616452497
10.43,1798.4616096949426
10.44,1802.808954631883
10.45,1807.1613954045404
10.46,1811.5189309613847
10.47,1815.8815602508837
10.48,1820.2492822215056
10.49,1824.622095821722
10.5,1829.0
10.51,1833.3828708051533
10.52,1837.7700926873647
10.53,1842.160927197164
10.54,1846.5546358850772
10.55,1850.950480301635
10.56,1855.3477219973624
10.57,1859.7456225227863
10.58,1864.1434434284376
10.59,1868.540446264843
10.6,1872.935892582529
10.61,1877.329043932025
10.62,1881.719161863858
10.63,1886.105507928557
10.64,1890.487343676648
10.65,1894.863930658659
10.66,1899.2345304251185
10.67,1903.5984045265543
10.68,1907.9548145134947
10.69,1912.3030219364657
10.7,1916.642288345997
10.71,1920.9718752926165
10.72,1925.29104432685
10.73,1929.5990569992264
10.74,1933.8951748602744
10.75,1938.17865946052
10.76,1942.448772350492
10.77,1946.7047750807185
10.78,1950.9459292017268
10.79,1955.1714962640444
10.8,1959.3807378182007
10.81,1963.5729154147216
10.82,1967.747290604136
10.83,1971.9031249369705
10.84,1976.0396799637545
10.85,1980.156217235014
10.86,1984.2519983012787
10.87,1988.326284713075
10.88,1992.378338020932
10.89,1996.4074197753769
10.9,2000.412791526936
10.91,2004.3937148261384
10.92,2008.349451223513
10.93,2012.2792622695856
10.94,2016.1824095148852
10.95,2020.0581545099387
10.96,2023.9057588052765
10.97,2027.7244839514224
10.98,2031.5135914989064
10.99,2035.2723429982564
11.0,2039.0
11.01,2042.6960687136057
11.02,2046.3610339843103
11.03,2049.995625316291
11.04,2053.600572213724
11.05,2057.1766041807887
11.06,2060.72445072166
11.07,2064.244841340515
11.08,2067.7385055415334
11.09,2071.2061728288904
11.1,2074.6485727067634
11.11,2078.066434679331
11.12,2081.460488250769
11.13,2084.8314629252563
11.14,2088.180088206968
11.15,2091.507093600083
11.16,2094.813208608777
11.17,2098.0991627372287
11.18,2101.365685489615
11.19,2104.613506370113
11.2,2107.8433548829
11.21,2111.055960532153
11.22,2114.2520528220493
11.23,2117.432361256767
11.24,2120.5976153404818
11.25,2123.7485445773714
11.26,2126.885878471614
11.27,2130.0103465273864
11.28,2133.1226782488657
11.29,2136.223603140229
11.3,2139.313850705654
11.31,2142.3941504493173
11.32,2145.4652318753965
11.33,2148.5278244880687
11.34,2151.582657791512
11.35,2154.6304612899016
11.36,2157.6719644874165
11.37,2160.7078968882342
11.38,2163.7389879965317
11.39,2166.7659673164844
11.4,2169.789564352272
11.41,2172.81050860807
11.42,2175.8295295880566
11.43,2178.8473567964083
11.44,2181.864719737304
11.45,2184.882347914919
11.46,2187.900970833432
11.47,2190.9213179970197
11.48,2193.944118909858
11.49,2196.9701030761257
11.5,2200.0
11.51,2203.0343423404224
11.52,2206.072875375391
11.53,2209.11514753767
11.54,2212.1607072600223
11.55,2215.209102975212
11.56,2218.259883116
11.57,2221.3125961151504
11.58,2224.3667904054287
11.59,2227.4220144195947
11.6,2230.477816590414
11.61,2233.533745350648
11.62,2236.589349133062
11.63,2239.644176370419
11.64,2242.6977754954805
11.65,2245.7496949410106
11.66,2248.7994831397723
11.67,2251.846688524529
11.68,2254.8908595280445
11.69,2257.9315445830807
11.7,2260.9682921224025
11.71,2264.0006505787724
11.72,2267.028168384953
11.73,2270.0503939737077
11.74,2273.0668757778
11.75,2276.077162229993
11.76,2279.08080176305
11.77,2282.077342809735
11.78,2285.06633380281
11.79,2288.047323175039
11.8,2291.019859359185
11.81,2293.9834907880104
11.82,2296.9377658942794
11.83,2299.882233110755
11.84,2302.8164408702
11.85,2305.739937605378
11.86,2308.652271749053
11.87,2311.552991733987
11.88,2314.441645992944
11.89,2317.317782958686
11.9,2320.180951063978
11.91,2323.030698741581
11.92,2325.866574424261
11.93,2328.6881265447787
11.94,2331.494903535898
11.95,2334.2864538303843
11.96,2337.062325860998
11.97,2339.822068060504
11.98,2342.565228861663
11.99,2345.291356697241
12.0,2348.0
12.01,2350.690697924705
12.02,2353.362952514124
12.03,2356.0162565330284
12.04,2358.650102746185
12.05,2361.263983918368
12.06,2363.8573928143437
12.07,2366.429822198882
12.08,2368.9807648367555
12.09,2371.5097134927314
12.1,2374.016160931581
12.11,2376.499599918074
12.12,2378.959523216981
12.13,2381.39542359307
12.14,2383.8067938111126
12.15,2386.193126635878
12.16,2388.5539148321354
12.17,2390.888651164656
12.18,2393.196828398209
12.19,2395.477939297564
12.2,2397.7314766274912
12.21,2399.956933152761
12.22,2402.1538016381423
12.23,2404.3215748484054
12.24,2406.4597455483204
12.25,2408.567806502657
12.26,2410.6452504761846
12.27,2412.6915702336746
12.28,2414.7062585398958
12.29,2416.6888081596176
12.3,2418.638711857611
12.31,2420.5554623986445
12.32,2422.438552547489
12.33,2424.287475068915
12.34,2426.1017227276902
12.35,2427.8807882885867
12.36,2429.6241645163727
12.37,2431.331344175819
12.38,2433.0018200316963
12.39,2434.635084848773
12.4,2436.23063139182
12.41,2437.787952425606
12.42,2439.3065407149024
12.43,2440.785889024477
12.44,2442.2254901191027
12.45,2443.624836763546
12.46,2444.98342172258
12.47,2446.3007377609715
12.48,2447.5762776434926
12.49,2448.809534134912
12.5,2450.0
12.51,2451.147409960758
12.52,2452.252466568112
12.53,2453.316114330219
12.54,2454.339297755236
12.55,2455.3229613513213
12.56,2456.268049626631
12.57,2457.1755070893223
12.58,2458.0462782475533
12.59,2458.881307609481
12.6,2459.681539683262
