wind_speed,GE Vernova GE 1.5sl
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.3726561278269646
3.02,0.7457418236644322
3.03,1.119299994287666
3.04,1.493373546471995
3.05,1.868005386992683
3.06,2.243238422625059
3.07,2.6191155601443854
3.08,2.995679706325992
3.09,3.372973767945142
3.1,3.751040651777165
3.11,4.129923264597323
3.12,4.509664513180947
3.13,4.890307304303299
3.14,5.271894544739707
3.15,5.654469141265436
3.16,6.038074000655816
3.17,6.422752029686108
3.18,6.808546135131643
3.19,7.1954992237676825
3.2,7.583654202369556
3.21,7.973053977712527
3.22,8.363741456571926
3.23,8.755759545723015
3.24,9.149151151941124
3.25,9.543959182001512
3.26,9.940226542679495
3.27,10.337996140750391
3.28,10.737310882989457
3.29,11.138213676172024
3.3,11.540747427073349
3.31,11.94495504246877
3.32,12.350879429133544
3.33,12.758563493843008
3.34,13.16805014337242
3.35,13.579382284497104
3.36,13.992602823992332
3.37,14.40775466863343
3.38,14.824880725195658
3.39,15.244023900454351
3.4,15.66522710118477
3.41,16.088533234162245
3.42,16.513985206162037
3.43,16.94162592395947
3.44,17.371498294329818
3.45,17.803645224048406
3.46,18.23810961989049
3.47,18.674934388631417
3.48,19.114162437046435
3.49,19.555836671910875
3.5,20.0
3.51,20.446695328089124
3.52,20.895965562953567
3.53,21.34785361136858
3.54,21.802402380109505
3.55,22.259654775951592
3.56,22.719653705670183
3.57,23.182442076040527
3.58,23.64806279383797
3.59,24.11655876583776
3.6,24.587972898815234
3.61,25.06234809954565
3.62,25.53972727480434
3.63,26.02015333136657
3.64,26.50366917600767
3.65,26.990317715502897
3.66,27.480141856627583
3.67,27.97318450615699
3.68,28.469488570866453
3.69,28.969096957531228
3.7,29.47205257292665
3.71,29.97839832382798
3.72,30.488177117010547
3.73,31.001431859249603
3.74,31.51820545732051
3.75,32.03854081799849
3.76,32.562480848058875
3.77,33.09006845427699
3.78,33.621346543428075
3.79,34.15635802228748
3.8,34.69514579763044
3.81,35.23775277623233
3.82,35.78422186486836
3.83,36.33459597031389
3.84,36.88891799934419
3.85,37.44723085873457
3.86,38.00957745526029
3.87,38.57600069569671
3.88,39.146543486819056
3.89,39.72124873540268
3.9,40.300159348222834
3.91,40.88331823205486
3.92,41.470768293674006
3.93,42.06255243985562
3.94,42.65871357737494
3.95,43.25929461300732
3.96,43.864338453528006
3.97,44.47388800571234
3.98,45.087986176335576
3.99,45.70667587217305
4.0,46.33
4.01,46.95799063981648
4.02,47.59063656452128
4.03,48.22791572023799
4.04,48.86980605309
4.05,49.51628550920089
4.06,50.16733203469421
4.07,50.82292357569349
4.08,51.483038078322174
4.09,52.1476534887038
4.1,52.81674775296192
4.11,53.49029881722009
4.12,54.16828462760173
4.13,54.8506831302304
4.14,55.53747227122963
4.15,56.22862999672299
4.16,56.92413425283388
4.17,57.62396298568592
4.18,58.32809414140256
4.19,59.03650566610742
4.2,59.74917550592389
4.21,60.46608160697557
4.22,61.18720191538593
4.23,61.912514377278576
4.24,62.64199693877693
4.25,63.37562754600454
4.26,64.11338414508492
4.27,64.85524468214165
4.28,65.60118710329823
4.29,66.35118935467811
4.3,67.10522938240484
4.31,67.86328513260194
4.32,68.62533455139302
4.33,69.39135558490145
4.34,70.16132617925082
4.35,70.93522428056464
4.36,71.71302783496651
4.37,72.49471478857981
4.38,73.2802630875281
4.39,74.06965067793494
4.4,74.86285550592389
4.41,75.65985551761837
4.42,76.46062865914192
4.43,77.26515287661807
4.44,78.07340611617045
4.45,78.88536632392237
4.46,79.70101144599748
4.47,80.52031942851926
4.48,81.34326821761135
4.49,82.16983575939706
4.5,83.0
4.51,83.83375803264491
4.52,84.6711835389612
4.53,85.51236934767958
4.54,86.35740828753055
4.55,87.20639318724476
4.56,88.05941687555286
4.57,88.91657218118561
4.58,89.77795193287342
4.59,90.64364895934702
4.6,91.513756089337
4.61,92.38836615157412
4.62,93.26757197478884
4.63,94.15146638771182
4.64,95.04014221907372
4.65,95.93369229760528
4.66,96.83220945203692
4.67,97.73578651109936
4.68,98.64451630352326
4.69,99.55849165803926
4.7,100.47780540337791
4.71,101.40255036826984
4.72,102.33281938144572
4.73,103.26870527163626
4.74,104.21030086757187
4.75,105.15769899798336
4.76,106.1109924916013
4.77,107.0702741771563
4.78,108.03563688337913
4.79,109.00717343900016
4.8,109.98497667275016
4.81,110.96913941335976
4.82,111.9597544895597
4.83,112.95691473008036
4.84,113.96071296365253
4.85,114.97124201900678
4.86,115.98859472487383
4.87,117.01286390998418
4.88,118.0441424030685
4.89,119.08252303285744
4.9,120.12809862808172
4.91,121.18096201747176
4.92,122.24120602975827
4.93,123.30892349367195
4.94,124.38420723794349
4.95,125.46715009130324
4.96,126.55784488248209
4.97,127.6563844402105
4.98,128.7628615932193
4.99,129.8773691702389
5.0,131.0
5.01,132.13082717002493
5.02,133.26984480300268
5.03,134.41702728041403
5.04,135.57234898373943
5.05,136.73578429445968
5.06,137.90730759405542
5.07,139.08689326400753
5.08,140.27451568579633
5.09,141.47014924090269
5.1,142.67376831080728
5.11,143.88534727699084
5.12,145.10486052093384
5.13,146.33228242411712
5.14,147.5675873680213
5.15,148.81074973412714
5.16,150.06174390391516
5.17,151.3205442588661
5.18,152.58712518046067
5.19,153.86146105017963
5.2,155.1435262495034
5.21,156.43329515991286
5.22,157.73074216288862
5.23,159.03584163991144
5.24,160.3485679724618
5.25,161.66889554202052
5.26,162.99679873006818
5.27,164.3322519180856
5.28,165.67522948755342
5.29,167.02570581995215
5.3,168.38365529676264
5.31,169.74905229946546
5.32,171.1218712095415
5.33,172.5020864084711
5.34,173.8896722777351
5.35,175.2846031988142
5.36,176.6868535531891
5.37,178.09639772234036
5.38,179.5132100877487
5.39,180.9372650308948
5.4,182.3685369332595
5.41,183.80700017632316
5.42,185.25262914156664
5.43,186.7053982104705
5.44,188.16528176451573
5.45,189.63225418518252
5.46,191.10628985395192
5.47,192.58736315230448
5.48,194.075448461721
5.49,195.5705201636819
5.5,197.0725526396679
5.51,198.58152027115983
5.52,200.0973974396383
5.53,201.6201585265841
5.54,203.1497779134777
5.55,204.68622998179976
5.56,206.22948911303115
5.57,207.77952968865253
5.58,209.33632609014435
5.59,210.89985269898744
5.6,212.4700838966625
5.61,214.04699406465025
5.62,215.6305575844312
5.63,217.22074883748604
5.64,218.81754220529547
5.65,220.4209120693404
5.66,222.03083281110116
5.67,223.6472788120586
5.68,225.2702244536933
5.69,226.8996441174862
5.7,228.53551218491756
5.71,230.17780303746835
5.72,231.8264910566191
5.73,233.48155062385072
5.74,235.1429561206436
5.75,236.8106819284785
5.76,238.48470242883604
5.77,240.16499200319703
5.78,241.85152503304232
5.79,243.54427589985207
5.8,245.24321898510723
5.81,246.94832867028856
5.82,248.65957933687685
5.83,250.37694536635232
5.84,252.10040114019597
5.85,253.82992103988835
5.86,255.5654794469104
5.87,257.30705074274243
5.88,259.0546093088652
5.89,260.8081295267596
5.9,262.5675857779062
5.91,264.3329524437855
5.92,266.1042039058783
5.93,267.88131454566525
5.94,269.6642587446273
5.95,271.4530108842447
5.96,273.2475453459982
5.97,275.0478365113688
5.98,276.85385876183693
5.99,278.66558647888314
6.0,280.4829940439883
6.01,282.30605583863303
6.02,284.134746244298
6.03,285.96903964246405
6.04,287.8089104146115
6.05,289.6543329422213
6.06,291.505281606774
6.07,293.3617307897506
6.08,295.22365487263124
6.09,297.0910282368968
6.1,298.963825264028
6.11,300.8420203355058
6.12,302.7255878328104
6.13,304.6145021374226
6.14,306.50873763082325
6.15,308.4082686944929
6.16,310.31306970991227
6.17,312.2231150585619
6.18,314.1383791219226
6.19,316.0588362814751
6.2,317.98446091869994
6.21,319.9152274150778
6.22,321.8511101520894
6.23,323.79208351121554
6.24,325.73812187393673
6.25,327.6891996217336
6.26,329.6452911360869
6.27,331.60637079847726
6.28,333.57241299038566
6.29,335.54339209329225
6.3,337.5192824886781
6.31,339.5000585580236
6.32,341.4856946828099
6.33,343.47616524451706
6.34,345.4714446246261
6.35,347.4715072046177
6.36,349.47632736597257
6.37,351.4858794901712
6.38,353.50013795869427
6.39,355.5190771530225
6.4,357.54267145463695
6.41,359.57089524501765
6.42,361.6037229056456
6.43,363.6411288180015
6.44,365.6830873635661
6.45,367.7295729238198
6.46,369.78055988024335
6.47,371.8360226143175
6.48,373.8959355075232
6.49,375.96027294134063
6.5,378.0290092972506
6.51,380.1021189567338
6.52,382.1795763012712
6.53,384.2613557123433
6.54,386.3474315714305
6.55,388.4377782600137
6.56,390.5323701595736
6.57,392.631181651591
6.58,394.73418711754624
6.59,396.84136093892016
6.6,398.9526774971935
6.61,401.068111173847
6.62,403.187636350361
6.63,405.3112274082165
6.64,407.43885872889393
6.65,409.5705046938743
6.66,411.706139684638
6.67,413.84573808266566
6.68,415.9892742694381
6.69,418.13672262643615
6.7,420.2880575351401
6.71,422.4432533770308
6.72,424.6022845335892
6.73,426.76512538629567
6.74,428.9317503166308
6.75,431.10213370607545
6.76,433.2762499361102
6.77,435.45407338821576
6.78,437.6355784438732
6.79,439.8207394845624
6.8,442.0095308917645
6.81,444.2019270469601
6.82,446.39790233163023
6.83,448.5974311272549
6.84,450.8004878153152
6.85,453.0070467772916
6.86,455.2170823946651
6.87,457.4305690489162
6.88,459.6474811215252
6.89,461.86779299397335
6.9,464.0914790477413
6.91,466.3185136643092
6.92,468.5488712251581
6.93,470.7825261117686
6.94,473.0194527056216
6.95,475.2596253881974
6.96,477.5030185409768
6.97,479.7496065454404
6.98,481.99936378306927
6.99,484.2522646353437
7.0,486.50828348374426
7.01,488.76739470975207
7.02,491.0295726948473
7.03,493.2947918205113
7.04,495.5630264682241
7.05,497.8342510194666
7.06,500.1084398557194
7.07,502.3855673584635
7.08,504.66560790917913
7.09,506.9485358893472
7.1,509.2343256804483
7.11,511.52295166396345
7.12,513.8143882213726
7.13,516.108609734157
7.14,518.4055905837971
7.15,520.7053051517739
7.16,523.0077278195677
7.17,525.3128329686591
7.18,527.6205949805292
7.19,529.9309882366585
7.2,532.2439871185275
7.21,534.559566007617
7.22,536.8776992854077
7.23,539.1983613333804
7.24,541.5215265330154
7.25,543.8471692657936
7.26,546.1752639131956
7.27,548.5057848567021
7.28,550.8387064777942
7.29,553.1740031579518
7.3,555.511649278656
7.31,557.8516192213876
7.32,560.1938873676272
7.33,562.5384280988552
7.34,564.8852157965524
7.35,567.2342248421996
7.36,569.5854296172777
7.37,571.9388045032669
7.38,574.2943238816479
7.39,576.6519621339014
7.4,579.0116936415086
7.41,581.3734927859496
7.42,583.7373339487052
7.43,586.1031915112561
7.44,588.4710398550833
7.45,590.8408533616669
7.46,593.2126064124878
7.47,595.586273389027
7.48,597.9618286727648
7.49,600.3392466451819
7.5,602.718501687759
7.51,605.0995681819769
7.52,607.4824205093162
7.53,609.8670330512576
7.54,612.253380189282
7.55,614.6414363048693
7.56,617.0311757795008
7.57,619.4225729946576
7.58,621.8156023318193
7.59,624.2102381724671
7.6,626.6064548980819
7.61,629.0042268901443
7.62,631.4035285301346
7.63,633.8043341995339
7.64,636.2066182798225
7.65,638.6103551524815
7.66,641.0155191989911
7.67,643.4220848008323
7.68,645.8300263394857
7.69,648.239318196432
7.7,650.6499347531517
7.71,653.0618503911259
7.72,655.4750394918345
7.73,657.8894764367591
7.74,660.3051356073798
7.75,662.7219913851773
7.76,665.1400181516325
7.77,667.5591902882258
7.78,669.9794821764383
7.79,672.4008681977502
7.8,674.8233227336423
7.81,677.2468201655954
7.82,679.6713348750905
7.83,682.0968412436075
7.84,684.5233136526276
7.85,686.9507264836311
7.86,689.3790541180995
7.87,691.8082709375126
7.88,694.2383513233513
7.89,696.6692696570963
7.9,699.1010003202286
7.91,701.5335176942285
7.92,703.9667961605765
7.93,706.4008101007538
7.94,708.8355338962408
7.95,711.2709419285181
7.96,713.7070085790666
7.97,716.1437082293664
7.98,718.5810152608993
7.99,721.018904055145
8.0,723.4573489935842
8.01,725.8963244576981
8.02,728.335804828967
8.03,730.7757644888718
8.04,733.216177818893
8.05,735.6570192005116
8.06,738.098263015208
8.07,740.5398836444624
8.08,742.9818554697563
8.09,745.4241528725698
8.1,747.866750234384
8.11,750.3096219366794
8.12,752.7527423609365
8.13,755.1960858886365
8.14,757.6396269012595
8.15,760.0833397802862
8.16,762.5271989071974
8.17,764.9711786634742
8.18,767.4152534305967
8.19,769.8593975900457
8.2,772.3035855233018
8.21,774.7477916118465
8.22,777.1919902371594
8.23,779.6361557807217
8.24,782.0802626240136
8.25,784.5242851485165
8.26,786.9681977357102
8.27,789.4119747670761
8.28,791.8555906240949
8.29,794.2990196882466
8.3,796.742236341013
8.31,799.1852149638735
8.32,801.6279299383095
8.33,804.0703556458014
8.34,806.51246646783
8.35,808.954236785876
8.36,811.3956409814202
8.37,813.8366534359428
8.38,816.2772485309256
8.39,818.7174006478476
8.4,821.1570841681907
8.41,823.596273473435
8.42,826.0349429450614
8.43,828.4730669645505
8.44,830.9106199133832
8.45,833.3475761730401
8.46,835.783910125002
8.47,838.2195961507491
8.48,840.6546086317621
8.49,843.088921949522
8.5,845.5225104855094
8.51,847.955348621205
8.52,850.3874107380893
8.53,852.8186712176433
8.54,855.2491044413474
8.55,857.6786847906828
8.56,860.1073866471293
8.57,862.5351843921679
8.58,864.9620524072795
8.59,867.3879650739445
8.6,869.8128967736438
8.61,872.236821887858
8.62,874.6597147980679
8.63,877.0815498857544
8.64,879.5023015323974
8.65,881.9219441194779
8.66,884.3404520284768
8.67,886.7577996408744
8.68,889.1739613381519
8.69,891.5889115017897
8.7,894.0026245132682
8.71,896.4150747540689
8.72,898.8262366056715
8.73,901.236084449557
8.74,903.6445926672064
8.75,906.0517356401
8.76,908.4574877497188
8.77,910.861823377543
8.78,913.2647169050535
8.79,915.6661427137312
8.8,918.066075185057
8.81,920.4644887005112
8.82,922.861357641574
8.83,925.2566563897263
8.84,927.6503593264496
8.85,930.0424408332234
8.86,932.4328752915294
8.87,934.8216370828476
8.88,937.2087005886594
8.89,939.5940401904448
8.9,941.9776302696844
8.91,944.359445207859
8.92,946.7394593864497
8.93,949.1176471869366
8.94,951.4939829908008
8.95,953.8684411795228
8.96,956.2409961345836
8.97,958.6116222374632
8.98,960.9802938696428
8.99,963.3469854126026
9.0,965.711671247824
9.01,968.0743257567872
9.02,970.434923320973
9.03,972.7934383218618
9.04,975.1498451409344
9.05,977.5041181596724
9.06,979.8562317595548
9.07,982.2061603220634
9.08,984.5538782286784
9.09,986.8993598608808
9.1,989.2425796001512
9.11,991.58351182797
9.12,993.9221309258184
9.13,996.258411275177
9.14,998.5923272575257
9.15,1000.9238532543458
9.16,1003.2529636471178
9.17,1005.5796328173228
9.18,1007.903835146441
9.19,1010.225545015953
9.2,1012.54473680734
9.21,1014.861384902082
9.22,1017.1754636816604
9.23,1019.4869475275556
9.24,1021.7958108212476
9.25,1024.102027944218
9.26,1026.405573277947
9.27,1028.7064212039152
9.28,1031.0045461036038
9.29,1033.2999223584932
9.3,1035.5925243500644
9.31,1037.8823264597977
9.32,1040.1693030691729
9.33,1042.453428559672
9.34,1044.7346773127751
9.35,1047.013023709963
9.36,1049.2884421327165
9.37,1051.560906962516
9.38,1053.830392580843
9.39,1056.0968733691768
9.4,1058.3603237089987
9.41,1060.6207179817898
9.42,1062.8780305690302
9.43,1065.132235852201
9.44,1067.3833082127824
9.45,1069.6312220322554
9.46,1071.8759516921011
9.47,1074.117471573799
9.48,1076.355756058831
9.49,1078.5907795286769
9.5,1080.822516364818
9.51,1083.0509409487345
9.52,1085.276027661907
9.53,1087.4977508858165
9.54,1089.7160850019436
9.55,1091.93100439177
9.56,1094.1424834367745
9.57,1096.3504965184384
9.58,1098.555018018243
9.59,1100.7560223176683
9.6,1102.9534837981953
9.61,1105.1473768413048
9.62,1107.3376758284771
9.63,1109.5243551411936
9.64,1111.707389160934
9.65,1113.8867522691796
9.66,1116.0624188474108
9.67,1118.2343632771083
9.68,1120.402559939753
9.69,1122.5669832168253
9.7,1124.727607489806
9.71,1126.884407140176
9.72,1129.0373565494156
9.73,1131.1864300990055
9.74,1133.3316021704268
9.75,1135.4728471451597
9.76,1137.610139404685
9.77,1139.7434533304834
9.78,1141.8727633040355
9.79,1143.998043706822
9.8,1146.1192689203244
9.81,1148.236413326022
9.82,1150.3494513053963
9.83,1152.4583572399274
9.84,1154.5631055110966
9.85,1156.663670500384
9.86,1158.760026589271
9.87,1160.852148159238
9.88,1162.9400095917654
9.89,1165.023585268334
9.9,1167.102849570424
9.91,1169.177776879517
9.92,1171.248341577093
9.93,1173.3145180446331
9.94,1175.3762806636178
9.95,1177.433603815528
9.96,1179.4864618818438
9.97,1181.5348292440465
9.98,1183.578680283616
9.99,1185.6179893820338
10.0,1187.65273092078
10.01,1189.6828792813355
10.02,1191.708408845181
10.03,1193.7292939937972
10.04,1195.745509108665
10.05,1197.7570285712643
10.06,1199.7638267630768
10.07,1201.7658780655825
10.08,1203.7631568602624
10.09,1205.7556375285965
10.1,1207.7432944520658
10.11,1209.7261020121514
10.12,1211.704034590334
10.13,1213.677066568094
10.14,1215.6451723269122
10.15,1217.608326248269
10.16,1219.566502713645
10.17,1221.5196761045208
10.18,1223.467820802378
10.19,1225.410911188696
10.2,1227.3489216449566
10.21,1229.2818265526405
10.22,1231.209600293227
10.23,1233.1322172481978
10.24,1235.0496517990332
10.25,1236.961878327215
10.26,1238.868871214222
10.27,1240.7706048415362
10.28,1242.667053590638
10.29,1244.5581918430075
10.3,1246.4439939801268
10.31,1248.324434383475
10.32,1250.1994874345332
10.33,1252.0691275147826
10.34,1253.9333290057036
10.35,1255.7920662887764
10.36,1257.6453137454828
10.37,1259.493045757302
10.38,1261.3352367057164
10.39,1263.1718609722052
10.4,1265.0028929382495
10.41,1266.82830698533
10.42,1268.648077494928
10.43,1270.4621788485229
10.44,1272.2705854275964
10.45,1274.0732716136288
10.46,1275.8702117881016
10.47,1277.661380332494
10.48,1279.4467516282873
10.49,1281.2263000569626
10.5,1283.0
10.51,1284.7677885428109
10.52,1286.529453586529
10.53,1288.2847457362168
10.54,1290.0334155969392
10.55,1291.7752137737596
10.56,1293.5098908717414
10.57,1295.2371974959483
10.58,1296.9568842514443
10.59,1298.6687017432928
10.6,1300.372400576558
10.61,1302.0677313563035
10.62,1303.7544446875925
10.63,1305.4322911754894
10.64,1307.1010214250573
10.65,1308.76038604136
10.66,1310.4101356294616
10.67,1312.050020794425
10.68,1313.6797921413147
10.69,1315.2992002751946
10.7,1316.907995801128
10.71,1318.5059293241789
10.72,1320.09275144941
10.73,1321.6682127818858
10.74,1323.23206392667
10.75,1324.7840554888262
10.76,1326.3239380734185
10.77,1327.85146228551
10.78,1329.3663787301643
10.79,1330.8684380124464
10.8,1332.3573907374189
10.81,1333.8329875101454
10.82,1335.2949789356896
10.83,1336.7431156191158
10.84,1338.1771481654876
10.85,1339.5968271798683
10.86,1341.0019032673215
10.87,1342.3921270329115
10.88,1343.7672490817026
10.89,1345.127020018757
10.9,1346.4711904491394
10.91,1347.799510977913
10.92,1349.1117322101416
10.93,1350.4076047508888
10.94,1351.6868792052192
10.95,1352.949306178195
10.96,1354.1946362748815
10.97,1355.4226201003412
10.98,1356.6330082596382
10.99,1357.8255513578365
11.0,1359.0
11.01,1360.156207668211
11.02,1361.294439352631
11.03,1362.4150629204396
11.04,1363.5184462388174
11.05,1364.6049571749456
11.06,1365.6749635960034
11.07,1366.728833369171
11.08,1367.76693436163
11.09,1368.7896344405594
11.1,1369.7973014731397
11.11,1370.7903033265516
11.12,1371.769007867975
11.13,1372.7337829645903
11.14,1373.6849964835783
11.15,1374.6230162921192
11.16,1375.5482102573922
11.17,1376.4609462465785
11.18,1377.3615921268583
11.19,1378.2505157654118
11.2,1379.1280850294193
11.21,1379.9946677860612
11.22,1380.8506319025173
11.23,1381.6963452459688
11.24,1382.5321756835951
11.25,1383.3584910825768
11.26,1384.1756593100947
11.27,1384.9840482333288
11.28,1385.784025719459
11.29,1386.575959635665
11.3,1387.360217849129
11.31,1388.1371682270296
11.32,1388.907178636548
11.33,1389.6706169448642
11.34,1390.4278510191582
11.35,1391.179248726611
11.36,1391.925177934402
11.37,1392.666006509712
11.38,1393.4021023197215
11.39,1394.1338332316104
11.4,1394.8615671125592
11.41,1395.5856718297478
11.42,1396.3065152503575
11.43,1397.024465241567
11.44,1397.739889670558
11.45,1398.45315640451
11.46,1399.164633310604
11.47,1399.8746882560197
11.48,1400.5836891079373
11.49,1401.2920037335373
11.5,1402.0
11.51,1402.707972784345
11.52,1403.4159250029484
11.53,1404.123786582025
11.54,1404.8314874477896
11.55,1405.5389575264585
11.56,1406.2461267442454
11.57,1406.9529250273658
11.58,1407.6592823020358
11.59,1408.3651284944692
11.6,1409.0703935308825
11.61,1409.7750073374898
11.62,1410.478899840506
11.63,1411.1820009661476
11.64,1411.8842406406286
11.65,1412.5855487901645
11.66,1413.28585534097
11.67,1413.9850902192609
11.68,1414.6831833512515
11.69,1415.380064663158
11.7,1416.0756640811946
11.71,1416.7699115315772
11.72,1417.4627369405202
11.73,1418.1540702342393
11.74,1418.843841338949
11.75,1419.5319801808648
11.76,1420.2184166862023
11.77,1420.903080781176
11.78,1421.585902392001
11.79,1422.2668114448927
11.8,1422.945737866066
11.81,1423.6226115817362
11.82,1424.297362518119
11.83,1424.9699206014284
11.84,1425.6402157578798
11.85,1426.3081779136892
11.86,1426.9737369950703
11.87,1427.6368229282396
11.88,1428.2973656394115
11.89,1428.955295054802
11.9,1429.610541100625
11.91,1430.263033703096
11.92,1430.9127027884304
11.93,1431.5594782828432
11.94,1432.20329011255
11.95,1432.844068203765
11.96,1433.4817424827038
11.97,1434.116242875582
11.98,1434.7474993086134
11.99,1435.3754417080145
12.0,1436.0
12.01,1436.6211171944087
12.02,1437.2387886355764
12.03,1437.8530227514618
12.04,1438.463827970024
12.05,1439.071212719223
12.06,1439.6751854270171
12.07,1440.2757545213656
12.08,1440.872928430228
12.09,1441.4667155815634
12.1,1442.0571244033313
12.11,1442.64416332349
12.12,1443.2278407699998
12.13,1443.8081651708194
12.14,1444.385144953908
12.15,1444.958788547225
12.16,1445.5291043787286
12.17,1446.096100876379
12.18,1446.6597864681355
12.19,1447.2201695819567
12.2,1447.7772586458022
12.21,1448.3310620876312
12.22,1448.881588335402
12.23,1449.4288458170754
12.24,1449.9728429606091
12.25,1450.513588193963
12.26,1451.0510899450965
12.27,1451.5853566419687
12.28,1452.116396712538
12.29,1452.6442185847643
12.3,1453.1688306866074
12.31,1453.6902414460253
12.32,1454.2084592909778
12.33,1454.723492649424
12.34,1455.2353499493229
12.35,1455.744039618634
12.36,1456.249570085316
12.37,1456.751949777329
12.38,1457.251187122631
12.39,1457.7472905491827
12.4,1458.240268484942
12.41,1458.7301293578685
12.42,1459.2168815959214
12.43,1459.7005336270597
12.44,1460.1810938792437
12.45,1460.6585707804309
12.46,1461.1329727585814
12.47,1461.604308241655
12.48,1462.0725856576091
12.49,1462.5378134344048
12.5,1463.0
12.51,1463.4591424380196
12.52,1463.9151924547464
12.53,1464.3680904121284
12.54,1464.817776672114
12.55,1465.2641915966512
12.56,1465.707275547688
12.57,1466.1469688871723
12.58,1466.583211977053
12.59,1467.0159451792772
12.6,1467.445108855793
12.61,1467.8706433685495
12.62,1468.292489079494
12.63,1468.710586350575
12.64,1469.1248755437402
12.65,1469.535297020938
12.66,1469.941791144117
12.67,1470.3442982752233
12.68,1470.7427587762072
12.69,1471.1371130090156
12.7,1471.5273013355973
12.71,1471.9132641179
12.72,1472.294941717871
12.73,1472.6722744974606
12.74,1473.0452028186146
12.75,1473.4136670432824
12.76,1473.7776075334114
12.77,1474.1369646509504
12.78,1474.4916787578463
12.79,1474.8416902160488
12.8,1475.1869393875047
12.81,1475.527366634163
12.82,1475.8629123179708
12.83,1476.193516800877
12.84,1476.5191204448297
12.85,1476.8396636117764
12.86,1477.155086663665
12.87,1477.465329962445
12.88,1477.7703338700635
12.89,1478.0700387484685
12.9,1478.3643849596083
12.91,1478.653312865431
12.92,1478.9367628278846
12.93,1479.214675208917
12.94,1479.4869903704775
12.95,1479.7536486745123
12.96,1480.0145904829708
12.97,1480.269756157801
12.98,1480.5190860609505
12.99,1480.7625205543673
13.0,1481.0
13.01,1481.2314970535135
13.02,1481.4571135454391
13.03,1481.6769836000256
13.04,1481.8912413415203
13.05,1482.1000208941737
13.06,1482.303456382233
13.07,1482.501681929946
13.08,1482.694831661562
13.09,1482.8830397013296
13.1,1483.0664401734969
13.11,1483.245167202312
13.12,1483.419354912024
13.13,1483.589137426881
