experiment,park_id,variant,outlier_share,r2,rmse_n,mae_n,energy_ratio,wasserstein,n_hours,window,curtailed_share
K3,01200_1,clean_exkl_curt,0.1337859424920128,0.7535337173603862,0.1351723283299735,0.0912709840642525,1.2047756828469791,0.0550684433001485,6507,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.041340095282004
K3,01200_2,raw,0.1348509052183173,0.473939254115045,0.2110392171403741,0.1350262872848943,1.3854332058732428,0.1101070207637799,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,01200_2,clean,0.1348509052183173,0.6113264517132317,0.1668267211378688,0.1126363042160114,1.3745299743589694,0.0950767328262153,6499,"('2023-07-24 01:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,01200_2,clean_exkl_curt,0.1348509052183173,0.5866756560094577,0.166313970686531,0.1118294663854801,1.3862996426734957,0.0939947980554449,6499,"('2023-07-24 01:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0381597168795199
K3,01303_1,raw,0.0651045133803754,0.7606993028451157,0.115126142468039,0.0753622226793966,1.010573756650339,0.0181961654102576,7511,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,01303_1,clean,0.0651045133803754,0.8191911170152995,0.0912358682285429,0.0642969679124658,0.9906861596587307,0.0169163247781962,7022,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,01303_1,clean_exkl_curt,0.0651045133803754,0.8086019598139801,0.0900391878103256,0.0631819673170277,0.982187025489836,0.0166155267116276,7022,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.041868413557391
K3,01303_2,raw,0.0814804952735986,0.7332817420646802,0.1114703061230963,0.0731118139921222,0.9988114719962936,0.0250291722152466,7511,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,01303_2,clean,0.0814804952735986,0.799346796451421,0.0859675917652362,0.0608897157568072,0.9663949701662392,0.0222938222751923,6899,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,01303_2,clean_exkl_curt,0.0814804952735986,0.7898321416420638,0.0844803327824994,0.0596692088383798,0.9543196068566892,0.0217855753115993,6899,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0410204377446006
K3,02483,raw,0.200612353567625,0.627918298594756,0.2194756114543848,0.1479634990510558,1.1990414069815647,0.0999999090987748,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,02483,clean,0.200612353567625,0.8351002657746298,0.150150017959726,0.1070433126755042,1.1626954111318222,0.0864801254229488,6005,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,02483,clean_exkl_curt,0.200612353567625,0.833788047733118,0.1495981768553748,0.1068043055158401,1.1659517110862718,0.0855759962280953,6005,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0516236469608659
K3,04745,raw,0.0227969604052793,0.6448047167316935,0.0835179629449745,0.0477897051193034,1.2236287695715238,0.0241005891246435,7501,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,04745,clean,0.0227969604052793,0.6906390011701542,0.0750739593905344,0.0450915262613137,1.2050441578604545,0.021916182634768,7330,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,04745,clean_exkl_curt,0.0227969604052793,0.6648863744393101,0.0716564422877049,0.0430087043819352,1.206825782608011,0.0204035063588055,7330,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0481582537517053
K3,05347,raw,0.2689388896285448,0.1558704576843055,0.2764849153380789,0.1937479910510084,1.6644226834244342,0.180005336824933,7511,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,05347,clean,0.2689388896285448,0.3545555119872987,0.2300478111432884,0.1653933994165122,1.5472855964591476,0.1576456182564364,5491,"('2023-07-24 00:00:00+00:00', '2024-05-30 09:00:00+00:00')",
K3,05347,clean_exkl_curt,0.2689388896285448,0.3213586081768697,0.2296820713621006,0.1652035501547539,1.5660507594597712,0.1573167024702934,5491,"('2023-07-24 00:00:00+00:00', '2024-05-30 09:00:00+00:00')",0.0397013294481879
K3,05426,raw,0.1843716719914803,0.2899661455486956,0.2581652002147652,0.1775236028886449,1.510897812251428,0.1442947122161833,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,05426,clean,0.1843716719914803,0.3999910715069728,0.2292752700486385,0.1624277257733866,1.4753464995577168,0.1416801355166687,6127,"('2023-07-24 04:00:00+00:00', '2024-05-31 18:00:00+00:00')",
K3,05426,clean_exkl_curt,0.1843716719914803,0.3732204316308622,0.2302950475273043,0.1632724129413677,1.4867988867927842,0.1421205789150413,6127,"('2023-07-24 04:00:00+00:00', '2024-05-31 18:00:00+00:00')",0.0450465154235351
K3,07374,raw,0.0319488817891373,0.6373882686754201,0.1260962732360836,0.0780576823993802,0.9735741556282164,0.0174179732251181,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,07374,clean,0.0319488817891373,0.7032824165692506,0.1140829039015306,0.0735409444334626,0.9417228671959168,0.0223252036054973,7272,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K3,07374,clean_exkl_curt,0.0319488817891373,0.7037024880355849,0.1101148343415912,0.0711240598540083,0.9234928082876176,0.022150186354804,7272,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0467546754675467
K5,00198_1,raw,0.1154153354632587,0.4050728124094853,0.2119044759263016,0.1345317816923441,1.0550689204193389,0.0322094762893044,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,00198_1,clean,0.1154153354632587,0.5624867571345704,0.1764603195334258,0.1169850429812287,1.0066624953016328,0.0326469500814102,6645,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,00198_1,clean_exkl_curt,0.1154153354632587,0.5357423601694125,0.1772004611024633,0.117253938716042,0.9954465611348552,0.034029684058364,6645,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0495109104589917
K5,00198_2,raw,0.251301726500411,0.6671998620982825,0.1936556698043499,0.1277276363865166,0.9901405188756148,0.0337621119365715,3649,"('2023-12-31 23:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,00198_2,clean,0.251301726500411,0.8659244074012662,0.1184149521086528,0.0836246621741333,0.994696890502022,0.0257960612978043,2732,"('2023-12-31 23:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,00198_2,clean_exkl_curt,0.251301726500411,0.8624570975542964,0.118878669491108,0.0839117289537614,0.9923628490556776,0.0264316304869576,2732,"('2023-12-31 23:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0398975109809663
K5,00282,raw,0.1817092651757188,0.4956118545271013,0.2335186674377205,0.1518240700056939,0.9126495471472074,0.0445992434456592,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,00282,clean,0.1817092651757188,0.6928365770503817,0.1788768271200246,0.1194634159601508,0.8164745988539961,0.0668980607045393,6147,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,00282,clean_exkl_curt,0.1817092651757188,0.6857150482590009,0.1799136939162024,0.1203939379309614,0.810847451900583,0.0682270761028198,6147,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0333496014315926
K5,00298,raw,0.2123269435569754,0.4976556506497085,0.2339291942664396,0.1468970666089788,1.0228293983981815,0.023851684352904,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,00298,clean,0.2123269435569754,0.8413688757380834,0.1273148072165301,0.090201481370252,0.9217810074414848,0.0275500648296918,5917,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,00298,clean_exkl_curt,0.2123269435569754,0.8384098948720311,0.1269328640477403,0.0900086013161264,0.9196083211182698,0.0275825601374189,5917,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0408991042758154
K5,01200_1,raw,0.1337859424920128,0.2983973699376129,0.2444588824216195,0.1303194814879248,1.2515708995240324,0.0691545641983212,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,01200_1,clean,0.1337859424920128,0.8353056002103603,0.1142738165705673,0.0782358562351833,1.057355295396127,0.0207229447804928,6507,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,01200_1,clean_exkl_curt,0.1337859424920128,0.8264587149699724,0.1134254318909294,0.0775564709731184,1.0561625369041827,0.0202665900459982,6507,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.041340095282004
K5,01200_2,raw,0.1348509052183173,0.5664739562244723,0.1915811673711339,0.1178172206343387,1.2872466285330335,0.0820582332611605,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,01200_2,clean,0.1348509052183173,0.7184424014481741,0.1419896693182318,0.0934408148959397,1.261626707812587,0.06642796524349,6499,"('2023-07-24 01:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,01200_2,clean_exkl_curt,0.1348509052183173,0.6996267743440489,0.1417796333590257,0.0929727164262327,1.2693663869771958,0.0655547601714873,6499,"('2023-07-24 01:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0381597168795199
K5,01303_1,raw,0.0651045133803754,0.7538439617835532,0.1167635304576796,0.076537102578741,1.0090080900226654,0.0194970073878723,7511,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,01303_1,clean,0.0651045133803754,0.8118796586784544,0.0930622624930245,0.0654764879508059,0.9887168999357422,0.0183358652417839,7022,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,01303_1,clean_exkl_curt,0.0651045133803754,0.8002888337808169,0.0919737723072992,0.064408899860151,0.9799621291178344,0.0180849042573022,7022,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.041868413557391
K5,01303_2,raw,0.0814804952735986,0.7295240657479185,0.1122527878287443,0.0753230903528527,0.8055446693226127,0.0455275762096355,7511,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,01303_2,clean,0.0814804952735986,0.7767200292163062,0.0906852376124307,0.0643216939158572,0.7609347832969243,0.0456326937439604,6899,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,01303_2,clean_exkl_curt,0.0814804952735986,0.7614008968155558,0.0900133386135902,0.0636836683218081,0.7476016223351125,0.045729145061781,6899,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0410204377446006
K5,02483,raw,0.200612353567625,0.6549634728320615,0.2113487328810961,0.1432918713412416,1.174819836801489,0.0910131968089675,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,02483,clean,0.200612353567625,0.8461168769241685,0.1450477200002895,0.1041533462593827,1.1407383924837105,0.0787478647097343,6005,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,02483,clean_exkl_curt,0.200612353567625,0.8448986509814863,0.1445116844039405,0.1038642198065471,1.143946809923184,0.077943030167859,6005,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0516236469608659
K5,04745,raw,0.0227969604052793,0.7562711488931042,0.0691830602478759,0.0401696167027365,1.0012388313611376,0.0039347510836534,7501,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,04745,clean,0.0227969604052793,0.7936729419906147,0.0613104682928255,0.0377818938093232,0.9820003360908366,0.0042957498443653,7330,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,04745,clean_exkl_curt,0.0227969604052793,0.7785328154606247,0.0582524091101431,0.0358988842363405,0.9799207670546844,0.0048743003537768,7330,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0481582537517053
K5,05347,raw,0.2689388896285448,0.4480075573310833,0.2235802604906773,0.1510539755430243,1.469510883675816,0.1272183496422342,7511,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,05347,clean,0.2689388896285448,0.657415387399549,0.1675994478209218,0.1179528027530326,1.3516799647039557,0.1014246465619737,5491,"('2023-07-24 00:00:00+00:00', '2024-05-30 09:00:00+00:00')",
K5,05347,clean_exkl_curt,0.2689388896285448,0.640511820420891,0.167166492902775,0.117831950976706,1.3632420468669788,0.1010294871480967,5491,"('2023-07-24 00:00:00+00:00', '2024-05-30 09:00:00+00:00')",0.0397013294481879
K5,05426,raw,0.1843716719914803,0.3062219349605762,0.255192822094072,0.1749292669408289,1.497590654941255,0.1405363237705073,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,05426,clean,0.1843716719914803,0.4189352095661615,0.2256267757290885,0.15947361611104,1.4623624137308266,0.137811922900647,6127,"('2023-07-24 04:00:00+00:00', '2024-05-31 18:00:00+00:00')",
K5,05426,clean_exkl_curt,0.1843716719914803,0.3930163667901489,0.2266290997088402,0.1602984430233262,1.4734337428787003,0.1382205607056894,6127,"('2023-07-24 04:00:00+00:00', '2024-05-31 18:00:00+00:00')",0.0450465154235351
K5,07374,raw,0.0319488817891373,0.650372134757309,0.1238181598221463,0.0771056210421883,0.9330023294386118,0.021443146731148,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,07374,clean,0.0319488817891373,0.7113476225851421,0.1125217544412078,0.0728719893885633,0.9026215706380984,0.0268456575840117,7272,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5,07374,clean_exkl_curt,0.0319488817891373,0.7096575778178615,0.109002654739116,0.0707133378713915,0.8844190001887825,0.027239476025857,7272,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0467546754675467
K5_noage,00198_1,raw,0.1154153354632587,0.3964813514607165,0.2134290686024472,0.135460842295016,1.0780449353252353,0.0326900707658094,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5_noage,00198_1,clean,0.1154153354632587,0.5551922844304621,0.177925262706839,0.1177885507485639,1.0301579539977015,0.0318373275826179,6645,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5_noage,00198_1,clean_exkl_curt,0.1154153354632587,0.5286774931468923,0.1785436494296787,0.1179415197188294,1.0194072294369494,0.0330899733083216,6645,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0495109104589917
K5_noage,00198_2,raw,0.251301726500411,0.6674019732310976,0.1935968568613552,0.1277966045003694,0.9946717680540776,0.032733291358071,3649,"('2023-12-31 23:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5_noage,00198_2,clean,0.251301726500411,0.8660503642482842,0.1183593167824659,0.0836767867078196,0.9996883991030148,0.0246391723722045,2732,"('2023-12-31 23:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5_noage,00198_2,clean_exkl_curt,0.251301726500411,0.8626107637957172,0.1188122438773018,0.0839546646824249,0.9973927341537898,0.0252548473869957,2732,"('2023-12-31 23:00:00+00:00', '2024-05-31 23:00:00+00:00')",0.0398975109809663
K5_noage,00282,raw,0.1817092651757188,0.4982663138539629,0.2329033838409099,0.1514663472195797,0.9208811261397272,0.0427244406046061,7512,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
K5_noage,00282,clean,0.1817092651757188,0.697814529390071,0.1774214495427082,0.1187555159647464,0.8249364098608617,0.064298371011872,6147,"('2023-07-24 00:00:00+00:00', '2024-05-31 23:00:00+00:00')",
